kpi_hourly_area_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_HOURLY_AREA-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,30.01,index,valid,synthetic_aam,24,0,27.01,11.11
AAM-KPI_HOURLY_AREA-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,81.53,index,valid,synthetic_aam,24,0,73.38,11.11
AAM-KPI_HOURLY_AREA-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,36.57,index,valid,synthetic_aam,24,0,32.91,11.11
AAM-KPI_HOURLY_AREA-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,72.58,index,valid,synthetic_aam,24,0,65.32,11.11
AAM-KPI_HOURLY_AREA-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,82.58,index,valid,synthetic_aam,24,0,74.32,11.11
AAM-KPI_HOURLY_AREA-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,41.7,index,valid,synthetic_aam,24,0,37.53,11.11
AAM-KPI_HOURLY_AREA-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,16.3,index,valid,synthetic_aam,24,0,14.67,11.11
AAM-KPI_HOURLY_AREA-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,77.51,index,valid,synthetic_aam,24,0,69.76,11.11
AAM-KPI_HOURLY_AREA-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,44.08,index,valid,synthetic_aam,24,0,39.67,11.11
AAM-KPI_HOURLY_AREA-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,32.24,index,valid,synthetic_aam,24,0,29.02,11.11
AAM-KPI_HOURLY_AREA-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,48.15,index,valid,synthetic_aam,24,0,43.34,11.11
AAM-KPI_HOURLY_AREA-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,75.52,index,valid,synthetic_aam,24,0,67.97,11.11
AAM-KPI_HOURLY_AREA-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,59.2,index,valid,synthetic_aam,24,0,53.28,11.11
AAM-KPI_HOURLY_AREA-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,59.61,index,valid,synthetic_aam,24,0,53.65,11.11
AAM-KPI_HOURLY_AREA-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,82.47,index,valid,synthetic_aam,24,0,74.22,11.11
AAM-KPI_HOURLY_AREA-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,37.84,index,valid,synthetic_aam,24,0,34.06,11.11
AAM-KPI_HOURLY_AREA-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,48.13,index,valid,synthetic_aam,24,0,43.32,11.11
AAM-KPI_HOURLY_AREA-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,42.66,index,valid,synthetic_aam,24,0,38.39,11.11
AAM-KPI_HOURLY_AREA-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,60.62,index,valid,synthetic_aam,24,0,54.56,11.11
AAM-KPI_HOURLY_AREA-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,20.57,index,valid,synthetic_aam,24,0,18.51,11.11
AAM-KPI_HOURLY_AREA-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,30.51,index,valid,synthetic_aam,24,0,27.46,11.11
AAM-KPI_HOURLY_AREA-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,78.44,index,valid,synthetic_aam,24,0,70.6,11.11
AAM-KPI_HOURLY_AREA-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,25.79,index,valid,synthetic_aam,24,0,23.21,11.11
AAM-KPI_HOURLY_AREA-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,36.11,index,valid,synthetic_aam,24,0,32.5,11.11
AAM-KPI_HOURLY_AREA-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,66.43,index,valid,synthetic_aam,24,0,59.79,11.11
AAM-KPI_HOURLY_AREA-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,59.97,index,valid,synthetic_aam,24,0,53.97,11.11
AAM-KPI_HOURLY_AREA-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,65.45,index,valid,synthetic_aam,24,0,58.91,11.11
AAM-KPI_HOURLY_AREA-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,72.1,index,valid,synthetic_aam,24,0,64.89,11.11
AAM-KPI_HOURLY_AREA-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,83.77,index,valid,synthetic_aam,24,0,75.39,11.11
AAM-KPI_HOURLY_AREA-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,17.01,index,valid,synthetic_aam,24,0,15.31,11.11
AAM-KPI_HOURLY_AREA-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,52.76,index,valid,synthetic_aam,24,0,47.48,11.11
AAM-KPI_HOURLY_AREA-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,60.0,index,valid,synthetic_aam,24,0,54.0,11.11
AAM-KPI_HOURLY_AREA-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,60.3,index,valid,synthetic_aam,24,0,54.27,11.11
AAM-KPI_HOURLY_AREA-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,60.8,index,valid,synthetic_aam,24,0,54.72,11.11
AAM-KPI_HOURLY_AREA-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,75.87,index,valid,synthetic_aam,24,0,68.28,11.11
AAM-KPI_HOURLY_AREA-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,76.88,index,valid,synthetic_aam,24,0,69.19,11.11
AAM-KPI_HOURLY_AREA-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,46.07,index,valid,synthetic_aam,24,0,41.46,11.11
AAM-KPI_HOURLY_AREA-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,63.57,index,valid,synthetic_aam,24,0,57.21,11.11
AAM-KPI_HOURLY_AREA-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,60.89,index,valid,synthetic_aam,24,0,54.8,11.11
AAM-KPI_HOURLY_AREA-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,84.68,index,valid,synthetic_aam,24,0,76.21,11.11
AAM-KPI_HOURLY_AREA-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,35.13,index,valid,synthetic_aam,24,0,31.62,11.11
AAM-KPI_HOURLY_AREA-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,31.55,index,valid,synthetic_aam,24,0,28.39,11.11
AAM-KPI_HOURLY_AREA-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,43.13,index,valid,synthetic_aam,24,0,38.82,11.11
AAM-KPI_HOURLY_AREA-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,31.58,index,valid,synthetic_aam,24,0,28.42,11.11
AAM-KPI_HOURLY_AREA-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,60.57,index,valid,synthetic_aam,24,0,54.51,11.11
AAM-KPI_HOURLY_AREA-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,48.15,index,valid,synthetic_aam,24,0,43.34,11.11
AAM-KPI_HOURLY_AREA-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,32.16,index,valid,synthetic_aam,24,0,28.94,11.11
AAM-KPI_HOURLY_AREA-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,24.26,index,valid,synthetic_aam,24,0,21.83,11.11
AAM-KPI_HOURLY_AREA-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,30.43,index,valid,synthetic_aam,24,0,27.39,11.11
AAM-KPI_HOURLY_AREA-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,19.45,index,valid,synthetic_aam,24,0,17.5,11.11
AAM-KPI_HOURLY_AREA-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,72.46,index,valid,synthetic_aam,24,0,65.21,11.11
AAM-KPI_HOURLY_AREA-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,63.2,index,valid,synthetic_aam,24,0,56.88,11.11
AAM-KPI_HOURLY_AREA-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,78.2,index,valid,synthetic_aam,24,0,70.38,11.11
AAM-KPI_HOURLY_AREA-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,25.74,index,valid,synthetic_aam,24,0,23.17,11.11
AAM-KPI_HOURLY_AREA-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,43.38,index,valid,synthetic_aam,24,0,39.04,11.11
AAM-KPI_HOURLY_AREA-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,56.53,index,valid,synthetic_aam,24,0,50.88,11.11
AAM-KPI_HOURLY_AREA-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,28.19,index,valid,synthetic_aam,24,0,25.37,11.11
AAM-KPI_HOURLY_AREA-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,52.75,index,valid,synthetic_aam,24,0,47.48,11.11
AAM-KPI_HOURLY_AREA-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,71.93,index,valid,synthetic_aam,24,0,64.74,11.11
AAM-KPI_HOURLY_AREA-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,52.47,index,valid,synthetic_aam,24,0,47.22,11.11
AAM-KPI_HOURLY_AREA-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,69.77,index,valid,synthetic_aam,24,0,62.79,11.11
AAM-KPI_HOURLY_AREA-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,21.25,index,valid,synthetic_aam,24,0,19.12,11.11
AAM-KPI_HOURLY_AREA-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,49.73,index,valid,synthetic_aam,24,0,44.76,11.11
AAM-KPI_HOURLY_AREA-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,39.2,index,valid,synthetic_aam,24,0,35.28,11.11
AAM-KPI_HOURLY_AREA-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,20.19,index,valid,synthetic_aam,24,0,18.17,11.11
AAM-KPI_HOURLY_AREA-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,81.27,index,valid,synthetic_aam,24,0,73.14,11.11
AAM-KPI_HOURLY_AREA-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,63.17,index,valid,synthetic_aam,24,0,56.85,11.11
AAM-KPI_HOURLY_AREA-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,76.2,index,valid,synthetic_aam,24,0,68.58,11.11
AAM-KPI_HOURLY_AREA-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,81.71,index,valid,synthetic_aam,24,0,73.54,11.11
AAM-KPI_HOURLY_AREA-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,39.8,index,valid,synthetic_aam,24,0,35.82,11.11
AAM-KPI_HOURLY_AREA-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,40.59,index,valid,synthetic_aam,24,0,36.53,11.11
AAM-KPI_HOURLY_AREA-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,26.28,index,valid,synthetic_aam,24,0,23.65,11.11
AAM-KPI_HOURLY_AREA-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,20.05,index,valid,synthetic_aam,24,0,18.05,11.11
AAM-KPI_HOURLY_AREA-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,37.83,index,valid,synthetic_aam,24,0,34.05,11.11
AAM-KPI_HOURLY_AREA-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,63.82,index,valid,synthetic_aam,24,0,57.44,11.11
AAM-KPI_HOURLY_AREA-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,76.22,index,valid,synthetic_aam,24,0,68.6,11.11
AAM-KPI_HOURLY_AREA-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,74.62,index,valid,synthetic_aam,24,0,67.16,11.11
AAM-KPI_HOURLY_AREA-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,82.9,index,valid,synthetic_aam,24,0,74.61,11.11
AAM-KPI_HOURLY_AREA-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,44.74,index,valid,synthetic_aam,24,0,40.27,11.11
AAM-KPI_HOURLY_AREA-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,78.46,index,valid,synthetic_aam,24,0,70.61,11.11
AAM-KPI_HOURLY_AREA-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,25.84,index,valid,synthetic_aam,24,0,23.26,11.11
AAM-KPI_HOURLY_AREA-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,76.79,index,valid,synthetic_aam,24,0,69.11,11.11
AAM-KPI_HOURLY_AREA-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,45.19,index,valid,synthetic_aam,24,0,40.67,11.11
AAM-KPI_HOURLY_AREA-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,78.89,index,valid,synthetic_aam,24,0,71.0,11.11
AAM-KPI_HOURLY_AREA-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,59.15,index,valid,synthetic_aam,24,0,53.23,11.11
AAM-KPI_HOURLY_AREA-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,64.84,index,valid,synthetic_aam,24,0,58.36,11.11
AAM-KPI_HOURLY_AREA-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,17.95,index,valid,synthetic_aam,24,0,16.16,11.11
AAM-KPI_HOURLY_AREA-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,38.96,index,valid,synthetic_aam,24,0,35.06,11.11
AAM-KPI_HOURLY_AREA-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,67.96,index,valid,synthetic_aam,24,0,61.16,11.11
AAM-KPI_HOURLY_AREA-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,26.24,index,valid,synthetic_aam,24,0,23.62,11.11
AAM-KPI_HOURLY_AREA-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,28.41,index,valid,synthetic_aam,24,0,25.57,11.11
AAM-KPI_HOURLY_AREA-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,72.73,index,valid,synthetic_aam,24,0,65.46,11.11
AAM-KPI_HOURLY_AREA-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,21.26,index,valid,synthetic_aam,24,0,19.13,11.11
AAM-KPI_HOURLY_AREA-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,21.21,index,valid,synthetic_aam,24,0,19.09,11.11
AAM-KPI_HOURLY_AREA-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,59.21,index,valid,synthetic_aam,24,0,53.29,11.11
AAM-KPI_HOURLY_AREA-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,30.42,index,valid,synthetic_aam,24,0,27.38,11.11
AAM-KPI_HOURLY_AREA-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,23.06,index,valid,synthetic_aam,24,0,20.75,11.11
AAM-KPI_HOURLY_AREA-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,45.94,index,valid,synthetic_aam,24,0,41.35,11.11
AAM-KPI_HOURLY_AREA-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,53.09,index,valid,synthetic_aam,24,0,47.78,11.11
AAM-KPI_HOURLY_AREA-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,81.69,index,valid,synthetic_aam,24,0,73.52,11.11
AAM-KPI_HOURLY_AREA-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,28.75,index,valid,synthetic_aam,24,0,25.88,11.11
AAM-KPI_HOURLY_AREA-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,36.38,index,valid,synthetic_aam,24,0,32.74,11.11
AAM-KPI_HOURLY_AREA-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,77.32,index,valid,synthetic_aam,24,0,69.59,11.11
AAM-KPI_HOURLY_AREA-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,24.49,index,valid,synthetic_aam,24,0,22.04,11.11
AAM-KPI_HOURLY_AREA-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,17.79,index,valid,synthetic_aam,24,0,16.01,11.11
AAM-KPI_HOURLY_AREA-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,59.6,index,valid,synthetic_aam,24,0,53.64,11.11
AAM-KPI_HOURLY_AREA-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,20.93,index,valid,synthetic_aam,24,0,18.84,11.11
AAM-KPI_HOURLY_AREA-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,48.56,index,valid,synthetic_aam,24,0,43.7,11.11
AAM-KPI_HOURLY_AREA-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,25.54,index,valid,synthetic_aam,24,0,22.99,11.11
AAM-KPI_HOURLY_AREA-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,23.66,index,valid,synthetic_aam,24,0,21.29,11.11
AAM-KPI_HOURLY_AREA-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,74.75,index,valid,synthetic_aam,24,0,67.28,11.11
AAM-KPI_HOURLY_AREA-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,79.51,index,valid,synthetic_aam,24,0,71.56,11.11
AAM-KPI_HOURLY_AREA-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,77.77,index,valid,synthetic_aam,24,0,69.99,11.11
AAM-KPI_HOURLY_AREA-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,76.18,index,valid,synthetic_aam,24,0,68.56,11.11
AAM-KPI_HOURLY_AREA-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,25.26,index,valid,synthetic_aam,24,0,22.73,11.11
AAM-KPI_HOURLY_AREA-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,36.46,index,valid,synthetic_aam,24,0,32.81,11.11
AAM-KPI_HOURLY_AREA-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,43.54,index,valid,synthetic_aam,24,0,39.19,11.11
AAM-KPI_HOURLY_AREA-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,19.11,index,valid,synthetic_aam,24,0,17.2,11.11
AAM-KPI_HOURLY_AREA-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,82.59,index,valid,synthetic_aam,24,0,74.33,11.11
AAM-KPI_HOURLY_AREA-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,63.22,index,valid,synthetic_aam,24,0,56.9,11.11
AAM-KPI_HOURLY_AREA-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,18.36,index,valid,synthetic_aam,24,0,16.52,11.11
AAM-KPI_HOURLY_AREA-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,84.87,index,valid,synthetic_aam,24,0,76.38,11.11
AAM-KPI_HOURLY_AREA-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,18.31,index,valid,synthetic_aam,24,0,16.48,11.11
AAM-KPI_HOURLY_AREA-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,69.54,index,valid,synthetic_aam,24,0,62.59,11.11
AAM-KPI_HOURLY_AREA-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,79.26,index,valid,synthetic_aam,24,0,71.33,11.11
AAM-KPI_HOURLY_AREA-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,37.86,index,valid,synthetic_aam,24,0,34.07,11.11
AAM-KPI_HOURLY_AREA-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,67.3,index,valid,synthetic_aam,24,0,60.57,11.11
AAM-KPI_HOURLY_AREA-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,39.03,index,valid,synthetic_aam,24,0,35.13,11.11
AAM-KPI_HOURLY_AREA-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,72.43,index,valid,synthetic_aam,24,0,65.19,11.11
AAM-KPI_HOURLY_AREA-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,17.12,index,valid,synthetic_aam,24,0,15.41,11.11
AAM-KPI_HOURLY_AREA-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,52.15,index,valid,synthetic_aam,24,0,46.94,11.11
AAM-KPI_HOURLY_AREA-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,77.08,index,valid,synthetic_aam,24,0,69.37,11.11
AAM-KPI_HOURLY_AREA-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,76.33,index,valid,synthetic_aam,24,0,68.7,11.11
AAM-KPI_HOURLY_AREA-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,38.19,index,valid,synthetic_aam,24,0,34.37,11.11
AAM-KPI_HOURLY_AREA-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,75.7,index,valid,synthetic_aam,24,0,68.13,11.11
AAM-KPI_HOURLY_AREA-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,79.0,index,valid,synthetic_aam,24,0,71.1,11.11
AAM-KPI_HOURLY_AREA-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,78.81,index,valid,synthetic_aam,24,0,70.93,11.11
AAM-KPI_HOURLY_AREA-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,61.53,index,valid,synthetic_aam,24,0,55.38,11.11
AAM-KPI_HOURLY_AREA-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,72.67,index,valid,synthetic_aam,24,0,65.4,11.11
AAM-KPI_HOURLY_AREA-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,21.07,index,valid,synthetic_aam,24,0,18.96,11.11
AAM-KPI_HOURLY_AREA-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,51.17,index,valid,synthetic_aam,24,0,46.05,11.11
AAM-KPI_HOURLY_AREA-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,75.75,index,valid,synthetic_aam,24,0,68.17,11.11
AAM-KPI_HOURLY_AREA-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,43.62,index,valid,synthetic_aam,24,0,39.26,11.11
AAM-KPI_HOURLY_AREA-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,70.14,index,valid,synthetic_aam,24,0,63.13,11.11
AAM-KPI_HOURLY_AREA-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,33.4,index,valid,synthetic_aam,24,0,30.06,11.11
AAM-KPI_HOURLY_AREA-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,78.63,index,valid,synthetic_aam,24,0,70.77,11.11
AAM-KPI_HOURLY_AREA-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,70.51,index,valid,synthetic_aam,24,0,63.46,11.11
AAM-KPI_HOURLY_AREA-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,16.3,index,valid,synthetic_aam,24,0,14.67,11.11
AAM-KPI_HOURLY_AREA-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,71.3,index,valid,synthetic_aam,24,0,64.17,11.11
AAM-KPI_HOURLY_AREA-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,35.4,index,valid,synthetic_aam,24,0,31.86,11.11
AAM-KPI_HOURLY_AREA-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,52.77,index,valid,synthetic_aam,24,0,47.49,11.11
AAM-KPI_HOURLY_AREA-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,57.59,index,valid,synthetic_aam,24,0,51.83,11.11
AAM-KPI_HOURLY_AREA-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,41.98,index,valid,synthetic_aam,24,0,37.78,11.11
AAM-KPI_HOURLY_AREA-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,74.91,index,valid,synthetic_aam,24,0,67.42,11.11
AAM-KPI_HOURLY_AREA-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,31.3,index,valid,synthetic_aam,24,0,28.17,11.11
AAM-KPI_HOURLY_AREA-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,17.15,index,valid,synthetic_aam,24,0,15.43,11.11
AAM-KPI_HOURLY_AREA-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,80.15,index,valid,synthetic_aam,24,0,72.14,11.11
AAM-KPI_HOURLY_AREA-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,18.41,index,valid,synthetic_aam,24,0,16.57,11.11
