kpi_anomaly_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_ANOMALY_HOURLY-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,46.46,index,valid,synthetic_aam,24,0,41.81,11.11
AAM-KPI_ANOMALY_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,65.84,index,valid,synthetic_aam,24,0,59.26,11.11
AAM-KPI_ANOMALY_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,31.13,index,valid,synthetic_aam,24,0,28.02,11.11
AAM-KPI_ANOMALY_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,33.53,index,valid,synthetic_aam,24,0,30.18,11.11
AAM-KPI_ANOMALY_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,56.28,index,valid,synthetic_aam,24,0,50.65,11.11
AAM-KPI_ANOMALY_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,79.64,index,valid,synthetic_aam,24,0,71.68,11.11
AAM-KPI_ANOMALY_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,34.67,index,valid,synthetic_aam,24,0,31.2,11.11
AAM-KPI_ANOMALY_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,60.77,index,valid,synthetic_aam,24,0,54.69,11.11
AAM-KPI_ANOMALY_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,56.48,index,valid,synthetic_aam,24,0,50.83,11.11
AAM-KPI_ANOMALY_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,40.33,index,valid,synthetic_aam,24,0,36.3,11.11
AAM-KPI_ANOMALY_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,67.35,index,valid,synthetic_aam,24,0,60.61,11.11
AAM-KPI_ANOMALY_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,51.73,index,valid,synthetic_aam,24,0,46.56,11.11
AAM-KPI_ANOMALY_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,71.63,index,valid,synthetic_aam,24,0,64.47,11.11
AAM-KPI_ANOMALY_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,78.09,index,valid,synthetic_aam,24,0,70.28,11.11
AAM-KPI_ANOMALY_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,28.83,index,valid,synthetic_aam,24,0,25.95,11.11
AAM-KPI_ANOMALY_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,38.05,index,valid,synthetic_aam,24,0,34.24,11.11
AAM-KPI_ANOMALY_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,16.26,index,valid,synthetic_aam,24,0,14.63,11.11
AAM-KPI_ANOMALY_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,33.63,index,valid,synthetic_aam,24,0,30.27,11.11
AAM-KPI_ANOMALY_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,53.78,index,valid,synthetic_aam,24,0,48.4,11.11
AAM-KPI_ANOMALY_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,23.97,index,valid,synthetic_aam,24,0,21.57,11.11
AAM-KPI_ANOMALY_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,63.41,index,valid,synthetic_aam,24,0,57.07,11.11
AAM-KPI_ANOMALY_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,59.17,index,valid,synthetic_aam,24,0,53.25,11.11
AAM-KPI_ANOMALY_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,54.41,index,valid,synthetic_aam,24,0,48.97,11.11
AAM-KPI_ANOMALY_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,16.74,index,valid,synthetic_aam,24,0,15.07,11.11
AAM-KPI_ANOMALY_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,56.45,index,valid,synthetic_aam,24,0,50.81,11.11
AAM-KPI_ANOMALY_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,70.77,index,valid,synthetic_aam,24,0,63.69,11.11
AAM-KPI_ANOMALY_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,28.99,index,valid,synthetic_aam,24,0,26.09,11.11
AAM-KPI_ANOMALY_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,65.24,index,valid,synthetic_aam,24,0,58.72,11.11
AAM-KPI_ANOMALY_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,39.54,index,valid,synthetic_aam,24,0,35.59,11.11
AAM-KPI_ANOMALY_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,45.31,index,valid,synthetic_aam,24,0,40.78,11.11
AAM-KPI_ANOMALY_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,82.47,index,valid,synthetic_aam,24,0,74.22,11.11
AAM-KPI_ANOMALY_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,67.23,index,valid,synthetic_aam,24,0,60.51,11.11
AAM-KPI_ANOMALY_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,83.22,index,valid,synthetic_aam,24,0,74.9,11.11
AAM-KPI_ANOMALY_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,31.42,index,valid,synthetic_aam,24,0,28.28,11.11
AAM-KPI_ANOMALY_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,32.89,index,valid,synthetic_aam,24,0,29.6,11.11
AAM-KPI_ANOMALY_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,27.69,index,valid,synthetic_aam,24,0,24.92,11.11
AAM-KPI_ANOMALY_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,28.11,index,valid,synthetic_aam,24,0,25.3,11.11
AAM-KPI_ANOMALY_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,26.56,index,valid,synthetic_aam,24,0,23.9,11.11
AAM-KPI_ANOMALY_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,37.17,index,valid,synthetic_aam,24,0,33.45,11.11
AAM-KPI_ANOMALY_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,52.87,index,valid,synthetic_aam,24,0,47.58,11.11
AAM-KPI_ANOMALY_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,82.2,index,valid,synthetic_aam,24,0,73.98,11.11
AAM-KPI_ANOMALY_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,17.04,index,valid,synthetic_aam,24,0,15.34,11.11
AAM-KPI_ANOMALY_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,56.17,index,valid,synthetic_aam,24,0,50.55,11.11
AAM-KPI_ANOMALY_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,31.1,index,valid,synthetic_aam,24,0,27.99,11.11
AAM-KPI_ANOMALY_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,21.63,index,valid,synthetic_aam,24,0,19.47,11.11
AAM-KPI_ANOMALY_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,84.25,index,valid,synthetic_aam,24,0,75.83,11.11
AAM-KPI_ANOMALY_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,32.84,index,valid,synthetic_aam,24,0,29.56,11.11
AAM-KPI_ANOMALY_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,37.59,index,valid,synthetic_aam,24,0,33.83,11.11
AAM-KPI_ANOMALY_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,68.36,index,valid,synthetic_aam,24,0,61.52,11.11
AAM-KPI_ANOMALY_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,64.93,index,valid,synthetic_aam,24,0,58.44,11.11
AAM-KPI_ANOMALY_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,16.86,index,valid,synthetic_aam,24,0,15.17,11.11
AAM-KPI_ANOMALY_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,59.05,index,valid,synthetic_aam,24,0,53.14,11.11
AAM-KPI_ANOMALY_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,75.34,index,valid,synthetic_aam,24,0,67.81,11.11
AAM-KPI_ANOMALY_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,30.01,index,valid,synthetic_aam,24,0,27.01,11.11
AAM-KPI_ANOMALY_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,82.0,index,valid,synthetic_aam,24,0,73.8,11.11
AAM-KPI_ANOMALY_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,63.44,index,valid,synthetic_aam,24,0,57.1,11.11
AAM-KPI_ANOMALY_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,47.77,index,valid,synthetic_aam,24,0,42.99,11.11
AAM-KPI_ANOMALY_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,20.3,index,valid,synthetic_aam,24,0,18.27,11.11
AAM-KPI_ANOMALY_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,36.97,index,valid,synthetic_aam,24,0,33.27,11.11
AAM-KPI_ANOMALY_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,53.42,index,valid,synthetic_aam,24,0,48.08,11.11
AAM-KPI_ANOMALY_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,32.9,index,valid,synthetic_aam,24,0,29.61,11.11
AAM-KPI_ANOMALY_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,64.87,index,valid,synthetic_aam,24,0,58.38,11.11
AAM-KPI_ANOMALY_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,27.05,index,valid,synthetic_aam,24,0,24.35,11.11
AAM-KPI_ANOMALY_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,83.5,index,valid,synthetic_aam,24,0,75.15,11.11
AAM-KPI_ANOMALY_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,36.41,index,valid,synthetic_aam,24,0,32.77,11.11
AAM-KPI_ANOMALY_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,44.44,index,valid,synthetic_aam,24,0,40.0,11.11
AAM-KPI_ANOMALY_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,58.82,index,valid,synthetic_aam,24,0,52.94,11.11
AAM-KPI_ANOMALY_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,18.74,index,valid,synthetic_aam,24,0,16.87,11.11
AAM-KPI_ANOMALY_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,66.98,index,valid,synthetic_aam,24,0,60.28,11.11
AAM-KPI_ANOMALY_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,30.87,index,valid,synthetic_aam,24,0,27.78,11.11
AAM-KPI_ANOMALY_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,58.69,index,valid,synthetic_aam,24,0,52.82,11.11
AAM-KPI_ANOMALY_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,74.23,index,valid,synthetic_aam,24,0,66.81,11.11
AAM-KPI_ANOMALY_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,29.31,index,valid,synthetic_aam,24,0,26.38,11.11
AAM-KPI_ANOMALY_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,36.1,index,valid,synthetic_aam,24,0,32.49,11.11
AAM-KPI_ANOMALY_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,82.07,index,valid,synthetic_aam,24,0,73.86,11.11
AAM-KPI_ANOMALY_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,54.13,index,valid,synthetic_aam,24,0,48.72,11.11
AAM-KPI_ANOMALY_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,21.64,index,valid,synthetic_aam,24,0,19.48,11.11
AAM-KPI_ANOMALY_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,60.76,index,valid,synthetic_aam,24,0,54.68,11.11
AAM-KPI_ANOMALY_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,61.1,index,valid,synthetic_aam,24,0,54.99,11.11
AAM-KPI_ANOMALY_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,78.41,index,valid,synthetic_aam,24,0,70.57,11.11
AAM-KPI_ANOMALY_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,47.56,index,valid,synthetic_aam,24,0,42.8,11.11
AAM-KPI_ANOMALY_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,17.18,index,valid,synthetic_aam,24,0,15.46,11.11
AAM-KPI_ANOMALY_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,33.81,index,valid,synthetic_aam,24,0,30.43,11.11
AAM-KPI_ANOMALY_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,49.36,index,valid,synthetic_aam,24,0,44.42,11.11
AAM-KPI_ANOMALY_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,52.98,index,valid,synthetic_aam,24,0,47.68,11.11
AAM-KPI_ANOMALY_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,76.16,index,valid,synthetic_aam,24,0,68.54,11.11
AAM-KPI_ANOMALY_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,16.19,index,valid,synthetic_aam,24,0,14.57,11.11
AAM-KPI_ANOMALY_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,79.37,index,valid,synthetic_aam,24,0,71.43,11.11
AAM-KPI_ANOMALY_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,70.46,index,valid,synthetic_aam,24,0,63.41,11.11
AAM-KPI_ANOMALY_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,18.35,index,valid,synthetic_aam,24,0,16.52,11.11
AAM-KPI_ANOMALY_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,42.87,index,valid,synthetic_aam,24,0,38.58,11.11
AAM-KPI_ANOMALY_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,38.87,index,valid,synthetic_aam,24,0,34.98,11.11
AAM-KPI_ANOMALY_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,57.66,index,valid,synthetic_aam,24,0,51.89,11.11
AAM-KPI_ANOMALY_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,56.1,index,valid,synthetic_aam,24,0,50.49,11.11
AAM-KPI_ANOMALY_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,52.42,index,valid,synthetic_aam,24,0,47.18,11.11
AAM-KPI_ANOMALY_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,69.66,index,valid,synthetic_aam,24,0,62.69,11.11
AAM-KPI_ANOMALY_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,22.48,index,valid,synthetic_aam,24,0,20.23,11.11
AAM-KPI_ANOMALY_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,62.35,index,valid,synthetic_aam,24,0,56.12,11.11
AAM-KPI_ANOMALY_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,31.36,index,valid,synthetic_aam,24,0,28.22,11.11
AAM-KPI_ANOMALY_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,82.54,index,valid,synthetic_aam,24,0,74.29,11.11
AAM-KPI_ANOMALY_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,69.9,index,valid,synthetic_aam,24,0,62.91,11.11
AAM-KPI_ANOMALY_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,70.09,index,valid,synthetic_aam,24,0,63.08,11.11
AAM-KPI_ANOMALY_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,23.06,index,valid,synthetic_aam,24,0,20.75,11.11
AAM-KPI_ANOMALY_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,56.64,index,valid,synthetic_aam,24,0,50.98,11.11
AAM-KPI_ANOMALY_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,67.93,index,valid,synthetic_aam,24,0,61.14,11.11
AAM-KPI_ANOMALY_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,52.51,index,valid,synthetic_aam,24,0,47.26,11.11
AAM-KPI_ANOMALY_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,22.47,index,valid,synthetic_aam,24,0,20.22,11.11
AAM-KPI_ANOMALY_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,46.16,index,valid,synthetic_aam,24,0,41.54,11.11
AAM-KPI_ANOMALY_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,59.07,index,valid,synthetic_aam,24,0,53.16,11.11
AAM-KPI_ANOMALY_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,55.45,index,valid,synthetic_aam,24,0,49.91,11.11
AAM-KPI_ANOMALY_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,28.61,index,valid,synthetic_aam,24,0,25.75,11.11
AAM-KPI_ANOMALY_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,38.85,index,valid,synthetic_aam,24,0,34.97,11.11
AAM-KPI_ANOMALY_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,19.42,index,valid,synthetic_aam,24,0,17.48,11.11
AAM-KPI_ANOMALY_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,77.81,index,valid,synthetic_aam,24,0,70.03,11.11
AAM-KPI_ANOMALY_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,44.61,index,valid,synthetic_aam,24,0,40.15,11.11
AAM-KPI_ANOMALY_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,78.07,index,valid,synthetic_aam,24,0,70.26,11.11
AAM-KPI_ANOMALY_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,75.27,index,valid,synthetic_aam,24,0,67.74,11.11
AAM-KPI_ANOMALY_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,42.34,index,valid,synthetic_aam,24,0,38.11,11.11
AAM-KPI_ANOMALY_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,40.23,index,valid,synthetic_aam,24,0,36.21,11.11
AAM-KPI_ANOMALY_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,31.08,index,valid,synthetic_aam,24,0,27.97,11.11
AAM-KPI_ANOMALY_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,27.9,index,valid,synthetic_aam,24,0,25.11,11.11
AAM-KPI_ANOMALY_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,31.87,index,valid,synthetic_aam,24,0,28.68,11.11
AAM-KPI_ANOMALY_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,57.13,index,valid,synthetic_aam,24,0,51.42,11.11
AAM-KPI_ANOMALY_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,50.35,index,valid,synthetic_aam,24,0,45.32,11.11
AAM-KPI_ANOMALY_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,32.54,index,valid,synthetic_aam,24,0,29.29,11.11
AAM-KPI_ANOMALY_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,79.83,index,valid,synthetic_aam,24,0,71.85,11.11
AAM-KPI_ANOMALY_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,80.38,index,valid,synthetic_aam,24,0,72.34,11.11
AAM-KPI_ANOMALY_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,76.74,index,valid,synthetic_aam,24,0,69.07,11.11
AAM-KPI_ANOMALY_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,25.32,index,valid,synthetic_aam,24,0,22.79,11.11
AAM-KPI_ANOMALY_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,51.05,index,valid,synthetic_aam,24,0,45.95,11.11
AAM-KPI_ANOMALY_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,66.49,index,valid,synthetic_aam,24,0,59.84,11.11
AAM-KPI_ANOMALY_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,44.89,index,valid,synthetic_aam,24,0,40.4,11.11
AAM-KPI_ANOMALY_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,67.18,index,valid,synthetic_aam,24,0,60.46,11.11
AAM-KPI_ANOMALY_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,70.59,index,valid,synthetic_aam,24,0,63.53,11.11
AAM-KPI_ANOMALY_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,23.56,index,valid,synthetic_aam,24,0,21.2,11.11
AAM-KPI_ANOMALY_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,64.76,index,valid,synthetic_aam,24,0,58.28,11.11
AAM-KPI_ANOMALY_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,15.32,index,valid,synthetic_aam,24,0,13.79,11.11
AAM-KPI_ANOMALY_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,24.89,index,valid,synthetic_aam,24,0,22.4,11.11
AAM-KPI_ANOMALY_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,41.53,index,valid,synthetic_aam,24,0,37.38,11.11
AAM-KPI_ANOMALY_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,75.11,index,valid,synthetic_aam,24,0,67.6,11.11
AAM-KPI_ANOMALY_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,71.46,index,valid,synthetic_aam,24,0,64.31,11.11
AAM-KPI_ANOMALY_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,28.1,index,valid,synthetic_aam,24,0,25.29,11.11
AAM-KPI_ANOMALY_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,29.5,index,valid,synthetic_aam,24,0,26.55,11.11
AAM-KPI_ANOMALY_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,45.69,index,valid,synthetic_aam,24,0,41.12,11.11
AAM-KPI_ANOMALY_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,46.15,index,valid,synthetic_aam,24,0,41.53,11.11
AAM-KPI_ANOMALY_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,57.77,index,valid,synthetic_aam,24,0,51.99,11.11
AAM-KPI_ANOMALY_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,24.49,index,valid,synthetic_aam,24,0,22.04,11.11
AAM-KPI_ANOMALY_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,44.96,index,valid,synthetic_aam,24,0,40.46,11.11
AAM-KPI_ANOMALY_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,27.53,index,valid,synthetic_aam,24,0,24.78,11.11
AAM-KPI_ANOMALY_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,15.17,index,valid,synthetic_aam,24,0,13.65,11.11
AAM-KPI_ANOMALY_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,56.81,index,valid,synthetic_aam,24,0,51.13,11.11
AAM-KPI_ANOMALY_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,80.37,index,valid,synthetic_aam,24,0,72.33,11.11
