kpi_id,kpi_code,location_level,location_code,area_code,province_code,date_hour,request_count,success_count,duration_ms,success_rate,source_system,computed_at,country,t_request,n_request_success,duration,n_count,type
TLGD02025,request_success_rate,province,CMU,KV3,CMU,2026-08-19-01,311,309,4649.15,99.3569,synthetic_core,2026-08-19 02:00:00,VNM,311,309,4649.15,1,synthetic
TLGD03025,request_success_rate,province,NBH,KV1,NBH,2026-08-19-01,488,479,5039.12,98.1557,synthetic_core,2026-08-19 02:00:00,VNM,488,479,5039.12,1,synthetic
TLGD04025,request_success_rate,province,HCM,KV3,HCM,2026-08-19-01,348,344,2969.74,98.8506,synthetic_core,2026-08-19 02:00:00,VNM,348,344,2969.74,1,synthetic
TLGD05025,request_success_rate,province,KHA,KV2,KHA,2026-08-19-01,700,694,8936.05,99.1429,synthetic_core,2026-08-19 02:00:00,VNM,700,694,8936.05,1,synthetic
TLGD00026,request_success_rate,province,DBN,KV1,DBN,2026-08-19-02,475,472,4507.05,99.3684,synthetic_core,2026-08-19 03:00:00,VNM,475,472,4507.05,1,synthetic
TLGD01026,request_success_rate,province,SLA,KV1,SLA,2026-08-19-02,329,327,3489.22,99.3921,synthetic_core,2026-08-19 03:00:00,VNM,329,327,3489.22,1,synthetic
TLGD02026,request_success_rate,province,CMU,KV3,CMU,2026-08-19-02,549,538,7951.86,97.9964,synthetic_core,2026-08-19 03:00:00,VNM,549,538,7951.86,1,synthetic
TLGD03026,request_success_rate,province,NBH,KV1,NBH,2026-08-19-02,417,411,7502.92,98.5612,synthetic_core,2026-08-19 03:00:00,VNM,417,411,7502.92,1,synthetic
TLGD04026,request_success_rate,province,HCM,KV3,HCM,2026-08-19-02,513,509,5192.56,99.2203,synthetic_core,2026-08-19 03:00:00,VNM,513,509,5192.56,1,synthetic
TLGD05026,request_success_rate,province,KHA,KV2,KHA,2026-08-19-02,444,436,7020.34,98.1982,synthetic_core,2026-08-19 03:00:00,VNM,444,436,7020.34,1,synthetic
TLGD00027,request_success_rate,province,DBN,KV1,DBN,2026-08-19-03,614,601,10550.06,97.8827,synthetic_core,2026-08-19 04:00:00,VNM,614,601,10550.06,1,synthetic
TLGD01027,request_success_rate,province,SLA,KV1,SLA,2026-08-19-03,546,540,6183.08,98.9011,synthetic_core,2026-08-19 04:00:00,VNM,546,540,6183.08,1,synthetic
TLGD02027,request_success_rate,province,CMU,KV3,CMU,2026-08-19-03,336,328,5320.61,97.619,synthetic_core,2026-08-19 04:00:00,VNM,336,328,5320.61,1,synthetic
TLGD03027,request_success_rate,province,NBH,KV1,NBH,2026-08-19-03,482,469,5041.16,97.3029,synthetic_core,2026-08-19 04:00:00,VNM,482,469,5041.16,1,synthetic
TLGD04027,request_success_rate,province,HCM,KV3,HCM,2026-08-19-03,435,424,4957.57,97.4713,synthetic_core,2026-08-19 04:00:00,VNM,435,424,4957.57,1,synthetic
TLGD05027,request_success_rate,province,KHA,KV2,KHA,2026-08-19-03,591,582,4950.57,98.4772,synthetic_core,2026-08-19 04:00:00,VNM,591,582,4950.57,1,synthetic
TLGD00028,request_success_rate,province,DBN,KV1,DBN,2026-08-19-04,647,639,5974.11,98.7635,synthetic_core,2026-08-19 05:00:00,VNM,647,639,5974.11,1,synthetic
TLGD01028,request_success_rate,province,SLA,KV1,SLA,2026-08-19-04,451,444,5635.57,98.4479,synthetic_core,2026-08-19 05:00:00,VNM,451,444,5635.57,1,synthetic
TLGD02028,request_success_rate,province,CMU,KV3,CMU,2026-08-19-04,417,406,6158.36,97.3621,synthetic_core,2026-08-19 05:00:00,VNM,417,406,6158.36,1,synthetic
TLGD03028,request_success_rate,province,NBH,KV1,NBH,2026-08-19-04,338,327,4731.9,96.7456,synthetic_core,2026-08-19 05:00:00,VNM,338,327,4731.9,1,synthetic
TLGD04028,request_success_rate,province,HCM,KV3,HCM,2026-08-19-04,428,415,4971.01,96.9626,synthetic_core,2026-08-19 05:00:00,VNM,428,415,4971.01,1,synthetic
TLGD05028,request_success_rate,province,KHA,KV2,KHA,2026-08-19-04,488,483,4515.3,98.9754,synthetic_core,2026-08-19 05:00:00,VNM,488,483,4515.3,1,synthetic
TLGD00029,request_success_rate,province,DBN,KV1,DBN,2026-08-19-05,563,557,10167.55,98.9343,synthetic_core,2026-08-19 06:00:00,VNM,563,557,10167.55,1,synthetic
TLGD01029,request_success_rate,province,SLA,KV1,SLA,2026-08-19-05,425,410,4186.41,96.4706,synthetic_core,2026-08-19 06:00:00,VNM,425,410,4186.41,1,synthetic
TLGD02029,request_success_rate,province,CMU,KV3,CMU,2026-08-19-05,525,523,9448.21,99.619,synthetic_core,2026-08-19 06:00:00,VNM,525,523,9448.21,1,synthetic
TLGD03029,request_success_rate,province,NBH,KV1,NBH,2026-08-19-05,652,637,7730.61,97.6994,synthetic_core,2026-08-19 06:00:00,VNM,652,637,7730.61,1,synthetic
TLGD04029,request_success_rate,province,HCM,KV3,HCM,2026-08-19-05,438,429,8322.32,97.9452,synthetic_core,2026-08-19 06:00:00,VNM,438,429,8322.32,1,synthetic
TLGD05029,request_success_rate,province,KHA,KV2,KHA,2026-08-19-05,498,486,7481.18,97.5904,synthetic_core,2026-08-19 06:00:00,VNM,498,486,7481.18,1,synthetic
TLGD00030,request_success_rate,province,DBN,KV1,DBN,2026-08-19-06,562,549,5420.03,97.6868,synthetic_core,2026-08-19 07:00:00,VNM,562,549,5420.03,1,synthetic
TLGD01030,request_success_rate,province,SLA,KV1,SLA,2026-08-19-06,416,403,5864.22,96.875,synthetic_core,2026-08-19 07:00:00,VNM,416,403,5864.22,1,synthetic
TLGD02030,request_success_rate,province,CMU,KV3,CMU,2026-08-19-06,377,366,7347.21,97.0822,synthetic_core,2026-08-19 07:00:00,VNM,377,366,7347.21,1,synthetic
TLGD03030,request_success_rate,province,NBH,KV1,NBH,2026-08-19-06,530,522,9898.68,98.4906,synthetic_core,2026-08-19 07:00:00,VNM,530,522,9898.68,1,synthetic
TLGD04030,request_success_rate,province,HCM,KV3,HCM,2026-08-19-06,395,389,5539.98,98.481,synthetic_core,2026-08-19 07:00:00,VNM,395,389,5539.98,1,synthetic
TLGD05030,request_success_rate,province,KHA,KV2,KHA,2026-08-19-06,687,679,8935.5,98.8355,synthetic_core,2026-08-19 07:00:00,VNM,687,679,8935.5,1,synthetic
TLGD00031,request_success_rate,province,DBN,KV1,DBN,2026-08-19-07,354,351,6070.6,99.1525,synthetic_core,2026-08-19 08:00:00,VNM,354,351,6070.6,1,synthetic
TLGD01031,request_success_rate,province,SLA,KV1,SLA,2026-08-19-07,617,613,5586.72,99.3517,synthetic_core,2026-08-19 08:00:00,VNM,617,613,5586.72,1,synthetic
TLGD02031,request_success_rate,province,CMU,KV3,CMU,2026-08-19-07,637,630,7649.76,98.9011,synthetic_core,2026-08-19 08:00:00,VNM,637,630,7649.76,1,synthetic
TLGD03031,request_success_rate,province,NBH,KV1,NBH,2026-08-19-07,609,598,5150.14,98.1938,synthetic_core,2026-08-19 08:00:00,VNM,609,598,5150.14,1,synthetic
TLGD04031,request_success_rate,province,HCM,KV3,HCM,2026-08-19-07,496,484,6021.98,97.5806,synthetic_core,2026-08-19 08:00:00,VNM,496,484,6021.98,1,synthetic
TLGD05031,request_success_rate,province,KHA,KV2,KHA,2026-08-19-07,357,351,6353.45,98.3193,synthetic_core,2026-08-19 08:00:00,VNM,357,351,6353.45,1,synthetic
TLGD00032,request_success_rate,province,DBN,KV1,DBN,2026-08-19-08,690,684,13308.31,99.1304,synthetic_core,2026-08-19 09:00:00,VNM,690,684,13308.31,1,synthetic
TLGD01032,request_success_rate,province,SLA,KV1,SLA,2026-08-19-08,316,307,5151.66,97.1519,synthetic_core,2026-08-19 09:00:00,VNM,316,307,5151.66,1,synthetic
TLGD02032,request_success_rate,province,CMU,KV3,CMU,2026-08-19-08,569,556,5026.13,97.7153,synthetic_core,2026-08-19 09:00:00,VNM,569,556,5026.13,1,synthetic
TLGD03032,request_success_rate,province,NBH,KV1,NBH,2026-08-19-08,626,621,7503.45,99.2013,synthetic_core,2026-08-19 09:00:00,VNM,626,621,7503.45,1,synthetic
TLGD04032,request_success_rate,province,HCM,KV3,HCM,2026-08-19-08,317,302,4133.37,95.2681,synthetic_core,2026-08-19 09:00:00,VNM,317,302,4133.37,1,synthetic
TLGD05032,request_success_rate,province,KHA,KV2,KHA,2026-08-19-08,474,460,4837.02,97.0464,synthetic_core,2026-08-19 09:00:00,VNM,474,460,4837.02,1,synthetic
TLGD00033,request_success_rate,province,DBN,KV1,DBN,2026-08-19-09,335,331,2783.34,98.806,synthetic_core,2026-08-19 10:00:00,VNM,335,331,2783.34,1,synthetic
TLGD01033,request_success_rate,province,SLA,KV1,SLA,2026-08-19-09,465,454,6064.54,97.6344,synthetic_core,2026-08-19 10:00:00,VNM,465,454,6064.54,1,synthetic
TLGD02033,request_success_rate,province,CMU,KV3,CMU,2026-08-19-09,606,603,7714.94,99.505,synthetic_core,2026-08-19 10:00:00,VNM,606,603,7714.94,1,synthetic
TLGD03033,request_success_rate,province,NBH,KV1,NBH,2026-08-19-09,401,389,7769.03,97.0075,synthetic_core,2026-08-19 10:00:00,VNM,401,389,7769.03,1,synthetic
TLGD04033,request_success_rate,province,HCM,KV3,HCM,2026-08-19-09,646,643,7381.81,99.5356,synthetic_core,2026-08-19 10:00:00,VNM,646,643,7381.81,1,synthetic
TLGD05033,request_success_rate,province,KHA,KV2,KHA,2026-08-19-09,530,519,6130.44,97.9245,synthetic_core,2026-08-19 10:00:00,VNM,530,519,6130.44,1,synthetic
TLGD00034,request_success_rate,province,DBN,KV1,DBN,2026-08-19-10,474,461,8503.36,97.2574,synthetic_core,2026-08-19 11:00:00,VNM,474,461,8503.36,1,synthetic
TLGD01034,request_success_rate,province,SLA,KV1,SLA,2026-08-19-10,473,465,7014.52,98.3087,synthetic_core,2026-08-19 11:00:00,VNM,473,465,7014.52,1,synthetic
TLGD02034,request_success_rate,province,CMU,KV3,CMU,2026-08-19-10,379,365,5164.04,96.3061,synthetic_core,2026-08-19 11:00:00,VNM,379,365,5164.04,1,synthetic
TLGD03034,request_success_rate,province,NBH,KV1,NBH,2026-08-19-10,349,340,3899.7,97.4212,synthetic_core,2026-08-19 11:00:00,VNM,349,340,3899.7,1,synthetic
TLGD04034,request_success_rate,province,HCM,KV3,HCM,2026-08-19-10,482,472,4474.51,97.9253,synthetic_core,2026-08-19 11:00:00,VNM,482,472,4474.51,1,synthetic
TLGD05034,request_success_rate,province,KHA,KV2,KHA,2026-08-19-10,333,325,4466.33,97.5976,synthetic_core,2026-08-19 11:00:00,VNM,333,325,4466.33,1,synthetic
TLGD00035,request_success_rate,province,DBN,KV1,DBN,2026-08-19-11,683,670,8715.29,98.0966,synthetic_core,2026-08-19 12:00:00,VNM,683,670,8715.29,1,synthetic
TLGD01035,request_success_rate,province,SLA,KV1,SLA,2026-08-19-11,354,351,7031.28,99.1525,synthetic_core,2026-08-19 12:00:00,VNM,354,351,7031.28,1,synthetic
TLGD02035,request_success_rate,province,CMU,KV3,CMU,2026-08-19-11,597,590,11777.1,98.8275,synthetic_core,2026-08-19 12:00:00,VNM,597,590,11777.1,1,synthetic
TLGD03035,request_success_rate,province,NBH,KV1,NBH,2026-08-19-11,333,318,6273.14,95.4955,synthetic_core,2026-08-19 12:00:00,VNM,333,318,6273.14,1,synthetic
TLGD04035,request_success_rate,province,HCM,KV3,HCM,2026-08-19-11,420,416,4534.95,99.0476,synthetic_core,2026-08-19 12:00:00,VNM,420,416,4534.95,1,synthetic
TLGD05035,request_success_rate,province,KHA,KV2,KHA,2026-08-19-11,390,376,5757.48,96.4103,synthetic_core,2026-08-19 12:00:00,VNM,390,376,5757.48,1,synthetic
TLGD00036,request_success_rate,province,DBN,KV1,DBN,2026-08-19-12,430,424,5634.37,98.6047,synthetic_core,2026-08-19 13:00:00,VNM,430,424,5634.37,1,synthetic
TLGD01036,request_success_rate,province,SLA,KV1,SLA,2026-08-19-12,656,643,5642.46,98.0183,synthetic_core,2026-08-19 13:00:00,VNM,656,643,5642.46,1,synthetic
TLGD02036,request_success_rate,province,CMU,KV3,CMU,2026-08-19-12,527,516,6938.94,97.9127,synthetic_core,2026-08-19 13:00:00,VNM,527,516,6938.94,1,synthetic
TLGD03036,request_success_rate,province,NBH,KV1,NBH,2026-08-19-12,659,657,9155.97,99.6965,synthetic_core,2026-08-19 13:00:00,VNM,659,657,9155.97,1,synthetic
TLGD04036,request_success_rate,province,HCM,KV3,HCM,2026-08-19-12,437,433,7641.86,99.0847,synthetic_core,2026-08-19 13:00:00,VNM,437,433,7641.86,1,synthetic
TLGD05036,request_success_rate,province,KHA,KV2,KHA,2026-08-19-12,470,456,8148.33,97.0213,synthetic_core,2026-08-19 13:00:00,VNM,470,456,8148.33,1,synthetic
TLGD00037,request_success_rate,province,DBN,KV1,DBN,2026-08-19-13,408,397,3496.99,97.3039,synthetic_core,2026-08-19 14:00:00,VNM,408,397,3496.99,1,synthetic
TLGD01037,request_success_rate,province,SLA,KV1,SLA,2026-08-19-13,345,331,6172.06,95.942,synthetic_core,2026-08-19 14:00:00,VNM,345,331,6172.06,1,synthetic
TLGD02037,request_success_rate,province,CMU,KV3,CMU,2026-08-19-13,609,602,7643.55,98.8506,synthetic_core,2026-08-19 14:00:00,VNM,609,602,7643.55,1,synthetic
TLGD03037,request_success_rate,province,NBH,KV1,NBH,2026-08-19-13,389,375,5189.84,96.401,synthetic_core,2026-08-19 14:00:00,VNM,389,375,5189.84,1,synthetic
TLGD04037,request_success_rate,province,HCM,KV3,HCM,2026-08-19-13,421,418,6617.25,99.2874,synthetic_core,2026-08-19 14:00:00,VNM,421,418,6617.25,1,synthetic
TLGD05037,request_success_rate,province,KHA,KV2,KHA,2026-08-19-13,573,571,8874.91,99.651,synthetic_core,2026-08-19 14:00:00,VNM,573,571,8874.91,1,synthetic
TLGD00038,request_success_rate,province,DBN,KV1,DBN,2026-08-19-14,693,691,9243.38,99.7114,synthetic_core,2026-08-19 15:00:00,VNM,693,691,9243.38,1,synthetic
TLGD01038,request_success_rate,province,SLA,KV1,SLA,2026-08-19-14,647,635,8227.37,98.1453,synthetic_core,2026-08-19 15:00:00,VNM,647,635,8227.37,1,synthetic
TLGD02038,request_success_rate,province,CMU,KV3,CMU,2026-08-19-14,454,445,4238.55,98.0176,synthetic_core,2026-08-19 15:00:00,VNM,454,445,4238.55,1,synthetic
TLGD03038,request_success_rate,province,NBH,KV1,NBH,2026-08-19-14,626,621,5317.41,99.2013,synthetic_core,2026-08-19 15:00:00,VNM,626,621,5317.41,1,synthetic
TLGD04038,request_success_rate,province,HCM,KV3,HCM,2026-08-19-14,330,323,4662.48,97.8788,synthetic_core,2026-08-19 15:00:00,VNM,330,323,4662.48,1,synthetic
TLGD05038,request_success_rate,province,KHA,KV2,KHA,2026-08-19-14,481,466,7321.46,96.8815,synthetic_core,2026-08-19 15:00:00,VNM,481,466,7321.46,1,synthetic
TLGD00039,request_success_rate,province,DBN,KV1,DBN,2026-08-19-15,396,382,4003.11,96.4646,synthetic_core,2026-08-19 16:00:00,VNM,396,382,4003.11,1,synthetic
TLGD01039,request_success_rate,province,SLA,KV1,SLA,2026-08-19-15,315,302,5006.71,95.873,synthetic_core,2026-08-19 16:00:00,VNM,315,302,5006.71,1,synthetic
TLGD02039,request_success_rate,province,CMU,KV3,CMU,2026-08-19-15,696,687,10321.25,98.7069,synthetic_core,2026-08-19 16:00:00,VNM,696,687,10321.25,1,synthetic
TLGD03039,request_success_rate,province,NBH,KV1,NBH,2026-08-19-15,652,648,5810.03,99.3865,synthetic_core,2026-08-19 16:00:00,VNM,652,648,5810.03,1,synthetic
TLGD04039,request_success_rate,province,HCM,KV3,HCM,2026-08-19-15,323,313,5627.3,96.904,synthetic_core,2026-08-19 16:00:00,VNM,323,313,5627.3,1,synthetic
TLGD05039,request_success_rate,province,KHA,KV2,KHA,2026-08-19-15,325,318,3904.82,97.8462,synthetic_core,2026-08-19 16:00:00,VNM,325,318,3904.82,1,synthetic
TLGD00040,request_success_rate,province,DBN,KV1,DBN,2026-08-19-16,557,550,9434.36,98.7433,synthetic_core,2026-08-19 17:00:00,VNM,557,550,9434.36,1,synthetic
TLGD01040,request_success_rate,province,SLA,KV1,SLA,2026-08-19-16,638,629,7765.0,98.5893,synthetic_core,2026-08-19 17:00:00,VNM,638,629,7765.0,1,synthetic
TLGD02040,request_success_rate,province,CMU,KV3,CMU,2026-08-19-16,569,561,5228.36,98.594,synthetic_core,2026-08-19 17:00:00,VNM,569,561,5228.36,1,synthetic
TLGD03040,request_success_rate,province,NBH,KV1,NBH,2026-08-19-16,327,322,3887.04,98.4709,synthetic_core,2026-08-19 17:00:00,VNM,327,322,3887.04,1,synthetic
TLGD04040,request_success_rate,province,HCM,KV3,HCM,2026-08-19-16,430,421,7521.04,97.907,synthetic_core,2026-08-19 17:00:00,VNM,430,421,7521.04,1,synthetic
TLGD05040,request_success_rate,province,KHA,KV2,KHA,2026-08-19-16,474,461,6858.73,97.2574,synthetic_core,2026-08-19 17:00:00,VNM,474,461,6858.73,1,synthetic
TLGD00041,request_success_rate,province,DBN,KV1,DBN,2026-08-19-17,351,344,5719.49,98.0057,synthetic_core,2026-08-19 18:00:00,VNM,351,344,5719.49,1,synthetic
TLGD01041,request_success_rate,province,SLA,KV1,SLA,2026-08-19-17,353,345,5028.89,97.7337,synthetic_core,2026-08-19 18:00:00,VNM,353,345,5028.89,1,synthetic
TLGD02041,request_success_rate,province,CMU,KV3,CMU,2026-08-19-17,343,331,5273.72,96.5015,synthetic_core,2026-08-19 18:00:00,VNM,343,331,5273.72,1,synthetic
TLGD03041,request_success_rate,province,NBH,KV1,NBH,2026-08-19-17,672,668,10407.77,99.4048,synthetic_core,2026-08-19 18:00:00,VNM,672,668,10407.77,1,synthetic
TLGD04041,request_success_rate,province,HCM,KV3,HCM,2026-08-19-17,438,428,6305.77,97.7169,synthetic_core,2026-08-19 18:00:00,VNM,438,428,6305.77,1,synthetic
TLGD05041,request_success_rate,province,KHA,KV2,KHA,2026-08-19-17,560,554,5582.28,98.9286,synthetic_core,2026-08-19 18:00:00,VNM,560,554,5582.28,1,synthetic
TLGD00042,request_success_rate,province,DBN,KV1,DBN,2026-08-19-18,434,422,6129.04,97.235,synthetic_core,2026-08-19 19:00:00,VNM,434,422,6129.04,1,synthetic
TLGD01042,request_success_rate,province,SLA,KV1,SLA,2026-08-19-18,689,683,6360.94,99.1292,synthetic_core,2026-08-19 19:00:00,VNM,689,683,6360.94,1,synthetic
TLGD02042,request_success_rate,province,CMU,KV3,CMU,2026-08-19-18,386,374,7345.73,96.8912,synthetic_core,2026-08-19 19:00:00,VNM,386,374,7345.73,1,synthetic
TLGD03042,request_success_rate,province,NBH,KV1,NBH,2026-08-19-18,561,558,10842.1,99.4652,synthetic_core,2026-08-19 19:00:00,VNM,561,558,10842.1,1,synthetic
TLGD04042,request_success_rate,province,HCM,KV3,HCM,2026-08-19-18,449,438,6531.05,97.5501,synthetic_core,2026-08-19 19:00:00,VNM,449,438,6531.05,1,synthetic
TLGD05042,request_success_rate,province,KHA,KV2,KHA,2026-08-19-18,342,330,3797.6,96.4912,synthetic_core,2026-08-19 19:00:00,VNM,342,330,3797.6,1,synthetic
TLGD00043,request_success_rate,province,DBN,KV1,DBN,2026-08-19-19,689,675,11533.47,97.9681,synthetic_core,2026-08-19 20:00:00,VNM,689,675,11533.47,1,synthetic
TLGD01043,request_success_rate,province,SLA,KV1,SLA,2026-08-19-19,482,477,8106.21,98.9627,synthetic_core,2026-08-19 20:00:00,VNM,482,477,8106.21,1,synthetic
TLGD02043,request_success_rate,province,CMU,KV3,CMU,2026-08-19-19,660,658,10165.36,99.697,synthetic_core,2026-08-19 20:00:00,VNM,660,658,10165.36,1,synthetic
TLGD03043,request_success_rate,province,NBH,KV1,NBH,2026-08-19-19,335,331,5031.03,98.806,synthetic_core,2026-08-19 20:00:00,VNM,335,331,5031.03,1,synthetic
TLGD04043,request_success_rate,province,HCM,KV3,HCM,2026-08-19-19,606,597,6558.93,98.5149,synthetic_core,2026-08-19 20:00:00,VNM,606,597,6558.93,1,synthetic
TLGD05043,request_success_rate,province,KHA,KV2,KHA,2026-08-19-19,310,305,5926.96,98.3871,synthetic_core,2026-08-19 20:00:00,VNM,310,305,5926.96,1,synthetic
TLGD00044,request_success_rate,province,DBN,KV1,DBN,2026-08-19-20,448,439,5564.04,97.9911,synthetic_core,2026-08-19 21:00:00,VNM,448,439,5564.04,1,synthetic
TLGD01044,request_success_rate,province,SLA,KV1,SLA,2026-08-19-20,592,579,10450.43,97.8041,synthetic_core,2026-08-19 21:00:00,VNM,592,579,10450.43,1,synthetic
TLGD02044,request_success_rate,province,CMU,KV3,CMU,2026-08-19-20,375,368,4357.73,98.1333,synthetic_core,2026-08-19 21:00:00,VNM,375,368,4357.73,1,synthetic
TLGD03044,request_success_rate,province,NBH,KV1,NBH,2026-08-19-20,340,331,3160.46,97.3529,synthetic_core,2026-08-19 21:00:00,VNM,340,331,3160.46,1,synthetic
TLGD04044,request_success_rate,province,HCM,KV3,HCM,2026-08-19-20,440,429,8494.45,97.5,synthetic_core,2026-08-19 21:00:00,VNM,440,429,8494.45,1,synthetic
TLGD05044,request_success_rate,province,KHA,KV2,KHA,2026-08-19-20,519,513,5157.04,98.8439,synthetic_core,2026-08-19 21:00:00,VNM,519,513,5157.04,1,synthetic
TLGD00045,request_success_rate,province,DBN,KV1,DBN,2026-08-19-21,533,525,7698.35,98.4991,synthetic_core,2026-08-19 22:00:00,VNM,533,525,7698.35,1,synthetic
TLGD01045,request_success_rate,province,SLA,KV1,SLA,2026-08-19-21,598,593,11242.89,99.1639,synthetic_core,2026-08-19 22:00:00,VNM,598,593,11242.89,1,synthetic
TLGD02045,request_success_rate,province,CMU,KV3,CMU,2026-08-19-21,500,487,4768.72,97.4,synthetic_core,2026-08-19 22:00:00,VNM,500,487,4768.72,1,synthetic
TLGD03045,request_success_rate,province,NBH,KV1,NBH,2026-08-19-21,320,306,4026.42,95.625,synthetic_core,2026-08-19 22:00:00,VNM,320,306,4026.42,1,synthetic
TLGD04045,request_success_rate,province,HCM,KV3,HCM,2026-08-19-21,601,597,11968.48,99.3344,synthetic_core,2026-08-19 22:00:00,VNM,601,597,11968.48,1,synthetic
TLGD05045,request_success_rate,province,KHA,KV2,KHA,2026-08-19-21,548,543,6474.95,99.0876,synthetic_core,2026-08-19 22:00:00,VNM,548,543,6474.95,1,synthetic
TLGD00046,request_success_rate,province,DBN,KV1,DBN,2026-08-19-22,620,616,11807.94,99.3548,synthetic_core,2026-08-19 23:00:00,VNM,620,616,11807.94,1,synthetic
TLGD01046,request_success_rate,province,SLA,KV1,SLA,2026-08-19-22,366,353,4884.09,96.4481,synthetic_core,2026-08-19 23:00:00,VNM,366,353,4884.09,1,synthetic
TLGD02046,request_success_rate,province,CMU,KV3,CMU,2026-08-19-22,580,576,6992.73,99.3103,synthetic_core,2026-08-19 23:00:00,VNM,580,576,6992.73,1,synthetic
TLGD03046,request_success_rate,province,NBH,KV1,NBH,2026-08-19-22,504,495,7151.21,98.2143,synthetic_core,2026-08-19 23:00:00,VNM,504,495,7151.21,1,synthetic
TLGD04046,request_success_rate,province,HCM,KV3,HCM,2026-08-19-22,466,457,7574.29,98.0687,synthetic_core,2026-08-19 23:00:00,VNM,466,457,7574.29,1,synthetic
TLGD05046,request_success_rate,province,KHA,KV2,KHA,2026-08-19-22,679,669,9320.41,98.5272,synthetic_core,2026-08-19 23:00:00,VNM,679,669,9320.41,1,synthetic
TLGD00047,request_success_rate,province,DBN,KV1,DBN,2026-08-19-23,584,582,9370.16,99.6575,synthetic_core,2026-08-20 00:00:00,VNM,584,582,9370.16,1,synthetic
TLGD01047,request_success_rate,province,SLA,KV1,SLA,2026-08-19-23,305,295,3398.01,96.7213,synthetic_core,2026-08-20 00:00:00,VNM,305,295,3398.01,1,synthetic
TLGD02047,request_success_rate,province,CMU,KV3,CMU,2026-08-19-23,605,600,11019.88,99.1736,synthetic_core,2026-08-20 00:00:00,VNM,605,600,11019.88,1,synthetic
TLGD03047,request_success_rate,province,NBH,KV1,NBH,2026-08-19-23,684,674,12103.34,98.538,synthetic_core,2026-08-20 00:00:00,VNM,684,674,12103.34,1,synthetic
TLGD04047,request_success_rate,province,HCM,KV3,HCM,2026-08-19-23,654,644,13051.34,98.4709,synthetic_core,2026-08-20 00:00:00,VNM,654,644,13051.34,1,synthetic
TLGD05047,request_success_rate,province,KHA,KV2,KHA,2026-08-19-23,362,351,4086.93,96.9613,synthetic_core,2026-08-20 00:00:00,VNM,362,351,4086.93,1,synthetic
TLGD00048,request_success_rate,province,DBN,KV1,DBN,2026-08-20-00,354,348,6842.34,98.3051,synthetic_core,2026-08-20 01:00:00,VNM,354,348,6842.34,1,synthetic
TLGD01048,request_success_rate,province,SLA,KV1,SLA,2026-08-20-00,676,663,12481.74,98.0769,synthetic_core,2026-08-20 01:00:00,VNM,676,663,12481.74,1,synthetic
TLGD02048,request_success_rate,province,CMU,KV3,CMU,2026-08-20-00,636,624,7552.24,98.1132,synthetic_core,2026-08-20 01:00:00,VNM,636,624,7552.24,1,synthetic
TLGD03048,request_success_rate,province,NBH,KV1,NBH,2026-08-20-00,307,299,5195.08,97.3941,synthetic_core,2026-08-20 01:00:00,VNM,307,299,5195.08,1,synthetic
TLGD04048,request_success_rate,province,HCM,KV3,HCM,2026-08-20-00,420,415,4015.32,98.8095,synthetic_core,2026-08-20 01:00:00,VNM,420,415,4015.32,1,synthetic
TLGD05048,request_success_rate,province,KHA,KV2,KHA,2026-08-20-00,564,556,6365.19,98.5816,synthetic_core,2026-08-20 01:00:00,VNM,564,556,6365.19,1,synthetic
TLGD00049,request_success_rate,province,DBN,KV1,DBN,2026-08-20-01,413,404,8045.84,97.8208,synthetic_core,2026-08-20 02:00:00,VNM,413,404,8045.84,1,synthetic
TLGD01049,request_success_rate,province,SLA,KV1,SLA,2026-08-20-01,470,468,7776.16,99.5745,synthetic_core,2026-08-20 02:00:00,VNM,470,468,7776.16,1,synthetic
TLGD02049,request_success_rate,province,CMU,KV3,CMU,2026-08-20-01,353,350,4828.04,99.1501,synthetic_core,2026-08-20 02:00:00,VNM,353,350,4828.04,1,synthetic
TLGD03049,request_success_rate,province,NBH,KV1,NBH,2026-08-20-01,382,380,3352.77,99.4764,synthetic_core,2026-08-20 02:00:00,VNM,382,380,3352.77,1,synthetic
TLGD04049,request_success_rate,province,HCM,KV3,HCM,2026-08-20-01,380,376,4887.86,98.9474,synthetic_core,2026-08-20 02:00:00,VNM,380,376,4887.86,1,synthetic
TLGD05049,request_success_rate,province,KHA,KV2,KHA,2026-08-20-01,566,556,7457.65,98.2332,synthetic_core,2026-08-20 02:00:00,VNM,566,556,7457.65,1,synthetic
TLGD00050,request_success_rate,province,DBN,KV1,DBN,2026-08-20-02,309,304,5007.33,98.3819,synthetic_core,2026-08-20 03:00:00,VNM,309,304,5007.33,1,synthetic
TLGD01050,request_success_rate,province,SLA,KV1,SLA,2026-08-20-02,360,356,6405.42,98.8889,synthetic_core,2026-08-20 03:00:00,VNM,360,356,6405.42,1,synthetic
TLGD02050,request_success_rate,province,CMU,KV3,CMU,2026-08-20-02,490,487,5235.04,99.3878,synthetic_core,2026-08-20 03:00:00,VNM,490,487,5235.04,1,synthetic
TLGD03050,request_success_rate,province,NBH,KV1,NBH,2026-08-20-02,615,612,9899.14,99.5122,synthetic_core,2026-08-20 03:00:00,VNM,615,612,9899.14,1,synthetic
TLGD04050,request_success_rate,province,HCM,KV3,HCM,2026-08-20-02,563,549,10037.3,97.5133,synthetic_core,2026-08-20 03:00:00,VNM,563,549,10037.3,1,synthetic
