kpi_breach_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_BREACH_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.87,index,valid,synthetic_aam,24,0,21.48,11.11
AAM-KPI_BREACH_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,30.72,index,valid,synthetic_aam,24,0,27.65,11.11
AAM-KPI_BREACH_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,38.54,index,valid,synthetic_aam,24,0,34.69,11.11
AAM-KPI_BREACH_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,19.46,index,valid,synthetic_aam,24,0,17.51,11.11
AAM-KPI_BREACH_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,83.03,index,valid,synthetic_aam,24,0,74.73,11.11
AAM-KPI_BREACH_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,79.02,index,valid,synthetic_aam,24,0,71.12,11.11
AAM-KPI_BREACH_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,38.3,index,valid,synthetic_aam,24,0,34.47,11.11
AAM-KPI_BREACH_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,23.1,index,valid,synthetic_aam,24,0,20.79,11.11
AAM-KPI_BREACH_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,58.74,index,valid,synthetic_aam,24,0,52.87,11.11
AAM-KPI_BREACH_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,72.58,index,valid,synthetic_aam,24,0,65.32,11.11
AAM-KPI_BREACH_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,75.13,index,valid,synthetic_aam,24,0,67.62,11.11
AAM-KPI_BREACH_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,48.34,index,valid,synthetic_aam,24,0,43.51,11.11
AAM-KPI_BREACH_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,22.95,index,valid,synthetic_aam,24,0,20.66,11.11
AAM-KPI_BREACH_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,66.4,index,valid,synthetic_aam,24,0,59.76,11.11
AAM-KPI_BREACH_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,76.84,index,valid,synthetic_aam,24,0,69.16,11.11
AAM-KPI_BREACH_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,44.22,index,valid,synthetic_aam,24,0,39.8,11.11
AAM-KPI_BREACH_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,61.79,index,valid,synthetic_aam,24,0,55.61,11.11
AAM-KPI_BREACH_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,84.62,index,valid,synthetic_aam,24,0,76.16,11.11
AAM-KPI_BREACH_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,41.99,index,valid,synthetic_aam,24,0,37.79,11.11
AAM-KPI_BREACH_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,56.57,index,valid,synthetic_aam,24,0,50.91,11.11
AAM-KPI_BREACH_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,36.64,index,valid,synthetic_aam,24,0,32.98,11.11
AAM-KPI_BREACH_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,82.96,index,valid,synthetic_aam,24,0,74.66,11.11
AAM-KPI_BREACH_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,49.77,index,valid,synthetic_aam,24,0,44.79,11.11
AAM-KPI_BREACH_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,80.64,index,valid,synthetic_aam,24,0,72.58,11.11
AAM-KPI_BREACH_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,61.1,index,valid,synthetic_aam,24,0,54.99,11.11
AAM-KPI_BREACH_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,23.71,index,valid,synthetic_aam,24,0,21.34,11.11
AAM-KPI_BREACH_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,33.11,index,valid,synthetic_aam,24,0,29.8,11.11
AAM-KPI_BREACH_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,77.78,index,valid,synthetic_aam,24,0,70.0,11.11
AAM-KPI_BREACH_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,60.08,index,valid,synthetic_aam,24,0,54.07,11.11
AAM-KPI_BREACH_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,28.99,index,valid,synthetic_aam,24,0,26.09,11.11
AAM-KPI_BREACH_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,71.25,index,valid,synthetic_aam,24,0,64.12,11.11
AAM-KPI_BREACH_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,29.64,index,valid,synthetic_aam,24,0,26.68,11.11
AAM-KPI_BREACH_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,34.58,index,valid,synthetic_aam,24,0,31.12,11.11
AAM-KPI_BREACH_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,38.94,index,valid,synthetic_aam,24,0,35.05,11.11
AAM-KPI_BREACH_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,18.82,index,valid,synthetic_aam,24,0,16.94,11.11
AAM-KPI_BREACH_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,57.57,index,valid,synthetic_aam,24,0,51.81,11.11
AAM-KPI_BREACH_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,78.08,index,valid,synthetic_aam,24,0,70.27,11.11
AAM-KPI_BREACH_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,26.16,index,valid,synthetic_aam,24,0,23.54,11.11
AAM-KPI_BREACH_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,35.75,index,valid,synthetic_aam,24,0,32.18,11.11
AAM-KPI_BREACH_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,22.74,index,valid,synthetic_aam,24,0,20.47,11.11
AAM-KPI_BREACH_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,59.43,index,valid,synthetic_aam,24,0,53.49,11.11
AAM-KPI_BREACH_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,34.36,index,valid,synthetic_aam,24,0,30.92,11.11
AAM-KPI_BREACH_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,30.74,index,valid,synthetic_aam,24,0,27.67,11.11
AAM-KPI_BREACH_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,49.46,index,valid,synthetic_aam,24,0,44.51,11.11
AAM-KPI_BREACH_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,33.6,index,valid,synthetic_aam,24,0,30.24,11.11
AAM-KPI_BREACH_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,28.38,index,valid,synthetic_aam,24,0,25.54,11.11
AAM-KPI_BREACH_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,71.61,index,valid,synthetic_aam,24,0,64.45,11.11
AAM-KPI_BREACH_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,84.01,index,valid,synthetic_aam,24,0,75.61,11.11
AAM-KPI_BREACH_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,29.34,index,valid,synthetic_aam,24,0,26.41,11.11
AAM-KPI_BREACH_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,25.19,index,valid,synthetic_aam,24,0,22.67,11.11
AAM-KPI_BREACH_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,66.14,index,valid,synthetic_aam,24,0,59.53,11.11
AAM-KPI_BREACH_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,28.58,index,valid,synthetic_aam,24,0,25.72,11.11
AAM-KPI_BREACH_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,83.5,index,valid,synthetic_aam,24,0,75.15,11.11
AAM-KPI_BREACH_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,56.56,index,valid,synthetic_aam,24,0,50.9,11.11
AAM-KPI_BREACH_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,73.36,index,valid,synthetic_aam,24,0,66.02,11.11
AAM-KPI_BREACH_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,42.04,index,valid,synthetic_aam,24,0,37.84,11.11
AAM-KPI_BREACH_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,56.0,index,valid,synthetic_aam,24,0,50.4,11.11
AAM-KPI_BREACH_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,38.82,index,valid,synthetic_aam,24,0,34.94,11.11
AAM-KPI_BREACH_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,82.95,index,valid,synthetic_aam,24,0,74.66,11.11
AAM-KPI_BREACH_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,22.8,index,valid,synthetic_aam,24,0,20.52,11.11
AAM-KPI_BREACH_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,53.98,index,valid,synthetic_aam,24,0,48.58,11.11
AAM-KPI_BREACH_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,37.54,index,valid,synthetic_aam,24,0,33.79,11.11
AAM-KPI_BREACH_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,59.15,index,valid,synthetic_aam,24,0,53.23,11.11
AAM-KPI_BREACH_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,66.5,index,valid,synthetic_aam,24,0,59.85,11.11
AAM-KPI_BREACH_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,18.07,index,valid,synthetic_aam,24,0,16.26,11.11
AAM-KPI_BREACH_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,39.32,index,valid,synthetic_aam,24,0,35.39,11.11
AAM-KPI_BREACH_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,32.89,index,valid,synthetic_aam,24,0,29.6,11.11
AAM-KPI_BREACH_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,59.87,index,valid,synthetic_aam,24,0,53.88,11.11
AAM-KPI_BREACH_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,41.74,index,valid,synthetic_aam,24,0,37.57,11.11
AAM-KPI_BREACH_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,44.54,index,valid,synthetic_aam,24,0,40.09,11.11
AAM-KPI_BREACH_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,79.68,index,valid,synthetic_aam,24,0,71.71,11.11
AAM-KPI_BREACH_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,53.47,index,valid,synthetic_aam,24,0,48.12,11.11
AAM-KPI_BREACH_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,40.79,index,valid,synthetic_aam,24,0,36.71,11.11
AAM-KPI_BREACH_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,36.43,index,valid,synthetic_aam,24,0,32.79,11.11
AAM-KPI_BREACH_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,17.13,index,valid,synthetic_aam,24,0,15.42,11.11
AAM-KPI_BREACH_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,64.71,index,valid,synthetic_aam,24,0,58.24,11.11
AAM-KPI_BREACH_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,80.92,index,valid,synthetic_aam,24,0,72.83,11.11
AAM-KPI_BREACH_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,30.03,index,valid,synthetic_aam,24,0,27.03,11.11
AAM-KPI_BREACH_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,76.68,index,valid,synthetic_aam,24,0,69.01,11.11
AAM-KPI_BREACH_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,46.39,index,valid,synthetic_aam,24,0,41.75,11.11
AAM-KPI_BREACH_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,59.12,index,valid,synthetic_aam,24,0,53.21,11.11
AAM-KPI_BREACH_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,19.3,index,valid,synthetic_aam,24,0,17.37,11.11
AAM-KPI_BREACH_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,40.94,index,valid,synthetic_aam,24,0,36.85,11.11
AAM-KPI_BREACH_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,21.28,index,valid,synthetic_aam,24,0,19.15,11.11
AAM-KPI_BREACH_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,44.27,index,valid,synthetic_aam,24,0,39.84,11.11
AAM-KPI_BREACH_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,45.48,index,valid,synthetic_aam,24,0,40.93,11.11
AAM-KPI_BREACH_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,25.38,index,valid,synthetic_aam,24,0,22.84,11.11
AAM-KPI_BREACH_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,38.14,index,valid,synthetic_aam,24,0,34.33,11.11
AAM-KPI_BREACH_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,72.84,index,valid,synthetic_aam,24,0,65.56,11.11
AAM-KPI_BREACH_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,15.14,index,valid,synthetic_aam,24,0,13.63,11.11
AAM-KPI_BREACH_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,20.27,index,valid,synthetic_aam,24,0,18.24,11.11
AAM-KPI_BREACH_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,18.93,index,valid,synthetic_aam,24,0,17.04,11.11
AAM-KPI_BREACH_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,63.69,index,valid,synthetic_aam,24,0,57.32,11.11
AAM-KPI_BREACH_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,36.73,index,valid,synthetic_aam,24,0,33.06,11.11
AAM-KPI_BREACH_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,76.61,index,valid,synthetic_aam,24,0,68.95,11.11
AAM-KPI_BREACH_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,47.38,index,valid,synthetic_aam,24,0,42.64,11.11
AAM-KPI_BREACH_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,74.36,index,valid,synthetic_aam,24,0,66.92,11.11
AAM-KPI_BREACH_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,30.65,index,valid,synthetic_aam,24,0,27.59,11.11
AAM-KPI_BREACH_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,15.31,index,valid,synthetic_aam,24,0,13.78,11.11
AAM-KPI_BREACH_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,15.98,index,valid,synthetic_aam,24,0,14.38,11.11
AAM-KPI_BREACH_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,23.52,index,valid,synthetic_aam,24,0,21.17,11.11
AAM-KPI_BREACH_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,31.01,index,valid,synthetic_aam,24,0,27.91,11.11
AAM-KPI_BREACH_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,44.58,index,valid,synthetic_aam,24,0,40.12,11.11
AAM-KPI_BREACH_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,32.73,index,valid,synthetic_aam,24,0,29.46,11.11
AAM-KPI_BREACH_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,45.99,index,valid,synthetic_aam,24,0,41.39,11.11
AAM-KPI_BREACH_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,54.05,index,valid,synthetic_aam,24,0,48.64,11.11
AAM-KPI_BREACH_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,32.84,index,valid,synthetic_aam,24,0,29.56,11.11
AAM-KPI_BREACH_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,23.68,index,valid,synthetic_aam,24,0,21.31,11.11
AAM-KPI_BREACH_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,21.23,index,valid,synthetic_aam,24,0,19.11,11.11
AAM-KPI_BREACH_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,78.43,index,valid,synthetic_aam,24,0,70.59,11.11
AAM-KPI_BREACH_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,18.58,index,valid,synthetic_aam,24,0,16.72,11.11
AAM-KPI_BREACH_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,28.3,index,valid,synthetic_aam,24,0,25.47,11.11
AAM-KPI_BREACH_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,25.91,index,valid,synthetic_aam,24,0,23.32,11.11
AAM-KPI_BREACH_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,29.23,index,valid,synthetic_aam,24,0,26.31,11.11
AAM-KPI_BREACH_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,15.47,index,valid,synthetic_aam,24,0,13.92,11.11
AAM-KPI_BREACH_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,71.26,index,valid,synthetic_aam,24,0,64.13,11.11
AAM-KPI_BREACH_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,23.71,index,valid,synthetic_aam,24,0,21.34,11.11
AAM-KPI_BREACH_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,65.09,index,valid,synthetic_aam,24,0,58.58,11.11
AAM-KPI_BREACH_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,68.35,index,valid,synthetic_aam,24,0,61.51,11.11
AAM-KPI_BREACH_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,80.25,index,valid,synthetic_aam,24,0,72.23,11.11
AAM-KPI_BREACH_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,34.67,index,valid,synthetic_aam,24,0,31.2,11.11
AAM-KPI_BREACH_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,67.71,index,valid,synthetic_aam,24,0,60.94,11.11
AAM-KPI_BREACH_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,36.78,index,valid,synthetic_aam,24,0,33.1,11.11
AAM-KPI_BREACH_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,69.8,index,valid,synthetic_aam,24,0,62.82,11.11
AAM-KPI_BREACH_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,52.37,index,valid,synthetic_aam,24,0,47.13,11.11
AAM-KPI_BREACH_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,26.5,index,valid,synthetic_aam,24,0,23.85,11.11
AAM-KPI_BREACH_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,50.68,index,valid,synthetic_aam,24,0,45.61,11.11
AAM-KPI_BREACH_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,30.85,index,valid,synthetic_aam,24,0,27.77,11.11
AAM-KPI_BREACH_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,19.95,index,valid,synthetic_aam,24,0,17.95,11.11
AAM-KPI_BREACH_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,77.52,index,valid,synthetic_aam,24,0,69.77,11.11
AAM-KPI_BREACH_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,50.57,index,valid,synthetic_aam,24,0,45.51,11.11
AAM-KPI_BREACH_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,35.12,index,valid,synthetic_aam,24,0,31.61,11.11
AAM-KPI_BREACH_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,42.62,index,valid,synthetic_aam,24,0,38.36,11.11
AAM-KPI_BREACH_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,44.65,index,valid,synthetic_aam,24,0,40.19,11.11
AAM-KPI_BREACH_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,47.31,index,valid,synthetic_aam,24,0,42.58,11.11
AAM-KPI_BREACH_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,52.72,index,valid,synthetic_aam,24,0,47.45,11.11
AAM-KPI_BREACH_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,77.03,index,valid,synthetic_aam,24,0,69.33,11.11
AAM-KPI_BREACH_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,47.11,index,valid,synthetic_aam,24,0,42.4,11.11
AAM-KPI_BREACH_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,63.16,index,valid,synthetic_aam,24,0,56.84,11.11
AAM-KPI_BREACH_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,38.1,index,valid,synthetic_aam,24,0,34.29,11.11
AAM-KPI_BREACH_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,41.85,index,valid,synthetic_aam,24,0,37.66,11.11
AAM-KPI_BREACH_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,36.48,index,valid,synthetic_aam,24,0,32.83,11.11
AAM-KPI_BREACH_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,26.21,index,valid,synthetic_aam,24,0,23.59,11.11
AAM-KPI_BREACH_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,35.02,index,valid,synthetic_aam,24,0,31.52,11.11
AAM-KPI_BREACH_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,50.19,index,valid,synthetic_aam,24,0,45.17,11.11
AAM-KPI_BREACH_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,53.63,index,valid,synthetic_aam,24,0,48.27,11.11
AAM-KPI_BREACH_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,20.74,index,valid,synthetic_aam,24,0,18.67,11.11
AAM-KPI_BREACH_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,33.45,index,valid,synthetic_aam,24,0,30.11,11.11
AAM-KPI_BREACH_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,28.13,index,valid,synthetic_aam,24,0,25.32,11.11
AAM-KPI_BREACH_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,29.64,index,valid,synthetic_aam,24,0,26.68,11.11
AAM-KPI_BREACH_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,70.64,index,valid,synthetic_aam,24,0,63.58,11.11
AAM-KPI_BREACH_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,32.93,index,valid,synthetic_aam,24,0,29.64,11.11
AAM-KPI_BREACH_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,25.34,index,valid,synthetic_aam,24,0,22.81,11.11
AAM-KPI_BREACH_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,76.47,index,valid,synthetic_aam,24,0,68.82,11.11
AAM-KPI_BREACH_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,45.43,index,valid,synthetic_aam,24,0,40.89,11.11
AAM-KPI_BREACH_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,57.03,index,valid,synthetic_aam,24,0,51.33,11.11
