kpi_hourly_network_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_HOURLY_NETWORK-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,80.05,index,valid,synthetic_aam,24,0,72.05,11.11
AAM-KPI_HOURLY_NETWORK-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,84.78,index,valid,synthetic_aam,24,0,76.3,11.11
AAM-KPI_HOURLY_NETWORK-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,34.19,index,valid,synthetic_aam,24,0,30.77,11.11
AAM-KPI_HOURLY_NETWORK-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,26.83,index,valid,synthetic_aam,24,0,24.15,11.11
AAM-KPI_HOURLY_NETWORK-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,57.21,index,valid,synthetic_aam,24,0,51.49,11.11
AAM-KPI_HOURLY_NETWORK-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,62.58,index,valid,synthetic_aam,24,0,56.32,11.11
AAM-KPI_HOURLY_NETWORK-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,35.14,index,valid,synthetic_aam,24,0,31.63,11.11
AAM-KPI_HOURLY_NETWORK-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,44.26,index,valid,synthetic_aam,24,0,39.83,11.11
AAM-KPI_HOURLY_NETWORK-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,25.64,index,valid,synthetic_aam,24,0,23.08,11.11
AAM-KPI_HOURLY_NETWORK-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,36.12,index,valid,synthetic_aam,24,0,32.51,11.11
AAM-KPI_HOURLY_NETWORK-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,53.51,index,valid,synthetic_aam,24,0,48.16,11.11
AAM-KPI_HOURLY_NETWORK-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,66.57,index,valid,synthetic_aam,24,0,59.91,11.11
AAM-KPI_HOURLY_NETWORK-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,73.28,index,valid,synthetic_aam,24,0,65.95,11.11
AAM-KPI_HOURLY_NETWORK-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,19.51,index,valid,synthetic_aam,24,0,17.56,11.11
AAM-KPI_HOURLY_NETWORK-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,31.51,index,valid,synthetic_aam,24,0,28.36,11.11
AAM-KPI_HOURLY_NETWORK-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,84.63,index,valid,synthetic_aam,24,0,76.17,11.11
AAM-KPI_HOURLY_NETWORK-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,62.42,index,valid,synthetic_aam,24,0,56.18,11.11
AAM-KPI_HOURLY_NETWORK-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,49.06,index,valid,synthetic_aam,24,0,44.15,11.11
AAM-KPI_HOURLY_NETWORK-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,28.28,index,valid,synthetic_aam,24,0,25.45,11.11
AAM-KPI_HOURLY_NETWORK-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,82.08,index,valid,synthetic_aam,24,0,73.87,11.11
AAM-KPI_HOURLY_NETWORK-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,72.62,index,valid,synthetic_aam,24,0,65.36,11.11
AAM-KPI_HOURLY_NETWORK-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,66.5,index,valid,synthetic_aam,24,0,59.85,11.11
AAM-KPI_HOURLY_NETWORK-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,29.29,index,valid,synthetic_aam,24,0,26.36,11.11
AAM-KPI_HOURLY_NETWORK-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,67.16,index,valid,synthetic_aam,24,0,60.44,11.11
AAM-KPI_HOURLY_NETWORK-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,28.52,index,valid,synthetic_aam,24,0,25.67,11.11
AAM-KPI_HOURLY_NETWORK-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,41.76,index,valid,synthetic_aam,24,0,37.58,11.11
AAM-KPI_HOURLY_NETWORK-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,79.14,index,valid,synthetic_aam,24,0,71.23,11.11
AAM-KPI_HOURLY_NETWORK-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,66.54,index,valid,synthetic_aam,24,0,59.89,11.11
AAM-KPI_HOURLY_NETWORK-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,52.99,index,valid,synthetic_aam,24,0,47.69,11.11
AAM-KPI_HOURLY_NETWORK-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,29.29,index,valid,synthetic_aam,24,0,26.36,11.11
AAM-KPI_HOURLY_NETWORK-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,28.96,index,valid,synthetic_aam,24,0,26.06,11.11
AAM-KPI_HOURLY_NETWORK-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,43.09,index,valid,synthetic_aam,24,0,38.78,11.11
AAM-KPI_HOURLY_NETWORK-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,24.65,index,valid,synthetic_aam,24,0,22.18,11.11
AAM-KPI_HOURLY_NETWORK-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,67.2,index,valid,synthetic_aam,24,0,60.48,11.11
AAM-KPI_HOURLY_NETWORK-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,80.92,index,valid,synthetic_aam,24,0,72.83,11.11
AAM-KPI_HOURLY_NETWORK-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,58.93,index,valid,synthetic_aam,24,0,53.04,11.11
AAM-KPI_HOURLY_NETWORK-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,25.77,index,valid,synthetic_aam,24,0,23.19,11.11
AAM-KPI_HOURLY_NETWORK-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,16.45,index,valid,synthetic_aam,24,0,14.8,11.11
AAM-KPI_HOURLY_NETWORK-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,18.97,index,valid,synthetic_aam,24,0,17.07,11.11
AAM-KPI_HOURLY_NETWORK-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,24.11,index,valid,synthetic_aam,24,0,21.7,11.11
AAM-KPI_HOURLY_NETWORK-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,32.63,index,valid,synthetic_aam,24,0,29.37,11.11
AAM-KPI_HOURLY_NETWORK-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,22.65,index,valid,synthetic_aam,24,0,20.38,11.11
AAM-KPI_HOURLY_NETWORK-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,56.78,index,valid,synthetic_aam,24,0,51.1,11.11
AAM-KPI_HOURLY_NETWORK-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,68.07,index,valid,synthetic_aam,24,0,61.26,11.11
AAM-KPI_HOURLY_NETWORK-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,37.38,index,valid,synthetic_aam,24,0,33.64,11.11
AAM-KPI_HOURLY_NETWORK-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,69.05,index,valid,synthetic_aam,24,0,62.14,11.11
AAM-KPI_HOURLY_NETWORK-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,81.93,index,valid,synthetic_aam,24,0,73.74,11.11
AAM-KPI_HOURLY_NETWORK-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,29.23,index,valid,synthetic_aam,24,0,26.31,11.11
AAM-KPI_HOURLY_NETWORK-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,51.61,index,valid,synthetic_aam,24,0,46.45,11.11
AAM-KPI_HOURLY_NETWORK-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,51.43,index,valid,synthetic_aam,24,0,46.29,11.11
AAM-KPI_HOURLY_NETWORK-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,44.37,index,valid,synthetic_aam,24,0,39.93,11.11
AAM-KPI_HOURLY_NETWORK-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,54.92,index,valid,synthetic_aam,24,0,49.43,11.11
AAM-KPI_HOURLY_NETWORK-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,18.7,index,valid,synthetic_aam,24,0,16.83,11.11
AAM-KPI_HOURLY_NETWORK-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,31.65,index,valid,synthetic_aam,24,0,28.48,11.11
AAM-KPI_HOURLY_NETWORK-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,77.86,index,valid,synthetic_aam,24,0,70.07,11.11
AAM-KPI_HOURLY_NETWORK-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,20.84,index,valid,synthetic_aam,24,0,18.76,11.11
AAM-KPI_HOURLY_NETWORK-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,26.58,index,valid,synthetic_aam,24,0,23.92,11.11
AAM-KPI_HOURLY_NETWORK-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,69.0,index,valid,synthetic_aam,24,0,62.1,11.11
AAM-KPI_HOURLY_NETWORK-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,18.08,index,valid,synthetic_aam,24,0,16.27,11.11
AAM-KPI_HOURLY_NETWORK-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,51.11,index,valid,synthetic_aam,24,0,46.0,11.11
AAM-KPI_HOURLY_NETWORK-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,82.82,index,valid,synthetic_aam,24,0,74.54,11.11
AAM-KPI_HOURLY_NETWORK-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,56.58,index,valid,synthetic_aam,24,0,50.92,11.11
AAM-KPI_HOURLY_NETWORK-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,65.05,index,valid,synthetic_aam,24,0,58.55,11.11
AAM-KPI_HOURLY_NETWORK-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,70.87,index,valid,synthetic_aam,24,0,63.78,11.11
AAM-KPI_HOURLY_NETWORK-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,68.84,index,valid,synthetic_aam,24,0,61.96,11.11
AAM-KPI_HOURLY_NETWORK-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,53.95,index,valid,synthetic_aam,24,0,48.56,11.11
AAM-KPI_HOURLY_NETWORK-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,44.47,index,valid,synthetic_aam,24,0,40.02,11.11
AAM-KPI_HOURLY_NETWORK-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,19.26,index,valid,synthetic_aam,24,0,17.33,11.11
AAM-KPI_HOURLY_NETWORK-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,49.69,index,valid,synthetic_aam,24,0,44.72,11.11
AAM-KPI_HOURLY_NETWORK-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,21.33,index,valid,synthetic_aam,24,0,19.2,11.11
AAM-KPI_HOURLY_NETWORK-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,51.52,index,valid,synthetic_aam,24,0,46.37,11.11
AAM-KPI_HOURLY_NETWORK-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,28.79,index,valid,synthetic_aam,24,0,25.91,11.11
AAM-KPI_HOURLY_NETWORK-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,33.41,index,valid,synthetic_aam,24,0,30.07,11.11
AAM-KPI_HOURLY_NETWORK-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,21.86,index,valid,synthetic_aam,24,0,19.67,11.11
AAM-KPI_HOURLY_NETWORK-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,16.63,index,valid,synthetic_aam,24,0,14.97,11.11
AAM-KPI_HOURLY_NETWORK-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,52.15,index,valid,synthetic_aam,24,0,46.94,11.11
AAM-KPI_HOURLY_NETWORK-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,29.1,index,valid,synthetic_aam,24,0,26.19,11.11
AAM-KPI_HOURLY_NETWORK-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,57.1,index,valid,synthetic_aam,24,0,51.39,11.11
AAM-KPI_HOURLY_NETWORK-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,66.58,index,valid,synthetic_aam,24,0,59.92,11.11
AAM-KPI_HOURLY_NETWORK-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,18.66,index,valid,synthetic_aam,24,0,16.79,11.11
AAM-KPI_HOURLY_NETWORK-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,22.69,index,valid,synthetic_aam,24,0,20.42,11.11
AAM-KPI_HOURLY_NETWORK-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,31.43,index,valid,synthetic_aam,24,0,28.29,11.11
AAM-KPI_HOURLY_NETWORK-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,32.61,index,valid,synthetic_aam,24,0,29.35,11.11
AAM-KPI_HOURLY_NETWORK-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,82.07,index,valid,synthetic_aam,24,0,73.86,11.11
AAM-KPI_HOURLY_NETWORK-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,27.81,index,valid,synthetic_aam,24,0,25.03,11.11
AAM-KPI_HOURLY_NETWORK-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,57.77,index,valid,synthetic_aam,24,0,51.99,11.11
AAM-KPI_HOURLY_NETWORK-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,52.37,index,valid,synthetic_aam,24,0,47.13,11.11
AAM-KPI_HOURLY_NETWORK-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,53.7,index,valid,synthetic_aam,24,0,48.33,11.11
AAM-KPI_HOURLY_NETWORK-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,23.66,index,valid,synthetic_aam,24,0,21.29,11.11
AAM-KPI_HOURLY_NETWORK-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,44.71,index,valid,synthetic_aam,24,0,40.24,11.11
AAM-KPI_HOURLY_NETWORK-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,82.71,index,valid,synthetic_aam,24,0,74.44,11.11
AAM-KPI_HOURLY_NETWORK-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,66.31,index,valid,synthetic_aam,24,0,59.68,11.11
AAM-KPI_HOURLY_NETWORK-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,15.06,index,valid,synthetic_aam,24,0,13.55,11.11
AAM-KPI_HOURLY_NETWORK-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,58.27,index,valid,synthetic_aam,24,0,52.44,11.11
AAM-KPI_HOURLY_NETWORK-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,20.73,index,valid,synthetic_aam,24,0,18.66,11.11
AAM-KPI_HOURLY_NETWORK-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,41.35,index,valid,synthetic_aam,24,0,37.22,11.11
AAM-KPI_HOURLY_NETWORK-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,59.99,index,valid,synthetic_aam,24,0,53.99,11.11
AAM-KPI_HOURLY_NETWORK-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,62.25,index,valid,synthetic_aam,24,0,56.02,11.11
AAM-KPI_HOURLY_NETWORK-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,45.88,index,valid,synthetic_aam,24,0,41.29,11.11
AAM-KPI_HOURLY_NETWORK-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,28.4,index,valid,synthetic_aam,24,0,25.56,11.11
AAM-KPI_HOURLY_NETWORK-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,22.96,index,valid,synthetic_aam,24,0,20.66,11.11
AAM-KPI_HOURLY_NETWORK-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,66.43,index,valid,synthetic_aam,24,0,59.79,11.11
AAM-KPI_HOURLY_NETWORK-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,40.73,index,valid,synthetic_aam,24,0,36.66,11.11
AAM-KPI_HOURLY_NETWORK-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,37.74,index,valid,synthetic_aam,24,0,33.97,11.11
AAM-KPI_HOURLY_NETWORK-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,50.18,index,valid,synthetic_aam,24,0,45.16,11.11
AAM-KPI_HOURLY_NETWORK-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,34.38,index,valid,synthetic_aam,24,0,30.94,11.11
AAM-KPI_HOURLY_NETWORK-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,69.14,index,valid,synthetic_aam,24,0,62.23,11.11
AAM-KPI_HOURLY_NETWORK-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,69.78,index,valid,synthetic_aam,24,0,62.8,11.11
AAM-KPI_HOURLY_NETWORK-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,64.56,index,valid,synthetic_aam,24,0,58.1,11.11
AAM-KPI_HOURLY_NETWORK-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,17.75,index,valid,synthetic_aam,24,0,15.97,11.11
AAM-KPI_HOURLY_NETWORK-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,22.63,index,valid,synthetic_aam,24,0,20.37,11.11
AAM-KPI_HOURLY_NETWORK-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,15.81,index,valid,synthetic_aam,24,0,14.23,11.11
AAM-KPI_HOURLY_NETWORK-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,39.26,index,valid,synthetic_aam,24,0,35.33,11.11
AAM-KPI_HOURLY_NETWORK-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,15.83,index,valid,synthetic_aam,24,0,14.25,11.11
AAM-KPI_HOURLY_NETWORK-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,77.06,index,valid,synthetic_aam,24,0,69.35,11.11
AAM-KPI_HOURLY_NETWORK-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,49.62,index,valid,synthetic_aam,24,0,44.66,11.11
AAM-KPI_HOURLY_NETWORK-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,72.04,index,valid,synthetic_aam,24,0,64.84,11.11
AAM-KPI_HOURLY_NETWORK-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,49.27,index,valid,synthetic_aam,24,0,44.34,11.11
AAM-KPI_HOURLY_NETWORK-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,43.54,index,valid,synthetic_aam,24,0,39.19,11.11
AAM-KPI_HOURLY_NETWORK-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,44.44,index,valid,synthetic_aam,24,0,40.0,11.11
AAM-KPI_HOURLY_NETWORK-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,17.72,index,valid,synthetic_aam,24,0,15.95,11.11
AAM-KPI_HOURLY_NETWORK-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,34.23,index,valid,synthetic_aam,24,0,30.81,11.11
AAM-KPI_HOURLY_NETWORK-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,47.56,index,valid,synthetic_aam,24,0,42.8,11.11
AAM-KPI_HOURLY_NETWORK-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,71.38,index,valid,synthetic_aam,24,0,64.24,11.11
AAM-KPI_HOURLY_NETWORK-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,74.87,index,valid,synthetic_aam,24,0,67.38,11.11
AAM-KPI_HOURLY_NETWORK-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,41.59,index,valid,synthetic_aam,24,0,37.43,11.11
AAM-KPI_HOURLY_NETWORK-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,65.81,index,valid,synthetic_aam,24,0,59.23,11.11
AAM-KPI_HOURLY_NETWORK-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,59.23,index,valid,synthetic_aam,24,0,53.31,11.11
AAM-KPI_HOURLY_NETWORK-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,39.53,index,valid,synthetic_aam,24,0,35.58,11.11
AAM-KPI_HOURLY_NETWORK-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,62.6,index,valid,synthetic_aam,24,0,56.34,11.11
AAM-KPI_HOURLY_NETWORK-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,64.01,index,valid,synthetic_aam,24,0,57.61,11.11
AAM-KPI_HOURLY_NETWORK-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,53.01,index,valid,synthetic_aam,24,0,47.71,11.11
AAM-KPI_HOURLY_NETWORK-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,50.99,index,valid,synthetic_aam,24,0,45.89,11.11
AAM-KPI_HOURLY_NETWORK-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,83.37,index,valid,synthetic_aam,24,0,75.03,11.11
AAM-KPI_HOURLY_NETWORK-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,66.93,index,valid,synthetic_aam,24,0,60.24,11.11
AAM-KPI_HOURLY_NETWORK-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,20.32,index,valid,synthetic_aam,24,0,18.29,11.11
AAM-KPI_HOURLY_NETWORK-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,53.14,index,valid,synthetic_aam,24,0,47.83,11.11
AAM-KPI_HOURLY_NETWORK-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,30.03,index,valid,synthetic_aam,24,0,27.03,11.11
AAM-KPI_HOURLY_NETWORK-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,53.77,index,valid,synthetic_aam,24,0,48.39,11.11
AAM-KPI_HOURLY_NETWORK-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,58.46,index,valid,synthetic_aam,24,0,52.61,11.11
AAM-KPI_HOURLY_NETWORK-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,15.24,index,valid,synthetic_aam,24,0,13.72,11.11
AAM-KPI_HOURLY_NETWORK-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,66.63,index,valid,synthetic_aam,24,0,59.97,11.11
AAM-KPI_HOURLY_NETWORK-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,37.13,index,valid,synthetic_aam,24,0,33.42,11.11
AAM-KPI_HOURLY_NETWORK-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,32.26,index,valid,synthetic_aam,24,0,29.03,11.11
AAM-KPI_HOURLY_NETWORK-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,60.0,index,valid,synthetic_aam,24,0,54.0,11.11
AAM-KPI_HOURLY_NETWORK-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,52.64,index,valid,synthetic_aam,24,0,47.38,11.11
AAM-KPI_HOURLY_NETWORK-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,66.7,index,valid,synthetic_aam,24,0,60.03,11.11
AAM-KPI_HOURLY_NETWORK-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,23.77,index,valid,synthetic_aam,24,0,21.39,11.11
AAM-KPI_HOURLY_NETWORK-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,61.1,index,valid,synthetic_aam,24,0,54.99,11.11
AAM-KPI_HOURLY_NETWORK-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,52.82,index,valid,synthetic_aam,24,0,47.54,11.11
AAM-KPI_HOURLY_NETWORK-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,46.43,index,valid,synthetic_aam,24,0,41.79,11.11
AAM-KPI_HOURLY_NETWORK-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,62.51,index,valid,synthetic_aam,24,0,56.26,11.11
AAM-KPI_HOURLY_NETWORK-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,82.6,index,valid,synthetic_aam,24,0,74.34,11.11
AAM-KPI_HOURLY_NETWORK-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,29.73,index,valid,synthetic_aam,24,0,26.76,11.11
