kpi_hourly_province_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,sample_count,breach_count,baseline_value,change_pct
AAM-KPI_HOURLY_PROVINCE-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,35.4,index,valid,synthetic_aam,24,0,31.86,11.11
AAM-KPI_HOURLY_PROVINCE-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,68.52,index,valid,synthetic_aam,24,0,61.67,11.11
AAM-KPI_HOURLY_PROVINCE-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,31.73,index,valid,synthetic_aam,24,0,28.56,11.11
AAM-KPI_HOURLY_PROVINCE-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,30.52,index,valid,synthetic_aam,24,0,27.47,11.11
AAM-KPI_HOURLY_PROVINCE-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,42.18,index,valid,synthetic_aam,24,0,37.96,11.11
AAM-KPI_HOURLY_PROVINCE-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,72.08,index,valid,synthetic_aam,24,0,64.87,11.11
AAM-KPI_HOURLY_PROVINCE-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,33.35,index,valid,synthetic_aam,24,0,30.02,11.11
AAM-KPI_HOURLY_PROVINCE-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,79.7,index,valid,synthetic_aam,24,0,71.73,11.11
AAM-KPI_HOURLY_PROVINCE-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,66.43,index,valid,synthetic_aam,24,0,59.79,11.11
AAM-KPI_HOURLY_PROVINCE-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,59.9,index,valid,synthetic_aam,24,0,53.91,11.11
AAM-KPI_HOURLY_PROVINCE-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,49.96,index,valid,synthetic_aam,24,0,44.96,11.11
AAM-KPI_HOURLY_PROVINCE-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,78.83,index,valid,synthetic_aam,24,0,70.95,11.11
AAM-KPI_HOURLY_PROVINCE-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,77.86,index,valid,synthetic_aam,24,0,70.07,11.11
AAM-KPI_HOURLY_PROVINCE-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,67.85,index,valid,synthetic_aam,24,0,61.06,11.11
AAM-KPI_HOURLY_PROVINCE-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,42.67,index,valid,synthetic_aam,24,0,38.4,11.11
AAM-KPI_HOURLY_PROVINCE-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,39.04,index,valid,synthetic_aam,24,0,35.14,11.11
AAM-KPI_HOURLY_PROVINCE-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,15.06,index,valid,synthetic_aam,24,0,13.55,11.11
AAM-KPI_HOURLY_PROVINCE-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,24.7,index,valid,synthetic_aam,24,0,22.23,11.11
AAM-KPI_HOURLY_PROVINCE-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,39.45,index,valid,synthetic_aam,24,0,35.51,11.11
AAM-KPI_HOURLY_PROVINCE-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,40.56,index,valid,synthetic_aam,24,0,36.5,11.11
AAM-KPI_HOURLY_PROVINCE-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,80.17,index,valid,synthetic_aam,24,0,72.15,11.11
AAM-KPI_HOURLY_PROVINCE-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,62.15,index,valid,synthetic_aam,24,0,55.94,11.11
AAM-KPI_HOURLY_PROVINCE-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,54.06,index,valid,synthetic_aam,24,0,48.65,11.11
AAM-KPI_HOURLY_PROVINCE-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,74.42,index,valid,synthetic_aam,24,0,66.98,11.11
AAM-KPI_HOURLY_PROVINCE-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,23.49,index,valid,synthetic_aam,24,0,21.14,11.11
AAM-KPI_HOURLY_PROVINCE-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,79.57,index,valid,synthetic_aam,24,0,71.61,11.11
AAM-KPI_HOURLY_PROVINCE-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,27.98,index,valid,synthetic_aam,24,0,25.18,11.11
AAM-KPI_HOURLY_PROVINCE-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,27.91,index,valid,synthetic_aam,24,0,25.12,11.11
AAM-KPI_HOURLY_PROVINCE-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,81.06,index,valid,synthetic_aam,24,0,72.95,11.11
AAM-KPI_HOURLY_PROVINCE-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,18.21,index,valid,synthetic_aam,24,0,16.39,11.11
AAM-KPI_HOURLY_PROVINCE-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,62.76,index,valid,synthetic_aam,24,0,56.48,11.11
AAM-KPI_HOURLY_PROVINCE-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,65.49,index,valid,synthetic_aam,24,0,58.94,11.11
AAM-KPI_HOURLY_PROVINCE-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,77.55,index,valid,synthetic_aam,24,0,69.8,11.11
AAM-KPI_HOURLY_PROVINCE-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,72.26,index,valid,synthetic_aam,24,0,65.03,11.11
AAM-KPI_HOURLY_PROVINCE-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,25.9,index,valid,synthetic_aam,24,0,23.31,11.11
AAM-KPI_HOURLY_PROVINCE-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,29.27,index,valid,synthetic_aam,24,0,26.34,11.11
AAM-KPI_HOURLY_PROVINCE-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,53.77,index,valid,synthetic_aam,24,0,48.39,11.11
AAM-KPI_HOURLY_PROVINCE-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,23.28,index,valid,synthetic_aam,24,0,20.95,11.11
AAM-KPI_HOURLY_PROVINCE-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,31.27,index,valid,synthetic_aam,24,0,28.14,11.11
AAM-KPI_HOURLY_PROVINCE-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,22.9,index,valid,synthetic_aam,24,0,20.61,11.11
AAM-KPI_HOURLY_PROVINCE-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,59.56,index,valid,synthetic_aam,24,0,53.6,11.11
AAM-KPI_HOURLY_PROVINCE-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,49.91,index,valid,synthetic_aam,24,0,44.92,11.11
AAM-KPI_HOURLY_PROVINCE-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,20.04,index,valid,synthetic_aam,24,0,18.04,11.11
AAM-KPI_HOURLY_PROVINCE-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,64.7,index,valid,synthetic_aam,24,0,58.23,11.11
AAM-KPI_HOURLY_PROVINCE-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,18.62,index,valid,synthetic_aam,24,0,16.76,11.11
AAM-KPI_HOURLY_PROVINCE-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,68.25,index,valid,synthetic_aam,24,0,61.43,11.11
AAM-KPI_HOURLY_PROVINCE-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,31.07,index,valid,synthetic_aam,24,0,27.96,11.11
AAM-KPI_HOURLY_PROVINCE-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,38.36,index,valid,synthetic_aam,24,0,34.52,11.11
AAM-KPI_HOURLY_PROVINCE-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,69.5,index,valid,synthetic_aam,24,0,62.55,11.11
AAM-KPI_HOURLY_PROVINCE-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,60.88,index,valid,synthetic_aam,24,0,54.79,11.11
AAM-KPI_HOURLY_PROVINCE-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,63.27,index,valid,synthetic_aam,24,0,56.94,11.11
AAM-KPI_HOURLY_PROVINCE-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,58.01,index,valid,synthetic_aam,24,0,52.21,11.11
AAM-KPI_HOURLY_PROVINCE-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,75.06,index,valid,synthetic_aam,24,0,67.55,11.11
AAM-KPI_HOURLY_PROVINCE-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,30.56,index,valid,synthetic_aam,24,0,27.5,11.11
AAM-KPI_HOURLY_PROVINCE-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,45.23,index,valid,synthetic_aam,24,0,40.71,11.11
AAM-KPI_HOURLY_PROVINCE-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,47.7,index,valid,synthetic_aam,24,0,42.93,11.11
AAM-KPI_HOURLY_PROVINCE-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,20.86,index,valid,synthetic_aam,24,0,18.77,11.11
AAM-KPI_HOURLY_PROVINCE-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,65.4,index,valid,synthetic_aam,24,0,58.86,11.11
AAM-KPI_HOURLY_PROVINCE-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,69.19,index,valid,synthetic_aam,24,0,62.27,11.11
AAM-KPI_HOURLY_PROVINCE-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,32.35,index,valid,synthetic_aam,24,0,29.12,11.11
AAM-KPI_HOURLY_PROVINCE-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,23.89,index,valid,synthetic_aam,24,0,21.5,11.11
AAM-KPI_HOURLY_PROVINCE-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,65.51,index,valid,synthetic_aam,24,0,58.96,11.11
AAM-KPI_HOURLY_PROVINCE-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,18.25,index,valid,synthetic_aam,24,0,16.43,11.11
AAM-KPI_HOURLY_PROVINCE-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,83.51,index,valid,synthetic_aam,24,0,75.16,11.11
AAM-KPI_HOURLY_PROVINCE-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,24.34,index,valid,synthetic_aam,24,0,21.91,11.11
AAM-KPI_HOURLY_PROVINCE-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,39.22,index,valid,synthetic_aam,24,0,35.3,11.11
AAM-KPI_HOURLY_PROVINCE-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,17.68,index,valid,synthetic_aam,24,0,15.91,11.11
AAM-KPI_HOURLY_PROVINCE-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,37.26,index,valid,synthetic_aam,24,0,33.53,11.11
AAM-KPI_HOURLY_PROVINCE-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,62.42,index,valid,synthetic_aam,24,0,56.18,11.11
AAM-KPI_HOURLY_PROVINCE-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,69.76,index,valid,synthetic_aam,24,0,62.78,11.11
AAM-KPI_HOURLY_PROVINCE-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,36.73,index,valid,synthetic_aam,24,0,33.06,11.11
AAM-KPI_HOURLY_PROVINCE-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,57.48,index,valid,synthetic_aam,24,0,51.73,11.11
AAM-KPI_HOURLY_PROVINCE-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,62.85,index,valid,synthetic_aam,24,0,56.57,11.11
AAM-KPI_HOURLY_PROVINCE-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,27.65,index,valid,synthetic_aam,24,0,24.88,11.11
AAM-KPI_HOURLY_PROVINCE-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,56.54,index,valid,synthetic_aam,24,0,50.89,11.11
AAM-KPI_HOURLY_PROVINCE-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,81.76,index,valid,synthetic_aam,24,0,73.58,11.11
AAM-KPI_HOURLY_PROVINCE-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,56.65,index,valid,synthetic_aam,24,0,50.98,11.11
AAM-KPI_HOURLY_PROVINCE-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,68.31,index,valid,synthetic_aam,24,0,61.48,11.11
AAM-KPI_HOURLY_PROVINCE-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,82.64,index,valid,synthetic_aam,24,0,74.38,11.11
AAM-KPI_HOURLY_PROVINCE-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,47.53,index,valid,synthetic_aam,24,0,42.78,11.11
AAM-KPI_HOURLY_PROVINCE-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,68.3,index,valid,synthetic_aam,24,0,61.47,11.11
AAM-KPI_HOURLY_PROVINCE-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,76.3,index,valid,synthetic_aam,24,0,68.67,11.11
AAM-KPI_HOURLY_PROVINCE-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,83.97,index,valid,synthetic_aam,24,0,75.57,11.11
AAM-KPI_HOURLY_PROVINCE-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,58.86,index,valid,synthetic_aam,24,0,52.97,11.11
AAM-KPI_HOURLY_PROVINCE-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,51.25,index,valid,synthetic_aam,24,0,46.12,11.11
AAM-KPI_HOURLY_PROVINCE-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,57.61,index,valid,synthetic_aam,24,0,51.85,11.11
AAM-KPI_HOURLY_PROVINCE-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,29.6,index,valid,synthetic_aam,24,0,26.64,11.11
AAM-KPI_HOURLY_PROVINCE-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,30.16,index,valid,synthetic_aam,24,0,27.14,11.11
AAM-KPI_HOURLY_PROVINCE-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,83.39,index,valid,synthetic_aam,24,0,75.05,11.11
AAM-KPI_HOURLY_PROVINCE-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,64.19,index,valid,synthetic_aam,24,0,57.77,11.11
AAM-KPI_HOURLY_PROVINCE-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,20.53,index,valid,synthetic_aam,24,0,18.48,11.11
AAM-KPI_HOURLY_PROVINCE-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,28.29,index,valid,synthetic_aam,24,0,25.46,11.11
AAM-KPI_HOURLY_PROVINCE-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,25.9,index,valid,synthetic_aam,24,0,23.31,11.11
AAM-KPI_HOURLY_PROVINCE-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,74.88,index,valid,synthetic_aam,24,0,67.39,11.11
AAM-KPI_HOURLY_PROVINCE-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,74.59,index,valid,synthetic_aam,24,0,67.13,11.11
AAM-KPI_HOURLY_PROVINCE-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,66.01,index,valid,synthetic_aam,24,0,59.41,11.11
AAM-KPI_HOURLY_PROVINCE-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,53.51,index,valid,synthetic_aam,24,0,48.16,11.11
AAM-KPI_HOURLY_PROVINCE-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,61.65,index,valid,synthetic_aam,24,0,55.48,11.11
AAM-KPI_HOURLY_PROVINCE-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,76.52,index,valid,synthetic_aam,24,0,68.87,11.11
AAM-KPI_HOURLY_PROVINCE-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,67.54,index,valid,synthetic_aam,24,0,60.79,11.11
AAM-KPI_HOURLY_PROVINCE-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,79.1,index,valid,synthetic_aam,24,0,71.19,11.11
AAM-KPI_HOURLY_PROVINCE-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,81.65,index,valid,synthetic_aam,24,0,73.49,11.11
AAM-KPI_HOURLY_PROVINCE-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,66.88,index,valid,synthetic_aam,24,0,60.19,11.11
AAM-KPI_HOURLY_PROVINCE-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,64.33,index,valid,synthetic_aam,24,0,57.9,11.11
AAM-KPI_HOURLY_PROVINCE-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,72.81,index,valid,synthetic_aam,24,0,65.53,11.11
AAM-KPI_HOURLY_PROVINCE-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,60.05,index,valid,synthetic_aam,24,0,54.05,11.11
AAM-KPI_HOURLY_PROVINCE-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,80.96,index,valid,synthetic_aam,24,0,72.86,11.11
AAM-KPI_HOURLY_PROVINCE-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,27.19,index,valid,synthetic_aam,24,0,24.47,11.11
AAM-KPI_HOURLY_PROVINCE-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,70.48,index,valid,synthetic_aam,24,0,63.43,11.11
AAM-KPI_HOURLY_PROVINCE-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,35.21,index,valid,synthetic_aam,24,0,31.69,11.11
AAM-KPI_HOURLY_PROVINCE-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,15.68,index,valid,synthetic_aam,24,0,14.11,11.11
AAM-KPI_HOURLY_PROVINCE-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,56.3,index,valid,synthetic_aam,24,0,50.67,11.11
AAM-KPI_HOURLY_PROVINCE-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,37.15,index,valid,synthetic_aam,24,0,33.44,11.11
AAM-KPI_HOURLY_PROVINCE-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,37.07,index,valid,synthetic_aam,24,0,33.36,11.11
AAM-KPI_HOURLY_PROVINCE-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,35.5,index,valid,synthetic_aam,24,0,31.95,11.11
AAM-KPI_HOURLY_PROVINCE-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,36.61,index,valid,synthetic_aam,24,0,32.95,11.11
AAM-KPI_HOURLY_PROVINCE-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,82.88,index,valid,synthetic_aam,24,0,74.59,11.11
AAM-KPI_HOURLY_PROVINCE-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,72.05,index,valid,synthetic_aam,24,0,64.84,11.11
AAM-KPI_HOURLY_PROVINCE-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,36.7,index,valid,synthetic_aam,24,0,33.03,11.11
AAM-KPI_HOURLY_PROVINCE-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,20.72,index,valid,synthetic_aam,24,0,18.65,11.11
AAM-KPI_HOURLY_PROVINCE-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,66.33,index,valid,synthetic_aam,24,0,59.7,11.11
AAM-KPI_HOURLY_PROVINCE-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,80.09,index,valid,synthetic_aam,24,0,72.08,11.11
AAM-KPI_HOURLY_PROVINCE-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,49.42,index,valid,synthetic_aam,24,0,44.48,11.11
AAM-KPI_HOURLY_PROVINCE-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,49.27,index,valid,synthetic_aam,24,0,44.34,11.11
AAM-KPI_HOURLY_PROVINCE-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,78.59,index,valid,synthetic_aam,24,0,70.73,11.11
AAM-KPI_HOURLY_PROVINCE-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,70.16,index,valid,synthetic_aam,24,0,63.14,11.11
AAM-KPI_HOURLY_PROVINCE-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,71.82,index,valid,synthetic_aam,24,0,64.64,11.11
AAM-KPI_HOURLY_PROVINCE-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,80.56,index,valid,synthetic_aam,24,0,72.5,11.11
AAM-KPI_HOURLY_PROVINCE-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,31.64,index,valid,synthetic_aam,24,0,28.48,11.11
AAM-KPI_HOURLY_PROVINCE-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,80.95,index,valid,synthetic_aam,24,0,72.86,11.11
AAM-KPI_HOURLY_PROVINCE-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,83.29,index,valid,synthetic_aam,24,0,74.96,11.11
AAM-KPI_HOURLY_PROVINCE-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,21.12,index,valid,synthetic_aam,24,0,19.01,11.11
AAM-KPI_HOURLY_PROVINCE-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,46.55,index,valid,synthetic_aam,24,0,41.89,11.11
AAM-KPI_HOURLY_PROVINCE-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,58.52,index,valid,synthetic_aam,24,0,52.67,11.11
AAM-KPI_HOURLY_PROVINCE-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,61.23,index,valid,synthetic_aam,24,0,55.11,11.11
AAM-KPI_HOURLY_PROVINCE-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,56.57,index,valid,synthetic_aam,24,0,50.91,11.11
AAM-KPI_HOURLY_PROVINCE-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,26.68,index,valid,synthetic_aam,24,0,24.01,11.11
AAM-KPI_HOURLY_PROVINCE-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,16.81,index,valid,synthetic_aam,24,0,15.13,11.11
AAM-KPI_HOURLY_PROVINCE-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,73.67,index,valid,synthetic_aam,24,0,66.3,11.11
AAM-KPI_HOURLY_PROVINCE-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,79.76,index,valid,synthetic_aam,24,0,71.78,11.11
AAM-KPI_HOURLY_PROVINCE-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,64.86,index,valid,synthetic_aam,24,0,58.37,11.11
AAM-KPI_HOURLY_PROVINCE-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,84.41,index,valid,synthetic_aam,24,0,75.97,11.11
AAM-KPI_HOURLY_PROVINCE-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,65.65,index,valid,synthetic_aam,24,0,59.09,11.11
AAM-KPI_HOURLY_PROVINCE-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,39.22,index,valid,synthetic_aam,24,0,35.3,11.11
AAM-KPI_HOURLY_PROVINCE-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,37.42,index,valid,synthetic_aam,24,0,33.68,11.11
AAM-KPI_HOURLY_PROVINCE-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,40.33,index,valid,synthetic_aam,24,0,36.3,11.11
AAM-KPI_HOURLY_PROVINCE-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,74.73,index,valid,synthetic_aam,24,0,67.26,11.11
AAM-KPI_HOURLY_PROVINCE-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,59.35,index,valid,synthetic_aam,24,0,53.41,11.11
AAM-KPI_HOURLY_PROVINCE-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,32.76,index,valid,synthetic_aam,24,0,29.48,11.11
AAM-KPI_HOURLY_PROVINCE-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,21.04,index,valid,synthetic_aam,24,0,18.94,11.11
AAM-KPI_HOURLY_PROVINCE-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,53.74,index,valid,synthetic_aam,24,0,48.37,11.11
AAM-KPI_HOURLY_PROVINCE-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,45.5,index,valid,synthetic_aam,24,0,40.95,11.11
