power_quality_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-POWER_QUALITY_HOURLY-02-04,ST0301,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,49.77,index,valid,synthetic_energy,6.13,0,6.13,14099
ENERGY-POWER_QUALITY_HOURLY-02-05,ST0301,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,66.92,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-POWER_QUALITY_HOURLY-02-06,ST0301,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,38.33,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-POWER_QUALITY_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,78.91,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-POWER_QUALITY_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,53.55,index,valid,synthetic_energy,7.73,0,7.73,17779
ENERGY-POWER_QUALITY_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,73.47,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-POWER_QUALITY_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,45.7,index,valid,synthetic_energy,7.05,0,7.05,16215
ENERGY-POWER_QUALITY_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,50.52,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-POWER_QUALITY_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,73.43,index,valid,synthetic_energy,5.34,0,5.34,12282
ENERGY-POWER_QUALITY_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,77.49,index,valid,synthetic_energy,5.23,0,5.23,12029
ENERGY-POWER_QUALITY_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,68.52,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-POWER_QUALITY_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,55.67,index,valid,synthetic_energy,3.85,0,3.85,8855
ENERGY-POWER_QUALITY_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,66.68,index,valid,synthetic_energy,4.12,0,4.12,9476
ENERGY-POWER_QUALITY_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,38.64,index,valid,synthetic_energy,6.25,0,6.25,14375
ENERGY-POWER_QUALITY_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,83.34,index,valid,synthetic_energy,6.91,0,6.91,15893
ENERGY-POWER_QUALITY_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,28.52,index,valid,synthetic_energy,5.39,0,5.39,12397
ENERGY-POWER_QUALITY_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,63.89,index,valid,synthetic_energy,6.04,0,6.04,13892
ENERGY-POWER_QUALITY_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,20.9,index,valid,synthetic_energy,4.91,0,4.91,11293
ENERGY-POWER_QUALITY_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,20.79,index,valid,synthetic_energy,6.16,0,6.16,14168
ENERGY-POWER_QUALITY_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,55.82,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-POWER_QUALITY_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,74.59,index,valid,synthetic_energy,7.62,0,7.62,17526
ENERGY-POWER_QUALITY_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,40.4,index,valid,synthetic_energy,4.87,0,4.87,11201
ENERGY-POWER_QUALITY_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,22.35,index,valid,synthetic_energy,5.54,0,5.54,12742
ENERGY-POWER_QUALITY_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,71.1,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-POWER_QUALITY_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,48.27,index,valid,synthetic_energy,6.84,0,6.84,15732
ENERGY-POWER_QUALITY_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,22.17,index,valid,synthetic_energy,7.57,0,7.57,17411
ENERGY-POWER_QUALITY_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,63.21,index,valid,synthetic_energy,7.2,0,7.2,16560
ENERGY-POWER_QUALITY_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,71.57,index,valid,synthetic_energy,7.35,0,7.35,16905
ENERGY-POWER_QUALITY_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,48.73,index,valid,synthetic_energy,4.09,0,4.09,9407
ENERGY-POWER_QUALITY_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,66.75,index,valid,synthetic_energy,6.26,0,6.26,14398
ENERGY-POWER_QUALITY_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,76.91,index,valid,synthetic_energy,7.76,0,7.76,17848
ENERGY-POWER_QUALITY_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,32.73,index,valid,synthetic_energy,5.38,0,5.38,12374
ENERGY-POWER_QUALITY_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,45.37,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-POWER_QUALITY_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,81.92,index,valid,synthetic_energy,4.39,0,4.39,10097
ENERGY-POWER_QUALITY_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,34.41,index,valid,synthetic_energy,6.74,0,6.74,15502
ENERGY-POWER_QUALITY_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,61.89,index,valid,synthetic_energy,3.69,0,3.69,8487
ENERGY-POWER_QUALITY_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,18.74,index,valid,synthetic_energy,7.13,0,7.13,16399
ENERGY-POWER_QUALITY_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,60.94,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-POWER_QUALITY_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,71.18,index,valid,synthetic_energy,5.6,0,5.6,12880
ENERGY-POWER_QUALITY_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,25.3,index,valid,synthetic_energy,3.29,0,3.29,7567
ENERGY-POWER_QUALITY_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,65.79,index,valid,synthetic_energy,4.83,0,4.83,11109
ENERGY-POWER_QUALITY_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,17.72,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-POWER_QUALITY_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,57.81,index,valid,synthetic_energy,7.7,0,7.7,17710
ENERGY-POWER_QUALITY_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,51.23,index,valid,synthetic_energy,3.55,0,3.55,8165
ENERGY-POWER_QUALITY_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,60.23,index,valid,synthetic_energy,6.63,0,6.63,15249
ENERGY-POWER_QUALITY_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,23.46,index,valid,synthetic_energy,6.53,0,6.53,15019
ENERGY-POWER_QUALITY_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,33.33,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-POWER_QUALITY_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,66.17,index,valid,synthetic_energy,3.45,0,3.45,7935
ENERGY-POWER_QUALITY_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,67.15,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-POWER_QUALITY_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,66.17,index,valid,synthetic_energy,7.41,0,7.41,17043
ENERGY-POWER_QUALITY_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,22.03,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-POWER_QUALITY_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,40.12,index,valid,synthetic_energy,5.94,0,5.94,13662
ENERGY-POWER_QUALITY_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,67.64,index,valid,synthetic_energy,3.85,0,3.85,8855
ENERGY-POWER_QUALITY_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,82.43,index,valid,synthetic_energy,3.88,0,3.88,8924
ENERGY-POWER_QUALITY_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,67.16,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-POWER_QUALITY_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,57.22,index,valid,synthetic_energy,4.12,0,4.12,9476
ENERGY-POWER_QUALITY_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,58.88,index,valid,synthetic_energy,7.06,0,7.06,16238
ENERGY-POWER_QUALITY_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,27.14,index,valid,synthetic_energy,6.77,0,6.77,15571
ENERGY-POWER_QUALITY_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,82.01,index,valid,synthetic_energy,7.85,0,7.85,18055
ENERGY-POWER_QUALITY_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,50.73,index,valid,synthetic_energy,4.24,0,4.24,9752
ENERGY-POWER_QUALITY_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,34.6,index,valid,synthetic_energy,7.31,0,7.31,16813
ENERGY-POWER_QUALITY_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,79.84,index,valid,synthetic_energy,3.56,0,3.56,8188
ENERGY-POWER_QUALITY_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,31.24,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-POWER_QUALITY_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,64.74,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-POWER_QUALITY_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,50.66,index,valid,synthetic_energy,6.43,0,6.43,14789
ENERGY-POWER_QUALITY_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,79.7,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-POWER_QUALITY_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,77.07,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-POWER_QUALITY_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,73.54,index,valid,synthetic_energy,6.35,0,6.35,14605
ENERGY-POWER_QUALITY_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,23.67,index,valid,synthetic_energy,6.63,0,6.63,15249
ENERGY-POWER_QUALITY_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,46.04,index,valid,synthetic_energy,4.32,0,4.32,9936
ENERGY-POWER_QUALITY_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,43.93,index,valid,synthetic_energy,3.12,0,3.12,7176
ENERGY-POWER_QUALITY_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,69.01,index,valid,synthetic_energy,6.85,0,6.85,15755
ENERGY-POWER_QUALITY_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,50.48,index,valid,synthetic_energy,7.29,0,7.29,16767
ENERGY-POWER_QUALITY_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,24.16,index,valid,synthetic_energy,7.16,0,7.16,16468
ENERGY-POWER_QUALITY_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,57.26,index,valid,synthetic_energy,5.41,0,5.41,12443
ENERGY-POWER_QUALITY_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,49.88,index,valid,synthetic_energy,4.48,0,4.48,10304
ENERGY-POWER_QUALITY_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,59.24,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-POWER_QUALITY_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,24.25,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-POWER_QUALITY_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,55.27,index,valid,synthetic_energy,4.91,0,4.91,11293
ENERGY-POWER_QUALITY_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,84.89,index,valid,synthetic_energy,7.03,0,7.03,16169
ENERGY-POWER_QUALITY_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,44.03,index,valid,synthetic_energy,4.43,0,4.43,10189
ENERGY-POWER_QUALITY_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,45.81,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-POWER_QUALITY_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,72.09,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-POWER_QUALITY_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,76.69,index,valid,synthetic_energy,4.34,0,4.34,9982
ENERGY-POWER_QUALITY_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,73.09,index,valid,synthetic_energy,7.28,0,7.28,16744
ENERGY-POWER_QUALITY_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,67.82,index,valid,synthetic_energy,7.41,0,7.41,17043
ENERGY-POWER_QUALITY_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,35.7,index,valid,synthetic_energy,4.59,0,4.59,10557
ENERGY-POWER_QUALITY_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,17.1,index,valid,synthetic_energy,5.78,0,5.78,13294
ENERGY-POWER_QUALITY_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,29.73,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-POWER_QUALITY_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,51.06,index,valid,synthetic_energy,5.14,0,5.14,11822
ENERGY-POWER_QUALITY_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,46.6,index,valid,synthetic_energy,6.53,0,6.53,15019
ENERGY-POWER_QUALITY_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,24.55,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-POWER_QUALITY_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,74.52,index,valid,synthetic_energy,4.94,0,4.94,11362
ENERGY-POWER_QUALITY_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,47.1,index,valid,synthetic_energy,6.22,0,6.22,14306
ENERGY-POWER_QUALITY_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,36.47,index,valid,synthetic_energy,5.74,0,5.74,13202
ENERGY-POWER_QUALITY_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,54.77,index,valid,synthetic_energy,6.36,0,6.36,14628
ENERGY-POWER_QUALITY_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,38.3,index,valid,synthetic_energy,6.07,0,6.07,13961
ENERGY-POWER_QUALITY_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,40.17,index,valid,synthetic_energy,6.19,0,6.19,14237
ENERGY-POWER_QUALITY_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,71.53,index,valid,synthetic_energy,6.54,0,6.54,15042
ENERGY-POWER_QUALITY_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,75.94,index,valid,synthetic_energy,3.31,0,3.31,7613
ENERGY-POWER_QUALITY_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,62.93,index,valid,synthetic_energy,6.15,0,6.15,14145
ENERGY-POWER_QUALITY_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,46.48,index,valid,synthetic_energy,4.33,0,4.33,9959
ENERGY-POWER_QUALITY_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,48.57,index,valid,synthetic_energy,3.58,0,3.58,8234
ENERGY-POWER_QUALITY_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,52.41,index,valid,synthetic_energy,6.22,0,6.22,14306
ENERGY-POWER_QUALITY_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,60.68,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-POWER_QUALITY_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,52.98,index,valid,synthetic_energy,7.22,0,7.22,16606
ENERGY-POWER_QUALITY_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,71.32,index,valid,synthetic_energy,3.81,0,3.81,8763
ENERGY-POWER_QUALITY_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,68.09,index,valid,synthetic_energy,3.01,0,3.01,6923
ENERGY-POWER_QUALITY_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,30.43,index,valid,synthetic_energy,7.09,0,7.09,16307
ENERGY-POWER_QUALITY_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,83.86,index,valid,synthetic_energy,4.92,0,4.92,11316
ENERGY-POWER_QUALITY_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,32.95,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-POWER_QUALITY_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,33.38,index,valid,synthetic_energy,4.43,0,4.43,10189
ENERGY-POWER_QUALITY_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,65.29,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-POWER_QUALITY_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,49.69,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-POWER_QUALITY_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,31.61,index,valid,synthetic_energy,7.32,0,7.32,16836
ENERGY-POWER_QUALITY_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,33.51,index,valid,synthetic_energy,6.34,0,6.34,14582
ENERGY-POWER_QUALITY_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,33.78,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-POWER_QUALITY_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,83.95,index,valid,synthetic_energy,3.38,0,3.38,7774
ENERGY-POWER_QUALITY_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,24.75,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-POWER_QUALITY_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,67.57,index,valid,synthetic_energy,7.11,0,7.11,16353
ENERGY-POWER_QUALITY_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,48.97,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-POWER_QUALITY_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,43.76,index,valid,synthetic_energy,7.3,0,7.3,16790
ENERGY-POWER_QUALITY_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,34.63,index,valid,synthetic_energy,3.72,0,3.72,8556
ENERGY-POWER_QUALITY_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,63.28,index,valid,synthetic_energy,7.15,0,7.15,16445
ENERGY-POWER_QUALITY_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,79.01,index,valid,synthetic_energy,3.17,0,3.17,7291
ENERGY-POWER_QUALITY_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,82.48,index,valid,synthetic_energy,4.7,0,4.7,10810
ENERGY-POWER_QUALITY_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,58.97,index,valid,synthetic_energy,5.08,0,5.08,11684
ENERGY-POWER_QUALITY_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,47.35,index,valid,synthetic_energy,4.9,0,4.9,11270
ENERGY-POWER_QUALITY_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,26.81,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-POWER_QUALITY_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,60.61,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-POWER_QUALITY_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,15.82,index,valid,synthetic_energy,5.48,0,5.48,12604
ENERGY-POWER_QUALITY_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,36.36,index,valid,synthetic_energy,3.96,0,3.96,9108
ENERGY-POWER_QUALITY_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,54.79,index,valid,synthetic_energy,3.46,0,3.46,7958
ENERGY-POWER_QUALITY_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,31.78,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-POWER_QUALITY_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,58.25,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-POWER_QUALITY_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,71.41,index,valid,synthetic_energy,4.62,0,4.62,10626
ENERGY-POWER_QUALITY_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,77.14,index,valid,synthetic_energy,6.99,0,6.99,16077
ENERGY-POWER_QUALITY_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,74.88,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-POWER_QUALITY_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,82.56,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-POWER_QUALITY_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,34.78,index,valid,synthetic_energy,3.73,0,3.73,8579
ENERGY-POWER_QUALITY_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,29.2,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-POWER_QUALITY_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,43.02,index,valid,synthetic_energy,6.85,0,6.85,15755
ENERGY-POWER_QUALITY_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,22.3,index,valid,synthetic_energy,4.43,0,4.43,10189
ENERGY-POWER_QUALITY_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,70.89,index,valid,synthetic_energy,3.56,0,3.56,8188
ENERGY-POWER_QUALITY_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,66.82,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-POWER_QUALITY_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,77.58,index,valid,synthetic_energy,7.02,0,7.02,16146
ENERGY-POWER_QUALITY_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,35.38,index,valid,synthetic_energy,5.65,0,5.65,12995
ENERGY-POWER_QUALITY_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,84.11,index,valid,synthetic_energy,3.6,0,3.6,8280
ENERGY-POWER_QUALITY_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,74.45,index,valid,synthetic_energy,3.14,0,3.14,7222
