generator_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-GENERATOR_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,43.61,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-GENERATOR_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,60.87,index,valid,synthetic_energy,6.05,0,6.05,13915
ENERGY-GENERATOR_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,34.5,index,valid,synthetic_energy,5.39,0,5.39,12397
ENERGY-GENERATOR_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,17.31,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-GENERATOR_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,40.43,index,valid,synthetic_energy,6.39,0,6.39,14697
ENERGY-GENERATOR_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,53.48,index,valid,synthetic_energy,4.55,0,4.55,10465
ENERGY-GENERATOR_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,31.41,index,valid,synthetic_energy,4.49,0,4.49,10327
ENERGY-GENERATOR_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,59.72,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-GENERATOR_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,52.76,index,valid,synthetic_energy,5.18,0,5.18,11914
ENERGY-GENERATOR_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,36.41,index,valid,synthetic_energy,6.47,0,6.47,14881
ENERGY-GENERATOR_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,81.53,index,valid,synthetic_energy,3.95,0,3.95,9085
ENERGY-GENERATOR_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,62.9,index,valid,synthetic_energy,5.62,0,5.62,12926
ENERGY-GENERATOR_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,58.99,index,valid,synthetic_energy,5.44,0,5.44,12512
ENERGY-GENERATOR_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,30.56,index,valid,synthetic_energy,3.86,0,3.86,8878
ENERGY-GENERATOR_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,28.97,index,valid,synthetic_energy,7.88,0,7.88,18124
ENERGY-GENERATOR_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,77.05,index,valid,synthetic_energy,7.25,0,7.25,16675
ENERGY-GENERATOR_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,78.17,index,valid,synthetic_energy,6.02,0,6.02,13846
ENERGY-GENERATOR_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,61.65,index,valid,synthetic_energy,4.25,0,4.25,9775
ENERGY-GENERATOR_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,81.87,index,valid,synthetic_energy,5.23,0,5.23,12029
ENERGY-GENERATOR_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,52.27,index,valid,synthetic_energy,4.59,0,4.59,10557
ENERGY-GENERATOR_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,58.08,index,valid,synthetic_energy,5.13,0,5.13,11799
ENERGY-GENERATOR_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,16.26,index,valid,synthetic_energy,3.49,0,3.49,8027
ENERGY-GENERATOR_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,22.23,index,valid,synthetic_energy,6.13,0,6.13,14099
ENERGY-GENERATOR_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,70.48,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-GENERATOR_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,53.99,index,valid,synthetic_energy,7.35,0,7.35,16905
ENERGY-GENERATOR_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,42.48,index,valid,synthetic_energy,3.35,0,3.35,7705
ENERGY-GENERATOR_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,67.09,index,valid,synthetic_energy,6.19,0,6.19,14237
ENERGY-GENERATOR_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,17.26,index,valid,synthetic_energy,3.46,0,3.46,7958
ENERGY-GENERATOR_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,37.23,index,valid,synthetic_energy,4.51,0,4.51,10373
ENERGY-GENERATOR_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,35.57,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-GENERATOR_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,48.96,index,valid,synthetic_energy,7.68,0,7.68,17664
ENERGY-GENERATOR_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,65.82,index,valid,synthetic_energy,7.24,0,7.24,16652
ENERGY-GENERATOR_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,23.32,index,valid,synthetic_energy,3.11,0,3.11,7153
ENERGY-GENERATOR_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,37.88,index,valid,synthetic_energy,5.69,0,5.69,13087
ENERGY-GENERATOR_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,35.86,index,valid,synthetic_energy,6.05,0,6.05,13915
ENERGY-GENERATOR_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,33.46,index,valid,synthetic_energy,6.62,0,6.62,15226
ENERGY-GENERATOR_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,29.91,index,valid,synthetic_energy,6.2,0,6.2,14260
ENERGY-GENERATOR_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,28.32,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-GENERATOR_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,83.45,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-GENERATOR_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,73.63,index,valid,synthetic_energy,7.61,0,7.61,17503
ENERGY-GENERATOR_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,43.65,index,valid,synthetic_energy,7.38,0,7.38,16974
ENERGY-GENERATOR_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,20.52,index,valid,synthetic_energy,6.52,0,6.52,14996
ENERGY-GENERATOR_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,72.09,index,valid,synthetic_energy,4.45,0,4.45,10235
ENERGY-GENERATOR_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,21.92,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-GENERATOR_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,70.81,index,valid,synthetic_energy,7.85,0,7.85,18055
ENERGY-GENERATOR_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,68.45,index,valid,synthetic_energy,5.37,0,5.37,12351
ENERGY-GENERATOR_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,46.74,index,valid,synthetic_energy,4.4,0,4.4,10120
ENERGY-GENERATOR_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,28.16,index,valid,synthetic_energy,3.3,0,3.3,7590
ENERGY-GENERATOR_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,32.97,index,valid,synthetic_energy,7.52,0,7.52,17296
ENERGY-GENERATOR_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,75.88,index,valid,synthetic_energy,3.42,0,3.42,7866
ENERGY-GENERATOR_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,67.46,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-GENERATOR_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,48.61,index,valid,synthetic_energy,5.57,0,5.57,12811
ENERGY-GENERATOR_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,47.83,index,valid,synthetic_energy,5.49,0,5.49,12627
ENERGY-GENERATOR_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,22.58,index,valid,synthetic_energy,5.0,0,5.0,11500
ENERGY-GENERATOR_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,69.23,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-GENERATOR_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,40.49,index,valid,synthetic_energy,5.7,0,5.7,13110
ENERGY-GENERATOR_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,55.75,index,valid,synthetic_energy,5.62,0,5.62,12926
ENERGY-GENERATOR_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,49.5,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-GENERATOR_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,82.48,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-GENERATOR_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,38.86,index,valid,synthetic_energy,6.13,0,6.13,14099
ENERGY-GENERATOR_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,47.63,index,valid,synthetic_energy,7.47,0,7.47,17181
ENERGY-GENERATOR_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,59.74,index,valid,synthetic_energy,5.8,0,5.8,13340
ENERGY-GENERATOR_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,29.39,index,valid,synthetic_energy,3.18,0,3.18,7314
ENERGY-GENERATOR_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,79.78,index,valid,synthetic_energy,4.8,0,4.8,11040
ENERGY-GENERATOR_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,77.05,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-GENERATOR_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,62.15,index,valid,synthetic_energy,6.9,0,6.9,15870
ENERGY-GENERATOR_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,40.58,index,valid,synthetic_energy,5.89,0,5.89,13547
ENERGY-GENERATOR_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,16.65,index,valid,synthetic_energy,3.58,0,3.58,8234
ENERGY-GENERATOR_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,56.53,index,valid,synthetic_energy,4.05,0,4.05,9315
ENERGY-GENERATOR_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,72.87,index,valid,synthetic_energy,6.08,0,6.08,13984
ENERGY-GENERATOR_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,30.76,index,valid,synthetic_energy,7.13,0,7.13,16399
ENERGY-GENERATOR_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,70.32,index,valid,synthetic_energy,4.83,0,4.83,11109
ENERGY-GENERATOR_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,56.15,index,valid,synthetic_energy,4.75,0,4.75,10925
ENERGY-GENERATOR_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,48.57,index,valid,synthetic_energy,5.28,0,5.28,12144
ENERGY-GENERATOR_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,76.32,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-GENERATOR_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,57.45,index,valid,synthetic_energy,7.34,0,7.34,16882
ENERGY-GENERATOR_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,44.12,index,valid,synthetic_energy,3.95,0,3.95,9085
ENERGY-GENERATOR_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,32.25,index,valid,synthetic_energy,5.26,0,5.26,12098
ENERGY-GENERATOR_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,38.0,index,valid,synthetic_energy,3.61,0,3.61,8303
ENERGY-GENERATOR_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,32.43,index,valid,synthetic_energy,3.88,0,3.88,8924
ENERGY-GENERATOR_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,21.22,index,valid,synthetic_energy,5.75,0,5.75,13225
ENERGY-GENERATOR_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,17.41,index,valid,synthetic_energy,4.34,0,4.34,9982
ENERGY-GENERATOR_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,32.95,index,valid,synthetic_energy,7.77,0,7.77,17871
ENERGY-GENERATOR_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,78.85,index,valid,synthetic_energy,5.58,0,5.58,12834
ENERGY-GENERATOR_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,62.42,index,valid,synthetic_energy,7.6,0,7.6,17480
ENERGY-GENERATOR_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,61.54,index,valid,synthetic_energy,5.28,0,5.28,12144
ENERGY-GENERATOR_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,82.78,index,valid,synthetic_energy,4.56,0,4.56,10488
ENERGY-GENERATOR_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,51.9,index,valid,synthetic_energy,3.25,0,3.25,7475
ENERGY-GENERATOR_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,79.88,index,valid,synthetic_energy,5.44,0,5.44,12512
ENERGY-GENERATOR_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,54.38,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-GENERATOR_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,50.78,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-GENERATOR_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,27.43,index,valid,synthetic_energy,6.57,0,6.57,15111
ENERGY-GENERATOR_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,15.3,index,valid,synthetic_energy,3.85,0,3.85,8855
ENERGY-GENERATOR_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,30.96,index,valid,synthetic_energy,7.19,0,7.19,16537
ENERGY-GENERATOR_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,60.14,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-GENERATOR_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,84.0,index,valid,synthetic_energy,5.49,0,5.49,12627
ENERGY-GENERATOR_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,49.49,index,valid,synthetic_energy,6.05,0,6.05,13915
ENERGY-GENERATOR_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,44.21,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-GENERATOR_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,15.48,index,valid,synthetic_energy,6.85,0,6.85,15755
ENERGY-GENERATOR_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,30.88,index,valid,synthetic_energy,3.69,0,3.69,8487
ENERGY-GENERATOR_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,65.46,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-GENERATOR_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,51.75,index,valid,synthetic_energy,3.9,0,3.9,8970
ENERGY-GENERATOR_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,76.89,index,valid,synthetic_energy,4.13,0,4.13,9499
ENERGY-GENERATOR_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,22.3,index,valid,synthetic_energy,6.66,0,6.66,15318
ENERGY-GENERATOR_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,52.35,index,valid,synthetic_energy,3.04,0,3.04,6992
ENERGY-GENERATOR_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,58.23,index,valid,synthetic_energy,5.7,0,5.7,13110
ENERGY-GENERATOR_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,60.18,index,valid,synthetic_energy,5.87,0,5.87,13501
ENERGY-GENERATOR_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,36.52,index,valid,synthetic_energy,3.59,0,3.59,8257
ENERGY-GENERATOR_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,19.36,index,valid,synthetic_energy,5.71,0,5.71,13133
ENERGY-GENERATOR_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,72.15,index,valid,synthetic_energy,6.2,0,6.2,14260
ENERGY-GENERATOR_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,25.39,index,valid,synthetic_energy,4.62,0,4.62,10626
ENERGY-GENERATOR_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,41.61,index,valid,synthetic_energy,5.7,0,5.7,13110
ENERGY-GENERATOR_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,53.47,index,valid,synthetic_energy,7.6,0,7.6,17480
ENERGY-GENERATOR_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,71.92,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-GENERATOR_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,49.25,index,valid,synthetic_energy,4.87,0,4.87,11201
ENERGY-GENERATOR_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,42.35,index,valid,synthetic_energy,3.1,0,3.1,7130
ENERGY-GENERATOR_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,72.63,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-GENERATOR_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,69.11,index,valid,synthetic_energy,4.1,0,4.1,9430
ENERGY-GENERATOR_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,64.0,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-GENERATOR_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,41.2,index,valid,synthetic_energy,5.26,0,5.26,12098
ENERGY-GENERATOR_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,35.76,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-GENERATOR_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,45.1,index,valid,synthetic_energy,5.42,0,5.42,12466
ENERGY-GENERATOR_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,71.85,index,valid,synthetic_energy,4.26,0,4.26,9798
ENERGY-GENERATOR_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,47.38,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-GENERATOR_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,79.91,index,valid,synthetic_energy,5.14,0,5.14,11822
ENERGY-GENERATOR_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,16.84,index,valid,synthetic_energy,4.35,0,4.35,10005
ENERGY-GENERATOR_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,76.5,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-GENERATOR_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,56.48,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-GENERATOR_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,52.96,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-GENERATOR_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,54.94,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-GENERATOR_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,69.99,index,valid,synthetic_energy,3.15,0,3.15,7245
ENERGY-GENERATOR_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,42.71,index,valid,synthetic_energy,3.02,0,3.02,6946
ENERGY-GENERATOR_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,80.7,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-GENERATOR_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,66.85,index,valid,synthetic_energy,4.01,0,4.01,9223
ENERGY-GENERATOR_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,15.96,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-GENERATOR_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,52.49,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-GENERATOR_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,78.52,index,valid,synthetic_energy,5.72,0,5.72,13156
ENERGY-GENERATOR_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,46.75,index,valid,synthetic_energy,4.86,0,4.86,11178
ENERGY-GENERATOR_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,54.87,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-GENERATOR_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,76.83,index,valid,synthetic_energy,7.3,0,7.3,16790
ENERGY-GENERATOR_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,30.83,index,valid,synthetic_energy,4.59,0,4.59,10557
ENERGY-GENERATOR_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,35.79,index,valid,synthetic_energy,4.16,0,4.16,9568
ENERGY-GENERATOR_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,34.61,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-GENERATOR_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,34.88,index,valid,synthetic_energy,3.44,0,3.44,7912
ENERGY-GENERATOR_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,28.33,index,valid,synthetic_energy,5.24,0,5.24,12052
ENERGY-GENERATOR_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,64.71,index,valid,synthetic_energy,3.13,0,3.13,7199
ENERGY-GENERATOR_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,67.1,index,valid,synthetic_energy,5.32,0,5.32,12236
ENERGY-GENERATOR_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,68.91,index,valid,synthetic_energy,7.45,0,7.45,17135
ENERGY-GENERATOR_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,80.88,index,valid,synthetic_energy,4.91,0,4.91,11293
ENERGY-GENERATOR_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,76.32,index,valid,synthetic_energy,3.55,0,3.55,8165
ENERGY-GENERATOR_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,74.56,index,valid,synthetic_energy,4.01,0,4.01,9223
ENERGY-GENERATOR_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,57.88,index,valid,synthetic_energy,3.9,0,3.9,8970
ENERGY-GENERATOR_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,18.69,index,valid,synthetic_energy,5.84,0,5.84,13432
ENERGY-GENERATOR_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,75.42,index,valid,synthetic_energy,6.66,0,6.66,15318
