load_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-LOAD_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,54.74,index,valid,synthetic_energy,7.16,0,7.16,16468
ENERGY-LOAD_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,70.96,index,valid,synthetic_energy,5.65,0,5.65,12995
ENERGY-LOAD_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,40.62,index,valid,synthetic_energy,3.59,0,3.59,8257
ENERGY-LOAD_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,63.92,index,valid,synthetic_energy,7.23,0,7.23,16629
ENERGY-LOAD_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,31.42,index,valid,synthetic_energy,5.24,0,5.24,12052
ENERGY-LOAD_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,30.43,index,valid,synthetic_energy,7.62,0,7.62,17526
ENERGY-LOAD_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,23.82,index,valid,synthetic_energy,3.33,0,3.33,7659
ENERGY-LOAD_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,52.76,index,valid,synthetic_energy,4.33,0,4.33,9959
ENERGY-LOAD_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,78.64,index,valid,synthetic_energy,3.11,0,3.11,7153
ENERGY-LOAD_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,48.82,index,valid,synthetic_energy,3.7,0,3.7,8510
ENERGY-LOAD_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,67.87,index,valid,synthetic_energy,7.06,0,7.06,16238
ENERGY-LOAD_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,44.37,index,valid,synthetic_energy,5.93,0,5.93,13639
ENERGY-LOAD_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,39.51,index,valid,synthetic_energy,3.69,0,3.69,8487
ENERGY-LOAD_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,77.69,index,valid,synthetic_energy,4.96,0,4.96,11408
ENERGY-LOAD_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,52.85,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-LOAD_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,45.24,index,valid,synthetic_energy,5.92,0,5.92,13616
ENERGY-LOAD_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,36.37,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-LOAD_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,69.11,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-LOAD_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,57.78,index,valid,synthetic_energy,7.77,0,7.77,17871
ENERGY-LOAD_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,28.61,index,valid,synthetic_energy,7.59,0,7.59,17457
ENERGY-LOAD_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,28.04,index,valid,synthetic_energy,7.06,0,7.06,16238
ENERGY-LOAD_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,73.38,index,valid,synthetic_energy,5.04,0,5.04,11592
ENERGY-LOAD_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,20.54,index,valid,synthetic_energy,4.46,0,4.46,10258
ENERGY-LOAD_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,74.94,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-LOAD_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,39.01,index,valid,synthetic_energy,7.37,0,7.37,16951
ENERGY-LOAD_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,30.7,index,valid,synthetic_energy,3.12,0,3.12,7176
ENERGY-LOAD_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,30.17,index,valid,synthetic_energy,4.26,0,4.26,9798
ENERGY-LOAD_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,48.72,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-LOAD_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,61.47,index,valid,synthetic_energy,7.85,0,7.85,18055
ENERGY-LOAD_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,57.42,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-LOAD_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,84.32,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-LOAD_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,20.4,index,valid,synthetic_energy,4.39,0,4.39,10097
ENERGY-LOAD_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,59.12,index,valid,synthetic_energy,7.72,0,7.72,17756
ENERGY-LOAD_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,38.65,index,valid,synthetic_energy,3.03,0,3.03,6969
ENERGY-LOAD_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,73.29,index,valid,synthetic_energy,6.5,0,6.5,14950
ENERGY-LOAD_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,21.17,index,valid,synthetic_energy,7.72,0,7.72,17756
ENERGY-LOAD_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,29.21,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-LOAD_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,71.99,index,valid,synthetic_energy,7.6,0,7.6,17480
ENERGY-LOAD_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,52.48,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-LOAD_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,61.73,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-LOAD_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,26.53,index,valid,synthetic_energy,7.06,0,7.06,16238
ENERGY-LOAD_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,68.93,index,valid,synthetic_energy,7.95,0,7.95,18285
ENERGY-LOAD_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,25.43,index,valid,synthetic_energy,5.24,0,5.24,12052
ENERGY-LOAD_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,24.35,index,valid,synthetic_energy,3.49,0,3.49,8027
ENERGY-LOAD_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,62.12,index,valid,synthetic_energy,4.06,0,4.06,9338
ENERGY-LOAD_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,44.49,index,valid,synthetic_energy,4.88,0,4.88,11224
ENERGY-LOAD_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,44.36,index,valid,synthetic_energy,5.18,0,5.18,11914
ENERGY-LOAD_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,70.85,index,valid,synthetic_energy,5.07,0,5.07,11661
ENERGY-LOAD_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,33.66,index,valid,synthetic_energy,5.13,0,5.13,11799
ENERGY-LOAD_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,75.87,index,valid,synthetic_energy,5.88,0,5.88,13524
ENERGY-LOAD_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,70.62,index,valid,synthetic_energy,6.15,0,6.15,14145
ENERGY-LOAD_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,17.14,index,valid,synthetic_energy,7.95,0,7.95,18285
ENERGY-LOAD_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,40.65,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-LOAD_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,40.62,index,valid,synthetic_energy,7.95,0,7.95,18285
ENERGY-LOAD_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,53.45,index,valid,synthetic_energy,6.17,0,6.17,14191
ENERGY-LOAD_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,32.44,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-LOAD_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,27.44,index,valid,synthetic_energy,5.01,0,5.01,11523
ENERGY-LOAD_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,77.45,index,valid,synthetic_energy,6.54,0,6.54,15042
ENERGY-LOAD_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,60.02,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-LOAD_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,27.88,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-LOAD_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,37.51,index,valid,synthetic_energy,4.56,0,4.56,10488
ENERGY-LOAD_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,68.2,index,valid,synthetic_energy,7.95,0,7.95,18285
ENERGY-LOAD_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,27.39,index,valid,synthetic_energy,5.07,0,5.07,11661
ENERGY-LOAD_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,21.6,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-LOAD_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,77.74,index,valid,synthetic_energy,6.12,0,6.12,14076
ENERGY-LOAD_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,74.77,index,valid,synthetic_energy,7.3,0,7.3,16790
ENERGY-LOAD_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,67.7,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-LOAD_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,66.84,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-LOAD_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,64.07,index,valid,synthetic_energy,4.8,0,4.8,11040
ENERGY-LOAD_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,44.99,index,valid,synthetic_energy,4.05,0,4.05,9315
ENERGY-LOAD_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,24.01,index,valid,synthetic_energy,3.91,0,3.91,8993
ENERGY-LOAD_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,73.98,index,valid,synthetic_energy,3.39,0,3.39,7797
ENERGY-LOAD_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,80.05,index,valid,synthetic_energy,6.7,0,6.7,15410
ENERGY-LOAD_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,46.31,index,valid,synthetic_energy,4.4,0,4.4,10120
ENERGY-LOAD_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,23.68,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-LOAD_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,70.88,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-LOAD_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,45.48,index,valid,synthetic_energy,6.92,0,6.92,15916
ENERGY-LOAD_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,78.14,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-LOAD_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,49.17,index,valid,synthetic_energy,5.53,0,5.53,12719
ENERGY-LOAD_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,16.66,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-LOAD_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,23.78,index,valid,synthetic_energy,6.18,0,6.18,14214
ENERGY-LOAD_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,61.65,index,valid,synthetic_energy,5.04,0,5.04,11592
ENERGY-LOAD_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,44.81,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-LOAD_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,15.72,index,valid,synthetic_energy,6.01,0,6.01,13823
ENERGY-LOAD_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,19.63,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-LOAD_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,65.68,index,valid,synthetic_energy,3.26,0,3.26,7498
ENERGY-LOAD_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,54.17,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-LOAD_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,19.37,index,valid,synthetic_energy,6.68,0,6.68,15364
ENERGY-LOAD_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,76.4,index,valid,synthetic_energy,7.35,0,7.35,16905
ENERGY-LOAD_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,43.24,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-LOAD_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,48.36,index,valid,synthetic_energy,3.47,0,3.47,7981
ENERGY-LOAD_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,42.61,index,valid,synthetic_energy,5.2,0,5.2,11960
ENERGY-LOAD_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,52.61,index,valid,synthetic_energy,3.59,0,3.59,8257
ENERGY-LOAD_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,82.03,index,valid,synthetic_energy,6.13,0,6.13,14099
ENERGY-LOAD_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,29.33,index,valid,synthetic_energy,7.1,0,7.1,16330
ENERGY-LOAD_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,73.82,index,valid,synthetic_energy,4.92,0,4.92,11316
ENERGY-LOAD_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,59.63,index,valid,synthetic_energy,3.97,0,3.97,9131
ENERGY-LOAD_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,35.09,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-LOAD_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,32.39,index,valid,synthetic_energy,4.49,0,4.49,10327
ENERGY-LOAD_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,40.96,index,valid,synthetic_energy,4.01,0,4.01,9223
ENERGY-LOAD_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,74.31,index,valid,synthetic_energy,6.32,0,6.32,14536
ENERGY-LOAD_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,26.63,index,valid,synthetic_energy,5.13,0,5.13,11799
ENERGY-LOAD_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,63.97,index,valid,synthetic_energy,3.05,0,3.05,7015
ENERGY-LOAD_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,20.67,index,valid,synthetic_energy,5.16,0,5.16,11868
ENERGY-LOAD_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,24.54,index,valid,synthetic_energy,6.39,0,6.39,14697
ENERGY-LOAD_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,16.66,index,valid,synthetic_energy,3.79,0,3.79,8717
ENERGY-LOAD_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,41.93,index,valid,synthetic_energy,7.69,0,7.69,17687
ENERGY-LOAD_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,66.98,index,valid,synthetic_energy,7.53,0,7.53,17319
ENERGY-LOAD_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,22.19,index,valid,synthetic_energy,6.41,0,6.41,14743
ENERGY-LOAD_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,83.81,index,valid,synthetic_energy,4.71,0,4.71,10833
ENERGY-LOAD_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,35.25,index,valid,synthetic_energy,6.7,0,6.7,15410
ENERGY-LOAD_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,73.09,index,valid,synthetic_energy,3.38,0,3.38,7774
ENERGY-LOAD_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,21.83,index,valid,synthetic_energy,5.11,0,5.11,11753
ENERGY-LOAD_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,84.41,index,valid,synthetic_energy,4.03,0,4.03,9269
ENERGY-LOAD_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,33.46,index,valid,synthetic_energy,4.56,0,4.56,10488
ENERGY-LOAD_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,81.1,index,valid,synthetic_energy,3.21,0,3.21,7383
ENERGY-LOAD_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,23.2,index,valid,synthetic_energy,4.51,0,4.51,10373
ENERGY-LOAD_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,51.78,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-LOAD_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,38.35,index,valid,synthetic_energy,7.71,0,7.71,17733
ENERGY-LOAD_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,69.9,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-LOAD_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,23.03,index,valid,synthetic_energy,5.89,0,5.89,13547
ENERGY-LOAD_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,74.95,index,valid,synthetic_energy,5.44,0,5.44,12512
ENERGY-LOAD_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,71.62,index,valid,synthetic_energy,7.3,0,7.3,16790
ENERGY-LOAD_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,50.68,index,valid,synthetic_energy,5.34,0,5.34,12282
ENERGY-LOAD_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,79.62,index,valid,synthetic_energy,6.66,0,6.66,15318
ENERGY-LOAD_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,64.93,index,valid,synthetic_energy,5.78,0,5.78,13294
ENERGY-LOAD_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,63.9,index,valid,synthetic_energy,3.39,0,3.39,7797
ENERGY-LOAD_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,70.12,index,valid,synthetic_energy,4.8,0,4.8,11040
ENERGY-LOAD_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,77.12,index,valid,synthetic_energy,4.18,0,4.18,9614
ENERGY-LOAD_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,37.32,index,valid,synthetic_energy,3.11,0,3.11,7153
ENERGY-LOAD_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,58.01,index,valid,synthetic_energy,3.9,0,3.9,8970
ENERGY-LOAD_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,39.31,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-LOAD_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,67.03,index,valid,synthetic_energy,5.6,0,5.6,12880
ENERGY-LOAD_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,49.8,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-LOAD_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,38.14,index,valid,synthetic_energy,3.96,0,3.96,9108
ENERGY-LOAD_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,42.41,index,valid,synthetic_energy,6.46,0,6.46,14858
ENERGY-LOAD_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,58.66,index,valid,synthetic_energy,7.09,0,7.09,16307
ENERGY-LOAD_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,66.98,index,valid,synthetic_energy,7.53,0,7.53,17319
ENERGY-LOAD_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,71.92,index,valid,synthetic_energy,7.32,0,7.32,16836
ENERGY-LOAD_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,40.45,index,valid,synthetic_energy,4.18,0,4.18,9614
ENERGY-LOAD_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,79.61,index,valid,synthetic_energy,6.61,0,6.61,15203
ENERGY-LOAD_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,23.56,index,valid,synthetic_energy,6.25,0,6.25,14375
ENERGY-LOAD_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,32.39,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-LOAD_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,38.41,index,valid,synthetic_energy,6.54,0,6.54,15042
ENERGY-LOAD_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,45.91,index,valid,synthetic_energy,4.82,0,4.82,11086
ENERGY-LOAD_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,75.15,index,valid,synthetic_energy,4.16,0,4.16,9568
ENERGY-LOAD_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,70.49,index,valid,synthetic_energy,3.55,0,3.55,8165
ENERGY-LOAD_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,15.49,index,valid,synthetic_energy,4.39,0,4.39,10097
ENERGY-LOAD_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,23.02,index,valid,synthetic_energy,6.57,0,6.57,15111
ENERGY-LOAD_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,26.08,index,valid,synthetic_energy,6.68,0,6.68,15364
ENERGY-LOAD_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,34.9,index,valid,synthetic_energy,4.96,0,4.96,11408
ENERGY-LOAD_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,35.17,index,valid,synthetic_energy,3.72,0,3.72,8556
ENERGY-LOAD_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,58.27,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-LOAD_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,52.8,index,valid,synthetic_energy,7.68,0,7.68,17664
ENERGY-LOAD_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,54.96,index,valid,synthetic_energy,4.91,0,4.91,11293
ENERGY-LOAD_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,75.27,index,valid,synthetic_energy,5.55,0,5.55,12765
ENERGY-LOAD_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,62.52,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-LOAD_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,82.81,index,valid,synthetic_energy,6.6,0,6.6,15180
