energy_anomaly_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-ENERGY_ANOMALY_HOURLY-02-00,ST0301,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,38.52,index,valid,synthetic_energy,3.61,0,3.61,8303
ENERGY-ENERGY_ANOMALY_HOURLY-02-01,ST0301,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,37.05,index,valid,synthetic_energy,4.7,0,4.7,10810
ENERGY-ENERGY_ANOMALY_HOURLY-02-02,ST0301,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,67.78,index,valid,synthetic_energy,7.64,0,7.64,17572
ENERGY-ENERGY_ANOMALY_HOURLY-02-03,ST0301,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,42.1,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-ENERGY_ANOMALY_HOURLY-02-04,ST0301,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,82.09,index,valid,synthetic_energy,5.19,0,5.19,11937
ENERGY-ENERGY_ANOMALY_HOURLY-02-05,ST0301,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,36.7,index,valid,synthetic_energy,4.55,0,4.55,10465
ENERGY-ENERGY_ANOMALY_HOURLY-02-06,ST0301,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,79.47,index,valid,synthetic_energy,5.16,0,5.16,11868
ENERGY-ENERGY_ANOMALY_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,31.56,index,valid,synthetic_energy,3.25,0,3.25,7475
ENERGY-ENERGY_ANOMALY_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,44.67,index,valid,synthetic_energy,3.44,0,3.44,7912
ENERGY-ENERGY_ANOMALY_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,64.62,index,valid,synthetic_energy,4.26,0,4.26,9798
ENERGY-ENERGY_ANOMALY_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,70.11,index,valid,synthetic_energy,6.79,0,6.79,15617
ENERGY-ENERGY_ANOMALY_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,69.56,index,valid,synthetic_energy,6.32,0,6.32,14536
ENERGY-ENERGY_ANOMALY_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,65.58,index,valid,synthetic_energy,5.19,0,5.19,11937
ENERGY-ENERGY_ANOMALY_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,25.72,index,valid,synthetic_energy,7.85,0,7.85,18055
ENERGY-ENERGY_ANOMALY_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,61.29,index,valid,synthetic_energy,3.21,0,3.21,7383
ENERGY-ENERGY_ANOMALY_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,73.52,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-ENERGY_ANOMALY_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,61.75,index,valid,synthetic_energy,7.05,0,7.05,16215
ENERGY-ENERGY_ANOMALY_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,48.57,index,valid,synthetic_energy,4.84,0,4.84,11132
ENERGY-ENERGY_ANOMALY_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,49.75,index,valid,synthetic_energy,7.39,0,7.39,16997
ENERGY-ENERGY_ANOMALY_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,16.76,index,valid,synthetic_energy,4.78,0,4.78,10994
ENERGY-ENERGY_ANOMALY_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,46.85,index,valid,synthetic_energy,7.86,0,7.86,18078
ENERGY-ENERGY_ANOMALY_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,64.86,index,valid,synthetic_energy,4.81,0,4.81,11063
ENERGY-ENERGY_ANOMALY_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,57.23,index,valid,synthetic_energy,5.48,0,5.48,12604
ENERGY-ENERGY_ANOMALY_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,32.2,index,valid,synthetic_energy,4.08,0,4.08,9384
ENERGY-ENERGY_ANOMALY_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,27.79,index,valid,synthetic_energy,7.94,0,7.94,18262
ENERGY-ENERGY_ANOMALY_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,80.35,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-ENERGY_ANOMALY_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,29.08,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-ENERGY_ANOMALY_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,65.48,index,valid,synthetic_energy,7.62,0,7.62,17526
ENERGY-ENERGY_ANOMALY_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,48.43,index,valid,synthetic_energy,3.27,0,3.27,7521
ENERGY-ENERGY_ANOMALY_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,38.14,index,valid,synthetic_energy,3.21,0,3.21,7383
ENERGY-ENERGY_ANOMALY_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,79.68,index,valid,synthetic_energy,6.44,0,6.44,14812
ENERGY-ENERGY_ANOMALY_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,24.68,index,valid,synthetic_energy,4.68,0,4.68,10764
ENERGY-ENERGY_ANOMALY_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,77.81,index,valid,synthetic_energy,7.32,0,7.32,16836
ENERGY-ENERGY_ANOMALY_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,31.44,index,valid,synthetic_energy,5.26,0,5.26,12098
ENERGY-ENERGY_ANOMALY_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,56.08,index,valid,synthetic_energy,7.72,0,7.72,17756
ENERGY-ENERGY_ANOMALY_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,32.4,index,valid,synthetic_energy,7.05,0,7.05,16215
ENERGY-ENERGY_ANOMALY_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,33.17,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-ENERGY_ANOMALY_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,19.72,index,valid,synthetic_energy,3.14,0,3.14,7222
ENERGY-ENERGY_ANOMALY_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,52.73,index,valid,synthetic_energy,7.47,0,7.47,17181
ENERGY-ENERGY_ANOMALY_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,55.98,index,valid,synthetic_energy,5.01,0,5.01,11523
ENERGY-ENERGY_ANOMALY_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,72.95,index,valid,synthetic_energy,4.6,0,4.6,10580
ENERGY-ENERGY_ANOMALY_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,82.45,index,valid,synthetic_energy,5.64,0,5.64,12972
ENERGY-ENERGY_ANOMALY_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,23.88,index,valid,synthetic_energy,7.54,0,7.54,17342
ENERGY-ENERGY_ANOMALY_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,34.5,index,valid,synthetic_energy,3.23,0,3.23,7429
ENERGY-ENERGY_ANOMALY_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,81.78,index,valid,synthetic_energy,3.25,0,3.25,7475
ENERGY-ENERGY_ANOMALY_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,34.8,index,valid,synthetic_energy,6.8,0,6.8,15640
ENERGY-ENERGY_ANOMALY_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,39.02,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-ENERGY_ANOMALY_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,44.24,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-ENERGY_ANOMALY_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,31.0,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-ENERGY_ANOMALY_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,15.87,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-ENERGY_ANOMALY_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,61.02,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-ENERGY_ANOMALY_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,23.65,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-ENERGY_ANOMALY_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,43.76,index,valid,synthetic_energy,5.76,0,5.76,13248
ENERGY-ENERGY_ANOMALY_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,67.54,index,valid,synthetic_energy,7.99,0,7.99,18377
ENERGY-ENERGY_ANOMALY_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,53.71,index,valid,synthetic_energy,4.14,0,4.14,9522
ENERGY-ENERGY_ANOMALY_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,64.73,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-ENERGY_ANOMALY_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,68.48,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-ENERGY_ANOMALY_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,53.15,index,valid,synthetic_energy,7.89,0,7.89,18147
ENERGY-ENERGY_ANOMALY_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,47.77,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-ENERGY_ANOMALY_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,75.32,index,valid,synthetic_energy,5.97,0,5.97,13731
ENERGY-ENERGY_ANOMALY_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,18.2,index,valid,synthetic_energy,5.23,0,5.23,12029
ENERGY-ENERGY_ANOMALY_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,76.81,index,valid,synthetic_energy,5.73,0,5.73,13179
ENERGY-ENERGY_ANOMALY_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,79.13,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-ENERGY_ANOMALY_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,43.69,index,valid,synthetic_energy,3.63,0,3.63,8349
ENERGY-ENERGY_ANOMALY_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,35.89,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-ENERGY_ANOMALY_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,24.37,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-ENERGY_ANOMALY_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,83.86,index,valid,synthetic_energy,3.91,0,3.91,8993
ENERGY-ENERGY_ANOMALY_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,37.65,index,valid,synthetic_energy,5.72,0,5.72,13156
ENERGY-ENERGY_ANOMALY_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,47.24,index,valid,synthetic_energy,5.12,0,5.12,11776
ENERGY-ENERGY_ANOMALY_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,45.15,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-ENERGY_ANOMALY_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,74.39,index,valid,synthetic_energy,5.36,0,5.36,12328
ENERGY-ENERGY_ANOMALY_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,24.19,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-ENERGY_ANOMALY_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,45.63,index,valid,synthetic_energy,5.76,0,5.76,13248
ENERGY-ENERGY_ANOMALY_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,41.57,index,valid,synthetic_energy,5.81,0,5.81,13363
ENERGY-ENERGY_ANOMALY_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,76.8,index,valid,synthetic_energy,5.63,0,5.63,12949
ENERGY-ENERGY_ANOMALY_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,70.06,index,valid,synthetic_energy,6.47,0,6.47,14881
ENERGY-ENERGY_ANOMALY_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,27.8,index,valid,synthetic_energy,4.13,0,4.13,9499
ENERGY-ENERGY_ANOMALY_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,67.2,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-ENERGY_ANOMALY_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,20.14,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-ENERGY_ANOMALY_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,69.48,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-ENERGY_ANOMALY_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,40.12,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-ENERGY_ANOMALY_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,45.5,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-ENERGY_ANOMALY_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,82.58,index,valid,synthetic_energy,7.7,0,7.7,17710
ENERGY-ENERGY_ANOMALY_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,19.68,index,valid,synthetic_energy,6.77,0,6.77,15571
ENERGY-ENERGY_ANOMALY_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,20.23,index,valid,synthetic_energy,8.0,0,8.0,18400
ENERGY-ENERGY_ANOMALY_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,83.02,index,valid,synthetic_energy,5.66,0,5.66,13018
ENERGY-ENERGY_ANOMALY_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,22.24,index,valid,synthetic_energy,5.51,0,5.51,12673
ENERGY-ENERGY_ANOMALY_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,24.7,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-ENERGY_ANOMALY_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,78.88,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-ENERGY_ANOMALY_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,50.05,index,valid,synthetic_energy,3.6,0,3.6,8280
ENERGY-ENERGY_ANOMALY_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,77.67,index,valid,synthetic_energy,5.42,0,5.42,12466
ENERGY-ENERGY_ANOMALY_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,64.01,index,valid,synthetic_energy,7.48,0,7.48,17204
ENERGY-ENERGY_ANOMALY_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,77.8,index,valid,synthetic_energy,4.0,0,4.0,9200
ENERGY-ENERGY_ANOMALY_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,60.92,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-ENERGY_ANOMALY_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,78.58,index,valid,synthetic_energy,7.69,0,7.69,17687
ENERGY-ENERGY_ANOMALY_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,50.67,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-ENERGY_ANOMALY_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,61.1,index,valid,synthetic_energy,3.71,0,3.71,8533
ENERGY-ENERGY_ANOMALY_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,24.09,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-ENERGY_ANOMALY_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,49.07,index,valid,synthetic_energy,6.98,0,6.98,16054
ENERGY-ENERGY_ANOMALY_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,33.12,index,valid,synthetic_energy,4.33,0,4.33,9959
ENERGY-ENERGY_ANOMALY_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,84.67,index,valid,synthetic_energy,7.16,0,7.16,16468
ENERGY-ENERGY_ANOMALY_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,80.48,index,valid,synthetic_energy,5.6,0,5.6,12880
ENERGY-ENERGY_ANOMALY_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,30.43,index,valid,synthetic_energy,3.68,0,3.68,8464
ENERGY-ENERGY_ANOMALY_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,69.06,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-ENERGY_ANOMALY_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,30.63,index,valid,synthetic_energy,3.82,0,3.82,8786
ENERGY-ENERGY_ANOMALY_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,82.21,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-ENERGY_ANOMALY_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,67.9,index,valid,synthetic_energy,7.22,0,7.22,16606
ENERGY-ENERGY_ANOMALY_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,22.06,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-ENERGY_ANOMALY_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,79.84,index,valid,synthetic_energy,6.45,0,6.45,14835
ENERGY-ENERGY_ANOMALY_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,75.27,index,valid,synthetic_energy,5.12,0,5.12,11776
ENERGY-ENERGY_ANOMALY_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,80.05,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-ENERGY_ANOMALY_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,23.54,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-ENERGY_ANOMALY_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,66.58,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-ENERGY_ANOMALY_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,65.19,index,valid,synthetic_energy,3.43,0,3.43,7889
ENERGY-ENERGY_ANOMALY_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,82.07,index,valid,synthetic_energy,5.63,0,5.63,12949
ENERGY-ENERGY_ANOMALY_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,26.26,index,valid,synthetic_energy,6.35,0,6.35,14605
ENERGY-ENERGY_ANOMALY_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,28.61,index,valid,synthetic_energy,5.83,0,5.83,13409
ENERGY-ENERGY_ANOMALY_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,50.16,index,valid,synthetic_energy,6.77,0,6.77,15571
ENERGY-ENERGY_ANOMALY_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,34.18,index,valid,synthetic_energy,6.49,0,6.49,14927
ENERGY-ENERGY_ANOMALY_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,53.66,index,valid,synthetic_energy,3.29,0,3.29,7567
ENERGY-ENERGY_ANOMALY_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,69.95,index,valid,synthetic_energy,4.95,0,4.95,11385
ENERGY-ENERGY_ANOMALY_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,55.55,index,valid,synthetic_energy,6.63,0,6.63,15249
ENERGY-ENERGY_ANOMALY_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,77.3,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-ENERGY_ANOMALY_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,55.23,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-ENERGY_ANOMALY_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,33.62,index,valid,synthetic_energy,4.04,0,4.04,9292
ENERGY-ENERGY_ANOMALY_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,81.86,index,valid,synthetic_energy,7.61,0,7.61,17503
ENERGY-ENERGY_ANOMALY_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,59.41,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-ENERGY_ANOMALY_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,41.18,index,valid,synthetic_energy,7.41,0,7.41,17043
ENERGY-ENERGY_ANOMALY_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,80.76,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-ENERGY_ANOMALY_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,84.09,index,valid,synthetic_energy,5.57,0,5.57,12811
ENERGY-ENERGY_ANOMALY_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,35.43,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-ENERGY_ANOMALY_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,82.89,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-ENERGY_ANOMALY_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,68.4,index,valid,synthetic_energy,6.61,0,6.61,15203
ENERGY-ENERGY_ANOMALY_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,61.02,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-ENERGY_ANOMALY_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,17.61,index,valid,synthetic_energy,7.48,0,7.48,17204
ENERGY-ENERGY_ANOMALY_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,47.61,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-ENERGY_ANOMALY_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,60.64,index,valid,synthetic_energy,7.68,0,7.68,17664
ENERGY-ENERGY_ANOMALY_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,70.43,index,valid,synthetic_energy,3.78,0,3.78,8694
ENERGY-ENERGY_ANOMALY_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,48.63,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-ENERGY_ANOMALY_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,52.23,index,valid,synthetic_energy,4.09,0,4.09,9407
ENERGY-ENERGY_ANOMALY_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,20.88,index,valid,synthetic_energy,3.39,0,3.39,7797
ENERGY-ENERGY_ANOMALY_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,50.29,index,valid,synthetic_energy,6.82,0,6.82,15686
ENERGY-ENERGY_ANOMALY_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,43.29,index,valid,synthetic_energy,6.78,0,6.78,15594
ENERGY-ENERGY_ANOMALY_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,80.6,index,valid,synthetic_energy,4.04,0,4.04,9292
