battery_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-BATTERY_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,21.94,index,valid,synthetic_energy,7.57,0,7.57,17411
ENERGY-BATTERY_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,74.61,index,valid,synthetic_energy,4.56,0,4.56,10488
ENERGY-BATTERY_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,17.75,index,valid,synthetic_energy,3.84,0,3.84,8832
ENERGY-BATTERY_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,80.69,index,valid,synthetic_energy,6.14,0,6.14,14122
ENERGY-BATTERY_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,15.74,index,valid,synthetic_energy,6.77,0,6.77,15571
ENERGY-BATTERY_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,16.35,index,valid,synthetic_energy,6.27,0,6.27,14421
ENERGY-BATTERY_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,17.61,index,valid,synthetic_energy,4.24,0,4.24,9752
ENERGY-BATTERY_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,67.41,index,valid,synthetic_energy,3.58,0,3.58,8234
ENERGY-BATTERY_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,36.54,index,valid,synthetic_energy,3.13,0,3.13,7199
ENERGY-BATTERY_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,58.49,index,valid,synthetic_energy,7.88,0,7.88,18124
ENERGY-BATTERY_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,35.24,index,valid,synthetic_energy,3.2,0,3.2,7360
ENERGY-BATTERY_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,56.96,index,valid,synthetic_energy,6.65,0,6.65,15295
ENERGY-BATTERY_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,17.83,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-BATTERY_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,29.67,index,valid,synthetic_energy,6.96,0,6.96,16008
ENERGY-BATTERY_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,67.97,index,valid,synthetic_energy,7.3,0,7.3,16790
ENERGY-BATTERY_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,45.34,index,valid,synthetic_energy,7.58,0,7.58,17434
ENERGY-BATTERY_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,51.11,index,valid,synthetic_energy,4.24,0,4.24,9752
ENERGY-BATTERY_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,15.36,index,valid,synthetic_energy,4.81,0,4.81,11063
ENERGY-BATTERY_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,65.82,index,valid,synthetic_energy,7.23,0,7.23,16629
ENERGY-BATTERY_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,55.13,index,valid,synthetic_energy,7.44,0,7.44,17112
ENERGY-BATTERY_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,81.63,index,valid,synthetic_energy,7.04,0,7.04,16192
ENERGY-BATTERY_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,38.35,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-BATTERY_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,42.57,index,valid,synthetic_energy,7.05,0,7.05,16215
ENERGY-BATTERY_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,47.18,index,valid,synthetic_energy,5.62,0,5.62,12926
ENERGY-BATTERY_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,27.19,index,valid,synthetic_energy,4.16,0,4.16,9568
ENERGY-BATTERY_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,38.89,index,valid,synthetic_energy,5.84,0,5.84,13432
ENERGY-BATTERY_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,59.99,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-BATTERY_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,23.75,index,valid,synthetic_energy,6.44,0,6.44,14812
ENERGY-BATTERY_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,72.64,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-BATTERY_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,20.79,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-BATTERY_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,59.03,index,valid,synthetic_energy,6.74,0,6.74,15502
ENERGY-BATTERY_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,58.7,index,valid,synthetic_energy,7.25,0,7.25,16675
ENERGY-BATTERY_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,32.38,index,valid,synthetic_energy,5.17,0,5.17,11891
ENERGY-BATTERY_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,15.45,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-BATTERY_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,42.98,index,valid,synthetic_energy,4.41,0,4.41,10143
ENERGY-BATTERY_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,41.86,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-BATTERY_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,46.1,index,valid,synthetic_energy,4.98,0,4.98,11454
ENERGY-BATTERY_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,36.64,index,valid,synthetic_energy,3.63,0,3.63,8349
ENERGY-BATTERY_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,58.48,index,valid,synthetic_energy,3.77,0,3.77,8671
ENERGY-BATTERY_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,18.21,index,valid,synthetic_energy,7.08,0,7.08,16284
ENERGY-BATTERY_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,31.49,index,valid,synthetic_energy,7.57,0,7.57,17411
ENERGY-BATTERY_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,24.34,index,valid,synthetic_energy,4.0,0,4.0,9200
ENERGY-BATTERY_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,58.46,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-BATTERY_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,42.1,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-BATTERY_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,69.68,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-BATTERY_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,32.09,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-BATTERY_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,66.44,index,valid,synthetic_energy,6.47,0,6.47,14881
ENERGY-BATTERY_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,66.4,index,valid,synthetic_energy,6.11,0,6.11,14053
ENERGY-BATTERY_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,37.85,index,valid,synthetic_energy,6.02,0,6.02,13846
ENERGY-BATTERY_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,79.87,index,valid,synthetic_energy,4.37,0,4.37,10051
ENERGY-BATTERY_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,78.44,index,valid,synthetic_energy,4.24,0,4.24,9752
ENERGY-BATTERY_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,57.99,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-BATTERY_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,49.24,index,valid,synthetic_energy,4.46,0,4.46,10258
ENERGY-BATTERY_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,65.26,index,valid,synthetic_energy,3.68,0,3.68,8464
ENERGY-BATTERY_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,43.79,index,valid,synthetic_energy,4.23,0,4.23,9729
ENERGY-BATTERY_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,84.19,index,valid,synthetic_energy,7.35,0,7.35,16905
ENERGY-BATTERY_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,61.91,index,valid,synthetic_energy,4.13,0,4.13,9499
ENERGY-BATTERY_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,73.59,index,valid,synthetic_energy,6.42,0,6.42,14766
ENERGY-BATTERY_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,24.86,index,valid,synthetic_energy,7.87,0,7.87,18101
ENERGY-BATTERY_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,26.28,index,valid,synthetic_energy,5.34,0,5.34,12282
ENERGY-BATTERY_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,30.77,index,valid,synthetic_energy,4.91,0,4.91,11293
ENERGY-BATTERY_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,34.82,index,valid,synthetic_energy,5.58,0,5.58,12834
ENERGY-BATTERY_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,76.45,index,valid,synthetic_energy,4.56,0,4.56,10488
ENERGY-BATTERY_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,84.51,index,valid,synthetic_energy,5.4,0,5.4,12420
ENERGY-BATTERY_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,20.59,index,valid,synthetic_energy,7.76,0,7.76,17848
ENERGY-BATTERY_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,55.3,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-BATTERY_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,79.23,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-BATTERY_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,62.7,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-BATTERY_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,40.74,index,valid,synthetic_energy,6.82,0,6.82,15686
ENERGY-BATTERY_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,70.04,index,valid,synthetic_energy,6.71,0,6.71,15433
ENERGY-BATTERY_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,79.52,index,valid,synthetic_energy,3.72,0,3.72,8556
ENERGY-BATTERY_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,50.39,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-BATTERY_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,70.22,index,valid,synthetic_energy,4.52,0,4.52,10396
ENERGY-BATTERY_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,34.54,index,valid,synthetic_energy,7.0,0,7.0,16100
ENERGY-BATTERY_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,47.5,index,valid,synthetic_energy,5.55,0,5.55,12765
ENERGY-BATTERY_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,41.56,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-BATTERY_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,61.82,index,valid,synthetic_energy,3.2,0,3.2,7360
ENERGY-BATTERY_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,73.95,index,valid,synthetic_energy,6.81,0,6.81,15663
ENERGY-BATTERY_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,84.5,index,valid,synthetic_energy,5.94,0,5.94,13662
ENERGY-BATTERY_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,26.43,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-BATTERY_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,72.42,index,valid,synthetic_energy,4.21,0,4.21,9683
ENERGY-BATTERY_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,38.9,index,valid,synthetic_energy,3.86,0,3.86,8878
ENERGY-BATTERY_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,64.68,index,valid,synthetic_energy,6.4,0,6.4,14720
ENERGY-BATTERY_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,18.19,index,valid,synthetic_energy,3.07,0,3.07,7061
ENERGY-BATTERY_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,23.28,index,valid,synthetic_energy,3.82,0,3.82,8786
ENERGY-BATTERY_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,21.87,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-BATTERY_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,44.72,index,valid,synthetic_energy,5.8,0,5.8,13340
ENERGY-BATTERY_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,46.8,index,valid,synthetic_energy,4.84,0,4.84,11132
ENERGY-BATTERY_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,66.3,index,valid,synthetic_energy,5.3,0,5.3,12190
ENERGY-BATTERY_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,70.9,index,valid,synthetic_energy,5.63,0,5.63,12949
ENERGY-BATTERY_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,42.21,index,valid,synthetic_energy,4.73,0,4.73,10879
ENERGY-BATTERY_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,46.99,index,valid,synthetic_energy,5.32,0,5.32,12236
ENERGY-BATTERY_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,32.46,index,valid,synthetic_energy,7.81,0,7.81,17963
ENERGY-BATTERY_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,52.52,index,valid,synthetic_energy,4.32,0,4.32,9936
ENERGY-BATTERY_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,66.56,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-BATTERY_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,74.55,index,valid,synthetic_energy,5.0,0,5.0,11500
ENERGY-BATTERY_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,61.51,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-BATTERY_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,50.74,index,valid,synthetic_energy,4.6,0,4.6,10580
ENERGY-BATTERY_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,25.02,index,valid,synthetic_energy,6.31,0,6.31,14513
ENERGY-BATTERY_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,23.14,index,valid,synthetic_energy,3.78,0,3.78,8694
ENERGY-BATTERY_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,44.39,index,valid,synthetic_energy,3.07,0,3.07,7061
ENERGY-BATTERY_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,27.23,index,valid,synthetic_energy,7.11,0,7.11,16353
ENERGY-BATTERY_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,79.63,index,valid,synthetic_energy,6.73,0,6.73,15479
ENERGY-BATTERY_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,42.49,index,valid,synthetic_energy,7.31,0,7.31,16813
ENERGY-BATTERY_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,30.4,index,valid,synthetic_energy,7.16,0,7.16,16468
ENERGY-BATTERY_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,51.01,index,valid,synthetic_energy,3.01,0,3.01,6923
ENERGY-BATTERY_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,33.4,index,valid,synthetic_energy,6.7,0,6.7,15410
ENERGY-BATTERY_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,82.11,index,valid,synthetic_energy,7.88,0,7.88,18124
ENERGY-BATTERY_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,65.32,index,valid,synthetic_energy,3.35,0,3.35,7705
ENERGY-BATTERY_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,68.28,index,valid,synthetic_energy,6.96,0,6.96,16008
ENERGY-BATTERY_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,22.78,index,valid,synthetic_energy,7.79,0,7.79,17917
ENERGY-BATTERY_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,42.76,index,valid,synthetic_energy,3.8,0,3.8,8740
ENERGY-BATTERY_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,41.16,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-BATTERY_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,47.65,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-BATTERY_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,54.56,index,valid,synthetic_energy,7.34,0,7.34,16882
ENERGY-BATTERY_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,42.85,index,valid,synthetic_energy,6.97,0,6.97,16031
ENERGY-BATTERY_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,47.95,index,valid,synthetic_energy,4.19,0,4.19,9637
ENERGY-BATTERY_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,40.42,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-BATTERY_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,71.4,index,valid,synthetic_energy,5.78,0,5.78,13294
ENERGY-BATTERY_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,30.93,index,valid,synthetic_energy,6.24,0,6.24,14352
ENERGY-BATTERY_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,51.36,index,valid,synthetic_energy,7.42,0,7.42,17066
ENERGY-BATTERY_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,69.2,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-BATTERY_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,24.52,index,valid,synthetic_energy,4.75,0,4.75,10925
ENERGY-BATTERY_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,36.0,index,valid,synthetic_energy,3.73,0,3.73,8579
ENERGY-BATTERY_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,78.06,index,valid,synthetic_energy,7.66,0,7.66,17618
ENERGY-BATTERY_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,81.1,index,valid,synthetic_energy,6.46,0,6.46,14858
ENERGY-BATTERY_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,43.94,index,valid,synthetic_energy,3.93,0,3.93,9039
ENERGY-BATTERY_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,38.43,index,valid,synthetic_energy,3.63,0,3.63,8349
ENERGY-BATTERY_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,20.94,index,valid,synthetic_energy,4.16,0,4.16,9568
ENERGY-BATTERY_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,80.2,index,valid,synthetic_energy,7.0,0,7.0,16100
ENERGY-BATTERY_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,53.31,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-BATTERY_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,44.13,index,valid,synthetic_energy,4.64,0,4.64,10672
ENERGY-BATTERY_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,68.32,index,valid,synthetic_energy,6.31,0,6.31,14513
ENERGY-BATTERY_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,69.78,index,valid,synthetic_energy,4.34,0,4.34,9982
ENERGY-BATTERY_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,69.34,index,valid,synthetic_energy,6.43,0,6.43,14789
ENERGY-BATTERY_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,82.99,index,valid,synthetic_energy,5.78,0,5.78,13294
ENERGY-BATTERY_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,22.09,index,valid,synthetic_energy,7.4,0,7.4,17020
ENERGY-BATTERY_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,73.96,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-BATTERY_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,34.1,index,valid,synthetic_energy,7.08,0,7.08,16284
ENERGY-BATTERY_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,36.9,index,valid,synthetic_energy,3.82,0,3.82,8786
ENERGY-BATTERY_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,34.72,index,valid,synthetic_energy,7.85,0,7.85,18055
ENERGY-BATTERY_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,68.57,index,valid,synthetic_energy,6.36,0,6.36,14628
ENERGY-BATTERY_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,16.72,index,valid,synthetic_energy,6.82,0,6.82,15686
ENERGY-BATTERY_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,82.1,index,valid,synthetic_energy,6.7,0,6.7,15410
ENERGY-BATTERY_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.43,index,valid,synthetic_energy,3.01,0,3.01,6923
ENERGY-BATTERY_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,58.07,index,valid,synthetic_energy,3.66,0,3.66,8418
ENERGY-BATTERY_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,77.1,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-BATTERY_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,39.16,index,valid,synthetic_energy,7.98,0,7.98,18354
ENERGY-BATTERY_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,75.19,index,valid,synthetic_energy,6.22,0,6.22,14306
ENERGY-BATTERY_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,76.42,index,valid,synthetic_energy,4.41,0,4.41,10143
ENERGY-BATTERY_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,77.92,index,valid,synthetic_energy,6.34,0,6.34,14582
ENERGY-BATTERY_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,61.33,index,valid,synthetic_energy,7.99,0,7.99,18377
ENERGY-BATTERY_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,48.54,index,valid,synthetic_energy,6.13,0,6.13,14099
ENERGY-BATTERY_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,79.43,index,valid,synthetic_energy,6.2,0,6.2,14260
ENERGY-BATTERY_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,51.31,index,valid,synthetic_energy,5.02,0,5.02,11546
ENERGY-BATTERY_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,39.03,index,valid,synthetic_energy,6.68,0,6.68,15364
