solar_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-SOLAR_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,19.18,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-SOLAR_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,57.53,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-SOLAR_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,30.1,index,valid,synthetic_energy,7.27,0,7.27,16721
ENERGY-SOLAR_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,43.39,index,valid,synthetic_energy,5.72,0,5.72,13156
ENERGY-SOLAR_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,46.99,index,valid,synthetic_energy,3.63,0,3.63,8349
ENERGY-SOLAR_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,66.46,index,valid,synthetic_energy,5.83,0,5.83,13409
ENERGY-SOLAR_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,74.07,index,valid,synthetic_energy,5.6,0,5.6,12880
ENERGY-SOLAR_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,60.52,index,valid,synthetic_energy,4.95,0,4.95,11385
ENERGY-SOLAR_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,70.41,index,valid,synthetic_energy,4.88,0,4.88,11224
ENERGY-SOLAR_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,51.76,index,valid,synthetic_energy,4.83,0,4.83,11109
ENERGY-SOLAR_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,57.01,index,valid,synthetic_energy,5.63,0,5.63,12949
ENERGY-SOLAR_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,54.12,index,valid,synthetic_energy,3.02,0,3.02,6946
ENERGY-SOLAR_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,29.5,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-SOLAR_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,28.02,index,valid,synthetic_energy,4.12,0,4.12,9476
ENERGY-SOLAR_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,24.93,index,valid,synthetic_energy,3.71,0,3.71,8533
ENERGY-SOLAR_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,61.83,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-SOLAR_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,63.67,index,valid,synthetic_energy,4.47,0,4.47,10281
ENERGY-SOLAR_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,31.56,index,valid,synthetic_energy,6.02,0,6.02,13846
ENERGY-SOLAR_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,57.77,index,valid,synthetic_energy,3.99,0,3.99,9177
ENERGY-SOLAR_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,79.08,index,valid,synthetic_energy,6.27,0,6.27,14421
ENERGY-SOLAR_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,66.15,index,valid,synthetic_energy,7.74,0,7.74,17802
ENERGY-SOLAR_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,35.41,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-SOLAR_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,70.78,index,valid,synthetic_energy,4.06,0,4.06,9338
ENERGY-SOLAR_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,29.55,index,valid,synthetic_energy,5.26,0,5.26,12098
ENERGY-SOLAR_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,23.57,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-SOLAR_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,77.37,index,valid,synthetic_energy,6.64,0,6.64,15272
ENERGY-SOLAR_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,63.81,index,valid,synthetic_energy,4.76,0,4.76,10948
ENERGY-SOLAR_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,69.58,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-SOLAR_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,21.34,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-SOLAR_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,84.12,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-SOLAR_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,75.48,index,valid,synthetic_energy,3.42,0,3.42,7866
ENERGY-SOLAR_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,33.26,index,valid,synthetic_energy,5.09,0,5.09,11707
ENERGY-SOLAR_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,45.59,index,valid,synthetic_energy,7.4,0,7.4,17020
ENERGY-SOLAR_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,31.0,index,valid,synthetic_energy,3.19,0,3.19,7337
ENERGY-SOLAR_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,83.48,index,valid,synthetic_energy,6.58,0,6.58,15134
ENERGY-SOLAR_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,30.93,index,valid,synthetic_energy,4.52,0,4.52,10396
ENERGY-SOLAR_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,81.0,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-SOLAR_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,43.48,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-SOLAR_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,64.34,index,valid,synthetic_energy,5.86,0,5.86,13478
ENERGY-SOLAR_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,53.35,index,valid,synthetic_energy,3.88,0,3.88,8924
ENERGY-SOLAR_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,30.76,index,valid,synthetic_energy,3.85,0,3.85,8855
ENERGY-SOLAR_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,70.42,index,valid,synthetic_energy,6.19,0,6.19,14237
ENERGY-SOLAR_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,44.76,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-SOLAR_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,40.16,index,valid,synthetic_energy,6.58,0,6.58,15134
ENERGY-SOLAR_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,60.56,index,valid,synthetic_energy,3.65,0,3.65,8395
ENERGY-SOLAR_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,44.04,index,valid,synthetic_energy,7.54,0,7.54,17342
ENERGY-SOLAR_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,62.0,index,valid,synthetic_energy,5.59,0,5.59,12857
ENERGY-SOLAR_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,38.73,index,valid,synthetic_energy,5.11,0,5.11,11753
ENERGY-SOLAR_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,58.65,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-SOLAR_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,26.91,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-SOLAR_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,32.03,index,valid,synthetic_energy,5.73,0,5.73,13179
ENERGY-SOLAR_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,48.04,index,valid,synthetic_energy,5.9,0,5.9,13570
ENERGY-SOLAR_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,46.14,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-SOLAR_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,60.19,index,valid,synthetic_energy,5.47,0,5.47,12581
ENERGY-SOLAR_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,43.29,index,valid,synthetic_energy,7.13,0,7.13,16399
ENERGY-SOLAR_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,26.23,index,valid,synthetic_energy,3.76,0,3.76,8648
ENERGY-SOLAR_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,43.53,index,valid,synthetic_energy,6.35,0,6.35,14605
ENERGY-SOLAR_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,51.17,index,valid,synthetic_energy,3.4,0,3.4,7820
ENERGY-SOLAR_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,71.87,index,valid,synthetic_energy,7.75,0,7.75,17825
ENERGY-SOLAR_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,27.26,index,valid,synthetic_energy,6.84,0,6.84,15732
ENERGY-SOLAR_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,30.34,index,valid,synthetic_energy,5.42,0,5.42,12466
ENERGY-SOLAR_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,70.68,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-SOLAR_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,31.37,index,valid,synthetic_energy,3.63,0,3.63,8349
ENERGY-SOLAR_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,52.73,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-SOLAR_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,31.97,index,valid,synthetic_energy,7.53,0,7.53,17319
ENERGY-SOLAR_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,81.66,index,valid,synthetic_energy,7.65,0,7.65,17595
ENERGY-SOLAR_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,46.17,index,valid,synthetic_energy,6.61,0,6.61,15203
ENERGY-SOLAR_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,27.71,index,valid,synthetic_energy,3.53,0,3.53,8119
ENERGY-SOLAR_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,61.4,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-SOLAR_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,20.9,index,valid,synthetic_energy,7.37,0,7.37,16951
ENERGY-SOLAR_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,35.77,index,valid,synthetic_energy,6.7,0,6.7,15410
ENERGY-SOLAR_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,39.73,index,valid,synthetic_energy,5.52,0,5.52,12696
ENERGY-SOLAR_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,56.91,index,valid,synthetic_energy,7.25,0,7.25,16675
ENERGY-SOLAR_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,78.47,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-SOLAR_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,68.15,index,valid,synthetic_energy,6.69,0,6.69,15387
ENERGY-SOLAR_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,21.56,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-SOLAR_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,83.11,index,valid,synthetic_energy,5.13,0,5.13,11799
ENERGY-SOLAR_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,57.57,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-SOLAR_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,15.67,index,valid,synthetic_energy,4.88,0,4.88,11224
ENERGY-SOLAR_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,62.43,index,valid,synthetic_energy,6.42,0,6.42,14766
ENERGY-SOLAR_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,66.66,index,valid,synthetic_energy,4.6,0,4.6,10580
ENERGY-SOLAR_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,54.81,index,valid,synthetic_energy,7.49,0,7.49,17227
ENERGY-SOLAR_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,40.06,index,valid,synthetic_energy,4.03,0,4.03,9269
ENERGY-SOLAR_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,27.48,index,valid,synthetic_energy,4.2,0,4.2,9660
ENERGY-SOLAR_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,50.5,index,valid,synthetic_energy,5.81,0,5.81,13363
ENERGY-SOLAR_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,26.01,index,valid,synthetic_energy,6.37,0,6.37,14651
ENERGY-SOLAR_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,32.58,index,valid,synthetic_energy,7.92,0,7.92,18216
ENERGY-SOLAR_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,61.27,index,valid,synthetic_energy,6.83,0,6.83,15709
ENERGY-SOLAR_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,71.19,index,valid,synthetic_energy,3.6,0,3.6,8280
ENERGY-SOLAR_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,21.13,index,valid,synthetic_energy,5.02,0,5.02,11546
ENERGY-SOLAR_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,17.29,index,valid,synthetic_energy,6.01,0,6.01,13823
ENERGY-SOLAR_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,17.49,index,valid,synthetic_energy,4.11,0,4.11,9453
ENERGY-SOLAR_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,84.84,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-SOLAR_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,21.22,index,valid,synthetic_energy,6.99,0,6.99,16077
ENERGY-SOLAR_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,41.91,index,valid,synthetic_energy,4.59,0,4.59,10557
ENERGY-SOLAR_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,73.36,index,valid,synthetic_energy,7.45,0,7.45,17135
ENERGY-SOLAR_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,27.89,index,valid,synthetic_energy,3.38,0,3.38,7774
ENERGY-SOLAR_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,69.59,index,valid,synthetic_energy,6.51,0,6.51,14973
ENERGY-SOLAR_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,26.66,index,valid,synthetic_energy,7.23,0,7.23,16629
ENERGY-SOLAR_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,56.01,index,valid,synthetic_energy,3.69,0,3.69,8487
ENERGY-SOLAR_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,70.42,index,valid,synthetic_energy,6.34,0,6.34,14582
ENERGY-SOLAR_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,49.47,index,valid,synthetic_energy,5.64,0,5.64,12972
ENERGY-SOLAR_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,26.87,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-SOLAR_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,35.12,index,valid,synthetic_energy,3.53,0,3.53,8119
ENERGY-SOLAR_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,80.92,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-SOLAR_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,70.4,index,valid,synthetic_energy,4.52,0,4.52,10396
ENERGY-SOLAR_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,43.24,index,valid,synthetic_energy,4.73,0,4.73,10879
ENERGY-SOLAR_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,68.47,index,valid,synthetic_energy,5.82,0,5.82,13386
ENERGY-SOLAR_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,74.99,index,valid,synthetic_energy,5.62,0,5.62,12926
ENERGY-SOLAR_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,22.42,index,valid,synthetic_energy,4.55,0,4.55,10465
ENERGY-SOLAR_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,65.97,index,valid,synthetic_energy,6.44,0,6.44,14812
ENERGY-SOLAR_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,54.12,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-SOLAR_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,19.59,index,valid,synthetic_energy,3.0,0,3.0,6900
ENERGY-SOLAR_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,63.91,index,valid,synthetic_energy,5.71,0,5.71,13133
ENERGY-SOLAR_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,37.87,index,valid,synthetic_energy,6.99,0,6.99,16077
ENERGY-SOLAR_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,53.37,index,valid,synthetic_energy,4.06,0,4.06,9338
ENERGY-SOLAR_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,75.63,index,valid,synthetic_energy,4.51,0,4.51,10373
ENERGY-SOLAR_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,73.41,index,valid,synthetic_energy,6.91,0,6.91,15893
ENERGY-SOLAR_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,35.64,index,valid,synthetic_energy,6.14,0,6.14,14122
ENERGY-SOLAR_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,43.64,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-SOLAR_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,33.32,index,valid,synthetic_energy,4.82,0,4.82,11086
ENERGY-SOLAR_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,36.7,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-SOLAR_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,55.45,index,valid,synthetic_energy,3.99,0,3.99,9177
ENERGY-SOLAR_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,28.33,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-SOLAR_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,76.56,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-SOLAR_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,23.07,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-SOLAR_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,40.49,index,valid,synthetic_energy,6.69,0,6.69,15387
ENERGY-SOLAR_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,83.83,index,valid,synthetic_energy,5.98,0,5.98,13754
ENERGY-SOLAR_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,53.13,index,valid,synthetic_energy,7.61,0,7.61,17503
ENERGY-SOLAR_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,64.53,index,valid,synthetic_energy,6.23,0,6.23,14329
ENERGY-SOLAR_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,30.21,index,valid,synthetic_energy,3.17,0,3.17,7291
ENERGY-SOLAR_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,30.91,index,valid,synthetic_energy,7.13,0,7.13,16399
ENERGY-SOLAR_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,40.86,index,valid,synthetic_energy,5.5,0,5.5,12650
ENERGY-SOLAR_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,80.93,index,valid,synthetic_energy,3.33,0,3.33,7659
ENERGY-SOLAR_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,72.17,index,valid,synthetic_energy,6.24,0,6.24,14352
ENERGY-SOLAR_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,50.33,index,valid,synthetic_energy,3.01,0,3.01,6923
ENERGY-SOLAR_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,61.16,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-SOLAR_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,39.91,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-SOLAR_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,59.71,index,valid,synthetic_energy,6.26,0,6.26,14398
ENERGY-SOLAR_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,79.58,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-SOLAR_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,38.47,index,valid,synthetic_energy,7.88,0,7.88,18124
ENERGY-SOLAR_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,27.37,index,valid,synthetic_energy,3.46,0,3.46,7958
ENERGY-SOLAR_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,18.13,index,valid,synthetic_energy,3.92,0,3.92,9016
ENERGY-SOLAR_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,22.24,index,valid,synthetic_energy,7.68,0,7.68,17664
ENERGY-SOLAR_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,35.79,index,valid,synthetic_energy,7.56,0,7.56,17388
ENERGY-SOLAR_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,29.59,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-SOLAR_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,82.39,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-SOLAR_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,66.97,index,valid,synthetic_energy,5.75,0,5.75,13225
ENERGY-SOLAR_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,45.86,index,valid,synthetic_energy,6.67,0,6.67,15341
ENERGY-SOLAR_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,83.79,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-SOLAR_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,68.63,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-SOLAR_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,48.26,index,valid,synthetic_energy,3.98,0,3.98,9154
ENERGY-SOLAR_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,71.86,index,valid,synthetic_energy,5.87,0,5.87,13501
ENERGY-SOLAR_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,60.78,index,valid,synthetic_energy,3.9,0,3.9,8970
ENERGY-SOLAR_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,48.43,index,valid,synthetic_energy,6.9,0,6.9,15870
ENERGY-SOLAR_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,75.96,index,valid,synthetic_energy,4.64,0,4.64,10672
