station_id,province_code,date_hour,grid_kwh,generator_kwh,solar_kwh,battery_soc_pct,load_kw,ambient_temp_c,site_temp_c,power_outage_min,alarm_flag,cost_vnd
ST0401,NBH,2026-08-19-00,7.62,0,0,95,8.97,32.77,29.73,0,0,17526
ST0402,NBH,2026-08-19-00,6.54,0,0,95,7.69,27.32,34.12,0,0,15042
ST0501,HCM,2026-08-19-00,4.07,0,0,95,4.79,34.88,37.29,0,0,9361
ST0502,HCM,2026-08-19-00,5.17,0,0,95,6.08,30.73,33.03,0,0,11891
ST0601,KHA,2026-08-19-00,5.5,0,0,95,6.47,33.79,35.67,0,0,12650
ST0602,KHA,2026-08-19-00,3.63,0,0,95,4.27,31.77,31.0,0,0,8349
ST0101,DBN,2026-08-19-01,3.91,0.69,0,55,4.6,33.77,35.73,30,1,8993
ST0102,DBN,2026-08-19-01,5.85,0,0,95,6.88,29.2,38.45,0,0,13455
ST0201,SLA,2026-08-19-01,3.71,0,0,95,4.36,33.71,38.79,0,0,8533
ST0202,SLA,2026-08-19-01,5.74,0,0,95,6.75,34.1,30.44,0,0,13202
ST0301,CMU,2026-08-19-01,3.15,0,0,95,3.7,34.25,33.8,0,0,7245
ST0302,CMU,2026-08-19-01,6.42,0,0,95,7.55,25.64,36.79,0,0,14766
ST0401,NBH,2026-08-19-01,7.57,0,0,95,8.91,33.86,31.79,0,0,17411
ST0402,NBH,2026-08-19-01,5.53,0,0,95,6.51,33.05,29.97,0,0,12719
ST0501,HCM,2026-08-19-01,7.41,0,0,95,8.72,34.14,36.59,0,0,17043
ST0502,HCM,2026-08-19-01,5.56,0,0,95,6.54,25.66,34.83,0,0,12788
ST0601,KHA,2026-08-19-01,4.96,0,0,95,5.84,33.12,30.15,0,0,11408
ST0602,KHA,2026-08-19-01,4.48,0,0,95,5.27,27.72,34.89,0,0,10304
ST0101,DBN,2026-08-19-02,7.43,1.31,0,55,8.74,27.92,36.68,30,1,17089
ST0102,DBN,2026-08-19-02,6.54,0,0,95,7.69,29.55,29.99,0,0,15042
ST0201,SLA,2026-08-19-02,4.41,0,0,95,5.19,34.86,33.76,0,0,10143
ST0202,SLA,2026-08-19-02,6.46,0,0,95,7.6,34.39,37.3,0,0,14858
ST0301,CMU,2026-08-19-02,5.88,0,0,95,6.92,29.41,29.27,0,0,13524
ST0302,CMU,2026-08-19-02,3.32,0,0,95,3.91,25.42,35.64,0,0,7636
ST0401,NBH,2026-08-19-02,6.67,0,0,95,7.85,28.68,36.67,0,0,15341
ST0402,NBH,2026-08-19-02,6.92,0,0,95,8.14,33.94,31.24,0,0,15916
ST0501,HCM,2026-08-19-02,6.09,0,0,95,7.17,28.55,35.51,0,0,14007
ST0502,HCM,2026-08-19-02,7.01,0,0,95,8.25,26.64,38.78,0,0,16123
ST0601,KHA,2026-08-19-02,4.24,0,0,95,4.99,28.65,34.51,0,0,9752
ST0602,KHA,2026-08-19-02,6.84,0,0,95,8.05,32.72,30.37,0,0,15732
ST0101,DBN,2026-08-19-03,7.51,1.33,0,55,8.84,30.32,33.68,30,1,17273
ST0102,DBN,2026-08-19-03,5.44,0,0,95,6.4,30.24,31.02,0,0,12512
ST0201,SLA,2026-08-19-03,5.07,0,0,95,5.97,27.82,31.54,0,0,11661
ST0202,SLA,2026-08-19-03,7.48,0,0,95,8.8,30.81,34.54,0,0,17204
ST0301,CMU,2026-08-19-03,5.92,0,0,95,6.97,25.87,34.2,0,0,13616
ST0302,CMU,2026-08-19-03,4.37,0,0,95,5.14,31.76,36.29,0,0,10051
ST0401,NBH,2026-08-19-03,6.07,0,0,95,7.14,30.11,29.71,0,0,13961
ST0402,NBH,2026-08-19-03,7.39,0,0,95,8.69,32.23,31.07,0,0,16997
ST0501,HCM,2026-08-19-03,6.93,0,0,95,8.15,27.51,35.71,0,0,15939
ST0502,HCM,2026-08-19-03,7.35,0,0,95,8.65,28.67,33.97,0,0,16905
ST0601,KHA,2026-08-19-03,4.73,0,0,95,5.57,32.36,38.8,0,0,10879
ST0602,KHA,2026-08-19-03,5.07,0,0,95,5.96,34.71,32.46,0,0,11661
ST0101,DBN,2026-08-19-04,6.42,1.13,0,55,7.55,29.23,32.91,30,1,14766
ST0102,DBN,2026-08-19-04,6.11,0,0,95,7.19,33.07,37.02,0,0,14053
ST0201,SLA,2026-08-19-04,3.94,0,0,95,4.63,33.26,36.46,0,0,9062
ST0202,SLA,2026-08-19-04,7.03,0,0,95,8.27,28.99,37.02,0,0,16169
ST0301,CMU,2026-08-19-04,3.59,0,0,95,4.22,30.31,32.51,0,0,8257
ST0302,CMU,2026-08-19-04,6.3,0,0,95,7.41,33.87,31.46,0,0,14490
ST0401,NBH,2026-08-19-04,6.44,0,0,95,7.58,33.8,38.18,0,0,14812
ST0402,NBH,2026-08-19-04,4.41,0,0,95,5.19,25.66,36.16,0,0,10143
ST0501,HCM,2026-08-19-04,4.05,0,0,95,4.77,31.69,30.73,0,0,9315
ST0502,HCM,2026-08-19-04,6.26,0,0,95,7.37,34.8,38.01,0,0,14398
ST0601,KHA,2026-08-19-04,4.62,0,0,95,5.43,31.83,38.73,0,0,10626
ST0602,KHA,2026-08-19-04,2.91,0,0,95,3.42,25.26,29.42,0,0,6693
ST0101,DBN,2026-08-19-05,3.37,0,0,95,3.97,26.98,32.94,0,0,7751
ST0102,DBN,2026-08-19-05,7.12,0,0,95,8.38,33.18,38.58,0,0,16376
ST0201,SLA,2026-08-19-05,4.5,0,0,95,5.29,34.46,30.48,0,0,10350
ST0202,SLA,2026-08-19-05,6.98,0,0,95,8.21,31.58,30.77,0,0,16054
ST0301,CMU,2026-08-19-05,3.55,0,0,95,4.18,32.43,32.64,0,0,8165
ST0302,CMU,2026-08-19-05,3.7,0,0,95,4.35,26.09,31.93,0,0,8510
ST0401,NBH,2026-08-19-05,5.16,0,0,95,6.07,25.6,33.22,0,0,11868
ST0402,NBH,2026-08-19-05,5.15,0,0,95,6.06,32.43,30.58,0,0,11845
ST0501,HCM,2026-08-19-05,4.22,0,0,95,4.97,25.06,30.58,0,0,9706
ST0502,HCM,2026-08-19-05,3.6,0,0,95,4.24,34.05,32.55,0,0,8280
ST0601,KHA,2026-08-19-05,6.58,0,0,95,7.74,29.23,32.78,0,0,15134
ST0602,KHA,2026-08-19-05,3.49,0,0,95,4.11,34.42,29.92,0,0,8027
ST0101,DBN,2026-08-19-06,5.09,0,0,95,5.99,25.58,38.73,0,0,11707
ST0102,DBN,2026-08-19-06,2.81,0,0,95,3.31,26.8,33.74,0,0,6463
ST0201,SLA,2026-08-19-06,4.68,0,0,95,5.51,28.02,30.15,0,0,10764
ST0202,SLA,2026-08-19-06,7.46,0,0,95,8.78,32.83,38.12,0,0,17158
ST0301,CMU,2026-08-19-06,4.68,0,0,95,5.51,34.67,29.44,0,0,10764
ST0302,CMU,2026-08-19-06,5.13,0,0,95,6.03,28.1,33.98,0,0,11799
ST0401,NBH,2026-08-19-06,7.44,0,0,95,8.75,34.83,30.98,0,0,17112
ST0402,NBH,2026-08-19-06,6.4,0,0,95,7.53,33.7,29.22,0,0,14720
ST0501,HCM,2026-08-19-06,5.64,0,0,95,6.63,32.55,34.78,0,0,12972
ST0502,HCM,2026-08-19-06,6.91,0,0,95,8.13,29.7,36.39,0,0,15893
ST0601,KHA,2026-08-19-06,4.77,0,0,95,5.61,27.16,37.34,0,0,10971
ST0602,KHA,2026-08-19-06,6.32,0,0,95,7.43,34.98,37.02,0,0,14536
ST0101,DBN,2026-08-19-07,4.27,0,0,95,5.02,26.39,29.34,0,0,9821
ST0102,DBN,2026-08-19-07,7.24,0,0,95,8.52,33.53,29.17,0,0,16652
ST0201,SLA,2026-08-19-07,5.0,0,0,95,5.88,27.25,31.37,0,0,11500
ST0202,SLA,2026-08-19-07,7.04,0,0,95,8.28,26.1,34.07,0,0,16192
ST0301,CMU,2026-08-19-07,7.17,0,0,95,8.43,26.88,37.62,0,0,16491
ST0302,CMU,2026-08-19-07,2.6,0,0,95,3.06,26.12,30.86,0,0,5980
ST0401,NBH,2026-08-19-07,7.26,0,0,95,8.54,30.91,32.05,0,0,16698
ST0402,NBH,2026-08-19-07,6.03,0,0,95,7.1,32.96,31.28,0,0,13869
ST0501,HCM,2026-08-19-07,4.16,0,0,95,4.89,33.39,33.91,0,0,9568
ST0502,HCM,2026-08-19-07,5.92,0,0,95,6.96,26.17,38.22,0,0,13616
ST0601,KHA,2026-08-19-07,6.42,0,0,95,7.55,27.54,32.99,0,0,14766
ST0602,KHA,2026-08-19-07,3.64,0,0,95,4.28,27.99,31.89,0,0,8372
ST0101,DBN,2026-08-19-08,6.13,0,0,95,7.21,25.45,33.72,0,0,14099
ST0102,DBN,2026-08-19-08,6.57,0,0,95,7.73,25.57,37.34,0,0,15111
ST0201,SLA,2026-08-19-08,6.71,0,0,95,7.89,26.68,33.4,0,0,15433
ST0202,SLA,2026-08-19-08,3.34,0,0,95,3.93,34.31,38.87,0,0,7682
ST0301,CMU,2026-08-19-08,2.8,0,0,95,3.3,30.24,38.47,0,0,6440
ST0302,CMU,2026-08-19-08,6.15,0,0,95,7.23,31.02,36.11,0,0,14145
ST0401,NBH,2026-08-19-08,7.11,0,0,95,8.37,26.68,35.95,0,0,16353
ST0402,NBH,2026-08-19-08,5.55,0,0,95,6.53,33.15,29.01,0,0,12765
ST0501,HCM,2026-08-19-08,2.6,0,0,95,3.06,28.42,38.63,0,0,5980
ST0502,HCM,2026-08-19-08,7.51,0,0,95,8.83,27.46,34.09,0,0,17273
ST0601,KHA,2026-08-19-08,6.83,0,0,95,8.03,34.66,35.7,0,0,15709
ST0602,KHA,2026-08-19-08,4.9,0,0,95,5.76,31.98,34.18,0,0,11270
ST0101,DBN,2026-08-19-09,3.96,0,0,95,4.66,25.17,29.97,0,0,9108
ST0102,DBN,2026-08-19-09,4.95,0,0,95,5.82,29.48,31.74,0,0,11385
ST0201,SLA,2026-08-19-09,5.86,0,0,95,6.89,28.37,31.43,0,0,13478
ST0202,SLA,2026-08-19-09,6.54,0,0,95,7.69,25.11,32.44,0,0,15042
ST0301,CMU,2026-08-19-09,4.97,0,0,95,5.85,30.44,36.68,0,0,11431
ST0302,CMU,2026-08-19-09,7.21,0,0,95,8.48,29.86,34.32,0,0,16583
ST0401,NBH,2026-08-19-09,2.89,0,0,95,3.4,30.53,29.35,0,0,6647
ST0402,NBH,2026-08-19-09,6.77,0,0,95,7.97,33.52,37.7,0,0,15571
ST0501,HCM,2026-08-19-09,2.69,0,0,95,3.17,32.79,32.94,0,0,6187
ST0502,HCM,2026-08-19-09,7.11,0,0,95,8.37,30.82,37.52,0,0,16353
ST0601,KHA,2026-08-19-09,5.8,0,0,95,6.82,30.04,33.53,0,0,13340
ST0602,KHA,2026-08-19-09,2.86,0,0,95,3.37,33.66,38.34,0,0,6578
ST0101,DBN,2026-08-19-10,4.56,0,0,95,5.36,32.91,38.25,0,0,10488
ST0102,DBN,2026-08-19-10,3.65,0,0,95,4.29,27.64,37.78,0,0,8395
ST0201,SLA,2026-08-19-10,5.9,0,0,95,6.94,34.56,37.9,0,0,13570
ST0202,SLA,2026-08-19-10,2.78,0,0,95,3.27,26.36,31.55,0,0,6394
ST0301,CMU,2026-08-19-10,6.54,0,0,95,7.7,25.09,35.93,0,0,15042
ST0302,CMU,2026-08-19-10,5.29,0,0,95,6.22,29.68,34.77,0,0,12167
ST0401,NBH,2026-08-19-10,3.51,0,0,95,4.13,34.34,36.57,0,0,8073
ST0402,NBH,2026-08-19-10,3.28,0,0,95,3.86,34.62,31.21,0,0,7544
ST0501,HCM,2026-08-19-10,5.9,0,0,95,6.94,26.16,36.87,0,0,13570
ST0502,HCM,2026-08-19-10,2.91,0,0,95,3.42,25.68,34.86,0,0,6693
ST0601,KHA,2026-08-19-10,6.98,0,0,95,8.21,32.69,37.27,0,0,16054
ST0602,KHA,2026-08-19-10,2.69,0,0,95,3.16,25.14,37.28,0,0,6187
ST0101,DBN,2026-08-19-11,4.99,0,0,95,5.87,27.92,37.73,0,0,11477
ST0102,DBN,2026-08-19-11,3.76,0,0,95,4.42,31.03,38.65,0,0,8648
ST0201,SLA,2026-08-19-11,3.72,0,0,95,4.38,33.08,35.17,0,0,8556
ST0202,SLA,2026-08-19-11,3.15,0,0,95,3.7,32.73,36.37,0,0,7245
ST0301,CMU,2026-08-19-11,3.44,0,0,95,4.05,33.76,36.0,0,0,7912
ST0302,CMU,2026-08-19-11,3.15,0,0,95,3.71,33.9,38.03,0,0,7245
ST0401,NBH,2026-08-19-11,7.0,0,0,95,8.24,27.1,38.08,0,0,16100
ST0402,NBH,2026-08-19-11,6.42,0,0,95,7.55,33.4,33.76,0,0,14766
ST0501,HCM,2026-08-19-11,7.33,0,0,95,8.62,30.34,31.38,0,0,16859
ST0502,HCM,2026-08-19-11,5.97,0,0,95,7.02,34.14,29.77,0,0,13731
ST0601,KHA,2026-08-19-11,3.55,0,0,95,4.18,32.64,29.91,0,0,8165
ST0602,KHA,2026-08-19-11,4.13,0,0,95,4.86,29.96,30.16,0,0,9499
ST0101,DBN,2026-08-19-12,6.04,0,0,95,7.11,32.4,33.74,0,0,13892
ST0102,DBN,2026-08-19-12,3.82,0,0,95,4.5,33.76,30.21,0,0,8786
ST0201,SLA,2026-08-19-12,5.47,0,0,95,6.43,33.9,30.1,0,0,12581
ST0202,SLA,2026-08-19-12,4.84,0,0,95,5.7,34.28,34.69,0,0,11132
ST0301,CMU,2026-08-19-12,5.3,0,0,95,6.23,27.35,38.31,0,0,12190
ST0302,CMU,2026-08-19-12,4.33,0,0,95,5.1,33.48,35.25,0,0,9959
ST0401,NBH,2026-08-19-12,6.54,0,0,95,7.69,25.66,37.48,0,0,15042
ST0402,NBH,2026-08-19-12,3.71,0,0,95,4.36,27.34,35.35,0,0,8533
ST0501,HCM,2026-08-19-12,7.1,0,0,95,8.35,27.56,29.86,0,0,16330
ST0502,HCM,2026-08-19-12,4.23,0,0,95,4.98,33.73,32.39,0,0,9729
ST0601,KHA,2026-08-19-12,5.16,0,0,95,6.07,30.95,30.59,0,0,11868
ST0602,KHA,2026-08-19-12,3.86,0,0,95,4.54,27.03,31.08,0,0,8878
ST0101,DBN,2026-08-19-13,5.58,0,0,95,6.57,29.78,33.47,0,0,12834
ST0102,DBN,2026-08-19-13,3.07,0,0,95,3.61,33.98,38.18,0,0,7061
ST0201,SLA,2026-08-19-13,4.05,0,0,95,4.76,25.03,35.89,0,0,9315
ST0202,SLA,2026-08-19-13,6.02,0,0,95,7.08,31.4,29.1,0,0,13846
ST0301,CMU,2026-08-19-13,3.0,0,0,95,3.53,28.4,32.1,0,0,6900
ST0302,CMU,2026-08-19-13,2.96,0,0,95,3.48,32.46,37.86,0,0,6808
ST0401,NBH,2026-08-19-13,7.17,0,0,95,8.43,29.95,29.47,0,0,16491
ST0402,NBH,2026-08-19-13,2.9,0,0,95,3.41,29.23,32.37,0,0,6670
ST0501,HCM,2026-08-19-13,5.41,0,0,95,6.37,27.19,36.4,0,0,12443
ST0502,HCM,2026-08-19-13,5.92,0,0,95,6.96,25.11,33.33,0,0,13616
ST0601,KHA,2026-08-19-13,4.57,0,0,95,5.38,32.2,33.89,0,0,10511
ST0602,KHA,2026-08-19-13,7.06,0,0,95,8.31,27.69,32.8,0,0,16238
ST0101,DBN,2026-08-19-14,7.22,0,0,95,8.49,32.66,31.6,0,0,16606
ST0102,DBN,2026-08-19-14,6.29,0,0,95,7.4,25.96,34.74,0,0,14467
ST0201,SLA,2026-08-19-14,7.16,0,0,95,8.42,30.32,37.18,0,0,16468
ST0202,SLA,2026-08-19-14,2.9,0,0,95,3.41,30.52,30.4,0,0,6670
ST0301,CMU,2026-08-19-14,5.26,0,0,95,6.19,33.35,38.83,0,0,12098
ST0302,CMU,2026-08-19-14,5.15,0,0,95,6.06,27.12,37.67,0,0,11845
ST0401,NBH,2026-08-19-14,6.94,0,0,95,8.16,25.54,36.62,0,0,15962
ST0402,NBH,2026-08-19-14,3.33,0,0,95,3.92,32.23,34.26,0,0,7659
ST0501,HCM,2026-08-19-14,7.18,0,0,95,8.45,34.61,35.06,0,0,16514
ST0502,HCM,2026-08-19-14,7.28,0,0,95,8.56,29.98,35.86,0,0,16744
ST0601,KHA,2026-08-19-14,6.12,0,0,95,7.2,27.1,29.98,0,0,14076
ST0602,KHA,2026-08-19-14,2.98,0,0,95,3.51,34.17,33.32,0,0,6854
ST0101,DBN,2026-08-19-15,2.93,0,0,95,3.45,33.24,34.72,0,0,6739
ST0102,DBN,2026-08-19-15,4.38,0,0,95,5.15,28.74,30.49,0,0,10074
ST0201,SLA,2026-08-19-15,6.74,0,0,95,7.93,29.95,35.13,0,0,15502
ST0202,SLA,2026-08-19-15,5.54,0,0,95,6.52,26.57,34.69,0,0,12742
ST0301,CMU,2026-08-19-15,4.47,0,0,95,5.26,25.83,35.72,0,0,10281
ST0302,CMU,2026-08-19-15,3.14,0,0,95,3.69,27.58,37.23,0,0,7222
ST0401,NBH,2026-08-19-15,7.29,0,0,95,8.58,28.14,35.87,0,0,16767
ST0402,NBH,2026-08-19-15,3.31,0,0,95,3.89,34.73,31.66,0,0,7613
ST0501,HCM,2026-08-19-15,7.14,0,0,95,8.4,30.25,34.62,0,0,16422
ST0502,HCM,2026-08-19-15,3.36,0,0,95,3.95,34.75,33.38,0,0,7728
ST0601,KHA,2026-08-19-15,7.51,0,0,95,8.84,27.3,36.45,0,0,17273
ST0602,KHA,2026-08-19-15,4.82,0,0,95,5.67,32.77,31.54,0,0,11086
ST0101,DBN,2026-08-19-16,4.52,0,0,95,5.32,32.65,35.86,0,0,10396
ST0102,DBN,2026-08-19-16,7.16,0,0,95,8.42,34.47,35.38,0,0,16468
ST0201,SLA,2026-08-19-16,4.77,0,0,95,5.61,28.04,33.92,0,0,10971
ST0202,SLA,2026-08-19-16,5.62,0,0,95,6.61,32.74,30.39,0,0,12926
ST0301,CMU,2026-08-19-16,5.66,0,0,95,6.66,29.8,30.76,0,0,13018
ST0302,CMU,2026-08-19-16,6.26,0,0,95,7.37,29.15,29.31,0,0,14398
ST0401,NBH,2026-08-19-16,7.2,0,0,95,8.47,30.33,36.64,0,0,16560
ST0402,NBH,2026-08-19-16,3.09,0,0,95,3.64,25.26,37.77,0,0,7107
ST0501,HCM,2026-08-19-16,6.08,0,0,95,7.15,27.08,33.66,0,0,13984
ST0502,HCM,2026-08-19-16,6.35,0,0,95,7.47,26.42,34.69,0,0,14605
ST0601,KHA,2026-08-19-16,6.62,0,0,95,7.79,31.01,36.17,0,0,15226
ST0602,KHA,2026-08-19-16,2.58,0,0,95,3.04,33.6,32.91,0,0,5934
ST0101,DBN,2026-08-19-17,3.36,0,0,95,3.95,27.27,36.67,0,0,7728
ST0102,DBN,2026-08-19-17,4.33,0,0,95,5.1,25.36,38.54,0,0,9959
ST0201,SLA,2026-08-19-17,4.48,0,0,95,5.27,27.09,34.64,0,0,10304
ST0202,SLA,2026-08-19-17,7.61,0,0,95,8.95,31.38,37.71,0,0,17503
ST0301,CMU,2026-08-19-17,4.56,0,0,95,5.37,26.68,35.7,0,0,10488
ST0302,CMU,2026-08-19-17,6.93,0,0,95,8.15,29.16,30.52,0,0,15939
ST0401,NBH,2026-08-19-17,3.94,0,0,95,4.63,33.01,32.99,0,0,9062
ST0402,NBH,2026-08-19-17,4.31,0,0,95,5.07,34.93,38.8,0,0,9913
ST0501,HCM,2026-08-19-17,4.9,0,0,95,5.77,26.78,36.42,0,0,11270
ST0502,HCM,2026-08-19-17,3.3,0,0,95,3.88,32.39,30.44,0,0,7590
ST0601,KHA,2026-08-19-17,4.45,0,0,95,5.23,28.38,31.43,0,0,10235
ST0602,KHA,2026-08-19-17,6.61,0,0,95,7.78,29.33,30.96,0,0,15203
ST0101,DBN,2026-08-19-18,5.61,0,0,95,6.6,27.36,35.37,0,0,12903
ST0102,DBN,2026-08-19-18,8.61,0,0,95,10.13,32.99,30.79,0,0,19803
ST0201,SLA,2026-08-19-18,6.85,0,0,95,8.06,25.96,30.61,0,0,15755
ST0202,SLA,2026-08-19-18,3.88,0,0,95,4.56,33.81,32.57,0,0,8924
ST0301,CMU,2026-08-19-18,5.67,0,0,95,6.67,31.58,37.24,0,0,13041
ST0302,CMU,2026-08-19-18,9.98,0,0,95,11.74,29.92,35.03,0,0,22954
ST0401,NBH,2026-08-19-18,5.68,0,0,95,6.68,29.65,31.09,0,0,13064
ST0402,NBH,2026-08-19-18,8.81,0,0,95,10.37,32.08,35.02,0,0,20263
ST0501,HCM,2026-08-19-18,7.98,0,0,95,9.39,31.34,29.46,0,0,18354
ST0502,HCM,2026-08-19-18,8.43,0,0,95,9.92,31.3,31.15,0,0,19389
ST0601,KHA,2026-08-19-18,6.5,0,0,95,7.65,30.83,29.38,0,0,14950
ST0602,KHA,2026-08-19-18,5.32,0,0,95,6.26,33.47,31.44,0,0,12236
ST0101,DBN,2026-08-19-19,8.43,0,0,95,9.92,34.54,38.87,0,0,19389
ST0102,DBN,2026-08-19-19,7.08,0,0,95,8.33,25.33,33.18,0,0,16284
ST0201,SLA,2026-08-19-19,8.23,0,0,95,9.68,31.62,29.57,0,0,18929
ST0202,SLA,2026-08-19-19,10.69,0,0,95,12.58,31.54,33.54,0,0,24587
ST0301,CMU,2026-08-19-19,7.69,0,0,95,9.05,26.09,29.68,0,0,17687
ST0302,CMU,2026-08-19-19,7.73,0,0,95,9.09,33.61,34.45,0,0,17779
ST0401,NBH,2026-08-19-19,8.19,0,0,95,9.64,32.91,31.18,0,0,18837
ST0402,NBH,2026-08-19-19,6.46,0,0,95,7.6,34.01,36.93,0,0,14858
ST0501,HCM,2026-08-19-19,8.07,0,0,95,9.49,31.93,31.66,0,0,18561
ST0502,HCM,2026-08-19-19,4.74,0,0,95,5.58,30.98,29.36,0,0,10902
ST0601,KHA,2026-08-19-19,4.25,0,0,95,5.0,32.62,32.78,0,0,9775
ST0602,KHA,2026-08-19-19,5.54,0,0,95,6.52,27.47,35.54,0,0,12742
ST0101,DBN,2026-08-19-20,6.44,0,0,95,7.58,31.28,35.83,0,0,14812
ST0102,DBN,2026-08-19-20,6.65,0,0,95,7.82,25.07,30.49,0,0,15295
ST0201,SLA,2026-08-19-20,9.88,0,0,95,11.62,26.1,30.85,0,0,22724
ST0202,SLA,2026-08-19-20,4.31,0,0,95,5.07,33.71,31.99,0,0,9913
ST0301,CMU,2026-08-19-20,5.81,0,0,95,6.84,28.8,33.31,0,0,13363
ST0302,CMU,2026-08-19-20,9.66,0,0,95,11.36,30.0,34.14,0,0,22218
ST0401,NBH,2026-08-19-20,6.84,0,0,95,8.05,29.22,33.43,0,0,15732
ST0402,NBH,2026-08-19-20,6.15,0,0,95,7.23,27.74,30.63,0,0,14145
ST0501,HCM,2026-08-19-20,4.97,0,0,95,5.85,27.78,34.0,0,0,11431
ST0502,HCM,2026-08-19-20,6.16,0,0,95,7.25,29.47,33.51,0,0,14168
ST0601,KHA,2026-08-19-20,9.92,0,0,95,11.67,34.74,33.45,0,0,22816
ST0602,KHA,2026-08-19-20,9.83,0,0,95,11.57,27.41,34.77,0,0,22609
ST0101,DBN,2026-08-19-21,5.42,0,0,95,6.38,30.22,37.53,0,0,12466
ST0102,DBN,2026-08-19-21,4.44,0,0,95,5.22,30.13,29.62,0,0,10212
ST0201,SLA,2026-08-19-21,5.76,0,0,95,6.78,31.44,30.67,0,0,13248
ST0202,SLA,2026-08-19-21,10.33,1.82,0,55,12.15,25.63,36.55,30,1,23759
ST0301,CMU,2026-08-19-21,4.11,0,0,95,4.83,29.35,33.5,0,0,9453
ST0302,CMU,2026-08-19-21,4.91,0,0,95,5.78,31.19,37.07,0,0,11293
ST0401,NBH,2026-08-19-21,5.87,0,0,95,6.91,33.8,33.57,0,0,13501
ST0402,NBH,2026-08-19-21,5.43,0,0,95,6.39,27.37,32.39,0,0,12489
ST0501,HCM,2026-08-19-21,4.47,0,0,95,5.26,29.28,37.71,0,0,10281
ST0502,HCM,2026-08-19-21,9.09,0,0,95,10.7,32.03,33.83,0,0,20907
ST0601,KHA,2026-08-19-21,7.43,0,0,95,8.74,30.76,31.08,0,0,17089
ST0602,KHA,2026-08-19-21,10.59,0,0,95,12.46,26.37,32.43,0,0,24357
ST0101,DBN,2026-08-19-22,3.86,0,0,95,4.54,28.99,37.04,0,0,8878
ST0102,DBN,2026-08-19-22,9.32,0,0,95,10.97,29.72,38.08,0,0,21436
ST0201,SLA,2026-08-19-22,4.85,0,0,95,5.71,28.93,37.24,0,0,11155
ST0202,SLA,2026-08-19-22,9.58,1.69,0,55,11.27,25.56,32.81,30,1,22034
ST0301,CMU,2026-08-19-22,5.02,0,0,95,5.9,30.7,35.64,0,0,11546
ST0302,CMU,2026-08-19-22,4.96,0,0,95,5.84,29.44,37.81,0,0,11408
ST0401,NBH,2026-08-19-22,3.67,0,0,95,4.32,30.87,29.13,0,0,8441
ST0402,NBH,2026-08-19-22,6.64,0,0,95,7.81,27.64,33.76,0,0,15272
ST0501,HCM,2026-08-19-22,7.08,0,0,95,8.33,33.19,34.21,0,0,16284
ST0502,HCM,2026-08-19-22,4.44,0,0,95,5.22,29.54,30.21,0,0,10212
ST0601,KHA,2026-08-19-22,3.79,0,0,95,4.46,31.53,30.44,0,0,8717
ST0602,KHA,2026-08-19-22,5.45,0,0,95,6.41,27.7,33.38,0,0,12535
ST0101,DBN,2026-08-19-23,6.52,0,0,95,7.67,25.7,30.05,0,0,14996
ST0102,DBN,2026-08-19-23,4.37,0,0,95,5.14,27.36,36.33,0,0,10051
ST0201,SLA,2026-08-19-23,2.73,0,0,95,3.21,25.26,29.69,0,0,6279
ST0202,SLA,2026-08-19-23,4.59,0.81,0,55,5.4,33.29,32.52,30,1,10557
ST0301,CMU,2026-08-19-23,3.41,0,0,95,4.01,25.56,29.24,0,0,7843
ST0302,CMU,2026-08-19-23,6.51,0,0,95,7.66,27.17,38.76,0,0,14973
ST0401,NBH,2026-08-19-23,5.98,0,0,95,7.03,27.04,36.4,0,0,13754
ST0402,NBH,2026-08-19-23,5.92,0,0,95,6.97,29.22,30.27,0,0,13616
ST0501,HCM,2026-08-19-23,3.64,0,0,95,4.28,34.4,29.57,0,0,8372
ST0502,HCM,2026-08-19-23,4.56,0,0,95,5.36,25.67,33.82,0,0,10488
ST0601,KHA,2026-08-19-23,7.51,0,0,95,8.83,29.86,34.4,0,0,17273
ST0602,KHA,2026-08-19-23,5.16,0,0,95,6.07,30.13,31.65,0,0,11868
ST0101,DBN,2026-08-20-00,5.68,0,0,95,6.68,31.18,31.8,0,0,13064
ST0102,DBN,2026-08-20-00,5.64,0,0,95,6.63,32.79,36.95,0,0,12972
ST0201,SLA,2026-08-20-00,5.45,0,0,95,6.41,26.84,36.19,0,0,12535
ST0202,SLA,2026-08-20-00,5.65,0,0,95,6.65,32.08,29.11,0,0,12995
ST0301,CMU,2026-08-20-00,4.01,0,0,95,4.72,25.38,33.41,0,0,9223
ST0302,CMU,2026-08-20-00,6.36,0,0,95,7.48,27.23,37.84,0,0,14628
ST0401,NBH,2026-08-20-00,3.2,0,0,95,3.77,25.31,29.6,0,0,7360
ST0402,NBH,2026-08-20-00,5.79,0,0,95,6.81,30.73,33.23,0,0,13317
ST0501,HCM,2026-08-20-00,2.87,0,0,95,3.38,26.15,37.75,0,0,6601
ST0502,HCM,2026-08-20-00,4.83,0,0,95,5.68,31.98,32.58,0,0,11109
ST0601,KHA,2026-08-20-00,4.83,0,0,95,5.68,34.03,35.36,0,0,11109
ST0602,KHA,2026-08-20-00,3.76,0,0,95,4.42,27.17,29.97,0,0,8648
ST0101,DBN,2026-08-20-01,7.51,0,0,95,8.84,34.25,36.75,0,0,17273
