meter_reading_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-METER_READING_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,17.55,index,valid,synthetic_energy,4.09,0,4.09,9407
ENERGY-METER_READING_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,43.79,index,valid,synthetic_energy,3.45,0,3.45,7935
ENERGY-METER_READING_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,52.9,index,valid,synthetic_energy,4.9,0,4.9,11270
ENERGY-METER_READING_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,48.89,index,valid,synthetic_energy,5.84,0,5.84,13432
ENERGY-METER_READING_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,45.89,index,valid,synthetic_energy,4.26,0,4.26,9798
ENERGY-METER_READING_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,23.53,index,valid,synthetic_energy,4.85,0,4.85,11155
ENERGY-METER_READING_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,73.48,index,valid,synthetic_energy,7.28,0,7.28,16744
ENERGY-METER_READING_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,55.5,index,valid,synthetic_energy,7.96,0,7.96,18308
ENERGY-METER_READING_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,81.44,index,valid,synthetic_energy,7.83,0,7.83,18009
ENERGY-METER_READING_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,70.6,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-METER_READING_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,69.43,index,valid,synthetic_energy,4.9,0,4.9,11270
ENERGY-METER_READING_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,25.72,index,valid,synthetic_energy,3.45,0,3.45,7935
ENERGY-METER_READING_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,15.58,index,valid,synthetic_energy,6.35,0,6.35,14605
ENERGY-METER_READING_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,67.72,index,valid,synthetic_energy,6.78,0,6.78,15594
ENERGY-METER_READING_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,47.89,index,valid,synthetic_energy,4.43,0,4.43,10189
ENERGY-METER_READING_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,70.44,index,valid,synthetic_energy,7.4,0,7.4,17020
ENERGY-METER_READING_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,24.15,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-METER_READING_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,83.8,index,valid,synthetic_energy,7.02,0,7.02,16146
ENERGY-METER_READING_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,37.33,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-METER_READING_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,65.22,index,valid,synthetic_energy,5.37,0,5.37,12351
ENERGY-METER_READING_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,56.66,index,valid,synthetic_energy,7.75,0,7.75,17825
ENERGY-METER_READING_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,83.66,index,valid,synthetic_energy,5.53,0,5.53,12719
ENERGY-METER_READING_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,41.3,index,valid,synthetic_energy,7.09,0,7.09,16307
ENERGY-METER_READING_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,71.35,index,valid,synthetic_energy,3.97,0,3.97,9131
ENERGY-METER_READING_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,25.93,index,valid,synthetic_energy,5.5,0,5.5,12650
ENERGY-METER_READING_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,70.0,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-METER_READING_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,19.87,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-METER_READING_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,17.11,index,valid,synthetic_energy,5.69,0,5.69,13087
ENERGY-METER_READING_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,76.74,index,valid,synthetic_energy,6.63,0,6.63,15249
ENERGY-METER_READING_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,18.62,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-METER_READING_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,18.34,index,valid,synthetic_energy,7.79,0,7.79,17917
ENERGY-METER_READING_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,57.32,index,valid,synthetic_energy,7.33,0,7.33,16859
ENERGY-METER_READING_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,20.84,index,valid,synthetic_energy,6.9,0,6.9,15870
ENERGY-METER_READING_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,64.0,index,valid,synthetic_energy,6.55,0,6.55,15065
ENERGY-METER_READING_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,77.29,index,valid,synthetic_energy,6.16,0,6.16,14168
ENERGY-METER_READING_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,46.55,index,valid,synthetic_energy,3.98,0,3.98,9154
ENERGY-METER_READING_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,67.25,index,valid,synthetic_energy,6.25,0,6.25,14375
ENERGY-METER_READING_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,35.66,index,valid,synthetic_energy,5.09,0,5.09,11707
ENERGY-METER_READING_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,18.36,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-METER_READING_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,71.41,index,valid,synthetic_energy,4.62,0,4.62,10626
ENERGY-METER_READING_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,68.65,index,valid,synthetic_energy,7.18,0,7.18,16514
ENERGY-METER_READING_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,72.06,index,valid,synthetic_energy,6.07,0,6.07,13961
ENERGY-METER_READING_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,69.08,index,valid,synthetic_energy,6.53,0,6.53,15019
ENERGY-METER_READING_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,41.22,index,valid,synthetic_energy,6.32,0,6.32,14536
ENERGY-METER_READING_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,53.06,index,valid,synthetic_energy,5.33,0,5.33,12259
ENERGY-METER_READING_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,20.14,index,valid,synthetic_energy,5.86,0,5.86,13478
ENERGY-METER_READING_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,79.57,index,valid,synthetic_energy,5.3,0,5.3,12190
ENERGY-METER_READING_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,63.36,index,valid,synthetic_energy,5.93,0,5.93,13639
ENERGY-METER_READING_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,50.88,index,valid,synthetic_energy,5.55,0,5.55,12765
ENERGY-METER_READING_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,29.98,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-METER_READING_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,61.69,index,valid,synthetic_energy,4.03,0,4.03,9269
ENERGY-METER_READING_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,52.72,index,valid,synthetic_energy,4.32,0,4.32,9936
ENERGY-METER_READING_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,76.13,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-METER_READING_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,35.55,index,valid,synthetic_energy,4.24,0,4.24,9752
ENERGY-METER_READING_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,84.77,index,valid,synthetic_energy,3.08,0,3.08,7084
ENERGY-METER_READING_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,55.96,index,valid,synthetic_energy,6.95,0,6.95,15985
ENERGY-METER_READING_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,73.19,index,valid,synthetic_energy,4.38,0,4.38,10074
ENERGY-METER_READING_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,15.9,index,valid,synthetic_energy,3.5,0,3.5,8050
ENERGY-METER_READING_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,59.02,index,valid,synthetic_energy,7.72,0,7.72,17756
ENERGY-METER_READING_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,23.21,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-METER_READING_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,56.32,index,valid,synthetic_energy,6.93,0,6.93,15939
ENERGY-METER_READING_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,57.12,index,valid,synthetic_energy,5.86,0,5.86,13478
ENERGY-METER_READING_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,59.97,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-METER_READING_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,54.41,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-METER_READING_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,36.02,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-METER_READING_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,57.09,index,valid,synthetic_energy,4.46,0,4.46,10258
ENERGY-METER_READING_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,55.71,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-METER_READING_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,71.7,index,valid,synthetic_energy,7.78,0,7.78,17894
ENERGY-METER_READING_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,42.7,index,valid,synthetic_energy,3.68,0,3.68,8464
ENERGY-METER_READING_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,39.14,index,valid,synthetic_energy,3.2,0,3.2,7360
ENERGY-METER_READING_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,34.04,index,valid,synthetic_energy,3.48,0,3.48,8004
ENERGY-METER_READING_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,44.82,index,valid,synthetic_energy,4.38,0,4.38,10074
ENERGY-METER_READING_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,53.31,index,valid,synthetic_energy,5.37,0,5.37,12351
ENERGY-METER_READING_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,47.02,index,valid,synthetic_energy,6.81,0,6.81,15663
ENERGY-METER_READING_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,79.26,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-METER_READING_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,54.56,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-METER_READING_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,71.15,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-METER_READING_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,58.94,index,valid,synthetic_energy,5.93,0,5.93,13639
ENERGY-METER_READING_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,66.59,index,valid,synthetic_energy,3.3,0,3.3,7590
ENERGY-METER_READING_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,25.59,index,valid,synthetic_energy,5.75,0,5.75,13225
ENERGY-METER_READING_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,78.13,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-METER_READING_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,25.56,index,valid,synthetic_energy,7.41,0,7.41,17043
ENERGY-METER_READING_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,20.68,index,valid,synthetic_energy,7.88,0,7.88,18124
ENERGY-METER_READING_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,19.91,index,valid,synthetic_energy,7.99,0,7.99,18377
ENERGY-METER_READING_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,83.26,index,valid,synthetic_energy,6.9,0,6.9,15870
ENERGY-METER_READING_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,54.4,index,valid,synthetic_energy,3.92,0,3.92,9016
ENERGY-METER_READING_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,21.41,index,valid,synthetic_energy,5.37,0,5.37,12351
ENERGY-METER_READING_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,40.09,index,valid,synthetic_energy,5.08,0,5.08,11684
ENERGY-METER_READING_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,73.43,index,valid,synthetic_energy,5.24,0,5.24,12052
ENERGY-METER_READING_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,53.53,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-METER_READING_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,50.09,index,valid,synthetic_energy,6.91,0,6.91,15893
ENERGY-METER_READING_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,65.87,index,valid,synthetic_energy,7.89,0,7.89,18147
ENERGY-METER_READING_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,63.05,index,valid,synthetic_energy,6.78,0,6.78,15594
ENERGY-METER_READING_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,36.46,index,valid,synthetic_energy,6.74,0,6.74,15502
ENERGY-METER_READING_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,25.94,index,valid,synthetic_energy,4.37,0,4.37,10051
ENERGY-METER_READING_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,29.8,index,valid,synthetic_energy,6.14,0,6.14,14122
ENERGY-METER_READING_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,81.48,index,valid,synthetic_energy,6.12,0,6.12,14076
ENERGY-METER_READING_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,34.66,index,valid,synthetic_energy,5.09,0,5.09,11707
ENERGY-METER_READING_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,45.99,index,valid,synthetic_energy,7.16,0,7.16,16468
ENERGY-METER_READING_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,74.82,index,valid,synthetic_energy,5.43,0,5.43,12489
ENERGY-METER_READING_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,57.06,index,valid,synthetic_energy,3.95,0,3.95,9085
ENERGY-METER_READING_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,16.59,index,valid,synthetic_energy,6.65,0,6.65,15295
ENERGY-METER_READING_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,64.94,index,valid,synthetic_energy,3.78,0,3.78,8694
ENERGY-METER_READING_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,62.3,index,valid,synthetic_energy,4.54,0,4.54,10442
ENERGY-METER_READING_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,37.22,index,valid,synthetic_energy,4.37,0,4.37,10051
ENERGY-METER_READING_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,18.91,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-METER_READING_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,75.9,index,valid,synthetic_energy,7.0,0,7.0,16100
ENERGY-METER_READING_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,32.81,index,valid,synthetic_energy,6.03,0,6.03,13869
ENERGY-METER_READING_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,79.95,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-METER_READING_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,79.82,index,valid,synthetic_energy,3.81,0,3.81,8763
ENERGY-METER_READING_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,48.77,index,valid,synthetic_energy,7.52,0,7.52,17296
ENERGY-METER_READING_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,65.21,index,valid,synthetic_energy,6.08,0,6.08,13984
ENERGY-METER_READING_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,24.86,index,valid,synthetic_energy,7.71,0,7.71,17733
ENERGY-METER_READING_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,57.36,index,valid,synthetic_energy,3.98,0,3.98,9154
ENERGY-METER_READING_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,78.65,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-METER_READING_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,63.22,index,valid,synthetic_energy,4.75,0,4.75,10925
ENERGY-METER_READING_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,67.53,index,valid,synthetic_energy,7.79,0,7.79,17917
ENERGY-METER_READING_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,61.26,index,valid,synthetic_energy,3.95,0,3.95,9085
ENERGY-METER_READING_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,18.34,index,valid,synthetic_energy,5.48,0,5.48,12604
ENERGY-METER_READING_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,83.64,index,valid,synthetic_energy,6.12,0,6.12,14076
ENERGY-METER_READING_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,18.16,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-METER_READING_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,27.78,index,valid,synthetic_energy,5.69,0,5.69,13087
ENERGY-METER_READING_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,49.87,index,valid,synthetic_energy,5.53,0,5.53,12719
ENERGY-METER_READING_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,30.03,index,valid,synthetic_energy,6.09,0,6.09,14007
ENERGY-METER_READING_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,79.83,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-METER_READING_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,53.61,index,valid,synthetic_energy,3.11,0,3.11,7153
ENERGY-METER_READING_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,20.19,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-METER_READING_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,59.03,index,valid,synthetic_energy,5.8,0,5.8,13340
ENERGY-METER_READING_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,82.09,index,valid,synthetic_energy,3.89,0,3.89,8947
ENERGY-METER_READING_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,84.93,index,valid,synthetic_energy,3.34,0,3.34,7682
ENERGY-METER_READING_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,28.37,index,valid,synthetic_energy,5.82,0,5.82,13386
ENERGY-METER_READING_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,15.84,index,valid,synthetic_energy,7.14,0,7.14,16422
ENERGY-METER_READING_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,43.19,index,valid,synthetic_energy,4.2,0,4.2,9660
ENERGY-METER_READING_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,56.16,index,valid,synthetic_energy,7.8,0,7.8,17940
ENERGY-METER_READING_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,69.46,index,valid,synthetic_energy,3.23,0,3.23,7429
ENERGY-METER_READING_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,71.7,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-METER_READING_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,76.42,index,valid,synthetic_energy,4.27,0,4.27,9821
ENERGY-METER_READING_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,83.75,index,valid,synthetic_energy,3.19,0,3.19,7337
ENERGY-METER_READING_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,26.8,index,valid,synthetic_energy,4.8,0,4.8,11040
ENERGY-METER_READING_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,52.63,index,valid,synthetic_energy,6.35,0,6.35,14605
ENERGY-METER_READING_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,81.43,index,valid,synthetic_energy,7.62,0,7.62,17526
ENERGY-METER_READING_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,47.11,index,valid,synthetic_energy,7.14,0,7.14,16422
ENERGY-METER_READING_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,45.04,index,valid,synthetic_energy,7.02,0,7.02,16146
ENERGY-METER_READING_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,24.85,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-METER_READING_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,76.28,index,valid,synthetic_energy,7.01,0,7.01,16123
ENERGY-METER_READING_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,42.05,index,valid,synthetic_energy,3.53,0,3.53,8119
ENERGY-METER_READING_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,70.0,index,valid,synthetic_energy,5.73,0,5.73,13179
ENERGY-METER_READING_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,77.71,index,valid,synthetic_energy,7.24,0,7.24,16652
ENERGY-METER_READING_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,33.84,index,valid,synthetic_energy,4.01,0,4.01,9223
ENERGY-METER_READING_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,22.9,index,valid,synthetic_energy,3.86,0,3.86,8878
ENERGY-METER_READING_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,42.1,index,valid,synthetic_energy,3.6,0,3.6,8280
ENERGY-METER_READING_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,56.21,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-METER_READING_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,49.01,index,valid,synthetic_energy,4.52,0,4.52,10396
ENERGY-METER_READING_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,64.87,index,valid,synthetic_energy,7.1,0,7.1,16330
ENERGY-METER_READING_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,73.97,index,valid,synthetic_energy,4.22,0,4.22,9706
ENERGY-METER_READING_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,53.11,index,valid,synthetic_energy,6.04,0,6.04,13892
