grid_supply_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-GRID_SUPPLY_HOURLY-02-03,ST0301,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,80.1,index,valid,synthetic_energy,6.74,0,6.74,15502
ENERGY-GRID_SUPPLY_HOURLY-02-04,ST0301,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,29.91,index,valid,synthetic_energy,7.99,0,7.99,18377
ENERGY-GRID_SUPPLY_HOURLY-02-05,ST0301,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,59.27,index,valid,synthetic_energy,7.2,0,7.2,16560
ENERGY-GRID_SUPPLY_HOURLY-02-06,ST0301,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,52.49,index,valid,synthetic_energy,4.6,0,4.6,10580
ENERGY-GRID_SUPPLY_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,57.05,index,valid,synthetic_energy,7.38,0,7.38,16974
ENERGY-GRID_SUPPLY_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,72.16,index,valid,synthetic_energy,6.93,0,6.93,15939
ENERGY-GRID_SUPPLY_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,51.21,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-GRID_SUPPLY_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,65.0,index,valid,synthetic_energy,3.53,0,3.53,8119
ENERGY-GRID_SUPPLY_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,82.69,index,valid,synthetic_energy,4.49,0,4.49,10327
ENERGY-GRID_SUPPLY_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,29.15,index,valid,synthetic_energy,5.65,0,5.65,12995
ENERGY-GRID_SUPPLY_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,28.48,index,valid,synthetic_energy,7.23,0,7.23,16629
ENERGY-GRID_SUPPLY_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,54.84,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-GRID_SUPPLY_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,46.97,index,valid,synthetic_energy,4.51,0,4.51,10373
ENERGY-GRID_SUPPLY_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,81.26,index,valid,synthetic_energy,5.87,0,5.87,13501
ENERGY-GRID_SUPPLY_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,27.72,index,valid,synthetic_energy,4.96,0,4.96,11408
ENERGY-GRID_SUPPLY_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,75.68,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-GRID_SUPPLY_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,28.15,index,valid,synthetic_energy,5.02,0,5.02,11546
ENERGY-GRID_SUPPLY_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,83.85,index,valid,synthetic_energy,4.6,0,4.6,10580
ENERGY-GRID_SUPPLY_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,76.99,index,valid,synthetic_energy,4.93,0,4.93,11339
ENERGY-GRID_SUPPLY_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,31.75,index,valid,synthetic_energy,3.21,0,3.21,7383
ENERGY-GRID_SUPPLY_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,54.9,index,valid,synthetic_energy,4.62,0,4.62,10626
ENERGY-GRID_SUPPLY_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,67.43,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-GRID_SUPPLY_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,30.52,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-GRID_SUPPLY_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,46.33,index,valid,synthetic_energy,7.84,0,7.84,18032
ENERGY-GRID_SUPPLY_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,19.7,index,valid,synthetic_energy,5.96,0,5.96,13708
ENERGY-GRID_SUPPLY_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,84.13,index,valid,synthetic_energy,7.5,0,7.5,17250
ENERGY-GRID_SUPPLY_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,57.53,index,valid,synthetic_energy,7.32,0,7.32,16836
ENERGY-GRID_SUPPLY_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,63.49,index,valid,synthetic_energy,4.32,0,4.32,9936
ENERGY-GRID_SUPPLY_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,54.16,index,valid,synthetic_energy,6.71,0,6.71,15433
ENERGY-GRID_SUPPLY_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,24.74,index,valid,synthetic_energy,3.98,0,3.98,9154
ENERGY-GRID_SUPPLY_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,44.56,index,valid,synthetic_energy,5.39,0,5.39,12397
ENERGY-GRID_SUPPLY_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,30.43,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-GRID_SUPPLY_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,42.26,index,valid,synthetic_energy,5.76,0,5.76,13248
ENERGY-GRID_SUPPLY_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,67.79,index,valid,synthetic_energy,5.06,0,5.06,11638
ENERGY-GRID_SUPPLY_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,41.1,index,valid,synthetic_energy,6.05,0,6.05,13915
ENERGY-GRID_SUPPLY_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,69.37,index,valid,synthetic_energy,7.78,0,7.78,17894
ENERGY-GRID_SUPPLY_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,70.88,index,valid,synthetic_energy,7.81,0,7.81,17963
ENERGY-GRID_SUPPLY_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,54.31,index,valid,synthetic_energy,4.59,0,4.59,10557
ENERGY-GRID_SUPPLY_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,43.15,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-GRID_SUPPLY_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,17.19,index,valid,synthetic_energy,6.97,0,6.97,16031
ENERGY-GRID_SUPPLY_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,66.88,index,valid,synthetic_energy,3.36,0,3.36,7728
ENERGY-GRID_SUPPLY_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,47.19,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-GRID_SUPPLY_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,42.94,index,valid,synthetic_energy,5.51,0,5.51,12673
ENERGY-GRID_SUPPLY_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,32.24,index,valid,synthetic_energy,3.94,0,3.94,9062
ENERGY-GRID_SUPPLY_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,47.99,index,valid,synthetic_energy,7.03,0,7.03,16169
ENERGY-GRID_SUPPLY_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,28.2,index,valid,synthetic_energy,7.48,0,7.48,17204
ENERGY-GRID_SUPPLY_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,35.92,index,valid,synthetic_energy,6.56,0,6.56,15088
ENERGY-GRID_SUPPLY_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,38.06,index,valid,synthetic_energy,6.83,0,6.83,15709
ENERGY-GRID_SUPPLY_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,43.9,index,valid,synthetic_energy,3.51,0,3.51,8073
ENERGY-GRID_SUPPLY_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,79.77,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-GRID_SUPPLY_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,71.74,index,valid,synthetic_energy,7.67,0,7.67,17641
ENERGY-GRID_SUPPLY_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,19.49,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-GRID_SUPPLY_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,57.4,index,valid,synthetic_energy,3.88,0,3.88,8924
ENERGY-GRID_SUPPLY_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,28.29,index,valid,synthetic_energy,7.31,0,7.31,16813
ENERGY-GRID_SUPPLY_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,25.06,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-GRID_SUPPLY_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,72.56,index,valid,synthetic_energy,5.63,0,5.63,12949
ENERGY-GRID_SUPPLY_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,26.21,index,valid,synthetic_energy,6.69,0,6.69,15387
ENERGY-GRID_SUPPLY_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,80.89,index,valid,synthetic_energy,4.81,0,4.81,11063
ENERGY-GRID_SUPPLY_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,81.31,index,valid,synthetic_energy,3.64,0,3.64,8372
ENERGY-GRID_SUPPLY_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,67.9,index,valid,synthetic_energy,7.83,0,7.83,18009
ENERGY-GRID_SUPPLY_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,56.03,index,valid,synthetic_energy,6.5,0,6.5,14950
ENERGY-GRID_SUPPLY_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,25.49,index,valid,synthetic_energy,5.74,0,5.74,13202
ENERGY-GRID_SUPPLY_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,73.37,index,valid,synthetic_energy,5.77,0,5.77,13271
ENERGY-GRID_SUPPLY_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,41.59,index,valid,synthetic_energy,5.22,0,5.22,12006
ENERGY-GRID_SUPPLY_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,29.08,index,valid,synthetic_energy,6.1,0,6.1,14030
ENERGY-GRID_SUPPLY_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,62.98,index,valid,synthetic_energy,6.8,0,6.8,15640
ENERGY-GRID_SUPPLY_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,38.6,index,valid,synthetic_energy,7.0,0,7.0,16100
ENERGY-GRID_SUPPLY_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,33.19,index,valid,synthetic_energy,4.76,0,4.76,10948
ENERGY-GRID_SUPPLY_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,18.32,index,valid,synthetic_energy,3.14,0,3.14,7222
ENERGY-GRID_SUPPLY_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,77.95,index,valid,synthetic_energy,5.42,0,5.42,12466
ENERGY-GRID_SUPPLY_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,36.98,index,valid,synthetic_energy,3.83,0,3.83,8809
ENERGY-GRID_SUPPLY_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,33.61,index,valid,synthetic_energy,4.08,0,4.08,9384
ENERGY-GRID_SUPPLY_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,47.98,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-GRID_SUPPLY_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,47.15,index,valid,synthetic_energy,3.6,0,3.6,8280
ENERGY-GRID_SUPPLY_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,41.45,index,valid,synthetic_energy,3.82,0,3.82,8786
ENERGY-GRID_SUPPLY_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,63.59,index,valid,synthetic_energy,3.69,0,3.69,8487
ENERGY-GRID_SUPPLY_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,78.38,index,valid,synthetic_energy,6.38,0,6.38,14674
ENERGY-GRID_SUPPLY_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,84.73,index,valid,synthetic_energy,6.27,0,6.27,14421
ENERGY-GRID_SUPPLY_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,19.83,index,valid,synthetic_energy,7.14,0,7.14,16422
ENERGY-GRID_SUPPLY_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,59.12,index,valid,synthetic_energy,4.52,0,4.52,10396
ENERGY-GRID_SUPPLY_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,24.83,index,valid,synthetic_energy,3.14,0,3.14,7222
ENERGY-GRID_SUPPLY_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,39.4,index,valid,synthetic_energy,5.9,0,5.9,13570
ENERGY-GRID_SUPPLY_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,17.82,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-GRID_SUPPLY_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,56.42,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-GRID_SUPPLY_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,58.34,index,valid,synthetic_energy,6.89,0,6.89,15847
ENERGY-GRID_SUPPLY_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,83.36,index,valid,synthetic_energy,3.37,0,3.37,7751
ENERGY-GRID_SUPPLY_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,84.27,index,valid,synthetic_energy,6.96,0,6.96,16008
ENERGY-GRID_SUPPLY_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,31.97,index,valid,synthetic_energy,6.34,0,6.34,14582
ENERGY-GRID_SUPPLY_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,30.52,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-GRID_SUPPLY_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,60.94,index,valid,synthetic_energy,4.99,0,4.99,11477
ENERGY-GRID_SUPPLY_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,33.74,index,valid,synthetic_energy,5.59,0,5.59,12857
ENERGY-GRID_SUPPLY_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,15.04,index,valid,synthetic_energy,6.71,0,6.71,15433
ENERGY-GRID_SUPPLY_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,36.79,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-GRID_SUPPLY_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,17.23,index,valid,synthetic_energy,6.26,0,6.26,14398
ENERGY-GRID_SUPPLY_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,22.07,index,valid,synthetic_energy,3.38,0,3.38,7774
ENERGY-GRID_SUPPLY_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,66.25,index,valid,synthetic_energy,4.2,0,4.2,9660
ENERGY-GRID_SUPPLY_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,59.02,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-GRID_SUPPLY_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,60.15,index,valid,synthetic_energy,5.59,0,5.59,12857
ENERGY-GRID_SUPPLY_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,57.34,index,valid,synthetic_energy,6.69,0,6.69,15387
ENERGY-GRID_SUPPLY_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,23.95,index,valid,synthetic_energy,4.86,0,4.86,11178
ENERGY-GRID_SUPPLY_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,61.72,index,valid,synthetic_energy,6.77,0,6.77,15571
ENERGY-GRID_SUPPLY_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,56.43,index,valid,synthetic_energy,7.42,0,7.42,17066
ENERGY-GRID_SUPPLY_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,24.8,index,valid,synthetic_energy,6.25,0,6.25,14375
ENERGY-GRID_SUPPLY_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,39.86,index,valid,synthetic_energy,3.8,0,3.8,8740
ENERGY-GRID_SUPPLY_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,28.31,index,valid,synthetic_energy,4.89,0,4.89,11247
ENERGY-GRID_SUPPLY_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,46.66,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-GRID_SUPPLY_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,71.15,index,valid,synthetic_energy,4.4,0,4.4,10120
ENERGY-GRID_SUPPLY_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,75.95,index,valid,synthetic_energy,5.6,0,5.6,12880
ENERGY-GRID_SUPPLY_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,71.51,index,valid,synthetic_energy,4.82,0,4.82,11086
ENERGY-GRID_SUPPLY_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,57.9,index,valid,synthetic_energy,3.0,0,3.0,6900
ENERGY-GRID_SUPPLY_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,59.46,index,valid,synthetic_energy,4.46,0,4.46,10258
ENERGY-GRID_SUPPLY_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,18.01,index,valid,synthetic_energy,5.69,0,5.69,13087
ENERGY-GRID_SUPPLY_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,59.19,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-GRID_SUPPLY_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,61.94,index,valid,synthetic_energy,6.39,0,6.39,14697
ENERGY-GRID_SUPPLY_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,58.22,index,valid,synthetic_energy,3.44,0,3.44,7912
ENERGY-GRID_SUPPLY_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,75.93,index,valid,synthetic_energy,4.06,0,4.06,9338
ENERGY-GRID_SUPPLY_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,68.81,index,valid,synthetic_energy,5.54,0,5.54,12742
ENERGY-GRID_SUPPLY_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,55.59,index,valid,synthetic_energy,5.54,0,5.54,12742
ENERGY-GRID_SUPPLY_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,61.25,index,valid,synthetic_energy,3.19,0,3.19,7337
ENERGY-GRID_SUPPLY_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,75.06,index,valid,synthetic_energy,5.79,0,5.79,13317
ENERGY-GRID_SUPPLY_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,64.53,index,valid,synthetic_energy,3.62,0,3.62,8326
ENERGY-GRID_SUPPLY_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,41.84,index,valid,synthetic_energy,5.63,0,5.63,12949
ENERGY-GRID_SUPPLY_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,39.3,index,valid,synthetic_energy,7.53,0,7.53,17319
ENERGY-GRID_SUPPLY_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,62.98,index,valid,synthetic_energy,5.14,0,5.14,11822
ENERGY-GRID_SUPPLY_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,72.41,index,valid,synthetic_energy,5.86,0,5.86,13478
ENERGY-GRID_SUPPLY_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,53.02,index,valid,synthetic_energy,3.82,0,3.82,8786
ENERGY-GRID_SUPPLY_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,64.0,index,valid,synthetic_energy,6.4,0,6.4,14720
ENERGY-GRID_SUPPLY_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,23.49,index,valid,synthetic_energy,6.47,0,6.47,14881
ENERGY-GRID_SUPPLY_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,72.45,index,valid,synthetic_energy,5.61,0,5.61,12903
ENERGY-GRID_SUPPLY_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,17.27,index,valid,synthetic_energy,5.59,0,5.59,12857
ENERGY-GRID_SUPPLY_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,56.5,index,valid,synthetic_energy,5.91,0,5.91,13593
ENERGY-GRID_SUPPLY_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,64.82,index,valid,synthetic_energy,5.25,0,5.25,12075
ENERGY-GRID_SUPPLY_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,50.08,index,valid,synthetic_energy,4.84,0,4.84,11132
ENERGY-GRID_SUPPLY_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,63.71,index,valid,synthetic_energy,7.95,0,7.95,18285
ENERGY-GRID_SUPPLY_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,68.74,index,valid,synthetic_energy,7.32,0,7.32,16836
ENERGY-GRID_SUPPLY_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,17.35,index,valid,synthetic_energy,7.15,0,7.15,16445
ENERGY-GRID_SUPPLY_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,41.92,index,valid,synthetic_energy,7.28,0,7.28,16744
ENERGY-GRID_SUPPLY_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,33.15,index,valid,synthetic_energy,6.34,0,6.34,14582
ENERGY-GRID_SUPPLY_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,77.19,index,valid,synthetic_energy,7.4,0,7.4,17020
ENERGY-GRID_SUPPLY_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,16.95,index,valid,synthetic_energy,5.14,0,5.14,11822
ENERGY-GRID_SUPPLY_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,38.04,index,valid,synthetic_energy,7.61,0,7.61,17503
ENERGY-GRID_SUPPLY_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,49.83,index,valid,synthetic_energy,5.36,0,5.36,12328
ENERGY-GRID_SUPPLY_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,73.89,index,valid,synthetic_energy,3.65,0,3.65,8395
ENERGY-GRID_SUPPLY_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,77.37,index,valid,synthetic_energy,5.52,0,5.52,12696
ENERGY-GRID_SUPPLY_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,66.63,index,valid,synthetic_energy,7.69,0,7.69,17687
ENERGY-GRID_SUPPLY_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,17.66,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-GRID_SUPPLY_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,82.31,index,valid,synthetic_energy,5.33,0,5.33,12259
ENERGY-GRID_SUPPLY_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,80.62,index,valid,synthetic_energy,4.13,0,4.13,9499
