cooling_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,grid_kwh,generator_kwh,load_kw,cost_vnd
ENERGY-COOLING_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,50.39,index,valid,synthetic_energy,5.39,0,5.39,12397
ENERGY-COOLING_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,49.37,index,valid,synthetic_energy,6.21,0,6.21,14283
ENERGY-COOLING_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,73.88,index,valid,synthetic_energy,3.34,0,3.34,7682
ENERGY-COOLING_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,37.13,index,valid,synthetic_energy,7.21,0,7.21,16583
ENERGY-COOLING_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,38.3,index,valid,synthetic_energy,3.41,0,3.41,7843
ENERGY-COOLING_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,25.29,index,valid,synthetic_energy,4.72,0,4.72,10856
ENERGY-COOLING_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,30.09,index,valid,synthetic_energy,7.79,0,7.79,17917
ENERGY-COOLING_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,81.49,index,valid,synthetic_energy,5.94,0,5.94,13662
ENERGY-COOLING_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,43.35,index,valid,synthetic_energy,7.11,0,7.11,16353
ENERGY-COOLING_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,37.96,index,valid,synthetic_energy,7.04,0,7.04,16192
ENERGY-COOLING_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,26.17,index,valid,synthetic_energy,3.24,0,3.24,7452
ENERGY-COOLING_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,84.27,index,valid,synthetic_energy,6.05,0,6.05,13915
ENERGY-COOLING_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,26.4,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-COOLING_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,70.77,index,valid,synthetic_energy,7.2,0,7.2,16560
ENERGY-COOLING_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,70.99,index,valid,synthetic_energy,7.34,0,7.34,16882
ENERGY-COOLING_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,17.16,index,valid,synthetic_energy,4.97,0,4.97,11431
ENERGY-COOLING_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,72.87,index,valid,synthetic_energy,3.12,0,3.12,7176
ENERGY-COOLING_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,23.58,index,valid,synthetic_energy,6.75,0,6.75,15525
ENERGY-COOLING_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,77.05,index,valid,synthetic_energy,4.07,0,4.07,9361
ENERGY-COOLING_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,57.52,index,valid,synthetic_energy,3.49,0,3.49,8027
ENERGY-COOLING_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,53.61,index,valid,synthetic_energy,4.61,0,4.61,10603
ENERGY-COOLING_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,73.09,index,valid,synthetic_energy,7.81,0,7.81,17963
ENERGY-COOLING_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,76.59,index,valid,synthetic_energy,6.58,0,6.58,15134
ENERGY-COOLING_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,16.99,index,valid,synthetic_energy,6.87,0,6.87,15801
ENERGY-COOLING_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,63.02,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-COOLING_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,57.1,index,valid,synthetic_energy,6.3,0,6.3,14490
ENERGY-COOLING_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,84.18,index,valid,synthetic_energy,4.98,0,4.98,11454
ENERGY-COOLING_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,22.03,index,valid,synthetic_energy,4.7,0,4.7,10810
ENERGY-COOLING_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,34.63,index,valid,synthetic_energy,7.08,0,7.08,16284
ENERGY-COOLING_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,71.82,index,valid,synthetic_energy,7.75,0,7.75,17825
ENERGY-COOLING_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,48.08,index,valid,synthetic_energy,5.03,0,5.03,11569
ENERGY-COOLING_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,32.18,index,valid,synthetic_energy,3.89,0,3.89,8947
ENERGY-COOLING_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,61.51,index,valid,synthetic_energy,6.28,0,6.28,14444
ENERGY-COOLING_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,78.62,index,valid,synthetic_energy,7.91,0,7.91,18193
ENERGY-COOLING_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,38.87,index,valid,synthetic_energy,5.93,0,5.93,13639
ENERGY-COOLING_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,30.15,index,valid,synthetic_energy,6.53,0,6.53,15019
ENERGY-COOLING_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,68.84,index,valid,synthetic_energy,4.16,0,4.16,9568
ENERGY-COOLING_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,59.94,index,valid,synthetic_energy,5.78,0,5.78,13294
ENERGY-COOLING_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,19.07,index,valid,synthetic_energy,3.05,0,3.05,7015
ENERGY-COOLING_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,28.94,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-COOLING_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,29.8,index,valid,synthetic_energy,7.12,0,7.12,16376
ENERGY-COOLING_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,62.21,index,valid,synthetic_energy,5.27,0,5.27,12121
ENERGY-COOLING_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,57.22,index,valid,synthetic_energy,3.13,0,3.13,7199
ENERGY-COOLING_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,49.25,index,valid,synthetic_energy,7.42,0,7.42,17066
ENERGY-COOLING_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,36.6,index,valid,synthetic_energy,7.14,0,7.14,16422
ENERGY-COOLING_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,48.72,index,valid,synthetic_energy,6.29,0,6.29,14467
ENERGY-COOLING_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,67.16,index,valid,synthetic_energy,5.33,0,5.33,12259
ENERGY-COOLING_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,33.18,index,valid,synthetic_energy,4.79,0,4.79,11017
ENERGY-COOLING_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,72.89,index,valid,synthetic_energy,3.49,0,3.49,8027
ENERGY-COOLING_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,47.44,index,valid,synthetic_energy,4.04,0,4.04,9292
ENERGY-COOLING_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,80.35,index,valid,synthetic_energy,4.75,0,4.75,10925
ENERGY-COOLING_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,38.9,index,valid,synthetic_energy,4.3,0,4.3,9890
ENERGY-COOLING_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,79.23,index,valid,synthetic_energy,6.26,0,6.26,14398
ENERGY-COOLING_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,53.41,index,valid,synthetic_energy,4.42,0,4.42,10166
ENERGY-COOLING_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,32.04,index,valid,synthetic_energy,3.33,0,3.33,7659
ENERGY-COOLING_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,49.39,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-COOLING_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,26.88,index,valid,synthetic_energy,5.3,0,5.3,12190
ENERGY-COOLING_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,23.06,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-COOLING_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,70.62,index,valid,synthetic_energy,7.9,0,7.9,18170
ENERGY-COOLING_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,34.12,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-COOLING_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,58.33,index,valid,synthetic_energy,4.54,0,4.54,10442
ENERGY-COOLING_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,79.55,index,valid,synthetic_energy,3.31,0,3.31,7613
ENERGY-COOLING_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,46.58,index,valid,synthetic_energy,6.94,0,6.94,15962
ENERGY-COOLING_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,38.17,index,valid,synthetic_energy,3.34,0,3.34,7682
ENERGY-COOLING_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,52.06,index,valid,synthetic_energy,6.27,0,6.27,14421
ENERGY-COOLING_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,35.94,index,valid,synthetic_energy,4.9,0,4.9,11270
ENERGY-COOLING_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,54.78,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-COOLING_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,65.31,index,valid,synthetic_energy,7.4,0,7.4,17020
ENERGY-COOLING_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,61.23,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-COOLING_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,53.73,index,valid,synthetic_energy,7.19,0,7.19,16537
ENERGY-COOLING_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,33.85,index,valid,synthetic_energy,3.13,0,3.13,7199
ENERGY-COOLING_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,61.32,index,valid,synthetic_energy,3.68,0,3.68,8464
ENERGY-COOLING_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,80.26,index,valid,synthetic_energy,5.07,0,5.07,11661
ENERGY-COOLING_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,27.79,index,valid,synthetic_energy,3.75,0,3.75,8625
ENERGY-COOLING_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,26.49,index,valid,synthetic_energy,7.26,0,7.26,16698
ENERGY-COOLING_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,84.14,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-COOLING_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,53.4,index,valid,synthetic_energy,7.06,0,7.06,16238
ENERGY-COOLING_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,21.15,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-COOLING_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,25.81,index,valid,synthetic_energy,5.93,0,5.93,13639
ENERGY-COOLING_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,56.88,index,valid,synthetic_energy,7.59,0,7.59,17457
ENERGY-COOLING_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,16.76,index,valid,synthetic_energy,5.67,0,5.67,13041
ENERGY-COOLING_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,18.49,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-COOLING_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,34.1,index,valid,synthetic_energy,3.18,0,3.18,7314
ENERGY-COOLING_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,72.91,index,valid,synthetic_energy,4.38,0,4.38,10074
ENERGY-COOLING_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,55.03,index,valid,synthetic_energy,3.96,0,3.96,9108
ENERGY-COOLING_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,61.98,index,valid,synthetic_energy,5.55,0,5.55,12765
ENERGY-COOLING_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,38.79,index,valid,synthetic_energy,7.46,0,7.46,17158
ENERGY-COOLING_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,62.58,index,valid,synthetic_energy,7.09,0,7.09,16307
ENERGY-COOLING_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,20.17,index,valid,synthetic_energy,3.91,0,3.91,8993
ENERGY-COOLING_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,28.59,index,valid,synthetic_energy,4.65,0,4.65,10695
ENERGY-COOLING_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,27.03,index,valid,synthetic_energy,5.21,0,5.21,11983
ENERGY-COOLING_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,19.61,index,valid,synthetic_energy,3.02,0,3.02,6946
ENERGY-COOLING_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,23.0,index,valid,synthetic_energy,3.46,0,3.46,7958
ENERGY-COOLING_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,26.87,index,valid,synthetic_energy,7.77,0,7.77,17871
ENERGY-COOLING_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,80.99,index,valid,synthetic_energy,6.15,0,6.15,14145
ENERGY-COOLING_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,26.64,index,valid,synthetic_energy,4.7,0,4.7,10810
ENERGY-COOLING_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,43.07,index,valid,synthetic_energy,4.41,0,4.41,10143
ENERGY-COOLING_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,55.4,index,valid,synthetic_energy,3.28,0,3.28,7544
ENERGY-COOLING_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,63.81,index,valid,synthetic_energy,4.38,0,4.38,10074
ENERGY-COOLING_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,75.34,index,valid,synthetic_energy,6.36,0,6.36,14628
ENERGY-COOLING_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,48.65,index,valid,synthetic_energy,6.06,0,6.06,13938
ENERGY-COOLING_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,62.96,index,valid,synthetic_energy,7.51,0,7.51,17273
ENERGY-COOLING_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,64.96,index,valid,synthetic_energy,4.56,0,4.56,10488
ENERGY-COOLING_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,48.01,index,valid,synthetic_energy,3.22,0,3.22,7406
ENERGY-COOLING_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,68.99,index,valid,synthetic_energy,5.44,0,5.44,12512
ENERGY-COOLING_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,76.45,index,valid,synthetic_energy,6.03,0,6.03,13869
ENERGY-COOLING_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,30.11,index,valid,synthetic_energy,4.46,0,4.46,10258
ENERGY-COOLING_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,40.49,index,valid,synthetic_energy,7.63,0,7.63,17549
ENERGY-COOLING_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,56.54,index,valid,synthetic_energy,5.56,0,5.56,12788
ENERGY-COOLING_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,23.62,index,valid,synthetic_energy,7.96,0,7.96,18308
ENERGY-COOLING_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,84.54,index,valid,synthetic_energy,5.74,0,5.74,13202
ENERGY-COOLING_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,38.83,index,valid,synthetic_energy,4.83,0,4.83,11109
ENERGY-COOLING_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,24.3,index,valid,synthetic_energy,4.29,0,4.29,9867
ENERGY-COOLING_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,27.51,index,valid,synthetic_energy,5.9,0,5.9,13570
ENERGY-COOLING_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,29.59,index,valid,synthetic_energy,4.58,0,4.58,10534
ENERGY-COOLING_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,40.57,index,valid,synthetic_energy,6.4,0,6.4,14720
ENERGY-COOLING_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,65.98,index,valid,synthetic_energy,4.44,0,4.44,10212
ENERGY-COOLING_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,36.0,index,valid,synthetic_energy,7.55,0,7.55,17365
ENERGY-COOLING_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,83.71,index,valid,synthetic_energy,4.1,0,4.1,9430
ENERGY-COOLING_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,20.07,index,valid,synthetic_energy,3.25,0,3.25,7475
ENERGY-COOLING_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,39.01,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-COOLING_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,57.66,index,valid,synthetic_energy,3.21,0,3.21,7383
ENERGY-COOLING_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,78.19,index,valid,synthetic_energy,7.7,0,7.7,17710
ENERGY-COOLING_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,81.15,index,valid,synthetic_energy,4.28,0,4.28,9844
ENERGY-COOLING_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,21.48,index,valid,synthetic_energy,6.31,0,6.31,14513
ENERGY-COOLING_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,33.74,index,valid,synthetic_energy,6.24,0,6.24,14352
ENERGY-COOLING_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,34.08,index,valid,synthetic_energy,5.08,0,5.08,11684
ENERGY-COOLING_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,49.4,index,valid,synthetic_energy,6.53,0,6.53,15019
ENERGY-COOLING_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,53.93,index,valid,synthetic_energy,3.99,0,3.99,9177
ENERGY-COOLING_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,60.01,index,valid,synthetic_energy,5.71,0,5.71,13133
ENERGY-COOLING_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,70.5,index,valid,synthetic_energy,4.08,0,4.08,9384
ENERGY-COOLING_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,21.97,index,valid,synthetic_energy,4.25,0,4.25,9775
ENERGY-COOLING_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,72.93,index,valid,synthetic_energy,5.34,0,5.34,12282
ENERGY-COOLING_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,21.57,index,valid,synthetic_energy,4.57,0,4.57,10511
ENERGY-COOLING_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,32.14,index,valid,synthetic_energy,4.53,0,4.53,10419
ENERGY-COOLING_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,77.1,index,valid,synthetic_energy,5.95,0,5.95,13685
ENERGY-COOLING_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,59.52,index,valid,synthetic_energy,3.74,0,3.74,8602
ENERGY-COOLING_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,75.62,index,valid,synthetic_energy,6.0,0,6.0,13800
ENERGY-COOLING_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,78.07,index,valid,synthetic_energy,3.0,0,3.0,6900
ENERGY-COOLING_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,79.21,index,valid,synthetic_energy,7.24,0,7.24,16652
ENERGY-COOLING_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,61.31,index,valid,synthetic_energy,6.11,0,6.11,14053
ENERGY-COOLING_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,36.82,index,valid,synthetic_energy,4.63,0,4.63,10649
ENERGY-COOLING_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,30.99,index,valid,synthetic_energy,4.3,0,4.3,9890
ENERGY-COOLING_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,58.16,index,valid,synthetic_energy,4.67,0,4.67,10741
ENERGY-COOLING_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,71.32,index,valid,synthetic_energy,7.7,0,7.7,17710
ENERGY-COOLING_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,34.06,index,valid,synthetic_energy,3.94,0,3.94,9062
ENERGY-COOLING_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,66.77,index,valid,synthetic_energy,4.54,0,4.54,10442
ENERGY-COOLING_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,26.22,index,valid,synthetic_energy,4.51,0,4.51,10373
ENERGY-COOLING_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,34.0,index,valid,synthetic_energy,6.35,0,6.35,14605
ENERGY-COOLING_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,54.88,index,valid,synthetic_energy,5.99,0,5.99,13777
ENERGY-COOLING_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,19.61,index,valid,synthetic_energy,3.88,0,3.88,8924
ENERGY-COOLING_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,42.62,index,valid,synthetic_energy,3.35,0,3.35,7705
ENERGY-COOLING_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,65.85,index,valid,synthetic_energy,5.38,0,5.38,12374
ENERGY-COOLING_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,49.34,index,valid,synthetic_energy,3.34,0,3.34,7682
ENERGY-COOLING_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,43.68,index,valid,synthetic_energy,7.6,0,7.6,17480
ENERGY-COOLING_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,33.76,index,valid,synthetic_energy,7.28,0,7.28,16744
ENERGY-COOLING_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,29.22,index,valid,synthetic_energy,7.58,0,7.58,17434
ENERGY-COOLING_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,59.34,index,valid,synthetic_energy,6.01,0,6.01,13823
