from_table,primary_key,from_column,to_table,to_column,cardinality,basis
maintenance.site_access_permit,site_access_permit_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.vendor_contract,vendor_contract_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.warranty_claim,warranty_claim_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.repair_log,repair_log_id,work_order_id,maintenance.work_order,work_order_id,many_to_one,synthetic_assumption
maintenance.preventive_checklist,preventive_checklist_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.battery_inspection,battery_inspection_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.generator_inspection,generator_inspection_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.fiber_inspection,fiber_inspection_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.antenna_inspection,antenna_inspection_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
maintenance.maintenance_kpi_daily,maintenance_kpi_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
customer.household,household_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_contact,customer_contact_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_contact_history,customer_contact_history_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_segment,customer_segment_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_segment_history,customer_segment_history_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_risk_daily,customer_risk_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_value_daily,customer_value_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_churn_score,customer_churn_score_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_consent,customer_consent_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_preference,customer_preference_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_address,customer_address_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_device_map,customer_device_map_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.subscriber_status_history,subscriber_status_history_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.onboarding_event,onboarding_event_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.retention_offer,retention_offer_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.campaign_exposure,campaign_exposure_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_feedback,customer_feedback_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.customer_interaction,customer_interaction_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
customer.channel_usage_daily,channel_usage_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
product.product_catalog,product_catalog_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.product_bundle,product_bundle_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.product_feature,product_feature_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.plan_history,plan_history_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.plan_price_history,plan_price_history_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.plan_eligibility,plan_eligibility_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.plan_upgrade_rule,plan_upgrade_rule_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.plan_discount,plan_discount_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.promotion,promotion_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.promotion_eligibility,promotion_eligibility_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.addon_catalog,addon_catalog_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.addon_subscription,addon_subscription_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.tariff_band,tariff_band_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.speed_tier,speed_tier_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.data_allowance,data_allowance_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.contract_template,contract_template_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.service_entitlement,service_entitlement_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.product_availability,product_availability_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
product.product_usage_daily,product_usage_daily_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
billing.invoice_line,invoice_line_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.payment,payment_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.payment_attempt,payment_attempt_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.payment_method,payment_method_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.payment_reversal,payment_reversal_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.refund,refund_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.credit_note,credit_note_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.discount_applied,discount_applied_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.tax_rule,tax_rule_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.billing_cycle,billing_cycle_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.billing_adjustment,billing_adjustment_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.overdue_balance,overdue_balance_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.revenue_daily,revenue_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
billing.revenue_monthly,revenue_monthly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
billing.collection_daily,collection_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
billing.writeoff_event,writeoff_event_id,invoice_id,billing.invoice,invoice_id,many_to_one,synthetic_assumption
billing.cost_allocation,cost_allocation_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
billing.budget_daily,budget_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
service.service_catalog,service_catalog_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
service.service_order,service_order_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.order_item,order_item_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.activation_event,activation_event_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.provisioning_task,provisioning_task_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.suspension_event,suspension_event_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.restoration_event,restoration_event_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.termination_event,termination_event_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.subscription_history,subscription_history_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_migration,service_migration_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_health_hourly,service_health_hourly_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_usage_hourly,service_usage_hourly_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_eligibility,service_eligibility_id,plan_id,product.plan,plan_id,many_to_one,synthetic_assumption
service.service_sla,service_sla_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_dependency,service_dependency_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_endpoint,service_endpoint_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_config_history,service_config_history_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_notification,service_notification_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
service.service_incident_link,service_incident_link_id,subscription_id,service.subscription,subscription_id,many_to_one,synthetic_assumption
experience.survey,survey_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.survey_response,survey_response_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.nps_daily,nps_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.csat_daily,csat_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.complaint_history,complaint_history_id,complaint_id,experience.complaint,complaint_id,many_to_one,synthetic_assumption
experience.complaint_category,complaint_category_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.complaint_resolution,complaint_resolution_id,complaint_id,experience.complaint,complaint_id,many_to_one,synthetic_assumption
experience.complaint_sla,complaint_sla_id,complaint_id,experience.complaint,complaint_id,many_to_one,synthetic_assumption
experience.complaint_escalation,complaint_escalation_id,complaint_id,experience.complaint,complaint_id,many_to_one,synthetic_assumption
experience.contact_center_call,contact_center_call_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.chat_session,chat_session_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.app_feedback,app_feedback_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.network_experience_hourly,network_experience_hourly_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.speed_test,speed_test_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.outage_notification,outage_notification_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.sentiment_daily,sentiment_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.repeat_contact_daily,repeat_contact_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.journey_event,journey_event_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
experience.customer_effort_daily,customer_effort_daily_id,customer_id,customer.subscriber,customer_id,many_to_one,synthetic_assumption
energy.meter,meter_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.meter_reading_hourly,meter_reading_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.grid_supply_hourly,grid_supply_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.generator_hourly,generator_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.solar_hourly,solar_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.battery_hourly,battery_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.load_hourly,load_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.power_quality_hourly,power_quality_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.energy_cost_daily,energy_cost_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.carbon_emission_daily,carbon_emission_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.cooling_hourly,cooling_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.temperature_alarm,temperature_alarm_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.power_outage_event,power_outage_event_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.fuel_refill,fuel_refill_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.generator_maintenance,generator_maintenance_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.battery_health_daily,battery_health_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.renewable_mix_daily,renewable_mix_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.energy_anomaly_hourly,energy_anomaly_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
energy.tariff_history,tariff_history_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.cell_capacity_daily,cell_capacity_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.station_capacity_daily,station_capacity_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.backhaul_capacity_daily,backhaul_capacity_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.core_capacity_daily,core_capacity_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.spectrum_capacity_daily,spectrum_capacity_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.port_capacity_daily,port_capacity_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.storage_capacity_daily,storage_capacity_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.forecast_hourly,forecast_hourly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.forecast_monthly,forecast_monthly_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.demand_daily,demand_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.utilization_daily,utilization_daily_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.saturation_event,saturation_event_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.expansion_plan,expansion_plan_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.expansion_project,expansion_project_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.upgrade_candidate,upgrade_candidate_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.planning_scenario,planning_scenario_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.investment_case,investment_case_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.capacity_alert,capacity_alert_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
capacity.capacity_model_run,capacity_model_run_id,station_id,inventory.station,station_id,many_to_one,synthetic_assumption
