fault_impact_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,impact_users,duration_min,repeat_count,priority_score
FAULT-FAULT_IMPACT_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,20.61,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,78.7,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,56.87,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,46.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,45.88,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,80.14,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,81.11,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,29.96,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,65.57,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,50.77,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,82.47,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,16.3,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,70.73,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,43.25,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,17.0,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,15.93,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,83.6,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,59.26,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,31.34,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,33.42,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,67.58,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,66.5,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,77.32,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,46.06,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,18.36,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,33.56,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,16.73,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,39.63,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,34.91,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,58.57,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,53.56,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,71.57,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,51.29,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,44.67,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,35.24,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,57.36,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,17.96,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,19.46,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,35.41,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,28.0,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,39.05,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,71.68,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,81.84,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,57.12,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,76.61,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,58.58,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,44.99,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,66.62,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,65.46,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,62.24,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,34.71,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,34.72,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,70.02,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,21.91,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,43.64,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,64.17,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,74.67,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,79.82,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,45.89,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,25.41,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,57.45,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,18.95,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,83.97,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,70.88,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,43.05,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,82.33,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,44.58,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,36.06,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,79.16,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,35.13,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,65.36,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,71.39,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,66.88,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,21.44,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,43.67,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,57.03,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,82.1,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,59.34,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,24.49,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,43.16,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,78.75,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,83.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,39.44,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,83.49,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,57.51,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,36.37,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,26.82,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,29.56,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,44.47,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,75.24,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,62.04,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,29.35,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,26.73,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,37.93,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,34.02,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,59.35,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,82.79,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,32.18,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,17.68,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,41.9,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,72.52,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,64.29,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,16.4,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,80.97,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,27.64,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,33.62,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,60.3,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,72.38,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,42.44,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,63.19,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,19.64,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,82.85,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,83.37,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,48.54,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,22.98,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,50.2,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,54.31,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,19.89,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,53.03,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,66.99,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,35.88,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,80.17,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,35.07,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,30.72,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,31.08,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,46.46,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,65.64,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,18.69,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,73.43,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,79.5,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,53.2,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,34.64,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,79.55,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,26.11,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,60.42,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,57.05,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,64.27,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,46.08,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-07,ST0501,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,74.01,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-08,ST0501,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,84.73,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-09,ST0501,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,51.72,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-10,ST0501,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,21.5,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-11,ST0501,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,40.98,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-12,ST0501,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,39.16,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-13,ST0501,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,63.6,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-14,ST0501,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,38.89,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-15,ST0501,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,17.16,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-16,ST0501,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,42.9,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-17,ST0501,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,84.72,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-18,ST0501,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,56.96,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-19,ST0501,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,31.3,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-20,ST0501,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,24.52,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-21,ST0501,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,81.58,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-22,ST0501,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,73.04,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-23,ST0501,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,74.67,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-24,ST0501,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,45.67,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-25,ST0501,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,52.39,count,valid,synthetic_fault,0,0,0,20
FAULT-FAULT_IMPACT_HOURLY-04-26,ST0501,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,24.69,count,valid,synthetic_fault,0,0,0,20
