forecast_hourly_id,station_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,demand_mbps,available_mbps,utilization_pct,forecast_error_pct
CAPACITY-FORECAST_HOURLY-02-03,ST0301,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,61.52,index,valid,synthetic_capacity,400.8,1000,40.08,-5.13
CAPACITY-FORECAST_HOURLY-02-04,ST0301,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,21.66,index,valid,synthetic_capacity,564.48,1000,56.45,0.19
CAPACITY-FORECAST_HOURLY-02-05,ST0301,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,82.47,index,valid,synthetic_capacity,590.65,1000,59.06,4.3
CAPACITY-FORECAST_HOURLY-02-06,ST0301,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,78.22,index,valid,synthetic_capacity,438.99,1000,43.9,-4.35
CAPACITY-FORECAST_HOURLY-02-07,ST0301,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,40.05,index,valid,synthetic_capacity,758.38,1000,75.84,2.94
CAPACITY-FORECAST_HOURLY-02-08,ST0301,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,71.46,index,valid,synthetic_capacity,512.49,1000,51.25,-3.64
CAPACITY-FORECAST_HOURLY-02-09,ST0301,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,76.8,index,valid,synthetic_capacity,669.77,1000,66.98,7.44
CAPACITY-FORECAST_HOURLY-02-10,ST0301,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,49.57,index,valid,synthetic_capacity,563.77,1000,56.38,-3.37
CAPACITY-FORECAST_HOURLY-02-11,ST0301,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,61.43,index,valid,synthetic_capacity,461.16,1000,46.12,-4.61
CAPACITY-FORECAST_HOURLY-02-12,ST0301,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,73.08,index,valid,synthetic_capacity,304.1,1000,30.41,-5.15
CAPACITY-FORECAST_HOURLY-02-13,ST0301,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,41.52,index,valid,synthetic_capacity,450.63,1000,45.06,5.16
CAPACITY-FORECAST_HOURLY-02-14,ST0301,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,49.68,index,valid,synthetic_capacity,636.66,1000,63.67,4.95
CAPACITY-FORECAST_HOURLY-02-15,ST0301,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,67.89,index,valid,synthetic_capacity,427.07,1000,42.71,3.02
CAPACITY-FORECAST_HOURLY-02-16,ST0301,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,33.81,index,valid,synthetic_capacity,425.75,1000,42.58,1.38
CAPACITY-FORECAST_HOURLY-02-17,ST0301,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,66.71,index,valid,synthetic_capacity,764.26,1000,76.43,3.85
CAPACITY-FORECAST_HOURLY-02-18,ST0301,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,78.99,index,valid,synthetic_capacity,441.22,1000,44.12,-6.23
CAPACITY-FORECAST_HOURLY-02-19,ST0301,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,73.83,index,valid,synthetic_capacity,325.09,1000,32.51,1.22
CAPACITY-FORECAST_HOURLY-02-20,ST0301,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,75.25,index,valid,synthetic_capacity,621.39,1000,62.14,3.91
CAPACITY-FORECAST_HOURLY-02-21,ST0301,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,16.1,index,valid,synthetic_capacity,749.43,1000,74.94,0.45
CAPACITY-FORECAST_HOURLY-02-22,ST0301,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,51.96,index,valid,synthetic_capacity,310.41,1000,31.04,-3.44
CAPACITY-FORECAST_HOURLY-02-23,ST0301,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,61.59,index,valid,synthetic_capacity,569.46,1000,56.95,-4.13
CAPACITY-FORECAST_HOURLY-02-24,ST0301,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,70.76,index,valid,synthetic_capacity,322.49,1000,32.25,-0.71
CAPACITY-FORECAST_HOURLY-02-25,ST0301,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,38.51,index,valid,synthetic_capacity,565.11,1000,56.51,-1.62
CAPACITY-FORECAST_HOURLY-02-26,ST0301,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,29.63,index,valid,synthetic_capacity,446.23,1000,44.62,-4.59
CAPACITY-FORECAST_HOURLY-02-27,ST0301,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,42.17,index,valid,synthetic_capacity,432.46,1000,43.25,-3.79
CAPACITY-FORECAST_HOURLY-02-28,ST0301,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,54.33,index,valid,synthetic_capacity,685.61,1000,68.56,-0.47
CAPACITY-FORECAST_HOURLY-02-29,ST0301,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,34.28,index,valid,synthetic_capacity,463.01,1000,46.3,6.74
CAPACITY-FORECAST_HOURLY-02-30,ST0301,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,32.43,index,valid,synthetic_capacity,319.44,1000,31.94,4.1
CAPACITY-FORECAST_HOURLY-02-31,ST0301,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,57.29,index,valid,synthetic_capacity,648.03,1000,64.8,-4.35
CAPACITY-FORECAST_HOURLY-02-32,ST0301,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,31.51,index,valid,synthetic_capacity,644.58,1000,64.46,-7.02
CAPACITY-FORECAST_HOURLY-02-33,ST0301,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,22.91,index,valid,synthetic_capacity,709.36,1000,70.94,-0.47
CAPACITY-FORECAST_HOURLY-02-34,ST0301,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,20.07,index,valid,synthetic_capacity,435.97,1000,43.6,2.82
CAPACITY-FORECAST_HOURLY-02-35,ST0301,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,57.28,index,valid,synthetic_capacity,600.46,1000,60.05,3.12
CAPACITY-FORECAST_HOURLY-02-36,ST0301,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,73.29,index,valid,synthetic_capacity,575.64,1000,57.56,4.2
CAPACITY-FORECAST_HOURLY-02-37,ST0301,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,27.5,index,valid,synthetic_capacity,594.49,1000,59.45,3.96
CAPACITY-FORECAST_HOURLY-02-38,ST0301,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.38,index,valid,synthetic_capacity,684.94,1000,68.49,0.42
CAPACITY-FORECAST_HOURLY-02-39,ST0301,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,56.58,index,valid,synthetic_capacity,767.81,1000,76.78,-3.07
CAPACITY-FORECAST_HOURLY-02-40,ST0301,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,58.54,index,valid,synthetic_capacity,673.92,1000,67.39,-4.72
CAPACITY-FORECAST_HOURLY-02-41,ST0301,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,30.78,index,valid,synthetic_capacity,731.35,1000,73.14,5.88
CAPACITY-FORECAST_HOURLY-02-42,ST0301,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,15.72,index,valid,synthetic_capacity,699.76,1000,69.98,-3.38
CAPACITY-FORECAST_HOURLY-02-43,ST0301,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,20.97,index,valid,synthetic_capacity,561.75,1000,56.17,-5.43
CAPACITY-FORECAST_HOURLY-02-44,ST0301,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,62.79,index,valid,synthetic_capacity,330.0,1000,33.0,2.39
CAPACITY-FORECAST_HOURLY-02-45,ST0301,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,73.83,index,valid,synthetic_capacity,714.64,1000,71.46,-2.91
CAPACITY-FORECAST_HOURLY-02-46,ST0301,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,39.63,index,valid,synthetic_capacity,596.0,1000,59.6,0.13
CAPACITY-FORECAST_HOURLY-02-47,ST0301,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,39.77,index,valid,synthetic_capacity,791.46,1000,79.15,-5.87
CAPACITY-FORECAST_HOURLY-02-48,ST0301,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,34.24,index,valid,synthetic_capacity,480.51,1000,48.05,-4.29
CAPACITY-FORECAST_HOURLY-02-49,ST0301,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,50.79,index,valid,synthetic_capacity,398.3,1000,39.83,-2.29
CAPACITY-FORECAST_HOURLY-02-50,ST0301,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,17.9,index,valid,synthetic_capacity,539.66,1000,53.97,2.44
CAPACITY-FORECAST_HOURLY-02-51,ST0301,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,64.2,index,valid,synthetic_capacity,766.16,1000,76.62,-7.73
CAPACITY-FORECAST_HOURLY-02-52,ST0301,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,20.12,index,valid,synthetic_capacity,579.05,1000,57.9,-4.29
CAPACITY-FORECAST_HOURLY-02-53,ST0301,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,71.74,index,valid,synthetic_capacity,614.01,1000,61.4,2.16
CAPACITY-FORECAST_HOURLY-02-54,ST0301,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,42.8,index,valid,synthetic_capacity,366.3,1000,36.63,5.16
CAPACITY-FORECAST_HOURLY-02-55,ST0301,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,29.98,index,valid,synthetic_capacity,761.24,1000,76.12,0.82
CAPACITY-FORECAST_HOURLY-02-56,ST0301,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,27.92,index,valid,synthetic_capacity,413.03,1000,41.3,0.81
CAPACITY-FORECAST_HOURLY-02-57,ST0301,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,69.24,index,valid,synthetic_capacity,339.0,1000,33.9,2.5
CAPACITY-FORECAST_HOURLY-02-58,ST0301,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,18.96,index,valid,synthetic_capacity,363.92,1000,36.39,6.5
CAPACITY-FORECAST_HOURLY-02-59,ST0301,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,69.67,index,valid,synthetic_capacity,617.38,1000,61.74,3.42
CAPACITY-FORECAST_HOURLY-02-60,ST0301,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,21.98,index,valid,synthetic_capacity,536.06,1000,53.61,-2.56
CAPACITY-FORECAST_HOURLY-02-61,ST0301,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,31.98,index,valid,synthetic_capacity,461.34,1000,46.13,-5.65
CAPACITY-FORECAST_HOURLY-02-62,ST0301,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,15.02,index,valid,synthetic_capacity,373.61,1000,37.36,-7.6
CAPACITY-FORECAST_HOURLY-02-63,ST0301,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,16.03,index,valid,synthetic_capacity,640.24,1000,64.02,6.35
CAPACITY-FORECAST_HOURLY-02-64,ST0301,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,67.5,index,valid,synthetic_capacity,671.54,1000,67.15,-4.7
CAPACITY-FORECAST_HOURLY-02-65,ST0301,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,16.16,index,valid,synthetic_capacity,484.55,1000,48.45,-0.99
CAPACITY-FORECAST_HOURLY-02-66,ST0301,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,64.86,index,valid,synthetic_capacity,562.8,1000,56.28,-6.77
CAPACITY-FORECAST_HOURLY-02-67,ST0301,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,58.46,index,valid,synthetic_capacity,635.12,1000,63.51,3.24
CAPACITY-FORECAST_HOURLY-02-68,ST0301,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,32.49,index,valid,synthetic_capacity,403.53,1000,40.35,-6.51
CAPACITY-FORECAST_HOURLY-02-69,ST0301,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,45.08,index,valid,synthetic_capacity,732.68,1000,73.27,-0.45
CAPACITY-FORECAST_HOURLY-02-70,ST0301,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,26.07,index,valid,synthetic_capacity,621.67,1000,62.17,-6.01
CAPACITY-FORECAST_HOURLY-02-71,ST0301,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,59.32,index,valid,synthetic_capacity,608.7,1000,60.87,6.83
CAPACITY-FORECAST_HOURLY-03-00,ST0402,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,25.65,index,valid,synthetic_capacity,564.05,1000,56.4,3.25
CAPACITY-FORECAST_HOURLY-03-01,ST0402,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,48.76,index,valid,synthetic_capacity,332.87,1000,33.29,3.72
CAPACITY-FORECAST_HOURLY-03-02,ST0402,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,71.93,index,valid,synthetic_capacity,404.86,1000,40.49,-1.75
CAPACITY-FORECAST_HOURLY-03-03,ST0402,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,73.21,index,valid,synthetic_capacity,681.26,1000,68.13,-3.11
CAPACITY-FORECAST_HOURLY-03-04,ST0402,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,52.93,index,valid,synthetic_capacity,439.76,1000,43.98,1.92
CAPACITY-FORECAST_HOURLY-03-05,ST0402,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,36.91,index,valid,synthetic_capacity,386.22,1000,38.62,-3.34
CAPACITY-FORECAST_HOURLY-03-06,ST0402,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,71.49,index,valid,synthetic_capacity,648.72,1000,64.87,4.27
CAPACITY-FORECAST_HOURLY-03-07,ST0402,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,15.62,index,valid,synthetic_capacity,571.56,1000,57.16,-2.56
CAPACITY-FORECAST_HOURLY-03-08,ST0402,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,35.57,index,valid,synthetic_capacity,609.74,1000,60.97,1.15
CAPACITY-FORECAST_HOURLY-03-09,ST0402,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,71.67,index,valid,synthetic_capacity,496.5,1000,49.65,4.2
CAPACITY-FORECAST_HOURLY-03-10,ST0402,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,84.29,index,valid,synthetic_capacity,550.13,1000,55.01,2.96
CAPACITY-FORECAST_HOURLY-03-11,ST0402,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,68.92,index,valid,synthetic_capacity,411.28,1000,41.13,4.24
CAPACITY-FORECAST_HOURLY-03-12,ST0402,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,63.41,index,valid,synthetic_capacity,797.24,1000,79.72,-1.7
CAPACITY-FORECAST_HOURLY-03-13,ST0402,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,20.87,index,valid,synthetic_capacity,724.99,1000,72.5,-5.22
CAPACITY-FORECAST_HOURLY-03-14,ST0402,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,19.3,index,valid,synthetic_capacity,778.6,1000,77.86,2.18
CAPACITY-FORECAST_HOURLY-03-15,ST0402,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,63.87,index,valid,synthetic_capacity,502.28,1000,50.23,4.87
CAPACITY-FORECAST_HOURLY-03-16,ST0402,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,75.65,index,valid,synthetic_capacity,611.52,1000,61.15,-7.21
CAPACITY-FORECAST_HOURLY-03-17,ST0402,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,52.85,index,valid,synthetic_capacity,700.01,1000,70.0,7.71
CAPACITY-FORECAST_HOURLY-03-18,ST0402,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,68.89,index,valid,synthetic_capacity,524.57,1000,52.46,-4.79
CAPACITY-FORECAST_HOURLY-03-19,ST0402,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,68.12,index,valid,synthetic_capacity,469.45,1000,46.95,4.87
CAPACITY-FORECAST_HOURLY-03-20,ST0402,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,76.73,index,valid,synthetic_capacity,789.26,1000,78.93,-2.17
CAPACITY-FORECAST_HOURLY-03-21,ST0402,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,80.66,index,valid,synthetic_capacity,729.93,1000,72.99,7.07
CAPACITY-FORECAST_HOURLY-03-22,ST0402,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,39.12,index,valid,synthetic_capacity,488.95,1000,48.9,-5.72
CAPACITY-FORECAST_HOURLY-03-23,ST0402,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,39.01,index,valid,synthetic_capacity,543.43,1000,54.34,1.35
CAPACITY-FORECAST_HOURLY-03-24,ST0402,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,64.19,index,valid,synthetic_capacity,477.27,1000,47.73,-0.05
CAPACITY-FORECAST_HOURLY-03-25,ST0402,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,61.61,index,valid,synthetic_capacity,503.49,1000,50.35,6.28
CAPACITY-FORECAST_HOURLY-03-26,ST0402,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,50.19,index,valid,synthetic_capacity,441.87,1000,44.19,6.66
CAPACITY-FORECAST_HOURLY-03-27,ST0402,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,49.7,index,valid,synthetic_capacity,326.42,1000,32.64,-4.53
CAPACITY-FORECAST_HOURLY-03-28,ST0402,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,67.59,index,valid,synthetic_capacity,472.23,1000,47.22,-5.91
CAPACITY-FORECAST_HOURLY-03-29,ST0402,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,72.0,index,valid,synthetic_capacity,682.86,1000,68.29,-1.06
CAPACITY-FORECAST_HOURLY-03-30,ST0402,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,83.94,index,valid,synthetic_capacity,607.17,1000,60.72,-7.71
CAPACITY-FORECAST_HOURLY-03-31,ST0402,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,19.32,index,valid,synthetic_capacity,752.78,1000,75.28,-6.14
CAPACITY-FORECAST_HOURLY-03-32,ST0402,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,78.64,index,valid,synthetic_capacity,634.6,1000,63.46,-2.34
CAPACITY-FORECAST_HOURLY-03-33,ST0402,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,67.24,index,valid,synthetic_capacity,303.41,1000,30.34,6.95
CAPACITY-FORECAST_HOURLY-03-34,ST0402,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,70.88,index,valid,synthetic_capacity,367.02,1000,36.7,-7.43
CAPACITY-FORECAST_HOURLY-03-35,ST0402,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,42.57,index,valid,synthetic_capacity,335.38,1000,33.54,-0.71
CAPACITY-FORECAST_HOURLY-03-36,ST0402,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,50.29,index,valid,synthetic_capacity,607.72,1000,60.77,1.9
CAPACITY-FORECAST_HOURLY-03-37,ST0402,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,52.44,index,valid,synthetic_capacity,638.15,1000,63.81,-3.23
CAPACITY-FORECAST_HOURLY-03-38,ST0402,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,75.61,index,valid,synthetic_capacity,361.71,1000,36.17,-6.62
CAPACITY-FORECAST_HOURLY-03-39,ST0402,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,46.33,index,valid,synthetic_capacity,588.87,1000,58.89,-1.76
CAPACITY-FORECAST_HOURLY-03-40,ST0402,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,31.95,index,valid,synthetic_capacity,705.39,1000,70.54,-7.73
CAPACITY-FORECAST_HOURLY-03-41,ST0402,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,75.08,index,valid,synthetic_capacity,659.69,1000,65.97,2.39
CAPACITY-FORECAST_HOURLY-03-42,ST0402,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,51.91,index,valid,synthetic_capacity,416.54,1000,41.65,-3.41
CAPACITY-FORECAST_HOURLY-03-43,ST0402,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,45.52,index,valid,synthetic_capacity,314.77,1000,31.48,5.53
CAPACITY-FORECAST_HOURLY-03-44,ST0402,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,29.2,index,valid,synthetic_capacity,739.47,1000,73.95,-4.77
CAPACITY-FORECAST_HOURLY-03-45,ST0402,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,59.78,index,valid,synthetic_capacity,413.47,1000,41.35,6.01
CAPACITY-FORECAST_HOURLY-03-46,ST0402,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,17.58,index,valid,synthetic_capacity,709.17,1000,70.92,-0.94
CAPACITY-FORECAST_HOURLY-03-47,ST0402,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,69.62,index,valid,synthetic_capacity,684.76,1000,68.48,-1.91
CAPACITY-FORECAST_HOURLY-03-48,ST0402,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,47.64,index,valid,synthetic_capacity,674.46,1000,67.45,-0.72
CAPACITY-FORECAST_HOURLY-03-49,ST0402,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,17.05,index,valid,synthetic_capacity,626.46,1000,62.65,-4.69
CAPACITY-FORECAST_HOURLY-03-50,ST0402,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,79.12,index,valid,synthetic_capacity,558.26,1000,55.83,7.29
CAPACITY-FORECAST_HOURLY-03-51,ST0402,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,49.34,index,valid,synthetic_capacity,653.73,1000,65.37,0.82
CAPACITY-FORECAST_HOURLY-03-52,ST0402,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,43.09,index,valid,synthetic_capacity,380.63,1000,38.06,-7.89
CAPACITY-FORECAST_HOURLY-03-53,ST0402,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,57.6,index,valid,synthetic_capacity,458.25,1000,45.83,4.75
CAPACITY-FORECAST_HOURLY-03-54,ST0402,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,61.06,index,valid,synthetic_capacity,395.85,1000,39.59,-2.19
CAPACITY-FORECAST_HOURLY-03-55,ST0402,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,38.78,index,valid,synthetic_capacity,392.28,1000,39.23,1.03
CAPACITY-FORECAST_HOURLY-03-56,ST0402,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,51.33,index,valid,synthetic_capacity,663.94,1000,66.39,7.55
CAPACITY-FORECAST_HOURLY-03-57,ST0402,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,83.27,index,valid,synthetic_capacity,514.21,1000,51.42,1.7
CAPACITY-FORECAST_HOURLY-03-58,ST0402,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,84.5,index,valid,synthetic_capacity,407.45,1000,40.74,4.24
CAPACITY-FORECAST_HOURLY-03-59,ST0402,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,27.83,index,valid,synthetic_capacity,504.49,1000,50.45,6.94
CAPACITY-FORECAST_HOURLY-03-60,ST0402,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,51.06,index,valid,synthetic_capacity,616.7,1000,61.67,-4.93
CAPACITY-FORECAST_HOURLY-03-61,ST0402,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,64.42,index,valid,synthetic_capacity,532.36,1000,53.24,-7.04
CAPACITY-FORECAST_HOURLY-03-62,ST0402,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,82.43,index,valid,synthetic_capacity,575.58,1000,57.56,-1.01
CAPACITY-FORECAST_HOURLY-03-63,ST0402,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,57.61,index,valid,synthetic_capacity,572.45,1000,57.25,-7.85
CAPACITY-FORECAST_HOURLY-03-64,ST0402,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,55.54,index,valid,synthetic_capacity,562.84,1000,56.28,4.69
CAPACITY-FORECAST_HOURLY-03-65,ST0402,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,66.18,index,valid,synthetic_capacity,350.25,1000,35.02,-3.12
CAPACITY-FORECAST_HOURLY-03-66,ST0402,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,23.66,index,valid,synthetic_capacity,363.36,1000,36.34,-5.25
CAPACITY-FORECAST_HOURLY-03-67,ST0402,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,72.67,index,valid,synthetic_capacity,476.2,1000,47.62,4.8
CAPACITY-FORECAST_HOURLY-03-68,ST0402,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,82.49,index,valid,synthetic_capacity,557.2,1000,55.72,-2.14
CAPACITY-FORECAST_HOURLY-03-69,ST0402,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,44.8,index,valid,synthetic_capacity,491.88,1000,49.19,1.42
CAPACITY-FORECAST_HOURLY-03-70,ST0402,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,58.13,index,valid,synthetic_capacity,553.5,1000,55.35,-6.1
CAPACITY-FORECAST_HOURLY-03-71,ST0402,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,27.53,index,valid,synthetic_capacity,309.79,1000,30.98,5.52
CAPACITY-FORECAST_HOURLY-04-00,ST0501,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,40.26,index,valid,synthetic_capacity,646.3,1000,64.63,1.9
CAPACITY-FORECAST_HOURLY-04-01,ST0501,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,53.71,index,valid,synthetic_capacity,533.22,1000,53.32,1.76
CAPACITY-FORECAST_HOURLY-04-02,ST0501,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,38.98,index,valid,synthetic_capacity,566.45,1000,56.65,-3.38
CAPACITY-FORECAST_HOURLY-04-03,ST0501,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,31.44,index,valid,synthetic_capacity,300.09,1000,30.01,1.0
CAPACITY-FORECAST_HOURLY-04-04,ST0501,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,82.61,index,valid,synthetic_capacity,449.29,1000,44.93,4.21
CAPACITY-FORECAST_HOURLY-04-05,ST0501,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,81.76,index,valid,synthetic_capacity,380.95,1000,38.09,-7.84
CAPACITY-FORECAST_HOURLY-04-06,ST0501,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,59.5,index,valid,synthetic_capacity,380.79,1000,38.08,6.93
