gateway_id,province_code,area_code,date_hour,active_sessions,attach_attempt,attach_success,traffic_gb,cpu_pct,memory_pct,latency_ms,drop_count,status
GW01,DBN,KV1,2026-08-20-01,242,413,404,41.07,53.15,72.16,6.03,9,up
GW02,SLA,KV1,2026-08-20-01,199,470,468,59.89,66.34,62.2,13.67,2,up
GW03,CMU,KV3,2026-08-20-01,173,353,350,33.25,62.5,71.37,15.11,3,up
GW04,NBH,KV1,2026-08-20-01,256,382,380,21.14,66.06,44.41,11.46,2,up
GW05,HCM,KV3,2026-08-20-01,333,380,376,43.78,49.81,61.94,7.66,4,up
GW06,KHA,KV2,2026-08-20-01,339,566,556,68.13,47.12,69.9,21.88,10,up
GW01,DBN,KV1,2026-08-20-02,214,309,304,65.64,54.72,63.51,16.94,5,up
GW02,SLA,KV1,2026-08-20-02,286,360,356,61.67,51.4,43.54,9.8,4,up
GW03,CMU,KV3,2026-08-20-02,330,490,487,57.93,37.18,43.11,7.65,3,up
GW04,NBH,KV1,2026-08-20-02,251,615,612,25.81,46.9,57.76,8.69,3,up
GW05,HCM,KV3,2026-08-20-02,265,563,549,29.72,29.13,35.4,12.22,14,up
GW06,KHA,KV2,2026-08-20-02,214,400,398,44.07,67.58,52.64,18.79,2,up
GW01,DBN,KV1,2026-08-20-03,295,654,646,55.53,22.18,40.38,19.51,8,up
GW02,SLA,KV1,2026-08-20-03,349,344,340,66.08,61.1,51.58,18.69,4,up
GW03,CMU,KV3,2026-08-20-03,307,396,382,36.65,68.03,66.06,5.01,14,up
GW04,NBH,KV1,2026-08-20-03,245,430,419,45.57,27.65,71.76,23.32,11,up
GW05,HCM,KV3,2026-08-20-03,297,604,597,27.22,69.51,64.42,12.41,7,up
GW06,KHA,KV2,2026-08-20-03,230,608,599,39.62,39.0,64.35,5.87,9,up
GW01,DBN,KV1,2026-08-20-04,243,388,385,63.09,47.67,60.19,19.43,3,up
GW02,SLA,KV1,2026-08-20-04,314,441,432,48.16,62.76,71.05,18.05,9,up
GW03,CMU,KV3,2026-08-20-04,226,398,395,37.8,47.67,62.13,19.17,3,up
GW04,NBH,KV1,2026-08-20-04,161,676,663,60.35,67.87,70.99,8.82,13,up
GW05,HCM,KV3,2026-08-20-04,279,525,510,53.96,23.89,53.3,11.94,15,up
GW06,KHA,KV2,2026-08-20-04,214,369,362,58.0,35.31,37.91,21.23,7,up
GW01,DBN,KV1,2026-08-20-05,166,495,492,38.41,59.99,51.05,12.44,3,up
GW02,SLA,KV1,2026-08-20-05,192,330,322,39.99,21.97,43.71,19.88,8,up
GW03,CMU,KV3,2026-08-20-05,344,686,681,23.5,62.18,40.92,23.02,5,up
GW04,NBH,KV1,2026-08-20-05,261,307,297,50.8,57.33,59.65,14.08,10,up
GW05,HCM,KV3,2026-08-20-05,350,583,574,23.13,62.36,44.85,8.35,9,up
GW06,KHA,KV2,2026-08-20-05,283,516,504,46.49,32.02,61.16,9.33,12,up
GW01,DBN,KV1,2026-08-20-06,186,591,580,57.3,51.83,72.35,20.73,11,up
GW02,SLA,KV1,2026-08-20-06,175,323,308,36.15,47.23,49.28,24.33,15,up
GW03,CMU,KV3,2026-08-20-06,257,687,677,46.74,29.44,57.51,8.73,10,up
GW04,NBH,KV1,2026-08-20-06,208,608,602,61.53,36.59,40.22,12.44,6,up
GW05,HCM,KV3,2026-08-20-06,246,301,298,67.63,52.96,50.61,16.31,3,up
GW06,KHA,KV2,2026-08-20-06,175,300,298,29.69,27.96,70.89,20.37,2,up
GW01,DBN,KV1,2026-08-20-07,222,538,528,48.45,36.79,67.51,8.65,10,up
GW02,SLA,KV1,2026-08-20-07,306,552,540,26.77,50.83,62.82,15.38,12,up
GW03,CMU,KV3,2026-08-20-07,168,382,367,58.37,34.34,64.08,6.43,15,up
GW04,NBH,KV1,2026-08-20-07,151,695,687,30.4,29.37,74.38,16.95,8,up
GW05,HCM,KV3,2026-08-20-07,233,610,603,25.44,44.65,74.25,19.94,7,up
GW06,KHA,KV2,2026-08-20-07,210,381,373,24.39,34.18,54.58,20.29,8,up
GW01,DBN,KV1,2026-08-20-08,312,603,589,60.82,22.03,54.49,11.11,14,up
GW02,SLA,KV1,2026-08-20-08,182,466,455,41.86,67.36,40.41,7.96,11,up
GW03,CMU,KV3,2026-08-20-08,235,637,626,69.43,46.61,36.79,12.14,11,up
GW04,NBH,KV1,2026-08-20-08,206,445,433,35.73,27.8,46.81,10.35,12,up
GW05,HCM,KV3,2026-08-20-08,281,545,536,66.03,65.47,71.28,7.63,9,up
GW06,KHA,KV2,2026-08-20-08,330,399,397,60.89,55.2,61.02,17.06,2,up
GW01,DBN,KV1,2026-08-20-09,257,700,697,30.26,56.06,63.0,22.66,3,up
GW02,SLA,KV1,2026-08-20-09,306,439,427,31.62,68.91,71.12,23.1,12,up
GW03,CMU,KV3,2026-08-20-09,203,575,561,54.87,69.04,60.13,15.18,14,up
GW04,NBH,KV1,2026-08-20-09,276,357,350,45.13,50.96,57.25,8.24,7,up
GW05,HCM,KV3,2026-08-20-09,276,471,463,60.1,62.51,35.71,16.85,8,up
GW06,KHA,KV2,2026-08-20-09,163,581,570,50.64,43.73,64.29,12.55,11,up
GW01,DBN,KV1,2026-08-20-10,163,568,554,39.94,62.12,38.01,5.15,14,up
GW02,SLA,KV1,2026-08-20-10,298,391,384,27.08,44.29,72.61,16.69,7,up
GW03,CMU,KV3,2026-08-20-10,162,439,424,43.2,54.71,43.93,17.13,15,up
GW04,NBH,KV1,2026-08-20-10,240,396,387,69.96,44.93,45.9,24.38,9,up
GW05,HCM,KV3,2026-08-20-10,282,361,346,66.01,56.7,69.34,17.11,15,up
GW06,KHA,KV2,2026-08-20-10,268,369,355,53.72,22.08,59.28,16.1,14,up
GW01,DBN,KV1,2026-08-20-11,200,628,625,27.23,30.76,41.4,6.08,3,up
GW02,SLA,KV1,2026-08-20-11,288,354,344,21.66,46.3,37.0,17.08,10,up
GW03,CMU,KV3,2026-08-20-11,335,356,343,32.36,43.4,45.03,21.53,13,up
GW04,NBH,KV1,2026-08-20-11,277,381,377,65.72,55.14,73.57,19.76,4,up
GW05,HCM,KV3,2026-08-20-11,334,506,494,36.02,56.44,61.22,24.7,12,up
GW06,KHA,KV2,2026-08-20-11,238,575,564,33.43,58.91,45.03,9.8,11,up
GW01,DBN,KV1,2026-08-20-12,281,640,634,49.28,36.02,59.03,15.92,6,up
GW02,SLA,KV1,2026-08-20-12,317,401,399,50.02,57.75,53.25,15.7,2,up
GW03,CMU,KV3,2026-08-20-12,331,301,287,42.43,66.6,48.02,11.15,14,up
GW04,NBH,KV1,2026-08-20-12,243,670,656,22.41,31.13,70.42,20.81,14,up
GW05,HCM,KV3,2026-08-20-12,316,493,488,35.39,67.21,72.33,9.48,5,up
GW06,KHA,KV2,2026-08-20-12,304,439,435,38.08,24.78,56.78,18.46,4,up
GW01,DBN,KV1,2026-08-20-13,318,540,538,41.08,66.14,51.38,15.79,2,up
GW02,SLA,KV1,2026-08-20-13,338,603,590,47.04,41.41,43.7,21.22,13,up
GW03,CMU,KV3,2026-08-20-13,311,562,547,30.14,54.52,66.2,21.96,15,up
GW04,NBH,KV1,2026-08-20-13,348,531,521,47.92,29.69,49.38,12.62,10,up
GW05,HCM,KV3,2026-08-20-13,162,360,349,24.59,46.66,48.42,21.5,11,up
GW06,KHA,KV2,2026-08-20-13,313,648,637,50.96,27.78,53.52,18.29,11,up
GW01,DBN,KV1,2026-08-20-14,209,361,348,58.92,69.65,64.84,20.25,13,up
GW02,SLA,KV1,2026-08-20-14,186,389,380,65.82,31.8,41.43,21.91,9,up
GW03,CMU,KV3,2026-08-20-14,340,501,496,43.91,68.08,42.8,8.45,5,up
GW04,NBH,KV1,2026-08-20-14,151,338,333,34.68,25.08,71.59,22.86,5,up
GW05,HCM,KV3,2026-08-20-14,167,642,629,49.0,28.94,39.93,11.57,13,up
GW06,KHA,KV2,2026-08-20-14,212,340,329,60.22,64.14,43.99,8.36,11,up
GW01,DBN,KV1,2026-08-20-15,152,312,304,49.1,46.69,47.74,13.09,8,up
GW02,SLA,KV1,2026-08-20-15,177,343,331,38.43,33.56,42.37,9.15,12,up
GW03,CMU,KV3,2026-08-20-15,161,370,355,34.04,62.23,44.33,9.64,15,up
GW04,NBH,KV1,2026-08-20-15,300,660,656,42.57,68.28,67.61,5.05,4,up
GW05,HCM,KV3,2026-08-20-15,231,688,684,59.72,63.11,65.27,14.18,4,up
GW06,KHA,KV2,2026-08-20-15,160,683,670,41.35,31.7,73.63,16.49,13,up
GW01,DBN,KV1,2026-08-20-16,335,605,594,47.81,34.0,65.86,8.18,11,up
GW02,SLA,KV1,2026-08-20-16,340,507,503,69.3,41.73,52.69,7.87,4,up
GW03,CMU,KV3,2026-08-20-16,317,409,399,34.56,31.88,71.17,23.03,10,up
GW04,NBH,KV1,2026-08-20-16,231,319,308,40.92,32.08,73.98,10.87,11,up
GW05,HCM,KV3,2026-08-20-16,279,500,488,59.15,67.11,69.0,10.72,12,up
GW06,KHA,KV2,2026-08-20-16,211,414,399,35.53,28.1,36.58,8.1,15,up
GW01,DBN,KV1,2026-08-20-17,289,390,377,52.16,32.82,57.38,9.87,13,up
GW02,SLA,KV1,2026-08-20-17,234,427,416,35.74,42.2,61.67,11.11,11,up
GW03,CMU,KV3,2026-08-20-17,273,585,574,67.09,67.36,39.64,20.38,11,up
GW04,NBH,KV1,2026-08-20-17,260,479,464,57.99,41.44,39.34,12.77,15,up
GW05,HCM,KV3,2026-08-20-17,196,381,376,42.3,38.06,38.49,6.35,5,up
GW06,KHA,KV2,2026-08-20-17,179,480,472,26.01,33.11,48.7,17.35,8,up
GW01,DBN,KV1,2026-08-20-18,178,639,629,69.95,36.23,73.65,15.14,10,up
GW02,SLA,KV1,2026-08-20-18,214,606,599,44.43,64.12,50.4,13.21,7,up
GW03,CMU,KV3,2026-08-20-18,299,677,665,37.94,35.95,62.49,12.29,12,up
GW04,NBH,KV1,2026-08-20-18,223,424,412,60.69,26.87,55.22,23.1,12,up
GW05,HCM,KV3,2026-08-20-18,214,317,313,53.24,42.05,57.22,7.38,4,up
GW06,KHA,KV2,2026-08-20-18,284,696,687,65.54,26.39,43.17,12.95,9,up
GW01,DBN,KV1,2026-08-20-19,348,445,443,65.67,20.51,51.64,16.42,2,up
GW02,SLA,KV1,2026-08-20-19,309,314,306,30.86,64.03,59.87,22.9,8,up
GW03,CMU,KV3,2026-08-20-19,177,424,410,31.09,61.31,62.01,12.22,14,up
GW04,NBH,KV1,2026-08-20-19,316,544,532,54.05,47.82,63.23,8.87,12,up
GW05,HCM,KV3,2026-08-20-19,244,556,549,49.6,58.3,65.0,7.18,7,up
GW06,KHA,KV2,2026-08-20-19,303,645,634,42.0,69.8,61.06,11.44,11,up
GW01,DBN,KV1,2026-08-20-20,207,495,490,20.25,32.6,52.16,16.48,5,up
GW02,SLA,KV1,2026-08-20-20,313,445,435,34.46,61.67,59.67,15.22,10,up
GW03,CMU,KV3,2026-08-20-20,237,373,368,32.2,31.97,38.24,6.31,5,up
GW04,NBH,KV1,2026-08-20-20,167,614,601,50.0,61.69,68.98,20.14,13,up
GW05,HCM,KV3,2026-08-20-20,156,361,348,62.85,43.61,56.68,8.16,13,up
GW06,KHA,KV2,2026-08-20-20,189,576,565,24.39,62.65,62.41,14.66,11,up
GW01,DBN,KV1,2026-08-20-21,157,348,333,43.69,38.73,73.2,23.33,15,up
GW02,SLA,KV1,2026-08-20-21,266,429,425,21.99,61.04,52.54,11.56,4,up
GW03,CMU,KV3,2026-08-20-21,321,634,632,68.06,22.62,50.98,15.42,2,up
GW04,NBH,KV1,2026-08-20-21,342,683,669,63.92,24.77,51.9,10.64,14,up
GW05,HCM,KV3,2026-08-20-21,163,600,595,61.77,51.78,48.89,16.14,5,up
GW06,KHA,KV2,2026-08-20-21,225,667,665,37.91,28.91,49.81,15.68,2,up
GW01,DBN,KV1,2026-08-20-22,266,473,461,59.65,67.05,63.9,15.29,12,up
GW02,SLA,KV1,2026-08-20-22,274,579,566,40.68,67.61,64.51,10.06,13,up
GW03,CMU,KV3,2026-08-20-22,155,389,387,33.83,62.57,66.43,20.67,2,up
GW04,NBH,KV1,2026-08-20-22,169,373,369,44.9,29.18,44.02,20.97,4,up
GW05,HCM,KV3,2026-08-20-22,217,594,592,29.7,61.46,55.86,14.83,2,up
GW06,KHA,KV2,2026-08-20-22,163,654,646,27.85,48.41,74.48,19.97,8,up
GW01,DBN,KV1,2026-08-20-23,199,321,318,33.48,41.28,37.98,15.76,3,up
GW02,SLA,KV1,2026-08-20-23,300,360,355,35.39,61.59,48.0,17.21,5,up
GW03,CMU,KV3,2026-08-20-23,304,349,340,48.09,35.32,53.3,14.02,9,up
GW04,NBH,KV1,2026-08-20-23,171,635,632,37.38,26.7,66.57,14.0,3,up
GW05,HCM,KV3,2026-08-20-23,202,450,435,63.18,67.07,58.86,9.22,15,up
GW06,KHA,KV2,2026-08-20-23,224,376,370,31.84,40.48,69.7,20.55,6,up
