slice_usage_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-SLICE_USAGE_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,20.65,index,valid,synthetic_core,192,214,205,20.61
CORE-SLICE_USAGE_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,19.8,index,valid,synthetic_core,216,431,424,48.59
CORE-SLICE_USAGE_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,75.92,index,valid,synthetic_core,200,348,341,62.93
CORE-SLICE_USAGE_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,55.13,index,valid,synthetic_core,286,488,487,42.72
CORE-SLICE_USAGE_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,76.7,index,valid,synthetic_core,179,454,453,26.29
CORE-SLICE_USAGE_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,32.05,index,valid,synthetic_core,206,309,307,51.2
CORE-SLICE_USAGE_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,60.25,index,valid,synthetic_core,117,504,495,29.54
CORE-SLICE_USAGE_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,53.06,index,valid,synthetic_core,130,550,541,56.43
CORE-SLICE_USAGE_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,17.75,index,valid,synthetic_core,294,573,566,64.71
CORE-SLICE_USAGE_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,56.86,index,valid,synthetic_core,199,204,198,38.3
CORE-SLICE_USAGE_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,57.68,index,valid,synthetic_core,168,291,289,62.69
CORE-SLICE_USAGE_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,26.93,index,valid,synthetic_core,223,361,353,39.4
CORE-SLICE_USAGE_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,67.08,index,valid,synthetic_core,295,377,368,59.71
CORE-SLICE_USAGE_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,69.83,index,valid,synthetic_core,190,371,361,67.92
CORE-SLICE_USAGE_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,15.53,index,valid,synthetic_core,262,315,313,55.67
CORE-SLICE_USAGE_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,23.93,index,valid,synthetic_core,108,524,521,46.83
CORE-SLICE_USAGE_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,67.66,index,valid,synthetic_core,190,331,325,49.26
CORE-SLICE_USAGE_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,80.21,index,valid,synthetic_core,147,410,398,65.25
CORE-SLICE_USAGE_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,20.97,index,valid,synthetic_core,284,233,226,45.28
CORE-SLICE_USAGE_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,48.86,index,valid,synthetic_core,154,306,295,38.73
CORE-SLICE_USAGE_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,28.44,index,valid,synthetic_core,147,575,570,24.7
CORE-SLICE_USAGE_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,16.76,index,valid,synthetic_core,126,530,524,54.95
CORE-SLICE_USAGE_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,83.62,index,valid,synthetic_core,183,417,406,56.05
CORE-SLICE_USAGE_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,77.48,index,valid,synthetic_core,203,480,468,45.54
CORE-SLICE_USAGE_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,21.45,index,valid,synthetic_core,200,200,199,45.3
CORE-SLICE_USAGE_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,65.29,index,valid,synthetic_core,250,513,511,67.51
CORE-SLICE_USAGE_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,40.65,index,valid,synthetic_core,276,435,424,49.52
CORE-SLICE_USAGE_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,18.74,index,valid,synthetic_core,279,557,556,33.18
CORE-SLICE_USAGE_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,72.99,index,valid,synthetic_core,293,310,298,57.39
CORE-SLICE_USAGE_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,30.09,index,valid,synthetic_core,172,587,575,65.39
CORE-SLICE_USAGE_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,73.54,index,valid,synthetic_core,251,600,592,35.73
CORE-SLICE_USAGE_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,42.79,index,valid,synthetic_core,154,204,192,22.91
CORE-SLICE_USAGE_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,25.91,index,valid,synthetic_core,239,522,511,58.44
CORE-SLICE_USAGE_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,19.4,index,valid,synthetic_core,158,259,256,58.62
CORE-SLICE_USAGE_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,30.4,index,valid,synthetic_core,196,295,294,38.36
CORE-SLICE_USAGE_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,65.21,index,valid,synthetic_core,106,511,510,48.04
CORE-SLICE_USAGE_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,59.74,index,valid,synthetic_core,133,281,275,24.74
CORE-SLICE_USAGE_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,78.37,index,valid,synthetic_core,166,249,245,69.09
CORE-SLICE_USAGE_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,41.63,index,valid,synthetic_core,134,437,432,30.21
CORE-SLICE_USAGE_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,23.97,index,valid,synthetic_core,176,588,580,55.75
CORE-SLICE_USAGE_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,79.98,index,valid,synthetic_core,203,282,280,27.23
CORE-SLICE_USAGE_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,46.64,index,valid,synthetic_core,191,232,227,26.79
CORE-SLICE_USAGE_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,55.44,index,valid,synthetic_core,143,200,189,29.71
CORE-SLICE_USAGE_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,15.92,index,valid,synthetic_core,264,334,326,20.1
CORE-SLICE_USAGE_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,51.24,index,valid,synthetic_core,124,548,544,59.78
CORE-SLICE_USAGE_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,29.46,index,valid,synthetic_core,123,239,234,32.14
CORE-SLICE_USAGE_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,61.93,index,valid,synthetic_core,178,304,292,41.1
CORE-SLICE_USAGE_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,45.5,index,valid,synthetic_core,141,287,284,26.8
CORE-SLICE_USAGE_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,82.65,index,valid,synthetic_core,291,370,368,50.16
CORE-SLICE_USAGE_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,18.15,index,valid,synthetic_core,107,530,522,36.93
CORE-SLICE_USAGE_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,75.56,index,valid,synthetic_core,215,386,378,24.8
CORE-SLICE_USAGE_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,48.94,index,valid,synthetic_core,279,367,359,20.14
CORE-SLICE_USAGE_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,25.15,index,valid,synthetic_core,274,579,567,65.95
CORE-SLICE_USAGE_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,25.92,index,valid,synthetic_core,201,464,454,20.8
CORE-SLICE_USAGE_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,25.55,index,valid,synthetic_core,204,333,331,52.81
CORE-SLICE_USAGE_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,33.57,index,valid,synthetic_core,270,509,508,31.49
CORE-SLICE_USAGE_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.68,index,valid,synthetic_core,236,456,446,52.99
CORE-SLICE_USAGE_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,18.74,index,valid,synthetic_core,103,416,408,65.08
CORE-SLICE_USAGE_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,30.56,index,valid,synthetic_core,175,482,470,36.99
CORE-SLICE_USAGE_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,82.58,index,valid,synthetic_core,246,213,209,25.21
CORE-SLICE_USAGE_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,56.85,index,valid,synthetic_core,187,363,353,37.55
CORE-SLICE_USAGE_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,27.65,index,valid,synthetic_core,280,355,343,50.83
CORE-SLICE_USAGE_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,24.41,index,valid,synthetic_core,149,348,339,29.71
CORE-SLICE_USAGE_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,72.45,index,valid,synthetic_core,272,456,448,69.05
CORE-SLICE_USAGE_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,63.74,index,valid,synthetic_core,117,570,564,50.53
CORE-SLICE_USAGE_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,45.74,index,valid,synthetic_core,199,488,477,66.35
CORE-SLICE_USAGE_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,79.67,index,valid,synthetic_core,187,522,516,61.13
CORE-SLICE_USAGE_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,73.55,index,valid,synthetic_core,140,582,580,52.61
CORE-SLICE_USAGE_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,32.98,index,valid,synthetic_core,234,223,219,26.01
CORE-SLICE_USAGE_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,64.54,index,valid,synthetic_core,209,324,318,37.76
CORE-SLICE_USAGE_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,31.62,index,valid,synthetic_core,236,448,445,52.03
CORE-SLICE_USAGE_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,43.84,index,valid,synthetic_core,106,273,272,57.52
CORE-SLICE_USAGE_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,60.43,index,valid,synthetic_core,288,590,579,45.19
CORE-SLICE_USAGE_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,41.73,index,valid,synthetic_core,116,594,584,61.03
CORE-SLICE_USAGE_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,36.45,index,valid,synthetic_core,122,463,462,27.17
CORE-SLICE_USAGE_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,46.54,index,valid,synthetic_core,237,569,560,22.32
CORE-SLICE_USAGE_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,81.21,index,valid,synthetic_core,248,444,439,58.7
CORE-SLICE_USAGE_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,63.07,index,valid,synthetic_core,112,332,320,22.85
CORE-SLICE_USAGE_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,71.52,index,valid,synthetic_core,257,489,485,24.09
CORE-SLICE_USAGE_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,71.43,index,valid,synthetic_core,191,585,582,47.2
CORE-SLICE_USAGE_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,27.02,index,valid,synthetic_core,264,542,538,22.27
CORE-SLICE_USAGE_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,15.69,index,valid,synthetic_core,187,255,248,37.17
CORE-SLICE_USAGE_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,75.42,index,valid,synthetic_core,289,397,386,52.57
CORE-SLICE_USAGE_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,60.72,index,valid,synthetic_core,124,260,252,28.65
CORE-SLICE_USAGE_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,36.05,index,valid,synthetic_core,245,451,448,64.45
CORE-SLICE_USAGE_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,53.97,index,valid,synthetic_core,145,324,312,64.9
CORE-SLICE_USAGE_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,63.54,index,valid,synthetic_core,199,498,495,21.05
CORE-SLICE_USAGE_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,78.76,index,valid,synthetic_core,146,354,352,55.68
CORE-SLICE_USAGE_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,69.89,index,valid,synthetic_core,278,230,224,31.14
CORE-SLICE_USAGE_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,75.34,index,valid,synthetic_core,107,212,202,38.67
CORE-SLICE_USAGE_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,63.29,index,valid,synthetic_core,299,369,360,20.55
CORE-SLICE_USAGE_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,24.55,index,valid,synthetic_core,250,441,433,34.9
CORE-SLICE_USAGE_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,67.89,index,valid,synthetic_core,132,543,534,53.11
CORE-SLICE_USAGE_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,76.44,index,valid,synthetic_core,273,327,318,41.73
CORE-SLICE_USAGE_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,44.79,index,valid,synthetic_core,121,327,315,66.75
CORE-SLICE_USAGE_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,38.42,index,valid,synthetic_core,122,535,524,36.3
CORE-SLICE_USAGE_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,64.57,index,valid,synthetic_core,204,469,468,47.77
CORE-SLICE_USAGE_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,67.94,index,valid,synthetic_core,298,558,556,20.85
CORE-SLICE_USAGE_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,68.09,index,valid,synthetic_core,138,303,298,44.34
CORE-SLICE_USAGE_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,60.66,index,valid,synthetic_core,290,294,290,57.85
CORE-SLICE_USAGE_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,72.65,index,valid,synthetic_core,168,381,378,66.47
CORE-SLICE_USAGE_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,44.94,index,valid,synthetic_core,138,373,366,66.94
CORE-SLICE_USAGE_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,50.94,index,valid,synthetic_core,217,491,487,49.85
CORE-SLICE_USAGE_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,34.16,index,valid,synthetic_core,177,502,499,33.1
CORE-SLICE_USAGE_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,60.14,index,valid,synthetic_core,264,395,393,23.04
CORE-SLICE_USAGE_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,56.2,index,valid,synthetic_core,264,496,493,22.29
CORE-SLICE_USAGE_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,22.55,index,valid,synthetic_core,231,386,381,33.39
CORE-SLICE_USAGE_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,36.99,index,valid,synthetic_core,141,307,301,35.81
CORE-SLICE_USAGE_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,20.36,index,valid,synthetic_core,105,207,205,52.54
CORE-SLICE_USAGE_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,53.89,index,valid,synthetic_core,232,488,483,33.94
CORE-SLICE_USAGE_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,64.32,index,valid,synthetic_core,237,267,263,40.22
CORE-SLICE_USAGE_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,25.53,index,valid,synthetic_core,201,423,414,43.34
CORE-SLICE_USAGE_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,27.97,index,valid,synthetic_core,245,209,199,58.73
CORE-SLICE_USAGE_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,19.02,index,valid,synthetic_core,211,575,570,51.69
CORE-SLICE_USAGE_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,57.55,index,valid,synthetic_core,221,523,514,43.2
CORE-SLICE_USAGE_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,21.38,index,valid,synthetic_core,219,599,589,52.83
CORE-SLICE_USAGE_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,23.17,index,valid,synthetic_core,181,251,243,44.54
CORE-SLICE_USAGE_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,67.57,index,valid,synthetic_core,277,558,553,43.09
CORE-SLICE_USAGE_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,76.68,index,valid,synthetic_core,291,399,396,58.33
CORE-SLICE_USAGE_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,39.34,index,valid,synthetic_core,244,227,219,59.02
CORE-SLICE_USAGE_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,51.38,index,valid,synthetic_core,144,338,333,28.53
CORE-SLICE_USAGE_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,82.85,index,valid,synthetic_core,266,554,543,64.32
CORE-SLICE_USAGE_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,19.04,index,valid,synthetic_core,254,382,379,26.02
CORE-SLICE_USAGE_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,59.13,index,valid,synthetic_core,193,437,432,27.7
CORE-SLICE_USAGE_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,50.78,index,valid,synthetic_core,219,286,285,25.34
CORE-SLICE_USAGE_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,84.28,index,valid,synthetic_core,271,283,271,62.19
CORE-SLICE_USAGE_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,61.28,index,valid,synthetic_core,254,239,237,54.01
CORE-SLICE_USAGE_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,62.42,index,valid,synthetic_core,117,314,307,60.49
CORE-SLICE_USAGE_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,31.54,index,valid,synthetic_core,170,261,259,69.92
CORE-SLICE_USAGE_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,66.74,index,valid,synthetic_core,117,211,207,48.81
CORE-SLICE_USAGE_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,32.89,index,valid,synthetic_core,215,343,331,51.69
CORE-SLICE_USAGE_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,67.99,index,valid,synthetic_core,140,247,236,62.7
CORE-SLICE_USAGE_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,80.67,index,valid,synthetic_core,291,318,315,57.4
CORE-SLICE_USAGE_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,84.04,index,valid,synthetic_core,201,222,214,46.81
CORE-SLICE_USAGE_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,21.31,index,valid,synthetic_core,239,534,532,49.14
CORE-SLICE_USAGE_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,23.08,index,valid,synthetic_core,264,380,376,64.35
CORE-SLICE_USAGE_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,37.21,index,valid,synthetic_core,117,365,363,46.64
CORE-SLICE_USAGE_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,66.87,index,valid,synthetic_core,280,313,309,40.9
CORE-SLICE_USAGE_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,61.17,index,valid,synthetic_core,161,306,301,65.68
CORE-SLICE_USAGE_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,39.64,index,valid,synthetic_core,255,422,415,53.59
CORE-SLICE_USAGE_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,38.94,index,valid,synthetic_core,220,255,245,66.23
CORE-SLICE_USAGE_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,46.71,index,valid,synthetic_core,128,525,521,33.59
CORE-SLICE_USAGE_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,42.82,index,valid,synthetic_core,171,423,421,21.74
CORE-SLICE_USAGE_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,84.66,index,valid,synthetic_core,164,458,449,53.17
CORE-SLICE_USAGE_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,44.19,index,valid,synthetic_core,287,437,431,39.72
CORE-SLICE_USAGE_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,18.45,index,valid,synthetic_core,244,346,338,47.58
CORE-SLICE_USAGE_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,46.35,index,valid,synthetic_core,254,424,422,54.03
CORE-SLICE_USAGE_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,21.28,index,valid,synthetic_core,260,275,271,34.81
CORE-SLICE_USAGE_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,21.1,index,valid,synthetic_core,280,230,229,35.43
CORE-SLICE_USAGE_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,34.23,index,valid,synthetic_core,125,522,512,58.68
CORE-SLICE_USAGE_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,42.71,index,valid,synthetic_core,226,345,340,33.85
CORE-SLICE_USAGE_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,57.35,index,valid,synthetic_core,124,534,526,41.37
CORE-SLICE_USAGE_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,24.78,index,valid,synthetic_core,224,404,394,60.43
CORE-SLICE_USAGE_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,79.74,index,valid,synthetic_core,184,204,203,51.52
CORE-SLICE_USAGE_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,79.56,index,valid,synthetic_core,112,312,311,33.37
CORE-SLICE_USAGE_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,35.03,index,valid,synthetic_core,173,539,534,66.16
CORE-SLICE_USAGE_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,42.77,index,valid,synthetic_core,110,427,420,43.18
CORE-SLICE_USAGE_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,59.7,index,valid,synthetic_core,188,219,214,53.59
CORE-SLICE_USAGE_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,20.06,index,valid,synthetic_core,168,530,518,38.2
CORE-SLICE_USAGE_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,24.92,index,valid,synthetic_core,101,498,490,60.39
