session_setup_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-SESSION_SETUP_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,52.78,index,valid,synthetic_core,199,594,592,47.43
CORE-SESSION_SETUP_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,29.2,index,valid,synthetic_core,218,430,422,26.72
CORE-SESSION_SETUP_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,60.65,index,valid,synthetic_core,203,470,465,65.25
CORE-SESSION_SETUP_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,64.42,index,valid,synthetic_core,227,502,497,61.28
CORE-SESSION_SETUP_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,82.38,index,valid,synthetic_core,139,318,307,48.72
CORE-SESSION_SETUP_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,82.62,index,valid,synthetic_core,126,441,436,63.57
CORE-SESSION_SETUP_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,72.2,index,valid,synthetic_core,105,399,387,25.83
CORE-SESSION_SETUP_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,38.8,index,valid,synthetic_core,102,437,428,53.82
CORE-SESSION_SETUP_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,44.29,index,valid,synthetic_core,227,224,219,53.5
CORE-SESSION_SETUP_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,47.19,index,valid,synthetic_core,286,556,554,56.29
CORE-SESSION_SETUP_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,78.65,index,valid,synthetic_core,134,466,461,57.19
CORE-SESSION_SETUP_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,73.4,index,valid,synthetic_core,116,291,286,65.7
CORE-SESSION_SETUP_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,81.2,index,valid,synthetic_core,164,575,566,37.02
CORE-SESSION_SETUP_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,22.36,index,valid,synthetic_core,275,516,514,65.81
CORE-SESSION_SETUP_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,55.27,index,valid,synthetic_core,182,378,371,42.63
CORE-SESSION_SETUP_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,34.42,index,valid,synthetic_core,222,455,447,40.53
CORE-SESSION_SETUP_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,63.53,index,valid,synthetic_core,288,218,215,43.76
CORE-SESSION_SETUP_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,77.05,index,valid,synthetic_core,184,285,275,52.99
CORE-SESSION_SETUP_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,35.03,index,valid,synthetic_core,269,299,293,38.8
CORE-SESSION_SETUP_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,78.32,index,valid,synthetic_core,265,345,337,25.66
CORE-SESSION_SETUP_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,49.37,index,valid,synthetic_core,146,415,414,63.81
CORE-SESSION_SETUP_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,78.74,index,valid,synthetic_core,167,366,361,65.06
CORE-SESSION_SETUP_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,23.82,index,valid,synthetic_core,194,401,398,43.72
CORE-SESSION_SETUP_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,54.89,index,valid,synthetic_core,270,248,242,58.51
CORE-SESSION_SETUP_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,60.81,index,valid,synthetic_core,241,575,574,61.84
CORE-SESSION_SETUP_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,42.69,index,valid,synthetic_core,125,234,230,48.44
CORE-SESSION_SETUP_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,32.6,index,valid,synthetic_core,113,452,451,56.99
CORE-SESSION_SETUP_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,70.15,index,valid,synthetic_core,169,271,268,23.69
CORE-SESSION_SETUP_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,50.81,index,valid,synthetic_core,229,375,366,59.33
CORE-SESSION_SETUP_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,25.91,index,valid,synthetic_core,289,332,329,21.09
CORE-SESSION_SETUP_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,26.06,index,valid,synthetic_core,169,348,344,69.98
CORE-SESSION_SETUP_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,70.76,index,valid,synthetic_core,252,531,526,38.42
CORE-SESSION_SETUP_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,16.57,index,valid,synthetic_core,182,454,448,43.11
CORE-SESSION_SETUP_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,41.47,index,valid,synthetic_core,283,336,329,47.83
CORE-SESSION_SETUP_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,26.6,index,valid,synthetic_core,171,572,570,29.73
CORE-SESSION_SETUP_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,80.63,index,valid,synthetic_core,243,561,558,65.25
CORE-SESSION_SETUP_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,66.69,index,valid,synthetic_core,213,501,491,44.16
CORE-SESSION_SETUP_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,38.41,index,valid,synthetic_core,229,527,522,64.54
CORE-SESSION_SETUP_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,22.68,index,valid,synthetic_core,235,469,465,66.31
CORE-SESSION_SETUP_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,48.19,index,valid,synthetic_core,256,336,325,48.83
CORE-SESSION_SETUP_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,42.89,index,valid,synthetic_core,175,463,458,64.04
CORE-SESSION_SETUP_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,44.95,index,valid,synthetic_core,265,581,579,46.92
CORE-SESSION_SETUP_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,53.79,index,valid,synthetic_core,296,321,312,38.21
CORE-SESSION_SETUP_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,79.26,index,valid,synthetic_core,126,344,340,23.25
CORE-SESSION_SETUP_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,62.73,index,valid,synthetic_core,222,304,292,23.83
CORE-SESSION_SETUP_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,79.55,index,valid,synthetic_core,158,254,243,44.83
CORE-SESSION_SETUP_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,35.09,index,valid,synthetic_core,209,371,361,28.28
CORE-SESSION_SETUP_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,29.83,index,valid,synthetic_core,251,505,494,39.52
CORE-SESSION_SETUP_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,69.38,index,valid,synthetic_core,225,577,567,52.36
CORE-SESSION_SETUP_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,60.98,index,valid,synthetic_core,152,479,477,54.83
CORE-SESSION_SETUP_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,41.86,index,valid,synthetic_core,182,538,530,50.04
CORE-SESSION_SETUP_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,22.03,index,valid,synthetic_core,135,478,469,25.9
CORE-SESSION_SETUP_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,19.68,index,valid,synthetic_core,103,486,484,60.75
CORE-SESSION_SETUP_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,23.58,index,valid,synthetic_core,180,535,532,30.11
CORE-SESSION_SETUP_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,18.37,index,valid,synthetic_core,266,495,491,68.15
CORE-SESSION_SETUP_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,78.24,index,valid,synthetic_core,163,317,309,36.55
CORE-SESSION_SETUP_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.26,index,valid,synthetic_core,212,570,569,51.74
CORE-SESSION_SETUP_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,27.32,index,valid,synthetic_core,206,539,533,67.75
CORE-SESSION_SETUP_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,67.32,index,valid,synthetic_core,265,450,440,55.67
CORE-SESSION_SETUP_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,40.66,index,valid,synthetic_core,175,331,324,23.07
CORE-SESSION_SETUP_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,70.63,index,valid,synthetic_core,285,326,325,55.79
CORE-SESSION_SETUP_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,48.35,index,valid,synthetic_core,114,534,526,30.48
CORE-SESSION_SETUP_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,21.81,index,valid,synthetic_core,160,326,325,52.56
CORE-SESSION_SETUP_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,48.74,index,valid,synthetic_core,280,518,513,51.03
CORE-SESSION_SETUP_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,67.09,index,valid,synthetic_core,268,228,223,42.5
CORE-SESSION_SETUP_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,67.1,index,valid,synthetic_core,129,482,479,49.0
CORE-SESSION_SETUP_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,80.96,index,valid,synthetic_core,171,263,254,24.88
CORE-SESSION_SETUP_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,35.23,index,valid,synthetic_core,124,442,432,30.52
CORE-SESSION_SETUP_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,78.47,index,valid,synthetic_core,117,291,284,34.22
CORE-SESSION_SETUP_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,79.5,index,valid,synthetic_core,212,332,323,33.03
CORE-SESSION_SETUP_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,66.31,index,valid,synthetic_core,159,588,584,27.92
CORE-SESSION_SETUP_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,41.99,index,valid,synthetic_core,176,369,365,25.85
CORE-SESSION_SETUP_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,64.48,index,valid,synthetic_core,118,412,400,34.65
CORE-SESSION_SETUP_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,34.38,index,valid,synthetic_core,241,313,305,60.85
CORE-SESSION_SETUP_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,28.77,index,valid,synthetic_core,283,458,446,58.22
CORE-SESSION_SETUP_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,34.0,index,valid,synthetic_core,172,411,403,50.69
CORE-SESSION_SETUP_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,33.89,index,valid,synthetic_core,213,328,320,26.62
CORE-SESSION_SETUP_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,72.4,index,valid,synthetic_core,114,503,494,30.7
CORE-SESSION_SETUP_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,27.5,index,valid,synthetic_core,217,571,568,34.83
CORE-SESSION_SETUP_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,26.82,index,valid,synthetic_core,162,486,476,47.43
CORE-SESSION_SETUP_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,30.54,index,valid,synthetic_core,106,466,460,66.06
CORE-SESSION_SETUP_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,59.05,index,valid,synthetic_core,277,267,256,20.18
CORE-SESSION_SETUP_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,71.11,index,valid,synthetic_core,185,342,338,62.07
CORE-SESSION_SETUP_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,81.87,index,valid,synthetic_core,299,407,400,61.39
CORE-SESSION_SETUP_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,15.99,index,valid,synthetic_core,195,575,572,27.86
CORE-SESSION_SETUP_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,55.4,index,valid,synthetic_core,238,310,298,27.65
CORE-SESSION_SETUP_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,78.41,index,valid,synthetic_core,115,241,234,24.4
CORE-SESSION_SETUP_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,78.04,index,valid,synthetic_core,296,494,482,47.77
CORE-SESSION_SETUP_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,29.26,index,valid,synthetic_core,217,208,198,48.31
CORE-SESSION_SETUP_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,20.19,index,valid,synthetic_core,285,426,415,52.17
CORE-SESSION_SETUP_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,65.08,index,valid,synthetic_core,226,446,439,48.52
CORE-SESSION_SETUP_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,31.24,index,valid,synthetic_core,141,558,548,26.68
CORE-SESSION_SETUP_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,66.38,index,valid,synthetic_core,114,448,439,43.23
CORE-SESSION_SETUP_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,24.38,index,valid,synthetic_core,181,448,437,61.94
CORE-SESSION_SETUP_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,39.35,index,valid,synthetic_core,222,360,356,59.79
CORE-SESSION_SETUP_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,66.98,index,valid,synthetic_core,185,202,197,27.04
CORE-SESSION_SETUP_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,30.08,index,valid,synthetic_core,130,301,294,53.25
CORE-SESSION_SETUP_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,35.31,index,valid,synthetic_core,141,575,567,43.78
CORE-SESSION_SETUP_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,18.42,index,valid,synthetic_core,158,582,578,68.44
CORE-SESSION_SETUP_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,78.89,index,valid,synthetic_core,277,506,495,58.91
CORE-SESSION_SETUP_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,40.89,index,valid,synthetic_core,244,549,547,28.0
CORE-SESSION_SETUP_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,33.55,index,valid,synthetic_core,158,324,313,29.24
CORE-SESSION_SETUP_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,47.4,index,valid,synthetic_core,225,257,246,29.8
CORE-SESSION_SETUP_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,40.52,index,valid,synthetic_core,180,422,410,66.32
CORE-SESSION_SETUP_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,76.73,index,valid,synthetic_core,291,486,483,66.43
CORE-SESSION_SETUP_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,83.85,index,valid,synthetic_core,272,458,454,23.69
CORE-SESSION_SETUP_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,65.35,index,valid,synthetic_core,234,459,457,44.22
CORE-SESSION_SETUP_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,69.18,index,valid,synthetic_core,175,454,450,49.15
CORE-SESSION_SETUP_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,43.7,index,valid,synthetic_core,229,351,349,54.31
CORE-SESSION_SETUP_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,40.77,index,valid,synthetic_core,159,395,393,30.23
CORE-SESSION_SETUP_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,18.75,index,valid,synthetic_core,297,256,254,34.41
CORE-SESSION_SETUP_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,43.01,index,valid,synthetic_core,219,414,402,68.72
CORE-SESSION_SETUP_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,83.3,index,valid,synthetic_core,299,572,560,37.31
CORE-SESSION_SETUP_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,23.96,index,valid,synthetic_core,248,528,527,56.54
CORE-SESSION_SETUP_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,17.77,index,valid,synthetic_core,191,399,393,25.09
CORE-SESSION_SETUP_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,60.22,index,valid,synthetic_core,265,554,549,65.21
CORE-SESSION_SETUP_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,59.55,index,valid,synthetic_core,218,441,430,21.51
CORE-SESSION_SETUP_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,40.67,index,valid,synthetic_core,229,262,250,48.02
CORE-SESSION_SETUP_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,63.96,index,valid,synthetic_core,230,476,473,44.98
CORE-SESSION_SETUP_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,21.24,index,valid,synthetic_core,168,323,319,20.03
CORE-SESSION_SETUP_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,58.82,index,valid,synthetic_core,210,364,362,33.91
CORE-SESSION_SETUP_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,51.55,index,valid,synthetic_core,119,313,306,39.97
CORE-SESSION_SETUP_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,37.83,index,valid,synthetic_core,223,438,428,38.92
CORE-SESSION_SETUP_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,30.76,index,valid,synthetic_core,101,297,287,65.54
CORE-SESSION_SETUP_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,78.03,index,valid,synthetic_core,219,487,482,23.98
CORE-SESSION_SETUP_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,36.97,index,valid,synthetic_core,190,360,350,63.98
CORE-SESSION_SETUP_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,26.36,index,valid,synthetic_core,288,438,437,24.54
CORE-SESSION_SETUP_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,65.21,index,valid,synthetic_core,181,463,458,29.03
CORE-SESSION_SETUP_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,55.54,index,valid,synthetic_core,100,387,382,43.6
CORE-SESSION_SETUP_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,68.08,index,valid,synthetic_core,197,289,283,25.31
CORE-SESSION_SETUP_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,24.05,index,valid,synthetic_core,167,211,199,28.66
CORE-SESSION_SETUP_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,82.69,index,valid,synthetic_core,229,336,325,25.43
CORE-SESSION_SETUP_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,72.72,index,valid,synthetic_core,159,383,371,43.32
CORE-SESSION_SETUP_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,22.81,index,valid,synthetic_core,261,421,420,59.51
CORE-SESSION_SETUP_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,76.53,index,valid,synthetic_core,161,242,238,66.3
CORE-SESSION_SETUP_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,58.78,index,valid,synthetic_core,147,328,326,20.31
CORE-SESSION_SETUP_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,78.14,index,valid,synthetic_core,128,270,265,44.81
CORE-SESSION_SETUP_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,79.69,index,valid,synthetic_core,196,537,529,56.96
CORE-SESSION_SETUP_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,37.3,index,valid,synthetic_core,290,476,472,36.41
CORE-SESSION_SETUP_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,69.7,index,valid,synthetic_core,241,464,453,30.29
CORE-SESSION_SETUP_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,46.39,index,valid,synthetic_core,144,426,415,54.32
CORE-SESSION_SETUP_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,53.21,index,valid,synthetic_core,212,241,237,57.21
CORE-SESSION_SETUP_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,42.22,index,valid,synthetic_core,117,569,564,41.82
CORE-SESSION_SETUP_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,70.67,index,valid,synthetic_core,125,232,223,38.07
CORE-SESSION_SETUP_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,22.92,index,valid,synthetic_core,260,356,354,38.49
CORE-SESSION_SETUP_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,43.11,index,valid,synthetic_core,100,285,282,58.62
CORE-SESSION_SETUP_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,46.56,index,valid,synthetic_core,230,527,518,51.12
CORE-SESSION_SETUP_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,84.48,index,valid,synthetic_core,262,572,566,59.17
CORE-SESSION_SETUP_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,74.0,index,valid,synthetic_core,273,516,508,53.05
CORE-SESSION_SETUP_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,33.87,index,valid,synthetic_core,255,328,323,59.31
CORE-SESSION_SETUP_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,15.75,index,valid,synthetic_core,188,250,239,28.33
CORE-SESSION_SETUP_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,34.88,index,valid,synthetic_core,113,364,354,37.84
CORE-SESSION_SETUP_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,35.18,index,valid,synthetic_core,223,424,421,45.02
CORE-SESSION_SETUP_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,37.92,index,valid,synthetic_core,186,298,294,66.38
CORE-SESSION_SETUP_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,21.08,index,valid,synthetic_core,258,386,380,55.78
CORE-SESSION_SETUP_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,47.7,index,valid,synthetic_core,235,534,529,26.17
CORE-SESSION_SETUP_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,57.34,index,valid,synthetic_core,228,546,539,28.6
CORE-SESSION_SETUP_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,43.5,index,valid,synthetic_core,278,409,398,57.49
CORE-SESSION_SETUP_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,66.43,index,valid,synthetic_core,274,407,399,29.3
CORE-SESSION_SETUP_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,29.61,index,valid,synthetic_core,169,405,403,23.62
