apn_usage_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-APN_USAGE_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,84.98,index,valid,synthetic_core,197,314,312,20.35
CORE-APN_USAGE_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,53.99,index,valid,synthetic_core,133,204,198,52.46
CORE-APN_USAGE_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,27.17,index,valid,synthetic_core,175,217,212,32.19
CORE-APN_USAGE_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,41.87,index,valid,synthetic_core,215,276,266,55.74
CORE-APN_USAGE_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,18.85,index,valid,synthetic_core,294,583,578,57.55
CORE-APN_USAGE_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,65.35,index,valid,synthetic_core,244,499,490,46.67
CORE-APN_USAGE_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,15.95,index,valid,synthetic_core,245,471,460,47.17
CORE-APN_USAGE_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,68.65,index,valid,synthetic_core,244,439,429,28.91
CORE-APN_USAGE_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,21.45,index,valid,synthetic_core,290,487,482,29.86
CORE-APN_USAGE_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,62.87,index,valid,synthetic_core,153,560,557,45.48
CORE-APN_USAGE_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,25.44,index,valid,synthetic_core,117,325,321,47.44
CORE-APN_USAGE_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,74.69,index,valid,synthetic_core,207,366,354,30.18
CORE-APN_USAGE_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,32.55,index,valid,synthetic_core,122,541,536,68.2
CORE-APN_USAGE_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,43.91,index,valid,synthetic_core,117,395,387,59.59
CORE-APN_USAGE_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,24.88,index,valid,synthetic_core,122,200,189,31.67
CORE-APN_USAGE_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,67.78,index,valid,synthetic_core,130,264,263,36.46
CORE-APN_USAGE_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,39.66,index,valid,synthetic_core,177,504,500,29.77
CORE-APN_USAGE_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,57.16,index,valid,synthetic_core,201,576,575,54.87
CORE-APN_USAGE_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,68.87,index,valid,synthetic_core,264,290,284,33.11
CORE-APN_USAGE_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,78.74,index,valid,synthetic_core,227,345,337,24.66
CORE-APN_USAGE_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,18.02,index,valid,synthetic_core,153,230,224,25.06
CORE-APN_USAGE_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,29.78,index,valid,synthetic_core,269,392,386,42.44
CORE-APN_USAGE_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,29.26,index,valid,synthetic_core,123,375,371,23.88
CORE-APN_USAGE_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,62.93,index,valid,synthetic_core,124,363,355,53.7
CORE-APN_USAGE_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,51.72,index,valid,synthetic_core,162,415,408,55.46
CORE-APN_USAGE_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,27.82,index,valid,synthetic_core,275,510,502,49.09
CORE-APN_USAGE_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,18.38,index,valid,synthetic_core,201,583,572,27.32
CORE-APN_USAGE_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,47.55,index,valid,synthetic_core,181,372,365,40.16
CORE-APN_USAGE_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,16.56,index,valid,synthetic_core,222,528,521,63.26
CORE-APN_USAGE_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,64.59,index,valid,synthetic_core,179,317,311,51.08
CORE-APN_USAGE_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,23.27,index,valid,synthetic_core,299,380,374,36.43
CORE-APN_USAGE_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,76.5,index,valid,synthetic_core,201,234,223,39.33
CORE-APN_USAGE_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,15.66,index,valid,synthetic_core,124,487,482,67.82
CORE-APN_USAGE_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,23.18,index,valid,synthetic_core,128,449,439,41.73
CORE-APN_USAGE_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,62.85,index,valid,synthetic_core,297,525,523,54.78
CORE-APN_USAGE_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,31.5,index,valid,synthetic_core,248,282,272,68.58
CORE-APN_USAGE_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,42.37,index,valid,synthetic_core,209,354,343,55.99
CORE-APN_USAGE_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,27.69,index,valid,synthetic_core,297,427,424,40.15
CORE-APN_USAGE_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,62.2,index,valid,synthetic_core,226,306,300,29.85
CORE-APN_USAGE_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,56.98,index,valid,synthetic_core,166,544,541,59.66
CORE-APN_USAGE_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,45.1,index,valid,synthetic_core,252,418,411,57.72
CORE-APN_USAGE_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,19.68,index,valid,synthetic_core,204,241,229,44.06
CORE-APN_USAGE_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,34.54,index,valid,synthetic_core,202,281,270,40.62
CORE-APN_USAGE_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,18.73,index,valid,synthetic_core,278,515,508,32.85
CORE-APN_USAGE_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,18.82,index,valid,synthetic_core,192,293,284,36.32
CORE-APN_USAGE_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,61.03,index,valid,synthetic_core,100,299,293,39.14
CORE-APN_USAGE_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,38.74,index,valid,synthetic_core,215,211,209,30.09
CORE-APN_USAGE_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,73.36,index,valid,synthetic_core,193,335,327,26.7
CORE-APN_USAGE_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,20.01,index,valid,synthetic_core,149,463,457,23.7
CORE-APN_USAGE_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,43.56,index,valid,synthetic_core,228,572,561,64.08
CORE-APN_USAGE_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,43.9,index,valid,synthetic_core,180,242,231,41.23
CORE-APN_USAGE_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,53.87,index,valid,synthetic_core,123,251,241,33.14
CORE-APN_USAGE_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,26.34,index,valid,synthetic_core,293,351,341,27.6
CORE-APN_USAGE_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,36.05,index,valid,synthetic_core,171,582,579,69.06
CORE-APN_USAGE_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,37.29,index,valid,synthetic_core,214,551,545,49.47
CORE-APN_USAGE_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,70.92,index,valid,synthetic_core,240,378,367,50.88
CORE-APN_USAGE_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,20.59,index,valid,synthetic_core,228,418,406,68.35
CORE-APN_USAGE_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,19.16,index,valid,synthetic_core,276,349,341,48.11
CORE-APN_USAGE_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,73.82,index,valid,synthetic_core,254,536,532,52.78
CORE-APN_USAGE_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,53.42,index,valid,synthetic_core,231,395,393,40.91
CORE-APN_USAGE_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,75.82,index,valid,synthetic_core,256,366,360,42.93
CORE-APN_USAGE_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,35.4,index,valid,synthetic_core,190,414,402,44.95
CORE-APN_USAGE_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,25.28,index,valid,synthetic_core,255,579,567,64.27
CORE-APN_USAGE_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,48.55,index,valid,synthetic_core,167,235,224,52.22
CORE-APN_USAGE_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,82.83,index,valid,synthetic_core,280,296,288,52.44
CORE-APN_USAGE_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,32.19,index,valid,synthetic_core,227,437,435,24.47
CORE-APN_USAGE_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,41.91,index,valid,synthetic_core,202,471,468,21.45
CORE-APN_USAGE_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,65.26,index,valid,synthetic_core,184,367,364,52.91
CORE-APN_USAGE_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,20.38,index,valid,synthetic_core,257,541,532,43.57
CORE-APN_USAGE_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,65.81,index,valid,synthetic_core,157,244,241,59.7
CORE-APN_USAGE_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,64.74,index,valid,synthetic_core,231,297,291,58.03
CORE-APN_USAGE_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,19.64,index,valid,synthetic_core,168,223,212,56.23
CORE-APN_USAGE_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,52.14,index,valid,synthetic_core,261,215,208,61.41
CORE-APN_USAGE_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,22.0,index,valid,synthetic_core,129,547,540,46.58
CORE-APN_USAGE_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,83.32,index,valid,synthetic_core,111,593,585,21.55
CORE-APN_USAGE_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,21.99,index,valid,synthetic_core,221,292,284,48.01
CORE-APN_USAGE_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,21.99,index,valid,synthetic_core,217,204,193,66.9
CORE-APN_USAGE_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,59.43,index,valid,synthetic_core,140,216,212,59.55
CORE-APN_USAGE_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,53.44,index,valid,synthetic_core,181,530,518,62.32
CORE-APN_USAGE_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,67.68,index,valid,synthetic_core,239,485,476,40.11
CORE-APN_USAGE_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,26.99,index,valid,synthetic_core,130,408,404,56.4
CORE-APN_USAGE_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,61.64,index,valid,synthetic_core,188,472,469,24.51
CORE-APN_USAGE_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,22.91,index,valid,synthetic_core,196,554,544,22.5
CORE-APN_USAGE_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,29.94,index,valid,synthetic_core,283,232,228,23.99
CORE-APN_USAGE_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,71.46,index,valid,synthetic_core,224,224,218,37.06
CORE-APN_USAGE_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,40.34,index,valid,synthetic_core,243,580,573,26.8
CORE-APN_USAGE_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,56.61,index,valid,synthetic_core,227,499,493,52.64
CORE-APN_USAGE_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,52.64,index,valid,synthetic_core,240,532,529,48.15
CORE-APN_USAGE_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,67.37,index,valid,synthetic_core,102,341,338,47.57
CORE-APN_USAGE_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,60.28,index,valid,synthetic_core,193,552,542,34.07
CORE-APN_USAGE_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,63.11,index,valid,synthetic_core,231,564,559,31.7
CORE-APN_USAGE_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,76.05,index,valid,synthetic_core,234,285,281,25.23
CORE-APN_USAGE_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,34.35,index,valid,synthetic_core,260,321,311,50.4
CORE-APN_USAGE_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,69.22,index,valid,synthetic_core,263,393,382,33.65
CORE-APN_USAGE_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,68.92,index,valid,synthetic_core,234,575,573,53.12
CORE-APN_USAGE_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,59.04,index,valid,synthetic_core,219,592,580,62.09
CORE-APN_USAGE_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,35.73,index,valid,synthetic_core,114,526,514,58.22
CORE-APN_USAGE_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,18.54,index,valid,synthetic_core,276,258,250,20.3
CORE-APN_USAGE_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,65.29,index,valid,synthetic_core,228,345,334,54.74
CORE-APN_USAGE_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,24.44,index,valid,synthetic_core,167,511,505,44.76
CORE-APN_USAGE_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,79.86,index,valid,synthetic_core,185,495,490,32.46
CORE-APN_USAGE_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,16.23,index,valid,synthetic_core,193,494,493,37.86
CORE-APN_USAGE_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,82.41,index,valid,synthetic_core,144,439,429,34.19
CORE-APN_USAGE_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,46.24,index,valid,synthetic_core,205,374,362,39.74
CORE-APN_USAGE_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,39.32,index,valid,synthetic_core,286,344,339,59.59
CORE-APN_USAGE_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,67.12,index,valid,synthetic_core,154,444,435,60.76
CORE-APN_USAGE_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,61.6,index,valid,synthetic_core,171,559,554,51.79
CORE-APN_USAGE_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,30.86,index,valid,synthetic_core,117,500,492,30.05
CORE-APN_USAGE_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,62.34,index,valid,synthetic_core,220,273,270,47.69
CORE-APN_USAGE_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,53.95,index,valid,synthetic_core,112,399,389,56.88
CORE-APN_USAGE_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,65.4,index,valid,synthetic_core,173,415,407,49.1
CORE-APN_USAGE_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,50.25,index,valid,synthetic_core,178,377,366,63.68
CORE-APN_USAGE_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,26.7,index,valid,synthetic_core,175,233,223,44.08
CORE-APN_USAGE_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,79.81,index,valid,synthetic_core,181,422,419,23.69
CORE-APN_USAGE_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,43.08,index,valid,synthetic_core,146,432,424,25.28
CORE-APN_USAGE_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,52.34,index,valid,synthetic_core,286,349,345,59.75
CORE-APN_USAGE_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,19.86,index,valid,synthetic_core,276,415,407,52.28
CORE-APN_USAGE_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,30.57,index,valid,synthetic_core,197,507,497,69.84
CORE-APN_USAGE_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,29.74,index,valid,synthetic_core,300,562,554,64.91
CORE-APN_USAGE_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,35.99,index,valid,synthetic_core,244,591,589,32.76
CORE-APN_USAGE_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,25.31,index,valid,synthetic_core,164,499,494,66.38
CORE-APN_USAGE_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,50.07,index,valid,synthetic_core,184,407,395,24.94
CORE-APN_USAGE_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,54.41,index,valid,synthetic_core,263,343,338,39.14
CORE-APN_USAGE_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,35.76,index,valid,synthetic_core,214,384,379,49.95
CORE-APN_USAGE_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,80.8,index,valid,synthetic_core,123,411,408,69.57
CORE-APN_USAGE_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,19.19,index,valid,synthetic_core,113,360,355,68.63
CORE-APN_USAGE_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,30.66,index,valid,synthetic_core,128,579,573,62.57
CORE-APN_USAGE_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,38.18,index,valid,synthetic_core,244,369,357,52.5
CORE-APN_USAGE_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,17.04,index,valid,synthetic_core,270,330,329,24.36
CORE-APN_USAGE_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,36.78,index,valid,synthetic_core,296,246,237,22.54
CORE-APN_USAGE_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,63.47,index,valid,synthetic_core,294,552,545,51.78
CORE-APN_USAGE_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,23.41,index,valid,synthetic_core,256,438,426,63.88
CORE-APN_USAGE_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,48.93,index,valid,synthetic_core,241,237,229,34.96
CORE-APN_USAGE_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,76.2,index,valid,synthetic_core,130,402,392,69.6
CORE-APN_USAGE_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,34.77,index,valid,synthetic_core,230,386,376,52.88
CORE-APN_USAGE_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,20.9,index,valid,synthetic_core,120,293,286,29.05
CORE-APN_USAGE_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,72.51,index,valid,synthetic_core,283,501,491,37.48
CORE-APN_USAGE_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,35.48,index,valid,synthetic_core,272,519,513,68.81
CORE-APN_USAGE_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,42.45,index,valid,synthetic_core,263,320,309,58.34
CORE-APN_USAGE_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,66.61,index,valid,synthetic_core,166,470,459,26.87
CORE-APN_USAGE_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,79.51,index,valid,synthetic_core,116,478,476,45.9
CORE-APN_USAGE_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,41.25,index,valid,synthetic_core,182,549,548,51.62
CORE-APN_USAGE_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,44.88,index,valid,synthetic_core,189,243,238,57.61
CORE-APN_USAGE_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,31.12,index,valid,synthetic_core,209,259,250,35.2
CORE-APN_USAGE_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,23.54,index,valid,synthetic_core,123,291,286,23.14
CORE-APN_USAGE_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,75.04,index,valid,synthetic_core,230,243,237,31.88
CORE-APN_USAGE_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,67.91,index,valid,synthetic_core,190,328,316,30.12
CORE-APN_USAGE_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,58.07,index,valid,synthetic_core,252,313,308,50.51
CORE-APN_USAGE_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,26.2,index,valid,synthetic_core,212,453,452,53.42
CORE-APN_USAGE_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,15.87,index,valid,synthetic_core,242,504,496,57.36
CORE-APN_USAGE_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,51.92,index,valid,synthetic_core,141,503,492,20.52
CORE-APN_USAGE_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,38.57,index,valid,synthetic_core,212,474,469,41.16
CORE-APN_USAGE_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,48.99,index,valid,synthetic_core,226,233,221,37.89
CORE-APN_USAGE_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,31.82,index,valid,synthetic_core,129,410,401,63.47
CORE-APN_USAGE_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,22.81,index,valid,synthetic_core,247,354,346,58.1
CORE-APN_USAGE_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,20.88,index,valid,synthetic_core,175,573,569,42.18
CORE-APN_USAGE_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,53.7,index,valid,synthetic_core,182,398,387,63.72
CORE-APN_USAGE_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,39.89,index,valid,synthetic_core,258,586,582,62.55
CORE-APN_USAGE_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,31.61,index,valid,synthetic_core,239,542,536,46.58
CORE-APN_USAGE_HOURLY-04-33,LOC005,HCM,KV3,active,2026-08-19-09,2026-08-19 09:00:00,41.42,index,valid,synthetic_core,254,500,489,51.8
CORE-APN_USAGE_HOURLY-04-34,LOC005,HCM,KV3,active,2026-08-19-10,2026-08-19 10:00:00,39.3,index,valid,synthetic_core,245,524,512,32.66
CORE-APN_USAGE_HOURLY-04-35,LOC005,HCM,KV3,active,2026-08-19-11,2026-08-19 11:00:00,63.6,index,valid,synthetic_core,184,356,352,68.73
CORE-APN_USAGE_HOURLY-04-36,LOC005,HCM,KV3,active,2026-08-19-12,2026-08-19 12:00:00,62.13,index,valid,synthetic_core,281,336,325,29.29
