bearer_setup_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-BEARER_SETUP_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,62.05,index,valid,synthetic_core,112,416,407,23.21
CORE-BEARER_SETUP_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,39.95,index,valid,synthetic_core,164,310,303,56.11
CORE-BEARER_SETUP_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,47.62,index,valid,synthetic_core,196,517,512,28.86
CORE-BEARER_SETUP_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,45.7,index,valid,synthetic_core,245,219,209,29.44
CORE-BEARER_SETUP_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,82.73,index,valid,synthetic_core,159,540,528,53.36
CORE-BEARER_SETUP_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,42.46,index,valid,synthetic_core,274,211,199,39.23
CORE-BEARER_SETUP_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,71.24,index,valid,synthetic_core,288,388,379,36.13
CORE-BEARER_SETUP_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,27.07,index,valid,synthetic_core,203,323,316,49.28
CORE-BEARER_SETUP_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,63.09,index,valid,synthetic_core,143,546,539,43.7
CORE-BEARER_SETUP_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,30.83,index,valid,synthetic_core,158,237,225,65.62
CORE-BEARER_SETUP_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,61.43,index,valid,synthetic_core,158,209,207,36.56
CORE-BEARER_SETUP_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,76.14,index,valid,synthetic_core,228,439,437,29.69
CORE-BEARER_SETUP_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,45.58,index,valid,synthetic_core,207,293,282,27.22
CORE-BEARER_SETUP_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,19.43,index,valid,synthetic_core,151,220,216,24.42
CORE-BEARER_SETUP_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,45.65,index,valid,synthetic_core,117,255,246,40.9
CORE-BEARER_SETUP_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,21.45,index,valid,synthetic_core,153,598,596,30.59
CORE-BEARER_SETUP_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,39.16,index,valid,synthetic_core,116,375,371,65.37
CORE-BEARER_SETUP_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,65.99,index,valid,synthetic_core,171,387,386,59.74
CORE-BEARER_SETUP_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,73.23,index,valid,synthetic_core,250,596,592,36.95
CORE-BEARER_SETUP_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,22.94,index,valid,synthetic_core,132,568,564,63.31
CORE-BEARER_SETUP_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,71.69,index,valid,synthetic_core,108,347,336,28.27
CORE-BEARER_SETUP_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,28.78,index,valid,synthetic_core,188,414,410,62.51
CORE-BEARER_SETUP_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,57.31,index,valid,synthetic_core,135,513,501,30.08
CORE-BEARER_SETUP_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,80.94,index,valid,synthetic_core,191,565,560,36.46
CORE-BEARER_SETUP_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,81.71,index,valid,synthetic_core,132,514,509,58.46
CORE-BEARER_SETUP_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,62.47,index,valid,synthetic_core,191,526,523,37.3
CORE-BEARER_SETUP_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,29.71,index,valid,synthetic_core,122,540,538,63.09
CORE-BEARER_SETUP_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,75.98,index,valid,synthetic_core,243,245,236,28.13
CORE-BEARER_SETUP_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,76.77,index,valid,synthetic_core,260,258,246,56.38
CORE-BEARER_SETUP_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,21.12,index,valid,synthetic_core,195,241,235,46.25
CORE-BEARER_SETUP_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,75.63,index,valid,synthetic_core,214,389,387,63.95
CORE-BEARER_SETUP_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,72.74,index,valid,synthetic_core,233,447,441,23.76
CORE-BEARER_SETUP_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,41.03,index,valid,synthetic_core,215,276,264,35.51
CORE-BEARER_SETUP_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,30.14,index,valid,synthetic_core,180,474,472,21.01
CORE-BEARER_SETUP_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,47.24,index,valid,synthetic_core,217,474,472,32.35
CORE-BEARER_SETUP_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,66.02,index,valid,synthetic_core,262,557,546,25.54
CORE-BEARER_SETUP_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,58.69,index,valid,synthetic_core,242,492,480,54.97
CORE-BEARER_SETUP_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,51.01,index,valid,synthetic_core,207,413,404,59.08
CORE-BEARER_SETUP_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,42.47,index,valid,synthetic_core,195,297,290,50.62
CORE-BEARER_SETUP_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,82.89,index,valid,synthetic_core,185,208,199,61.23
CORE-BEARER_SETUP_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,16.55,index,valid,synthetic_core,274,537,527,63.38
CORE-BEARER_SETUP_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,18.99,index,valid,synthetic_core,241,383,375,45.69
CORE-BEARER_SETUP_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,15.55,index,valid,synthetic_core,169,408,403,29.86
CORE-BEARER_SETUP_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,38.29,index,valid,synthetic_core,269,485,475,63.63
CORE-BEARER_SETUP_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,53.03,index,valid,synthetic_core,246,446,445,35.64
CORE-BEARER_SETUP_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,47.73,index,valid,synthetic_core,223,402,390,44.85
CORE-BEARER_SETUP_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,61.5,index,valid,synthetic_core,288,573,572,67.32
CORE-BEARER_SETUP_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,45.53,index,valid,synthetic_core,216,424,412,66.58
CORE-BEARER_SETUP_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,71.09,index,valid,synthetic_core,246,491,480,20.82
CORE-BEARER_SETUP_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,58.55,index,valid,synthetic_core,285,245,239,22.52
CORE-BEARER_SETUP_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,34.28,index,valid,synthetic_core,136,317,316,41.54
CORE-BEARER_SETUP_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,28.24,index,valid,synthetic_core,191,574,562,21.2
CORE-BEARER_SETUP_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,43.33,index,valid,synthetic_core,148,500,489,20.72
CORE-BEARER_SETUP_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,54.82,index,valid,synthetic_core,214,452,440,30.62
CORE-BEARER_SETUP_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,61.48,index,valid,synthetic_core,292,566,562,57.73
CORE-BEARER_SETUP_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,77.24,index,valid,synthetic_core,124,337,326,20.98
CORE-BEARER_SETUP_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,32.62,index,valid,synthetic_core,197,528,523,42.48
CORE-BEARER_SETUP_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,42.29,index,valid,synthetic_core,278,398,393,33.96
CORE-BEARER_SETUP_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,66.52,index,valid,synthetic_core,200,323,320,35.25
CORE-BEARER_SETUP_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,84.74,index,valid,synthetic_core,168,404,399,23.22
CORE-BEARER_SETUP_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,56.31,index,valid,synthetic_core,209,551,546,59.85
CORE-BEARER_SETUP_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,49.02,index,valid,synthetic_core,203,576,568,62.92
CORE-BEARER_SETUP_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,18.32,index,valid,synthetic_core,110,565,557,39.78
CORE-BEARER_SETUP_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,58.78,index,valid,synthetic_core,114,441,435,60.47
CORE-BEARER_SETUP_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,56.53,index,valid,synthetic_core,289,396,389,36.17
CORE-BEARER_SETUP_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,24.24,index,valid,synthetic_core,148,559,551,25.49
CORE-BEARER_SETUP_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,70.04,index,valid,synthetic_core,169,291,287,21.4
CORE-BEARER_SETUP_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,49.46,index,valid,synthetic_core,139,338,330,31.32
CORE-BEARER_SETUP_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,50.13,index,valid,synthetic_core,142,335,331,64.69
CORE-BEARER_SETUP_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,72.52,index,valid,synthetic_core,182,413,409,53.7
CORE-BEARER_SETUP_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,79.36,index,valid,synthetic_core,197,384,377,54.65
CORE-BEARER_SETUP_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,65.15,index,valid,synthetic_core,133,252,249,50.28
CORE-BEARER_SETUP_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,24.5,index,valid,synthetic_core,116,525,518,51.81
CORE-BEARER_SETUP_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,66.27,index,valid,synthetic_core,220,269,262,22.6
CORE-BEARER_SETUP_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,82.22,index,valid,synthetic_core,282,562,560,34.84
CORE-BEARER_SETUP_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,52.09,index,valid,synthetic_core,231,434,423,56.06
CORE-BEARER_SETUP_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,35.82,index,valid,synthetic_core,107,498,490,31.18
CORE-BEARER_SETUP_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,29.09,index,valid,synthetic_core,238,449,437,53.82
CORE-BEARER_SETUP_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,39.28,index,valid,synthetic_core,145,339,330,44.71
CORE-BEARER_SETUP_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,72.69,index,valid,synthetic_core,199,239,227,49.32
CORE-BEARER_SETUP_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,76.67,index,valid,synthetic_core,122,501,494,49.42
CORE-BEARER_SETUP_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,71.99,index,valid,synthetic_core,133,438,437,33.89
CORE-BEARER_SETUP_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,39.11,index,valid,synthetic_core,185,262,260,45.5
CORE-BEARER_SETUP_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,16.34,index,valid,synthetic_core,192,505,503,35.57
CORE-BEARER_SETUP_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,71.9,index,valid,synthetic_core,100,361,350,44.43
CORE-BEARER_SETUP_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,57.47,index,valid,synthetic_core,157,537,534,31.25
CORE-BEARER_SETUP_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,58.7,index,valid,synthetic_core,164,512,510,32.46
CORE-BEARER_SETUP_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,81.44,index,valid,synthetic_core,155,297,289,63.56
CORE-BEARER_SETUP_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,65.85,index,valid,synthetic_core,235,222,221,45.7
CORE-BEARER_SETUP_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,73.65,index,valid,synthetic_core,230,591,581,59.85
CORE-BEARER_SETUP_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,63.26,index,valid,synthetic_core,274,285,278,24.69
CORE-BEARER_SETUP_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,53.41,index,valid,synthetic_core,205,262,250,23.59
CORE-BEARER_SETUP_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,25.62,index,valid,synthetic_core,298,323,319,62.12
CORE-BEARER_SETUP_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,48.68,index,valid,synthetic_core,259,518,517,45.29
CORE-BEARER_SETUP_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,70.09,index,valid,synthetic_core,218,425,417,67.05
CORE-BEARER_SETUP_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,76.18,index,valid,synthetic_core,264,519,515,54.43
CORE-BEARER_SETUP_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,24.83,index,valid,synthetic_core,277,315,304,51.68
CORE-BEARER_SETUP_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,56.49,index,valid,synthetic_core,254,341,339,36.75
CORE-BEARER_SETUP_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,43.81,index,valid,synthetic_core,104,300,292,37.03
CORE-BEARER_SETUP_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,76.13,index,valid,synthetic_core,190,520,515,24.02
CORE-BEARER_SETUP_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,60.42,index,valid,synthetic_core,254,294,284,27.54
CORE-BEARER_SETUP_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,80.81,index,valid,synthetic_core,173,533,523,62.9
CORE-BEARER_SETUP_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,50.76,index,valid,synthetic_core,272,439,438,48.8
CORE-BEARER_SETUP_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,32.19,index,valid,synthetic_core,106,247,235,31.66
CORE-BEARER_SETUP_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,75.83,index,valid,synthetic_core,114,535,528,48.83
CORE-BEARER_SETUP_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,75.62,index,valid,synthetic_core,292,528,518,59.09
CORE-BEARER_SETUP_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,53.11,index,valid,synthetic_core,151,527,526,24.81
CORE-BEARER_SETUP_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,80.25,index,valid,synthetic_core,296,242,236,44.42
CORE-BEARER_SETUP_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,44.12,index,valid,synthetic_core,117,507,501,56.08
CORE-BEARER_SETUP_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,63.37,index,valid,synthetic_core,290,545,533,52.16
CORE-BEARER_SETUP_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,36.66,index,valid,synthetic_core,238,240,236,63.17
CORE-BEARER_SETUP_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,43.57,index,valid,synthetic_core,154,333,330,67.69
CORE-BEARER_SETUP_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,33.03,index,valid,synthetic_core,123,581,578,54.32
CORE-BEARER_SETUP_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,43.73,index,valid,synthetic_core,199,368,359,26.54
CORE-BEARER_SETUP_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,17.67,index,valid,synthetic_core,184,346,337,23.12
CORE-BEARER_SETUP_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,41.72,index,valid,synthetic_core,137,451,450,61.41
CORE-BEARER_SETUP_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,39.86,index,valid,synthetic_core,264,506,494,30.09
CORE-BEARER_SETUP_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,29.78,index,valid,synthetic_core,105,451,449,57.67
CORE-BEARER_SETUP_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,38.92,index,valid,synthetic_core,296,273,271,63.33
CORE-BEARER_SETUP_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,48.2,index,valid,synthetic_core,300,594,589,53.59
CORE-BEARER_SETUP_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,22.0,index,valid,synthetic_core,227,449,447,30.3
CORE-BEARER_SETUP_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,84.97,index,valid,synthetic_core,117,570,558,20.49
CORE-BEARER_SETUP_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,78.23,index,valid,synthetic_core,221,391,389,34.37
CORE-BEARER_SETUP_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,21.47,index,valid,synthetic_core,154,315,313,63.0
CORE-BEARER_SETUP_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,66.35,index,valid,synthetic_core,247,600,595,66.57
CORE-BEARER_SETUP_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,52.11,index,valid,synthetic_core,208,302,296,34.52
CORE-BEARER_SETUP_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,29.34,index,valid,synthetic_core,249,492,490,63.15
CORE-BEARER_SETUP_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,36.55,index,valid,synthetic_core,203,511,502,40.39
CORE-BEARER_SETUP_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,32.44,index,valid,synthetic_core,190,249,242,31.63
CORE-BEARER_SETUP_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,23.04,index,valid,synthetic_core,170,254,251,42.89
CORE-BEARER_SETUP_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,67.36,index,valid,synthetic_core,259,262,261,53.48
CORE-BEARER_SETUP_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,67.04,index,valid,synthetic_core,115,472,466,38.6
CORE-BEARER_SETUP_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,34.24,index,valid,synthetic_core,226,412,407,21.31
CORE-BEARER_SETUP_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,30.5,index,valid,synthetic_core,102,284,279,49.78
CORE-BEARER_SETUP_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,59.47,index,valid,synthetic_core,295,460,450,45.29
CORE-BEARER_SETUP_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,61.4,index,valid,synthetic_core,204,445,436,62.08
CORE-BEARER_SETUP_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,49.37,index,valid,synthetic_core,173,513,505,26.01
CORE-BEARER_SETUP_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,34.08,index,valid,synthetic_core,189,461,454,46.53
CORE-BEARER_SETUP_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,37.85,index,valid,synthetic_core,277,460,448,21.62
CORE-BEARER_SETUP_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,66.57,index,valid,synthetic_core,241,461,458,31.06
CORE-BEARER_SETUP_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,15.46,index,valid,synthetic_core,220,589,577,58.95
CORE-BEARER_SETUP_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,55.14,index,valid,synthetic_core,190,274,271,25.75
CORE-BEARER_SETUP_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,34.87,index,valid,synthetic_core,282,319,313,67.62
CORE-BEARER_SETUP_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,64.17,index,valid,synthetic_core,132,442,441,30.28
CORE-BEARER_SETUP_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,67.73,index,valid,synthetic_core,262,558,551,23.41
CORE-BEARER_SETUP_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,81.06,index,valid,synthetic_core,224,227,223,65.8
CORE-BEARER_SETUP_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,54.31,index,valid,synthetic_core,152,447,439,62.27
CORE-BEARER_SETUP_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,56.85,index,valid,synthetic_core,194,570,567,62.86
CORE-BEARER_SETUP_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,21.62,index,valid,synthetic_core,232,533,531,36.65
CORE-BEARER_SETUP_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,67.43,index,valid,synthetic_core,294,328,326,47.02
CORE-BEARER_SETUP_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,33.54,index,valid,synthetic_core,189,458,446,33.01
CORE-BEARER_SETUP_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,52.69,index,valid,synthetic_core,293,487,476,45.23
CORE-BEARER_SETUP_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,17.79,index,valid,synthetic_core,159,470,465,60.39
CORE-BEARER_SETUP_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,45.47,index,valid,synthetic_core,148,379,377,31.23
CORE-BEARER_SETUP_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,41.76,index,valid,synthetic_core,214,327,319,26.43
CORE-BEARER_SETUP_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,44.17,index,valid,synthetic_core,244,453,441,40.25
CORE-BEARER_SETUP_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,77.42,index,valid,synthetic_core,111,439,438,64.01
CORE-BEARER_SETUP_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,63.09,index,valid,synthetic_core,297,277,271,67.55
CORE-BEARER_SETUP_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,59.07,index,valid,synthetic_core,293,507,497,55.12
CORE-BEARER_SETUP_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,72.45,index,valid,synthetic_core,232,561,551,38.07
