core_latency_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-CORE_LATENCY_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,47.95,index,valid,synthetic_core,164,587,577,63.64
CORE-CORE_LATENCY_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,82.85,index,valid,synthetic_core,285,450,446,37.63
CORE-CORE_LATENCY_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,44.98,index,valid,synthetic_core,119,514,508,64.83
CORE-CORE_LATENCY_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,53.82,index,valid,synthetic_core,179,328,318,44.59
CORE-CORE_LATENCY_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,51.13,index,valid,synthetic_core,157,212,202,58.38
CORE-CORE_LATENCY_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,60.43,index,valid,synthetic_core,102,470,462,35.68
CORE-CORE_LATENCY_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,63.8,index,valid,synthetic_core,212,291,283,25.89
CORE-CORE_LATENCY_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,80.11,index,valid,synthetic_core,157,314,308,31.06
CORE-CORE_LATENCY_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,76.84,index,valid,synthetic_core,241,447,444,43.7
CORE-CORE_LATENCY_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,65.64,index,valid,synthetic_core,233,524,523,55.27
CORE-CORE_LATENCY_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,24.57,index,valid,synthetic_core,222,491,481,61.8
CORE-CORE_LATENCY_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,34.07,index,valid,synthetic_core,252,411,402,38.09
CORE-CORE_LATENCY_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,36.76,index,valid,synthetic_core,237,548,542,46.53
CORE-CORE_LATENCY_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,56.69,index,valid,synthetic_core,196,378,370,38.87
CORE-CORE_LATENCY_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,54.13,index,valid,synthetic_core,111,355,351,24.75
CORE-CORE_LATENCY_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,46.36,index,valid,synthetic_core,149,504,502,38.19
CORE-CORE_LATENCY_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,26.25,index,valid,synthetic_core,189,268,262,46.74
CORE-CORE_LATENCY_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,15.8,index,valid,synthetic_core,205,320,319,39.06
CORE-CORE_LATENCY_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,48.53,index,valid,synthetic_core,295,480,477,53.5
CORE-CORE_LATENCY_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,39.22,index,valid,synthetic_core,126,245,235,50.93
CORE-CORE_LATENCY_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,71.56,index,valid,synthetic_core,281,518,512,29.57
CORE-CORE_LATENCY_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,19.38,index,valid,synthetic_core,149,377,372,32.9
CORE-CORE_LATENCY_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,18.7,index,valid,synthetic_core,239,391,387,24.22
CORE-CORE_LATENCY_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,20.58,index,valid,synthetic_core,131,419,413,47.07
CORE-CORE_LATENCY_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,65.09,index,valid,synthetic_core,144,476,472,60.12
CORE-CORE_LATENCY_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,25.65,index,valid,synthetic_core,172,404,403,45.77
CORE-CORE_LATENCY_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,21.49,index,valid,synthetic_core,187,505,495,52.2
CORE-CORE_LATENCY_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,22.37,index,valid,synthetic_core,240,353,349,61.5
CORE-CORE_LATENCY_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,83.27,index,valid,synthetic_core,207,405,398,58.85
CORE-CORE_LATENCY_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,43.0,index,valid,synthetic_core,138,285,276,42.17
CORE-CORE_LATENCY_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,21.68,index,valid,synthetic_core,218,213,207,62.26
CORE-CORE_LATENCY_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,65.34,index,valid,synthetic_core,210,254,248,62.81
CORE-CORE_LATENCY_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,47.25,index,valid,synthetic_core,197,372,367,20.25
CORE-CORE_LATENCY_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,81.04,index,valid,synthetic_core,210,536,531,33.75
CORE-CORE_LATENCY_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,42.49,index,valid,synthetic_core,252,512,503,56.86
CORE-CORE_LATENCY_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,73.75,index,valid,synthetic_core,256,418,416,63.03
CORE-CORE_LATENCY_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,58.74,index,valid,synthetic_core,246,525,523,62.14
CORE-CORE_LATENCY_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,33.09,index,valid,synthetic_core,290,237,228,56.52
CORE-CORE_LATENCY_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,18.09,index,valid,synthetic_core,289,352,347,43.02
CORE-CORE_LATENCY_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,53.42,index,valid,synthetic_core,171,348,345,58.17
CORE-CORE_LATENCY_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,44.86,index,valid,synthetic_core,177,380,370,28.59
CORE-CORE_LATENCY_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,42.38,index,valid,synthetic_core,160,545,540,42.15
CORE-CORE_LATENCY_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,23.84,index,valid,synthetic_core,191,372,362,39.73
CORE-CORE_LATENCY_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,30.77,index,valid,synthetic_core,119,473,462,65.84
CORE-CORE_LATENCY_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,36.7,index,valid,synthetic_core,190,307,299,36.59
CORE-CORE_LATENCY_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,18.03,index,valid,synthetic_core,176,561,557,51.17
CORE-CORE_LATENCY_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,62.98,index,valid,synthetic_core,271,261,250,47.87
CORE-CORE_LATENCY_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,45.58,index,valid,synthetic_core,296,559,557,51.08
CORE-CORE_LATENCY_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,84.81,index,valid,synthetic_core,159,240,235,34.24
CORE-CORE_LATENCY_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,59.62,index,valid,synthetic_core,224,293,288,66.13
CORE-CORE_LATENCY_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,68.25,index,valid,synthetic_core,300,498,490,49.78
CORE-CORE_LATENCY_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,40.22,index,valid,synthetic_core,265,517,510,22.67
CORE-CORE_LATENCY_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,66.36,index,valid,synthetic_core,214,393,381,33.77
CORE-CORE_LATENCY_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,53.35,index,valid,synthetic_core,262,522,520,44.45
CORE-CORE_LATENCY_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,45.09,index,valid,synthetic_core,193,421,413,24.15
CORE-CORE_LATENCY_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,18.93,index,valid,synthetic_core,282,468,463,35.01
CORE-CORE_LATENCY_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,23.62,index,valid,synthetic_core,205,543,533,60.97
CORE-CORE_LATENCY_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,16.23,index,valid,synthetic_core,181,527,523,64.16
CORE-CORE_LATENCY_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,51.19,index,valid,synthetic_core,114,446,440,47.0
CORE-CORE_LATENCY_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,33.81,index,valid,synthetic_core,176,245,242,65.25
CORE-CORE_LATENCY_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,65.37,index,valid,synthetic_core,111,544,536,50.9
CORE-CORE_LATENCY_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,74.61,index,valid,synthetic_core,247,281,280,25.8
CORE-CORE_LATENCY_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,24.67,index,valid,synthetic_core,202,496,493,29.46
CORE-CORE_LATENCY_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,59.79,index,valid,synthetic_core,253,350,343,33.58
CORE-CORE_LATENCY_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,71.29,index,valid,synthetic_core,280,420,418,45.08
CORE-CORE_LATENCY_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,80.23,index,valid,synthetic_core,157,273,261,33.65
CORE-CORE_LATENCY_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,66.12,index,valid,synthetic_core,206,451,442,27.51
CORE-CORE_LATENCY_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,56.36,index,valid,synthetic_core,289,281,275,49.92
CORE-CORE_LATENCY_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,83.97,index,valid,synthetic_core,238,447,444,45.28
CORE-CORE_LATENCY_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,23.2,index,valid,synthetic_core,203,461,459,65.12
CORE-CORE_LATENCY_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,41.37,index,valid,synthetic_core,187,204,193,57.01
CORE-CORE_LATENCY_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,63.59,index,valid,synthetic_core,277,595,585,38.04
CORE-CORE_LATENCY_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,62.08,index,valid,synthetic_core,250,494,482,28.44
CORE-CORE_LATENCY_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,81.94,index,valid,synthetic_core,242,558,547,31.82
CORE-CORE_LATENCY_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,74.26,index,valid,synthetic_core,238,356,345,54.44
CORE-CORE_LATENCY_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,57.97,index,valid,synthetic_core,164,393,384,65.33
CORE-CORE_LATENCY_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,50.92,index,valid,synthetic_core,187,408,403,44.76
CORE-CORE_LATENCY_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,82.18,index,valid,synthetic_core,161,370,368,51.28
CORE-CORE_LATENCY_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,18.15,index,valid,synthetic_core,118,239,236,49.0
CORE-CORE_LATENCY_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,71.05,index,valid,synthetic_core,223,264,257,27.84
CORE-CORE_LATENCY_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,36.16,index,valid,synthetic_core,150,337,329,61.12
CORE-CORE_LATENCY_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,22.63,index,valid,synthetic_core,142,521,509,66.14
CORE-CORE_LATENCY_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,41.05,index,valid,synthetic_core,208,349,340,35.92
CORE-CORE_LATENCY_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,74.82,index,valid,synthetic_core,103,575,563,32.77
CORE-CORE_LATENCY_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,15.7,index,valid,synthetic_core,139,573,571,26.38
CORE-CORE_LATENCY_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,19.09,index,valid,synthetic_core,252,360,351,46.35
CORE-CORE_LATENCY_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,71.2,index,valid,synthetic_core,234,521,512,21.02
CORE-CORE_LATENCY_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,83.68,index,valid,synthetic_core,251,406,403,35.6
CORE-CORE_LATENCY_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,23.96,index,valid,synthetic_core,178,466,463,58.93
CORE-CORE_LATENCY_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,33.27,index,valid,synthetic_core,201,404,398,49.88
CORE-CORE_LATENCY_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,50.12,index,valid,synthetic_core,174,467,462,27.42
CORE-CORE_LATENCY_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,46.04,index,valid,synthetic_core,196,352,349,45.49
CORE-CORE_LATENCY_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,61.44,index,valid,synthetic_core,222,599,597,64.21
CORE-CORE_LATENCY_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,52.53,index,valid,synthetic_core,111,371,370,60.05
CORE-CORE_LATENCY_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,78.58,index,valid,synthetic_core,123,458,452,43.84
CORE-CORE_LATENCY_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,61.56,index,valid,synthetic_core,217,230,222,51.83
CORE-CORE_LATENCY_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,15.37,index,valid,synthetic_core,273,574,567,61.75
CORE-CORE_LATENCY_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,49.88,index,valid,synthetic_core,237,489,483,52.94
CORE-CORE_LATENCY_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,77.5,index,valid,synthetic_core,144,421,416,40.29
CORE-CORE_LATENCY_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,26.14,index,valid,synthetic_core,117,235,234,58.44
CORE-CORE_LATENCY_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,75.09,index,valid,synthetic_core,111,336,324,43.51
CORE-CORE_LATENCY_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,70.92,index,valid,synthetic_core,103,487,478,44.68
CORE-CORE_LATENCY_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,22.03,index,valid,synthetic_core,278,462,460,28.37
CORE-CORE_LATENCY_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,70.66,index,valid,synthetic_core,175,446,436,25.87
CORE-CORE_LATENCY_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,41.67,index,valid,synthetic_core,284,346,337,39.3
CORE-CORE_LATENCY_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,68.68,index,valid,synthetic_core,148,441,434,59.27
CORE-CORE_LATENCY_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,22.0,index,valid,synthetic_core,147,256,245,62.8
CORE-CORE_LATENCY_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,39.38,index,valid,synthetic_core,162,361,360,39.89
CORE-CORE_LATENCY_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,72.85,index,valid,synthetic_core,114,219,215,24.7
CORE-CORE_LATENCY_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,77.16,index,valid,synthetic_core,167,444,434,24.55
CORE-CORE_LATENCY_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,19.56,index,valid,synthetic_core,295,545,540,44.68
CORE-CORE_LATENCY_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,41.97,index,valid,synthetic_core,279,599,590,51.43
CORE-CORE_LATENCY_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,77.71,index,valid,synthetic_core,241,581,569,58.63
CORE-CORE_LATENCY_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,18.46,index,valid,synthetic_core,183,350,346,21.16
CORE-CORE_LATENCY_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,23.21,index,valid,synthetic_core,280,349,342,49.92
CORE-CORE_LATENCY_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,62.74,index,valid,synthetic_core,213,223,222,40.34
CORE-CORE_LATENCY_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,38.52,index,valid,synthetic_core,156,585,575,24.85
CORE-CORE_LATENCY_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,21.79,index,valid,synthetic_core,224,339,334,37.98
CORE-CORE_LATENCY_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,55.18,index,valid,synthetic_core,266,531,530,54.96
CORE-CORE_LATENCY_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,70.54,index,valid,synthetic_core,175,533,531,61.08
CORE-CORE_LATENCY_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,70.78,index,valid,synthetic_core,201,369,357,46.21
CORE-CORE_LATENCY_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,25.67,index,valid,synthetic_core,102,324,315,39.01
CORE-CORE_LATENCY_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,57.34,index,valid,synthetic_core,172,413,410,21.62
CORE-CORE_LATENCY_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,61.33,index,valid,synthetic_core,202,249,243,54.36
CORE-CORE_LATENCY_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,19.1,index,valid,synthetic_core,205,515,511,43.02
CORE-CORE_LATENCY_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,38.91,index,valid,synthetic_core,163,570,561,57.81
CORE-CORE_LATENCY_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,34.96,index,valid,synthetic_core,295,395,391,54.61
CORE-CORE_LATENCY_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,34.9,index,valid,synthetic_core,299,552,549,41.51
CORE-CORE_LATENCY_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,46.31,index,valid,synthetic_core,131,212,209,63.72
CORE-CORE_LATENCY_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,51.34,index,valid,synthetic_core,229,409,397,49.93
CORE-CORE_LATENCY_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,59.39,index,valid,synthetic_core,128,463,458,42.99
CORE-CORE_LATENCY_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,61.57,index,valid,synthetic_core,218,532,522,63.17
CORE-CORE_LATENCY_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,19.0,index,valid,synthetic_core,244,405,401,30.51
CORE-CORE_LATENCY_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,34.88,index,valid,synthetic_core,188,423,421,34.1
CORE-CORE_LATENCY_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,54.63,index,valid,synthetic_core,227,441,432,23.79
CORE-CORE_LATENCY_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,64.26,index,valid,synthetic_core,261,234,232,54.8
CORE-CORE_LATENCY_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,70.58,index,valid,synthetic_core,156,473,464,61.82
CORE-CORE_LATENCY_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,50.82,index,valid,synthetic_core,196,240,228,69.87
CORE-CORE_LATENCY_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,18.5,index,valid,synthetic_core,103,252,245,26.93
CORE-CORE_LATENCY_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,80.65,index,valid,synthetic_core,227,405,398,31.47
CORE-CORE_LATENCY_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,42.53,index,valid,synthetic_core,169,209,204,64.84
CORE-CORE_LATENCY_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,32.5,index,valid,synthetic_core,300,355,352,57.86
CORE-CORE_LATENCY_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,38.36,index,valid,synthetic_core,105,358,357,52.05
CORE-CORE_LATENCY_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,45.17,index,valid,synthetic_core,234,207,196,49.21
CORE-CORE_LATENCY_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,51.7,index,valid,synthetic_core,228,396,394,37.03
CORE-CORE_LATENCY_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,72.11,index,valid,synthetic_core,141,505,503,28.42
CORE-CORE_LATENCY_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,67.74,index,valid,synthetic_core,188,313,306,36.54
CORE-CORE_LATENCY_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,73.6,index,valid,synthetic_core,252,318,317,61.22
CORE-CORE_LATENCY_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,30.91,index,valid,synthetic_core,208,266,255,42.25
CORE-CORE_LATENCY_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,53.62,index,valid,synthetic_core,204,243,236,40.62
CORE-CORE_LATENCY_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,48.75,index,valid,synthetic_core,140,540,535,61.54
CORE-CORE_LATENCY_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,40.5,index,valid,synthetic_core,280,283,271,58.54
CORE-CORE_LATENCY_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,53.65,index,valid,synthetic_core,293,432,427,36.88
CORE-CORE_LATENCY_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,61.9,index,valid,synthetic_core,229,486,483,56.54
CORE-CORE_LATENCY_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,64.25,index,valid,synthetic_core,260,547,536,65.7
CORE-CORE_LATENCY_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,80.3,index,valid,synthetic_core,204,248,243,63.52
CORE-CORE_LATENCY_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,41.42,index,valid,synthetic_core,228,397,386,54.38
CORE-CORE_LATENCY_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,51.21,index,valid,synthetic_core,240,243,242,32.95
CORE-CORE_LATENCY_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,50.19,index,valid,synthetic_core,162,481,474,58.58
CORE-CORE_LATENCY_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,30.02,index,valid,synthetic_core,227,241,233,48.0
