core_memory_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-CORE_MEMORY_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,82.03,index,valid,synthetic_core,289,269,268,45.31
CORE-CORE_MEMORY_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,16.59,index,valid,synthetic_core,120,308,306,52.71
CORE-CORE_MEMORY_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,48.96,index,valid,synthetic_core,128,479,473,28.64
CORE-CORE_MEMORY_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,73.27,index,valid,synthetic_core,276,533,522,67.43
CORE-CORE_MEMORY_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,36.22,index,valid,synthetic_core,196,342,333,55.18
CORE-CORE_MEMORY_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,45.24,index,valid,synthetic_core,284,575,567,42.44
CORE-CORE_MEMORY_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,76.27,index,valid,synthetic_core,242,428,424,45.12
CORE-CORE_MEMORY_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,43.31,index,valid,synthetic_core,249,510,499,67.49
CORE-CORE_MEMORY_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,43.74,index,valid,synthetic_core,105,475,470,52.85
CORE-CORE_MEMORY_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,68.74,index,valid,synthetic_core,242,348,345,24.75
CORE-CORE_MEMORY_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,68.94,index,valid,synthetic_core,192,348,344,66.21
CORE-CORE_MEMORY_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,63.4,index,valid,synthetic_core,185,576,570,28.3
CORE-CORE_MEMORY_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,69.23,index,valid,synthetic_core,285,296,286,28.38
CORE-CORE_MEMORY_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,34.14,index,valid,synthetic_core,224,230,220,25.78
CORE-CORE_MEMORY_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,22.89,index,valid,synthetic_core,290,575,569,24.71
CORE-CORE_MEMORY_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,42.39,index,valid,synthetic_core,108,343,340,28.14
CORE-CORE_MEMORY_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,80.87,index,valid,synthetic_core,210,466,464,25.11
CORE-CORE_MEMORY_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,83.06,index,valid,synthetic_core,185,538,526,67.29
CORE-CORE_MEMORY_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,76.31,index,valid,synthetic_core,267,580,579,30.87
CORE-CORE_MEMORY_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,56.49,index,valid,synthetic_core,131,269,261,25.68
CORE-CORE_MEMORY_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,27.35,index,valid,synthetic_core,255,264,263,64.18
CORE-CORE_MEMORY_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,78.58,index,valid,synthetic_core,219,503,501,61.05
CORE-CORE_MEMORY_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,24.16,index,valid,synthetic_core,180,382,375,42.92
CORE-CORE_MEMORY_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,52.2,index,valid,synthetic_core,119,379,369,63.71
CORE-CORE_MEMORY_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,31.77,index,valid,synthetic_core,168,336,324,40.12
CORE-CORE_MEMORY_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,76.88,index,valid,synthetic_core,114,353,352,55.46
CORE-CORE_MEMORY_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,55.77,index,valid,synthetic_core,118,473,461,63.53
CORE-CORE_MEMORY_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,67.4,index,valid,synthetic_core,156,436,431,51.78
CORE-CORE_MEMORY_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,56.95,index,valid,synthetic_core,251,268,263,67.64
CORE-CORE_MEMORY_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.37,index,valid,synthetic_core,263,287,282,56.61
CORE-CORE_MEMORY_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,37.74,index,valid,synthetic_core,142,326,316,60.66
CORE-CORE_MEMORY_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,30.37,index,valid,synthetic_core,256,550,546,52.25
CORE-CORE_MEMORY_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,54.2,index,valid,synthetic_core,136,328,327,64.08
CORE-CORE_MEMORY_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,67.89,index,valid,synthetic_core,247,587,586,24.61
CORE-CORE_MEMORY_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,23.96,index,valid,synthetic_core,150,311,307,49.61
CORE-CORE_MEMORY_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,19.03,index,valid,synthetic_core,284,526,516,36.96
CORE-CORE_MEMORY_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,42.53,index,valid,synthetic_core,214,418,413,59.02
CORE-CORE_MEMORY_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,53.1,index,valid,synthetic_core,291,427,418,47.63
CORE-CORE_MEMORY_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,46.31,index,valid,synthetic_core,187,309,301,64.77
CORE-CORE_MEMORY_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,74.13,index,valid,synthetic_core,290,441,430,46.62
CORE-CORE_MEMORY_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,40.75,index,valid,synthetic_core,153,584,578,69.31
CORE-CORE_MEMORY_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,69.18,index,valid,synthetic_core,228,595,593,57.92
CORE-CORE_MEMORY_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,59.28,index,valid,synthetic_core,102,332,325,33.22
CORE-CORE_MEMORY_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,30.74,index,valid,synthetic_core,135,354,342,45.33
CORE-CORE_MEMORY_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,33.35,index,valid,synthetic_core,190,478,468,54.84
CORE-CORE_MEMORY_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,81.8,index,valid,synthetic_core,110,487,480,32.66
CORE-CORE_MEMORY_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,21.86,index,valid,synthetic_core,149,372,367,20.36
CORE-CORE_MEMORY_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,48.86,index,valid,synthetic_core,106,345,339,53.2
CORE-CORE_MEMORY_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,32.87,index,valid,synthetic_core,139,357,345,36.43
CORE-CORE_MEMORY_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,33.61,index,valid,synthetic_core,133,309,308,42.1
CORE-CORE_MEMORY_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,40.18,index,valid,synthetic_core,131,201,198,42.73
CORE-CORE_MEMORY_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,15.61,index,valid,synthetic_core,108,392,391,44.59
CORE-CORE_MEMORY_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,23.33,index,valid,synthetic_core,116,304,293,65.08
CORE-CORE_MEMORY_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,23.1,index,valid,synthetic_core,285,597,594,68.86
CORE-CORE_MEMORY_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,59.73,index,valid,synthetic_core,181,219,212,58.88
CORE-CORE_MEMORY_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,77.63,index,valid,synthetic_core,150,355,343,68.07
CORE-CORE_MEMORY_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,32.82,index,valid,synthetic_core,228,354,349,39.77
CORE-CORE_MEMORY_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,50.29,index,valid,synthetic_core,252,361,349,64.32
CORE-CORE_MEMORY_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,60.48,index,valid,synthetic_core,226,539,530,49.93
CORE-CORE_MEMORY_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,17.26,index,valid,synthetic_core,279,465,461,27.45
CORE-CORE_MEMORY_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,73.43,index,valid,synthetic_core,270,539,533,54.06
CORE-CORE_MEMORY_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,33.02,index,valid,synthetic_core,222,387,381,26.59
CORE-CORE_MEMORY_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,79.52,index,valid,synthetic_core,114,428,417,34.59
CORE-CORE_MEMORY_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,40.66,index,valid,synthetic_core,294,390,389,59.52
CORE-CORE_MEMORY_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,37.21,index,valid,synthetic_core,195,271,270,51.43
CORE-CORE_MEMORY_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,78.52,index,valid,synthetic_core,125,286,284,57.47
CORE-CORE_MEMORY_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,59.46,index,valid,synthetic_core,215,233,224,50.8
CORE-CORE_MEMORY_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,58.82,index,valid,synthetic_core,267,444,436,58.21
CORE-CORE_MEMORY_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,60.92,index,valid,synthetic_core,240,515,510,61.96
CORE-CORE_MEMORY_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,81.93,index,valid,synthetic_core,235,413,408,66.34
CORE-CORE_MEMORY_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,23.89,index,valid,synthetic_core,296,486,478,31.15
CORE-CORE_MEMORY_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,58.77,index,valid,synthetic_core,105,590,578,51.21
CORE-CORE_MEMORY_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,43.26,index,valid,synthetic_core,220,501,493,41.55
CORE-CORE_MEMORY_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,58.02,index,valid,synthetic_core,138,460,451,65.29
CORE-CORE_MEMORY_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,76.19,index,valid,synthetic_core,264,537,527,60.95
CORE-CORE_MEMORY_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,33.37,index,valid,synthetic_core,300,236,224,28.37
CORE-CORE_MEMORY_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,51.34,index,valid,synthetic_core,261,457,447,20.65
CORE-CORE_MEMORY_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,47.15,index,valid,synthetic_core,208,301,296,30.07
CORE-CORE_MEMORY_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,38.38,index,valid,synthetic_core,164,482,472,21.29
CORE-CORE_MEMORY_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,22.88,index,valid,synthetic_core,228,311,305,28.84
CORE-CORE_MEMORY_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,33.27,index,valid,synthetic_core,237,447,441,31.7
CORE-CORE_MEMORY_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,47.15,index,valid,synthetic_core,217,546,543,34.27
CORE-CORE_MEMORY_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,30.5,index,valid,synthetic_core,111,272,268,35.66
CORE-CORE_MEMORY_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,75.83,index,valid,synthetic_core,297,290,281,47.66
CORE-CORE_MEMORY_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,35.84,index,valid,synthetic_core,246,526,523,31.05
CORE-CORE_MEMORY_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,30.57,index,valid,synthetic_core,169,586,585,46.06
CORE-CORE_MEMORY_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,48.69,index,valid,synthetic_core,194,287,281,23.76
CORE-CORE_MEMORY_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,38.62,index,valid,synthetic_core,139,286,276,56.47
CORE-CORE_MEMORY_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,69.38,index,valid,synthetic_core,169,577,571,28.88
CORE-CORE_MEMORY_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,67.6,index,valid,synthetic_core,148,545,540,49.12
CORE-CORE_MEMORY_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,72.76,index,valid,synthetic_core,166,417,416,21.59
CORE-CORE_MEMORY_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,51.51,index,valid,synthetic_core,224,264,255,31.25
CORE-CORE_MEMORY_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,70.62,index,valid,synthetic_core,262,590,584,22.5
CORE-CORE_MEMORY_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,78.46,index,valid,synthetic_core,161,400,398,46.49
CORE-CORE_MEMORY_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,77.12,index,valid,synthetic_core,238,309,298,40.88
CORE-CORE_MEMORY_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,81.53,index,valid,synthetic_core,237,305,298,51.87
CORE-CORE_MEMORY_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,56.32,index,valid,synthetic_core,161,540,538,25.72
CORE-CORE_MEMORY_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,75.48,index,valid,synthetic_core,161,546,541,24.49
CORE-CORE_MEMORY_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,78.54,index,valid,synthetic_core,133,463,460,56.85
CORE-CORE_MEMORY_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,15.31,index,valid,synthetic_core,169,440,432,35.83
CORE-CORE_MEMORY_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,24.25,index,valid,synthetic_core,279,571,569,53.06
CORE-CORE_MEMORY_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,54.65,index,valid,synthetic_core,197,222,220,59.29
CORE-CORE_MEMORY_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,30.6,index,valid,synthetic_core,137,382,374,60.79
CORE-CORE_MEMORY_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,75.87,index,valid,synthetic_core,280,562,550,44.25
CORE-CORE_MEMORY_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,66.49,index,valid,synthetic_core,151,359,353,23.01
CORE-CORE_MEMORY_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,82.19,index,valid,synthetic_core,104,236,229,30.51
CORE-CORE_MEMORY_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,30.31,index,valid,synthetic_core,109,591,584,62.81
CORE-CORE_MEMORY_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,68.42,index,valid,synthetic_core,160,325,314,31.4
CORE-CORE_MEMORY_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,46.98,index,valid,synthetic_core,129,466,465,66.24
CORE-CORE_MEMORY_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,76.87,index,valid,synthetic_core,173,495,488,43.09
CORE-CORE_MEMORY_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,68.87,index,valid,synthetic_core,168,423,422,64.22
CORE-CORE_MEMORY_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,25.68,index,valid,synthetic_core,247,246,245,54.71
CORE-CORE_MEMORY_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,83.67,index,valid,synthetic_core,182,565,564,31.24
CORE-CORE_MEMORY_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,24.63,index,valid,synthetic_core,211,256,246,51.46
CORE-CORE_MEMORY_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,40.05,index,valid,synthetic_core,264,489,477,47.28
CORE-CORE_MEMORY_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,22.22,index,valid,synthetic_core,126,387,380,56.55
CORE-CORE_MEMORY_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,80.85,index,valid,synthetic_core,164,257,248,48.27
CORE-CORE_MEMORY_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,48.67,index,valid,synthetic_core,159,508,499,61.32
CORE-CORE_MEMORY_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,54.93,index,valid,synthetic_core,198,282,274,57.01
CORE-CORE_MEMORY_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,59.74,index,valid,synthetic_core,195,360,353,32.17
CORE-CORE_MEMORY_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,55.46,index,valid,synthetic_core,175,517,506,32.4
CORE-CORE_MEMORY_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,35.04,index,valid,synthetic_core,126,221,212,59.02
CORE-CORE_MEMORY_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,45.76,index,valid,synthetic_core,219,484,482,29.49
CORE-CORE_MEMORY_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,28.87,index,valid,synthetic_core,270,314,303,35.62
CORE-CORE_MEMORY_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,22.89,index,valid,synthetic_core,288,275,271,27.69
CORE-CORE_MEMORY_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,23.14,index,valid,synthetic_core,253,220,216,53.09
CORE-CORE_MEMORY_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,49.66,index,valid,synthetic_core,242,369,363,30.54
CORE-CORE_MEMORY_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,35.58,index,valid,synthetic_core,177,220,210,41.26
CORE-CORE_MEMORY_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,70.0,index,valid,synthetic_core,176,449,442,66.21
CORE-CORE_MEMORY_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,18.32,index,valid,synthetic_core,219,475,472,53.42
CORE-CORE_MEMORY_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,38.66,index,valid,synthetic_core,271,256,248,22.53
CORE-CORE_MEMORY_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,68.94,index,valid,synthetic_core,171,446,437,35.08
CORE-CORE_MEMORY_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,65.62,index,valid,synthetic_core,118,270,262,34.54
CORE-CORE_MEMORY_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,77.93,index,valid,synthetic_core,287,269,267,64.2
CORE-CORE_MEMORY_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,51.23,index,valid,synthetic_core,124,555,554,69.48
CORE-CORE_MEMORY_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,76.66,index,valid,synthetic_core,220,583,577,62.84
CORE-CORE_MEMORY_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,63.63,index,valid,synthetic_core,215,387,377,44.73
CORE-CORE_MEMORY_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,26.47,index,valid,synthetic_core,245,306,304,40.37
CORE-CORE_MEMORY_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,39.91,index,valid,synthetic_core,274,204,202,53.57
CORE-CORE_MEMORY_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,63.2,index,valid,synthetic_core,131,324,315,61.87
CORE-CORE_MEMORY_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.1,index,valid,synthetic_core,216,518,509,48.41
CORE-CORE_MEMORY_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,71.89,index,valid,synthetic_core,184,463,461,69.24
CORE-CORE_MEMORY_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,75.38,index,valid,synthetic_core,194,247,239,69.71
CORE-CORE_MEMORY_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,73.8,index,valid,synthetic_core,165,285,277,60.35
CORE-CORE_MEMORY_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,63.51,index,valid,synthetic_core,163,297,292,54.49
CORE-CORE_MEMORY_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,20.36,index,valid,synthetic_core,215,379,376,52.3
CORE-CORE_MEMORY_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,64.72,index,valid,synthetic_core,281,506,499,68.06
CORE-CORE_MEMORY_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,42.7,index,valid,synthetic_core,155,312,305,40.4
CORE-CORE_MEMORY_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,15.59,index,valid,synthetic_core,233,532,531,46.81
CORE-CORE_MEMORY_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,56.38,index,valid,synthetic_core,229,271,262,55.44
CORE-CORE_MEMORY_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,56.11,index,valid,synthetic_core,155,517,514,36.27
CORE-CORE_MEMORY_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,49.89,index,valid,synthetic_core,268,556,551,57.69
CORE-CORE_MEMORY_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,69.35,index,valid,synthetic_core,221,505,496,64.03
CORE-CORE_MEMORY_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,59.29,index,valid,synthetic_core,141,204,203,69.03
CORE-CORE_MEMORY_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,39.24,index,valid,synthetic_core,125,262,250,44.27
CORE-CORE_MEMORY_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,66.23,index,valid,synthetic_core,151,396,387,32.62
CORE-CORE_MEMORY_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,50.96,index,valid,synthetic_core,144,423,412,41.51
CORE-CORE_MEMORY_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,38.64,index,valid,synthetic_core,258,508,498,36.82
CORE-CORE_MEMORY_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,18.88,index,valid,synthetic_core,291,507,502,67.04
CORE-CORE_MEMORY_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,41.92,index,valid,synthetic_core,142,407,405,38.74
