subscriber_attach_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-SUBSCRIBER_ATTACH_HOURLY-02-04,LOC003,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,73.73,index,valid,synthetic_core,128,332,330,49.24
CORE-SUBSCRIBER_ATTACH_HOURLY-02-05,LOC003,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,66.27,index,valid,synthetic_core,180,534,531,38.88
CORE-SUBSCRIBER_ATTACH_HOURLY-02-06,LOC003,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,20.86,index,valid,synthetic_core,282,484,477,37.09
CORE-SUBSCRIBER_ATTACH_HOURLY-02-07,LOC003,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,56.42,index,valid,synthetic_core,264,367,363,52.34
CORE-SUBSCRIBER_ATTACH_HOURLY-02-08,LOC003,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,69.1,index,valid,synthetic_core,107,417,405,58.22
CORE-SUBSCRIBER_ATTACH_HOURLY-02-09,LOC003,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,29.67,index,valid,synthetic_core,299,591,589,61.11
CORE-SUBSCRIBER_ATTACH_HOURLY-02-10,LOC003,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,73.59,index,valid,synthetic_core,235,244,241,50.09
CORE-SUBSCRIBER_ATTACH_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,53.52,index,valid,synthetic_core,243,372,365,29.72
CORE-SUBSCRIBER_ATTACH_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,44.09,index,valid,synthetic_core,275,330,329,49.12
CORE-SUBSCRIBER_ATTACH_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,49.47,index,valid,synthetic_core,103,496,491,21.23
CORE-SUBSCRIBER_ATTACH_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,28.5,index,valid,synthetic_core,240,271,264,24.53
CORE-SUBSCRIBER_ATTACH_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,58.68,index,valid,synthetic_core,118,505,496,61.0
CORE-SUBSCRIBER_ATTACH_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,39.41,index,valid,synthetic_core,102,490,483,22.97
CORE-SUBSCRIBER_ATTACH_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,45.39,index,valid,synthetic_core,223,336,332,29.43
CORE-SUBSCRIBER_ATTACH_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,22.47,index,valid,synthetic_core,164,486,484,40.68
CORE-SUBSCRIBER_ATTACH_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,66.09,index,valid,synthetic_core,124,425,420,43.22
CORE-SUBSCRIBER_ATTACH_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,83.49,index,valid,synthetic_core,263,245,236,26.77
CORE-SUBSCRIBER_ATTACH_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,61.32,index,valid,synthetic_core,137,277,265,40.3
CORE-SUBSCRIBER_ATTACH_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,61.81,index,valid,synthetic_core,299,242,232,66.73
CORE-SUBSCRIBER_ATTACH_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,46.24,index,valid,synthetic_core,234,475,470,57.23
CORE-SUBSCRIBER_ATTACH_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,43.89,index,valid,synthetic_core,189,281,273,57.84
CORE-SUBSCRIBER_ATTACH_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,61.57,index,valid,synthetic_core,234,378,367,64.73
CORE-SUBSCRIBER_ATTACH_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,21.19,index,valid,synthetic_core,117,320,314,64.85
CORE-SUBSCRIBER_ATTACH_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,26.37,index,valid,synthetic_core,209,373,368,53.35
CORE-SUBSCRIBER_ATTACH_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,33.02,index,valid,synthetic_core,119,310,309,55.05
CORE-SUBSCRIBER_ATTACH_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,65.52,index,valid,synthetic_core,105,442,438,23.46
CORE-SUBSCRIBER_ATTACH_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,70.48,index,valid,synthetic_core,123,337,329,56.85
CORE-SUBSCRIBER_ATTACH_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,78.24,index,valid,synthetic_core,171,394,393,31.51
CORE-SUBSCRIBER_ATTACH_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,28.06,index,valid,synthetic_core,245,369,360,68.75
CORE-SUBSCRIBER_ATTACH_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,52.87,index,valid,synthetic_core,155,318,311,58.98
CORE-SUBSCRIBER_ATTACH_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,59.1,index,valid,synthetic_core,247,380,369,38.01
CORE-SUBSCRIBER_ATTACH_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,38.25,index,valid,synthetic_core,222,553,542,61.03
CORE-SUBSCRIBER_ATTACH_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,74.7,index,valid,synthetic_core,249,275,268,64.62
CORE-SUBSCRIBER_ATTACH_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,39.85,index,valid,synthetic_core,282,420,416,24.93
CORE-SUBSCRIBER_ATTACH_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,35.15,index,valid,synthetic_core,195,549,541,62.05
CORE-SUBSCRIBER_ATTACH_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,74.58,index,valid,synthetic_core,185,475,473,57.29
CORE-SUBSCRIBER_ATTACH_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,39.87,index,valid,synthetic_core,115,513,501,61.92
CORE-SUBSCRIBER_ATTACH_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,61.57,index,valid,synthetic_core,200,512,500,48.68
CORE-SUBSCRIBER_ATTACH_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,64.96,index,valid,synthetic_core,186,466,463,24.82
CORE-SUBSCRIBER_ATTACH_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,41.92,index,valid,synthetic_core,115,391,383,59.99
CORE-SUBSCRIBER_ATTACH_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,68.54,index,valid,synthetic_core,143,454,443,27.36
CORE-SUBSCRIBER_ATTACH_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.87,index,valid,synthetic_core,126,426,421,69.06
CORE-SUBSCRIBER_ATTACH_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,70.56,index,valid,synthetic_core,163,226,223,43.72
CORE-SUBSCRIBER_ATTACH_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,15.57,index,valid,synthetic_core,257,310,302,26.35
CORE-SUBSCRIBER_ATTACH_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,36.58,index,valid,synthetic_core,216,371,363,32.43
CORE-SUBSCRIBER_ATTACH_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,26.33,index,valid,synthetic_core,267,311,309,52.83
CORE-SUBSCRIBER_ATTACH_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,51.53,index,valid,synthetic_core,296,433,423,62.71
CORE-SUBSCRIBER_ATTACH_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,29.98,index,valid,synthetic_core,112,328,324,27.49
CORE-SUBSCRIBER_ATTACH_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,24.18,index,valid,synthetic_core,195,202,200,46.92
CORE-SUBSCRIBER_ATTACH_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,69.2,index,valid,synthetic_core,294,457,452,29.9
CORE-SUBSCRIBER_ATTACH_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,20.24,index,valid,synthetic_core,212,365,363,54.03
CORE-SUBSCRIBER_ATTACH_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,38.27,index,valid,synthetic_core,166,583,572,21.13
CORE-SUBSCRIBER_ATTACH_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,24.93,index,valid,synthetic_core,281,338,330,53.02
CORE-SUBSCRIBER_ATTACH_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,74.17,index,valid,synthetic_core,222,206,199,46.27
CORE-SUBSCRIBER_ATTACH_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,62.0,index,valid,synthetic_core,235,292,289,67.0
CORE-SUBSCRIBER_ATTACH_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,22.59,index,valid,synthetic_core,178,320,317,53.18
CORE-SUBSCRIBER_ATTACH_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,55.14,index,valid,synthetic_core,229,408,401,55.95
CORE-SUBSCRIBER_ATTACH_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,34.32,index,valid,synthetic_core,134,374,365,36.79
CORE-SUBSCRIBER_ATTACH_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,54.25,index,valid,synthetic_core,103,437,436,66.24
CORE-SUBSCRIBER_ATTACH_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,27.48,index,valid,synthetic_core,146,474,463,65.18
CORE-SUBSCRIBER_ATTACH_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,29.42,index,valid,synthetic_core,150,415,409,57.81
CORE-SUBSCRIBER_ATTACH_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,79.15,index,valid,synthetic_core,160,501,495,22.81
CORE-SUBSCRIBER_ATTACH_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,21.94,index,valid,synthetic_core,143,255,246,35.88
CORE-SUBSCRIBER_ATTACH_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,30.39,index,valid,synthetic_core,290,452,450,68.31
CORE-SUBSCRIBER_ATTACH_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,48.76,index,valid,synthetic_core,179,344,339,56.1
CORE-SUBSCRIBER_ATTACH_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,79.69,index,valid,synthetic_core,189,402,395,52.47
CORE-SUBSCRIBER_ATTACH_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,51.84,index,valid,synthetic_core,213,600,588,57.09
CORE-SUBSCRIBER_ATTACH_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,60.26,index,valid,synthetic_core,204,236,226,45.86
CORE-SUBSCRIBER_ATTACH_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,55.03,index,valid,synthetic_core,105,429,428,22.72
CORE-SUBSCRIBER_ATTACH_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,25.97,index,valid,synthetic_core,208,293,283,63.6
CORE-SUBSCRIBER_ATTACH_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,80.0,index,valid,synthetic_core,178,289,278,55.62
CORE-SUBSCRIBER_ATTACH_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,39.61,index,valid,synthetic_core,212,489,477,27.49
CORE-SUBSCRIBER_ATTACH_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,59.4,index,valid,synthetic_core,278,248,246,45.81
CORE-SUBSCRIBER_ATTACH_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,47.93,index,valid,synthetic_core,119,584,577,59.07
CORE-SUBSCRIBER_ATTACH_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,84.92,index,valid,synthetic_core,246,585,579,41.2
CORE-SUBSCRIBER_ATTACH_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,71.0,index,valid,synthetic_core,194,590,579,39.21
CORE-SUBSCRIBER_ATTACH_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,28.86,index,valid,synthetic_core,182,449,443,46.47
CORE-SUBSCRIBER_ATTACH_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,75.28,index,valid,synthetic_core,258,355,354,29.13
CORE-SUBSCRIBER_ATTACH_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,49.53,index,valid,synthetic_core,250,544,533,59.57
CORE-SUBSCRIBER_ATTACH_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,24.38,index,valid,synthetic_core,153,507,499,63.61
CORE-SUBSCRIBER_ATTACH_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,73.55,index,valid,synthetic_core,125,464,463,64.24
CORE-SUBSCRIBER_ATTACH_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,69.81,index,valid,synthetic_core,218,434,427,60.38
CORE-SUBSCRIBER_ATTACH_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,35.17,index,valid,synthetic_core,161,565,558,40.81
CORE-SUBSCRIBER_ATTACH_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,42.07,index,valid,synthetic_core,116,208,198,20.36
CORE-SUBSCRIBER_ATTACH_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,45.58,index,valid,synthetic_core,169,267,256,33.18
CORE-SUBSCRIBER_ATTACH_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,41.52,index,valid,synthetic_core,152,434,433,34.89
CORE-SUBSCRIBER_ATTACH_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,80.75,index,valid,synthetic_core,267,575,571,54.42
CORE-SUBSCRIBER_ATTACH_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,63.89,index,valid,synthetic_core,267,350,341,23.34
CORE-SUBSCRIBER_ATTACH_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,52.42,index,valid,synthetic_core,271,245,236,38.45
CORE-SUBSCRIBER_ATTACH_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,25.65,index,valid,synthetic_core,280,395,386,25.17
CORE-SUBSCRIBER_ATTACH_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,47.45,index,valid,synthetic_core,135,442,433,25.81
CORE-SUBSCRIBER_ATTACH_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,69.59,index,valid,synthetic_core,166,427,423,41.82
CORE-SUBSCRIBER_ATTACH_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,39.97,index,valid,synthetic_core,289,320,313,29.58
CORE-SUBSCRIBER_ATTACH_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,34.52,index,valid,synthetic_core,274,471,470,20.47
CORE-SUBSCRIBER_ATTACH_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,21.1,index,valid,synthetic_core,197,409,402,43.07
CORE-SUBSCRIBER_ATTACH_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,29.46,index,valid,synthetic_core,120,513,504,62.0
CORE-SUBSCRIBER_ATTACH_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,57.53,index,valid,synthetic_core,236,592,589,68.31
CORE-SUBSCRIBER_ATTACH_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,22.6,index,valid,synthetic_core,281,357,345,28.31
CORE-SUBSCRIBER_ATTACH_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,35.38,index,valid,synthetic_core,173,245,243,24.39
CORE-SUBSCRIBER_ATTACH_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,79.58,index,valid,synthetic_core,209,430,422,24.06
CORE-SUBSCRIBER_ATTACH_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,79.78,index,valid,synthetic_core,137,508,506,25.87
CORE-SUBSCRIBER_ATTACH_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,46.75,index,valid,synthetic_core,263,531,522,46.29
CORE-SUBSCRIBER_ATTACH_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,78.7,index,valid,synthetic_core,235,570,562,50.51
CORE-SUBSCRIBER_ATTACH_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,74.13,index,valid,synthetic_core,297,281,277,31.23
CORE-SUBSCRIBER_ATTACH_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,60.87,index,valid,synthetic_core,208,231,228,40.96
CORE-SUBSCRIBER_ATTACH_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,62.3,index,valid,synthetic_core,278,233,230,37.6
CORE-SUBSCRIBER_ATTACH_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,57.15,index,valid,synthetic_core,277,285,275,44.86
CORE-SUBSCRIBER_ATTACH_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,73.24,index,valid,synthetic_core,264,315,312,24.03
CORE-SUBSCRIBER_ATTACH_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,83.32,index,valid,synthetic_core,169,341,339,62.87
CORE-SUBSCRIBER_ATTACH_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,80.56,index,valid,synthetic_core,192,567,564,49.23
CORE-SUBSCRIBER_ATTACH_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,43.06,index,valid,synthetic_core,166,223,212,35.96
CORE-SUBSCRIBER_ATTACH_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,70.8,index,valid,synthetic_core,234,398,388,36.15
CORE-SUBSCRIBER_ATTACH_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,25.78,index,valid,synthetic_core,298,252,245,59.94
CORE-SUBSCRIBER_ATTACH_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,51.97,index,valid,synthetic_core,178,282,270,33.24
CORE-SUBSCRIBER_ATTACH_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,47.67,index,valid,synthetic_core,230,425,420,53.88
CORE-SUBSCRIBER_ATTACH_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,30.94,index,valid,synthetic_core,149,568,563,65.04
CORE-SUBSCRIBER_ATTACH_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,56.79,index,valid,synthetic_core,275,415,411,49.6
CORE-SUBSCRIBER_ATTACH_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,76.42,index,valid,synthetic_core,232,341,329,30.69
CORE-SUBSCRIBER_ATTACH_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,66.64,index,valid,synthetic_core,174,535,529,69.85
CORE-SUBSCRIBER_ATTACH_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,35.19,index,valid,synthetic_core,111,328,319,65.41
CORE-SUBSCRIBER_ATTACH_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,15.75,index,valid,synthetic_core,142,579,568,60.02
CORE-SUBSCRIBER_ATTACH_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,62.28,index,valid,synthetic_core,276,310,300,44.3
CORE-SUBSCRIBER_ATTACH_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,20.11,index,valid,synthetic_core,235,424,420,27.46
CORE-SUBSCRIBER_ATTACH_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,42.87,index,valid,synthetic_core,159,430,421,52.95
CORE-SUBSCRIBER_ATTACH_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,59.27,index,valid,synthetic_core,149,511,504,66.48
CORE-SUBSCRIBER_ATTACH_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,64.68,index,valid,synthetic_core,238,451,443,50.32
CORE-SUBSCRIBER_ATTACH_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,55.34,index,valid,synthetic_core,243,440,438,68.07
CORE-SUBSCRIBER_ATTACH_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,51.58,index,valid,synthetic_core,239,370,368,56.65
CORE-SUBSCRIBER_ATTACH_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,67.8,index,valid,synthetic_core,101,570,569,20.24
CORE-SUBSCRIBER_ATTACH_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,39.96,index,valid,synthetic_core,163,582,576,38.36
CORE-SUBSCRIBER_ATTACH_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,39.57,index,valid,synthetic_core,109,370,359,48.46
CORE-SUBSCRIBER_ATTACH_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,79.34,index,valid,synthetic_core,170,312,309,60.1
CORE-SUBSCRIBER_ATTACH_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,46.33,index,valid,synthetic_core,171,325,323,57.47
CORE-SUBSCRIBER_ATTACH_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,26.35,index,valid,synthetic_core,130,541,534,33.44
CORE-SUBSCRIBER_ATTACH_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,25.61,index,valid,synthetic_core,262,356,346,36.95
CORE-SUBSCRIBER_ATTACH_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,35.07,index,valid,synthetic_core,118,223,222,42.25
CORE-SUBSCRIBER_ATTACH_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,27.98,index,valid,synthetic_core,159,268,264,42.7
CORE-SUBSCRIBER_ATTACH_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,71.26,index,valid,synthetic_core,159,460,456,25.77
CORE-SUBSCRIBER_ATTACH_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,68.31,index,valid,synthetic_core,219,577,566,36.04
CORE-SUBSCRIBER_ATTACH_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,54.67,index,valid,synthetic_core,114,341,330,69.82
CORE-SUBSCRIBER_ATTACH_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,18.09,index,valid,synthetic_core,232,300,293,25.55
CORE-SUBSCRIBER_ATTACH_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,82.29,index,valid,synthetic_core,284,489,485,69.79
CORE-SUBSCRIBER_ATTACH_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,64.55,index,valid,synthetic_core,241,516,514,46.03
CORE-SUBSCRIBER_ATTACH_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,51.05,index,valid,synthetic_core,295,440,438,68.18
CORE-SUBSCRIBER_ATTACH_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,71.11,index,valid,synthetic_core,281,446,436,46.9
CORE-SUBSCRIBER_ATTACH_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,53.15,index,valid,synthetic_core,111,528,526,33.5
CORE-SUBSCRIBER_ATTACH_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,38.64,index,valid,synthetic_core,262,594,584,38.65
CORE-SUBSCRIBER_ATTACH_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,67.95,index,valid,synthetic_core,225,550,542,61.23
CORE-SUBSCRIBER_ATTACH_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,53.8,index,valid,synthetic_core,172,343,341,46.04
