core_traffic_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-CORE_TRAFFIC_HOURLY-02-11,LOC003,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,73.33,index,valid,synthetic_core,115,326,315,65.81
CORE-CORE_TRAFFIC_HOURLY-02-12,LOC003,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,29.6,index,valid,synthetic_core,104,577,569,28.75
CORE-CORE_TRAFFIC_HOURLY-02-13,LOC003,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,80.98,index,valid,synthetic_core,278,572,563,66.09
CORE-CORE_TRAFFIC_HOURLY-02-14,LOC003,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,45.7,index,valid,synthetic_core,146,204,201,40.15
CORE-CORE_TRAFFIC_HOURLY-02-15,LOC003,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,41.22,index,valid,synthetic_core,194,304,302,60.64
CORE-CORE_TRAFFIC_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,51.22,index,valid,synthetic_core,215,594,584,55.19
CORE-CORE_TRAFFIC_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,43.01,index,valid,synthetic_core,153,450,445,69.32
CORE-CORE_TRAFFIC_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,58.33,index,valid,synthetic_core,117,334,326,29.58
CORE-CORE_TRAFFIC_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,26.44,index,valid,synthetic_core,231,236,229,55.11
CORE-CORE_TRAFFIC_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,31.08,index,valid,synthetic_core,153,287,285,27.45
CORE-CORE_TRAFFIC_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,78.56,index,valid,synthetic_core,264,525,519,46.55
CORE-CORE_TRAFFIC_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,45.27,index,valid,synthetic_core,184,524,519,42.81
CORE-CORE_TRAFFIC_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,57.42,index,valid,synthetic_core,209,412,411,26.25
CORE-CORE_TRAFFIC_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,18.23,index,valid,synthetic_core,185,587,577,69.56
CORE-CORE_TRAFFIC_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,81.53,index,valid,synthetic_core,216,495,491,36.45
CORE-CORE_TRAFFIC_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,63.39,index,valid,synthetic_core,118,538,529,50.27
CORE-CORE_TRAFFIC_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,31.0,index,valid,synthetic_core,242,396,387,34.29
CORE-CORE_TRAFFIC_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,36.14,index,valid,synthetic_core,251,538,537,34.88
CORE-CORE_TRAFFIC_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,26.56,index,valid,synthetic_core,194,329,321,38.28
CORE-CORE_TRAFFIC_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,45.06,index,valid,synthetic_core,234,471,464,52.63
CORE-CORE_TRAFFIC_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,34.26,index,valid,synthetic_core,178,324,322,63.78
CORE-CORE_TRAFFIC_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,38.84,index,valid,synthetic_core,121,565,553,59.04
CORE-CORE_TRAFFIC_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,54.97,index,valid,synthetic_core,291,335,325,22.36
CORE-CORE_TRAFFIC_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,45.77,index,valid,synthetic_core,281,386,378,21.88
CORE-CORE_TRAFFIC_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,71.54,index,valid,synthetic_core,298,490,481,53.46
CORE-CORE_TRAFFIC_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,23.9,index,valid,synthetic_core,269,462,450,22.6
CORE-CORE_TRAFFIC_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,62.7,index,valid,synthetic_core,244,362,361,42.85
CORE-CORE_TRAFFIC_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,68.72,index,valid,synthetic_core,174,519,514,62.02
CORE-CORE_TRAFFIC_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,66.83,index,valid,synthetic_core,176,562,561,35.0
CORE-CORE_TRAFFIC_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,28.14,index,valid,synthetic_core,192,554,546,31.52
CORE-CORE_TRAFFIC_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,48.46,index,valid,synthetic_core,168,238,228,47.53
CORE-CORE_TRAFFIC_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,55.93,index,valid,synthetic_core,127,221,218,57.21
CORE-CORE_TRAFFIC_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,64.8,index,valid,synthetic_core,176,479,468,46.07
CORE-CORE_TRAFFIC_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,16.36,index,valid,synthetic_core,109,488,486,21.92
CORE-CORE_TRAFFIC_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,31.46,index,valid,synthetic_core,255,405,396,51.57
CORE-CORE_TRAFFIC_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,72.89,index,valid,synthetic_core,151,411,402,44.04
CORE-CORE_TRAFFIC_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,78.02,index,valid,synthetic_core,241,206,201,41.73
CORE-CORE_TRAFFIC_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,31.27,index,valid,synthetic_core,178,376,375,67.78
CORE-CORE_TRAFFIC_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,54.24,index,valid,synthetic_core,281,454,446,32.25
CORE-CORE_TRAFFIC_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,81.96,index,valid,synthetic_core,133,411,409,39.66
CORE-CORE_TRAFFIC_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,52.62,index,valid,synthetic_core,153,270,267,24.71
CORE-CORE_TRAFFIC_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,46.69,index,valid,synthetic_core,299,291,290,41.8
CORE-CORE_TRAFFIC_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,72.5,index,valid,synthetic_core,208,576,573,41.31
CORE-CORE_TRAFFIC_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,71.35,index,valid,synthetic_core,122,597,588,53.05
CORE-CORE_TRAFFIC_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,69.99,index,valid,synthetic_core,198,582,573,36.72
CORE-CORE_TRAFFIC_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,62.09,index,valid,synthetic_core,277,284,278,34.74
CORE-CORE_TRAFFIC_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,50.48,index,valid,synthetic_core,158,209,207,43.27
CORE-CORE_TRAFFIC_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,54.23,index,valid,synthetic_core,136,286,277,27.1
CORE-CORE_TRAFFIC_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,36.33,index,valid,synthetic_core,105,320,310,65.98
CORE-CORE_TRAFFIC_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,35.21,index,valid,synthetic_core,169,329,322,58.23
CORE-CORE_TRAFFIC_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,30.89,index,valid,synthetic_core,118,579,570,55.48
CORE-CORE_TRAFFIC_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,23.71,index,valid,synthetic_core,267,267,263,57.72
CORE-CORE_TRAFFIC_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,71.65,index,valid,synthetic_core,162,210,209,40.46
CORE-CORE_TRAFFIC_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,45.64,index,valid,synthetic_core,157,338,337,30.76
CORE-CORE_TRAFFIC_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,36.71,index,valid,synthetic_core,169,349,341,45.62
CORE-CORE_TRAFFIC_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,35.42,index,valid,synthetic_core,219,478,475,41.33
CORE-CORE_TRAFFIC_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,18.08,index,valid,synthetic_core,201,509,503,66.41
CORE-CORE_TRAFFIC_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,58.06,index,valid,synthetic_core,161,486,480,44.15
CORE-CORE_TRAFFIC_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,35.23,index,valid,synthetic_core,155,448,442,48.57
CORE-CORE_TRAFFIC_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,32.58,index,valid,synthetic_core,160,277,276,49.18
CORE-CORE_TRAFFIC_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,61.13,index,valid,synthetic_core,246,441,438,35.63
CORE-CORE_TRAFFIC_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,62.42,index,valid,synthetic_core,178,552,549,30.57
CORE-CORE_TRAFFIC_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,37.75,index,valid,synthetic_core,107,440,433,21.08
CORE-CORE_TRAFFIC_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,71.1,index,valid,synthetic_core,273,247,245,51.32
CORE-CORE_TRAFFIC_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,62.16,index,valid,synthetic_core,115,496,495,27.34
CORE-CORE_TRAFFIC_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,28.86,index,valid,synthetic_core,243,434,430,21.65
CORE-CORE_TRAFFIC_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,57.97,index,valid,synthetic_core,166,330,326,54.87
CORE-CORE_TRAFFIC_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,64.23,index,valid,synthetic_core,239,318,309,63.66
CORE-CORE_TRAFFIC_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,22.86,index,valid,synthetic_core,196,233,232,67.53
CORE-CORE_TRAFFIC_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,25.92,index,valid,synthetic_core,109,310,309,61.55
CORE-CORE_TRAFFIC_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,48.07,index,valid,synthetic_core,166,217,212,37.68
CORE-CORE_TRAFFIC_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,24.03,index,valid,synthetic_core,137,535,528,41.48
CORE-CORE_TRAFFIC_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,70.99,index,valid,synthetic_core,186,332,329,42.18
CORE-CORE_TRAFFIC_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,57.55,index,valid,synthetic_core,138,583,579,34.12
CORE-CORE_TRAFFIC_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,16.85,index,valid,synthetic_core,200,583,572,40.66
CORE-CORE_TRAFFIC_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,82.14,index,valid,synthetic_core,288,548,536,29.68
CORE-CORE_TRAFFIC_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,76.75,index,valid,synthetic_core,187,600,595,52.67
CORE-CORE_TRAFFIC_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,35.07,index,valid,synthetic_core,104,522,511,50.71
CORE-CORE_TRAFFIC_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,21.86,index,valid,synthetic_core,255,339,333,41.75
CORE-CORE_TRAFFIC_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,64.34,index,valid,synthetic_core,276,220,212,56.57
CORE-CORE_TRAFFIC_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,78.08,index,valid,synthetic_core,206,313,301,26.33
CORE-CORE_TRAFFIC_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,51.33,index,valid,synthetic_core,180,238,230,41.87
CORE-CORE_TRAFFIC_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,32.82,index,valid,synthetic_core,187,286,282,59.9
CORE-CORE_TRAFFIC_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,35.32,index,valid,synthetic_core,240,552,545,47.49
CORE-CORE_TRAFFIC_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,40.41,index,valid,synthetic_core,241,379,374,56.59
CORE-CORE_TRAFFIC_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,17.8,index,valid,synthetic_core,185,417,415,66.56
CORE-CORE_TRAFFIC_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,48.76,index,valid,synthetic_core,232,516,510,59.07
CORE-CORE_TRAFFIC_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,58.06,index,valid,synthetic_core,187,419,410,56.67
CORE-CORE_TRAFFIC_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,15.66,index,valid,synthetic_core,205,434,427,38.67
CORE-CORE_TRAFFIC_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,28.52,index,valid,synthetic_core,243,552,543,56.93
CORE-CORE_TRAFFIC_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,32.98,index,valid,synthetic_core,155,415,410,35.21
CORE-CORE_TRAFFIC_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,45.68,index,valid,synthetic_core,246,264,252,65.44
CORE-CORE_TRAFFIC_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,78.18,index,valid,synthetic_core,247,524,513,50.38
CORE-CORE_TRAFFIC_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,73.42,index,valid,synthetic_core,289,497,491,45.69
CORE-CORE_TRAFFIC_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,43.5,index,valid,synthetic_core,283,265,258,41.94
CORE-CORE_TRAFFIC_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,52.91,index,valid,synthetic_core,297,281,280,46.51
CORE-CORE_TRAFFIC_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,55.91,index,valid,synthetic_core,206,334,324,63.04
CORE-CORE_TRAFFIC_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,40.61,index,valid,synthetic_core,183,265,261,24.1
CORE-CORE_TRAFFIC_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,82.47,index,valid,synthetic_core,140,508,503,45.29
CORE-CORE_TRAFFIC_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,31.59,index,valid,synthetic_core,200,270,260,64.73
CORE-CORE_TRAFFIC_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,33.0,index,valid,synthetic_core,117,511,499,68.51
CORE-CORE_TRAFFIC_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,55.14,index,valid,synthetic_core,134,511,505,66.94
CORE-CORE_TRAFFIC_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,66.2,index,valid,synthetic_core,237,465,464,55.36
CORE-CORE_TRAFFIC_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,49.76,index,valid,synthetic_core,101,396,388,67.99
CORE-CORE_TRAFFIC_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,53.51,index,valid,synthetic_core,246,430,427,25.83
CORE-CORE_TRAFFIC_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,22.17,index,valid,synthetic_core,211,567,555,33.71
CORE-CORE_TRAFFIC_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,40.59,index,valid,synthetic_core,209,454,449,22.76
CORE-CORE_TRAFFIC_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,43.81,index,valid,synthetic_core,224,353,348,32.15
CORE-CORE_TRAFFIC_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,31.01,index,valid,synthetic_core,200,330,323,44.91
CORE-CORE_TRAFFIC_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,23.4,index,valid,synthetic_core,111,506,500,33.6
CORE-CORE_TRAFFIC_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,59.44,index,valid,synthetic_core,240,288,277,35.09
CORE-CORE_TRAFFIC_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,78.21,index,valid,synthetic_core,212,396,388,63.96
CORE-CORE_TRAFFIC_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,57.75,index,valid,synthetic_core,294,438,430,35.26
CORE-CORE_TRAFFIC_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,67.85,index,valid,synthetic_core,212,594,587,47.76
CORE-CORE_TRAFFIC_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,20.01,index,valid,synthetic_core,290,262,256,29.58
CORE-CORE_TRAFFIC_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,29.97,index,valid,synthetic_core,261,571,566,47.5
CORE-CORE_TRAFFIC_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,29.25,index,valid,synthetic_core,150,314,306,20.18
CORE-CORE_TRAFFIC_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,66.3,index,valid,synthetic_core,251,481,470,63.48
CORE-CORE_TRAFFIC_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,37.47,index,valid,synthetic_core,172,353,344,44.96
CORE-CORE_TRAFFIC_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,51.87,index,valid,synthetic_core,259,357,355,53.96
CORE-CORE_TRAFFIC_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,19.69,index,valid,synthetic_core,282,303,298,69.09
CORE-CORE_TRAFFIC_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,19.94,index,valid,synthetic_core,195,315,312,26.12
CORE-CORE_TRAFFIC_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,56.09,index,valid,synthetic_core,219,477,471,38.33
CORE-CORE_TRAFFIC_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,47.89,index,valid,synthetic_core,107,403,395,39.0
CORE-CORE_TRAFFIC_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,49.96,index,valid,synthetic_core,261,225,218,63.38
CORE-CORE_TRAFFIC_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,84.64,index,valid,synthetic_core,155,356,354,49.22
CORE-CORE_TRAFFIC_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,20.53,index,valid,synthetic_core,138,479,477,20.44
CORE-CORE_TRAFFIC_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,61.73,index,valid,synthetic_core,257,227,223,29.51
CORE-CORE_TRAFFIC_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,51.84,index,valid,synthetic_core,262,548,547,63.43
CORE-CORE_TRAFFIC_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,40.12,index,valid,synthetic_core,150,581,574,44.24
CORE-CORE_TRAFFIC_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,16.48,index,valid,synthetic_core,250,473,466,35.83
CORE-CORE_TRAFFIC_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,45.43,index,valid,synthetic_core,287,404,401,46.31
CORE-CORE_TRAFFIC_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,34.87,index,valid,synthetic_core,230,311,308,65.35
CORE-CORE_TRAFFIC_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,51.57,index,valid,synthetic_core,293,583,571,63.61
CORE-CORE_TRAFFIC_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,42.35,index,valid,synthetic_core,269,475,463,27.78
CORE-CORE_TRAFFIC_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,30.48,index,valid,synthetic_core,103,564,559,62.34
CORE-CORE_TRAFFIC_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,29.69,index,valid,synthetic_core,172,356,346,59.04
CORE-CORE_TRAFFIC_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,81.82,index,valid,synthetic_core,286,573,566,54.03
CORE-CORE_TRAFFIC_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,26.54,index,valid,synthetic_core,288,495,494,51.56
CORE-CORE_TRAFFIC_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,34.19,index,valid,synthetic_core,188,262,259,25.2
CORE-CORE_TRAFFIC_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,34.64,index,valid,synthetic_core,159,315,312,53.99
CORE-CORE_TRAFFIC_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,44.13,index,valid,synthetic_core,271,302,298,30.5
CORE-CORE_TRAFFIC_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,83.3,index,valid,synthetic_core,212,356,348,46.53
CORE-CORE_TRAFFIC_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,84.67,index,valid,synthetic_core,277,438,436,33.85
CORE-CORE_TRAFFIC_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,42.64,index,valid,synthetic_core,148,257,251,67.65
CORE-CORE_TRAFFIC_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,59.9,index,valid,synthetic_core,239,413,407,34.09
CORE-CORE_TRAFFIC_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,37.68,index,valid,synthetic_core,259,536,532,49.19
CORE-CORE_TRAFFIC_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,44.95,index,valid,synthetic_core,226,331,330,62.24
CORE-CORE_TRAFFIC_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,36.56,index,valid,synthetic_core,295,540,534,68.22
CORE-CORE_TRAFFIC_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,82.52,index,valid,synthetic_core,235,272,263,27.88
CORE-CORE_TRAFFIC_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,63.03,index,valid,synthetic_core,160,593,587,55.9
CORE-CORE_TRAFFIC_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,71.35,index,valid,synthetic_core,204,418,413,33.47
CORE-CORE_TRAFFIC_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,19.96,index,valid,synthetic_core,114,262,254,38.76
CORE-CORE_TRAFFIC_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,59.36,index,valid,synthetic_core,225,299,290,36.22
CORE-CORE_TRAFFIC_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,48.68,index,valid,synthetic_core,157,546,544,41.23
CORE-CORE_TRAFFIC_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,38.03,index,valid,synthetic_core,298,492,482,43.57
