session_drop_hourly_id,location_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,session_count,request_count,success_count,cpu_pct
CORE-SESSION_DROP_HOURLY-02-16,LOC003,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,52.27,index,valid,synthetic_core,104,394,391,43.87
CORE-SESSION_DROP_HOURLY-02-17,LOC003,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,74.86,index,valid,synthetic_core,105,336,328,37.3
CORE-SESSION_DROP_HOURLY-02-18,LOC003,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,73.33,index,valid,synthetic_core,288,537,528,52.43
CORE-SESSION_DROP_HOURLY-02-19,LOC003,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,19.01,index,valid,synthetic_core,235,252,250,51.28
CORE-SESSION_DROP_HOURLY-02-20,LOC003,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,57.59,index,valid,synthetic_core,235,235,230,38.91
CORE-SESSION_DROP_HOURLY-02-21,LOC003,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,19.63,index,valid,synthetic_core,167,391,382,40.07
CORE-SESSION_DROP_HOURLY-02-22,LOC003,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,23.9,index,valid,synthetic_core,277,577,573,66.58
CORE-SESSION_DROP_HOURLY-02-23,LOC003,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,77.79,index,valid,synthetic_core,231,412,408,39.55
CORE-SESSION_DROP_HOURLY-02-24,LOC003,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,25.2,index,valid,synthetic_core,265,326,325,58.36
CORE-SESSION_DROP_HOURLY-02-25,LOC003,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,74.56,index,valid,synthetic_core,176,508,507,42.38
CORE-SESSION_DROP_HOURLY-02-26,LOC003,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,52.45,index,valid,synthetic_core,223,463,454,38.82
CORE-SESSION_DROP_HOURLY-02-27,LOC003,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.42,index,valid,synthetic_core,233,379,373,48.23
CORE-SESSION_DROP_HOURLY-02-28,LOC003,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,55.3,index,valid,synthetic_core,233,412,403,51.57
CORE-SESSION_DROP_HOURLY-02-29,LOC003,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,83.04,index,valid,synthetic_core,165,418,408,44.3
CORE-SESSION_DROP_HOURLY-02-30,LOC003,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,15.67,index,valid,synthetic_core,114,580,579,34.29
CORE-SESSION_DROP_HOURLY-02-31,LOC003,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,41.16,index,valid,synthetic_core,239,317,306,20.88
CORE-SESSION_DROP_HOURLY-02-32,LOC003,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,20.38,index,valid,synthetic_core,138,412,404,33.8
CORE-SESSION_DROP_HOURLY-02-33,LOC003,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,63.02,index,valid,synthetic_core,142,428,425,47.43
CORE-SESSION_DROP_HOURLY-02-34,LOC003,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,78.53,index,valid,synthetic_core,122,298,294,36.4
CORE-SESSION_DROP_HOURLY-02-35,LOC003,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,83.86,index,valid,synthetic_core,109,432,428,40.67
CORE-SESSION_DROP_HOURLY-02-36,LOC003,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,54.9,index,valid,synthetic_core,299,432,426,51.71
CORE-SESSION_DROP_HOURLY-02-37,LOC003,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,46.35,index,valid,synthetic_core,113,218,217,50.52
CORE-SESSION_DROP_HOURLY-02-38,LOC003,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,47.72,index,valid,synthetic_core,287,578,574,68.4
CORE-SESSION_DROP_HOURLY-02-39,LOC003,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,68.54,index,valid,synthetic_core,107,459,454,56.71
CORE-SESSION_DROP_HOURLY-02-40,LOC003,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,21.19,index,valid,synthetic_core,275,320,311,51.18
CORE-SESSION_DROP_HOURLY-02-41,LOC003,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,17.61,index,valid,synthetic_core,130,419,407,26.06
CORE-SESSION_DROP_HOURLY-02-42,LOC003,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,63.32,index,valid,synthetic_core,264,295,283,50.4
CORE-SESSION_DROP_HOURLY-02-43,LOC003,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,76.32,index,valid,synthetic_core,140,341,336,53.12
CORE-SESSION_DROP_HOURLY-02-44,LOC003,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,77.62,index,valid,synthetic_core,214,528,526,29.37
CORE-SESSION_DROP_HOURLY-02-45,LOC003,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,63.84,index,valid,synthetic_core,197,500,491,55.16
CORE-SESSION_DROP_HOURLY-02-46,LOC003,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,79.67,index,valid,synthetic_core,172,310,300,46.41
CORE-SESSION_DROP_HOURLY-02-47,LOC003,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,70.73,index,valid,synthetic_core,179,273,262,59.21
CORE-SESSION_DROP_HOURLY-02-48,LOC003,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,73.88,index,valid,synthetic_core,106,303,297,26.72
CORE-SESSION_DROP_HOURLY-02-49,LOC003,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,57.32,index,valid,synthetic_core,180,596,585,62.12
CORE-SESSION_DROP_HOURLY-02-50,LOC003,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,27.59,index,valid,synthetic_core,144,265,254,62.74
CORE-SESSION_DROP_HOURLY-02-51,LOC003,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,47.8,index,valid,synthetic_core,196,385,383,50.53
CORE-SESSION_DROP_HOURLY-02-52,LOC003,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,56.3,index,valid,synthetic_core,267,459,455,28.31
CORE-SESSION_DROP_HOURLY-02-53,LOC003,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,80.4,index,valid,synthetic_core,299,260,257,69.58
CORE-SESSION_DROP_HOURLY-02-54,LOC003,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,15.92,index,valid,synthetic_core,135,590,578,64.86
CORE-SESSION_DROP_HOURLY-02-55,LOC003,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,28.93,index,valid,synthetic_core,179,452,445,31.39
CORE-SESSION_DROP_HOURLY-02-56,LOC003,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,29.69,index,valid,synthetic_core,236,561,552,57.43
CORE-SESSION_DROP_HOURLY-02-57,LOC003,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,75.36,index,valid,synthetic_core,200,521,514,53.75
CORE-SESSION_DROP_HOURLY-02-58,LOC003,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,80.21,index,valid,synthetic_core,130,525,518,47.01
CORE-SESSION_DROP_HOURLY-02-59,LOC003,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,69.29,index,valid,synthetic_core,151,589,582,50.34
CORE-SESSION_DROP_HOURLY-02-60,LOC003,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,28.08,index,valid,synthetic_core,166,221,217,64.51
CORE-SESSION_DROP_HOURLY-02-61,LOC003,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,57.63,index,valid,synthetic_core,123,342,341,27.98
CORE-SESSION_DROP_HOURLY-02-62,LOC003,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,43.94,index,valid,synthetic_core,121,205,201,20.18
CORE-SESSION_DROP_HOURLY-02-63,LOC003,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,34.82,index,valid,synthetic_core,291,254,252,42.15
CORE-SESSION_DROP_HOURLY-02-64,LOC003,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,78.99,index,valid,synthetic_core,228,516,515,46.56
CORE-SESSION_DROP_HOURLY-02-65,LOC003,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,59.65,index,valid,synthetic_core,274,577,574,59.27
CORE-SESSION_DROP_HOURLY-02-66,LOC003,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,26.38,index,valid,synthetic_core,115,264,257,69.44
CORE-SESSION_DROP_HOURLY-02-67,LOC003,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,18.51,index,valid,synthetic_core,236,322,310,59.65
CORE-SESSION_DROP_HOURLY-02-68,LOC003,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,45.21,index,valid,synthetic_core,241,403,394,44.87
CORE-SESSION_DROP_HOURLY-02-69,LOC003,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,30.51,index,valid,synthetic_core,176,596,593,30.97
CORE-SESSION_DROP_HOURLY-02-70,LOC003,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,18.16,index,valid,synthetic_core,109,472,464,47.55
CORE-SESSION_DROP_HOURLY-02-71,LOC003,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,69.24,index,valid,synthetic_core,217,382,372,24.93
CORE-SESSION_DROP_HOURLY-03-00,LOC004,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,62.24,index,valid,synthetic_core,277,585,576,31.56
CORE-SESSION_DROP_HOURLY-03-01,LOC004,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,45.39,index,valid,synthetic_core,134,369,360,37.05
CORE-SESSION_DROP_HOURLY-03-02,LOC004,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,67.44,index,valid,synthetic_core,100,331,323,64.03
CORE-SESSION_DROP_HOURLY-03-03,LOC004,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,48.23,index,valid,synthetic_core,131,348,337,25.35
CORE-SESSION_DROP_HOURLY-03-04,LOC004,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,46.37,index,valid,synthetic_core,137,504,496,60.08
CORE-SESSION_DROP_HOURLY-03-05,LOC004,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,29.97,index,valid,synthetic_core,138,561,556,41.35
CORE-SESSION_DROP_HOURLY-03-06,LOC004,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,68.46,index,valid,synthetic_core,178,409,398,29.88
CORE-SESSION_DROP_HOURLY-03-07,LOC004,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,80.56,index,valid,synthetic_core,265,582,570,60.77
CORE-SESSION_DROP_HOURLY-03-08,LOC004,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,39.13,index,valid,synthetic_core,284,559,549,64.55
CORE-SESSION_DROP_HOURLY-03-09,LOC004,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,40.96,index,valid,synthetic_core,235,355,351,34.6
CORE-SESSION_DROP_HOURLY-03-10,LOC004,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,80.63,index,valid,synthetic_core,288,461,449,34.58
CORE-SESSION_DROP_HOURLY-03-11,LOC004,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,61.56,index,valid,synthetic_core,253,529,527,39.51
CORE-SESSION_DROP_HOURLY-03-12,LOC004,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,50.88,index,valid,synthetic_core,281,479,470,30.33
CORE-SESSION_DROP_HOURLY-03-13,LOC004,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,66.01,index,valid,synthetic_core,188,552,551,43.1
CORE-SESSION_DROP_HOURLY-03-14,LOC004,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,19.86,index,valid,synthetic_core,100,204,201,45.35
CORE-SESSION_DROP_HOURLY-03-15,LOC004,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,30.26,index,valid,synthetic_core,235,593,588,57.03
CORE-SESSION_DROP_HOURLY-03-16,LOC004,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,50.2,index,valid,synthetic_core,256,480,479,28.47
CORE-SESSION_DROP_HOURLY-03-17,LOC004,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,23.02,index,valid,synthetic_core,282,267,262,24.16
CORE-SESSION_DROP_HOURLY-03-18,LOC004,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,70.43,index,valid,synthetic_core,167,463,451,64.14
CORE-SESSION_DROP_HOURLY-03-19,LOC004,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,73.29,index,valid,synthetic_core,277,246,245,66.59
CORE-SESSION_DROP_HOURLY-03-20,LOC004,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,72.24,index,valid,synthetic_core,215,393,392,49.46
CORE-SESSION_DROP_HOURLY-03-21,LOC004,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,23.16,index,valid,synthetic_core,226,513,502,20.13
CORE-SESSION_DROP_HOURLY-03-22,LOC004,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,50.08,index,valid,synthetic_core,241,552,542,30.82
CORE-SESSION_DROP_HOURLY-03-23,LOC004,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,23.71,index,valid,synthetic_core,295,303,298,64.25
CORE-SESSION_DROP_HOURLY-03-24,LOC004,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,62.5,index,valid,synthetic_core,161,432,427,65.15
CORE-SESSION_DROP_HOURLY-03-25,LOC004,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,58.64,index,valid,synthetic_core,203,592,585,22.19
CORE-SESSION_DROP_HOURLY-03-26,LOC004,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,65.25,index,valid,synthetic_core,265,313,301,25.0
CORE-SESSION_DROP_HOURLY-03-27,LOC004,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,55.48,index,valid,synthetic_core,286,345,333,69.74
CORE-SESSION_DROP_HOURLY-03-28,LOC004,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,72.48,index,valid,synthetic_core,123,445,436,51.39
CORE-SESSION_DROP_HOURLY-03-29,LOC004,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,62.34,index,valid,synthetic_core,241,541,531,58.61
CORE-SESSION_DROP_HOURLY-03-30,LOC004,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,27.77,index,valid,synthetic_core,124,510,501,29.06
CORE-SESSION_DROP_HOURLY-03-31,LOC004,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,31.99,index,valid,synthetic_core,293,544,535,25.97
CORE-SESSION_DROP_HOURLY-03-32,LOC004,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,79.53,index,valid,synthetic_core,104,346,342,20.89
CORE-SESSION_DROP_HOURLY-03-33,LOC004,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,23.78,index,valid,synthetic_core,204,254,244,42.98
CORE-SESSION_DROP_HOURLY-03-34,LOC004,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,53.54,index,valid,synthetic_core,162,446,435,20.7
CORE-SESSION_DROP_HOURLY-03-35,LOC004,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,58.32,index,valid,synthetic_core,259,573,561,66.3
CORE-SESSION_DROP_HOURLY-03-36,LOC004,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,58.91,index,valid,synthetic_core,267,533,522,41.31
CORE-SESSION_DROP_HOURLY-03-37,LOC004,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,75.44,index,valid,synthetic_core,239,525,524,46.19
CORE-SESSION_DROP_HOURLY-03-38,LOC004,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,17.44,index,valid,synthetic_core,139,330,324,38.49
CORE-SESSION_DROP_HOURLY-03-39,LOC004,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,42.02,index,valid,synthetic_core,210,401,394,20.05
CORE-SESSION_DROP_HOURLY-03-40,LOC004,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,67.64,index,valid,synthetic_core,186,430,424,63.94
CORE-SESSION_DROP_HOURLY-03-41,LOC004,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,41.9,index,valid,synthetic_core,120,279,270,20.51
CORE-SESSION_DROP_HOURLY-03-42,LOC004,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,41.01,index,valid,synthetic_core,254,362,357,58.74
CORE-SESSION_DROP_HOURLY-03-43,LOC004,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,16.69,index,valid,synthetic_core,277,421,420,24.37
CORE-SESSION_DROP_HOURLY-03-44,LOC004,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,46.08,index,valid,synthetic_core,181,342,337,36.22
CORE-SESSION_DROP_HOURLY-03-45,LOC004,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,28.51,index,valid,synthetic_core,199,381,379,46.65
CORE-SESSION_DROP_HOURLY-03-46,LOC004,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,35.12,index,valid,synthetic_core,166,272,266,24.05
CORE-SESSION_DROP_HOURLY-03-47,LOC004,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,59.18,index,valid,synthetic_core,284,492,483,35.31
CORE-SESSION_DROP_HOURLY-03-48,LOC004,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,41.26,index,valid,synthetic_core,212,412,409,46.17
CORE-SESSION_DROP_HOURLY-03-49,LOC004,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,31.2,index,valid,synthetic_core,204,499,491,49.78
CORE-SESSION_DROP_HOURLY-03-50,LOC004,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,38.04,index,valid,synthetic_core,226,360,359,43.21
CORE-SESSION_DROP_HOURLY-03-51,LOC004,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,49.42,index,valid,synthetic_core,236,266,258,32.6
CORE-SESSION_DROP_HOURLY-03-52,LOC004,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,40.69,index,valid,synthetic_core,231,481,469,37.94
CORE-SESSION_DROP_HOURLY-03-53,LOC004,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,24.95,index,valid,synthetic_core,212,486,483,43.1
CORE-SESSION_DROP_HOURLY-03-54,LOC004,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,20.72,index,valid,synthetic_core,265,474,471,20.33
CORE-SESSION_DROP_HOURLY-03-55,LOC004,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,58.75,index,valid,synthetic_core,163,476,474,70.0
CORE-SESSION_DROP_HOURLY-03-56,LOC004,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,38.35,index,valid,synthetic_core,114,269,265,44.38
CORE-SESSION_DROP_HOURLY-03-57,LOC004,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,27.52,index,valid,synthetic_core,223,451,443,63.51
CORE-SESSION_DROP_HOURLY-03-58,LOC004,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,74.06,index,valid,synthetic_core,264,595,590,69.73
CORE-SESSION_DROP_HOURLY-03-59,LOC004,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,63.37,index,valid,synthetic_core,275,543,533,43.21
CORE-SESSION_DROP_HOURLY-03-60,LOC004,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,56.66,index,valid,synthetic_core,163,427,415,49.5
CORE-SESSION_DROP_HOURLY-03-61,LOC004,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,81.06,index,valid,synthetic_core,179,347,346,45.23
CORE-SESSION_DROP_HOURLY-03-62,LOC004,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,34.75,index,valid,synthetic_core,264,400,399,42.8
CORE-SESSION_DROP_HOURLY-03-63,LOC004,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,77.3,index,valid,synthetic_core,195,547,540,33.29
CORE-SESSION_DROP_HOURLY-03-64,LOC004,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,46.02,index,valid,synthetic_core,280,264,254,45.74
CORE-SESSION_DROP_HOURLY-03-65,LOC004,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,67.41,index,valid,synthetic_core,116,463,455,24.68
CORE-SESSION_DROP_HOURLY-03-66,LOC004,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,82.21,index,valid,synthetic_core,273,600,588,68.29
CORE-SESSION_DROP_HOURLY-03-67,LOC004,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,84.43,index,valid,synthetic_core,190,228,227,28.64
CORE-SESSION_DROP_HOURLY-03-68,LOC004,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,72.07,index,valid,synthetic_core,135,333,323,44.85
CORE-SESSION_DROP_HOURLY-03-69,LOC004,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,62.06,index,valid,synthetic_core,142,264,262,52.67
CORE-SESSION_DROP_HOURLY-03-70,LOC004,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,50.18,index,valid,synthetic_core,258,416,408,34.78
CORE-SESSION_DROP_HOURLY-03-71,LOC004,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,66.36,index,valid,synthetic_core,142,536,535,20.42
CORE-SESSION_DROP_HOURLY-04-00,LOC005,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,37.36,index,valid,synthetic_core,272,248,242,66.86
CORE-SESSION_DROP_HOURLY-04-01,LOC005,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,52.33,index,valid,synthetic_core,170,556,555,30.93
CORE-SESSION_DROP_HOURLY-04-02,LOC005,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,61.65,index,valid,synthetic_core,164,265,257,45.48
CORE-SESSION_DROP_HOURLY-04-03,LOC005,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,53.32,index,valid,synthetic_core,189,540,532,58.73
CORE-SESSION_DROP_HOURLY-04-04,LOC005,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,43.48,index,valid,synthetic_core,112,247,239,23.97
CORE-SESSION_DROP_HOURLY-04-05,LOC005,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,34.81,index,valid,synthetic_core,155,223,212,55.63
CORE-SESSION_DROP_HOURLY-04-06,LOC005,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,40.93,index,valid,synthetic_core,272,545,542,52.5
CORE-SESSION_DROP_HOURLY-04-07,LOC005,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,21.21,index,valid,synthetic_core,122,382,375,30.42
CORE-SESSION_DROP_HOURLY-04-08,LOC005,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,24.98,index,valid,synthetic_core,300,521,513,37.51
CORE-SESSION_DROP_HOURLY-04-09,LOC005,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,47.28,index,valid,synthetic_core,111,408,406,62.1
CORE-SESSION_DROP_HOURLY-04-10,LOC005,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,79.1,index,valid,synthetic_core,109,291,289,65.0
CORE-SESSION_DROP_HOURLY-04-11,LOC005,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,52.02,index,valid,synthetic_core,138,540,529,36.03
CORE-SESSION_DROP_HOURLY-04-12,LOC005,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,83.33,index,valid,synthetic_core,193,310,306,24.36
CORE-SESSION_DROP_HOURLY-04-13,LOC005,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,42.41,index,valid,synthetic_core,273,247,242,42.85
CORE-SESSION_DROP_HOURLY-04-14,LOC005,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,20.15,index,valid,synthetic_core,161,591,589,27.23
CORE-SESSION_DROP_HOURLY-04-15,LOC005,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,45.71,index,valid,synthetic_core,298,464,456,20.29
CORE-SESSION_DROP_HOURLY-04-16,LOC005,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,57.91,index,valid,synthetic_core,129,242,231,68.32
CORE-SESSION_DROP_HOURLY-04-17,LOC005,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,29.21,index,valid,synthetic_core,122,278,266,30.81
CORE-SESSION_DROP_HOURLY-04-18,LOC005,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,57.35,index,valid,synthetic_core,224,348,339,33.93
CORE-SESSION_DROP_HOURLY-04-19,LOC005,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,76.47,index,valid,synthetic_core,232,336,328,25.83
CORE-SESSION_DROP_HOURLY-04-20,LOC005,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,34.02,index,valid,synthetic_core,179,370,365,49.43
CORE-SESSION_DROP_HOURLY-04-21,LOC005,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,43.04,index,valid,synthetic_core,180,265,258,50.46
CORE-SESSION_DROP_HOURLY-04-22,LOC005,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,22.4,index,valid,synthetic_core,186,252,247,43.01
CORE-SESSION_DROP_HOURLY-04-23,LOC005,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,39.77,index,valid,synthetic_core,188,482,471,23.51
CORE-SESSION_DROP_HOURLY-04-24,LOC005,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,80.98,index,valid,synthetic_core,241,436,429,60.01
CORE-SESSION_DROP_HOURLY-04-25,LOC005,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,53.24,index,valid,synthetic_core,194,490,483,61.06
CORE-SESSION_DROP_HOURLY-04-26,LOC005,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,79.92,index,valid,synthetic_core,107,446,437,41.27
CORE-SESSION_DROP_HOURLY-04-27,LOC005,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,39.61,index,valid,synthetic_core,215,389,385,34.17
CORE-SESSION_DROP_HOURLY-04-28,LOC005,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,32.68,index,valid,synthetic_core,135,215,203,67.08
CORE-SESSION_DROP_HOURLY-04-29,LOC005,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,43.64,index,valid,synthetic_core,280,294,285,69.96
CORE-SESSION_DROP_HOURLY-04-30,LOC005,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,52.82,index,valid,synthetic_core,109,240,234,21.49
CORE-SESSION_DROP_HOURLY-04-31,LOC005,HCM,KV3,active,2026-08-19-07,2026-08-19 07:00:00,58.24,index,valid,synthetic_core,128,591,579,28.24
CORE-SESSION_DROP_HOURLY-04-32,LOC005,HCM,KV3,active,2026-08-19-08,2026-08-19 08:00:00,33.08,index,valid,synthetic_core,292,510,503,50.99
