auth_id,account_id,session_id,event_time,date_hour,hostname,nas_ip,result,reject_reason,request_count,accept_count,reject_count,latency_ms,retry_count,province_code,timestamp,ip,sbr_server,request_current_rate,request_average_rate,request_peak_rate,accept,accept_current_rate,accept_average_rate,accept_peak_rate,reject,reject_current_rate,reject_average_rate,reject_peak_rate,invalid_request,failed_authentication,total_transactions,transactions_retried,dropped_packet,total_retry_packets,failed_on_check_list,insufficient_resources,silent_discard,proxy_failure,rejected_by_proxy
AUTH018009,ACC0019,SES018009,2026-08-18 09:00:00,2026-08-18-09,radius-kv1,10.0.18.1,accept,,1,1,0,28.96,0,NBH,2026-08-18 09:00:00,10.0.18.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH021009,ACC0022,SES021009,2026-08-18 09:00:00,2026-08-18-09,radius-kv3,10.0.21.1,accept,,1,1,0,9.18,0,HCM,2026-08-18 09:00:00,10.0.21.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH024009,ACC0025,SES024009,2026-08-18 09:00:00,2026-08-18-09,radius-kv3,10.0.24.1,accept,,1,1,0,15.16,0,HCM,2026-08-18 09:00:00,10.0.24.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH027009,ACC0028,SES027009,2026-08-18 09:00:00,2026-08-18-09,radius-kv2,10.0.27.1,accept,,1,1,0,11.01,0,KHA,2026-08-18 09:00:00,10.0.27.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH001010,ACC0002,SES001010,2026-08-18 10:00:00,2026-08-18-10,radius-kv1,10.0.1.1,accept,,1,1,0,13.98,0,DBN,2026-08-18 10:00:00,10.0.1.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH004010,ACC0005,SES004010,2026-08-18 10:00:00,2026-08-18-10,radius-kv1,10.0.4.1,accept,,1,1,0,12.4,0,DBN,2026-08-18 10:00:00,10.0.4.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH007010,ACC0008,SES007010,2026-08-18 10:00:00,2026-08-18-10,radius-kv1,10.0.7.1,accept,,1,1,0,6.2,0,SLA,2026-08-18 10:00:00,10.0.7.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH010010,ACC0011,SES010010,2026-08-18 10:00:00,2026-08-18-10,radius-kv3,10.0.10.1,accept,,1,1,0,14.83,0,CMU,2026-08-18 10:00:00,10.0.10.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH013010,ACC0014,SES013010,2026-08-18 10:00:00,2026-08-18-10,radius-kv3,10.0.13.1,accept,,1,1,0,10.34,0,CMU,2026-08-18 10:00:00,10.0.13.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH016010,ACC0017,SES016010,2026-08-18 10:00:00,2026-08-18-10,radius-kv1,10.0.16.1,accept,,1,1,0,33.1,0,NBH,2026-08-18 10:00:00,10.0.16.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH019010,ACC0020,SES019010,2026-08-18 10:00:00,2026-08-18-10,radius-kv1,10.0.19.1,accept,,1,1,0,30.1,0,NBH,2026-08-18 10:00:00,10.0.19.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH022010,ACC0023,SES022010,2026-08-18 10:00:00,2026-08-18-10,radius-kv3,10.0.22.1,accept,,1,1,0,27.38,0,HCM,2026-08-18 10:00:00,10.0.22.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH025010,ACC0026,SES025010,2026-08-18 10:00:00,2026-08-18-10,radius-kv2,10.0.25.1,accept,,1,1,0,25.46,0,KHA,2026-08-18 10:00:00,10.0.25.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH028010,ACC0029,SES028010,2026-08-18 10:00:00,2026-08-18-10,radius-kv2,10.0.28.1,accept,,1,1,0,12.85,0,KHA,2026-08-18 10:00:00,10.0.28.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH002011,ACC0003,SES002011,2026-08-18 11:00:00,2026-08-18-11,radius-kv1,10.0.2.1,accept,,1,1,0,25.51,0,DBN,2026-08-18 11:00:00,10.0.2.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH005011,ACC0006,SES005011,2026-08-18 11:00:00,2026-08-18-11,radius-kv1,10.0.5.1,accept,,1,1,0,21.26,0,SLA,2026-08-18 11:00:00,10.0.5.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH008011,ACC0009,SES008011,2026-08-18 11:00:00,2026-08-18-11,radius-kv1,10.0.8.1,accept,,1,1,0,23.15,0,SLA,2026-08-18 11:00:00,10.0.8.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH011011,ACC0012,SES011011,2026-08-18 11:00:00,2026-08-18-11,radius-kv3,10.0.11.1,accept,,1,1,0,11.4,0,CMU,2026-08-18 11:00:00,10.0.11.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH014011,ACC0015,SES014011,2026-08-18 11:00:00,2026-08-18-11,radius-kv3,10.0.14.1,accept,,1,1,0,12.93,0,CMU,2026-08-18 11:00:00,10.0.14.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH017011,ACC0018,SES017011,2026-08-18 11:00:00,2026-08-18-11,radius-kv1,10.0.17.1,accept,,1,1,0,31.17,0,NBH,2026-08-18 11:00:00,10.0.17.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH020011,ACC0021,SES020011,2026-08-18 11:00:00,2026-08-18-11,radius-kv3,10.0.20.1,accept,,1,1,0,26.93,0,HCM,2026-08-18 11:00:00,10.0.20.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH023011,ACC0024,SES023011,2026-08-18 11:00:00,2026-08-18-11,radius-kv3,10.0.23.1,accept,,1,1,0,18.72,0,HCM,2026-08-18 11:00:00,10.0.23.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH026011,ACC0027,SES026011,2026-08-18 11:00:00,2026-08-18-11,radius-kv2,10.0.26.1,accept,,1,1,0,9.42,0,KHA,2026-08-18 11:00:00,10.0.26.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH029011,ACC0030,SES029011,2026-08-18 11:00:00,2026-08-18-11,radius-kv2,10.0.29.1,accept,,1,1,0,19.78,0,KHA,2026-08-18 11:00:00,10.0.29.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH000012,ACC0001,SES000012,2026-08-18 12:00:00,2026-08-18-12,radius-kv1,10.0.0.1,accept,,1,1,0,10.2,0,DBN,2026-08-18 12:00:00,10.0.0.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH003012,ACC0004,SES003012,2026-08-18 12:00:00,2026-08-18-12,radius-kv1,10.0.3.1,accept,,1,1,0,19.29,0,DBN,2026-08-18 12:00:00,10.0.3.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH006012,ACC0007,SES006012,2026-08-18 12:00:00,2026-08-18-12,radius-kv1,10.0.6.1,accept,,1,1,0,26.47,0,SLA,2026-08-18 12:00:00,10.0.6.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH009012,ACC0010,SES009012,2026-08-18 12:00:00,2026-08-18-12,radius-kv1,10.0.9.1,accept,,1,1,0,29.25,0,SLA,2026-08-18 12:00:00,10.0.9.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH012012,ACC0013,SES012012,2026-08-18 12:00:00,2026-08-18-12,radius-kv3,10.0.12.1,accept,,1,1,0,7.28,0,CMU,2026-08-18 12:00:00,10.0.12.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH015012,ACC0016,SES015012,2026-08-18 12:00:00,2026-08-18-12,radius-kv1,10.0.15.1,accept,,1,1,0,24.82,0,NBH,2026-08-18 12:00:00,10.0.15.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH018012,ACC0019,SES018012,2026-08-18 12:00:00,2026-08-18-12,radius-kv1,10.0.18.1,accept,,1,1,0,5.14,0,NBH,2026-08-18 12:00:00,10.0.18.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH021012,ACC0022,SES021012,2026-08-18 12:00:00,2026-08-18-12,radius-kv3,10.0.21.1,accept,,1,1,0,10.61,0,HCM,2026-08-18 12:00:00,10.0.21.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH024012,ACC0025,SES024012,2026-08-18 12:00:00,2026-08-18-12,radius-kv3,10.0.24.1,accept,,1,1,0,27.47,0,HCM,2026-08-18 12:00:00,10.0.24.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH027012,ACC0028,SES027012,2026-08-18 12:00:00,2026-08-18-12,radius-kv2,10.0.27.1,accept,,1,1,0,13.43,0,KHA,2026-08-18 12:00:00,10.0.27.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH001013,ACC0002,SES001013,2026-08-18 13:00:00,2026-08-18-13,radius-kv1,10.0.1.1,accept,,1,1,0,12.55,0,DBN,2026-08-18 13:00:00,10.0.1.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH004013,ACC0005,SES004013,2026-08-18 13:00:00,2026-08-18-13,radius-kv1,10.0.4.1,accept,,1,1,0,12.98,0,DBN,2026-08-18 13:00:00,10.0.4.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH007013,ACC0008,SES007013,2026-08-18 13:00:00,2026-08-18-13,radius-kv1,10.0.7.1,accept,,1,1,0,28.14,0,SLA,2026-08-18 13:00:00,10.0.7.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH010013,ACC0011,SES010013,2026-08-18 13:00:00,2026-08-18-13,radius-kv3,10.0.10.1,accept,,1,1,0,17.0,0,CMU,2026-08-18 13:00:00,10.0.10.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH013013,ACC0014,SES013013,2026-08-18 13:00:00,2026-08-18-13,radius-kv3,10.0.13.1,accept,,1,1,0,27.44,0,CMU,2026-08-18 13:00:00,10.0.13.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH016013,ACC0017,SES016013,2026-08-18 13:00:00,2026-08-18-13,radius-kv1,10.0.16.1,accept,,1,1,0,28.41,0,NBH,2026-08-18 13:00:00,10.0.16.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH019013,ACC0020,SES019013,2026-08-18 13:00:00,2026-08-18-13,radius-kv1,10.0.19.1,accept,,1,1,0,15.33,0,NBH,2026-08-18 13:00:00,10.0.19.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH022013,ACC0023,SES022013,2026-08-18 13:00:00,2026-08-18-13,radius-kv3,10.0.22.1,accept,,1,1,0,11.38,0,HCM,2026-08-18 13:00:00,10.0.22.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH025013,ACC0026,SES025013,2026-08-18 13:00:00,2026-08-18-13,radius-kv2,10.0.25.1,accept,,1,1,0,34.06,0,KHA,2026-08-18 13:00:00,10.0.25.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH028013,ACC0029,SES028013,2026-08-18 13:00:00,2026-08-18-13,radius-kv2,10.0.28.1,accept,,1,1,0,29.0,0,KHA,2026-08-18 13:00:00,10.0.28.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH002014,ACC0003,SES002014,2026-08-18 14:00:00,2026-08-18-14,radius-kv1,10.0.2.1,accept,,1,1,0,21.44,0,DBN,2026-08-18 14:00:00,10.0.2.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH005014,ACC0006,SES005014,2026-08-18 14:00:00,2026-08-18-14,radius-kv1,10.0.5.1,accept,,1,1,0,23.75,0,SLA,2026-08-18 14:00:00,10.0.5.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH008014,ACC0009,SES008014,2026-08-18 14:00:00,2026-08-18-14,radius-kv1,10.0.8.1,accept,,1,1,0,23.59,0,SLA,2026-08-18 14:00:00,10.0.8.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH011014,ACC0012,SES011014,2026-08-18 14:00:00,2026-08-18-14,radius-kv3,10.0.11.1,accept,,1,1,0,13.59,0,CMU,2026-08-18 14:00:00,10.0.11.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH014014,ACC0015,SES014014,2026-08-18 14:00:00,2026-08-18-14,radius-kv3,10.0.14.1,accept,,1,1,0,5.45,0,CMU,2026-08-18 14:00:00,10.0.14.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH017014,ACC0018,SES017014,2026-08-18 14:00:00,2026-08-18-14,radius-kv1,10.0.17.1,accept,,1,1,0,25.04,0,NBH,2026-08-18 14:00:00,10.0.17.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH020014,ACC0021,SES020014,2026-08-18 14:00:00,2026-08-18-14,radius-kv3,10.0.20.1,accept,,1,1,0,11.72,0,HCM,2026-08-18 14:00:00,10.0.20.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH023014,ACC0024,SES023014,2026-08-18 14:00:00,2026-08-18-14,radius-kv3,10.0.23.1,accept,,1,1,0,7.72,0,HCM,2026-08-18 14:00:00,10.0.23.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH026014,ACC0027,SES026014,2026-08-18 14:00:00,2026-08-18-14,radius-kv2,10.0.26.1,accept,,1,1,0,5.86,0,KHA,2026-08-18 14:00:00,10.0.26.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH029014,ACC0030,SES029014,2026-08-18 14:00:00,2026-08-18-14,radius-kv2,10.0.29.1,accept,,1,1,0,18.93,0,KHA,2026-08-18 14:00:00,10.0.29.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH000015,ACC0001,SES000015,2026-08-18 15:00:00,2026-08-18-15,radius-kv1,10.0.0.1,accept,,1,1,0,19.86,0,DBN,2026-08-18 15:00:00,10.0.0.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH003015,ACC0004,SES003015,2026-08-18 15:00:00,2026-08-18-15,radius-kv1,10.0.3.1,accept,,1,1,0,29.02,0,DBN,2026-08-18 15:00:00,10.0.3.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH006015,ACC0007,SES006015,2026-08-18 15:00:00,2026-08-18-15,radius-kv1,10.0.6.1,accept,,1,1,0,17.27,0,SLA,2026-08-18 15:00:00,10.0.6.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH009015,ACC0010,SES009015,2026-08-18 15:00:00,2026-08-18-15,radius-kv1,10.0.9.1,accept,,1,1,0,7.21,0,SLA,2026-08-18 15:00:00,10.0.9.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH012015,ACC0013,SES012015,2026-08-18 15:00:00,2026-08-18-15,radius-kv3,10.0.12.1,accept,,1,1,0,6.5,0,CMU,2026-08-18 15:00:00,10.0.12.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH015015,ACC0016,SES015015,2026-08-18 15:00:00,2026-08-18-15,radius-kv1,10.0.15.1,accept,,1,1,0,19.1,0,NBH,2026-08-18 15:00:00,10.0.15.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH018015,ACC0019,SES018015,2026-08-18 15:00:00,2026-08-18-15,radius-kv1,10.0.18.1,accept,,1,1,0,23.05,0,NBH,2026-08-18 15:00:00,10.0.18.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH021015,ACC0022,SES021015,2026-08-18 15:00:00,2026-08-18-15,radius-kv3,10.0.21.1,accept,,1,1,0,32.77,0,HCM,2026-08-18 15:00:00,10.0.21.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH024015,ACC0025,SES024015,2026-08-18 15:00:00,2026-08-18-15,radius-kv3,10.0.24.1,accept,,1,1,0,19.99,0,HCM,2026-08-18 15:00:00,10.0.24.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH027015,ACC0028,SES027015,2026-08-18 15:00:00,2026-08-18-15,radius-kv2,10.0.27.1,accept,,1,1,0,19.67,0,KHA,2026-08-18 15:00:00,10.0.27.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH001016,ACC0002,SES001016,2026-08-18 16:00:00,2026-08-18-16,radius-kv1,10.0.1.1,accept,,1,1,0,12.2,0,DBN,2026-08-18 16:00:00,10.0.1.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH004016,ACC0005,SES004016,2026-08-18 16:00:00,2026-08-18-16,radius-kv1,10.0.4.1,accept,,1,1,0,29.71,0,DBN,2026-08-18 16:00:00,10.0.4.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH007016,ACC0008,SES007016,2026-08-18 16:00:00,2026-08-18-16,radius-kv1,10.0.7.1,accept,,1,1,0,27.54,0,SLA,2026-08-18 16:00:00,10.0.7.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH010016,ACC0011,SES010016,2026-08-18 16:00:00,2026-08-18-16,radius-kv3,10.0.10.1,accept,,1,1,0,26.79,0,CMU,2026-08-18 16:00:00,10.0.10.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH013016,ACC0014,SES013016,2026-08-18 16:00:00,2026-08-18-16,radius-kv3,10.0.13.1,accept,,1,1,0,8.02,0,CMU,2026-08-18 16:00:00,10.0.13.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH016016,ACC0017,SES016016,2026-08-18 16:00:00,2026-08-18-16,radius-kv1,10.0.16.1,accept,,1,1,0,6.71,0,NBH,2026-08-18 16:00:00,10.0.16.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH019016,ACC0020,SES019016,2026-08-18 16:00:00,2026-08-18-16,radius-kv1,10.0.19.1,accept,,1,1,0,5.43,0,NBH,2026-08-18 16:00:00,10.0.19.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH022016,ACC0023,SES022016,2026-08-18 16:00:00,2026-08-18-16,radius-kv3,10.0.22.1,accept,,1,1,0,7.55,0,HCM,2026-08-18 16:00:00,10.0.22.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH025016,ACC0026,SES025016,2026-08-18 16:00:00,2026-08-18-16,radius-kv2,10.0.25.1,accept,,1,1,0,26.07,0,KHA,2026-08-18 16:00:00,10.0.25.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH028016,ACC0029,SES028016,2026-08-18 16:00:00,2026-08-18-16,radius-kv2,10.0.28.1,accept,,1,1,0,20.4,0,KHA,2026-08-18 16:00:00,10.0.28.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH002017,ACC0003,SES002017,2026-08-18 17:00:00,2026-08-18-17,radius-kv1,10.0.2.1,accept,,1,1,0,14.91,0,DBN,2026-08-18 17:00:00,10.0.2.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH005017,ACC0006,SES005017,2026-08-18 17:00:00,2026-08-18-17,radius-kv1,10.0.5.1,accept,,1,1,0,6.56,0,SLA,2026-08-18 17:00:00,10.0.5.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH008017,ACC0009,SES008017,2026-08-18 17:00:00,2026-08-18-17,radius-kv1,10.0.8.1,accept,,1,1,0,29.61,0,SLA,2026-08-18 17:00:00,10.0.8.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH011017,ACC0012,SES011017,2026-08-18 17:00:00,2026-08-18-17,radius-kv3,10.0.11.1,accept,,1,1,0,33.62,0,CMU,2026-08-18 17:00:00,10.0.11.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH014017,ACC0015,SES014017,2026-08-18 17:00:00,2026-08-18-17,radius-kv3,10.0.14.1,accept,,1,1,0,13.84,0,CMU,2026-08-18 17:00:00,10.0.14.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH017017,ACC0018,SES017017,2026-08-18 17:00:00,2026-08-18-17,radius-kv1,10.0.17.1,accept,,1,1,0,13.81,0,NBH,2026-08-18 17:00:00,10.0.17.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH020017,ACC0021,SES020017,2026-08-18 17:00:00,2026-08-18-17,radius-kv3,10.0.20.1,accept,,1,1,0,15.59,0,HCM,2026-08-18 17:00:00,10.0.20.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH023017,ACC0024,SES023017,2026-08-18 17:00:00,2026-08-18-17,radius-kv3,10.0.23.1,accept,,1,1,0,30.95,0,HCM,2026-08-18 17:00:00,10.0.23.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH026017,ACC0027,SES026017,2026-08-18 17:00:00,2026-08-18-17,radius-kv2,10.0.26.1,accept,,1,1,0,15.83,0,KHA,2026-08-18 17:00:00,10.0.26.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH029017,ACC0030,SES029017,2026-08-18 17:00:00,2026-08-18-17,radius-kv2,10.0.29.1,accept,,1,1,0,5.05,0,KHA,2026-08-18 17:00:00,10.0.29.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH000018,ACC0001,SES000018,2026-08-18 18:00:00,2026-08-18-18,radius-kv1,10.0.0.1,accept,,1,1,0,11.2,0,DBN,2026-08-18 18:00:00,10.0.0.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH003018,ACC0004,SES003018,2026-08-18 18:00:00,2026-08-18-18,radius-kv1,10.0.3.1,accept,,1,1,0,13.08,0,DBN,2026-08-18 18:00:00,10.0.3.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH006018,ACC0007,SES006018,2026-08-18 18:00:00,2026-08-18-18,radius-kv1,10.0.6.1,accept,,1,1,0,23.69,0,SLA,2026-08-18 18:00:00,10.0.6.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH009018,ACC0010,SES009018,2026-08-18 18:00:00,2026-08-18-18,radius-kv1,10.0.9.1,accept,,1,1,0,19.52,0,SLA,2026-08-18 18:00:00,10.0.9.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH012018,ACC0013,SES012018,2026-08-18 18:00:00,2026-08-18-18,radius-kv3,10.0.12.1,accept,,1,1,0,10.21,0,CMU,2026-08-18 18:00:00,10.0.12.1,radius-cmu,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH015018,ACC0016,SES015018,2026-08-18 18:00:00,2026-08-18-18,radius-kv1,10.0.15.1,accept,,1,1,0,16.08,0,NBH,2026-08-18 18:00:00,10.0.15.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH018018,ACC0019,SES018018,2026-08-18 18:00:00,2026-08-18-18,radius-kv1,10.0.18.1,accept,,1,1,0,19.76,0,NBH,2026-08-18 18:00:00,10.0.18.1,radius-nbh,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH021018,ACC0022,SES021018,2026-08-18 18:00:00,2026-08-18-18,radius-kv3,10.0.21.1,accept,,1,1,0,29.57,0,HCM,2026-08-18 18:00:00,10.0.21.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH024018,ACC0025,SES024018,2026-08-18 18:00:00,2026-08-18-18,radius-kv3,10.0.24.1,accept,,1,1,0,23.55,0,HCM,2026-08-18 18:00:00,10.0.24.1,radius-hcm,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH027018,ACC0028,SES027018,2026-08-18 18:00:00,2026-08-18-18,radius-kv2,10.0.27.1,accept,,1,1,0,29.75,0,KHA,2026-08-18 18:00:00,10.0.27.1,radius-kha,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH001019,ACC0002,SES001019,2026-08-18 19:00:00,2026-08-18-19,radius-kv1,10.0.1.1,accept,,1,1,0,28.3,0,DBN,2026-08-18 19:00:00,10.0.1.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH004019,ACC0005,SES004019,2026-08-18 19:00:00,2026-08-18-19,radius-kv1,10.0.4.1,accept,,1,1,0,16.17,0,DBN,2026-08-18 19:00:00,10.0.4.1,radius-dbn,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
AUTH007019,ACC0008,SES007019,2026-08-18 19:00:00,2026-08-18-19,radius-kv1,10.0.7.1,accept,,1,1,0,15.31,0,SLA,2026-08-18 19:00:00,10.0.7.1,radius-sla,1,1,1,1,1,1,1,0,0,0,0,,0,1,0,0,0,,,,,
