radius_timeout_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-RADIUS_TIMEOUT_HOURLY-02-03,ACC0013,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,19.01,count,valid,synthetic_aaa,53,50,3,32.77
AAA-RADIUS_TIMEOUT_HOURLY-02-04,ACC0013,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,18.35,count,valid,synthetic_aaa,234,231,3,7.8
AAA-RADIUS_TIMEOUT_HOURLY-02-05,ACC0013,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,74.4,count,valid,synthetic_aaa,70,68,2,18.52
AAA-RADIUS_TIMEOUT_HOURLY-02-06,ACC0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,84.82,count,valid,synthetic_aaa,103,101,2,19.02
AAA-RADIUS_TIMEOUT_HOURLY-02-07,ACC0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,72.53,count,valid,synthetic_aaa,63,62,1,31.7
AAA-RADIUS_TIMEOUT_HOURLY-02-08,ACC0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,66.58,count,valid,synthetic_aaa,208,207,1,20.01
AAA-RADIUS_TIMEOUT_HOURLY-02-09,ACC0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,58.06,count,valid,synthetic_aaa,70,67,3,21.45
AAA-RADIUS_TIMEOUT_HOURLY-02-10,ACC0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,29.02,count,valid,synthetic_aaa,228,225,3,28.25
AAA-RADIUS_TIMEOUT_HOURLY-02-11,ACC0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,26.3,count,valid,synthetic_aaa,169,166,3,23.71
AAA-RADIUS_TIMEOUT_HOURLY-02-12,ACC0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,39.84,count,valid,synthetic_aaa,248,246,2,13.25
AAA-RADIUS_TIMEOUT_HOURLY-02-13,ACC0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,27.56,count,valid,synthetic_aaa,170,169,1,31.82
AAA-RADIUS_TIMEOUT_HOURLY-02-14,ACC0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,43.9,count,valid,synthetic_aaa,96,94,2,6.64
AAA-RADIUS_TIMEOUT_HOURLY-02-15,ACC0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,50.59,count,valid,synthetic_aaa,213,208,5,15.41
AAA-RADIUS_TIMEOUT_HOURLY-02-16,ACC0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,71.05,count,valid,synthetic_aaa,250,245,5,17.3
AAA-RADIUS_TIMEOUT_HOURLY-02-17,ACC0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,48.31,count,valid,synthetic_aaa,80,78,2,18.38
AAA-RADIUS_TIMEOUT_HOURLY-02-18,ACC0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,17.22,count,valid,synthetic_aaa,207,205,2,7.63
AAA-RADIUS_TIMEOUT_HOURLY-02-19,ACC0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,61.89,count,valid,synthetic_aaa,205,200,5,27.41
AAA-RADIUS_TIMEOUT_HOURLY-02-20,ACC0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,61.99,count,valid,synthetic_aaa,96,94,2,14.49
AAA-RADIUS_TIMEOUT_HOURLY-02-21,ACC0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,53.3,count,valid,synthetic_aaa,209,207,2,31.24
AAA-RADIUS_TIMEOUT_HOURLY-02-22,ACC0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,73.62,count,valid,synthetic_aaa,181,176,5,8.6
AAA-RADIUS_TIMEOUT_HOURLY-02-23,ACC0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,32.98,count,valid,synthetic_aaa,104,100,4,6.35
AAA-RADIUS_TIMEOUT_HOURLY-02-24,ACC0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,60.39,count,valid,synthetic_aaa,66,61,5,23.77
AAA-RADIUS_TIMEOUT_HOURLY-02-25,ACC0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,63.0,count,valid,synthetic_aaa,197,196,1,23.82
AAA-RADIUS_TIMEOUT_HOURLY-02-26,ACC0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,43.55,count,valid,synthetic_aaa,210,209,1,18.53
AAA-RADIUS_TIMEOUT_HOURLY-02-27,ACC0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,19.63,count,valid,synthetic_aaa,146,144,2,12.04
AAA-RADIUS_TIMEOUT_HOURLY-02-28,ACC0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,50.71,count,valid,synthetic_aaa,91,86,5,34.07
AAA-RADIUS_TIMEOUT_HOURLY-02-29,ACC0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,72.12,count,valid,synthetic_aaa,220,217,3,32.32
AAA-RADIUS_TIMEOUT_HOURLY-02-30,ACC0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,80.92,count,valid,synthetic_aaa,168,166,2,27.51
AAA-RADIUS_TIMEOUT_HOURLY-02-31,ACC0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,48.01,count,valid,synthetic_aaa,224,220,4,7.89
AAA-RADIUS_TIMEOUT_HOURLY-02-32,ACC0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,29.99,count,valid,synthetic_aaa,229,225,4,27.68
AAA-RADIUS_TIMEOUT_HOURLY-02-33,ACC0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,81.58,count,valid,synthetic_aaa,78,74,4,19.67
AAA-RADIUS_TIMEOUT_HOURLY-02-34,ACC0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,55.45,count,valid,synthetic_aaa,54,51,3,5.29
AAA-RADIUS_TIMEOUT_HOURLY-02-35,ACC0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,54.33,count,valid,synthetic_aaa,158,154,4,34.36
AAA-RADIUS_TIMEOUT_HOURLY-02-36,ACC0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,84.53,count,valid,synthetic_aaa,204,203,1,19.62
AAA-RADIUS_TIMEOUT_HOURLY-02-37,ACC0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,79.4,count,valid,synthetic_aaa,228,227,1,27.25
AAA-RADIUS_TIMEOUT_HOURLY-02-38,ACC0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.52,count,valid,synthetic_aaa,110,106,4,28.78
AAA-RADIUS_TIMEOUT_HOURLY-02-39,ACC0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,74.53,count,valid,synthetic_aaa,167,162,5,9.78
AAA-RADIUS_TIMEOUT_HOURLY-02-40,ACC0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,36.36,count,valid,synthetic_aaa,130,125,5,20.55
AAA-RADIUS_TIMEOUT_HOURLY-02-41,ACC0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,54.31,count,valid,synthetic_aaa,176,173,3,26.12
AAA-RADIUS_TIMEOUT_HOURLY-02-42,ACC0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,63.75,count,valid,synthetic_aaa,170,167,3,17.25
AAA-RADIUS_TIMEOUT_HOURLY-02-43,ACC0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,30.54,count,valid,synthetic_aaa,149,148,1,24.02
AAA-RADIUS_TIMEOUT_HOURLY-02-44,ACC0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,56.06,count,valid,synthetic_aaa,82,80,2,32.01
AAA-RADIUS_TIMEOUT_HOURLY-02-45,ACC0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,20.25,count,valid,synthetic_aaa,68,66,2,23.82
AAA-RADIUS_TIMEOUT_HOURLY-02-46,ACC0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,39.82,count,valid,synthetic_aaa,188,187,1,11.56
AAA-RADIUS_TIMEOUT_HOURLY-02-47,ACC0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,47.29,count,valid,synthetic_aaa,219,216,3,13.36
AAA-RADIUS_TIMEOUT_HOURLY-02-48,ACC0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,38.77,count,valid,synthetic_aaa,108,106,2,29.12
AAA-RADIUS_TIMEOUT_HOURLY-02-49,ACC0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,56.57,count,valid,synthetic_aaa,163,162,1,27.63
AAA-RADIUS_TIMEOUT_HOURLY-02-50,ACC0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,21.78,count,valid,synthetic_aaa,110,105,5,25.3
AAA-RADIUS_TIMEOUT_HOURLY-02-51,ACC0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,66.97,count,valid,synthetic_aaa,137,136,1,13.36
AAA-RADIUS_TIMEOUT_HOURLY-02-52,ACC0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,72.32,count,valid,synthetic_aaa,72,71,1,28.47
AAA-RADIUS_TIMEOUT_HOURLY-02-53,ACC0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,52.15,count,valid,synthetic_aaa,137,132,5,26.58
AAA-RADIUS_TIMEOUT_HOURLY-02-54,ACC0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,68.38,count,valid,synthetic_aaa,232,228,4,30.08
AAA-RADIUS_TIMEOUT_HOURLY-02-55,ACC0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,44.45,count,valid,synthetic_aaa,117,116,1,25.64
AAA-RADIUS_TIMEOUT_HOURLY-02-56,ACC0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,54.05,count,valid,synthetic_aaa,148,144,4,11.61
AAA-RADIUS_TIMEOUT_HOURLY-02-57,ACC0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,74.94,count,valid,synthetic_aaa,177,176,1,19.55
AAA-RADIUS_TIMEOUT_HOURLY-02-58,ACC0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,70.55,count,valid,synthetic_aaa,122,120,2,34.31
AAA-RADIUS_TIMEOUT_HOURLY-02-59,ACC0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,56.52,count,valid,synthetic_aaa,166,162,4,33.22
AAA-RADIUS_TIMEOUT_HOURLY-02-60,ACC0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,80.96,count,valid,synthetic_aaa,120,116,4,7.55
AAA-RADIUS_TIMEOUT_HOURLY-02-61,ACC0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,53.79,count,valid,synthetic_aaa,86,85,1,6.21
AAA-RADIUS_TIMEOUT_HOURLY-02-62,ACC0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,25.03,count,valid,synthetic_aaa,129,124,5,24.36
AAA-RADIUS_TIMEOUT_HOURLY-02-63,ACC0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,75.09,count,valid,synthetic_aaa,92,91,1,32.0
AAA-RADIUS_TIMEOUT_HOURLY-02-64,ACC0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,61.65,count,valid,synthetic_aaa,191,186,5,6.28
AAA-RADIUS_TIMEOUT_HOURLY-02-65,ACC0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,45.13,count,valid,synthetic_aaa,221,219,2,10.82
AAA-RADIUS_TIMEOUT_HOURLY-02-66,ACC0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,31.88,count,valid,synthetic_aaa,246,242,4,14.44
AAA-RADIUS_TIMEOUT_HOURLY-02-67,ACC0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,16.48,count,valid,synthetic_aaa,148,147,1,17.04
AAA-RADIUS_TIMEOUT_HOURLY-02-68,ACC0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,42.37,count,valid,synthetic_aaa,214,210,4,26.89
AAA-RADIUS_TIMEOUT_HOURLY-02-69,ACC0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,54.17,count,valid,synthetic_aaa,58,56,2,14.41
AAA-RADIUS_TIMEOUT_HOURLY-02-70,ACC0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,57.68,count,valid,synthetic_aaa,77,76,1,28.61
AAA-RADIUS_TIMEOUT_HOURLY-02-71,ACC0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,60.72,count,valid,synthetic_aaa,58,56,2,29.39
AAA-RADIUS_TIMEOUT_HOURLY-03-00,ACC0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,44.49,count,valid,synthetic_aaa,112,107,5,12.07
AAA-RADIUS_TIMEOUT_HOURLY-03-01,ACC0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,38.38,count,valid,synthetic_aaa,67,65,2,32.37
AAA-RADIUS_TIMEOUT_HOURLY-03-02,ACC0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,68.32,count,valid,synthetic_aaa,214,213,1,28.27
AAA-RADIUS_TIMEOUT_HOURLY-03-03,ACC0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,18.81,count,valid,synthetic_aaa,202,197,5,23.93
AAA-RADIUS_TIMEOUT_HOURLY-03-04,ACC0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,50.08,count,valid,synthetic_aaa,67,66,1,14.34
AAA-RADIUS_TIMEOUT_HOURLY-03-05,ACC0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,54.61,count,valid,synthetic_aaa,130,127,3,6.59
AAA-RADIUS_TIMEOUT_HOURLY-03-06,ACC0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,68.24,count,valid,synthetic_aaa,170,168,2,32.79
AAA-RADIUS_TIMEOUT_HOURLY-03-07,ACC0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,34.79,count,valid,synthetic_aaa,172,170,2,13.92
AAA-RADIUS_TIMEOUT_HOURLY-03-08,ACC0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,74.72,count,valid,synthetic_aaa,62,59,3,18.26
AAA-RADIUS_TIMEOUT_HOURLY-03-09,ACC0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,75.0,count,valid,synthetic_aaa,157,154,3,29.39
AAA-RADIUS_TIMEOUT_HOURLY-03-10,ACC0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,48.55,count,valid,synthetic_aaa,226,222,4,9.26
AAA-RADIUS_TIMEOUT_HOURLY-03-11,ACC0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,15.18,count,valid,synthetic_aaa,128,125,3,34.89
AAA-RADIUS_TIMEOUT_HOURLY-03-12,ACC0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,22.07,count,valid,synthetic_aaa,90,88,2,17.68
AAA-RADIUS_TIMEOUT_HOURLY-03-13,ACC0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,42.44,count,valid,synthetic_aaa,74,73,1,31.48
AAA-RADIUS_TIMEOUT_HOURLY-03-14,ACC0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,34.6,count,valid,synthetic_aaa,204,199,5,28.93
AAA-RADIUS_TIMEOUT_HOURLY-03-15,ACC0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,84.99,count,valid,synthetic_aaa,159,157,2,15.45
AAA-RADIUS_TIMEOUT_HOURLY-03-16,ACC0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,74.27,count,valid,synthetic_aaa,135,132,3,14.71
AAA-RADIUS_TIMEOUT_HOURLY-03-17,ACC0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,18.22,count,valid,synthetic_aaa,170,168,2,22.39
AAA-RADIUS_TIMEOUT_HOURLY-03-18,ACC0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,71.02,count,valid,synthetic_aaa,95,93,2,14.78
AAA-RADIUS_TIMEOUT_HOURLY-03-19,ACC0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,58.71,count,valid,synthetic_aaa,141,139,2,14.09
AAA-RADIUS_TIMEOUT_HOURLY-03-20,ACC0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,83.73,count,valid,synthetic_aaa,250,248,2,31.34
AAA-RADIUS_TIMEOUT_HOURLY-03-21,ACC0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,50.47,count,valid,synthetic_aaa,61,59,2,8.56
AAA-RADIUS_TIMEOUT_HOURLY-03-22,ACC0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,25.22,count,valid,synthetic_aaa,237,236,1,18.99
AAA-RADIUS_TIMEOUT_HOURLY-03-23,ACC0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,21.33,count,valid,synthetic_aaa,59,56,3,34.75
AAA-RADIUS_TIMEOUT_HOURLY-03-24,ACC0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,52.45,count,valid,synthetic_aaa,162,157,5,12.42
AAA-RADIUS_TIMEOUT_HOURLY-03-25,ACC0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,43.17,count,valid,synthetic_aaa,161,159,2,33.38
AAA-RADIUS_TIMEOUT_HOURLY-03-26,ACC0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,59.36,count,valid,synthetic_aaa,75,73,2,22.24
AAA-RADIUS_TIMEOUT_HOURLY-03-27,ACC0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,38.45,count,valid,synthetic_aaa,52,48,4,10.95
AAA-RADIUS_TIMEOUT_HOURLY-03-28,ACC0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,76.6,count,valid,synthetic_aaa,116,115,1,26.23
AAA-RADIUS_TIMEOUT_HOURLY-03-29,ACC0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,44.79,count,valid,synthetic_aaa,84,83,1,29.98
AAA-RADIUS_TIMEOUT_HOURLY-03-30,ACC0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,16.91,count,valid,synthetic_aaa,51,46,5,31.11
AAA-RADIUS_TIMEOUT_HOURLY-03-31,ACC0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,69.73,count,valid,synthetic_aaa,93,88,5,6.18
AAA-RADIUS_TIMEOUT_HOURLY-03-32,ACC0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,46.52,count,valid,synthetic_aaa,236,231,5,21.66
AAA-RADIUS_TIMEOUT_HOURLY-03-33,ACC0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,55.51,count,valid,synthetic_aaa,188,187,1,15.86
AAA-RADIUS_TIMEOUT_HOURLY-03-34,ACC0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,23.92,count,valid,synthetic_aaa,208,204,4,11.98
AAA-RADIUS_TIMEOUT_HOURLY-03-35,ACC0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,37.94,count,valid,synthetic_aaa,243,242,1,26.38
AAA-RADIUS_TIMEOUT_HOURLY-03-36,ACC0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,52.79,count,valid,synthetic_aaa,121,116,5,13.08
AAA-RADIUS_TIMEOUT_HOURLY-03-37,ACC0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,71.19,count,valid,synthetic_aaa,83,81,2,5.05
AAA-RADIUS_TIMEOUT_HOURLY-03-38,ACC0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,24.53,count,valid,synthetic_aaa,93,91,2,26.91
AAA-RADIUS_TIMEOUT_HOURLY-03-39,ACC0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,50.43,count,valid,synthetic_aaa,189,184,5,13.06
AAA-RADIUS_TIMEOUT_HOURLY-03-40,ACC0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,15.95,count,valid,synthetic_aaa,68,66,2,22.32
AAA-RADIUS_TIMEOUT_HOURLY-03-41,ACC0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,62.72,count,valid,synthetic_aaa,164,161,3,28.92
AAA-RADIUS_TIMEOUT_HOURLY-03-42,ACC0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,56.07,count,valid,synthetic_aaa,231,226,5,27.21
AAA-RADIUS_TIMEOUT_HOURLY-03-43,ACC0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,42.34,count,valid,synthetic_aaa,134,129,5,14.48
AAA-RADIUS_TIMEOUT_HOURLY-03-44,ACC0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,68.97,count,valid,synthetic_aaa,157,153,4,11.87
AAA-RADIUS_TIMEOUT_HOURLY-03-45,ACC0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,21.1,count,valid,synthetic_aaa,222,217,5,6.71
AAA-RADIUS_TIMEOUT_HOURLY-03-46,ACC0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,18.01,count,valid,synthetic_aaa,149,148,1,9.04
AAA-RADIUS_TIMEOUT_HOURLY-03-47,ACC0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,34.67,count,valid,synthetic_aaa,208,205,3,28.7
AAA-RADIUS_TIMEOUT_HOURLY-03-48,ACC0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,21.58,count,valid,synthetic_aaa,225,221,4,18.81
AAA-RADIUS_TIMEOUT_HOURLY-03-49,ACC0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,26.92,count,valid,synthetic_aaa,185,184,1,29.37
AAA-RADIUS_TIMEOUT_HOURLY-03-50,ACC0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,57.99,count,valid,synthetic_aaa,188,183,5,26.46
AAA-RADIUS_TIMEOUT_HOURLY-03-51,ACC0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,70.03,count,valid,synthetic_aaa,169,166,3,11.18
AAA-RADIUS_TIMEOUT_HOURLY-03-52,ACC0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,37.55,count,valid,synthetic_aaa,238,237,1,32.8
AAA-RADIUS_TIMEOUT_HOURLY-03-53,ACC0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,72.78,count,valid,synthetic_aaa,227,226,1,31.15
AAA-RADIUS_TIMEOUT_HOURLY-03-54,ACC0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,34.21,count,valid,synthetic_aaa,179,174,5,19.49
AAA-RADIUS_TIMEOUT_HOURLY-03-55,ACC0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,31.65,count,valid,synthetic_aaa,97,95,2,31.15
AAA-RADIUS_TIMEOUT_HOURLY-03-56,ACC0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,52.51,count,valid,synthetic_aaa,231,226,5,31.35
AAA-RADIUS_TIMEOUT_HOURLY-03-57,ACC0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,82.64,count,valid,synthetic_aaa,226,222,4,8.14
AAA-RADIUS_TIMEOUT_HOURLY-03-58,ACC0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,27.5,count,valid,synthetic_aaa,191,189,2,6.68
AAA-RADIUS_TIMEOUT_HOURLY-03-59,ACC0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,72.98,count,valid,synthetic_aaa,100,95,5,30.15
AAA-RADIUS_TIMEOUT_HOURLY-03-60,ACC0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,56.3,count,valid,synthetic_aaa,247,244,3,23.7
AAA-RADIUS_TIMEOUT_HOURLY-03-61,ACC0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,20.95,count,valid,synthetic_aaa,164,162,2,31.92
AAA-RADIUS_TIMEOUT_HOURLY-03-62,ACC0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,45.76,count,valid,synthetic_aaa,178,176,2,28.05
AAA-RADIUS_TIMEOUT_HOURLY-03-63,ACC0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,54.65,count,valid,synthetic_aaa,151,146,5,20.34
AAA-RADIUS_TIMEOUT_HOURLY-03-64,ACC0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,17.45,count,valid,synthetic_aaa,143,141,2,15.01
AAA-RADIUS_TIMEOUT_HOURLY-03-65,ACC0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,83.88,count,valid,synthetic_aaa,71,69,2,28.38
AAA-RADIUS_TIMEOUT_HOURLY-03-66,ACC0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,25.22,count,valid,synthetic_aaa,153,149,4,31.43
AAA-RADIUS_TIMEOUT_HOURLY-03-67,ACC0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,44.24,count,valid,synthetic_aaa,185,181,4,6.82
AAA-RADIUS_TIMEOUT_HOURLY-03-68,ACC0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,73.48,count,valid,synthetic_aaa,248,247,1,32.63
AAA-RADIUS_TIMEOUT_HOURLY-03-69,ACC0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,16.04,count,valid,synthetic_aaa,238,234,4,28.58
AAA-RADIUS_TIMEOUT_HOURLY-03-70,ACC0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,28.57,count,valid,synthetic_aaa,154,151,3,28.27
AAA-RADIUS_TIMEOUT_HOURLY-03-71,ACC0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,67.68,count,valid,synthetic_aaa,249,248,1,5.21
AAA-RADIUS_TIMEOUT_HOURLY-04-00,ACC0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,25.98,count,valid,synthetic_aaa,116,114,2,24.9
AAA-RADIUS_TIMEOUT_HOURLY-04-01,ACC0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,36.43,count,valid,synthetic_aaa,124,121,3,33.57
AAA-RADIUS_TIMEOUT_HOURLY-04-02,ACC0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,34.68,count,valid,synthetic_aaa,196,195,1,14.36
AAA-RADIUS_TIMEOUT_HOURLY-04-03,ACC0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,63.6,count,valid,synthetic_aaa,211,208,3,25.33
AAA-RADIUS_TIMEOUT_HOURLY-04-04,ACC0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,28.6,count,valid,synthetic_aaa,164,163,1,17.07
AAA-RADIUS_TIMEOUT_HOURLY-04-05,ACC0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,15.26,count,valid,synthetic_aaa,67,62,5,5.14
AAA-RADIUS_TIMEOUT_HOURLY-04-06,ACC0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,44.81,count,valid,synthetic_aaa,142,137,5,31.16
