account_lockout_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-ACCOUNT_LOCKOUT_HOURLY-02-00,ACC0013,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,52.65,count,valid,synthetic_aaa,139,137,2,30.74
AAA-ACCOUNT_LOCKOUT_HOURLY-02-01,ACC0013,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,25.29,count,valid,synthetic_aaa,206,204,2,6.25
AAA-ACCOUNT_LOCKOUT_HOURLY-02-02,ACC0013,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,79.56,count,valid,synthetic_aaa,100,96,4,22.85
AAA-ACCOUNT_LOCKOUT_HOURLY-02-03,ACC0013,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,78.14,count,valid,synthetic_aaa,149,145,4,29.43
AAA-ACCOUNT_LOCKOUT_HOURLY-02-04,ACC0013,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,73.13,count,valid,synthetic_aaa,176,174,2,23.51
AAA-ACCOUNT_LOCKOUT_HOURLY-02-05,ACC0013,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,18.36,count,valid,synthetic_aaa,178,176,2,32.34
AAA-ACCOUNT_LOCKOUT_HOURLY-02-06,ACC0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,31.13,count,valid,synthetic_aaa,129,128,1,14.34
AAA-ACCOUNT_LOCKOUT_HOURLY-02-07,ACC0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,31.24,count,valid,synthetic_aaa,120,117,3,13.76
AAA-ACCOUNT_LOCKOUT_HOURLY-02-08,ACC0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,40.82,count,valid,synthetic_aaa,64,60,4,20.32
AAA-ACCOUNT_LOCKOUT_HOURLY-02-09,ACC0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,25.88,count,valid,synthetic_aaa,55,52,3,14.8
AAA-ACCOUNT_LOCKOUT_HOURLY-02-10,ACC0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,30.9,count,valid,synthetic_aaa,231,230,1,23.83
AAA-ACCOUNT_LOCKOUT_HOURLY-02-11,ACC0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.34,count,valid,synthetic_aaa,50,47,3,12.34
AAA-ACCOUNT_LOCKOUT_HOURLY-02-12,ACC0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,66.3,count,valid,synthetic_aaa,82,80,2,22.55
AAA-ACCOUNT_LOCKOUT_HOURLY-02-13,ACC0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,24.89,count,valid,synthetic_aaa,119,116,3,31.59
AAA-ACCOUNT_LOCKOUT_HOURLY-02-14,ACC0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,23.74,count,valid,synthetic_aaa,107,106,1,15.01
AAA-ACCOUNT_LOCKOUT_HOURLY-02-15,ACC0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,50.49,count,valid,synthetic_aaa,223,222,1,28.28
AAA-ACCOUNT_LOCKOUT_HOURLY-02-16,ACC0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,44.78,count,valid,synthetic_aaa,130,125,5,20.08
AAA-ACCOUNT_LOCKOUT_HOURLY-02-17,ACC0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,59.81,count,valid,synthetic_aaa,148,145,3,17.77
AAA-ACCOUNT_LOCKOUT_HOURLY-02-18,ACC0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,73.94,count,valid,synthetic_aaa,216,212,4,11.56
AAA-ACCOUNT_LOCKOUT_HOURLY-02-19,ACC0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,43.2,count,valid,synthetic_aaa,180,175,5,22.4
AAA-ACCOUNT_LOCKOUT_HOURLY-02-20,ACC0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,59.19,count,valid,synthetic_aaa,119,118,1,24.48
AAA-ACCOUNT_LOCKOUT_HOURLY-02-21,ACC0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,66.25,count,valid,synthetic_aaa,94,93,1,18.08
AAA-ACCOUNT_LOCKOUT_HOURLY-02-22,ACC0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,43.64,count,valid,synthetic_aaa,204,203,1,33.34
AAA-ACCOUNT_LOCKOUT_HOURLY-02-23,ACC0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,56.72,count,valid,synthetic_aaa,232,229,3,15.67
AAA-ACCOUNT_LOCKOUT_HOURLY-02-24,ACC0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,62.63,count,valid,synthetic_aaa,205,203,2,14.73
AAA-ACCOUNT_LOCKOUT_HOURLY-02-25,ACC0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,31.2,count,valid,synthetic_aaa,154,153,1,31.75
AAA-ACCOUNT_LOCKOUT_HOURLY-02-26,ACC0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,75.97,count,valid,synthetic_aaa,171,167,4,12.09
AAA-ACCOUNT_LOCKOUT_HOURLY-02-27,ACC0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,39.25,count,valid,synthetic_aaa,142,139,3,17.95
AAA-ACCOUNT_LOCKOUT_HOURLY-02-28,ACC0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,25.18,count,valid,synthetic_aaa,107,103,4,34.04
AAA-ACCOUNT_LOCKOUT_HOURLY-02-29,ACC0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,42.46,count,valid,synthetic_aaa,231,227,4,5.7
AAA-ACCOUNT_LOCKOUT_HOURLY-02-30,ACC0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,41.34,count,valid,synthetic_aaa,138,133,5,13.1
AAA-ACCOUNT_LOCKOUT_HOURLY-02-31,ACC0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,19.85,count,valid,synthetic_aaa,143,138,5,29.0
AAA-ACCOUNT_LOCKOUT_HOURLY-02-32,ACC0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,74.58,count,valid,synthetic_aaa,67,64,3,5.27
AAA-ACCOUNT_LOCKOUT_HOURLY-02-33,ACC0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,32.82,count,valid,synthetic_aaa,214,213,1,25.24
AAA-ACCOUNT_LOCKOUT_HOURLY-02-34,ACC0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,22.92,count,valid,synthetic_aaa,183,182,1,34.91
AAA-ACCOUNT_LOCKOUT_HOURLY-02-35,ACC0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,36.22,count,valid,synthetic_aaa,165,164,1,22.17
AAA-ACCOUNT_LOCKOUT_HOURLY-02-36,ACC0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,26.42,count,valid,synthetic_aaa,186,184,2,22.24
AAA-ACCOUNT_LOCKOUT_HOURLY-02-37,ACC0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,18.61,count,valid,synthetic_aaa,183,178,5,17.74
AAA-ACCOUNT_LOCKOUT_HOURLY-02-38,ACC0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,26.33,count,valid,synthetic_aaa,219,218,1,10.32
AAA-ACCOUNT_LOCKOUT_HOURLY-02-39,ACC0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,68.43,count,valid,synthetic_aaa,130,127,3,19.35
AAA-ACCOUNT_LOCKOUT_HOURLY-02-40,ACC0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,66.8,count,valid,synthetic_aaa,205,200,5,12.57
AAA-ACCOUNT_LOCKOUT_HOURLY-02-41,ACC0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,22.27,count,valid,synthetic_aaa,244,242,2,24.18
AAA-ACCOUNT_LOCKOUT_HOURLY-02-42,ACC0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,65.97,count,valid,synthetic_aaa,58,56,2,16.32
AAA-ACCOUNT_LOCKOUT_HOURLY-02-43,ACC0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,68.35,count,valid,synthetic_aaa,61,58,3,9.95
AAA-ACCOUNT_LOCKOUT_HOURLY-02-44,ACC0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,22.34,count,valid,synthetic_aaa,190,186,4,33.5
AAA-ACCOUNT_LOCKOUT_HOURLY-02-45,ACC0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,72.26,count,valid,synthetic_aaa,95,93,2,13.44
AAA-ACCOUNT_LOCKOUT_HOURLY-02-46,ACC0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,43.25,count,valid,synthetic_aaa,167,163,4,26.55
AAA-ACCOUNT_LOCKOUT_HOURLY-02-47,ACC0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,52.75,count,valid,synthetic_aaa,111,109,2,7.83
AAA-ACCOUNT_LOCKOUT_HOURLY-02-48,ACC0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,46.28,count,valid,synthetic_aaa,223,219,4,24.77
AAA-ACCOUNT_LOCKOUT_HOURLY-02-49,ACC0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,44.16,count,valid,synthetic_aaa,218,216,2,32.34
AAA-ACCOUNT_LOCKOUT_HOURLY-02-50,ACC0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,64.37,count,valid,synthetic_aaa,78,76,2,10.87
AAA-ACCOUNT_LOCKOUT_HOURLY-02-51,ACC0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,15.48,count,valid,synthetic_aaa,246,241,5,10.88
AAA-ACCOUNT_LOCKOUT_HOURLY-02-52,ACC0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,29.07,count,valid,synthetic_aaa,190,188,2,6.25
AAA-ACCOUNT_LOCKOUT_HOURLY-02-53,ACC0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,26.85,count,valid,synthetic_aaa,101,98,3,15.48
AAA-ACCOUNT_LOCKOUT_HOURLY-02-54,ACC0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,81.68,count,valid,synthetic_aaa,65,62,3,22.1
AAA-ACCOUNT_LOCKOUT_HOURLY-02-55,ACC0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,71.27,count,valid,synthetic_aaa,50,45,5,24.11
AAA-ACCOUNT_LOCKOUT_HOURLY-02-56,ACC0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,30.21,count,valid,synthetic_aaa,113,109,4,8.64
AAA-ACCOUNT_LOCKOUT_HOURLY-02-57,ACC0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,40.46,count,valid,synthetic_aaa,91,88,3,9.7
AAA-ACCOUNT_LOCKOUT_HOURLY-02-58,ACC0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,30.24,count,valid,synthetic_aaa,133,132,1,5.48
AAA-ACCOUNT_LOCKOUT_HOURLY-02-59,ACC0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,31.25,count,valid,synthetic_aaa,131,127,4,28.64
AAA-ACCOUNT_LOCKOUT_HOURLY-02-60,ACC0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,69.1,count,valid,synthetic_aaa,196,194,2,21.91
AAA-ACCOUNT_LOCKOUT_HOURLY-02-61,ACC0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,25.12,count,valid,synthetic_aaa,129,126,3,13.61
AAA-ACCOUNT_LOCKOUT_HOURLY-02-62,ACC0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,44.51,count,valid,synthetic_aaa,105,101,4,12.67
AAA-ACCOUNT_LOCKOUT_HOURLY-02-63,ACC0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,61.32,count,valid,synthetic_aaa,212,211,1,23.28
AAA-ACCOUNT_LOCKOUT_HOURLY-02-64,ACC0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,55.53,count,valid,synthetic_aaa,103,101,2,21.93
AAA-ACCOUNT_LOCKOUT_HOURLY-02-65,ACC0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,35.77,count,valid,synthetic_aaa,162,159,3,29.87
AAA-ACCOUNT_LOCKOUT_HOURLY-02-66,ACC0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,61.94,count,valid,synthetic_aaa,120,115,5,27.55
AAA-ACCOUNT_LOCKOUT_HOURLY-02-67,ACC0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,15.72,count,valid,synthetic_aaa,240,238,2,17.96
AAA-ACCOUNT_LOCKOUT_HOURLY-02-68,ACC0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,33.54,count,valid,synthetic_aaa,247,242,5,13.89
AAA-ACCOUNT_LOCKOUT_HOURLY-02-69,ACC0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,40.3,count,valid,synthetic_aaa,94,92,2,15.08
AAA-ACCOUNT_LOCKOUT_HOURLY-02-70,ACC0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,84.34,count,valid,synthetic_aaa,85,81,4,16.48
AAA-ACCOUNT_LOCKOUT_HOURLY-02-71,ACC0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,32.72,count,valid,synthetic_aaa,231,226,5,32.1
AAA-ACCOUNT_LOCKOUT_HOURLY-03-00,ACC0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,84.35,count,valid,synthetic_aaa,50,48,2,28.22
AAA-ACCOUNT_LOCKOUT_HOURLY-03-01,ACC0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,46.6,count,valid,synthetic_aaa,152,147,5,20.28
AAA-ACCOUNT_LOCKOUT_HOURLY-03-02,ACC0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,78.96,count,valid,synthetic_aaa,161,160,1,6.1
AAA-ACCOUNT_LOCKOUT_HOURLY-03-03,ACC0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,40.43,count,valid,synthetic_aaa,144,140,4,22.01
AAA-ACCOUNT_LOCKOUT_HOURLY-03-04,ACC0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,32.14,count,valid,synthetic_aaa,224,223,1,27.7
AAA-ACCOUNT_LOCKOUT_HOURLY-03-05,ACC0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,73.47,count,valid,synthetic_aaa,72,67,5,6.06
AAA-ACCOUNT_LOCKOUT_HOURLY-03-06,ACC0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,19.9,count,valid,synthetic_aaa,172,169,3,7.29
AAA-ACCOUNT_LOCKOUT_HOURLY-03-07,ACC0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,62.88,count,valid,synthetic_aaa,154,151,3,23.38
AAA-ACCOUNT_LOCKOUT_HOURLY-03-08,ACC0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,16.33,count,valid,synthetic_aaa,169,167,2,16.56
AAA-ACCOUNT_LOCKOUT_HOURLY-03-09,ACC0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,51.45,count,valid,synthetic_aaa,243,241,2,27.85
AAA-ACCOUNT_LOCKOUT_HOURLY-03-10,ACC0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,16.14,count,valid,synthetic_aaa,78,73,5,5.87
AAA-ACCOUNT_LOCKOUT_HOURLY-03-11,ACC0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,76.18,count,valid,synthetic_aaa,125,124,1,18.94
AAA-ACCOUNT_LOCKOUT_HOURLY-03-12,ACC0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,37.12,count,valid,synthetic_aaa,165,160,5,34.79
AAA-ACCOUNT_LOCKOUT_HOURLY-03-13,ACC0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,54.61,count,valid,synthetic_aaa,83,81,2,12.61
AAA-ACCOUNT_LOCKOUT_HOURLY-03-14,ACC0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,16.27,count,valid,synthetic_aaa,233,230,3,15.81
AAA-ACCOUNT_LOCKOUT_HOURLY-03-15,ACC0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,37.82,count,valid,synthetic_aaa,107,102,5,7.97
AAA-ACCOUNT_LOCKOUT_HOURLY-03-16,ACC0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,46.84,count,valid,synthetic_aaa,179,175,4,31.57
AAA-ACCOUNT_LOCKOUT_HOURLY-03-17,ACC0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,71.6,count,valid,synthetic_aaa,241,240,1,5.75
AAA-ACCOUNT_LOCKOUT_HOURLY-03-18,ACC0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,26.47,count,valid,synthetic_aaa,181,179,2,12.62
AAA-ACCOUNT_LOCKOUT_HOURLY-03-19,ACC0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,57.91,count,valid,synthetic_aaa,170,168,2,12.56
AAA-ACCOUNT_LOCKOUT_HOURLY-03-20,ACC0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,21.47,count,valid,synthetic_aaa,110,108,2,15.51
AAA-ACCOUNT_LOCKOUT_HOURLY-03-21,ACC0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,55.51,count,valid,synthetic_aaa,214,209,5,33.0
AAA-ACCOUNT_LOCKOUT_HOURLY-03-22,ACC0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,17.27,count,valid,synthetic_aaa,58,53,5,8.76
AAA-ACCOUNT_LOCKOUT_HOURLY-03-23,ACC0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,69.12,count,valid,synthetic_aaa,102,101,1,21.44
AAA-ACCOUNT_LOCKOUT_HOURLY-03-24,ACC0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,42.15,count,valid,synthetic_aaa,158,153,5,5.68
AAA-ACCOUNT_LOCKOUT_HOURLY-03-25,ACC0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,47.76,count,valid,synthetic_aaa,230,229,1,27.74
AAA-ACCOUNT_LOCKOUT_HOURLY-03-26,ACC0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,71.47,count,valid,synthetic_aaa,126,125,1,29.17
AAA-ACCOUNT_LOCKOUT_HOURLY-03-27,ACC0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,24.8,count,valid,synthetic_aaa,103,100,3,17.42
AAA-ACCOUNT_LOCKOUT_HOURLY-03-28,ACC0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,16.73,count,valid,synthetic_aaa,134,132,2,5.69
AAA-ACCOUNT_LOCKOUT_HOURLY-03-29,ACC0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,73.01,count,valid,synthetic_aaa,87,85,2,6.99
AAA-ACCOUNT_LOCKOUT_HOURLY-03-30,ACC0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,25.24,count,valid,synthetic_aaa,117,113,4,15.68
AAA-ACCOUNT_LOCKOUT_HOURLY-03-31,ACC0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,76.24,count,valid,synthetic_aaa,132,127,5,5.18
AAA-ACCOUNT_LOCKOUT_HOURLY-03-32,ACC0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,82.57,count,valid,synthetic_aaa,233,232,1,25.42
AAA-ACCOUNT_LOCKOUT_HOURLY-03-33,ACC0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,21.17,count,valid,synthetic_aaa,156,152,4,5.49
AAA-ACCOUNT_LOCKOUT_HOURLY-03-34,ACC0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,21.62,count,valid,synthetic_aaa,166,161,5,15.58
AAA-ACCOUNT_LOCKOUT_HOURLY-03-35,ACC0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,44.49,count,valid,synthetic_aaa,105,101,4,28.87
AAA-ACCOUNT_LOCKOUT_HOURLY-03-36,ACC0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,77.25,count,valid,synthetic_aaa,100,97,3,14.58
AAA-ACCOUNT_LOCKOUT_HOURLY-03-37,ACC0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,77.65,count,valid,synthetic_aaa,131,126,5,6.78
AAA-ACCOUNT_LOCKOUT_HOURLY-03-38,ACC0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,70.17,count,valid,synthetic_aaa,62,61,1,20.4
AAA-ACCOUNT_LOCKOUT_HOURLY-03-39,ACC0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,23.84,count,valid,synthetic_aaa,225,221,4,19.71
AAA-ACCOUNT_LOCKOUT_HOURLY-03-40,ACC0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,36.77,count,valid,synthetic_aaa,66,65,1,12.38
AAA-ACCOUNT_LOCKOUT_HOURLY-03-41,ACC0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,45.53,count,valid,synthetic_aaa,65,62,3,16.5
AAA-ACCOUNT_LOCKOUT_HOURLY-03-42,ACC0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,72.09,count,valid,synthetic_aaa,195,192,3,10.12
AAA-ACCOUNT_LOCKOUT_HOURLY-03-43,ACC0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,82.75,count,valid,synthetic_aaa,188,185,3,24.99
AAA-ACCOUNT_LOCKOUT_HOURLY-03-44,ACC0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,50.4,count,valid,synthetic_aaa,171,166,5,17.7
AAA-ACCOUNT_LOCKOUT_HOURLY-03-45,ACC0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,37.52,count,valid,synthetic_aaa,241,237,4,12.01
AAA-ACCOUNT_LOCKOUT_HOURLY-03-46,ACC0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,38.92,count,valid,synthetic_aaa,138,136,2,10.94
AAA-ACCOUNT_LOCKOUT_HOURLY-03-47,ACC0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,71.62,count,valid,synthetic_aaa,232,227,5,28.03
AAA-ACCOUNT_LOCKOUT_HOURLY-03-48,ACC0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,84.52,count,valid,synthetic_aaa,132,128,4,23.25
AAA-ACCOUNT_LOCKOUT_HOURLY-03-49,ACC0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,15.5,count,valid,synthetic_aaa,68,63,5,8.85
AAA-ACCOUNT_LOCKOUT_HOURLY-03-50,ACC0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,16.45,count,valid,synthetic_aaa,177,176,1,26.57
AAA-ACCOUNT_LOCKOUT_HOURLY-03-51,ACC0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,58.53,count,valid,synthetic_aaa,106,105,1,8.33
AAA-ACCOUNT_LOCKOUT_HOURLY-03-52,ACC0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,58.49,count,valid,synthetic_aaa,96,93,3,16.39
AAA-ACCOUNT_LOCKOUT_HOURLY-03-53,ACC0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,83.04,count,valid,synthetic_aaa,128,124,4,29.61
AAA-ACCOUNT_LOCKOUT_HOURLY-03-54,ACC0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,40.05,count,valid,synthetic_aaa,161,159,2,33.88
AAA-ACCOUNT_LOCKOUT_HOURLY-03-55,ACC0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,65.41,count,valid,synthetic_aaa,58,57,1,30.88
AAA-ACCOUNT_LOCKOUT_HOURLY-03-56,ACC0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,76.03,count,valid,synthetic_aaa,89,85,4,19.24
AAA-ACCOUNT_LOCKOUT_HOURLY-03-57,ACC0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,80.19,count,valid,synthetic_aaa,98,96,2,20.0
AAA-ACCOUNT_LOCKOUT_HOURLY-03-58,ACC0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,51.52,count,valid,synthetic_aaa,109,108,1,17.21
AAA-ACCOUNT_LOCKOUT_HOURLY-03-59,ACC0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,79.66,count,valid,synthetic_aaa,165,162,3,33.12
AAA-ACCOUNT_LOCKOUT_HOURLY-03-60,ACC0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,78.19,count,valid,synthetic_aaa,229,227,2,12.42
AAA-ACCOUNT_LOCKOUT_HOURLY-03-61,ACC0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,76.44,count,valid,synthetic_aaa,191,189,2,26.93
AAA-ACCOUNT_LOCKOUT_HOURLY-03-62,ACC0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,66.36,count,valid,synthetic_aaa,83,78,5,30.51
AAA-ACCOUNT_LOCKOUT_HOURLY-03-63,ACC0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,32.3,count,valid,synthetic_aaa,90,85,5,32.01
AAA-ACCOUNT_LOCKOUT_HOURLY-03-64,ACC0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,77.34,count,valid,synthetic_aaa,250,247,3,9.5
AAA-ACCOUNT_LOCKOUT_HOURLY-03-65,ACC0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,18.43,count,valid,synthetic_aaa,123,122,1,21.15
AAA-ACCOUNT_LOCKOUT_HOURLY-03-66,ACC0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,39.77,count,valid,synthetic_aaa,109,108,1,15.34
AAA-ACCOUNT_LOCKOUT_HOURLY-03-67,ACC0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,47.14,count,valid,synthetic_aaa,117,115,2,23.85
AAA-ACCOUNT_LOCKOUT_HOURLY-03-68,ACC0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,77.93,count,valid,synthetic_aaa,137,136,1,17.83
AAA-ACCOUNT_LOCKOUT_HOURLY-03-69,ACC0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,20.73,count,valid,synthetic_aaa,67,65,2,15.85
AAA-ACCOUNT_LOCKOUT_HOURLY-03-70,ACC0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,34.79,count,valid,synthetic_aaa,72,68,4,14.63
AAA-ACCOUNT_LOCKOUT_HOURLY-03-71,ACC0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,65.1,count,valid,synthetic_aaa,161,157,4,21.7
AAA-ACCOUNT_LOCKOUT_HOURLY-04-00,ACC0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,52.44,count,valid,synthetic_aaa,234,229,5,16.31
