accounting_id,session_id,account_id,start_time,stop_time,date_hour,nas_ip,assigned_ip,upload_mb,download_mb,duration_s,terminate_cause,dropped_packet,timestamp,hostname,ip,sbr_server,start,acct_start_current_rate,acct_start_average_rate,acct_start_peak_rate,stop,acct_stop_current_rate,acct_stop_average_rate,acct_stop_peak_rate,interim,_acct_interim_current_rate,acct_interim_average_rate,acct_interim_peak_rate,invalid_request,invalid_client,total_retry_packets,total_transactions,transactions_retried,on_status,off_status,invalid_shared_secret,insufficient_resources,proxy_failure,acct_interim_current_rate
ACCT014008,SES014008,ACC0015,2026-08-18 08:00:00,2026-08-18 08:44:39,2026-08-18-08,10.0.14.1,100.64.0.14,406.67,1114.61,2679,user_request,0,2026-08-18 08:00:00,radius-cmu,10.0.14.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT017008,SES017008,ACC0018,2026-08-18 08:00:00,2026-08-18 08:45:20,2026-08-18-08,10.0.17.1,100.64.0.17,422.78,526.75,2720,user_request,2,2026-08-18 08:00:00,radius-nbh,10.0.17.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT020008,SES020008,ACC0021,2026-08-18 08:00:00,2026-08-18 08:37:57,2026-08-18-08,10.0.20.1,100.64.0.20,209.24,1897.3,2277,user_request,1,2026-08-18 08:00:00,radius-hcm,10.0.20.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT023008,SES023008,ACC0024,2026-08-18 08:00:00,2026-08-18 08:34:33,2026-08-18-08,10.0.23.1,100.64.0.23,359.41,1012.78,2073,user_request,3,2026-08-18 08:00:00,radius-hcm,10.0.23.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT026008,SES026008,ACC0027,2026-08-18 08:00:00,2026-08-18 08:32:42,2026-08-18-08,10.0.26.1,100.64.0.26,248.0,1190.74,1962,user_request,2,2026-08-18 08:00:00,radius-kha,10.0.26.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT029008,SES029008,ACC0030,2026-08-18 08:00:00,2026-08-18 08:44:45,2026-08-18-08,10.0.29.1,100.64.0.29,223.51,1590.31,2685,user_request,2,2026-08-18 08:00:00,radius-kha,10.0.29.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT000009,SES000009,ACC0001,2026-08-18 09:00:00,2026-08-18 09:50:19,2026-08-18-09,10.0.0.1,100.64.0.0,338.88,1806.61,3019,user_request,0,2026-08-18 09:00:00,radius-dbn,10.0.0.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT003009,SES003009,ACC0004,2026-08-18 09:00:00,2026-08-18 09:56:30,2026-08-18-09,10.0.3.1,100.64.0.3,449.84,524.12,3390,user_request,1,2026-08-18 09:00:00,radius-dbn,10.0.3.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT006009,SES006009,ACC0007,2026-08-18 09:00:00,2026-08-18 09:20:27,2026-08-18-09,10.0.6.1,100.64.0.6,492.88,760.93,1227,user_request,3,2026-08-18 09:00:00,radius-sla,10.0.6.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT009009,SES009009,ACC0010,2026-08-18 09:00:00,2026-08-18 09:28:22,2026-08-18-09,10.0.9.1,100.64.0.9,393.14,2645.49,1702,user_request,0,2026-08-18 09:00:00,radius-sla,10.0.9.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT012009,SES012009,ACC0013,2026-08-18 09:00:00,2026-08-18 09:50:05,2026-08-18-09,10.0.12.1,100.64.0.12,210.4,713.64,3005,user_request,1,2026-08-18 09:00:00,radius-cmu,10.0.12.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT015009,SES015009,ACC0016,2026-08-18 09:00:00,2026-08-18 09:54:40,2026-08-18-09,10.0.15.1,100.64.0.15,29.34,796.0,3280,user_request,0,2026-08-18 09:00:00,radius-nbh,10.0.15.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT018009,SES018009,ACC0019,2026-08-18 09:00:00,2026-08-18 09:31:26,2026-08-18-09,10.0.18.1,100.64.0.18,151.34,2467.67,1886,user_request,2,2026-08-18 09:00:00,radius-nbh,10.0.18.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT021009,SES021009,ACC0022,2026-08-18 09:00:00,2026-08-18 09:35:26,2026-08-18-09,10.0.21.1,100.64.0.21,368.57,1912.3,2126,user_request,0,2026-08-18 09:00:00,radius-hcm,10.0.21.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT024009,SES024009,ACC0025,2026-08-18 09:00:00,2026-08-18 09:24:23,2026-08-18-09,10.0.24.1,100.64.0.24,292.05,1229.87,1463,user_request,2,2026-08-18 09:00:00,radius-hcm,10.0.24.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT027009,SES027009,ACC0028,2026-08-18 09:00:00,2026-08-18 09:44:40,2026-08-18-09,10.0.27.1,100.64.0.27,396.5,852.67,2680,user_request,2,2026-08-18 09:00:00,radius-kha,10.0.27.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT001010,SES001010,ACC0002,2026-08-18 10:00:00,2026-08-18 10:27:01,2026-08-18-10,10.0.1.1,100.64.0.1,176.53,142.58,1621,user_request,0,2026-08-18 10:00:00,radius-dbn,10.0.1.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT004010,SES004010,ACC0005,2026-08-18 10:00:00,2026-08-18 10:35:34,2026-08-18-10,10.0.4.1,100.64.0.4,198.33,2078.01,2134,user_request,3,2026-08-18 10:00:00,radius-dbn,10.0.4.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT007010,SES007010,ACC0008,2026-08-18 10:00:00,2026-08-18 10:26:00,2026-08-18-10,10.0.7.1,100.64.0.7,486.04,1736.64,1560,user_request,1,2026-08-18 10:00:00,radius-sla,10.0.7.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT010010,SES010010,ACC0011,2026-08-18 10:00:00,2026-08-18 10:42:28,2026-08-18-10,10.0.10.1,100.64.0.10,375.47,1954.69,2548,user_request,0,2026-08-18 10:00:00,radius-cmu,10.0.10.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT013010,SES013010,ACC0014,2026-08-18 10:00:00,2026-08-18 10:57:14,2026-08-18-10,10.0.13.1,100.64.0.13,490.77,2893.04,3434,user_request,0,2026-08-18 10:00:00,radius-cmu,10.0.13.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT016010,SES016010,ACC0017,2026-08-18 10:00:00,2026-08-18 10:35:05,2026-08-18-10,10.0.16.1,100.64.0.16,389.4,2109.11,2105,user_request,1,2026-08-18 10:00:00,radius-nbh,10.0.16.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT019010,SES019010,ACC0020,2026-08-18 10:00:00,2026-08-18 10:25:10,2026-08-18-10,10.0.19.1,100.64.0.19,172.1,2478.45,1510,user_request,3,2026-08-18 10:00:00,radius-nbh,10.0.19.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT022010,SES022010,ACC0023,2026-08-18 10:00:00,2026-08-18 10:40:04,2026-08-18-10,10.0.22.1,100.64.0.22,152.45,412.97,2404,user_request,1,2026-08-18 10:00:00,radius-hcm,10.0.22.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT025010,SES025010,ACC0026,2026-08-18 10:00:00,2026-08-18 10:56:34,2026-08-18-10,10.0.25.1,100.64.0.25,50.75,2388.09,3394,user_request,1,2026-08-18 10:00:00,radius-kha,10.0.25.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT028010,SES028010,ACC0029,2026-08-18 10:00:00,2026-08-18 10:29:44,2026-08-18-10,10.0.28.1,100.64.0.28,183.89,402.81,1784,user_request,1,2026-08-18 10:00:00,radius-kha,10.0.28.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT002011,SES002011,ACC0003,2026-08-18 11:00:00,2026-08-18 11:40:01,2026-08-18-11,10.0.2.1,100.64.0.2,79.13,2436.15,2401,user_request,0,2026-08-18 11:00:00,radius-dbn,10.0.2.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT005011,SES005011,ACC0006,2026-08-18 11:00:00,2026-08-18 11:32:33,2026-08-18-11,10.0.5.1,100.64.0.5,224.28,2548.37,1953,user_request,0,2026-08-18 11:00:00,radius-sla,10.0.5.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT008011,SES008011,ACC0009,2026-08-18 11:00:00,2026-08-18 11:36:12,2026-08-18-11,10.0.8.1,100.64.0.8,359.52,1880.68,2172,user_request,2,2026-08-18 11:00:00,radius-sla,10.0.8.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT011011,SES011011,ACC0012,2026-08-18 11:00:00,2026-08-18 11:46:59,2026-08-18-11,10.0.11.1,100.64.0.11,429.21,2031.1,2819,user_request,0,2026-08-18 11:00:00,radius-cmu,10.0.11.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT014011,SES014011,ACC0015,2026-08-18 11:00:00,2026-08-18 11:32:05,2026-08-18-11,10.0.14.1,100.64.0.14,243.88,1627.93,1925,user_request,1,2026-08-18 11:00:00,radius-cmu,10.0.14.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT017011,SES017011,ACC0018,2026-08-18 11:00:00,2026-08-18 11:52:45,2026-08-18-11,10.0.17.1,100.64.0.17,263.55,1824.31,3165,user_request,1,2026-08-18 11:00:00,radius-nbh,10.0.17.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT020011,SES020011,ACC0021,2026-08-18 11:00:00,2026-08-18 11:23:33,2026-08-18-11,10.0.20.1,100.64.0.20,29.67,708.51,1413,user_request,0,2026-08-18 11:00:00,radius-hcm,10.0.20.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT023011,SES023011,ACC0024,2026-08-18 11:00:00,2026-08-18 11:49:19,2026-08-18-11,10.0.23.1,100.64.0.23,35.76,2694.26,2959,user_request,2,2026-08-18 11:00:00,radius-hcm,10.0.23.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT026011,SES026011,ACC0027,2026-08-18 11:00:00,2026-08-18 11:41:46,2026-08-18-11,10.0.26.1,100.64.0.26,228.22,2768.42,2506,user_request,2,2026-08-18 11:00:00,radius-kha,10.0.26.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT029011,SES029011,ACC0030,2026-08-18 11:00:00,2026-08-18 11:47:56,2026-08-18-11,10.0.29.1,100.64.0.29,281.4,2746.79,2876,user_request,3,2026-08-18 11:00:00,radius-kha,10.0.29.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT000012,SES000012,ACC0001,2026-08-18 12:00:00,2026-08-18 12:41:54,2026-08-18-12,10.0.0.1,100.64.0.0,425.68,1721.94,2514,user_request,3,2026-08-18 12:00:00,radius-dbn,10.0.0.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT003012,SES003012,ACC0004,2026-08-18 12:00:00,2026-08-18 12:57:23,2026-08-18-12,10.0.3.1,100.64.0.3,383.45,1870.06,3443,user_request,2,2026-08-18 12:00:00,radius-dbn,10.0.3.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT006012,SES006012,ACC0007,2026-08-18 12:00:00,2026-08-18 12:50:38,2026-08-18-12,10.0.6.1,100.64.0.6,330.23,2322.75,3038,user_request,2,2026-08-18 12:00:00,radius-sla,10.0.6.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT009012,SES009012,ACC0010,2026-08-18 12:00:00,2026-08-18 12:52:24,2026-08-18-12,10.0.9.1,100.64.0.9,419.79,1198.47,3144,user_request,1,2026-08-18 12:00:00,radius-sla,10.0.9.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT012012,SES012012,ACC0013,2026-08-18 12:00:00,2026-08-18 12:54:03,2026-08-18-12,10.0.12.1,100.64.0.12,453.6,389.71,3243,user_request,3,2026-08-18 12:00:00,radius-cmu,10.0.12.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT015012,SES015012,ACC0016,2026-08-18 12:00:00,2026-08-18 12:42:00,2026-08-18-12,10.0.15.1,100.64.0.15,388.26,646.79,2520,user_request,0,2026-08-18 12:00:00,radius-nbh,10.0.15.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT018012,SES018012,ACC0019,2026-08-18 12:00:00,2026-08-18 12:32:16,2026-08-18-12,10.0.18.1,100.64.0.18,265.52,867.2,1936,user_request,1,2026-08-18 12:00:00,radius-nbh,10.0.18.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT021012,SES021012,ACC0022,2026-08-18 12:00:00,2026-08-18 12:52:11,2026-08-18-12,10.0.21.1,100.64.0.21,63.7,612.71,3131,user_request,2,2026-08-18 12:00:00,radius-hcm,10.0.21.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT024012,SES024012,ACC0025,2026-08-18 12:00:00,2026-08-18 12:42:25,2026-08-18-12,10.0.24.1,100.64.0.24,88.84,1034.7,2545,user_request,3,2026-08-18 12:00:00,radius-hcm,10.0.24.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT027012,SES027012,ACC0028,2026-08-18 12:00:00,2026-08-18 12:37:45,2026-08-18-12,10.0.27.1,100.64.0.27,293.81,2163.3,2265,user_request,3,2026-08-18 12:00:00,radius-kha,10.0.27.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT001013,SES001013,ACC0002,2026-08-18 13:00:00,2026-08-18 13:20:12,2026-08-18-13,10.0.1.1,100.64.0.1,285.11,2913.07,1212,user_request,2,2026-08-18 13:00:00,radius-dbn,10.0.1.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT004013,SES004013,ACC0005,2026-08-18 13:00:00,2026-08-18 13:57:23,2026-08-18-13,10.0.4.1,100.64.0.4,224.24,691.25,3443,user_request,1,2026-08-18 13:00:00,radius-dbn,10.0.4.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT007013,SES007013,ACC0008,2026-08-18 13:00:00,2026-08-18 13:50:29,2026-08-18-13,10.0.7.1,100.64.0.7,436.82,346.54,3029,user_request,2,2026-08-18 13:00:00,radius-sla,10.0.7.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT010013,SES010013,ACC0011,2026-08-18 13:00:00,2026-08-18 13:23:47,2026-08-18-13,10.0.10.1,100.64.0.10,212.94,2362.12,1427,user_request,2,2026-08-18 13:00:00,radius-cmu,10.0.10.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT013013,SES013013,ACC0014,2026-08-18 13:00:00,2026-08-18 13:55:46,2026-08-18-13,10.0.13.1,100.64.0.13,104.66,713.08,3346,user_request,1,2026-08-18 13:00:00,radius-cmu,10.0.13.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT016013,SES016013,ACC0017,2026-08-18 13:00:00,2026-08-18 13:26:13,2026-08-18-13,10.0.16.1,100.64.0.16,46.04,2101.56,1573,user_request,1,2026-08-18 13:00:00,radius-nbh,10.0.16.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT019013,SES019013,ACC0020,2026-08-18 13:00:00,2026-08-18 13:24:22,2026-08-18-13,10.0.19.1,100.64.0.19,384.69,1914.42,1462,user_request,2,2026-08-18 13:00:00,radius-nbh,10.0.19.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT022013,SES022013,ACC0023,2026-08-18 13:00:00,2026-08-18 13:55:16,2026-08-18-13,10.0.22.1,100.64.0.22,181.8,1475.0,3316,user_request,3,2026-08-18 13:00:00,radius-hcm,10.0.22.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT025013,SES025013,ACC0026,2026-08-18 13:00:00,2026-08-18 13:31:45,2026-08-18-13,10.0.25.1,100.64.0.25,23.7,2119.37,1905,user_request,0,2026-08-18 13:00:00,radius-kha,10.0.25.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT028013,SES028013,ACC0029,2026-08-18 13:00:00,2026-08-18 13:55:21,2026-08-18-13,10.0.28.1,100.64.0.28,42.72,799.05,3321,user_request,2,2026-08-18 13:00:00,radius-kha,10.0.28.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT002014,SES002014,ACC0003,2026-08-18 14:00:00,2026-08-18 14:33:05,2026-08-18-14,10.0.2.1,100.64.0.2,239.69,952.42,1985,user_request,2,2026-08-18 14:00:00,radius-dbn,10.0.2.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT005014,SES005014,ACC0006,2026-08-18 14:00:00,2026-08-18 14:20:15,2026-08-18-14,10.0.5.1,100.64.0.5,270.49,2885.18,1215,user_request,2,2026-08-18 14:00:00,radius-sla,10.0.5.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT008014,SES008014,ACC0009,2026-08-18 14:00:00,2026-08-18 14:38:37,2026-08-18-14,10.0.8.1,100.64.0.8,206.19,1623.32,2317,user_request,1,2026-08-18 14:00:00,radius-sla,10.0.8.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT011014,SES011014,ACC0012,2026-08-18 14:00:00,2026-08-18 14:57:15,2026-08-18-14,10.0.11.1,100.64.0.11,180.21,2587.22,3435,user_request,1,2026-08-18 14:00:00,radius-cmu,10.0.11.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT014014,SES014014,ACC0015,2026-08-18 14:00:00,2026-08-18 14:34:03,2026-08-18-14,10.0.14.1,100.64.0.14,272.03,1292.99,2043,user_request,0,2026-08-18 14:00:00,radius-cmu,10.0.14.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT017014,SES017014,ACC0018,2026-08-18 14:00:00,2026-08-18 14:32:03,2026-08-18-14,10.0.17.1,100.64.0.17,53.95,1653.63,1923,user_request,0,2026-08-18 14:00:00,radius-nbh,10.0.17.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT020014,SES020014,ACC0021,2026-08-18 14:00:00,2026-08-18 14:30:29,2026-08-18-14,10.0.20.1,100.64.0.20,109.77,279.3,1829,user_request,2,2026-08-18 14:00:00,radius-hcm,10.0.20.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT023014,SES023014,ACC0024,2026-08-18 14:00:00,2026-08-18 14:54:15,2026-08-18-14,10.0.23.1,100.64.0.23,434.63,498.64,3255,user_request,0,2026-08-18 14:00:00,radius-hcm,10.0.23.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT026014,SES026014,ACC0027,2026-08-18 14:00:00,2026-08-18 14:39:23,2026-08-18-14,10.0.26.1,100.64.0.26,409.12,1542.35,2363,user_request,3,2026-08-18 14:00:00,radius-kha,10.0.26.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT029014,SES029014,ACC0030,2026-08-18 14:00:00,2026-08-18 14:57:50,2026-08-18-14,10.0.29.1,100.64.0.29,448.71,1846.13,3470,user_request,1,2026-08-18 14:00:00,radius-kha,10.0.29.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT000015,SES000015,ACC0001,2026-08-18 15:00:00,2026-08-18 15:33:10,2026-08-18-15,10.0.0.1,100.64.0.0,137.75,423.17,1990,user_request,0,2026-08-18 15:00:00,radius-dbn,10.0.0.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT003015,SES003015,ACC0004,2026-08-18 15:00:00,2026-08-18 15:48:39,2026-08-18-15,10.0.3.1,100.64.0.3,320.13,1531.45,2919,user_request,3,2026-08-18 15:00:00,radius-dbn,10.0.3.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT006015,SES006015,ACC0007,2026-08-18 15:00:00,2026-08-18 15:55:56,2026-08-18-15,10.0.6.1,100.64.0.6,340.7,930.12,3356,user_request,3,2026-08-18 15:00:00,radius-sla,10.0.6.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT009015,SES009015,ACC0010,2026-08-18 15:00:00,2026-08-18 15:54:39,2026-08-18-15,10.0.9.1,100.64.0.9,486.68,731.65,3279,user_request,2,2026-08-18 15:00:00,radius-sla,10.0.9.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT012015,SES012015,ACC0013,2026-08-18 15:00:00,2026-08-18 15:49:55,2026-08-18-15,10.0.12.1,100.64.0.12,69.54,2707.39,2995,user_request,1,2026-08-18 15:00:00,radius-cmu,10.0.12.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT015015,SES015015,ACC0016,2026-08-18 15:00:00,2026-08-18 15:32:57,2026-08-18-15,10.0.15.1,100.64.0.15,311.02,140.96,1977,user_request,1,2026-08-18 15:00:00,radius-nbh,10.0.15.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT018015,SES018015,ACC0019,2026-08-18 15:00:00,2026-08-18 15:23:42,2026-08-18-15,10.0.18.1,100.64.0.18,272.07,1634.37,1422,user_request,0,2026-08-18 15:00:00,radius-nbh,10.0.18.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT021015,SES021015,ACC0022,2026-08-18 15:00:00,2026-08-18 15:40:52,2026-08-18-15,10.0.21.1,100.64.0.21,352.77,939.29,2452,user_request,1,2026-08-18 15:00:00,radius-hcm,10.0.21.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT024015,SES024015,ACC0025,2026-08-18 15:00:00,2026-08-18 15:23:02,2026-08-18-15,10.0.24.1,100.64.0.24,357.01,2705.66,1382,user_request,1,2026-08-18 15:00:00,radius-hcm,10.0.24.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT027015,SES027015,ACC0028,2026-08-18 15:00:00,2026-08-18 15:56:45,2026-08-18-15,10.0.27.1,100.64.0.27,154.61,2955.65,3405,user_request,3,2026-08-18 15:00:00,radius-kha,10.0.27.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT001016,SES001016,ACC0002,2026-08-18 16:00:00,2026-08-18 16:53:59,2026-08-18-16,10.0.1.1,100.64.0.1,102.24,1249.58,3239,user_request,0,2026-08-18 16:00:00,radius-dbn,10.0.1.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT004016,SES004016,ACC0005,2026-08-18 16:00:00,2026-08-18 16:52:41,2026-08-18-16,10.0.4.1,100.64.0.4,431.36,491.48,3161,user_request,0,2026-08-18 16:00:00,radius-dbn,10.0.4.1,radius-dbn,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT007016,SES007016,ACC0008,2026-08-18 16:00:00,2026-08-18 16:48:02,2026-08-18-16,10.0.7.1,100.64.0.7,127.23,1479.11,2882,user_request,2,2026-08-18 16:00:00,radius-sla,10.0.7.1,radius-sla,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT010016,SES010016,ACC0011,2026-08-18 16:00:00,2026-08-18 16:36:17,2026-08-18-16,10.0.10.1,100.64.0.10,31.84,2665.0,2177,user_request,2,2026-08-18 16:00:00,radius-cmu,10.0.10.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT013016,SES013016,ACC0014,2026-08-18 16:00:00,2026-08-18 16:50:06,2026-08-18-16,10.0.13.1,100.64.0.13,49.1,292.48,3006,user_request,3,2026-08-18 16:00:00,radius-cmu,10.0.13.1,radius-cmu,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT016016,SES016016,ACC0017,2026-08-18 16:00:00,2026-08-18 16:26:07,2026-08-18-16,10.0.16.1,100.64.0.16,45.8,2785.84,1567,user_request,2,2026-08-18 16:00:00,radius-nbh,10.0.16.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT019016,SES019016,ACC0020,2026-08-18 16:00:00,2026-08-18 16:23:44,2026-08-18-16,10.0.19.1,100.64.0.19,455.52,1623.71,1424,user_request,0,2026-08-18 16:00:00,radius-nbh,10.0.19.1,radius-nbh,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT022016,SES022016,ACC0023,2026-08-18 16:00:00,2026-08-18 16:52:45,2026-08-18-16,10.0.22.1,100.64.0.22,288.36,2298.97,3165,user_request,0,2026-08-18 16:00:00,radius-hcm,10.0.22.1,radius-hcm,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
ACCT025016,SES025016,ACC0026,2026-08-18 16:00:00,2026-08-18 16:44:40,2026-08-18-16,10.0.25.1,100.64.0.25,82.86,2695.41,2680,user_request,0,2026-08-18 16:00:00,radius-kha,10.0.25.1,radius-kha,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,,,,,,0
