login_failure_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-LOGIN_FAILURE_HOURLY-02-06,ACC0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,66.94,count,valid,synthetic_aaa,173,171,2,32.9
AAA-LOGIN_FAILURE_HOURLY-02-07,ACC0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,50.14,count,valid,synthetic_aaa,239,237,2,28.09
AAA-LOGIN_FAILURE_HOURLY-02-08,ACC0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,49.94,count,valid,synthetic_aaa,209,204,5,6.78
AAA-LOGIN_FAILURE_HOURLY-02-09,ACC0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,44.07,count,valid,synthetic_aaa,118,113,5,17.72
AAA-LOGIN_FAILURE_HOURLY-02-10,ACC0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,15.19,count,valid,synthetic_aaa,73,68,5,25.52
AAA-LOGIN_FAILURE_HOURLY-02-11,ACC0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,24.41,count,valid,synthetic_aaa,198,194,4,16.73
AAA-LOGIN_FAILURE_HOURLY-02-12,ACC0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,44.3,count,valid,synthetic_aaa,88,86,2,29.84
AAA-LOGIN_FAILURE_HOURLY-02-13,ACC0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,29.19,count,valid,synthetic_aaa,78,74,4,32.82
AAA-LOGIN_FAILURE_HOURLY-02-14,ACC0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,80.42,count,valid,synthetic_aaa,225,224,1,27.75
AAA-LOGIN_FAILURE_HOURLY-02-15,ACC0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,42.91,count,valid,synthetic_aaa,86,82,4,10.09
AAA-LOGIN_FAILURE_HOURLY-02-16,ACC0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,48.94,count,valid,synthetic_aaa,172,168,4,20.07
AAA-LOGIN_FAILURE_HOURLY-02-17,ACC0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,71.96,count,valid,synthetic_aaa,232,231,1,11.3
AAA-LOGIN_FAILURE_HOURLY-02-18,ACC0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,82.68,count,valid,synthetic_aaa,87,82,5,25.52
AAA-LOGIN_FAILURE_HOURLY-02-19,ACC0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,63.33,count,valid,synthetic_aaa,241,236,5,15.95
AAA-LOGIN_FAILURE_HOURLY-02-20,ACC0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,50.98,count,valid,synthetic_aaa,155,153,2,11.11
AAA-LOGIN_FAILURE_HOURLY-02-21,ACC0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,37.98,count,valid,synthetic_aaa,243,241,2,22.75
AAA-LOGIN_FAILURE_HOURLY-02-22,ACC0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,41.15,count,valid,synthetic_aaa,154,149,5,34.47
AAA-LOGIN_FAILURE_HOURLY-02-23,ACC0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,84.44,count,valid,synthetic_aaa,119,115,4,19.17
AAA-LOGIN_FAILURE_HOURLY-02-24,ACC0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,43.39,count,valid,synthetic_aaa,108,106,2,14.36
AAA-LOGIN_FAILURE_HOURLY-02-25,ACC0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,67.82,count,valid,synthetic_aaa,60,55,5,24.7
AAA-LOGIN_FAILURE_HOURLY-02-26,ACC0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,52.82,count,valid,synthetic_aaa,109,104,5,24.38
AAA-LOGIN_FAILURE_HOURLY-02-27,ACC0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,25.12,count,valid,synthetic_aaa,210,207,3,20.25
AAA-LOGIN_FAILURE_HOURLY-02-28,ACC0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,23.7,count,valid,synthetic_aaa,72,71,1,21.15
AAA-LOGIN_FAILURE_HOURLY-02-29,ACC0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,45.11,count,valid,synthetic_aaa,101,97,4,14.92
AAA-LOGIN_FAILURE_HOURLY-02-30,ACC0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,31.12,count,valid,synthetic_aaa,177,172,5,28.57
AAA-LOGIN_FAILURE_HOURLY-02-31,ACC0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,27.71,count,valid,synthetic_aaa,169,164,5,23.83
AAA-LOGIN_FAILURE_HOURLY-02-32,ACC0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,76.77,count,valid,synthetic_aaa,162,159,3,10.97
AAA-LOGIN_FAILURE_HOURLY-02-33,ACC0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,79.02,count,valid,synthetic_aaa,113,112,1,23.42
AAA-LOGIN_FAILURE_HOURLY-02-34,ACC0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,41.51,count,valid,synthetic_aaa,213,212,1,12.46
AAA-LOGIN_FAILURE_HOURLY-02-35,ACC0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,21.54,count,valid,synthetic_aaa,125,123,2,10.05
AAA-LOGIN_FAILURE_HOURLY-02-36,ACC0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,23.62,count,valid,synthetic_aaa,213,210,3,16.74
AAA-LOGIN_FAILURE_HOURLY-02-37,ACC0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,34.95,count,valid,synthetic_aaa,122,120,2,29.85
AAA-LOGIN_FAILURE_HOURLY-02-38,ACC0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,41.9,count,valid,synthetic_aaa,142,138,4,16.14
AAA-LOGIN_FAILURE_HOURLY-02-39,ACC0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,61.91,count,valid,synthetic_aaa,214,210,4,16.22
AAA-LOGIN_FAILURE_HOURLY-02-40,ACC0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,81.32,count,valid,synthetic_aaa,51,49,2,28.84
AAA-LOGIN_FAILURE_HOURLY-02-41,ACC0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,41.25,count,valid,synthetic_aaa,97,96,1,13.29
AAA-LOGIN_FAILURE_HOURLY-02-42,ACC0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,47.47,count,valid,synthetic_aaa,188,186,2,25.03
AAA-LOGIN_FAILURE_HOURLY-02-43,ACC0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,54.09,count,valid,synthetic_aaa,81,76,5,19.88
AAA-LOGIN_FAILURE_HOURLY-02-44,ACC0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,80.44,count,valid,synthetic_aaa,246,244,2,12.38
AAA-LOGIN_FAILURE_HOURLY-02-45,ACC0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,78.82,count,valid,synthetic_aaa,119,118,1,32.68
AAA-LOGIN_FAILURE_HOURLY-02-46,ACC0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,41.48,count,valid,synthetic_aaa,198,193,5,24.18
AAA-LOGIN_FAILURE_HOURLY-02-47,ACC0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,61.34,count,valid,synthetic_aaa,93,90,3,22.75
AAA-LOGIN_FAILURE_HOURLY-02-48,ACC0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,27.32,count,valid,synthetic_aaa,234,232,2,21.36
AAA-LOGIN_FAILURE_HOURLY-02-49,ACC0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,49.93,count,valid,synthetic_aaa,226,221,5,11.74
AAA-LOGIN_FAILURE_HOURLY-02-50,ACC0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,74.18,count,valid,synthetic_aaa,189,185,4,22.72
AAA-LOGIN_FAILURE_HOURLY-02-51,ACC0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,40.68,count,valid,synthetic_aaa,203,200,3,17.81
AAA-LOGIN_FAILURE_HOURLY-02-52,ACC0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,20.11,count,valid,synthetic_aaa,168,166,2,17.3
AAA-LOGIN_FAILURE_HOURLY-02-53,ACC0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,51.97,count,valid,synthetic_aaa,190,185,5,20.32
AAA-LOGIN_FAILURE_HOURLY-02-54,ACC0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,19.47,count,valid,synthetic_aaa,88,84,4,29.67
AAA-LOGIN_FAILURE_HOURLY-02-55,ACC0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,68.71,count,valid,synthetic_aaa,67,64,3,32.45
AAA-LOGIN_FAILURE_HOURLY-02-56,ACC0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,74.76,count,valid,synthetic_aaa,216,211,5,8.16
AAA-LOGIN_FAILURE_HOURLY-02-57,ACC0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,50.2,count,valid,synthetic_aaa,205,200,5,12.83
AAA-LOGIN_FAILURE_HOURLY-02-58,ACC0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,81.44,count,valid,synthetic_aaa,239,235,4,16.3
AAA-LOGIN_FAILURE_HOURLY-02-59,ACC0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,79.37,count,valid,synthetic_aaa,64,60,4,8.16
AAA-LOGIN_FAILURE_HOURLY-02-60,ACC0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,64.85,count,valid,synthetic_aaa,150,148,2,21.81
AAA-LOGIN_FAILURE_HOURLY-02-61,ACC0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,31.68,count,valid,synthetic_aaa,181,179,2,10.65
AAA-LOGIN_FAILURE_HOURLY-02-62,ACC0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,68.76,count,valid,synthetic_aaa,107,102,5,31.16
AAA-LOGIN_FAILURE_HOURLY-02-63,ACC0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,25.25,count,valid,synthetic_aaa,93,88,5,13.43
AAA-LOGIN_FAILURE_HOURLY-02-64,ACC0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,66.9,count,valid,synthetic_aaa,237,233,4,13.49
AAA-LOGIN_FAILURE_HOURLY-02-65,ACC0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,73.44,count,valid,synthetic_aaa,229,226,3,20.21
AAA-LOGIN_FAILURE_HOURLY-02-66,ACC0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,59.51,count,valid,synthetic_aaa,122,118,4,14.94
AAA-LOGIN_FAILURE_HOURLY-02-67,ACC0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,37.08,count,valid,synthetic_aaa,158,154,4,30.54
AAA-LOGIN_FAILURE_HOURLY-02-68,ACC0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,16.58,count,valid,synthetic_aaa,243,241,2,10.09
AAA-LOGIN_FAILURE_HOURLY-02-69,ACC0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,16.22,count,valid,synthetic_aaa,250,249,1,10.4
AAA-LOGIN_FAILURE_HOURLY-02-70,ACC0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,67.12,count,valid,synthetic_aaa,248,245,3,9.17
AAA-LOGIN_FAILURE_HOURLY-02-71,ACC0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.06,count,valid,synthetic_aaa,204,202,2,19.03
AAA-LOGIN_FAILURE_HOURLY-03-00,ACC0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,84.5,count,valid,synthetic_aaa,169,167,2,18.86
AAA-LOGIN_FAILURE_HOURLY-03-01,ACC0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,30.05,count,valid,synthetic_aaa,74,70,4,24.69
AAA-LOGIN_FAILURE_HOURLY-03-02,ACC0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,21.39,count,valid,synthetic_aaa,56,52,4,7.41
AAA-LOGIN_FAILURE_HOURLY-03-03,ACC0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,56.08,count,valid,synthetic_aaa,242,240,2,6.17
AAA-LOGIN_FAILURE_HOURLY-03-04,ACC0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,58.64,count,valid,synthetic_aaa,126,124,2,13.03
AAA-LOGIN_FAILURE_HOURLY-03-05,ACC0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,37.71,count,valid,synthetic_aaa,198,193,5,9.84
AAA-LOGIN_FAILURE_HOURLY-03-06,ACC0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,31.86,count,valid,synthetic_aaa,167,164,3,28.46
AAA-LOGIN_FAILURE_HOURLY-03-07,ACC0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,70.07,count,valid,synthetic_aaa,142,140,2,28.89
AAA-LOGIN_FAILURE_HOURLY-03-08,ACC0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,82.67,count,valid,synthetic_aaa,71,69,2,25.42
AAA-LOGIN_FAILURE_HOURLY-03-09,ACC0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,40.78,count,valid,synthetic_aaa,192,191,1,8.57
AAA-LOGIN_FAILURE_HOURLY-03-10,ACC0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,52.56,count,valid,synthetic_aaa,96,95,1,21.56
AAA-LOGIN_FAILURE_HOURLY-03-11,ACC0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,84.79,count,valid,synthetic_aaa,249,247,2,20.51
AAA-LOGIN_FAILURE_HOURLY-03-12,ACC0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,74.08,count,valid,synthetic_aaa,110,109,1,33.38
AAA-LOGIN_FAILURE_HOURLY-03-13,ACC0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,31.88,count,valid,synthetic_aaa,173,172,1,14.59
AAA-LOGIN_FAILURE_HOURLY-03-14,ACC0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,64.11,count,valid,synthetic_aaa,198,196,2,31.65
AAA-LOGIN_FAILURE_HOURLY-03-15,ACC0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,58.64,count,valid,synthetic_aaa,198,197,1,13.84
AAA-LOGIN_FAILURE_HOURLY-03-16,ACC0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,25.7,count,valid,synthetic_aaa,161,157,4,21.22
AAA-LOGIN_FAILURE_HOURLY-03-17,ACC0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,49.18,count,valid,synthetic_aaa,111,108,3,10.87
AAA-LOGIN_FAILURE_HOURLY-03-18,ACC0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,44.43,count,valid,synthetic_aaa,72,71,1,24.5
AAA-LOGIN_FAILURE_HOURLY-03-19,ACC0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,40.16,count,valid,synthetic_aaa,53,52,1,16.13
AAA-LOGIN_FAILURE_HOURLY-03-20,ACC0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,51.84,count,valid,synthetic_aaa,173,169,4,10.23
AAA-LOGIN_FAILURE_HOURLY-03-21,ACC0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,71.04,count,valid,synthetic_aaa,128,125,3,17.0
AAA-LOGIN_FAILURE_HOURLY-03-22,ACC0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,64.44,count,valid,synthetic_aaa,101,96,5,24.35
AAA-LOGIN_FAILURE_HOURLY-03-23,ACC0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,82.5,count,valid,synthetic_aaa,51,49,2,22.57
AAA-LOGIN_FAILURE_HOURLY-03-24,ACC0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,74.05,count,valid,synthetic_aaa,96,92,4,17.16
AAA-LOGIN_FAILURE_HOURLY-03-25,ACC0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,15.58,count,valid,synthetic_aaa,122,120,2,12.48
AAA-LOGIN_FAILURE_HOURLY-03-26,ACC0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,79.15,count,valid,synthetic_aaa,168,167,1,31.98
AAA-LOGIN_FAILURE_HOURLY-03-27,ACC0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,24.57,count,valid,synthetic_aaa,189,184,5,6.17
AAA-LOGIN_FAILURE_HOURLY-03-28,ACC0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,76.51,count,valid,synthetic_aaa,133,132,1,9.54
AAA-LOGIN_FAILURE_HOURLY-03-29,ACC0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,72.26,count,valid,synthetic_aaa,106,101,5,33.09
AAA-LOGIN_FAILURE_HOURLY-03-30,ACC0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,30.82,count,valid,synthetic_aaa,89,86,3,21.9
AAA-LOGIN_FAILURE_HOURLY-03-31,ACC0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,72.41,count,valid,synthetic_aaa,101,97,4,21.52
AAA-LOGIN_FAILURE_HOURLY-03-32,ACC0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,60.31,count,valid,synthetic_aaa,120,118,2,5.18
AAA-LOGIN_FAILURE_HOURLY-03-33,ACC0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,79.83,count,valid,synthetic_aaa,172,169,3,32.31
AAA-LOGIN_FAILURE_HOURLY-03-34,ACC0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,24.4,count,valid,synthetic_aaa,98,93,5,30.78
AAA-LOGIN_FAILURE_HOURLY-03-35,ACC0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,63.58,count,valid,synthetic_aaa,80,75,5,24.15
AAA-LOGIN_FAILURE_HOURLY-03-36,ACC0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,59.73,count,valid,synthetic_aaa,65,60,5,14.31
AAA-LOGIN_FAILURE_HOURLY-03-37,ACC0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,62.88,count,valid,synthetic_aaa,196,195,1,17.75
AAA-LOGIN_FAILURE_HOURLY-03-38,ACC0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,58.2,count,valid,synthetic_aaa,53,48,5,33.0
AAA-LOGIN_FAILURE_HOURLY-03-39,ACC0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,78.93,count,valid,synthetic_aaa,127,125,2,34.73
AAA-LOGIN_FAILURE_HOURLY-03-40,ACC0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,63.79,count,valid,synthetic_aaa,247,242,5,18.4
AAA-LOGIN_FAILURE_HOURLY-03-41,ACC0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,36.84,count,valid,synthetic_aaa,198,195,3,18.88
AAA-LOGIN_FAILURE_HOURLY-03-42,ACC0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,19.89,count,valid,synthetic_aaa,179,177,2,17.54
AAA-LOGIN_FAILURE_HOURLY-03-43,ACC0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,82.88,count,valid,synthetic_aaa,202,200,2,12.49
AAA-LOGIN_FAILURE_HOURLY-03-44,ACC0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,70.63,count,valid,synthetic_aaa,224,223,1,5.5
AAA-LOGIN_FAILURE_HOURLY-03-45,ACC0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,67.87,count,valid,synthetic_aaa,161,160,1,11.08
AAA-LOGIN_FAILURE_HOURLY-03-46,ACC0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,61.17,count,valid,synthetic_aaa,219,214,5,21.6
AAA-LOGIN_FAILURE_HOURLY-03-47,ACC0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,55.48,count,valid,synthetic_aaa,209,206,3,34.33
AAA-LOGIN_FAILURE_HOURLY-03-48,ACC0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,75.96,count,valid,synthetic_aaa,204,200,4,12.43
AAA-LOGIN_FAILURE_HOURLY-03-49,ACC0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,30.7,count,valid,synthetic_aaa,109,104,5,18.36
AAA-LOGIN_FAILURE_HOURLY-03-50,ACC0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,64.18,count,valid,synthetic_aaa,86,82,4,11.69
AAA-LOGIN_FAILURE_HOURLY-03-51,ACC0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,51.13,count,valid,synthetic_aaa,87,83,4,9.61
AAA-LOGIN_FAILURE_HOURLY-03-52,ACC0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,76.87,count,valid,synthetic_aaa,129,126,3,13.91
AAA-LOGIN_FAILURE_HOURLY-03-53,ACC0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,64.36,count,valid,synthetic_aaa,191,188,3,27.44
AAA-LOGIN_FAILURE_HOURLY-03-54,ACC0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,79.08,count,valid,synthetic_aaa,175,171,4,14.29
AAA-LOGIN_FAILURE_HOURLY-03-55,ACC0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,47.0,count,valid,synthetic_aaa,188,186,2,23.3
AAA-LOGIN_FAILURE_HOURLY-03-56,ACC0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,76.14,count,valid,synthetic_aaa,210,207,3,25.16
AAA-LOGIN_FAILURE_HOURLY-03-57,ACC0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,73.58,count,valid,synthetic_aaa,178,177,1,32.39
AAA-LOGIN_FAILURE_HOURLY-03-58,ACC0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,59.9,count,valid,synthetic_aaa,131,127,4,17.54
AAA-LOGIN_FAILURE_HOURLY-03-59,ACC0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,24.33,count,valid,synthetic_aaa,117,113,4,13.91
AAA-LOGIN_FAILURE_HOURLY-03-60,ACC0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,50.37,count,valid,synthetic_aaa,176,174,2,19.13
AAA-LOGIN_FAILURE_HOURLY-03-61,ACC0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,49.87,count,valid,synthetic_aaa,84,79,5,10.38
AAA-LOGIN_FAILURE_HOURLY-03-62,ACC0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,59.23,count,valid,synthetic_aaa,60,57,3,10.11
AAA-LOGIN_FAILURE_HOURLY-03-63,ACC0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,41.45,count,valid,synthetic_aaa,192,189,3,29.45
AAA-LOGIN_FAILURE_HOURLY-03-64,ACC0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,37.23,count,valid,synthetic_aaa,129,128,1,10.54
AAA-LOGIN_FAILURE_HOURLY-03-65,ACC0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,26.3,count,valid,synthetic_aaa,102,100,2,11.77
AAA-LOGIN_FAILURE_HOURLY-03-66,ACC0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,19.35,count,valid,synthetic_aaa,91,86,5,16.34
AAA-LOGIN_FAILURE_HOURLY-03-67,ACC0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,45.1,count,valid,synthetic_aaa,223,222,1,28.74
AAA-LOGIN_FAILURE_HOURLY-03-68,ACC0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,72.18,count,valid,synthetic_aaa,68,63,5,11.54
AAA-LOGIN_FAILURE_HOURLY-03-69,ACC0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,52.34,count,valid,synthetic_aaa,203,202,1,24.88
AAA-LOGIN_FAILURE_HOURLY-03-70,ACC0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,58.99,count,valid,synthetic_aaa,50,45,5,25.71
AAA-LOGIN_FAILURE_HOURLY-03-71,ACC0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,38.36,count,valid,synthetic_aaa,100,97,3,12.14
AAA-LOGIN_FAILURE_HOURLY-04-00,ACC0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,43.34,count,valid,synthetic_aaa,204,203,1,33.69
AAA-LOGIN_FAILURE_HOURLY-04-01,ACC0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,83.27,count,valid,synthetic_aaa,125,122,3,33.84
AAA-LOGIN_FAILURE_HOURLY-04-02,ACC0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,18.15,count,valid,synthetic_aaa,119,114,5,11.9
AAA-LOGIN_FAILURE_HOURLY-04-03,ACC0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,65.78,count,valid,synthetic_aaa,118,114,4,8.97
AAA-LOGIN_FAILURE_HOURLY-04-04,ACC0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,72.71,count,valid,synthetic_aaa,140,136,4,31.66
AAA-LOGIN_FAILURE_HOURLY-04-05,ACC0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,35.56,count,valid,synthetic_aaa,68,67,1,21.66
AAA-LOGIN_FAILURE_HOURLY-04-06,ACC0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,49.99,count,valid,synthetic_aaa,115,113,2,6.21
AAA-LOGIN_FAILURE_HOURLY-04-07,ACC0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,83.51,count,valid,synthetic_aaa,145,144,1,8.56
AAA-LOGIN_FAILURE_HOURLY-04-08,ACC0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,70.23,count,valid,synthetic_aaa,217,214,3,32.78
AAA-LOGIN_FAILURE_HOURLY-04-09,ACC0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,43.09,count,valid,synthetic_aaa,180,175,5,33.71
AAA-LOGIN_FAILURE_HOURLY-04-10,ACC0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,72.76,count,valid,synthetic_aaa,95,90,5,7.7
AAA-LOGIN_FAILURE_HOURLY-04-11,ACC0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,48.02,count,valid,synthetic_aaa,238,236,2,14.75
AAA-LOGIN_FAILURE_HOURLY-04-12,ACC0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,61.38,count,valid,synthetic_aaa,166,163,3,22.02
