concurrent_session_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-CONCURRENT_SESSION_HOURLY-02-04,ACC0013,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,52.2,count,valid,synthetic_aaa,154,151,3,28.06
AAA-CONCURRENT_SESSION_HOURLY-02-05,ACC0013,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,38.39,count,valid,synthetic_aaa,165,164,1,12.96
AAA-CONCURRENT_SESSION_HOURLY-02-06,ACC0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,33.06,count,valid,synthetic_aaa,165,162,3,16.31
AAA-CONCURRENT_SESSION_HOURLY-02-07,ACC0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,74.62,count,valid,synthetic_aaa,105,100,5,9.79
AAA-CONCURRENT_SESSION_HOURLY-02-08,ACC0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,19.82,count,valid,synthetic_aaa,179,174,5,34.12
AAA-CONCURRENT_SESSION_HOURLY-02-09,ACC0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,35.59,count,valid,synthetic_aaa,113,112,1,15.22
AAA-CONCURRENT_SESSION_HOURLY-02-10,ACC0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,34.0,count,valid,synthetic_aaa,190,185,5,29.76
AAA-CONCURRENT_SESSION_HOURLY-02-11,ACC0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.95,count,valid,synthetic_aaa,58,53,5,26.45
AAA-CONCURRENT_SESSION_HOURLY-02-12,ACC0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,37.3,count,valid,synthetic_aaa,61,59,2,8.37
AAA-CONCURRENT_SESSION_HOURLY-02-13,ACC0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,23.13,count,valid,synthetic_aaa,184,183,1,22.02
AAA-CONCURRENT_SESSION_HOURLY-02-14,ACC0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,71.2,count,valid,synthetic_aaa,203,201,2,23.41
AAA-CONCURRENT_SESSION_HOURLY-02-15,ACC0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,83.38,count,valid,synthetic_aaa,246,245,1,8.24
AAA-CONCURRENT_SESSION_HOURLY-02-16,ACC0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,53.64,count,valid,synthetic_aaa,179,175,4,15.38
AAA-CONCURRENT_SESSION_HOURLY-02-17,ACC0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,65.42,count,valid,synthetic_aaa,174,172,2,7.06
AAA-CONCURRENT_SESSION_HOURLY-02-18,ACC0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,67.15,count,valid,synthetic_aaa,218,214,4,11.85
AAA-CONCURRENT_SESSION_HOURLY-02-19,ACC0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,28.44,count,valid,synthetic_aaa,206,205,1,24.02
AAA-CONCURRENT_SESSION_HOURLY-02-20,ACC0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,35.72,count,valid,synthetic_aaa,76,74,2,17.22
AAA-CONCURRENT_SESSION_HOURLY-02-21,ACC0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,16.05,count,valid,synthetic_aaa,137,134,3,16.88
AAA-CONCURRENT_SESSION_HOURLY-02-22,ACC0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,60.83,count,valid,synthetic_aaa,159,158,1,25.48
AAA-CONCURRENT_SESSION_HOURLY-02-23,ACC0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,53.9,count,valid,synthetic_aaa,58,56,2,13.68
AAA-CONCURRENT_SESSION_HOURLY-02-24,ACC0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,53.77,count,valid,synthetic_aaa,77,76,1,23.29
AAA-CONCURRENT_SESSION_HOURLY-02-25,ACC0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,24.12,count,valid,synthetic_aaa,130,128,2,8.84
AAA-CONCURRENT_SESSION_HOURLY-02-26,ACC0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,42.12,count,valid,synthetic_aaa,194,190,4,22.86
AAA-CONCURRENT_SESSION_HOURLY-02-27,ACC0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,21.46,count,valid,synthetic_aaa,211,210,1,30.68
AAA-CONCURRENT_SESSION_HOURLY-02-28,ACC0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,72.06,count,valid,synthetic_aaa,76,74,2,28.56
AAA-CONCURRENT_SESSION_HOURLY-02-29,ACC0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,78.47,count,valid,synthetic_aaa,223,222,1,10.77
AAA-CONCURRENT_SESSION_HOURLY-02-30,ACC0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,77.44,count,valid,synthetic_aaa,81,76,5,30.77
AAA-CONCURRENT_SESSION_HOURLY-02-31,ACC0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,78.67,count,valid,synthetic_aaa,239,237,2,13.06
AAA-CONCURRENT_SESSION_HOURLY-02-32,ACC0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,33.59,count,valid,synthetic_aaa,108,104,4,32.31
AAA-CONCURRENT_SESSION_HOURLY-02-33,ACC0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,76.8,count,valid,synthetic_aaa,124,119,5,30.25
AAA-CONCURRENT_SESSION_HOURLY-02-34,ACC0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,35.46,count,valid,synthetic_aaa,132,128,4,22.97
AAA-CONCURRENT_SESSION_HOURLY-02-35,ACC0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,51.0,count,valid,synthetic_aaa,56,54,2,18.47
AAA-CONCURRENT_SESSION_HOURLY-02-36,ACC0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,67.44,count,valid,synthetic_aaa,188,186,2,5.51
AAA-CONCURRENT_SESSION_HOURLY-02-37,ACC0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,32.79,count,valid,synthetic_aaa,231,229,2,12.46
AAA-CONCURRENT_SESSION_HOURLY-02-38,ACC0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,76.02,count,valid,synthetic_aaa,184,183,1,32.12
AAA-CONCURRENT_SESSION_HOURLY-02-39,ACC0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,78.41,count,valid,synthetic_aaa,178,173,5,12.28
AAA-CONCURRENT_SESSION_HOURLY-02-40,ACC0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,72.26,count,valid,synthetic_aaa,201,198,3,11.4
AAA-CONCURRENT_SESSION_HOURLY-02-41,ACC0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,61.05,count,valid,synthetic_aaa,71,67,4,34.13
AAA-CONCURRENT_SESSION_HOURLY-02-42,ACC0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,31.19,count,valid,synthetic_aaa,170,169,1,29.7
AAA-CONCURRENT_SESSION_HOURLY-02-43,ACC0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,30.77,count,valid,synthetic_aaa,179,174,5,17.73
AAA-CONCURRENT_SESSION_HOURLY-02-44,ACC0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,43.91,count,valid,synthetic_aaa,200,198,2,33.59
AAA-CONCURRENT_SESSION_HOURLY-02-45,ACC0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,78.63,count,valid,synthetic_aaa,181,176,5,13.93
AAA-CONCURRENT_SESSION_HOURLY-02-46,ACC0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,25.88,count,valid,synthetic_aaa,179,174,5,17.23
AAA-CONCURRENT_SESSION_HOURLY-02-47,ACC0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,57.76,count,valid,synthetic_aaa,109,106,3,21.66
AAA-CONCURRENT_SESSION_HOURLY-02-48,ACC0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,42.48,count,valid,synthetic_aaa,185,181,4,21.81
AAA-CONCURRENT_SESSION_HOURLY-02-49,ACC0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,79.6,count,valid,synthetic_aaa,247,242,5,9.34
AAA-CONCURRENT_SESSION_HOURLY-02-50,ACC0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,36.56,count,valid,synthetic_aaa,94,91,3,12.66
AAA-CONCURRENT_SESSION_HOURLY-02-51,ACC0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,84.33,count,valid,synthetic_aaa,81,76,5,27.72
AAA-CONCURRENT_SESSION_HOURLY-02-52,ACC0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,66.21,count,valid,synthetic_aaa,99,97,2,6.39
AAA-CONCURRENT_SESSION_HOURLY-02-53,ACC0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,39.45,count,valid,synthetic_aaa,124,122,2,24.38
AAA-CONCURRENT_SESSION_HOURLY-02-54,ACC0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,60.56,count,valid,synthetic_aaa,70,65,5,21.83
AAA-CONCURRENT_SESSION_HOURLY-02-55,ACC0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,67.32,count,valid,synthetic_aaa,208,206,2,27.41
AAA-CONCURRENT_SESSION_HOURLY-02-56,ACC0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,63.09,count,valid,synthetic_aaa,198,197,1,9.3
AAA-CONCURRENT_SESSION_HOURLY-02-57,ACC0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,39.69,count,valid,synthetic_aaa,239,235,4,34.52
AAA-CONCURRENT_SESSION_HOURLY-02-58,ACC0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,31.07,count,valid,synthetic_aaa,106,103,3,26.24
AAA-CONCURRENT_SESSION_HOURLY-02-59,ACC0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,72.63,count,valid,synthetic_aaa,221,218,3,8.71
AAA-CONCURRENT_SESSION_HOURLY-02-60,ACC0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,27.01,count,valid,synthetic_aaa,114,111,3,26.93
AAA-CONCURRENT_SESSION_HOURLY-02-61,ACC0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,55.93,count,valid,synthetic_aaa,119,115,4,19.56
AAA-CONCURRENT_SESSION_HOURLY-02-62,ACC0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,45.47,count,valid,synthetic_aaa,197,192,5,9.1
AAA-CONCURRENT_SESSION_HOURLY-02-63,ACC0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,33.76,count,valid,synthetic_aaa,78,77,1,11.99
AAA-CONCURRENT_SESSION_HOURLY-02-64,ACC0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,24.31,count,valid,synthetic_aaa,143,140,3,32.34
AAA-CONCURRENT_SESSION_HOURLY-02-65,ACC0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,65.08,count,valid,synthetic_aaa,110,108,2,13.6
AAA-CONCURRENT_SESSION_HOURLY-02-66,ACC0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,55.16,count,valid,synthetic_aaa,152,148,4,16.95
AAA-CONCURRENT_SESSION_HOURLY-02-67,ACC0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,82.18,count,valid,synthetic_aaa,127,125,2,20.35
AAA-CONCURRENT_SESSION_HOURLY-02-68,ACC0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,75.62,count,valid,synthetic_aaa,51,47,4,28.76
AAA-CONCURRENT_SESSION_HOURLY-02-69,ACC0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,84.13,count,valid,synthetic_aaa,58,54,4,17.36
AAA-CONCURRENT_SESSION_HOURLY-02-70,ACC0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,51.32,count,valid,synthetic_aaa,69,66,3,33.42
AAA-CONCURRENT_SESSION_HOURLY-02-71,ACC0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,73.72,count,valid,synthetic_aaa,161,160,1,8.45
AAA-CONCURRENT_SESSION_HOURLY-03-00,ACC0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,57.31,count,valid,synthetic_aaa,72,69,3,7.5
AAA-CONCURRENT_SESSION_HOURLY-03-01,ACC0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,37.14,count,valid,synthetic_aaa,71,67,4,13.82
AAA-CONCURRENT_SESSION_HOURLY-03-02,ACC0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,60.39,count,valid,synthetic_aaa,230,229,1,13.36
AAA-CONCURRENT_SESSION_HOURLY-03-03,ACC0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,69.37,count,valid,synthetic_aaa,200,199,1,8.22
AAA-CONCURRENT_SESSION_HOURLY-03-04,ACC0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,53.6,count,valid,synthetic_aaa,212,208,4,27.45
AAA-CONCURRENT_SESSION_HOURLY-03-05,ACC0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,72.71,count,valid,synthetic_aaa,184,179,5,18.56
AAA-CONCURRENT_SESSION_HOURLY-03-06,ACC0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,57.12,count,valid,synthetic_aaa,122,118,4,10.76
AAA-CONCURRENT_SESSION_HOURLY-03-07,ACC0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,23.45,count,valid,synthetic_aaa,99,94,5,7.02
AAA-CONCURRENT_SESSION_HOURLY-03-08,ACC0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,80.83,count,valid,synthetic_aaa,232,227,5,34.17
AAA-CONCURRENT_SESSION_HOURLY-03-09,ACC0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,75.04,count,valid,synthetic_aaa,141,137,4,16.35
AAA-CONCURRENT_SESSION_HOURLY-03-10,ACC0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,21.21,count,valid,synthetic_aaa,215,212,3,12.51
AAA-CONCURRENT_SESSION_HOURLY-03-11,ACC0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,54.08,count,valid,synthetic_aaa,186,182,4,13.22
AAA-CONCURRENT_SESSION_HOURLY-03-12,ACC0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,36.85,count,valid,synthetic_aaa,162,157,5,33.43
AAA-CONCURRENT_SESSION_HOURLY-03-13,ACC0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,21.4,count,valid,synthetic_aaa,222,218,4,34.9
AAA-CONCURRENT_SESSION_HOURLY-03-14,ACC0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,75.06,count,valid,synthetic_aaa,62,59,3,33.97
AAA-CONCURRENT_SESSION_HOURLY-03-15,ACC0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,55.29,count,valid,synthetic_aaa,109,105,4,34.34
AAA-CONCURRENT_SESSION_HOURLY-03-16,ACC0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,72.57,count,valid,synthetic_aaa,147,144,3,31.66
AAA-CONCURRENT_SESSION_HOURLY-03-17,ACC0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,28.96,count,valid,synthetic_aaa,73,70,3,33.81
AAA-CONCURRENT_SESSION_HOURLY-03-18,ACC0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,55.21,count,valid,synthetic_aaa,172,167,5,23.25
AAA-CONCURRENT_SESSION_HOURLY-03-19,ACC0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,81.97,count,valid,synthetic_aaa,179,178,1,23.87
AAA-CONCURRENT_SESSION_HOURLY-03-20,ACC0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,70.37,count,valid,synthetic_aaa,80,75,5,14.93
AAA-CONCURRENT_SESSION_HOURLY-03-21,ACC0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,69.66,count,valid,synthetic_aaa,84,82,2,24.25
AAA-CONCURRENT_SESSION_HOURLY-03-22,ACC0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,46.92,count,valid,synthetic_aaa,78,74,4,15.03
AAA-CONCURRENT_SESSION_HOURLY-03-23,ACC0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,52.65,count,valid,synthetic_aaa,200,199,1,15.75
AAA-CONCURRENT_SESSION_HOURLY-03-24,ACC0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,46.42,count,valid,synthetic_aaa,127,123,4,27.99
AAA-CONCURRENT_SESSION_HOURLY-03-25,ACC0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,74.53,count,valid,synthetic_aaa,88,87,1,34.44
AAA-CONCURRENT_SESSION_HOURLY-03-26,ACC0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,67.72,count,valid,synthetic_aaa,143,138,5,25.76
AAA-CONCURRENT_SESSION_HOURLY-03-27,ACC0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,56.16,count,valid,synthetic_aaa,178,177,1,29.04
AAA-CONCURRENT_SESSION_HOURLY-03-28,ACC0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,80.34,count,valid,synthetic_aaa,83,81,2,33.66
AAA-CONCURRENT_SESSION_HOURLY-03-29,ACC0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,43.69,count,valid,synthetic_aaa,64,61,3,5.35
AAA-CONCURRENT_SESSION_HOURLY-03-30,ACC0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,41.9,count,valid,synthetic_aaa,147,143,4,9.34
AAA-CONCURRENT_SESSION_HOURLY-03-31,ACC0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,28.45,count,valid,synthetic_aaa,224,222,2,27.86
AAA-CONCURRENT_SESSION_HOURLY-03-32,ACC0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,27.83,count,valid,synthetic_aaa,66,61,5,25.89
AAA-CONCURRENT_SESSION_HOURLY-03-33,ACC0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,37.72,count,valid,synthetic_aaa,204,202,2,34.34
AAA-CONCURRENT_SESSION_HOURLY-03-34,ACC0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,83.71,count,valid,synthetic_aaa,126,121,5,27.88
AAA-CONCURRENT_SESSION_HOURLY-03-35,ACC0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,79.13,count,valid,synthetic_aaa,231,230,1,11.51
AAA-CONCURRENT_SESSION_HOURLY-03-36,ACC0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,72.39,count,valid,synthetic_aaa,105,101,4,25.99
AAA-CONCURRENT_SESSION_HOURLY-03-37,ACC0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,45.41,count,valid,synthetic_aaa,218,217,1,13.84
AAA-CONCURRENT_SESSION_HOURLY-03-38,ACC0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,33.81,count,valid,synthetic_aaa,102,101,1,12.48
AAA-CONCURRENT_SESSION_HOURLY-03-39,ACC0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,76.47,count,valid,synthetic_aaa,173,171,2,12.15
AAA-CONCURRENT_SESSION_HOURLY-03-40,ACC0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,16.83,count,valid,synthetic_aaa,181,176,5,9.7
AAA-CONCURRENT_SESSION_HOURLY-03-41,ACC0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,60.36,count,valid,synthetic_aaa,182,178,4,14.2
AAA-CONCURRENT_SESSION_HOURLY-03-42,ACC0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,15.36,count,valid,synthetic_aaa,100,99,1,22.02
AAA-CONCURRENT_SESSION_HOURLY-03-43,ACC0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,52.33,count,valid,synthetic_aaa,236,235,1,34.86
AAA-CONCURRENT_SESSION_HOURLY-03-44,ACC0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,57.04,count,valid,synthetic_aaa,217,212,5,13.38
AAA-CONCURRENT_SESSION_HOURLY-03-45,ACC0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,15.49,count,valid,synthetic_aaa,247,245,2,11.72
AAA-CONCURRENT_SESSION_HOURLY-03-46,ACC0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,28.16,count,valid,synthetic_aaa,204,200,4,30.35
AAA-CONCURRENT_SESSION_HOURLY-03-47,ACC0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,53.16,count,valid,synthetic_aaa,56,54,2,30.2
AAA-CONCURRENT_SESSION_HOURLY-03-48,ACC0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,83.54,count,valid,synthetic_aaa,177,174,3,29.22
AAA-CONCURRENT_SESSION_HOURLY-03-49,ACC0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,62.56,count,valid,synthetic_aaa,103,98,5,8.34
AAA-CONCURRENT_SESSION_HOURLY-03-50,ACC0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,54.08,count,valid,synthetic_aaa,69,67,2,33.69
AAA-CONCURRENT_SESSION_HOURLY-03-51,ACC0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,38.96,count,valid,synthetic_aaa,224,220,4,17.16
AAA-CONCURRENT_SESSION_HOURLY-03-52,ACC0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,69.18,count,valid,synthetic_aaa,233,229,4,28.46
AAA-CONCURRENT_SESSION_HOURLY-03-53,ACC0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,83.52,count,valid,synthetic_aaa,76,74,2,27.22
AAA-CONCURRENT_SESSION_HOURLY-03-54,ACC0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,63.7,count,valid,synthetic_aaa,236,235,1,14.29
AAA-CONCURRENT_SESSION_HOURLY-03-55,ACC0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,19.81,count,valid,synthetic_aaa,107,103,4,17.7
AAA-CONCURRENT_SESSION_HOURLY-03-56,ACC0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,41.35,count,valid,synthetic_aaa,240,237,3,8.44
AAA-CONCURRENT_SESSION_HOURLY-03-57,ACC0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,81.06,count,valid,synthetic_aaa,121,119,2,31.57
AAA-CONCURRENT_SESSION_HOURLY-03-58,ACC0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,79.81,count,valid,synthetic_aaa,209,204,5,23.3
AAA-CONCURRENT_SESSION_HOURLY-03-59,ACC0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,42.2,count,valid,synthetic_aaa,62,57,5,17.91
AAA-CONCURRENT_SESSION_HOURLY-03-60,ACC0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,23.33,count,valid,synthetic_aaa,227,224,3,17.74
AAA-CONCURRENT_SESSION_HOURLY-03-61,ACC0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,17.41,count,valid,synthetic_aaa,87,84,3,10.41
AAA-CONCURRENT_SESSION_HOURLY-03-62,ACC0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,71.7,count,valid,synthetic_aaa,222,220,2,14.04
AAA-CONCURRENT_SESSION_HOURLY-03-63,ACC0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,31.98,count,valid,synthetic_aaa,131,130,1,32.28
AAA-CONCURRENT_SESSION_HOURLY-03-64,ACC0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,36.49,count,valid,synthetic_aaa,83,78,5,33.35
AAA-CONCURRENT_SESSION_HOURLY-03-65,ACC0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,63.74,count,valid,synthetic_aaa,131,127,4,18.3
AAA-CONCURRENT_SESSION_HOURLY-03-66,ACC0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,17.95,count,valid,synthetic_aaa,117,116,1,11.27
AAA-CONCURRENT_SESSION_HOURLY-03-67,ACC0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,66.15,count,valid,synthetic_aaa,110,107,3,25.21
AAA-CONCURRENT_SESSION_HOURLY-03-68,ACC0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,30.85,count,valid,synthetic_aaa,129,126,3,34.95
AAA-CONCURRENT_SESSION_HOURLY-03-69,ACC0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,39.72,count,valid,synthetic_aaa,163,162,1,12.95
AAA-CONCURRENT_SESSION_HOURLY-03-70,ACC0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,70.47,count,valid,synthetic_aaa,234,230,4,26.28
AAA-CONCURRENT_SESSION_HOURLY-03-71,ACC0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,62.91,count,valid,synthetic_aaa,84,80,4,31.36
AAA-CONCURRENT_SESSION_HOURLY-04-00,ACC0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,40.5,count,valid,synthetic_aaa,92,90,2,11.1
AAA-CONCURRENT_SESSION_HOURLY-04-01,ACC0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,40.23,count,valid,synthetic_aaa,225,224,1,11.08
AAA-CONCURRENT_SESSION_HOURLY-04-02,ACC0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,80.59,count,valid,synthetic_aaa,238,237,1,5.52
AAA-CONCURRENT_SESSION_HOURLY-04-03,ACC0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,63.79,count,valid,synthetic_aaa,114,111,3,24.17
AAA-CONCURRENT_SESSION_HOURLY-04-04,ACC0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,40.98,count,valid,synthetic_aaa,242,238,4,11.88
AAA-CONCURRENT_SESSION_HOURLY-04-05,ACC0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,40.97,count,valid,synthetic_aaa,90,89,1,26.49
AAA-CONCURRENT_SESSION_HOURLY-04-06,ACC0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,25.07,count,valid,synthetic_aaa,224,222,2,23.77
AAA-CONCURRENT_SESSION_HOURLY-04-07,ACC0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,52.27,count,valid,synthetic_aaa,225,224,1,24.32
AAA-CONCURRENT_SESSION_HOURLY-04-08,ACC0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,50.18,count,valid,synthetic_aaa,136,131,5,34.1
