radius_reject_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-RADIUS_REJECT_HOURLY-02-08,ACC0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,67.85,count,valid,synthetic_aaa,131,126,5,17.88
AAA-RADIUS_REJECT_HOURLY-02-09,ACC0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,23.71,count,valid,synthetic_aaa,179,177,2,26.2
AAA-RADIUS_REJECT_HOURLY-02-10,ACC0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,72.28,count,valid,synthetic_aaa,104,103,1,12.59
AAA-RADIUS_REJECT_HOURLY-02-11,ACC0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,68.65,count,valid,synthetic_aaa,225,221,4,10.53
AAA-RADIUS_REJECT_HOURLY-02-12,ACC0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,30.92,count,valid,synthetic_aaa,79,78,1,33.04
AAA-RADIUS_REJECT_HOURLY-02-13,ACC0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,31.67,count,valid,synthetic_aaa,76,71,5,10.02
AAA-RADIUS_REJECT_HOURLY-02-14,ACC0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,65.26,count,valid,synthetic_aaa,122,118,4,18.39
AAA-RADIUS_REJECT_HOURLY-02-15,ACC0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,57.25,count,valid,synthetic_aaa,184,183,1,18.32
AAA-RADIUS_REJECT_HOURLY-02-16,ACC0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,58.01,count,valid,synthetic_aaa,116,115,1,13.55
AAA-RADIUS_REJECT_HOURLY-02-17,ACC0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,78.68,count,valid,synthetic_aaa,131,128,3,30.99
AAA-RADIUS_REJECT_HOURLY-02-18,ACC0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,44.56,count,valid,synthetic_aaa,154,152,2,28.91
AAA-RADIUS_REJECT_HOURLY-02-19,ACC0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,33.53,count,valid,synthetic_aaa,124,122,2,20.82
AAA-RADIUS_REJECT_HOURLY-02-20,ACC0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,31.3,count,valid,synthetic_aaa,249,247,2,24.28
AAA-RADIUS_REJECT_HOURLY-02-21,ACC0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,28.59,count,valid,synthetic_aaa,72,71,1,21.02
AAA-RADIUS_REJECT_HOURLY-02-22,ACC0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,17.79,count,valid,synthetic_aaa,119,117,2,25.07
AAA-RADIUS_REJECT_HOURLY-02-23,ACC0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,43.15,count,valid,synthetic_aaa,219,218,1,25.0
AAA-RADIUS_REJECT_HOURLY-02-24,ACC0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,47.93,count,valid,synthetic_aaa,250,249,1,16.48
AAA-RADIUS_REJECT_HOURLY-02-25,ACC0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,25.91,count,valid,synthetic_aaa,196,192,4,22.22
AAA-RADIUS_REJECT_HOURLY-02-26,ACC0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,38.28,count,valid,synthetic_aaa,58,53,5,32.56
AAA-RADIUS_REJECT_HOURLY-02-27,ACC0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,46.98,count,valid,synthetic_aaa,236,235,1,27.5
AAA-RADIUS_REJECT_HOURLY-02-28,ACC0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,51.75,count,valid,synthetic_aaa,109,104,5,19.55
AAA-RADIUS_REJECT_HOURLY-02-29,ACC0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,39.55,count,valid,synthetic_aaa,84,83,1,20.34
AAA-RADIUS_REJECT_HOURLY-02-30,ACC0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,35.05,count,valid,synthetic_aaa,90,89,1,25.0
AAA-RADIUS_REJECT_HOURLY-02-31,ACC0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,43.24,count,valid,synthetic_aaa,165,163,2,22.56
AAA-RADIUS_REJECT_HOURLY-02-32,ACC0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,30.13,count,valid,synthetic_aaa,102,97,5,17.48
AAA-RADIUS_REJECT_HOURLY-02-33,ACC0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,18.72,count,valid,synthetic_aaa,72,71,1,32.37
AAA-RADIUS_REJECT_HOURLY-02-34,ACC0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,26.06,count,valid,synthetic_aaa,234,232,2,31.29
AAA-RADIUS_REJECT_HOURLY-02-35,ACC0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,21.97,count,valid,synthetic_aaa,65,60,5,10.16
AAA-RADIUS_REJECT_HOURLY-02-36,ACC0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,26.84,count,valid,synthetic_aaa,53,52,1,12.85
AAA-RADIUS_REJECT_HOURLY-02-37,ACC0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,30.42,count,valid,synthetic_aaa,146,144,2,34.28
AAA-RADIUS_REJECT_HOURLY-02-38,ACC0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,71.48,count,valid,synthetic_aaa,172,169,3,15.93
AAA-RADIUS_REJECT_HOURLY-02-39,ACC0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,33.51,count,valid,synthetic_aaa,229,227,2,24.44
AAA-RADIUS_REJECT_HOURLY-02-40,ACC0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,60.76,count,valid,synthetic_aaa,146,141,5,5.82
AAA-RADIUS_REJECT_HOURLY-02-41,ACC0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,72.86,count,valid,synthetic_aaa,220,217,3,13.75
AAA-RADIUS_REJECT_HOURLY-02-42,ACC0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,52.68,count,valid,synthetic_aaa,246,241,5,12.09
AAA-RADIUS_REJECT_HOURLY-02-43,ACC0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,64.95,count,valid,synthetic_aaa,152,149,3,22.66
AAA-RADIUS_REJECT_HOURLY-02-44,ACC0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,68.59,count,valid,synthetic_aaa,60,55,5,5.25
AAA-RADIUS_REJECT_HOURLY-02-45,ACC0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,82.63,count,valid,synthetic_aaa,198,193,5,9.59
AAA-RADIUS_REJECT_HOURLY-02-46,ACC0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,15.41,count,valid,synthetic_aaa,139,138,1,16.91
AAA-RADIUS_REJECT_HOURLY-02-47,ACC0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,44.61,count,valid,synthetic_aaa,199,194,5,31.58
AAA-RADIUS_REJECT_HOURLY-02-48,ACC0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,36.21,count,valid,synthetic_aaa,230,227,3,22.22
AAA-RADIUS_REJECT_HOURLY-02-49,ACC0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,77.68,count,valid,synthetic_aaa,220,219,1,22.04
AAA-RADIUS_REJECT_HOURLY-02-50,ACC0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,44.91,count,valid,synthetic_aaa,220,219,1,14.55
AAA-RADIUS_REJECT_HOURLY-02-51,ACC0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,74.52,count,valid,synthetic_aaa,153,150,3,25.26
AAA-RADIUS_REJECT_HOURLY-02-52,ACC0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,51.81,count,valid,synthetic_aaa,245,243,2,11.94
AAA-RADIUS_REJECT_HOURLY-02-53,ACC0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,74.14,count,valid,synthetic_aaa,224,223,1,32.83
AAA-RADIUS_REJECT_HOURLY-02-54,ACC0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,51.53,count,valid,synthetic_aaa,78,76,2,24.26
AAA-RADIUS_REJECT_HOURLY-02-55,ACC0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,45.79,count,valid,synthetic_aaa,95,93,2,31.8
AAA-RADIUS_REJECT_HOURLY-02-56,ACC0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,78.92,count,valid,synthetic_aaa,110,105,5,24.3
AAA-RADIUS_REJECT_HOURLY-02-57,ACC0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,37.98,count,valid,synthetic_aaa,148,143,5,28.39
AAA-RADIUS_REJECT_HOURLY-02-58,ACC0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,19.68,count,valid,synthetic_aaa,192,191,1,11.19
AAA-RADIUS_REJECT_HOURLY-02-59,ACC0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,23.24,count,valid,synthetic_aaa,131,127,4,8.13
AAA-RADIUS_REJECT_HOURLY-02-60,ACC0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,71.65,count,valid,synthetic_aaa,161,156,5,14.83
AAA-RADIUS_REJECT_HOURLY-02-61,ACC0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,27.66,count,valid,synthetic_aaa,132,127,5,12.2
AAA-RADIUS_REJECT_HOURLY-02-62,ACC0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,70.73,count,valid,synthetic_aaa,214,212,2,33.25
AAA-RADIUS_REJECT_HOURLY-02-63,ACC0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,25.01,count,valid,synthetic_aaa,229,228,1,12.23
AAA-RADIUS_REJECT_HOURLY-02-64,ACC0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,29.96,count,valid,synthetic_aaa,121,120,1,11.1
AAA-RADIUS_REJECT_HOURLY-02-65,ACC0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,69.24,count,valid,synthetic_aaa,99,95,4,10.51
AAA-RADIUS_REJECT_HOURLY-02-66,ACC0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,37.0,count,valid,synthetic_aaa,88,85,3,23.34
AAA-RADIUS_REJECT_HOURLY-02-67,ACC0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,29.35,count,valid,synthetic_aaa,89,85,4,6.18
AAA-RADIUS_REJECT_HOURLY-02-68,ACC0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,41.75,count,valid,synthetic_aaa,242,239,3,14.0
AAA-RADIUS_REJECT_HOURLY-02-69,ACC0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,22.67,count,valid,synthetic_aaa,154,152,2,22.78
AAA-RADIUS_REJECT_HOURLY-02-70,ACC0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,78.36,count,valid,synthetic_aaa,137,132,5,23.02
AAA-RADIUS_REJECT_HOURLY-02-71,ACC0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,49.16,count,valid,synthetic_aaa,231,230,1,29.94
AAA-RADIUS_REJECT_HOURLY-03-00,ACC0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,33.96,count,valid,synthetic_aaa,192,190,2,23.1
AAA-RADIUS_REJECT_HOURLY-03-01,ACC0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,32.75,count,valid,synthetic_aaa,92,87,5,28.66
AAA-RADIUS_REJECT_HOURLY-03-02,ACC0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,80.05,count,valid,synthetic_aaa,157,156,1,5.26
AAA-RADIUS_REJECT_HOURLY-03-03,ACC0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,63.95,count,valid,synthetic_aaa,239,238,1,32.74
AAA-RADIUS_REJECT_HOURLY-03-04,ACC0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,27.59,count,valid,synthetic_aaa,144,140,4,6.65
AAA-RADIUS_REJECT_HOURLY-03-05,ACC0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,31.28,count,valid,synthetic_aaa,188,186,2,22.43
AAA-RADIUS_REJECT_HOURLY-03-06,ACC0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,67.06,count,valid,synthetic_aaa,182,181,1,20.84
AAA-RADIUS_REJECT_HOURLY-03-07,ACC0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,37.03,count,valid,synthetic_aaa,159,158,1,33.27
AAA-RADIUS_REJECT_HOURLY-03-08,ACC0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,31.18,count,valid,synthetic_aaa,230,226,4,18.34
AAA-RADIUS_REJECT_HOURLY-03-09,ACC0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,83.76,count,valid,synthetic_aaa,115,113,2,5.42
AAA-RADIUS_REJECT_HOURLY-03-10,ACC0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,63.92,count,valid,synthetic_aaa,70,65,5,21.53
AAA-RADIUS_REJECT_HOURLY-03-11,ACC0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,77.47,count,valid,synthetic_aaa,171,166,5,24.65
AAA-RADIUS_REJECT_HOURLY-03-12,ACC0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,64.26,count,valid,synthetic_aaa,111,110,1,15.25
AAA-RADIUS_REJECT_HOURLY-03-13,ACC0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,48.65,count,valid,synthetic_aaa,129,128,1,30.52
AAA-RADIUS_REJECT_HOURLY-03-14,ACC0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,51.04,count,valid,synthetic_aaa,132,131,1,8.19
AAA-RADIUS_REJECT_HOURLY-03-15,ACC0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,77.6,count,valid,synthetic_aaa,232,227,5,10.74
AAA-RADIUS_REJECT_HOURLY-03-16,ACC0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,67.51,count,valid,synthetic_aaa,96,94,2,22.32
AAA-RADIUS_REJECT_HOURLY-03-17,ACC0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,76.76,count,valid,synthetic_aaa,244,243,1,11.26
AAA-RADIUS_REJECT_HOURLY-03-18,ACC0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,62.57,count,valid,synthetic_aaa,145,142,3,33.41
AAA-RADIUS_REJECT_HOURLY-03-19,ACC0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,23.07,count,valid,synthetic_aaa,85,83,2,23.0
AAA-RADIUS_REJECT_HOURLY-03-20,ACC0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,31.07,count,valid,synthetic_aaa,89,85,4,13.95
AAA-RADIUS_REJECT_HOURLY-03-21,ACC0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,30.2,count,valid,synthetic_aaa,247,244,3,23.81
AAA-RADIUS_REJECT_HOURLY-03-22,ACC0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,65.91,count,valid,synthetic_aaa,132,131,1,25.35
AAA-RADIUS_REJECT_HOURLY-03-23,ACC0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,55.28,count,valid,synthetic_aaa,234,231,3,19.08
AAA-RADIUS_REJECT_HOURLY-03-24,ACC0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,39.15,count,valid,synthetic_aaa,124,123,1,12.45
AAA-RADIUS_REJECT_HOURLY-03-25,ACC0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,76.75,count,valid,synthetic_aaa,134,133,1,17.87
AAA-RADIUS_REJECT_HOURLY-03-26,ACC0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,76.67,count,valid,synthetic_aaa,240,235,5,9.3
AAA-RADIUS_REJECT_HOURLY-03-27,ACC0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,67.11,count,valid,synthetic_aaa,166,164,2,34.22
AAA-RADIUS_REJECT_HOURLY-03-28,ACC0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,56.13,count,valid,synthetic_aaa,91,90,1,33.58
AAA-RADIUS_REJECT_HOURLY-03-29,ACC0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,26.08,count,valid,synthetic_aaa,104,100,4,8.5
AAA-RADIUS_REJECT_HOURLY-03-30,ACC0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,59.86,count,valid,synthetic_aaa,194,191,3,12.23
AAA-RADIUS_REJECT_HOURLY-03-31,ACC0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,75.57,count,valid,synthetic_aaa,119,116,3,28.93
AAA-RADIUS_REJECT_HOURLY-03-32,ACC0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,52.08,count,valid,synthetic_aaa,247,243,4,21.71
AAA-RADIUS_REJECT_HOURLY-03-33,ACC0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,74.71,count,valid,synthetic_aaa,205,203,2,27.39
AAA-RADIUS_REJECT_HOURLY-03-34,ACC0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,37.7,count,valid,synthetic_aaa,186,184,2,15.11
AAA-RADIUS_REJECT_HOURLY-03-35,ACC0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,15.36,count,valid,synthetic_aaa,243,239,4,20.43
AAA-RADIUS_REJECT_HOURLY-03-36,ACC0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,78.9,count,valid,synthetic_aaa,90,85,5,27.5
AAA-RADIUS_REJECT_HOURLY-03-37,ACC0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,45.19,count,valid,synthetic_aaa,118,116,2,27.95
AAA-RADIUS_REJECT_HOURLY-03-38,ACC0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,44.62,count,valid,synthetic_aaa,134,131,3,31.58
AAA-RADIUS_REJECT_HOURLY-03-39,ACC0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,31.03,count,valid,synthetic_aaa,152,149,3,23.77
AAA-RADIUS_REJECT_HOURLY-03-40,ACC0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,80.23,count,valid,synthetic_aaa,147,145,2,17.81
AAA-RADIUS_REJECT_HOURLY-03-41,ACC0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,44.46,count,valid,synthetic_aaa,81,80,1,21.67
AAA-RADIUS_REJECT_HOURLY-03-42,ACC0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,83.21,count,valid,synthetic_aaa,184,180,4,22.92
AAA-RADIUS_REJECT_HOURLY-03-43,ACC0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,18.93,count,valid,synthetic_aaa,188,184,4,15.73
AAA-RADIUS_REJECT_HOURLY-03-44,ACC0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,33.82,count,valid,synthetic_aaa,81,79,2,18.71
AAA-RADIUS_REJECT_HOURLY-03-45,ACC0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,32.98,count,valid,synthetic_aaa,205,201,4,13.53
AAA-RADIUS_REJECT_HOURLY-03-46,ACC0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,25.5,count,valid,synthetic_aaa,125,121,4,17.19
AAA-RADIUS_REJECT_HOURLY-03-47,ACC0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,31.17,count,valid,synthetic_aaa,197,193,4,34.54
AAA-RADIUS_REJECT_HOURLY-03-48,ACC0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,30.93,count,valid,synthetic_aaa,224,220,4,30.44
AAA-RADIUS_REJECT_HOURLY-03-49,ACC0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,19.85,count,valid,synthetic_aaa,149,148,1,9.71
AAA-RADIUS_REJECT_HOURLY-03-50,ACC0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,28.63,count,valid,synthetic_aaa,245,244,1,14.64
AAA-RADIUS_REJECT_HOURLY-03-51,ACC0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,79.02,count,valid,synthetic_aaa,109,107,2,5.95
AAA-RADIUS_REJECT_HOURLY-03-52,ACC0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,44.71,count,valid,synthetic_aaa,160,156,4,22.63
AAA-RADIUS_REJECT_HOURLY-03-53,ACC0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,42.26,count,valid,synthetic_aaa,211,206,5,27.6
AAA-RADIUS_REJECT_HOURLY-03-54,ACC0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,62.47,count,valid,synthetic_aaa,192,188,4,11.15
AAA-RADIUS_REJECT_HOURLY-03-55,ACC0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,69.85,count,valid,synthetic_aaa,233,229,4,14.88
AAA-RADIUS_REJECT_HOURLY-03-56,ACC0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,53.78,count,valid,synthetic_aaa,84,79,5,23.55
AAA-RADIUS_REJECT_HOURLY-03-57,ACC0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,72.02,count,valid,synthetic_aaa,131,128,3,20.41
AAA-RADIUS_REJECT_HOURLY-03-58,ACC0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,35.83,count,valid,synthetic_aaa,98,93,5,30.81
AAA-RADIUS_REJECT_HOURLY-03-59,ACC0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,17.35,count,valid,synthetic_aaa,220,219,1,27.82
AAA-RADIUS_REJECT_HOURLY-03-60,ACC0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,80.18,count,valid,synthetic_aaa,58,56,2,16.54
AAA-RADIUS_REJECT_HOURLY-03-61,ACC0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,19.53,count,valid,synthetic_aaa,141,140,1,19.18
AAA-RADIUS_REJECT_HOURLY-03-62,ACC0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,81.42,count,valid,synthetic_aaa,133,130,3,18.04
AAA-RADIUS_REJECT_HOURLY-03-63,ACC0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,38.28,count,valid,synthetic_aaa,132,131,1,20.93
AAA-RADIUS_REJECT_HOURLY-03-64,ACC0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,58.26,count,valid,synthetic_aaa,85,83,2,33.34
AAA-RADIUS_REJECT_HOURLY-03-65,ACC0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,59.3,count,valid,synthetic_aaa,171,168,3,9.02
AAA-RADIUS_REJECT_HOURLY-03-66,ACC0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,17.44,count,valid,synthetic_aaa,172,168,4,19.59
AAA-RADIUS_REJECT_HOURLY-03-67,ACC0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,25.88,count,valid,synthetic_aaa,196,194,2,20.55
AAA-RADIUS_REJECT_HOURLY-03-68,ACC0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,59.17,count,valid,synthetic_aaa,209,207,2,28.49
AAA-RADIUS_REJECT_HOURLY-03-69,ACC0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,51.27,count,valid,synthetic_aaa,100,95,5,18.59
AAA-RADIUS_REJECT_HOURLY-03-70,ACC0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,26.25,count,valid,synthetic_aaa,183,179,4,7.68
AAA-RADIUS_REJECT_HOURLY-03-71,ACC0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,58.49,count,valid,synthetic_aaa,132,127,5,34.62
AAA-RADIUS_REJECT_HOURLY-04-00,ACC0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,53.68,count,valid,synthetic_aaa,72,69,3,17.06
AAA-RADIUS_REJECT_HOURLY-04-01,ACC0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,42.29,count,valid,synthetic_aaa,117,112,5,17.0
AAA-RADIUS_REJECT_HOURLY-04-02,ACC0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,35.69,count,valid,synthetic_aaa,155,150,5,13.33
AAA-RADIUS_REJECT_HOURLY-04-03,ACC0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,26.29,count,valid,synthetic_aaa,229,228,1,28.61
AAA-RADIUS_REJECT_HOURLY-04-04,ACC0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,45.18,count,valid,synthetic_aaa,218,217,1,31.39
AAA-RADIUS_REJECT_HOURLY-04-05,ACC0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,17.64,count,valid,synthetic_aaa,60,57,3,22.3
AAA-RADIUS_REJECT_HOURLY-04-06,ACC0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,16.51,count,valid,synthetic_aaa,182,179,3,18.62
AAA-RADIUS_REJECT_HOURLY-04-07,ACC0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,60.96,count,valid,synthetic_aaa,232,231,1,20.26
AAA-RADIUS_REJECT_HOURLY-04-08,ACC0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,28.51,count,valid,synthetic_aaa,146,141,5,31.0
AAA-RADIUS_REJECT_HOURLY-04-09,ACC0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,42.54,count,valid,synthetic_aaa,76,75,1,27.41
AAA-RADIUS_REJECT_HOURLY-04-10,ACC0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,73.78,count,valid,synthetic_aaa,123,121,2,33.81
AAA-RADIUS_REJECT_HOURLY-04-11,ACC0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,79.46,count,valid,synthetic_aaa,60,55,5,7.06
AAA-RADIUS_REJECT_HOURLY-04-12,ACC0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,27.88,count,valid,synthetic_aaa,153,149,4,14.72
AAA-RADIUS_REJECT_HOURLY-04-13,ACC0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,21.04,count,valid,synthetic_aaa,123,118,5,16.84
AAA-RADIUS_REJECT_HOURLY-04-14,ACC0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,60.8,count,valid,synthetic_aaa,210,209,1,5.36
AAA-RADIUS_REJECT_HOURLY-04-15,ACC0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,28.25,count,valid,synthetic_aaa,140,138,2,23.01
AAA-RADIUS_REJECT_HOURLY-04-16,ACC0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,22.81,count,valid,synthetic_aaa,143,142,1,21.25
