radius_request_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-RADIUS_REQUEST_HOURLY-02-06,ACC0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,31.63,count,valid,synthetic_aaa,181,179,2,24.02
AAA-RADIUS_REQUEST_HOURLY-02-07,ACC0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,69.1,count,valid,synthetic_aaa,123,119,4,28.8
AAA-RADIUS_REQUEST_HOURLY-02-08,ACC0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,64.33,count,valid,synthetic_aaa,170,168,2,16.72
AAA-RADIUS_REQUEST_HOURLY-02-09,ACC0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,19.56,count,valid,synthetic_aaa,96,92,4,25.59
AAA-RADIUS_REQUEST_HOURLY-02-10,ACC0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,76.64,count,valid,synthetic_aaa,181,176,5,21.34
AAA-RADIUS_REQUEST_HOURLY-02-11,ACC0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,79.29,count,valid,synthetic_aaa,164,159,5,22.49
AAA-RADIUS_REQUEST_HOURLY-02-12,ACC0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,31.93,count,valid,synthetic_aaa,151,149,2,15.95
AAA-RADIUS_REQUEST_HOURLY-02-13,ACC0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,80.04,count,valid,synthetic_aaa,62,57,5,33.62
AAA-RADIUS_REQUEST_HOURLY-02-14,ACC0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,17.69,count,valid,synthetic_aaa,194,189,5,11.32
AAA-RADIUS_REQUEST_HOURLY-02-15,ACC0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,15.67,count,valid,synthetic_aaa,60,58,2,31.86
AAA-RADIUS_REQUEST_HOURLY-02-16,ACC0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,77.02,count,valid,synthetic_aaa,72,68,4,23.35
AAA-RADIUS_REQUEST_HOURLY-02-17,ACC0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,80.62,count,valid,synthetic_aaa,130,129,1,5.14
AAA-RADIUS_REQUEST_HOURLY-02-18,ACC0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,31.45,count,valid,synthetic_aaa,157,156,1,24.0
AAA-RADIUS_REQUEST_HOURLY-02-19,ACC0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,15.35,count,valid,synthetic_aaa,177,172,5,22.35
AAA-RADIUS_REQUEST_HOURLY-02-20,ACC0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,59.18,count,valid,synthetic_aaa,54,51,3,20.76
AAA-RADIUS_REQUEST_HOURLY-02-21,ACC0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,75.0,count,valid,synthetic_aaa,135,130,5,30.82
AAA-RADIUS_REQUEST_HOURLY-02-22,ACC0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,74.62,count,valid,synthetic_aaa,178,174,4,27.69
AAA-RADIUS_REQUEST_HOURLY-02-23,ACC0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,34.61,count,valid,synthetic_aaa,128,127,1,33.4
AAA-RADIUS_REQUEST_HOURLY-02-24,ACC0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,83.69,count,valid,synthetic_aaa,194,192,2,5.57
AAA-RADIUS_REQUEST_HOURLY-02-25,ACC0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,42.62,count,valid,synthetic_aaa,96,95,1,22.48
AAA-RADIUS_REQUEST_HOURLY-02-26,ACC0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,63.46,count,valid,synthetic_aaa,160,155,5,9.84
AAA-RADIUS_REQUEST_HOURLY-02-27,ACC0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,16.22,count,valid,synthetic_aaa,200,197,3,7.69
AAA-RADIUS_REQUEST_HOURLY-02-28,ACC0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,39.06,count,valid,synthetic_aaa,243,241,2,19.25
AAA-RADIUS_REQUEST_HOURLY-02-29,ACC0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,52.12,count,valid,synthetic_aaa,182,179,3,28.88
AAA-RADIUS_REQUEST_HOURLY-02-30,ACC0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,70.68,count,valid,synthetic_aaa,138,135,3,34.67
AAA-RADIUS_REQUEST_HOURLY-02-31,ACC0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,56.32,count,valid,synthetic_aaa,67,64,3,10.6
AAA-RADIUS_REQUEST_HOURLY-02-32,ACC0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,20.73,count,valid,synthetic_aaa,199,195,4,15.16
AAA-RADIUS_REQUEST_HOURLY-02-33,ACC0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,80.67,count,valid,synthetic_aaa,163,160,3,11.05
AAA-RADIUS_REQUEST_HOURLY-02-34,ACC0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,44.05,count,valid,synthetic_aaa,163,162,1,26.69
AAA-RADIUS_REQUEST_HOURLY-02-35,ACC0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,34.28,count,valid,synthetic_aaa,82,77,5,29.84
AAA-RADIUS_REQUEST_HOURLY-02-36,ACC0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,73.62,count,valid,synthetic_aaa,155,154,1,34.13
AAA-RADIUS_REQUEST_HOURLY-02-37,ACC0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,31.59,count,valid,synthetic_aaa,69,64,5,21.36
AAA-RADIUS_REQUEST_HOURLY-02-38,ACC0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.0,count,valid,synthetic_aaa,185,184,1,8.73
AAA-RADIUS_REQUEST_HOURLY-02-39,ACC0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,47.55,count,valid,synthetic_aaa,247,243,4,15.61
AAA-RADIUS_REQUEST_HOURLY-02-40,ACC0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,54.87,count,valid,synthetic_aaa,191,189,2,9.61
AAA-RADIUS_REQUEST_HOURLY-02-41,ACC0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,39.45,count,valid,synthetic_aaa,56,51,5,18.53
AAA-RADIUS_REQUEST_HOURLY-02-42,ACC0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,51.22,count,valid,synthetic_aaa,105,102,3,9.66
AAA-RADIUS_REQUEST_HOURLY-02-43,ACC0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,51.93,count,valid,synthetic_aaa,57,54,3,5.54
AAA-RADIUS_REQUEST_HOURLY-02-44,ACC0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,58.6,count,valid,synthetic_aaa,224,223,1,12.05
AAA-RADIUS_REQUEST_HOURLY-02-45,ACC0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,24.87,count,valid,synthetic_aaa,229,224,5,18.55
AAA-RADIUS_REQUEST_HOURLY-02-46,ACC0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,38.99,count,valid,synthetic_aaa,160,158,2,15.48
AAA-RADIUS_REQUEST_HOURLY-02-47,ACC0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,38.15,count,valid,synthetic_aaa,140,136,4,28.83
AAA-RADIUS_REQUEST_HOURLY-02-48,ACC0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,56.97,count,valid,synthetic_aaa,80,78,2,15.21
AAA-RADIUS_REQUEST_HOURLY-02-49,ACC0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,21.96,count,valid,synthetic_aaa,161,159,2,22.49
AAA-RADIUS_REQUEST_HOURLY-02-50,ACC0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,47.06,count,valid,synthetic_aaa,115,112,3,12.48
AAA-RADIUS_REQUEST_HOURLY-02-51,ACC0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,53.55,count,valid,synthetic_aaa,181,180,1,15.73
AAA-RADIUS_REQUEST_HOURLY-02-52,ACC0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,76.32,count,valid,synthetic_aaa,192,188,4,34.9
AAA-RADIUS_REQUEST_HOURLY-02-53,ACC0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,55.43,count,valid,synthetic_aaa,123,119,4,10.45
AAA-RADIUS_REQUEST_HOURLY-02-54,ACC0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,50.07,count,valid,synthetic_aaa,183,178,5,30.35
AAA-RADIUS_REQUEST_HOURLY-02-55,ACC0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,76.4,count,valid,synthetic_aaa,159,157,2,12.11
AAA-RADIUS_REQUEST_HOURLY-02-56,ACC0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,39.39,count,valid,synthetic_aaa,112,110,2,31.56
AAA-RADIUS_REQUEST_HOURLY-02-57,ACC0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,20.08,count,valid,synthetic_aaa,148,147,1,19.73
AAA-RADIUS_REQUEST_HOURLY-02-58,ACC0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,31.72,count,valid,synthetic_aaa,96,92,4,24.04
AAA-RADIUS_REQUEST_HOURLY-02-59,ACC0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,16.09,count,valid,synthetic_aaa,96,94,2,11.86
AAA-RADIUS_REQUEST_HOURLY-02-60,ACC0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,21.1,count,valid,synthetic_aaa,103,99,4,28.4
AAA-RADIUS_REQUEST_HOURLY-02-61,ACC0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,49.68,count,valid,synthetic_aaa,61,58,3,22.25
AAA-RADIUS_REQUEST_HOURLY-02-62,ACC0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,74.06,count,valid,synthetic_aaa,185,180,5,22.09
AAA-RADIUS_REQUEST_HOURLY-02-63,ACC0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,18.83,count,valid,synthetic_aaa,106,105,1,29.61
AAA-RADIUS_REQUEST_HOURLY-02-64,ACC0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,23.33,count,valid,synthetic_aaa,136,132,4,9.06
AAA-RADIUS_REQUEST_HOURLY-02-65,ACC0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,35.85,count,valid,synthetic_aaa,132,130,2,12.74
AAA-RADIUS_REQUEST_HOURLY-02-66,ACC0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,68.94,count,valid,synthetic_aaa,170,166,4,15.75
AAA-RADIUS_REQUEST_HOURLY-02-67,ACC0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,73.02,count,valid,synthetic_aaa,206,202,4,18.58
AAA-RADIUS_REQUEST_HOURLY-02-68,ACC0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,61.79,count,valid,synthetic_aaa,164,163,1,16.39
AAA-RADIUS_REQUEST_HOURLY-02-69,ACC0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,15.6,count,valid,synthetic_aaa,234,232,2,32.88
AAA-RADIUS_REQUEST_HOURLY-02-70,ACC0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,23.66,count,valid,synthetic_aaa,94,90,4,15.84
AAA-RADIUS_REQUEST_HOURLY-02-71,ACC0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,24.01,count,valid,synthetic_aaa,171,169,2,15.52
AAA-RADIUS_REQUEST_HOURLY-03-00,ACC0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,66.69,count,valid,synthetic_aaa,57,56,1,15.13
AAA-RADIUS_REQUEST_HOURLY-03-01,ACC0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,27.66,count,valid,synthetic_aaa,76,72,4,19.71
AAA-RADIUS_REQUEST_HOURLY-03-02,ACC0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,43.23,count,valid,synthetic_aaa,55,54,1,29.8
AAA-RADIUS_REQUEST_HOURLY-03-03,ACC0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,71.93,count,valid,synthetic_aaa,212,208,4,19.66
AAA-RADIUS_REQUEST_HOURLY-03-04,ACC0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,35.74,count,valid,synthetic_aaa,219,214,5,29.74
AAA-RADIUS_REQUEST_HOURLY-03-05,ACC0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,28.7,count,valid,synthetic_aaa,197,193,4,14.08
AAA-RADIUS_REQUEST_HOURLY-03-06,ACC0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,70.06,count,valid,synthetic_aaa,182,180,2,32.22
AAA-RADIUS_REQUEST_HOURLY-03-07,ACC0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,62.86,count,valid,synthetic_aaa,65,64,1,20.64
AAA-RADIUS_REQUEST_HOURLY-03-08,ACC0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,35.84,count,valid,synthetic_aaa,136,131,5,10.22
AAA-RADIUS_REQUEST_HOURLY-03-09,ACC0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,69.42,count,valid,synthetic_aaa,184,181,3,31.08
AAA-RADIUS_REQUEST_HOURLY-03-10,ACC0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,38.7,count,valid,synthetic_aaa,118,114,4,14.12
AAA-RADIUS_REQUEST_HOURLY-03-11,ACC0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,45.67,count,valid,synthetic_aaa,60,55,5,12.14
AAA-RADIUS_REQUEST_HOURLY-03-12,ACC0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,44.62,count,valid,synthetic_aaa,91,87,4,25.55
AAA-RADIUS_REQUEST_HOURLY-03-13,ACC0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,53.78,count,valid,synthetic_aaa,90,88,2,17.12
AAA-RADIUS_REQUEST_HOURLY-03-14,ACC0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,66.98,count,valid,synthetic_aaa,69,68,1,5.11
AAA-RADIUS_REQUEST_HOURLY-03-15,ACC0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,41.86,count,valid,synthetic_aaa,211,210,1,12.18
AAA-RADIUS_REQUEST_HOURLY-03-16,ACC0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,63.77,count,valid,synthetic_aaa,147,146,1,13.0
AAA-RADIUS_REQUEST_HOURLY-03-17,ACC0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,72.15,count,valid,synthetic_aaa,100,98,2,24.51
AAA-RADIUS_REQUEST_HOURLY-03-18,ACC0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,72.99,count,valid,synthetic_aaa,202,199,3,16.75
AAA-RADIUS_REQUEST_HOURLY-03-19,ACC0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,74.37,count,valid,synthetic_aaa,203,198,5,24.06
AAA-RADIUS_REQUEST_HOURLY-03-20,ACC0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,57.27,count,valid,synthetic_aaa,89,88,1,5.51
AAA-RADIUS_REQUEST_HOURLY-03-21,ACC0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,48.23,count,valid,synthetic_aaa,246,245,1,22.82
AAA-RADIUS_REQUEST_HOURLY-03-22,ACC0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,59.41,count,valid,synthetic_aaa,146,145,1,19.71
AAA-RADIUS_REQUEST_HOURLY-03-23,ACC0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,67.22,count,valid,synthetic_aaa,55,51,4,28.33
AAA-RADIUS_REQUEST_HOURLY-03-24,ACC0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,41.18,count,valid,synthetic_aaa,233,230,3,29.48
AAA-RADIUS_REQUEST_HOURLY-03-25,ACC0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,59.71,count,valid,synthetic_aaa,160,159,1,18.15
AAA-RADIUS_REQUEST_HOURLY-03-26,ACC0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,16.22,count,valid,synthetic_aaa,205,201,4,18.67
AAA-RADIUS_REQUEST_HOURLY-03-27,ACC0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,20.05,count,valid,synthetic_aaa,105,104,1,5.65
AAA-RADIUS_REQUEST_HOURLY-03-28,ACC0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,28.78,count,valid,synthetic_aaa,138,134,4,21.67
AAA-RADIUS_REQUEST_HOURLY-03-29,ACC0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,79.96,count,valid,synthetic_aaa,61,59,2,29.84
AAA-RADIUS_REQUEST_HOURLY-03-30,ACC0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,75.33,count,valid,synthetic_aaa,198,193,5,31.74
AAA-RADIUS_REQUEST_HOURLY-03-31,ACC0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,42.98,count,valid,synthetic_aaa,230,228,2,32.62
AAA-RADIUS_REQUEST_HOURLY-03-32,ACC0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,69.13,count,valid,synthetic_aaa,181,177,4,25.82
AAA-RADIUS_REQUEST_HOURLY-03-33,ACC0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,69.24,count,valid,synthetic_aaa,161,158,3,17.55
AAA-RADIUS_REQUEST_HOURLY-03-34,ACC0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,74.91,count,valid,synthetic_aaa,99,97,2,24.59
AAA-RADIUS_REQUEST_HOURLY-03-35,ACC0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,34.26,count,valid,synthetic_aaa,175,172,3,7.8
AAA-RADIUS_REQUEST_HOURLY-03-36,ACC0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,54.85,count,valid,synthetic_aaa,188,185,3,34.21
AAA-RADIUS_REQUEST_HOURLY-03-37,ACC0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,40.67,count,valid,synthetic_aaa,190,189,1,30.17
AAA-RADIUS_REQUEST_HOURLY-03-38,ACC0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,72.35,count,valid,synthetic_aaa,155,152,3,32.21
AAA-RADIUS_REQUEST_HOURLY-03-39,ACC0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,33.11,count,valid,synthetic_aaa,225,222,3,27.35
AAA-RADIUS_REQUEST_HOURLY-03-40,ACC0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,56.32,count,valid,synthetic_aaa,125,123,2,13.36
AAA-RADIUS_REQUEST_HOURLY-03-41,ACC0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,75.99,count,valid,synthetic_aaa,141,137,4,8.71
AAA-RADIUS_REQUEST_HOURLY-03-42,ACC0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,50.01,count,valid,synthetic_aaa,209,206,3,5.53
AAA-RADIUS_REQUEST_HOURLY-03-43,ACC0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,58.34,count,valid,synthetic_aaa,186,183,3,13.22
AAA-RADIUS_REQUEST_HOURLY-03-44,ACC0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,39.46,count,valid,synthetic_aaa,56,53,3,7.73
AAA-RADIUS_REQUEST_HOURLY-03-45,ACC0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,34.17,count,valid,synthetic_aaa,87,84,3,14.37
AAA-RADIUS_REQUEST_HOURLY-03-46,ACC0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,54.23,count,valid,synthetic_aaa,53,49,4,8.1
AAA-RADIUS_REQUEST_HOURLY-03-47,ACC0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,54.91,count,valid,synthetic_aaa,178,176,2,16.36
AAA-RADIUS_REQUEST_HOURLY-03-48,ACC0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,72.27,count,valid,synthetic_aaa,115,111,4,8.76
AAA-RADIUS_REQUEST_HOURLY-03-49,ACC0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,79.35,count,valid,synthetic_aaa,119,114,5,12.27
AAA-RADIUS_REQUEST_HOURLY-03-50,ACC0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,22.25,count,valid,synthetic_aaa,62,60,2,10.4
AAA-RADIUS_REQUEST_HOURLY-03-51,ACC0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,71.94,count,valid,synthetic_aaa,108,103,5,9.78
AAA-RADIUS_REQUEST_HOURLY-03-52,ACC0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,72.68,count,valid,synthetic_aaa,100,97,3,14.34
AAA-RADIUS_REQUEST_HOURLY-03-53,ACC0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,16.91,count,valid,synthetic_aaa,119,117,2,12.77
AAA-RADIUS_REQUEST_HOURLY-03-54,ACC0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,77.29,count,valid,synthetic_aaa,66,62,4,7.1
AAA-RADIUS_REQUEST_HOURLY-03-55,ACC0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,21.61,count,valid,synthetic_aaa,100,99,1,24.52
AAA-RADIUS_REQUEST_HOURLY-03-56,ACC0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,66.72,count,valid,synthetic_aaa,191,190,1,20.23
AAA-RADIUS_REQUEST_HOURLY-03-57,ACC0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,81.49,count,valid,synthetic_aaa,210,209,1,6.72
AAA-RADIUS_REQUEST_HOURLY-03-58,ACC0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,28.12,count,valid,synthetic_aaa,220,215,5,5.81
AAA-RADIUS_REQUEST_HOURLY-03-59,ACC0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,70.63,count,valid,synthetic_aaa,154,153,1,11.08
AAA-RADIUS_REQUEST_HOURLY-03-60,ACC0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,74.54,count,valid,synthetic_aaa,221,217,4,6.05
AAA-RADIUS_REQUEST_HOURLY-03-61,ACC0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,81.81,count,valid,synthetic_aaa,128,123,5,18.84
AAA-RADIUS_REQUEST_HOURLY-03-62,ACC0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,32.57,count,valid,synthetic_aaa,230,228,2,19.14
AAA-RADIUS_REQUEST_HOURLY-03-63,ACC0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,47.05,count,valid,synthetic_aaa,100,97,3,16.15
AAA-RADIUS_REQUEST_HOURLY-03-64,ACC0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,33.96,count,valid,synthetic_aaa,213,211,2,14.46
AAA-RADIUS_REQUEST_HOURLY-03-65,ACC0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,44.01,count,valid,synthetic_aaa,193,188,5,26.25
AAA-RADIUS_REQUEST_HOURLY-03-66,ACC0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,44.12,count,valid,synthetic_aaa,126,123,3,27.91
AAA-RADIUS_REQUEST_HOURLY-03-67,ACC0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,48.9,count,valid,synthetic_aaa,162,159,3,28.77
AAA-RADIUS_REQUEST_HOURLY-03-68,ACC0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,58.83,count,valid,synthetic_aaa,80,77,3,30.37
AAA-RADIUS_REQUEST_HOURLY-03-69,ACC0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,21.73,count,valid,synthetic_aaa,106,101,5,16.64
AAA-RADIUS_REQUEST_HOURLY-03-70,ACC0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,17.57,count,valid,synthetic_aaa,209,207,2,8.08
AAA-RADIUS_REQUEST_HOURLY-03-71,ACC0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,84.74,count,valid,synthetic_aaa,98,95,3,10.86
AAA-RADIUS_REQUEST_HOURLY-04-00,ACC0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,67.09,count,valid,synthetic_aaa,77,76,1,26.66
AAA-RADIUS_REQUEST_HOURLY-04-01,ACC0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,36.54,count,valid,synthetic_aaa,250,246,4,24.67
AAA-RADIUS_REQUEST_HOURLY-04-02,ACC0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,37.88,count,valid,synthetic_aaa,87,82,5,22.19
AAA-RADIUS_REQUEST_HOURLY-04-03,ACC0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,46.75,count,valid,synthetic_aaa,186,183,3,9.94
AAA-RADIUS_REQUEST_HOURLY-04-04,ACC0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,39.77,count,valid,synthetic_aaa,229,224,5,20.17
AAA-RADIUS_REQUEST_HOURLY-04-05,ACC0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,68.22,count,valid,synthetic_aaa,193,190,3,17.82
AAA-RADIUS_REQUEST_HOURLY-04-06,ACC0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,48.21,count,valid,synthetic_aaa,154,152,2,8.86
AAA-RADIUS_REQUEST_HOURLY-04-07,ACC0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,35.44,count,valid,synthetic_aaa,138,136,2,25.31
AAA-RADIUS_REQUEST_HOURLY-04-08,ACC0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,81.55,count,valid,synthetic_aaa,117,115,2,13.76
AAA-RADIUS_REQUEST_HOURLY-04-09,ACC0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,76.77,count,valid,synthetic_aaa,177,175,2,18.77
AAA-RADIUS_REQUEST_HOURLY-04-10,ACC0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,54.87,count,valid,synthetic_aaa,53,49,4,12.64
AAA-RADIUS_REQUEST_HOURLY-04-11,ACC0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,25.44,count,valid,synthetic_aaa,233,231,2,20.06
AAA-RADIUS_REQUEST_HOURLY-04-12,ACC0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,75.22,count,valid,synthetic_aaa,89,84,5,5.08
