ip_pool_hourly_id,account_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,request_count,success_count,reject_count,latency_ms
AAA-IP_POOL_HOURLY-02-15,ACC0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,73.91,count,valid,synthetic_aaa,187,182,5,10.19
AAA-IP_POOL_HOURLY-02-16,ACC0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,24.69,count,valid,synthetic_aaa,71,66,5,31.0
AAA-IP_POOL_HOURLY-02-17,ACC0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,22.33,count,valid,synthetic_aaa,94,91,3,5.66
AAA-IP_POOL_HOURLY-02-18,ACC0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,29.02,count,valid,synthetic_aaa,84,79,5,19.25
AAA-IP_POOL_HOURLY-02-19,ACC0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,75.08,count,valid,synthetic_aaa,224,223,1,11.81
AAA-IP_POOL_HOURLY-02-20,ACC0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,83.15,count,valid,synthetic_aaa,192,190,2,13.84
AAA-IP_POOL_HOURLY-02-21,ACC0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,56.44,count,valid,synthetic_aaa,82,78,4,30.65
AAA-IP_POOL_HOURLY-02-22,ACC0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,77.64,count,valid,synthetic_aaa,220,215,5,5.55
AAA-IP_POOL_HOURLY-02-23,ACC0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,72.98,count,valid,synthetic_aaa,108,103,5,25.82
AAA-IP_POOL_HOURLY-02-24,ACC0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,83.78,count,valid,synthetic_aaa,87,86,1,20.55
AAA-IP_POOL_HOURLY-02-25,ACC0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,44.01,count,valid,synthetic_aaa,129,127,2,21.87
AAA-IP_POOL_HOURLY-02-26,ACC0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,56.64,count,valid,synthetic_aaa,66,65,1,27.36
AAA-IP_POOL_HOURLY-02-27,ACC0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,70.07,count,valid,synthetic_aaa,245,240,5,31.87
AAA-IP_POOL_HOURLY-02-28,ACC0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,41.58,count,valid,synthetic_aaa,146,144,2,6.96
AAA-IP_POOL_HOURLY-02-29,ACC0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,48.74,count,valid,synthetic_aaa,129,125,4,12.55
AAA-IP_POOL_HOURLY-02-30,ACC0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,15.86,count,valid,synthetic_aaa,229,227,2,34.68
AAA-IP_POOL_HOURLY-02-31,ACC0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,41.53,count,valid,synthetic_aaa,53,52,1,15.54
AAA-IP_POOL_HOURLY-02-32,ACC0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,29.37,count,valid,synthetic_aaa,128,123,5,31.87
AAA-IP_POOL_HOURLY-02-33,ACC0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,36.77,count,valid,synthetic_aaa,192,191,1,20.05
AAA-IP_POOL_HOURLY-02-34,ACC0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,22.59,count,valid,synthetic_aaa,67,63,4,20.22
AAA-IP_POOL_HOURLY-02-35,ACC0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,54.64,count,valid,synthetic_aaa,114,113,1,13.64
AAA-IP_POOL_HOURLY-02-36,ACC0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,59.75,count,valid,synthetic_aaa,231,226,5,20.89
AAA-IP_POOL_HOURLY-02-37,ACC0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,74.33,count,valid,synthetic_aaa,165,162,3,6.24
AAA-IP_POOL_HOURLY-02-38,ACC0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,67.67,count,valid,synthetic_aaa,71,66,5,21.24
AAA-IP_POOL_HOURLY-02-39,ACC0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,19.37,count,valid,synthetic_aaa,105,103,2,7.75
AAA-IP_POOL_HOURLY-02-40,ACC0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,45.8,count,valid,synthetic_aaa,57,52,5,22.65
AAA-IP_POOL_HOURLY-02-41,ACC0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,59.52,count,valid,synthetic_aaa,238,236,2,28.04
AAA-IP_POOL_HOURLY-02-42,ACC0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,73.16,count,valid,synthetic_aaa,227,226,1,19.66
AAA-IP_POOL_HOURLY-02-43,ACC0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,29.69,count,valid,synthetic_aaa,50,45,5,7.66
AAA-IP_POOL_HOURLY-02-44,ACC0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,36.33,count,valid,synthetic_aaa,105,103,2,23.94
AAA-IP_POOL_HOURLY-02-45,ACC0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,77.77,count,valid,synthetic_aaa,161,159,2,30.75
AAA-IP_POOL_HOURLY-02-46,ACC0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,37.84,count,valid,synthetic_aaa,66,64,2,13.27
AAA-IP_POOL_HOURLY-02-47,ACC0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,36.3,count,valid,synthetic_aaa,226,221,5,17.04
AAA-IP_POOL_HOURLY-02-48,ACC0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,75.3,count,valid,synthetic_aaa,225,220,5,15.98
AAA-IP_POOL_HOURLY-02-49,ACC0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,23.94,count,valid,synthetic_aaa,249,248,1,30.78
AAA-IP_POOL_HOURLY-02-50,ACC0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,83.48,count,valid,synthetic_aaa,100,99,1,15.67
AAA-IP_POOL_HOURLY-02-51,ACC0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,83.29,count,valid,synthetic_aaa,191,188,3,32.6
AAA-IP_POOL_HOURLY-02-52,ACC0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,33.93,count,valid,synthetic_aaa,210,205,5,6.31
AAA-IP_POOL_HOURLY-02-53,ACC0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,81.4,count,valid,synthetic_aaa,146,142,4,15.71
AAA-IP_POOL_HOURLY-02-54,ACC0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,60.02,count,valid,synthetic_aaa,250,247,3,32.67
AAA-IP_POOL_HOURLY-02-55,ACC0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,16.73,count,valid,synthetic_aaa,117,116,1,23.07
AAA-IP_POOL_HOURLY-02-56,ACC0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,78.5,count,valid,synthetic_aaa,182,178,4,25.3
AAA-IP_POOL_HOURLY-02-57,ACC0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,28.73,count,valid,synthetic_aaa,125,121,4,12.29
AAA-IP_POOL_HOURLY-02-58,ACC0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,79.95,count,valid,synthetic_aaa,164,162,2,23.3
AAA-IP_POOL_HOURLY-02-59,ACC0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,26.38,count,valid,synthetic_aaa,199,195,4,33.46
AAA-IP_POOL_HOURLY-02-60,ACC0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,19.68,count,valid,synthetic_aaa,249,246,3,6.86
AAA-IP_POOL_HOURLY-02-61,ACC0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,78.32,count,valid,synthetic_aaa,200,196,4,25.06
AAA-IP_POOL_HOURLY-02-62,ACC0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,67.31,count,valid,synthetic_aaa,85,82,3,7.99
AAA-IP_POOL_HOURLY-02-63,ACC0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,45.49,count,valid,synthetic_aaa,54,53,1,25.05
AAA-IP_POOL_HOURLY-02-64,ACC0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,61.05,count,valid,synthetic_aaa,71,70,1,16.63
AAA-IP_POOL_HOURLY-02-65,ACC0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,28.26,count,valid,synthetic_aaa,58,57,1,20.33
AAA-IP_POOL_HOURLY-02-66,ACC0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,19.93,count,valid,synthetic_aaa,110,109,1,34.87
AAA-IP_POOL_HOURLY-02-67,ACC0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,18.45,count,valid,synthetic_aaa,65,63,2,32.54
AAA-IP_POOL_HOURLY-02-68,ACC0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,32.03,count,valid,synthetic_aaa,97,95,2,29.78
AAA-IP_POOL_HOURLY-02-69,ACC0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,83.89,count,valid,synthetic_aaa,50,47,3,19.94
AAA-IP_POOL_HOURLY-02-70,ACC0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,17.31,count,valid,synthetic_aaa,136,133,3,27.02
AAA-IP_POOL_HOURLY-02-71,ACC0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,77.1,count,valid,synthetic_aaa,246,244,2,17.01
AAA-IP_POOL_HOURLY-03-00,ACC0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,58.07,count,valid,synthetic_aaa,233,230,3,13.12
AAA-IP_POOL_HOURLY-03-01,ACC0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,42.29,count,valid,synthetic_aaa,141,140,1,31.23
AAA-IP_POOL_HOURLY-03-02,ACC0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,59.23,count,valid,synthetic_aaa,213,210,3,10.04
AAA-IP_POOL_HOURLY-03-03,ACC0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,18.69,count,valid,synthetic_aaa,158,157,1,12.22
AAA-IP_POOL_HOURLY-03-04,ACC0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,81.23,count,valid,synthetic_aaa,221,218,3,25.95
AAA-IP_POOL_HOURLY-03-05,ACC0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,45.88,count,valid,synthetic_aaa,62,60,2,24.28
AAA-IP_POOL_HOURLY-03-06,ACC0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,44.56,count,valid,synthetic_aaa,68,63,5,22.79
AAA-IP_POOL_HOURLY-03-07,ACC0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,78.79,count,valid,synthetic_aaa,116,112,4,22.86
AAA-IP_POOL_HOURLY-03-08,ACC0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,22.19,count,valid,synthetic_aaa,94,92,2,26.94
AAA-IP_POOL_HOURLY-03-09,ACC0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,65.39,count,valid,synthetic_aaa,139,135,4,16.17
AAA-IP_POOL_HOURLY-03-10,ACC0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,25.27,count,valid,synthetic_aaa,59,57,2,20.48
AAA-IP_POOL_HOURLY-03-11,ACC0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,80.44,count,valid,synthetic_aaa,107,106,1,22.34
AAA-IP_POOL_HOURLY-03-12,ACC0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,25.55,count,valid,synthetic_aaa,157,156,1,25.24
AAA-IP_POOL_HOURLY-03-13,ACC0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,26.94,count,valid,synthetic_aaa,213,211,2,16.02
AAA-IP_POOL_HOURLY-03-14,ACC0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,19.97,count,valid,synthetic_aaa,235,233,2,25.54
AAA-IP_POOL_HOURLY-03-15,ACC0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,32.51,count,valid,synthetic_aaa,76,71,5,15.57
AAA-IP_POOL_HOURLY-03-16,ACC0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,46.75,count,valid,synthetic_aaa,156,154,2,9.36
AAA-IP_POOL_HOURLY-03-17,ACC0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,77.31,count,valid,synthetic_aaa,126,124,2,11.87
AAA-IP_POOL_HOURLY-03-18,ACC0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,17.98,count,valid,synthetic_aaa,223,220,3,18.66
AAA-IP_POOL_HOURLY-03-19,ACC0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,26.01,count,valid,synthetic_aaa,229,224,5,15.31
AAA-IP_POOL_HOURLY-03-20,ACC0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,18.69,count,valid,synthetic_aaa,240,239,1,16.11
AAA-IP_POOL_HOURLY-03-21,ACC0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,42.0,count,valid,synthetic_aaa,170,165,5,21.37
AAA-IP_POOL_HOURLY-03-22,ACC0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,63.57,count,valid,synthetic_aaa,143,141,2,5.88
AAA-IP_POOL_HOURLY-03-23,ACC0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,38.48,count,valid,synthetic_aaa,180,179,1,16.22
AAA-IP_POOL_HOURLY-03-24,ACC0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,44.81,count,valid,synthetic_aaa,150,149,1,21.45
AAA-IP_POOL_HOURLY-03-25,ACC0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,73.65,count,valid,synthetic_aaa,79,75,4,24.87
AAA-IP_POOL_HOURLY-03-26,ACC0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,23.79,count,valid,synthetic_aaa,215,213,2,8.8
AAA-IP_POOL_HOURLY-03-27,ACC0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,84.62,count,valid,synthetic_aaa,130,126,4,32.22
AAA-IP_POOL_HOURLY-03-28,ACC0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,58.05,count,valid,synthetic_aaa,233,229,4,10.25
AAA-IP_POOL_HOURLY-03-29,ACC0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,20.16,count,valid,synthetic_aaa,243,239,4,6.14
AAA-IP_POOL_HOURLY-03-30,ACC0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,30.12,count,valid,synthetic_aaa,59,58,1,14.69
AAA-IP_POOL_HOURLY-03-31,ACC0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,33.69,count,valid,synthetic_aaa,50,45,5,6.67
AAA-IP_POOL_HOURLY-03-32,ACC0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,67.0,count,valid,synthetic_aaa,140,138,2,22.16
AAA-IP_POOL_HOURLY-03-33,ACC0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,73.19,count,valid,synthetic_aaa,148,146,2,31.71
AAA-IP_POOL_HOURLY-03-34,ACC0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,75.86,count,valid,synthetic_aaa,60,59,1,23.48
AAA-IP_POOL_HOURLY-03-35,ACC0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,22.69,count,valid,synthetic_aaa,183,178,5,34.11
AAA-IP_POOL_HOURLY-03-36,ACC0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,77.11,count,valid,synthetic_aaa,91,89,2,14.23
AAA-IP_POOL_HOURLY-03-37,ACC0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,35.46,count,valid,synthetic_aaa,186,184,2,9.15
AAA-IP_POOL_HOURLY-03-38,ACC0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,80.7,count,valid,synthetic_aaa,222,219,3,29.7
AAA-IP_POOL_HOURLY-03-39,ACC0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,75.77,count,valid,synthetic_aaa,200,196,4,15.5
AAA-IP_POOL_HOURLY-03-40,ACC0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,32.79,count,valid,synthetic_aaa,103,101,2,33.25
AAA-IP_POOL_HOURLY-03-41,ACC0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,56.25,count,valid,synthetic_aaa,226,222,4,19.99
AAA-IP_POOL_HOURLY-03-42,ACC0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,45.92,count,valid,synthetic_aaa,167,163,4,19.33
AAA-IP_POOL_HOURLY-03-43,ACC0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,57.28,count,valid,synthetic_aaa,135,131,4,5.84
AAA-IP_POOL_HOURLY-03-44,ACC0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,52.37,count,valid,synthetic_aaa,178,174,4,23.46
AAA-IP_POOL_HOURLY-03-45,ACC0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,77.87,count,valid,synthetic_aaa,135,132,3,25.51
AAA-IP_POOL_HOURLY-03-46,ACC0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,28.48,count,valid,synthetic_aaa,117,113,4,32.04
AAA-IP_POOL_HOURLY-03-47,ACC0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,36.76,count,valid,synthetic_aaa,173,168,5,12.58
AAA-IP_POOL_HOURLY-03-48,ACC0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,52.32,count,valid,synthetic_aaa,140,137,3,12.65
AAA-IP_POOL_HOURLY-03-49,ACC0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,83.32,count,valid,synthetic_aaa,218,215,3,13.23
AAA-IP_POOL_HOURLY-03-50,ACC0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,56.15,count,valid,synthetic_aaa,151,150,1,11.99
AAA-IP_POOL_HOURLY-03-51,ACC0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,47.49,count,valid,synthetic_aaa,160,158,2,10.05
AAA-IP_POOL_HOURLY-03-52,ACC0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,20.01,count,valid,synthetic_aaa,67,62,5,9.83
AAA-IP_POOL_HOURLY-03-53,ACC0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,18.77,count,valid,synthetic_aaa,90,87,3,28.11
AAA-IP_POOL_HOURLY-03-54,ACC0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,69.18,count,valid,synthetic_aaa,210,208,2,6.22
AAA-IP_POOL_HOURLY-03-55,ACC0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,23.64,count,valid,synthetic_aaa,108,104,4,17.85
AAA-IP_POOL_HOURLY-03-56,ACC0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,69.7,count,valid,synthetic_aaa,214,212,2,31.07
AAA-IP_POOL_HOURLY-03-57,ACC0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,52.13,count,valid,synthetic_aaa,150,149,1,13.21
AAA-IP_POOL_HOURLY-03-58,ACC0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,37.95,count,valid,synthetic_aaa,155,152,3,24.98
AAA-IP_POOL_HOURLY-03-59,ACC0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,29.2,count,valid,synthetic_aaa,98,96,2,22.43
AAA-IP_POOL_HOURLY-03-60,ACC0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,46.82,count,valid,synthetic_aaa,236,232,4,22.98
AAA-IP_POOL_HOURLY-03-61,ACC0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,44.65,count,valid,synthetic_aaa,61,59,2,34.17
AAA-IP_POOL_HOURLY-03-62,ACC0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,37.65,count,valid,synthetic_aaa,171,166,5,7.0
AAA-IP_POOL_HOURLY-03-63,ACC0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,39.94,count,valid,synthetic_aaa,178,177,1,19.36
AAA-IP_POOL_HOURLY-03-64,ACC0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,25.7,count,valid,synthetic_aaa,216,214,2,17.16
AAA-IP_POOL_HOURLY-03-65,ACC0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,24.54,count,valid,synthetic_aaa,170,167,3,14.43
AAA-IP_POOL_HOURLY-03-66,ACC0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,68.69,count,valid,synthetic_aaa,107,106,1,6.08
AAA-IP_POOL_HOURLY-03-67,ACC0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,26.9,count,valid,synthetic_aaa,140,136,4,13.51
AAA-IP_POOL_HOURLY-03-68,ACC0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,45.9,count,valid,synthetic_aaa,121,120,1,29.4
AAA-IP_POOL_HOURLY-03-69,ACC0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,23.96,count,valid,synthetic_aaa,226,224,2,26.6
AAA-IP_POOL_HOURLY-03-70,ACC0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,51.63,count,valid,synthetic_aaa,113,111,2,26.75
AAA-IP_POOL_HOURLY-03-71,ACC0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,79.11,count,valid,synthetic_aaa,113,112,1,11.08
AAA-IP_POOL_HOURLY-04-00,ACC0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,57.77,count,valid,synthetic_aaa,183,179,4,32.62
AAA-IP_POOL_HOURLY-04-01,ACC0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,74.18,count,valid,synthetic_aaa,147,144,3,14.67
AAA-IP_POOL_HOURLY-04-02,ACC0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,42.31,count,valid,synthetic_aaa,80,79,1,21.03
AAA-IP_POOL_HOURLY-04-03,ACC0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,77.47,count,valid,synthetic_aaa,50,45,5,19.82
AAA-IP_POOL_HOURLY-04-04,ACC0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,73.86,count,valid,synthetic_aaa,180,176,4,22.8
AAA-IP_POOL_HOURLY-04-05,ACC0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,48.89,count,valid,synthetic_aaa,82,80,2,18.73
AAA-IP_POOL_HOURLY-04-06,ACC0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,56.85,count,valid,synthetic_aaa,191,190,1,10.8
AAA-IP_POOL_HOURLY-04-07,ACC0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,67.55,count,valid,synthetic_aaa,206,202,4,9.21
AAA-IP_POOL_HOURLY-04-08,ACC0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,58.75,count,valid,synthetic_aaa,124,123,1,20.65
AAA-IP_POOL_HOURLY-04-09,ACC0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,50.31,count,valid,synthetic_aaa,148,145,3,7.17
AAA-IP_POOL_HOURLY-04-10,ACC0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,56.87,count,valid,synthetic_aaa,247,244,3,13.73
AAA-IP_POOL_HOURLY-04-11,ACC0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,59.43,count,valid,synthetic_aaa,66,64,2,20.45
AAA-IP_POOL_HOURLY-04-12,ACC0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,77.9,count,valid,synthetic_aaa,237,236,1,20.83
AAA-IP_POOL_HOURLY-04-13,ACC0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,72.63,count,valid,synthetic_aaa,166,165,1,12.51
AAA-IP_POOL_HOURLY-04-14,ACC0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,30.25,count,valid,synthetic_aaa,96,92,4,21.46
AAA-IP_POOL_HOURLY-04-15,ACC0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,34.82,count,valid,synthetic_aaa,154,151,3,25.66
AAA-IP_POOL_HOURLY-04-16,ACC0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,80.37,count,valid,synthetic_aaa,188,183,5,13.89
AAA-IP_POOL_HOURLY-04-17,ACC0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,75.55,count,valid,synthetic_aaa,151,146,5,13.36
AAA-IP_POOL_HOURLY-04-18,ACC0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,15.56,count,valid,synthetic_aaa,119,114,5,31.9
AAA-IP_POOL_HOURLY-04-19,ACC0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,76.88,count,valid,synthetic_aaa,196,191,5,13.88
AAA-IP_POOL_HOURLY-04-20,ACC0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,17.21,count,valid,synthetic_aaa,227,224,3,15.46
AAA-IP_POOL_HOURLY-04-21,ACC0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,30.65,count,valid,synthetic_aaa,111,108,3,15.94
AAA-IP_POOL_HOURLY-04-22,ACC0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,36.45,count,valid,synthetic_aaa,186,181,5,14.24
AAA-IP_POOL_HOURLY-04-23,ACC0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,17.38,count,valid,synthetic_aaa,249,245,4,19.92
AAA-IP_POOL_HOURLY-04-24,ACC0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,60.08,count,valid,synthetic_aaa,137,134,3,14.92
AAA-IP_POOL_HOURLY-04-25,ACC0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,75.34,count,valid,synthetic_aaa,176,173,3,5.19
AAA-IP_POOL_HOURLY-04-26,ACC0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,57.13,count,valid,synthetic_aaa,68,63,5,9.88
AAA-IP_POOL_HOURLY-04-27,ACC0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,84.8,count,valid,synthetic_aaa,101,100,1,14.43
AAA-IP_POOL_HOURLY-04-28,ACC0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,78.37,count,valid,synthetic_aaa,88,86,2,30.31
AAA-IP_POOL_HOURLY-04-29,ACC0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,75.43,count,valid,synthetic_aaa,159,157,2,34.48
AAA-IP_POOL_HOURLY-04-30,ACC0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,42.93,count,valid,synthetic_aaa,109,105,4,10.14
