table_fqn,catalog,schema,table_name,domain,column_name,column_fqn,data_type,data_type_display,is_key_candidate,description
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,mhs_id,VTNet Datalake Presto.hive.gnoc.mr_his_bk.mhs_id,VARCHAR,varchar,True,"[AI Gen] Khóa định danh duy nhất của hồ sơ khách hàng (MHS = Mobile/Member/Subscriber), dùng để liên kết các bản ghi liên quan tới cùng một khách hàng trong toàn hệ thống."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,user_id,VTNet Datalake Presto.hive.gnoc.mr_his_bk.user_id,VARCHAR,varchar,True,"[AI Gen] Mã người dùng thực hiện thao tác, thường là ID của nhân viên hoặc hệ thống tự động, giúp truy vết nguồn gốc thay đổi."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,unit_id,VTNet Datalake Presto.hive.gnoc.mr_his_bk.unit_id,VARCHAR,varchar,True,"[AI Gen] Định danh đơn vị (cơ sở, vùng, hoặc khu vực) nơi xảy ra thao tác, hỗ trợ phân tích mức độ ảnh hưởng theo địa lý hoặc tổ chức."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,status,VTNet Datalake Presto.hive.gnoc.mr_his_bk.status,VARCHAR,varchar,False,"[AI Gen] Trạng thái hiện tại của bản ghi sau khi thay đổi, như ""ACTIVE"", ""INACTIVE"", ""PENDING""…; dùng để lọc và theo dõi vòng đời dữ liệu."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,mr_id,VTNet Datalake Presto.hive.gnoc.mr_his_bk.mr_id,VARCHAR,varchar,True,"[AI Gen] Mã định danh của bản ghi Meter Reading (đọc số công tơ) hoặc yêu cầu sửa chữa, liên kết tới dữ liệu chi tiết MR."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,action_code,VTNet Datalake Presto.hive.gnoc.mr_his_bk.action_code,VARCHAR,varchar,True,"[AI Gen] Mã hành động thực hiện, ví dụ ""CREATE"", ""UPDATE"", ""DELETE""; giúp xác định loại thao tác đã được ghi lại."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,change_date,VTNet Datalake Presto.hive.gnoc.mr_his_bk.change_date,VARCHAR,varchar,False,"[AI Gen] Ngày tháng ghi nhận thay đổi, định dạng chuỗi (YYYY-MM-DD) để dễ dàng sắp xếp và lọc theo thời gian."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,date_hour_origin,VTNet Datalake Presto.hive.gnoc.mr_his_bk.date_hour_origin,VARCHAR,varchar,False,"[AI Gen] Thời gian gốc (UTC) của bản ghi trước khi được xử lý hoặc chuyển đổi múi giờ, thường dùng để so sánh với thời gian lưu trữ."
VTNet Datalake Presto.hive.gnoc.mr_his_bk,hive,gnoc,mr_his_bk,Alarm,date_hour,VTNet Datalake Presto.hive.gnoc.mr_his_bk.date_hour,VARCHAR,varchar,True,"[AI Gen] Thời gian (theo giờ địa phương) khi bản ghi được nhập hoặc cập nhật, định dạng ""YYYY-MM-DD HH""; hỗ trợ phân tích theo khung giờ."
VTNet Datalake Presto.hive.gnoc.cat_department,hive,gnoc,cat_department,Alarm,department_id,VTNet Datalake Presto.hive.gnoc.cat_department.department_id,VARCHAR,varchar,True,"[AI Gen] Khóa chính duy nhất định danh cho mỗi phòng ban, dùng để nhận dạng và liên kết dữ liệu liên quan."
VTNet Datalake Presto.hive.gnoc.cat_department,hive,gnoc,cat_department,Alarm,dept_code,VTNet Datalake Presto.hive.gnoc.cat_department.dept_code,VARCHAR,varchar,True,"[AI Gen] Mã ký hiệu ngắn gọn của phòng ban, thường được sử dụng trong các hệ thống ERP và báo cáo."
VTNet Datalake Presto.hive.gnoc.cat_department,hive,gnoc,cat_department,Alarm,dept_name,VTNet Datalake Presto.hive.gnoc.cat_department.dept_name,VARCHAR,varchar,False,"[AI Gen] Tên đầy đủ của phòng ban, mô tả chức năng hoặc vị trí trong tổ chức."
VTNet Datalake Presto.hive.gnoc.cat_department,hive,gnoc,cat_department,Alarm,parent_id,VTNet Datalake Presto.hive.gnoc.cat_department.parent_id,VARCHAR,varchar,True,"[AI Gen] Định danh của phòng ban cha, thể hiện cấu trúc cây phân cấp giữa các phòng ban."
VTNet Datalake Presto.hive.gnoc.cat_department,hive,gnoc,cat_department,Alarm,location_id,VTNet Datalake Presto.hive.gnoc.cat_department.location_id,VARCHAR,varchar,True,"[AI Gen] Mã định danh của địa điểm (ví dụ: trụ sở, chi nhánh) nơi phòng ban hoạt động."
VTNet Datalake Presto.hive.gnoc.cat_department,hive,gnoc,cat_department,Alarm,date_hour,VTNet Datalake Presto.hive.gnoc.cat_department.date_hour,VARCHAR,varchar,True,"[AI Gen] Thời gian ghi nhận dữ liệu ở dạng chuỗi YYYYMMDDHH, dùng để theo dõi phiên bản và lịch sử thay đổi."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,dep_lv2_name,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.dep_lv2_name,VARCHAR,varchar,False,"[AI Gen] Tên của bộ phận cấp 2 trong cấu trúc tổ chức, ví dụ: ""Khu vực miền Bắc""."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,dep_lv2_code,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.dep_lv2_code,VARCHAR,varchar,True,"[AI Gen] Mã định danh duy nhất của bộ phận cấp 2, thường là chuỗi ký tự ngắn."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,dep_lv3_name,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.dep_lv3_name,VARCHAR,varchar,False,"[AI Gen] Tên của bộ phận cấp 3, là cấp con trực tiếp của cấp 2, ví dụ: ""Khu vực Hà Nội""."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,dep_lv3_code,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.dep_lv3_code,VARCHAR,varchar,True,"[AI Gen] Mã định danh cho bộ phận cấp 3, dùng để liên kết dữ liệu trong các báo cáo."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,dep_lv4_name,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.dep_lv4_name,VARCHAR,varchar,False,"[AI Gen] Tên của bộ phận cấp 4, thường là đơn vị mạng hoặc site cụ thể, ví dụ: ""Site Trạm BTS XYZ""."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,dep_lv4_code,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.dep_lv4_code,VARCHAR,varchar,True,"[AI Gen] Mã định danh duy nhất cho bộ phận cấp 4, giúp phân biệt các site trong hệ thống."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,total_troubles,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.total_troubles,FLOAT,double,False,"[AI Gen] Tổng số sự cố ghi nhận trong ngày và giờ cụ thể, bao gồm mọi loại sự cố dù đã có hay chưa có trong KEDB."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,have_kedb_troubles,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.have_kedb_troubles,FLOAT,double,False,"[AI Gen] Số lượng sự cố trong total_troubles đã được lưu trữ trong KEDB, phản ánh mức độ kiến thức và xử lý được tài liệu hoá."
VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily,hive,gnoc,kpi_have_kedb_troubles_daily,Alarm,date_hour,VTNet Datalake Presto.hive.gnoc.kpi_have_kedb_troubles_daily.date_hour,VARCHAR,varchar,True,"[AI Gen] Thời gian ghi nhận dữ liệu ở định dạng ""YYYY-MM-DD HH"", ví dụ ""2024-04-22 14""."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,schedule_his_detail_id,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.schedule_his_detail_id,VARCHAR,varchar,True,[AI Gen] Khóa chính định danh duy nhất cho một bản ghi chi tiết lịch sử lịch trình.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,wo_code,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.wo_code,VARCHAR,varchar,True,[AI Gen] Mã công việc (Work Order) liên quan đến bản ghi này.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,checklist_id,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.checklist_id,VARCHAR,varchar,True,[AI Gen] Mã định danh của checklist được thực hiện trong công việc.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,content,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.content,VARCHAR,varchar,False,[AI Gen] Nội dung chi tiết của checklist hoặc công việc cần thực hiện.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,device_type,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.device_type,VARCHAR,varchar,False,"[AI Gen] Loại thiết bị (ví dụ: BTS, RRU, ODU) mà checklist áp dụng."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,serial,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.serial,VARCHAR,varchar,False,[AI Gen] Số serial của thiết bị liên quan.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,photo_req,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.photo_req,VARCHAR,varchar,False,[AI Gen] Yêu cầu ảnh chụp (có/không) đối với mục checklist này.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,min_photo,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.min_photo,VARCHAR,varchar,False,[AI Gen] Số ảnh tối thiểu cần chụp để đáp ứng yêu cầu.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,max_photo,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.max_photo,VARCHAR,varchar,False,[AI Gen] Số ảnh tối đa cho phép chụp cho mục này.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,cycle,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.cycle,VARCHAR,varchar,False,"[AI Gen] Chu kỳ bảo trì (daily, weekly, monthly, quarterly, yearly) cho mục checklist."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,capture_guide,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.capture_guide,VARCHAR,varchar,False,"[AI Gen] Hướng dẫn cách chụp ảnh (góc, vị trí, tiêu chuẩn chất lượng)."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,task_status,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.task_status,VARCHAR,varchar,False,"[AI Gen] Trạng thái hiện tại của nhiệm vụ (pending, in_progress, completed, rejected)."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,task_approve,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.task_approve,VARCHAR,varchar,False,"[AI Gen] Trạng thái phê duyệt của nhiệm vụ (approved, not_approved)."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,approve_user,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.approve_user,VARCHAR,varchar,False,[AI Gen] Người dùng thực hiện phê duyệt nhiệm vụ.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,wo_code_original,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.wo_code_original,VARCHAR,varchar,False,[AI Gen] Mã công việc gốc (trước khi có bất kỳ thay đổi nào).
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,imes_error_code,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.imes_error_code,VARCHAR,varchar,True,[AI Gen] Mã lỗi trả về từ hệ thống IMES (nếu có).
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,imes_message,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.imes_message,VARCHAR,varchar,False,[AI Gen] Thông điệp mô tả lỗi hoặc trạng thái từ IMES.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,reason,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.reason,VARCHAR,varchar,False,[AI Gen] Lý do (nếu có) cho việc không đạt hoặc thay đổi trạng thái.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,task_approve_area,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.task_approve_area,VARCHAR,varchar,True,[AI Gen] Trạng thái phê duyệt theo khu vực (ví dụ: khu vực quản lý).
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,approve_user_area,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.approve_user_area,VARCHAR,varchar,True,[AI Gen] Người dùng phê duyệt tại cấp khu vực.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,reason_area,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.reason_area,VARCHAR,varchar,True,[AI Gen] Lý do phê duyệt/không phê duyệt ở cấp khu vực.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,score_checklist,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.score_checklist,VARCHAR,varchar,False,[AI Gen] Điểm đánh giá của checklist (có thể là số hoặc mức độ).
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,is_importaint,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.is_importaint,VARCHAR,varchar,False,"[AI Gen] Cờ chỉ định tính quan trọng của mục (1: quan trọng, 0: không quan trọng)."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,station_code,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.station_code,VARCHAR,varchar,True,[AI Gen] Mã trạm BTS liên quan.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,wo_type,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.wo_type,VARCHAR,varchar,False,"[AI Gen] Loại công việc (maintenance, upgrade, repair, ...)."
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,content_explain,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.content_explain,VARCHAR,varchar,False,[AI Gen] Giải thích chi tiết thêm cho nội dung checklist.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,approve_date,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.approve_date,VARCHAR,varchar,False,[AI Gen] Ngày giờ (timestamp) phê duyệt tại mức độ công việc.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,approve_date_area,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.approve_date_area,VARCHAR,varchar,True,[AI Gen] Ngày giờ (timestamp) phê duyệt ở cấp khu vực.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,insert_time,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.insert_time,VARCHAR,varchar,False,[AI Gen] Thời gian bản ghi được chèn vào bảng.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,date_hour_origin,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.date_hour_origin,VARCHAR,varchar,False,[AI Gen] Thời gian gốc (date_hour) của dữ liệu trước khi xử lý.
VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail,hive,gnoc,mr_schedule_bts_his_detail,Alarm,date_hour,VTNet Datalake Presto.hive.gnoc.mr_schedule_bts_his_detail.date_hour,VARCHAR,varchar,True,"[AI Gen] Ngày và giờ (theo định dạng YYYYMMDDHH) của bản ghi, dùng để phân vùng dữ liệu."
VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,hive,gnoc,kpi_ontime_sr_daily,Alarm,dep_lv2_name,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily.dep_lv2_name,VARCHAR,varchar,False,"[AI Gen] Tên cấp độ 2 của phòng/ban phụ trách, thể hiện tên bộ phận trong cơ cấu tổ chức doanh nghiệp."
VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,hive,gnoc,kpi_ontime_sr_daily,Alarm,dep_lv3_name,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily.dep_lv3_name,VARCHAR,varchar,False,"[AI Gen] Tên cấp độ 3 của phòng/ban phụ trách, chi tiết hơn cấp độ 2, thường là phòng hoặc nhóm làm việc cụ thể."
VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,hive,gnoc,kpi_ontime_sr_daily,Alarm,dep_lv2_code,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily.dep_lv2_code,VARCHAR,varchar,True,"[AI Gen] Mã định danh duy nhất cho cấp độ 2 của bộ phận, dùng để liên kết với các hệ thống khác."
VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,hive,gnoc,kpi_ontime_sr_daily,Alarm,dep_lv3_code,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily.dep_lv3_code,VARCHAR,varchar,True,"[AI Gen] Mã định danh duy nhất cho cấp độ 3 của bộ phận, hỗ trợ việc truy vấn và phân tích chi tiết."
VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,hive,gnoc,kpi_ontime_sr_daily,Alarm,ontime_sr,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily.ontime_sr,FLOAT,double,False,"[AI Gen] Số lượng yêu cầu dịch vụ (SR) được hoàn thành đúng thời hạn trong khung giờ, tính bằng số lượng hoặc tỷ lệ."
VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,hive,gnoc,kpi_ontime_sr_daily,Alarm,total_sr,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily.total_sr,FLOAT,double,False,"[AI Gen] Tổng số yêu cầu dịch vụ (SR) nhận được trong cùng khung giờ, bao gồm cả các SR chưa hoàn thành đúng thời gian."
VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily,hive,gnoc,kpi_ontime_sr_daily,Alarm,date_hour,VTNet Datalake Presto.hive.gnoc.kpi_ontime_sr_daily.date_hour,VARCHAR,varchar,True,"[AI Gen] Thời gian ghi nhận dữ liệu ở định dạng YYYY-MM-DD HH, biểu thị ngày và giờ cụ thể của bản ghi."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,alarm_id,VTNet Datalake Presto.hive.gnoc.vac_alarm.alarm_id,VARCHAR,varchar,True,"[AI Gen] Mã định danh duy nhất của mỗi cảnh báo, dùng để phân biệt các sự kiện alarm trong hệ thống."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,station_code,VTNet Datalake Presto.hive.gnoc.vac_alarm.station_code,VARCHAR,varchar,True,"[AI Gen] Mã trạm (station) phát sinh cảnh báo, thể hiện vị trí vật lý của thiết bị trong mạng."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,area_code,VTNet Datalake Presto.hive.gnoc.vac_alarm.area_code,VARCHAR,varchar,True,"[AI Gen] Mã khu vực (area) chứa trạm, dùng để nhóm các trạm theo khu vực địa lý."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,province_code,VTNet Datalake Presto.hive.gnoc.vac_alarm.province_code,VARCHAR,varchar,True,"[AI Gen] Mã tỉnh (province) nơi trạm đặt, hỗ trợ phân tích theo cấp tỉnh."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,alarm_name,VTNet Datalake Presto.hive.gnoc.vac_alarm.alarm_name,VARCHAR,varchar,False,"[AI Gen] Tên hoặc mô tả ngắn gọn của cảnh báo, giúp người dùng nhanh chóng nhận biết loại sự cố."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,start_time,VTNet Datalake Presto.hive.gnoc.vac_alarm.start_time,VARCHAR,varchar,False,"[AI Gen] Thời gian bắt đầu của cảnh báo (định dạng chuỗi), ghi lại khi sự kiện bắt đầu xảy ra."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,end_time,VTNet Datalake Presto.hive.gnoc.vac_alarm.end_time,VARCHAR,varchar,False,"[AI Gen] Thời gian kết thúc của cảnh báo (định dạng chuỗi), nếu có; nếu chưa kết thúc sẽ để giá trị NULL hoặc rỗng."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,date_hour_alarm,VTNet Datalake Presto.hive.gnoc.vac_alarm.date_hour_alarm,VARCHAR,varchar,False,"[AI Gen] Thời gian alarm gộp theo ngày và giờ (YYYYMMDDHH), dùng để truy vấn nhanh theo khoảng thời gian."
VTNet Datalake Presto.hive.gnoc.vac_alarm,hive,gnoc,vac_alarm,Alarm,aggregation_date,VTNet Datalake Presto.hive.gnoc.vac_alarm.aggregation_date,VARCHAR,varchar,False,"[AI Gen] Ngày tổng hợp dữ liệu alarm (YYYYMMDD), hỗ trợ tạo báo cáo ngày và so sánh xu hướng."
VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,hive,gnoc,icmskpitgxl_all_hour,Alarm,kpi_code,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour.kpi_code,VARCHAR,varchar,True,"[AI Gen] Mã định danh duy nhất cho KPI, dùng để xác định loại chỉ số hiệu suất đang đo lường (ví dụ: TPS, latency, availability)."
VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,hive,gnoc,icmskpitgxl_all_hour,Alarm,country,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour.country,VARCHAR,varchar,False,"[AI Gen] Tên quốc gia mà dữ liệu KPI thuộc về, giúp phân loại và so sánh hiệu suất giữa các khu vực địa lý."
VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,hive,gnoc,icmskpitgxl_all_hour,Alarm,area_name,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour.area_name,VARCHAR,varchar,True,"[AI Gen] Tên khu vực hoặc vùng miền cụ thể trong quốc gia, thường là tỉnh, thành phố hoặc vùng hành chính, nhằm chi tiết hoá phân tích KPI."
VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,hive,gnoc,icmskpitgxl_all_hour,Alarm,location_level,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour.location_level,VARCHAR,varchar,False,"[AI Gen] Mức độ cấp độ địa điểm (như national, regional, site), mô tả mức độ chi tiết của dữ liệu KPI theo cấu trúc địa lý."
VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,hive,gnoc,icmskpitgxl_all_hour,Alarm,n_count,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour.n_count,VARCHAR,varchar,False,"[AI Gen] Số lượng các sự kiện hoặc bản ghi được tính cho KPI trong khung giờ, thường dùng để tính tỉ lệ hoặc trung bình."
VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,hive,gnoc,icmskpitgxl_all_hour,Alarm,duration,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour.duration,VARCHAR,varchar,False,"[AI Gen] Thời lượng (theo giây hoặc milisecond) liên quan đến KPI, ví dụ thời gian trung bình xử lý một yêu cầu hoặc thời gian chết của hệ thống."
VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour,hive,gnoc,icmskpitgxl_all_hour,Alarm,date_hour,VTNet Datalake Presto.hive.gnoc.icmskpitgxl_all_hour.date_hour,VARCHAR,varchar,True,"[AI Gen] Thời gian ghi nhận KPI, định dạng chuỗi yyyy-MM-dd HH, biểu thị năm-tháng-ngày và giờ cụ thể."
VTNet Datalake Presto.hive.gnoc.kpi_td_tt,hive,gnoc,kpi_td_tt,Alarm,stt,VTNet Datalake Presto.hive.gnoc.kpi_td_tt.stt,VARCHAR,varchar,False,
VTNet Datalake Presto.hive.gnoc.kpi_td_tt,hive,gnoc,kpi_td_tt,Alarm,system,VTNet Datalake Presto.hive.gnoc.kpi_td_tt.system,VARCHAR,varchar,False,
VTNet Datalake Presto.hive.gnoc.kpi_td_tt,hive,gnoc,kpi_td_tt,Alarm,code,VTNet Datalake Presto.hive.gnoc.kpi_td_tt.code,VARCHAR,varchar,True,
VTNet Datalake Presto.hive.gnoc.kpi_td_tt,hive,gnoc,kpi_td_tt,Alarm,position_3,VTNet Datalake Presto.hive.gnoc.kpi_td_tt.position_3,VARCHAR,varchar,False,
VTNet Datalake Presto.hive.gnoc.kpi_td_tt,hive,gnoc,kpi_td_tt,Alarm,position_4,VTNet Datalake Presto.hive.gnoc.kpi_td_tt.position_4,VARCHAR,varchar,False,
VTNet Datalake Presto.hive.gnoc.kpi_td_tt,hive,gnoc,kpi_td_tt,Alarm,trouble_array,VTNet Datalake Presto.hive.gnoc.kpi_td_tt.trouble_array,VARCHAR,varchar,False,
