network_experience_hourly_id,customer_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,response_count,positive_count,score,repeat_count
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-01-67,CUS0007,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,60.76,index,valid,synthetic_experience,30,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-01-68,CUS0007,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,15.72,index,valid,synthetic_experience,45,42,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-01-69,CUS0007,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,44.75,index,valid,synthetic_experience,29,25,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-01-70,CUS0007,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,36.48,index,valid,synthetic_experience,41,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-01-71,CUS0007,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,79.48,index,valid,synthetic_experience,34,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-00,CUS0013,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,43.84,index,valid,synthetic_experience,49,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-01,CUS0013,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,62.52,index,valid,synthetic_experience,28,24,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-02,CUS0013,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,58.02,index,valid,synthetic_experience,37,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-03,CUS0013,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,80.31,index,valid,synthetic_experience,47,42,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-04,CUS0013,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,53.59,index,valid,synthetic_experience,34,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-05,CUS0013,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,51.23,index,valid,synthetic_experience,46,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-06,CUS0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,50.8,index,valid,synthetic_experience,13,10,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-07,CUS0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,31.34,index,valid,synthetic_experience,27,25,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-08,CUS0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,15.56,index,valid,synthetic_experience,39,34,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-09,CUS0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,40.93,index,valid,synthetic_experience,14,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-10,CUS0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,56.07,index,valid,synthetic_experience,27,26,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-11,CUS0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,15.39,index,valid,synthetic_experience,24,20,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-12,CUS0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,71.47,index,valid,synthetic_experience,18,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-13,CUS0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,84.49,index,valid,synthetic_experience,42,40,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-14,CUS0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,82.46,index,valid,synthetic_experience,10,9,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-15,CUS0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,70.75,index,valid,synthetic_experience,35,34,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-16,CUS0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,42.87,index,valid,synthetic_experience,14,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-17,CUS0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,40.3,index,valid,synthetic_experience,34,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-18,CUS0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,32.92,index,valid,synthetic_experience,30,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-19,CUS0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,47.71,index,valid,synthetic_experience,20,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-20,CUS0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,57.57,index,valid,synthetic_experience,26,25,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-21,CUS0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,37.91,index,valid,synthetic_experience,42,41,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-22,CUS0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,36.22,index,valid,synthetic_experience,33,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-23,CUS0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,31.42,index,valid,synthetic_experience,29,24,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-24,CUS0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,38.47,index,valid,synthetic_experience,33,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-25,CUS0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,56.3,index,valid,synthetic_experience,19,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-26,CUS0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,79.53,index,valid,synthetic_experience,41,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-27,CUS0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,57.19,index,valid,synthetic_experience,13,8,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-28,CUS0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,21.22,index,valid,synthetic_experience,40,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-29,CUS0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,82.27,index,valid,synthetic_experience,31,27,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-30,CUS0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,68.85,index,valid,synthetic_experience,44,41,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-31,CUS0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,69.44,index,valid,synthetic_experience,25,21,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-32,CUS0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,72.69,index,valid,synthetic_experience,44,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-33,CUS0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,81.5,index,valid,synthetic_experience,39,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-34,CUS0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,64.24,index,valid,synthetic_experience,39,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-35,CUS0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,64.08,index,valid,synthetic_experience,33,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-36,CUS0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,61.44,index,valid,synthetic_experience,35,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-37,CUS0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,37.34,index,valid,synthetic_experience,37,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-38,CUS0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,15.28,index,valid,synthetic_experience,45,44,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-39,CUS0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,45.88,index,valid,synthetic_experience,47,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-40,CUS0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,79.51,index,valid,synthetic_experience,28,24,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-41,CUS0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,81.32,index,valid,synthetic_experience,41,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-42,CUS0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,64.35,index,valid,synthetic_experience,19,18,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-43,CUS0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,24.87,index,valid,synthetic_experience,38,34,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-44,CUS0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,65.04,index,valid,synthetic_experience,31,26,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-45,CUS0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,71.57,index,valid,synthetic_experience,13,8,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-46,CUS0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,51.31,index,valid,synthetic_experience,47,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-47,CUS0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,55.7,index,valid,synthetic_experience,48,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-48,CUS0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,36.8,index,valid,synthetic_experience,40,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-49,CUS0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,41.86,index,valid,synthetic_experience,47,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-50,CUS0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,54.64,index,valid,synthetic_experience,42,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-51,CUS0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,30.84,index,valid,synthetic_experience,46,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-52,CUS0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,76.92,index,valid,synthetic_experience,30,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-53,CUS0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,45.1,index,valid,synthetic_experience,39,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-54,CUS0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,51.69,index,valid,synthetic_experience,39,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-55,CUS0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,32.78,index,valid,synthetic_experience,13,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-56,CUS0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,51.58,index,valid,synthetic_experience,40,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-57,CUS0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,57.82,index,valid,synthetic_experience,49,46,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-58,CUS0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,27.83,index,valid,synthetic_experience,12,9,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-59,CUS0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,46.99,index,valid,synthetic_experience,28,27,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-60,CUS0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,62.94,index,valid,synthetic_experience,50,47,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-61,CUS0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,43.85,index,valid,synthetic_experience,32,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-62,CUS0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,62.68,index,valid,synthetic_experience,24,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-63,CUS0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,41.14,index,valid,synthetic_experience,16,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-64,CUS0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,44.87,index,valid,synthetic_experience,42,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-65,CUS0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,15.04,index,valid,synthetic_experience,13,9,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-66,CUS0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,16.35,index,valid,synthetic_experience,45,42,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-67,CUS0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,83.41,index,valid,synthetic_experience,33,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-68,CUS0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,38.6,index,valid,synthetic_experience,10,5,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-69,CUS0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,17.37,index,valid,synthetic_experience,16,11,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-70,CUS0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,20.7,index,valid,synthetic_experience,49,46,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-02-71,CUS0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,81.37,index,valid,synthetic_experience,22,17,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-00,CUS0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,18.26,index,valid,synthetic_experience,19,16,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-01,CUS0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,84.89,index,valid,synthetic_experience,38,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-02,CUS0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,59.11,index,valid,synthetic_experience,41,40,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-03,CUS0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,61.05,index,valid,synthetic_experience,50,46,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-04,CUS0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,26.52,index,valid,synthetic_experience,48,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-05,CUS0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,84.36,index,valid,synthetic_experience,25,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-06,CUS0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,36.7,index,valid,synthetic_experience,21,20,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-07,CUS0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,57.21,index,valid,synthetic_experience,19,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-08,CUS0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,61.24,index,valid,synthetic_experience,27,25,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-09,CUS0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,33.55,index,valid,synthetic_experience,20,17,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-10,CUS0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,17.09,index,valid,synthetic_experience,46,41,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-11,CUS0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,56.74,index,valid,synthetic_experience,49,48,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-12,CUS0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,49.19,index,valid,synthetic_experience,25,24,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-13,CUS0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,43.02,index,valid,synthetic_experience,28,24,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-14,CUS0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,19.01,index,valid,synthetic_experience,17,14,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-15,CUS0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,77.49,index,valid,synthetic_experience,18,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-16,CUS0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,41.93,index,valid,synthetic_experience,17,15,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-17,CUS0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,37.56,index,valid,synthetic_experience,34,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-18,CUS0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,40.79,index,valid,synthetic_experience,34,33,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-19,CUS0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,49.53,index,valid,synthetic_experience,14,12,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-20,CUS0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,22.97,index,valid,synthetic_experience,37,33,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-21,CUS0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,80.77,index,valid,synthetic_experience,44,41,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-22,CUS0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,62.3,index,valid,synthetic_experience,16,11,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-23,CUS0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,67.96,index,valid,synthetic_experience,43,40,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-24,CUS0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,53.04,index,valid,synthetic_experience,33,29,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-25,CUS0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,31.2,index,valid,synthetic_experience,30,27,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-26,CUS0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,22.82,index,valid,synthetic_experience,41,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-27,CUS0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,66.18,index,valid,synthetic_experience,42,40,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-28,CUS0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,53.66,index,valid,synthetic_experience,45,40,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-29,CUS0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,36.32,index,valid,synthetic_experience,46,42,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-30,CUS0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,48.45,index,valid,synthetic_experience,35,33,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-31,CUS0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,25.34,index,valid,synthetic_experience,43,39,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-32,CUS0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,47.02,index,valid,synthetic_experience,41,39,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-33,CUS0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,46.64,index,valid,synthetic_experience,22,17,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-34,CUS0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,31.81,index,valid,synthetic_experience,43,38,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-35,CUS0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,58.37,index,valid,synthetic_experience,35,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-36,CUS0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,21.43,index,valid,synthetic_experience,40,39,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-37,CUS0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,61.81,index,valid,synthetic_experience,27,23,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-38,CUS0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,18.19,index,valid,synthetic_experience,39,38,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-39,CUS0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,17.5,index,valid,synthetic_experience,38,36,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-40,CUS0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,81.98,index,valid,synthetic_experience,33,32,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-41,CUS0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,69.24,index,valid,synthetic_experience,41,37,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-42,CUS0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,44.34,index,valid,synthetic_experience,31,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-43,CUS0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,17.09,index,valid,synthetic_experience,36,34,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-44,CUS0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,77.83,index,valid,synthetic_experience,12,11,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-45,CUS0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,26.52,index,valid,synthetic_experience,31,28,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-46,CUS0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,81.74,index,valid,synthetic_experience,40,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-47,CUS0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,48.43,index,valid,synthetic_experience,14,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-48,CUS0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,31.65,index,valid,synthetic_experience,16,13,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-49,CUS0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,72.66,index,valid,synthetic_experience,46,42,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-50,CUS0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,27.09,index,valid,synthetic_experience,28,27,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-51,CUS0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,57.59,index,valid,synthetic_experience,38,33,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-52,CUS0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,41.88,index,valid,synthetic_experience,31,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-53,CUS0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,60.78,index,valid,synthetic_experience,42,39,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-54,CUS0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,65.51,index,valid,synthetic_experience,24,21,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-55,CUS0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,38.38,index,valid,synthetic_experience,37,35,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-56,CUS0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,31.15,index,valid,synthetic_experience,26,21,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-57,CUS0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,44.68,index,valid,synthetic_experience,22,17,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-58,CUS0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,59.68,index,valid,synthetic_experience,31,30,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-59,CUS0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,75.8,index,valid,synthetic_experience,42,39,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-60,CUS0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,20.85,index,valid,synthetic_experience,47,45,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-61,CUS0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,22.37,index,valid,synthetic_experience,45,43,4.5,0
EXPERIENCE-NETWORK_EXPERIENCE_HOURLY-03-62,CUS0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,60.23,index,valid,synthetic_experience,36,32,4.5,0
