uptime_id,device_id,ne_id,record_time,date_hour,uptime_s,uptime_delta_s,wan_uptime_s,connect_status,ip_address,province_code,station_id,firmware_version,temperature_c,duration,created_date,uptime,uptime_delta,uptime_wanppp,uptime_wanppp_delta,product_class,sw_version,manufacture,serial_number,last_contact_time,pppoe_username,device_code,device_type_code,network_type,network_class,station_code,location_id,location_code,country_name,area_name,province_name,district_name,country_code,area_code,district_code
UP009018,CPE0010,NE0010,2026-08-18 18:00:00,2026-08-18-18,151200,10800,151100,connected,100.64.0.9,SLA,ST0201,1.2.1,44.21,10800,2026-08-18 18:00:00,151200,10800,151100,10800,CPE,1.2.1,ZTE,SYNTH00000010,2026-08-18 18:00:00,demo_acc0010,ONT,ONT,FTTH,access,ST0201,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP012018,CPE0013,NE0013,2026-08-18 18:00:00,2026-08-18-18,151200,10800,151100,connected,100.64.0.12,CMU,ST0301,1.2.1,45.38,10800,2026-08-18 18:00:00,151200,10800,151100,10800,CPE,1.2.1,ZTE,SYNTH00000013,2026-08-18 18:00:00,demo_acc0013,ONT,ONT,FTTH,access,ST0301,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP015018,CPE0016,NE0016,2026-08-18 18:00:00,2026-08-18-18,151200,10800,151100,connected,100.64.0.15,NBH,ST0401,1.2.1,52.05,10800,2026-08-18 18:00:00,151200,10800,151100,10800,CPE,1.2.1,ZTE,SYNTH00000016,2026-08-18 18:00:00,demo_acc0016,ONT,ONT,FTTH,access,ST0401,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP018018,CPE0019,NE0019,2026-08-18 18:00:00,2026-08-18-18,151200,10800,151100,connected,100.64.0.18,NBH,ST0402,1.2.1,38.06,10800,2026-08-18 18:00:00,151200,10800,151100,10800,CPE,1.2.1,ZTE,SYNTH00000019,2026-08-18 18:00:00,demo_acc0019,ONT,ONT,FTTH,access,ST0402,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP021018,CPE0022,NE0022,2026-08-18 18:00:00,2026-08-18-18,151200,10800,151100,connected,100.64.0.21,HCM,ST0502,1.2.1,42.17,10800,2026-08-18 18:00:00,151200,10800,151100,10800,CPE,1.2.1,ZTE,SYNTH00000022,2026-08-18 18:00:00,demo_acc0022,ONT,ONT,FTTH,access,ST0502,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP024018,CPE0025,NE0025,2026-08-18 18:00:00,2026-08-18-18,151200,10800,151100,connected,100.64.0.24,HCM,ST0501,1.2.1,47.12,10800,2026-08-18 18:00:00,151200,10800,151100,10800,CPE,1.2.1,ZTE,SYNTH00000025,2026-08-18 18:00:00,demo_acc0025,ONT,ONT,FTTH,access,ST0501,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP027018,CPE0028,NE0028,2026-08-18 18:00:00,2026-08-18-18,151200,10800,151100,connected,100.64.0.27,KHA,ST0601,1.2.1,36.64,10800,2026-08-18 18:00:00,151200,10800,151100,10800,CPE,1.2.1,ZTE,SYNTH00000028,2026-08-18 18:00:00,demo_acc0028,ONT,ONT,FTTH,access,ST0601,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP001019,CPE0002,NE0002,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.1,DBN,ST0102,1.2.1,35.92,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000002,2026-08-18 19:00:00,demo_acc0002,ONT,ONT,FTTH,access,ST0102,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP004019,CPE0005,NE0005,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.4,DBN,ST0101,1.2.1,46.94,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000005,2026-08-18 19:00:00,demo_acc0005,ONT,ONT,FTTH,access,ST0101,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP007019,CPE0008,NE0008,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.7,SLA,ST0201,1.2.1,44.21,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000008,2026-08-18 19:00:00,demo_acc0008,ONT,ONT,FTTH,access,ST0201,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP010019,CPE0011,NE0011,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.10,CMU,ST0301,1.2.1,36.5,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000011,2026-08-18 19:00:00,demo_acc0011,ONT,ONT,FTTH,access,ST0301,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP013019,CPE0014,NE0014,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.13,CMU,ST0302,1.2.1,50.31,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000014,2026-08-18 19:00:00,demo_acc0014,ONT,ONT,FTTH,access,ST0302,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP016019,CPE0017,NE0017,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.16,NBH,ST0402,1.2.1,43.64,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000017,2026-08-18 19:00:00,demo_acc0017,ONT,ONT,FTTH,access,ST0402,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP019019,CPE0020,NE0020,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.19,NBH,ST0401,1.2.1,53.12,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000020,2026-08-18 19:00:00,demo_acc0020,ONT,ONT,FTTH,access,ST0401,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP022019,CPE0023,NE0023,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.22,HCM,ST0501,1.2.1,37.15,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000023,2026-08-18 19:00:00,demo_acc0023,ONT,ONT,FTTH,access,ST0501,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP025019,CPE0026,NE0026,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.25,KHA,ST0601,1.2.1,41.21,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000026,2026-08-18 19:00:00,demo_acc0026,ONT,ONT,FTTH,access,ST0601,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP028019,CPE0029,NE0029,2026-08-18 19:00:00,2026-08-18-19,154800,10800,154700,connected,100.64.0.28,KHA,ST0602,1.2.1,50.09,10800,2026-08-18 19:00:00,154800,10800,154700,10800,CPE,1.2.1,ZTE,SYNTH00000029,2026-08-18 19:00:00,demo_acc0029,ONT,ONT,FTTH,access,ST0602,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP002020,CPE0003,NE0003,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.2,DBN,ST0101,1.2.1,45.02,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000003,2026-08-18 20:00:00,demo_acc0003,ONT,ONT,FTTH,access,ST0101,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP005020,CPE0006,NE0006,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.5,SLA,ST0201,1.2.1,49.04,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000006,2026-08-18 20:00:00,demo_acc0006,ONT,ONT,FTTH,access,ST0201,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP008020,CPE0009,NE0009,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.8,SLA,ST0202,1.2.1,37.39,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000009,2026-08-18 20:00:00,demo_acc0009,ONT,ONT,FTTH,access,ST0202,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP011020,CPE0012,NE0012,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.11,CMU,ST0302,1.2.1,54.42,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000012,2026-08-18 20:00:00,demo_acc0012,ONT,ONT,FTTH,access,ST0302,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP014020,CPE0015,NE0015,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.14,CMU,ST0301,1.2.1,39.08,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000015,2026-08-18 20:00:00,demo_acc0015,ONT,ONT,FTTH,access,ST0301,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP017020,CPE0018,NE0018,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.17,NBH,ST0401,1.2.1,37.78,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000018,2026-08-18 20:00:00,demo_acc0018,ONT,ONT,FTTH,access,ST0401,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP020020,CPE0021,NE0021,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.20,HCM,ST0501,1.2.1,43.68,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000021,2026-08-18 20:00:00,demo_acc0021,ONT,ONT,FTTH,access,ST0501,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP023020,CPE0024,NE0024,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.23,HCM,ST0502,1.2.1,54.51,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000024,2026-08-18 20:00:00,demo_acc0024,ONT,ONT,FTTH,access,ST0502,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP026020,CPE0027,NE0027,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.26,KHA,ST0602,1.2.1,51.05,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000027,2026-08-18 20:00:00,demo_acc0027,ONT,ONT,FTTH,access,ST0602,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP029020,CPE0030,NE0030,2026-08-18 20:00:00,2026-08-18-20,158400,10800,158300,connected,100.64.0.29,KHA,ST0601,1.2.1,47.77,10800,2026-08-18 20:00:00,158400,10800,158300,10800,CPE,1.2.1,ZTE,SYNTH00000030,2026-08-18 20:00:00,demo_acc0030,ONT,ONT,FTTH,access,ST0601,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP000021,CPE0001,NE0001,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.0,DBN,ST0101,1.2.1,39.27,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000001,2026-08-18 21:00:00,demo_acc0001,ONT,ONT,FTTH,access,ST0101,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP003021,CPE0004,NE0004,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.3,DBN,ST0102,1.2.1,52.43,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000004,2026-08-18 21:00:00,demo_acc0004,ONT,ONT,FTTH,access,ST0102,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP006021,CPE0007,NE0007,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.6,SLA,ST0202,1.2.1,35.02,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000007,2026-08-18 21:00:00,demo_acc0007,ONT,ONT,FTTH,access,ST0202,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP009021,CPE0010,NE0010,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.9,SLA,ST0201,1.2.1,39.24,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000010,2026-08-18 21:00:00,demo_acc0010,ONT,ONT,FTTH,access,ST0201,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP012021,CPE0013,NE0013,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.12,CMU,ST0301,1.2.1,42.47,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000013,2026-08-18 21:00:00,demo_acc0013,ONT,ONT,FTTH,access,ST0301,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP015021,CPE0016,NE0016,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.15,NBH,ST0401,1.2.1,38.76,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000016,2026-08-18 21:00:00,demo_acc0016,ONT,ONT,FTTH,access,ST0401,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP018021,CPE0019,NE0019,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.18,NBH,ST0402,1.2.1,45.02,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000019,2026-08-18 21:00:00,demo_acc0019,ONT,ONT,FTTH,access,ST0402,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP021021,CPE0022,NE0022,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.21,HCM,ST0502,1.2.1,40.86,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000022,2026-08-18 21:00:00,demo_acc0022,ONT,ONT,FTTH,access,ST0502,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP024021,CPE0025,NE0025,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.24,HCM,ST0501,1.2.1,38.13,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000025,2026-08-18 21:00:00,demo_acc0025,ONT,ONT,FTTH,access,ST0501,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP027021,CPE0028,NE0028,2026-08-18 21:00:00,2026-08-18-21,162000,10800,161900,connected,100.64.0.27,KHA,ST0601,1.2.1,39.86,10800,2026-08-18 21:00:00,162000,10800,161900,10800,CPE,1.2.1,ZTE,SYNTH00000028,2026-08-18 21:00:00,demo_acc0028,ONT,ONT,FTTH,access,ST0601,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP001022,CPE0002,NE0002,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.1,DBN,ST0102,1.2.1,45.34,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000002,2026-08-18 22:00:00,demo_acc0002,ONT,ONT,FTTH,access,ST0102,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP004022,CPE0005,NE0005,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.4,DBN,ST0101,1.2.1,36.36,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000005,2026-08-18 22:00:00,demo_acc0005,ONT,ONT,FTTH,access,ST0101,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP007022,CPE0008,NE0008,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.7,SLA,ST0201,1.2.1,44.95,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000008,2026-08-18 22:00:00,demo_acc0008,ONT,ONT,FTTH,access,ST0201,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP010022,CPE0011,NE0011,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.10,CMU,ST0301,1.2.1,54.19,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000011,2026-08-18 22:00:00,demo_acc0011,ONT,ONT,FTTH,access,ST0301,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP013022,CPE0014,NE0014,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.13,CMU,ST0302,1.2.1,52.05,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000014,2026-08-18 22:00:00,demo_acc0014,ONT,ONT,FTTH,access,ST0302,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP016022,CPE0017,NE0017,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.16,NBH,ST0402,1.2.1,41.5,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000017,2026-08-18 22:00:00,demo_acc0017,ONT,ONT,FTTH,access,ST0402,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP019022,CPE0020,NE0020,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.19,NBH,ST0401,1.2.1,53.12,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000020,2026-08-18 22:00:00,demo_acc0020,ONT,ONT,FTTH,access,ST0401,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP022022,CPE0023,NE0023,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.22,HCM,ST0501,1.2.1,40.91,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000023,2026-08-18 22:00:00,demo_acc0023,ONT,ONT,FTTH,access,ST0501,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP025022,CPE0026,NE0026,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.25,KHA,ST0601,1.2.1,53.56,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000026,2026-08-18 22:00:00,demo_acc0026,ONT,ONT,FTTH,access,ST0601,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP028022,CPE0029,NE0029,2026-08-18 22:00:00,2026-08-18-22,165600,10800,165500,connected,100.64.0.28,KHA,ST0602,1.2.1,48.5,10800,2026-08-18 22:00:00,165600,10800,165500,10800,CPE,1.2.1,ZTE,SYNTH00000029,2026-08-18 22:00:00,demo_acc0029,ONT,ONT,FTTH,access,ST0602,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP002023,CPE0003,NE0003,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.2,DBN,ST0101,1.2.1,37.85,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000003,2026-08-18 23:00:00,demo_acc0003,ONT,ONT,FTTH,access,ST0101,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP005023,CPE0006,NE0006,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.5,SLA,ST0201,1.2.1,50.5,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000006,2026-08-18 23:00:00,demo_acc0006,ONT,ONT,FTTH,access,ST0201,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP008023,CPE0009,NE0009,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.8,SLA,ST0202,1.2.1,53.06,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000009,2026-08-18 23:00:00,demo_acc0009,ONT,ONT,FTTH,access,ST0202,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP011023,CPE0012,NE0012,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.11,CMU,ST0302,1.2.1,40.58,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000012,2026-08-18 23:00:00,demo_acc0012,ONT,ONT,FTTH,access,ST0302,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP014023,CPE0015,NE0015,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.14,CMU,ST0301,1.2.1,51.68,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000015,2026-08-18 23:00:00,demo_acc0015,ONT,ONT,FTTH,access,ST0301,LOC003,LOC003,Việt Nam,,Cà Mau,Quận/Huyện 1 Cà Mau,VNM,,CMU001
UP017023,CPE0018,NE0018,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.17,NBH,ST0401,1.2.1,49.54,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000018,2026-08-18 23:00:00,demo_acc0018,ONT,ONT,FTTH,access,ST0401,LOC004,LOC004,Việt Nam,,Ninh Bình,Quận/Huyện 1 Ninh Bình,VNM,,NBH001
UP020023,CPE0021,NE0021,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.20,HCM,ST0501,1.2.1,38.74,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000021,2026-08-18 23:00:00,demo_acc0021,ONT,ONT,FTTH,access,ST0501,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP023023,CPE0024,NE0024,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.23,HCM,ST0502,1.2.1,43.75,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000024,2026-08-18 23:00:00,demo_acc0024,ONT,ONT,FTTH,access,ST0502,LOC005,LOC005,Việt Nam,,Hồ Chí Minh,Quận/Huyện 1 Hồ Chí Minh,VNM,,HCM001
UP026023,CPE0027,NE0027,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.26,KHA,ST0602,1.2.1,48.1,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000027,2026-08-18 23:00:00,demo_acc0027,ONT,ONT,FTTH,access,ST0602,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP029023,CPE0030,NE0030,2026-08-18 23:00:00,2026-08-18-23,169200,10800,169100,connected,100.64.0.29,KHA,ST0601,1.2.1,48.77,10800,2026-08-18 23:00:00,169200,10800,169100,10800,CPE,1.2.1,ZTE,SYNTH00000030,2026-08-18 23:00:00,demo_acc0030,ONT,ONT,FTTH,access,ST0601,LOC006,LOC006,Việt Nam,,Khánh Hòa,Quận/Huyện 1 Khánh Hòa,VNM,,KHA001
UP000024,CPE0001,NE0001,2026-08-19 00:00:00,2026-08-19-00,172800,10800,172700,connected,100.64.0.0,DBN,ST0101,1.2.1,47.1,10800,2026-08-19 00:00:00,172800,10800,172700,10800,CPE,1.2.1,ZTE,SYNTH00000001,2026-08-19 00:00:00,demo_acc0001,ONT,ONT,FTTH,access,ST0101,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP003024,CPE0004,NE0004,2026-08-19 00:00:00,2026-08-19-00,172800,10800,172700,connected,100.64.0.3,DBN,ST0102,1.2.1,49.76,10800,2026-08-19 00:00:00,172800,10800,172700,10800,CPE,1.2.1,ZTE,SYNTH00000004,2026-08-19 00:00:00,demo_acc0004,ONT,ONT,FTTH,access,ST0102,LOC001,LOC001,Việt Nam,,Điện Biên,Quận/Huyện 1 Điện Biên,VNM,,DBN001
UP006024,CPE0007,NE0007,2026-08-19 00:00:00,2026-08-19-00,172800,10800,172700,connected,100.64.0.6,SLA,ST0202,1.2.1,54.24,10800,2026-08-19 00:00:00,172800,10800,172700,10800,CPE,1.2.1,ZTE,SYNTH00000007,2026-08-19 00:00:00,demo_acc0007,ONT,ONT,FTTH,access,ST0202,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
UP009024,CPE0010,NE0010,2026-08-19 00:00:00,2026-08-19-00,172800,10800,172700,connected,100.64.0.9,SLA,ST0201,1.2.1,42.66,10800,2026-08-19 00:00:00,172800,10800,172700,10800,CPE,1.2.1,ZTE,SYNTH00000010,2026-08-19 00:00:00,demo_acc0010,ONT,ONT,FTTH,access,ST0201,LOC002,LOC002,Việt Nam,,Sơn La,Quận/Huyện 1 Sơn La,VNM,,SLA001
