date_hour_o,record_time,duration,ne_id,created_date,uptime,uptime_delta,uptime_wanppp,uptime_wanppp_delta,date_hour
2026-08-18-21,2026-08-18 21:00:00,10800,NE0019,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0022,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0025,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-21,2026-08-18 21:00:00,10800,NE0028,2026-08-18 21:00:00,162000,10800,161900,10800,2026-08-18-21
2026-08-18-22,2026-08-18 22:00:00,10800,NE0002,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0005,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0008,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0011,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0014,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0017,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0020,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0023,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0026,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-22,2026-08-18 22:00:00,10800,NE0029,2026-08-18 22:00:00,165600,10800,165500,10800,2026-08-18-22
2026-08-18-23,2026-08-18 23:00:00,10800,NE0003,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0006,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0009,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0012,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0015,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0018,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0021,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0024,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0027,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-18-23,2026-08-18 23:00:00,10800,NE0030,2026-08-18 23:00:00,169200,10800,169100,10800,2026-08-18-23
2026-08-19-00,2026-08-19 00:00:00,10800,NE0001,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0004,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0007,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0010,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0013,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0016,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0019,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0022,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0025,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-00,2026-08-19 00:00:00,10800,NE0028,2026-08-19 00:00:00,172800,10800,172700,10800,2026-08-19-00
2026-08-19-01,2026-08-19 01:00:00,3600,NE0001,2026-08-19 01:00:00,176400,3600,176300,3600,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0002,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0005,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0008,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0011,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0014,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0017,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0020,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0023,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0026,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-01,2026-08-19 01:00:00,10800,NE0029,2026-08-19 01:00:00,176400,10800,176300,10800,2026-08-19-01
2026-08-19-02,2026-08-19 02:00:00,3600,NE0001,2026-08-19 02:00:00,180000,3600,179900,3600,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0003,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0006,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0009,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0012,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0015,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0018,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0021,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0024,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0027,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-02,2026-08-19 02:00:00,10800,NE0030,2026-08-19 02:00:00,180000,10800,179900,10800,2026-08-19-02
2026-08-19-03,2026-08-19 03:00:00,3600,NE0001,2026-08-19 03:00:00,183600,3600,183500,3600,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0004,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0007,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0010,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0013,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0016,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0019,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0022,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0025,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-03,2026-08-19 03:00:00,10800,NE0028,2026-08-19 03:00:00,183600,10800,183500,10800,2026-08-19-03
2026-08-19-04,2026-08-19 04:00:00,10800,NE0002,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0005,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0008,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0011,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0014,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0017,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0020,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0023,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0026,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-04,2026-08-19 04:00:00,10800,NE0029,2026-08-19 04:00:00,187200,10800,187100,10800,2026-08-19-04
2026-08-19-05,2026-08-19 05:00:00,10800,NE0003,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0006,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0009,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0012,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0015,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0018,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0021,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0024,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0027,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-05,2026-08-19 05:00:00,10800,NE0030,2026-08-19 05:00:00,190800,10800,190700,10800,2026-08-19-05
2026-08-19-06,2026-08-19 06:00:00,10800,NE0001,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0004,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0007,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0010,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0013,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0016,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0019,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0022,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0025,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-06,2026-08-19 06:00:00,10800,NE0028,2026-08-19 06:00:00,194400,10800,194300,10800,2026-08-19-06
2026-08-19-07,2026-08-19 07:00:00,10800,NE0002,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0005,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0008,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0011,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0014,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0017,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0020,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0023,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0026,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-07,2026-08-19 07:00:00,10800,NE0029,2026-08-19 07:00:00,198000,10800,197900,10800,2026-08-19-07
2026-08-19-08,2026-08-19 08:00:00,10800,NE0003,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0006,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0009,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0012,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0015,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0018,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0021,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0024,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0027,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-08,2026-08-19 08:00:00,10800,NE0030,2026-08-19 08:00:00,201600,10800,201500,10800,2026-08-19-08
2026-08-19-09,2026-08-19 09:00:00,10800,NE0001,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0004,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0007,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0010,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0013,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0016,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0019,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0022,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0025,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-09,2026-08-19 09:00:00,10800,NE0028,2026-08-19 09:00:00,205200,10800,205100,10800,2026-08-19-09
2026-08-19-10,2026-08-19 10:00:00,10800,NE0002,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0005,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0008,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0011,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0014,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0017,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0020,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0023,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0026,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-10,2026-08-19 10:00:00,10800,NE0029,2026-08-19 10:00:00,208800,10800,208700,10800,2026-08-19-10
2026-08-19-11,2026-08-19 11:00:00,10800,NE0003,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0006,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0009,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0012,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0015,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0018,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0021,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0024,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0027,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-11,2026-08-19 11:00:00,10800,NE0030,2026-08-19 11:00:00,212400,10800,212300,10800,2026-08-19-11
2026-08-19-12,2026-08-19 12:00:00,10800,NE0001,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0004,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0007,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0010,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0013,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0016,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0019,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0022,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0025,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-12,2026-08-19 12:00:00,10800,NE0028,2026-08-19 12:00:00,216000,10800,215900,10800,2026-08-19-12
2026-08-19-13,2026-08-19 13:00:00,10800,NE0002,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0005,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0008,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0011,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0014,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0017,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0020,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0023,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0026,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-13,2026-08-19 13:00:00,10800,NE0029,2026-08-19 13:00:00,219600,10800,219500,10800,2026-08-19-13
2026-08-19-14,2026-08-19 14:00:00,10800,NE0003,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0006,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0009,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0012,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0015,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0018,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0021,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0024,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0027,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-14,2026-08-19 14:00:00,10800,NE0030,2026-08-19 14:00:00,223200,10800,223100,10800,2026-08-19-14
2026-08-19-15,2026-08-19 15:00:00,10800,NE0001,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0004,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0007,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0010,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0013,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0016,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0019,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0022,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0025,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-15,2026-08-19 15:00:00,10800,NE0028,2026-08-19 15:00:00,226800,10800,226700,10800,2026-08-19-15
2026-08-19-16,2026-08-19 16:00:00,10800,NE0002,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0005,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0008,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0011,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0014,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0017,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0020,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0023,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0026,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-16,2026-08-19 16:00:00,10800,NE0029,2026-08-19 16:00:00,230400,10800,230300,10800,2026-08-19-16
2026-08-19-17,2026-08-19 17:00:00,10800,NE0003,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0006,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0009,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0012,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0015,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0018,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0021,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0024,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0027,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-17,2026-08-19 17:00:00,10800,NE0030,2026-08-19 17:00:00,234000,10800,233900,10800,2026-08-19-17
2026-08-19-18,2026-08-19 18:00:00,10800,NE0001,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0004,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0007,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0010,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0013,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0016,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0019,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0022,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0025,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-18,2026-08-19 18:00:00,10800,NE0028,2026-08-19 18:00:00,237600,10800,237500,10800,2026-08-19-18
2026-08-19-19,2026-08-19 19:00:00,10800,NE0002,2026-08-19 19:00:00,241200,10800,241100,10800,2026-08-19-19
