optical_rx_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-OPTICAL_RX_HOURLY-02-04,CPE0013,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,60.33,index,valid,synthetic_acs,43.1,100800,2,-47.82
ACS-OPTICAL_RX_HOURLY-02-05,CPE0013,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,18.78,index,valid,synthetic_acs,41.7,104400,3,-72.8
ACS-OPTICAL_RX_HOURLY-02-06,CPE0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,38.25,index,valid,synthetic_acs,39.34,108000,4,-64.4
ACS-OPTICAL_RX_HOURLY-02-07,CPE0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,79.2,index,valid,synthetic_acs,41.23,111600,1,-63.81
ACS-OPTICAL_RX_HOURLY-02-08,CPE0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,17.85,index,valid,synthetic_acs,38.06,115200,3,-60.91
ACS-OPTICAL_RX_HOURLY-02-09,CPE0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,79.15,index,valid,synthetic_acs,45.86,118800,0,-70.83
ACS-OPTICAL_RX_HOURLY-02-10,CPE0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,60.81,index,valid,synthetic_acs,51.07,122400,0,-57.48
ACS-OPTICAL_RX_HOURLY-02-11,CPE0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,73.95,index,valid,synthetic_acs,52.1,126000,1,-59.48
ACS-OPTICAL_RX_HOURLY-02-12,CPE0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,68.71,index,valid,synthetic_acs,47.01,129600,3,-60.49
ACS-OPTICAL_RX_HOURLY-02-13,CPE0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,42.31,index,valid,synthetic_acs,51.55,133200,2,-48.26
ACS-OPTICAL_RX_HOURLY-02-14,CPE0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,48.49,index,valid,synthetic_acs,42.83,136800,4,-57.1
ACS-OPTICAL_RX_HOURLY-02-15,CPE0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,76.12,index,valid,synthetic_acs,37.21,140400,4,-59.26
ACS-OPTICAL_RX_HOURLY-02-16,CPE0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,63.62,index,valid,synthetic_acs,39.97,144000,0,-45.21
ACS-OPTICAL_RX_HOURLY-02-17,CPE0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,32.1,index,valid,synthetic_acs,44.31,147600,1,-71.48
ACS-OPTICAL_RX_HOURLY-02-18,CPE0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,26.39,index,valid,synthetic_acs,54.64,151200,4,-62.89
ACS-OPTICAL_RX_HOURLY-02-19,CPE0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,29.98,index,valid,synthetic_acs,47.71,154800,2,-57.45
ACS-OPTICAL_RX_HOURLY-02-20,CPE0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,38.06,index,valid,synthetic_acs,40.23,158400,2,-65.11
ACS-OPTICAL_RX_HOURLY-02-21,CPE0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,32.32,index,valid,synthetic_acs,50.85,162000,2,-58.6
ACS-OPTICAL_RX_HOURLY-02-22,CPE0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,51.42,index,valid,synthetic_acs,47.54,165600,0,-50.21
ACS-OPTICAL_RX_HOURLY-02-23,CPE0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,33.29,index,valid,synthetic_acs,43.07,169200,1,-65.31
ACS-OPTICAL_RX_HOURLY-02-24,CPE0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,81.93,index,valid,synthetic_acs,39.59,172800,2,-65.23
ACS-OPTICAL_RX_HOURLY-02-25,CPE0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,16.12,index,valid,synthetic_acs,51.06,176400,0,-51.23
ACS-OPTICAL_RX_HOURLY-02-26,CPE0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,78.28,index,valid,synthetic_acs,54.73,180000,1,-45.81
ACS-OPTICAL_RX_HOURLY-02-27,CPE0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,70.39,index,valid,synthetic_acs,35.97,183600,0,-55.49
ACS-OPTICAL_RX_HOURLY-02-28,CPE0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,45.49,index,valid,synthetic_acs,41.27,187200,2,-48.11
ACS-OPTICAL_RX_HOURLY-02-29,CPE0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,37.83,index,valid,synthetic_acs,45.62,190800,4,-67.95
ACS-OPTICAL_RX_HOURLY-02-30,CPE0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,15.54,index,valid,synthetic_acs,43.22,194400,0,-60.32
ACS-OPTICAL_RX_HOURLY-02-31,CPE0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,19.09,index,valid,synthetic_acs,37.23,198000,2,-54.31
ACS-OPTICAL_RX_HOURLY-02-32,CPE0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,39.04,index,valid,synthetic_acs,41.42,201600,4,-71.58
ACS-OPTICAL_RX_HOURLY-02-33,CPE0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,21.79,index,valid,synthetic_acs,40.66,205200,0,-62.56
ACS-OPTICAL_RX_HOURLY-02-34,CPE0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,65.87,index,valid,synthetic_acs,40.21,208800,3,-62.64
ACS-OPTICAL_RX_HOURLY-02-35,CPE0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,31.03,index,valid,synthetic_acs,51.38,212400,5,-64.81
ACS-OPTICAL_RX_HOURLY-02-36,CPE0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,47.02,index,valid,synthetic_acs,43.35,216000,1,-74.62
ACS-OPTICAL_RX_HOURLY-02-37,CPE0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,32.46,index,valid,synthetic_acs,51.53,219600,5,-54.01
ACS-OPTICAL_RX_HOURLY-02-38,CPE0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,29.43,index,valid,synthetic_acs,37.02,223200,0,-62.21
ACS-OPTICAL_RX_HOURLY-02-39,CPE0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,63.23,index,valid,synthetic_acs,36.6,226800,0,-67.5
ACS-OPTICAL_RX_HOURLY-02-40,CPE0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,23.12,index,valid,synthetic_acs,37.92,230400,5,-68.66
ACS-OPTICAL_RX_HOURLY-02-41,CPE0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,64.93,index,valid,synthetic_acs,44.64,234000,5,-68.31
ACS-OPTICAL_RX_HOURLY-02-42,CPE0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,32.87,index,valid,synthetic_acs,49.95,237600,2,-60.02
ACS-OPTICAL_RX_HOURLY-02-43,CPE0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,49.71,index,valid,synthetic_acs,44.52,241200,5,-48.41
ACS-OPTICAL_RX_HOURLY-02-44,CPE0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,53.59,index,valid,synthetic_acs,39.96,244800,1,-56.95
ACS-OPTICAL_RX_HOURLY-02-45,CPE0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,35.89,index,valid,synthetic_acs,53.05,248400,0,-63.51
ACS-OPTICAL_RX_HOURLY-02-46,CPE0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,77.67,index,valid,synthetic_acs,40.29,252000,3,-73.04
ACS-OPTICAL_RX_HOURLY-02-47,CPE0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,34.47,index,valid,synthetic_acs,35.43,255600,2,-59.33
ACS-OPTICAL_RX_HOURLY-02-48,CPE0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,28.91,index,valid,synthetic_acs,47.84,259200,3,-60.07
ACS-OPTICAL_RX_HOURLY-02-49,CPE0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,44.7,index,valid,synthetic_acs,52.15,262800,4,-55.77
ACS-OPTICAL_RX_HOURLY-02-50,CPE0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,25.06,index,valid,synthetic_acs,53.08,266400,0,-49.01
ACS-OPTICAL_RX_HOURLY-02-51,CPE0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,20.46,index,valid,synthetic_acs,49.82,270000,0,-51.82
ACS-OPTICAL_RX_HOURLY-02-52,CPE0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,64.33,index,valid,synthetic_acs,40.82,273600,3,-71.5
ACS-OPTICAL_RX_HOURLY-02-53,CPE0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,79.58,index,valid,synthetic_acs,37.78,277200,0,-47.95
ACS-OPTICAL_RX_HOURLY-02-54,CPE0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,15.49,index,valid,synthetic_acs,36.64,280800,0,-59.65
ACS-OPTICAL_RX_HOURLY-02-55,CPE0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,75.06,index,valid,synthetic_acs,41.72,284400,0,-65.59
ACS-OPTICAL_RX_HOURLY-02-56,CPE0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,32.26,index,valid,synthetic_acs,54.27,288000,1,-55.54
ACS-OPTICAL_RX_HOURLY-02-57,CPE0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,70.28,index,valid,synthetic_acs,51.45,291600,3,-60.47
ACS-OPTICAL_RX_HOURLY-02-58,CPE0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,27.14,index,valid,synthetic_acs,42.52,295200,3,-66.48
ACS-OPTICAL_RX_HOURLY-02-59,CPE0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,23.04,index,valid,synthetic_acs,43.02,298800,5,-60.61
ACS-OPTICAL_RX_HOURLY-02-60,CPE0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,54.1,index,valid,synthetic_acs,54.42,302400,5,-49.05
ACS-OPTICAL_RX_HOURLY-02-61,CPE0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,24.62,index,valid,synthetic_acs,39.38,306000,3,-69.02
ACS-OPTICAL_RX_HOURLY-02-62,CPE0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,80.8,index,valid,synthetic_acs,46.95,309600,4,-73.35
ACS-OPTICAL_RX_HOURLY-02-63,CPE0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,76.73,index,valid,synthetic_acs,40.42,313200,4,-46.17
ACS-OPTICAL_RX_HOURLY-02-64,CPE0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,47.61,index,valid,synthetic_acs,50.64,316800,2,-59.49
ACS-OPTICAL_RX_HOURLY-02-65,CPE0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,18.46,index,valid,synthetic_acs,40.05,320400,1,-65.79
ACS-OPTICAL_RX_HOURLY-02-66,CPE0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,19.23,index,valid,synthetic_acs,42.94,324000,0,-70.06
ACS-OPTICAL_RX_HOURLY-02-67,CPE0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,59.63,index,valid,synthetic_acs,46.18,327600,5,-49.17
ACS-OPTICAL_RX_HOURLY-02-68,CPE0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,16.43,index,valid,synthetic_acs,49.92,331200,5,-45.39
ACS-OPTICAL_RX_HOURLY-02-69,CPE0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,31.31,index,valid,synthetic_acs,40.51,334800,0,-67.49
ACS-OPTICAL_RX_HOURLY-02-70,CPE0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,24.43,index,valid,synthetic_acs,42.96,338400,3,-63.42
ACS-OPTICAL_RX_HOURLY-02-71,CPE0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,50.69,index,valid,synthetic_acs,52.06,342000,2,-73.57
ACS-OPTICAL_RX_HOURLY-03-00,CPE0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,20.19,index,valid,synthetic_acs,35.87,86400,2,-52.92
ACS-OPTICAL_RX_HOURLY-03-01,CPE0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,53.9,index,valid,synthetic_acs,47.29,90000,5,-65.14
ACS-OPTICAL_RX_HOURLY-03-02,CPE0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,73.51,index,valid,synthetic_acs,54.94,93600,2,-68.56
ACS-OPTICAL_RX_HOURLY-03-03,CPE0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,73.17,index,valid,synthetic_acs,50.34,97200,4,-63.26
ACS-OPTICAL_RX_HOURLY-03-04,CPE0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,17.53,index,valid,synthetic_acs,48.06,100800,0,-53.7
ACS-OPTICAL_RX_HOURLY-03-05,CPE0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,35.37,index,valid,synthetic_acs,53.84,104400,2,-71.28
ACS-OPTICAL_RX_HOURLY-03-06,CPE0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,57.8,index,valid,synthetic_acs,49.45,108000,5,-59.35
ACS-OPTICAL_RX_HOURLY-03-07,CPE0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,41.27,index,valid,synthetic_acs,43.86,111600,0,-60.62
ACS-OPTICAL_RX_HOURLY-03-08,CPE0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,74.12,index,valid,synthetic_acs,39.03,115200,4,-66.03
ACS-OPTICAL_RX_HOURLY-03-09,CPE0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,83.11,index,valid,synthetic_acs,40.55,118800,3,-52.65
ACS-OPTICAL_RX_HOURLY-03-10,CPE0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,39.89,index,valid,synthetic_acs,44.04,122400,3,-52.53
ACS-OPTICAL_RX_HOURLY-03-11,CPE0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,18.0,index,valid,synthetic_acs,38.46,126000,1,-55.14
ACS-OPTICAL_RX_HOURLY-03-12,CPE0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,71.43,index,valid,synthetic_acs,48.51,129600,3,-62.9
ACS-OPTICAL_RX_HOURLY-03-13,CPE0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,52.64,index,valid,synthetic_acs,52.07,133200,0,-45.55
ACS-OPTICAL_RX_HOURLY-03-14,CPE0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,20.46,index,valid,synthetic_acs,35.34,136800,5,-62.91
ACS-OPTICAL_RX_HOURLY-03-15,CPE0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,40.31,index,valid,synthetic_acs,39.65,140400,5,-58.3
ACS-OPTICAL_RX_HOURLY-03-16,CPE0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,32.1,index,valid,synthetic_acs,44.59,144000,2,-49.46
ACS-OPTICAL_RX_HOURLY-03-17,CPE0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,58.05,index,valid,synthetic_acs,41.95,147600,4,-55.14
ACS-OPTICAL_RX_HOURLY-03-18,CPE0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,50.33,index,valid,synthetic_acs,54.25,151200,5,-56.52
ACS-OPTICAL_RX_HOURLY-03-19,CPE0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,27.65,index,valid,synthetic_acs,38.05,154800,2,-46.17
ACS-OPTICAL_RX_HOURLY-03-20,CPE0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,19.22,index,valid,synthetic_acs,42.1,158400,4,-49.39
ACS-OPTICAL_RX_HOURLY-03-21,CPE0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,34.03,index,valid,synthetic_acs,47.25,162000,5,-63.18
ACS-OPTICAL_RX_HOURLY-03-22,CPE0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,65.47,index,valid,synthetic_acs,40.16,165600,3,-49.25
ACS-OPTICAL_RX_HOURLY-03-23,CPE0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,53.47,index,valid,synthetic_acs,41.38,169200,4,-63.13
ACS-OPTICAL_RX_HOURLY-03-24,CPE0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,79.55,index,valid,synthetic_acs,42.92,172800,2,-57.34
ACS-OPTICAL_RX_HOURLY-03-25,CPE0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,27.81,index,valid,synthetic_acs,35.43,176400,3,-67.91
ACS-OPTICAL_RX_HOURLY-03-26,CPE0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,36.5,index,valid,synthetic_acs,39.79,180000,3,-62.46
ACS-OPTICAL_RX_HOURLY-03-27,CPE0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,44.47,index,valid,synthetic_acs,46.91,183600,2,-69.08
ACS-OPTICAL_RX_HOURLY-03-28,CPE0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,60.48,index,valid,synthetic_acs,46.76,187200,4,-59.81
ACS-OPTICAL_RX_HOURLY-03-29,CPE0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,63.31,index,valid,synthetic_acs,36.28,190800,4,-73.86
ACS-OPTICAL_RX_HOURLY-03-30,CPE0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,69.69,index,valid,synthetic_acs,43.65,194400,4,-54.38
ACS-OPTICAL_RX_HOURLY-03-31,CPE0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,39.67,index,valid,synthetic_acs,53.31,198000,3,-66.28
ACS-OPTICAL_RX_HOURLY-03-32,CPE0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,33.64,index,valid,synthetic_acs,53.43,201600,0,-61.26
ACS-OPTICAL_RX_HOURLY-03-33,CPE0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,74.67,index,valid,synthetic_acs,44.85,205200,3,-62.53
ACS-OPTICAL_RX_HOURLY-03-34,CPE0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,36.71,index,valid,synthetic_acs,47.31,208800,4,-56.89
ACS-OPTICAL_RX_HOURLY-03-35,CPE0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,84.89,index,valid,synthetic_acs,54.12,212400,2,-70.76
ACS-OPTICAL_RX_HOURLY-03-36,CPE0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,66.03,index,valid,synthetic_acs,52.26,216000,2,-45.8
ACS-OPTICAL_RX_HOURLY-03-37,CPE0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,28.76,index,valid,synthetic_acs,44.57,219600,2,-60.87
ACS-OPTICAL_RX_HOURLY-03-38,CPE0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,32.39,index,valid,synthetic_acs,35.54,223200,2,-60.37
ACS-OPTICAL_RX_HOURLY-03-39,CPE0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,17.49,index,valid,synthetic_acs,49.75,226800,0,-50.29
ACS-OPTICAL_RX_HOURLY-03-40,CPE0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,19.4,index,valid,synthetic_acs,50.21,230400,0,-48.58
ACS-OPTICAL_RX_HOURLY-03-41,CPE0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,55.87,index,valid,synthetic_acs,36.4,234000,2,-54.24
ACS-OPTICAL_RX_HOURLY-03-42,CPE0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,25.18,index,valid,synthetic_acs,37.51,237600,0,-50.02
ACS-OPTICAL_RX_HOURLY-03-43,CPE0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,21.45,index,valid,synthetic_acs,51.26,241200,5,-48.23
ACS-OPTICAL_RX_HOURLY-03-44,CPE0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,66.29,index,valid,synthetic_acs,40.93,244800,0,-46.81
ACS-OPTICAL_RX_HOURLY-03-45,CPE0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,84.18,index,valid,synthetic_acs,52.77,248400,3,-63.94
ACS-OPTICAL_RX_HOURLY-03-46,CPE0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,42.82,index,valid,synthetic_acs,47.0,252000,1,-66.09
ACS-OPTICAL_RX_HOURLY-03-47,CPE0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,47.02,index,valid,synthetic_acs,49.86,255600,2,-64.97
ACS-OPTICAL_RX_HOURLY-03-48,CPE0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,48.29,index,valid,synthetic_acs,48.54,259200,5,-72.12
ACS-OPTICAL_RX_HOURLY-03-49,CPE0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,21.64,index,valid,synthetic_acs,38.49,262800,4,-72.27
ACS-OPTICAL_RX_HOURLY-03-50,CPE0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,50.03,index,valid,synthetic_acs,39.84,266400,2,-54.28
ACS-OPTICAL_RX_HOURLY-03-51,CPE0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,53.59,index,valid,synthetic_acs,36.15,270000,3,-74.18
ACS-OPTICAL_RX_HOURLY-03-52,CPE0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,19.4,index,valid,synthetic_acs,36.22,273600,2,-52.25
ACS-OPTICAL_RX_HOURLY-03-53,CPE0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,27.04,index,valid,synthetic_acs,39.43,277200,0,-69.74
ACS-OPTICAL_RX_HOURLY-03-54,CPE0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,55.1,index,valid,synthetic_acs,42.04,280800,4,-46.14
ACS-OPTICAL_RX_HOURLY-03-55,CPE0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,82.77,index,valid,synthetic_acs,40.79,284400,2,-61.81
ACS-OPTICAL_RX_HOURLY-03-56,CPE0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,42.36,index,valid,synthetic_acs,35.53,288000,1,-74.18
ACS-OPTICAL_RX_HOURLY-03-57,CPE0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,16.74,index,valid,synthetic_acs,48.91,291600,5,-70.63
ACS-OPTICAL_RX_HOURLY-03-58,CPE0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,39.52,index,valid,synthetic_acs,39.02,295200,0,-72.34
ACS-OPTICAL_RX_HOURLY-03-59,CPE0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,77.32,index,valid,synthetic_acs,54.33,298800,3,-47.1
ACS-OPTICAL_RX_HOURLY-03-60,CPE0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,24.86,index,valid,synthetic_acs,43.62,302400,1,-64.08
ACS-OPTICAL_RX_HOURLY-03-61,CPE0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,31.67,index,valid,synthetic_acs,43.14,306000,1,-50.31
ACS-OPTICAL_RX_HOURLY-03-62,CPE0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,23.32,index,valid,synthetic_acs,42.57,309600,3,-52.31
ACS-OPTICAL_RX_HOURLY-03-63,CPE0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,48.02,index,valid,synthetic_acs,47.17,313200,4,-63.16
ACS-OPTICAL_RX_HOURLY-03-64,CPE0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,36.66,index,valid,synthetic_acs,53.42,316800,4,-72.83
ACS-OPTICAL_RX_HOURLY-03-65,CPE0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,49.72,index,valid,synthetic_acs,37.81,320400,5,-55.27
ACS-OPTICAL_RX_HOURLY-03-66,CPE0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,20.28,index,valid,synthetic_acs,54.98,324000,1,-64.79
ACS-OPTICAL_RX_HOURLY-03-67,CPE0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,45.73,index,valid,synthetic_acs,39.04,327600,5,-71.62
ACS-OPTICAL_RX_HOURLY-03-68,CPE0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,32.91,index,valid,synthetic_acs,35.7,331200,1,-51.19
ACS-OPTICAL_RX_HOURLY-03-69,CPE0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,46.22,index,valid,synthetic_acs,48.49,334800,0,-66.48
ACS-OPTICAL_RX_HOURLY-03-70,CPE0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,19.21,index,valid,synthetic_acs,43.62,338400,4,-45.16
ACS-OPTICAL_RX_HOURLY-03-71,CPE0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,35.08,index,valid,synthetic_acs,51.64,342000,0,-69.27
ACS-OPTICAL_RX_HOURLY-04-00,CPE0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,41.1,index,valid,synthetic_acs,46.47,86400,5,-57.68
ACS-OPTICAL_RX_HOURLY-04-01,CPE0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,22.2,index,valid,synthetic_acs,48.6,90000,2,-73.35
ACS-OPTICAL_RX_HOURLY-04-02,CPE0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,36.51,index,valid,synthetic_acs,41.42,93600,3,-72.93
ACS-OPTICAL_RX_HOURLY-04-03,CPE0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,55.65,index,valid,synthetic_acs,44.03,97200,1,-53.99
ACS-OPTICAL_RX_HOURLY-04-04,CPE0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,74.19,index,valid,synthetic_acs,35.41,100800,3,-69.56
ACS-OPTICAL_RX_HOURLY-04-05,CPE0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,84.57,index,valid,synthetic_acs,41.88,104400,5,-70.92
ACS-OPTICAL_RX_HOURLY-04-06,CPE0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,28.85,index,valid,synthetic_acs,38.91,108000,1,-74.14
ACS-OPTICAL_RX_HOURLY-04-07,CPE0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,57.89,index,valid,synthetic_acs,36.87,111600,0,-72.71
ACS-OPTICAL_RX_HOURLY-04-08,CPE0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,52.96,index,valid,synthetic_acs,51.93,115200,1,-63.6
