wifi_client_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-WIFI_CLIENT_HOURLY-02-03,CPE0013,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,79.51,index,valid,synthetic_acs,52.29,97200,5,-55.95
ACS-WIFI_CLIENT_HOURLY-02-04,CPE0013,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,57.49,index,valid,synthetic_acs,44.99,100800,1,-65.38
ACS-WIFI_CLIENT_HOURLY-02-05,CPE0013,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,79.26,index,valid,synthetic_acs,49.31,104400,0,-67.5
ACS-WIFI_CLIENT_HOURLY-02-06,CPE0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,69.49,index,valid,synthetic_acs,46.64,108000,4,-53.5
ACS-WIFI_CLIENT_HOURLY-02-07,CPE0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,60.64,index,valid,synthetic_acs,52.94,111600,2,-64.31
ACS-WIFI_CLIENT_HOURLY-02-08,CPE0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,24.56,index,valid,synthetic_acs,48.96,115200,0,-58.49
ACS-WIFI_CLIENT_HOURLY-02-09,CPE0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,82.39,index,valid,synthetic_acs,42.01,118800,3,-64.02
ACS-WIFI_CLIENT_HOURLY-02-10,CPE0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,59.49,index,valid,synthetic_acs,53.85,122400,5,-65.9
ACS-WIFI_CLIENT_HOURLY-02-11,CPE0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,81.07,index,valid,synthetic_acs,44.55,126000,1,-49.3
ACS-WIFI_CLIENT_HOURLY-02-12,CPE0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,60.48,index,valid,synthetic_acs,41.15,129600,0,-64.62
ACS-WIFI_CLIENT_HOURLY-02-13,CPE0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,41.85,index,valid,synthetic_acs,46.18,133200,1,-74.35
ACS-WIFI_CLIENT_HOURLY-02-14,CPE0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,52.12,index,valid,synthetic_acs,42.43,136800,3,-56.83
ACS-WIFI_CLIENT_HOURLY-02-15,CPE0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,56.61,index,valid,synthetic_acs,51.41,140400,3,-64.94
ACS-WIFI_CLIENT_HOURLY-02-16,CPE0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,34.25,index,valid,synthetic_acs,54.02,144000,4,-56.86
ACS-WIFI_CLIENT_HOURLY-02-17,CPE0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,82.07,index,valid,synthetic_acs,53.09,147600,3,-69.74
ACS-WIFI_CLIENT_HOURLY-02-18,CPE0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,34.1,index,valid,synthetic_acs,48.7,151200,1,-45.79
ACS-WIFI_CLIENT_HOURLY-02-19,CPE0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,33.59,index,valid,synthetic_acs,52.89,154800,5,-51.93
ACS-WIFI_CLIENT_HOURLY-02-20,CPE0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,73.8,index,valid,synthetic_acs,38.48,158400,5,-67.41
ACS-WIFI_CLIENT_HOURLY-02-21,CPE0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,69.89,index,valid,synthetic_acs,43.73,162000,2,-55.4
ACS-WIFI_CLIENT_HOURLY-02-22,CPE0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,61.17,index,valid,synthetic_acs,35.39,165600,2,-60.91
ACS-WIFI_CLIENT_HOURLY-02-23,CPE0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,64.51,index,valid,synthetic_acs,36.8,169200,2,-53.57
ACS-WIFI_CLIENT_HOURLY-02-24,CPE0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,65.55,index,valid,synthetic_acs,52.45,172800,0,-67.08
ACS-WIFI_CLIENT_HOURLY-02-25,CPE0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,54.22,index,valid,synthetic_acs,53.71,176400,3,-62.55
ACS-WIFI_CLIENT_HOURLY-02-26,CPE0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,38.5,index,valid,synthetic_acs,53.7,180000,1,-63.32
ACS-WIFI_CLIENT_HOURLY-02-27,CPE0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,67.46,index,valid,synthetic_acs,53.53,183600,5,-49.17
ACS-WIFI_CLIENT_HOURLY-02-28,CPE0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,40.12,index,valid,synthetic_acs,35.83,187200,3,-62.94
ACS-WIFI_CLIENT_HOURLY-02-29,CPE0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,53.48,index,valid,synthetic_acs,42.38,190800,0,-48.4
ACS-WIFI_CLIENT_HOURLY-02-30,CPE0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,23.8,index,valid,synthetic_acs,53.26,194400,3,-54.46
ACS-WIFI_CLIENT_HOURLY-02-31,CPE0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,35.76,index,valid,synthetic_acs,51.56,198000,5,-70.52
ACS-WIFI_CLIENT_HOURLY-02-32,CPE0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,53.82,index,valid,synthetic_acs,51.71,201600,2,-57.57
ACS-WIFI_CLIENT_HOURLY-02-33,CPE0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,42.52,index,valid,synthetic_acs,40.9,205200,1,-51.34
ACS-WIFI_CLIENT_HOURLY-02-34,CPE0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,52.67,index,valid,synthetic_acs,35.87,208800,0,-69.92
ACS-WIFI_CLIENT_HOURLY-02-35,CPE0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,50.22,index,valid,synthetic_acs,38.78,212400,5,-59.67
ACS-WIFI_CLIENT_HOURLY-02-36,CPE0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,50.48,index,valid,synthetic_acs,38.54,216000,5,-50.33
ACS-WIFI_CLIENT_HOURLY-02-37,CPE0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,74.03,index,valid,synthetic_acs,48.91,219600,4,-63.86
ACS-WIFI_CLIENT_HOURLY-02-38,CPE0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,62.42,index,valid,synthetic_acs,50.39,223200,4,-59.76
ACS-WIFI_CLIENT_HOURLY-02-39,CPE0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,73.6,index,valid,synthetic_acs,43.45,226800,4,-66.02
ACS-WIFI_CLIENT_HOURLY-02-40,CPE0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,58.64,index,valid,synthetic_acs,51.2,230400,2,-65.06
ACS-WIFI_CLIENT_HOURLY-02-41,CPE0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,52.05,index,valid,synthetic_acs,49.7,234000,2,-74.32
ACS-WIFI_CLIENT_HOURLY-02-42,CPE0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,29.18,index,valid,synthetic_acs,35.4,237600,4,-63.74
ACS-WIFI_CLIENT_HOURLY-02-43,CPE0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,44.86,index,valid,synthetic_acs,47.36,241200,3,-65.98
ACS-WIFI_CLIENT_HOURLY-02-44,CPE0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,80.99,index,valid,synthetic_acs,51.38,244800,4,-55.95
ACS-WIFI_CLIENT_HOURLY-02-45,CPE0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,76.66,index,valid,synthetic_acs,40.24,248400,3,-48.91
ACS-WIFI_CLIENT_HOURLY-02-46,CPE0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,82.76,index,valid,synthetic_acs,53.1,252000,1,-64.4
ACS-WIFI_CLIENT_HOURLY-02-47,CPE0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,27.1,index,valid,synthetic_acs,37.09,255600,1,-62.39
ACS-WIFI_CLIENT_HOURLY-02-48,CPE0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,30.83,index,valid,synthetic_acs,48.57,259200,1,-72.82
ACS-WIFI_CLIENT_HOURLY-02-49,CPE0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,73.79,index,valid,synthetic_acs,40.82,262800,4,-53.71
ACS-WIFI_CLIENT_HOURLY-02-50,CPE0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,83.26,index,valid,synthetic_acs,41.43,266400,4,-72.62
ACS-WIFI_CLIENT_HOURLY-02-51,CPE0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,17.4,index,valid,synthetic_acs,42.68,270000,4,-48.13
ACS-WIFI_CLIENT_HOURLY-02-52,CPE0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,74.19,index,valid,synthetic_acs,48.56,273600,4,-52.37
ACS-WIFI_CLIENT_HOURLY-02-53,CPE0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,72.59,index,valid,synthetic_acs,40.21,277200,5,-63.02
ACS-WIFI_CLIENT_HOURLY-02-54,CPE0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,81.36,index,valid,synthetic_acs,47.35,280800,5,-72.62
ACS-WIFI_CLIENT_HOURLY-02-55,CPE0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,53.37,index,valid,synthetic_acs,41.63,284400,2,-53.88
ACS-WIFI_CLIENT_HOURLY-02-56,CPE0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,38.95,index,valid,synthetic_acs,39.25,288000,5,-65.52
ACS-WIFI_CLIENT_HOURLY-02-57,CPE0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,77.48,index,valid,synthetic_acs,47.98,291600,3,-66.77
ACS-WIFI_CLIENT_HOURLY-02-58,CPE0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,59.92,index,valid,synthetic_acs,43.46,295200,1,-63.04
ACS-WIFI_CLIENT_HOURLY-02-59,CPE0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,60.13,index,valid,synthetic_acs,41.91,298800,5,-47.74
ACS-WIFI_CLIENT_HOURLY-02-60,CPE0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,73.95,index,valid,synthetic_acs,48.95,302400,5,-74.66
ACS-WIFI_CLIENT_HOURLY-02-61,CPE0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,81.78,index,valid,synthetic_acs,48.28,306000,1,-57.31
ACS-WIFI_CLIENT_HOURLY-02-62,CPE0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,39.58,index,valid,synthetic_acs,52.11,309600,2,-58.13
ACS-WIFI_CLIENT_HOURLY-02-63,CPE0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,83.17,index,valid,synthetic_acs,40.96,313200,5,-50.61
ACS-WIFI_CLIENT_HOURLY-02-64,CPE0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,24.79,index,valid,synthetic_acs,50.11,316800,2,-53.93
ACS-WIFI_CLIENT_HOURLY-02-65,CPE0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,23.77,index,valid,synthetic_acs,42.64,320400,2,-55.96
ACS-WIFI_CLIENT_HOURLY-02-66,CPE0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,58.5,index,valid,synthetic_acs,40.5,324000,3,-70.96
ACS-WIFI_CLIENT_HOURLY-02-67,CPE0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,84.96,index,valid,synthetic_acs,51.61,327600,1,-51.26
ACS-WIFI_CLIENT_HOURLY-02-68,CPE0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,79.3,index,valid,synthetic_acs,43.96,331200,5,-71.19
ACS-WIFI_CLIENT_HOURLY-02-69,CPE0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,28.27,index,valid,synthetic_acs,42.16,334800,3,-73.6
ACS-WIFI_CLIENT_HOURLY-02-70,CPE0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,50.29,index,valid,synthetic_acs,50.26,338400,3,-61.38
ACS-WIFI_CLIENT_HOURLY-02-71,CPE0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,62.6,index,valid,synthetic_acs,37.59,342000,0,-59.69
ACS-WIFI_CLIENT_HOURLY-03-00,CPE0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,51.77,index,valid,synthetic_acs,47.99,86400,4,-58.72
ACS-WIFI_CLIENT_HOURLY-03-01,CPE0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,37.6,index,valid,synthetic_acs,54.94,90000,5,-70.32
ACS-WIFI_CLIENT_HOURLY-03-02,CPE0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,77.94,index,valid,synthetic_acs,38.53,93600,0,-54.37
ACS-WIFI_CLIENT_HOURLY-03-03,CPE0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,42.01,index,valid,synthetic_acs,54.67,97200,1,-67.36
ACS-WIFI_CLIENT_HOURLY-03-04,CPE0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,73.39,index,valid,synthetic_acs,49.28,100800,2,-62.38
ACS-WIFI_CLIENT_HOURLY-03-05,CPE0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,84.89,index,valid,synthetic_acs,53.75,104400,3,-62.75
ACS-WIFI_CLIENT_HOURLY-03-06,CPE0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,82.83,index,valid,synthetic_acs,46.1,108000,5,-45.23
ACS-WIFI_CLIENT_HOURLY-03-07,CPE0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,74.14,index,valid,synthetic_acs,51.46,111600,2,-58.15
ACS-WIFI_CLIENT_HOURLY-03-08,CPE0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,59.96,index,valid,synthetic_acs,41.89,115200,0,-65.15
ACS-WIFI_CLIENT_HOURLY-03-09,CPE0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,44.2,index,valid,synthetic_acs,50.61,118800,5,-54.46
ACS-WIFI_CLIENT_HOURLY-03-10,CPE0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,72.16,index,valid,synthetic_acs,48.96,122400,0,-68.66
ACS-WIFI_CLIENT_HOURLY-03-11,CPE0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,65.45,index,valid,synthetic_acs,35.4,126000,1,-73.0
ACS-WIFI_CLIENT_HOURLY-03-12,CPE0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,63.72,index,valid,synthetic_acs,54.55,129600,3,-67.44
ACS-WIFI_CLIENT_HOURLY-03-13,CPE0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,67.16,index,valid,synthetic_acs,39.55,133200,5,-54.68
ACS-WIFI_CLIENT_HOURLY-03-14,CPE0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,76.96,index,valid,synthetic_acs,36.81,136800,0,-63.53
ACS-WIFI_CLIENT_HOURLY-03-15,CPE0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,80.39,index,valid,synthetic_acs,45.54,140400,1,-54.33
ACS-WIFI_CLIENT_HOURLY-03-16,CPE0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,40.43,index,valid,synthetic_acs,42.34,144000,1,-55.86
ACS-WIFI_CLIENT_HOURLY-03-17,CPE0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,77.7,index,valid,synthetic_acs,45.7,147600,4,-60.9
ACS-WIFI_CLIENT_HOURLY-03-18,CPE0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,55.85,index,valid,synthetic_acs,39.71,151200,1,-66.61
ACS-WIFI_CLIENT_HOURLY-03-19,CPE0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,74.16,index,valid,synthetic_acs,43.54,154800,4,-48.92
ACS-WIFI_CLIENT_HOURLY-03-20,CPE0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,74.29,index,valid,synthetic_acs,38.83,158400,3,-52.35
ACS-WIFI_CLIENT_HOURLY-03-21,CPE0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,75.51,index,valid,synthetic_acs,43.68,162000,2,-59.02
ACS-WIFI_CLIENT_HOURLY-03-22,CPE0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,38.92,index,valid,synthetic_acs,43.15,165600,5,-51.26
ACS-WIFI_CLIENT_HOURLY-03-23,CPE0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,71.82,index,valid,synthetic_acs,46.35,169200,3,-70.97
ACS-WIFI_CLIENT_HOURLY-03-24,CPE0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,57.9,index,valid,synthetic_acs,46.47,172800,5,-66.16
ACS-WIFI_CLIENT_HOURLY-03-25,CPE0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,28.97,index,valid,synthetic_acs,43.8,176400,5,-74.89
ACS-WIFI_CLIENT_HOURLY-03-26,CPE0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,26.31,index,valid,synthetic_acs,35.94,180000,4,-71.37
ACS-WIFI_CLIENT_HOURLY-03-27,CPE0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,56.49,index,valid,synthetic_acs,51.88,183600,5,-65.71
ACS-WIFI_CLIENT_HOURLY-03-28,CPE0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,77.57,index,valid,synthetic_acs,53.73,187200,1,-53.23
ACS-WIFI_CLIENT_HOURLY-03-29,CPE0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,49.92,index,valid,synthetic_acs,42.16,190800,0,-46.59
ACS-WIFI_CLIENT_HOURLY-03-30,CPE0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,42.69,index,valid,synthetic_acs,37.82,194400,3,-71.25
ACS-WIFI_CLIENT_HOURLY-03-31,CPE0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,31.02,index,valid,synthetic_acs,40.35,198000,2,-50.2
ACS-WIFI_CLIENT_HOURLY-03-32,CPE0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,29.52,index,valid,synthetic_acs,48.39,201600,4,-56.63
ACS-WIFI_CLIENT_HOURLY-03-33,CPE0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,58.77,index,valid,synthetic_acs,47.37,205200,1,-45.84
ACS-WIFI_CLIENT_HOURLY-03-34,CPE0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,60.9,index,valid,synthetic_acs,37.84,208800,1,-45.81
ACS-WIFI_CLIENT_HOURLY-03-35,CPE0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,43.42,index,valid,synthetic_acs,40.58,212400,4,-51.7
ACS-WIFI_CLIENT_HOURLY-03-36,CPE0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,33.31,index,valid,synthetic_acs,40.78,216000,5,-53.8
ACS-WIFI_CLIENT_HOURLY-03-37,CPE0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,42.7,index,valid,synthetic_acs,43.97,219600,2,-51.22
ACS-WIFI_CLIENT_HOURLY-03-38,CPE0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,70.48,index,valid,synthetic_acs,50.27,223200,4,-51.33
ACS-WIFI_CLIENT_HOURLY-03-39,CPE0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,61.64,index,valid,synthetic_acs,39.23,226800,3,-67.3
ACS-WIFI_CLIENT_HOURLY-03-40,CPE0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,60.3,index,valid,synthetic_acs,49.46,230400,3,-47.59
ACS-WIFI_CLIENT_HOURLY-03-41,CPE0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,43.37,index,valid,synthetic_acs,42.72,234000,2,-60.54
ACS-WIFI_CLIENT_HOURLY-03-42,CPE0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,48.96,index,valid,synthetic_acs,40.96,237600,5,-64.75
ACS-WIFI_CLIENT_HOURLY-03-43,CPE0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,50.64,index,valid,synthetic_acs,43.01,241200,5,-71.0
ACS-WIFI_CLIENT_HOURLY-03-44,CPE0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,15.95,index,valid,synthetic_acs,38.46,244800,5,-52.9
ACS-WIFI_CLIENT_HOURLY-03-45,CPE0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,28.7,index,valid,synthetic_acs,35.31,248400,3,-52.06
ACS-WIFI_CLIENT_HOURLY-03-46,CPE0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,32.36,index,valid,synthetic_acs,37.73,252000,1,-52.1
ACS-WIFI_CLIENT_HOURLY-03-47,CPE0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,43.33,index,valid,synthetic_acs,38.09,255600,3,-65.08
ACS-WIFI_CLIENT_HOURLY-03-48,CPE0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,57.03,index,valid,synthetic_acs,46.72,259200,1,-52.46
ACS-WIFI_CLIENT_HOURLY-03-49,CPE0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,59.3,index,valid,synthetic_acs,39.78,262800,2,-56.18
ACS-WIFI_CLIENT_HOURLY-03-50,CPE0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,48.44,index,valid,synthetic_acs,44.9,266400,1,-56.71
ACS-WIFI_CLIENT_HOURLY-03-51,CPE0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,30.68,index,valid,synthetic_acs,38.87,270000,0,-54.57
ACS-WIFI_CLIENT_HOURLY-03-52,CPE0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,77.57,index,valid,synthetic_acs,53.75,273600,5,-49.89
ACS-WIFI_CLIENT_HOURLY-03-53,CPE0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,50.7,index,valid,synthetic_acs,43.97,277200,4,-60.73
ACS-WIFI_CLIENT_HOURLY-03-54,CPE0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,66.98,index,valid,synthetic_acs,52.69,280800,2,-63.51
ACS-WIFI_CLIENT_HOURLY-03-55,CPE0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,54.92,index,valid,synthetic_acs,37.49,284400,5,-69.26
ACS-WIFI_CLIENT_HOURLY-03-56,CPE0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,62.7,index,valid,synthetic_acs,45.93,288000,1,-47.42
ACS-WIFI_CLIENT_HOURLY-03-57,CPE0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,43.35,index,valid,synthetic_acs,40.59,291600,1,-45.71
ACS-WIFI_CLIENT_HOURLY-03-58,CPE0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,39.89,index,valid,synthetic_acs,35.1,295200,3,-57.82
ACS-WIFI_CLIENT_HOURLY-03-59,CPE0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,33.07,index,valid,synthetic_acs,52.99,298800,3,-62.89
ACS-WIFI_CLIENT_HOURLY-03-60,CPE0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,84.77,index,valid,synthetic_acs,39.17,302400,2,-65.02
ACS-WIFI_CLIENT_HOURLY-03-61,CPE0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,49.49,index,valid,synthetic_acs,42.69,306000,2,-50.92
ACS-WIFI_CLIENT_HOURLY-03-62,CPE0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,79.81,index,valid,synthetic_acs,37.44,309600,0,-48.04
ACS-WIFI_CLIENT_HOURLY-03-63,CPE0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,66.93,index,valid,synthetic_acs,44.08,313200,1,-54.83
ACS-WIFI_CLIENT_HOURLY-03-64,CPE0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,24.83,index,valid,synthetic_acs,41.8,316800,2,-70.48
ACS-WIFI_CLIENT_HOURLY-03-65,CPE0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,18.66,index,valid,synthetic_acs,46.76,320400,1,-49.36
ACS-WIFI_CLIENT_HOURLY-03-66,CPE0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,59.92,index,valid,synthetic_acs,47.65,324000,5,-63.79
ACS-WIFI_CLIENT_HOURLY-03-67,CPE0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,23.05,index,valid,synthetic_acs,51.04,327600,5,-50.14
ACS-WIFI_CLIENT_HOURLY-03-68,CPE0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,36.5,index,valid,synthetic_acs,50.9,331200,4,-46.84
ACS-WIFI_CLIENT_HOURLY-03-69,CPE0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,34.46,index,valid,synthetic_acs,36.44,334800,0,-71.91
ACS-WIFI_CLIENT_HOURLY-03-70,CPE0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,16.66,index,valid,synthetic_acs,44.42,338400,4,-66.67
ACS-WIFI_CLIENT_HOURLY-03-71,CPE0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,18.93,index,valid,synthetic_acs,39.09,342000,0,-50.98
ACS-WIFI_CLIENT_HOURLY-04-00,CPE0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,38.47,index,valid,synthetic_acs,35.97,86400,4,-47.66
ACS-WIFI_CLIENT_HOURLY-04-01,CPE0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,78.19,index,valid,synthetic_acs,49.5,90000,3,-63.86
ACS-WIFI_CLIENT_HOURLY-04-02,CPE0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,40.13,index,valid,synthetic_acs,41.74,93600,4,-51.83
ACS-WIFI_CLIENT_HOURLY-04-03,CPE0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,80.31,index,valid,synthetic_acs,48.1,97200,3,-67.33
ACS-WIFI_CLIENT_HOURLY-04-04,CPE0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,69.07,index,valid,synthetic_acs,46.94,100800,3,-71.88
ACS-WIFI_CLIENT_HOURLY-04-05,CPE0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,29.71,index,valid,synthetic_acs,46.34,104400,1,-50.15
ACS-WIFI_CLIENT_HOURLY-04-06,CPE0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,25.64,index,valid,synthetic_acs,46.71,108000,4,-64.9
