wifi_id,device_id,record_time,date_hour,ssid,band,channel,standard,signal_dbm,noise_dbm,client_count,tx_rate_mbps,rx_rate_mbps,retry_rate,province_code,duration,ne_id,created_date,wifi_name,wifi_max_bit_rate,wifi_channel,wifi_ssid,wifi_standard,wifi_regulatory_domain,wifi_total_bytes_sent,wifi_total_bytes_received,wifi_total_packets_sent,wifi_total_packets_received,wifi_total_associations,wifi_error_sent,wifi_error_received,wifi_total_psk_failures,wifi_total_integrity_failures,wifi_transmit_power,ip_address,connect_status,product_class,sw_version,hardware_version,manufacture
WIFI017017,CPE0018,2026-08-18 17:00:00,2026-08-18-17,SYNTH-017,5GHz,40,802.11ac,-46.78,-90,4,330.51,361.64,0.05,NBH,3600,NE0018,2026-08-18 17:00:00,SYNTH-017,330.51,40,SYNTH-017,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.17,connected,CPE,1.2.1,,ZTE
WIFI020017,CPE0021,2026-08-18 17:00:00,2026-08-18-17,SYNTH-020,5GHz,36,802.11ac,-60.53,-90,8,172.84,314.77,0.04,HCM,3600,NE0021,2026-08-18 17:00:00,SYNTH-020,172.84,36,SYNTH-020,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.20,connected,CPE,1.2.1,,ZTE
WIFI023017,CPE0024,2026-08-18 17:00:00,2026-08-18-17,SYNTH-023,5GHz,48,802.11ac,-64.84,-90,8,177.21,152.72,0.11,HCM,3600,NE0024,2026-08-18 17:00:00,SYNTH-023,177.21,48,SYNTH-023,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.23,connected,CPE,1.2.1,,ZTE
WIFI026017,CPE0027,2026-08-18 17:00:00,2026-08-18-17,SYNTH-026,5GHz,44,802.11ac,-50.97,-90,4,308.46,300.66,0.05,KHA,3600,NE0027,2026-08-18 17:00:00,SYNTH-026,308.46,44,SYNTH-026,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.26,connected,CPE,1.2.1,,ZTE
WIFI029017,CPE0030,2026-08-18 17:00:00,2026-08-18-17,SYNTH-029,5GHz,40,802.11ac,-45.61,-90,3,385.07,368.96,0.03,KHA,3600,NE0030,2026-08-18 17:00:00,SYNTH-029,385.07,40,SYNTH-029,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000018,CPE0001,2026-08-18 18:00:00,2026-08-18-18,SYNTH-000,5GHz,36,802.11ac,-46.44,-90,4,229.49,394.61,0.03,DBN,3600,NE0001,2026-08-18 18:00:00,SYNTH-000,229.49,36,SYNTH-000,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003018,CPE0004,2026-08-18 18:00:00,2026-08-18-18,SYNTH-003,5GHz,48,802.11ac,-67.75,-90,8,80.88,87.96,0.02,DBN,3600,NE0004,2026-08-18 18:00:00,SYNTH-003,80.88,48,SYNTH-003,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006018,CPE0007,2026-08-18 18:00:00,2026-08-18-18,SYNTH-006,5GHz,44,802.11ac,-70.51,-90,5,105.64,256.08,0.08,SLA,3600,NE0007,2026-08-18 18:00:00,SYNTH-006,105.64,44,SYNTH-006,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009018,CPE0010,2026-08-18 18:00:00,2026-08-18-18,SYNTH-009,5GHz,40,802.11ac,-50.75,-90,9,289.55,388.23,0.04,SLA,3600,NE0010,2026-08-18 18:00:00,SYNTH-009,289.55,40,SYNTH-009,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012018,CPE0013,2026-08-18 18:00:00,2026-08-18-18,SYNTH-012,5GHz,36,802.11ac,-70.24,-90,9,170.49,188.13,0.04,CMU,3600,NE0013,2026-08-18 18:00:00,SYNTH-012,170.49,36,SYNTH-012,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015018,CPE0016,2026-08-18 18:00:00,2026-08-18-18,SYNTH-015,5GHz,48,802.11ac,-61.77,-90,3,362.93,305.31,0.11,NBH,3600,NE0016,2026-08-18 18:00:00,SYNTH-015,362.93,48,SYNTH-015,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018018,CPE0019,2026-08-18 18:00:00,2026-08-18-18,SYNTH-018,5GHz,44,802.11ac,-53.71,-90,4,387.22,134.75,0.03,NBH,3600,NE0019,2026-08-18 18:00:00,SYNTH-018,387.22,44,SYNTH-018,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021018,CPE0022,2026-08-18 18:00:00,2026-08-18-18,SYNTH-021,5GHz,40,802.11ac,-52.3,-90,6,322.2,312.67,0.08,HCM,3600,NE0022,2026-08-18 18:00:00,SYNTH-021,322.2,40,SYNTH-021,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024018,CPE0025,2026-08-18 18:00:00,2026-08-18-18,SYNTH-024,5GHz,36,802.11ac,-68.7,-90,1,241.47,119.88,0.11,HCM,3600,NE0025,2026-08-18 18:00:00,SYNTH-024,241.47,36,SYNTH-024,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027018,CPE0028,2026-08-18 18:00:00,2026-08-18-18,SYNTH-027,5GHz,48,802.11ac,-47.61,-90,4,306.9,289.39,0.09,KHA,3600,NE0028,2026-08-18 18:00:00,SYNTH-027,306.9,48,SYNTH-027,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001019,CPE0002,2026-08-18 19:00:00,2026-08-18-19,SYNTH-001,5GHz,40,802.11ac,-58.09,-90,4,376.88,232.83,0.06,DBN,3600,NE0002,2026-08-18 19:00:00,SYNTH-001,376.88,40,SYNTH-001,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004019,CPE0005,2026-08-18 19:00:00,2026-08-18-19,SYNTH-004,5GHz,36,802.11ac,-64.76,-90,9,98.36,285.55,0.09,DBN,3600,NE0005,2026-08-18 19:00:00,SYNTH-004,98.36,36,SYNTH-004,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
WIFI007019,CPE0008,2026-08-18 19:00:00,2026-08-18-19,SYNTH-007,5GHz,48,802.11ac,-49.63,-90,2,305.81,109.94,0.06,SLA,3600,NE0008,2026-08-18 19:00:00,SYNTH-007,305.81,48,SYNTH-007,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.7,connected,CPE,1.2.1,,ZTE
WIFI010019,CPE0011,2026-08-18 19:00:00,2026-08-18-19,SYNTH-010,5GHz,44,802.11ac,-46.83,-90,3,267.07,269.22,0.08,CMU,3600,NE0011,2026-08-18 19:00:00,SYNTH-010,267.07,44,SYNTH-010,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.10,connected,CPE,1.2.1,,ZTE
WIFI013019,CPE0014,2026-08-18 19:00:00,2026-08-18-19,SYNTH-013,5GHz,40,802.11ac,-71.74,-90,5,322.02,330.22,0.1,CMU,3600,NE0014,2026-08-18 19:00:00,SYNTH-013,322.02,40,SYNTH-013,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.13,connected,CPE,1.2.1,,ZTE
WIFI016019,CPE0017,2026-08-18 19:00:00,2026-08-18-19,SYNTH-016,5GHz,36,802.11ac,-63.4,-90,1,342.65,130.25,0.11,NBH,3600,NE0017,2026-08-18 19:00:00,SYNTH-016,342.65,36,SYNTH-016,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.16,connected,CPE,1.2.1,,ZTE
WIFI019019,CPE0020,2026-08-18 19:00:00,2026-08-18-19,SYNTH-019,5GHz,48,802.11ac,-63.88,-90,6,212.72,282.02,0.08,NBH,3600,NE0020,2026-08-18 19:00:00,SYNTH-019,212.72,48,SYNTH-019,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.19,connected,CPE,1.2.1,,ZTE
WIFI022019,CPE0023,2026-08-18 19:00:00,2026-08-18-19,SYNTH-022,5GHz,44,802.11ac,-70.87,-90,9,373.64,194.25,0.07,HCM,3600,NE0023,2026-08-18 19:00:00,SYNTH-022,373.64,44,SYNTH-022,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.22,connected,CPE,1.2.1,,ZTE
WIFI025019,CPE0026,2026-08-18 19:00:00,2026-08-18-19,SYNTH-025,5GHz,40,802.11ac,-64.24,-90,1,379.06,283.14,0.02,KHA,3600,NE0026,2026-08-18 19:00:00,SYNTH-025,379.06,40,SYNTH-025,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.25,connected,CPE,1.2.1,,ZTE
WIFI028019,CPE0029,2026-08-18 19:00:00,2026-08-18-19,SYNTH-028,5GHz,36,802.11ac,-48.52,-90,3,251.32,369.79,0.11,KHA,3600,NE0029,2026-08-18 19:00:00,SYNTH-028,251.32,36,SYNTH-028,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.28,connected,CPE,1.2.1,,ZTE
WIFI002020,CPE0003,2026-08-18 20:00:00,2026-08-18-20,SYNTH-002,5GHz,44,802.11ac,-67.7,-90,4,208.13,164.48,0.1,DBN,3600,NE0003,2026-08-18 20:00:00,SYNTH-002,208.13,44,SYNTH-002,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.2,connected,CPE,1.2.1,,ZTE
WIFI005020,CPE0006,2026-08-18 20:00:00,2026-08-18-20,SYNTH-005,5GHz,40,802.11ac,-57.06,-90,8,219.4,344.84,0.09,SLA,3600,NE0006,2026-08-18 20:00:00,SYNTH-005,219.4,40,SYNTH-005,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.5,connected,CPE,1.2.1,,ZTE
WIFI008020,CPE0009,2026-08-18 20:00:00,2026-08-18-20,SYNTH-008,5GHz,36,802.11ac,-47.27,-90,5,166.51,203.92,0.07,SLA,3600,NE0009,2026-08-18 20:00:00,SYNTH-008,166.51,36,SYNTH-008,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.8,connected,CPE,1.2.1,,ZTE
WIFI011020,CPE0012,2026-08-18 20:00:00,2026-08-18-20,SYNTH-011,5GHz,48,802.11ac,-57.42,-90,8,138.96,361.67,0.03,CMU,3600,NE0012,2026-08-18 20:00:00,SYNTH-011,138.96,48,SYNTH-011,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.11,connected,CPE,1.2.1,,ZTE
WIFI014020,CPE0015,2026-08-18 20:00:00,2026-08-18-20,SYNTH-014,5GHz,44,802.11ac,-56.88,-90,8,171.82,352.52,0.1,CMU,3600,NE0015,2026-08-18 20:00:00,SYNTH-014,171.82,44,SYNTH-014,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.14,connected,CPE,1.2.1,,ZTE
WIFI017020,CPE0018,2026-08-18 20:00:00,2026-08-18-20,SYNTH-017,5GHz,40,802.11ac,-57.61,-90,2,389.79,288.87,0.04,NBH,3600,NE0018,2026-08-18 20:00:00,SYNTH-017,389.79,40,SYNTH-017,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.17,connected,CPE,1.2.1,,ZTE
WIFI020020,CPE0021,2026-08-18 20:00:00,2026-08-18-20,SYNTH-020,5GHz,36,802.11ac,-54.35,-90,8,184.43,251.43,0.02,HCM,3600,NE0021,2026-08-18 20:00:00,SYNTH-020,184.43,36,SYNTH-020,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.20,connected,CPE,1.2.1,,ZTE
WIFI023020,CPE0024,2026-08-18 20:00:00,2026-08-18-20,SYNTH-023,5GHz,48,802.11ac,-58.35,-90,3,111.31,351.22,0.09,HCM,3600,NE0024,2026-08-18 20:00:00,SYNTH-023,111.31,48,SYNTH-023,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.23,connected,CPE,1.2.1,,ZTE
WIFI026020,CPE0027,2026-08-18 20:00:00,2026-08-18-20,SYNTH-026,5GHz,44,802.11ac,-50.04,-90,8,159.58,304.08,0.1,KHA,3600,NE0027,2026-08-18 20:00:00,SYNTH-026,159.58,44,SYNTH-026,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.26,connected,CPE,1.2.1,,ZTE
WIFI029020,CPE0030,2026-08-18 20:00:00,2026-08-18-20,SYNTH-029,5GHz,40,802.11ac,-64.77,-90,3,140.17,395.05,0.02,KHA,3600,NE0030,2026-08-18 20:00:00,SYNTH-029,140.17,40,SYNTH-029,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000021,CPE0001,2026-08-18 21:00:00,2026-08-18-21,SYNTH-000,5GHz,36,802.11ac,-63.65,-90,8,172.81,114.09,0.04,DBN,3600,NE0001,2026-08-18 21:00:00,SYNTH-000,172.81,36,SYNTH-000,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003021,CPE0004,2026-08-18 21:00:00,2026-08-18-21,SYNTH-003,5GHz,48,802.11ac,-61.13,-90,3,376.17,251.27,0.09,DBN,3600,NE0004,2026-08-18 21:00:00,SYNTH-003,376.17,48,SYNTH-003,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006021,CPE0007,2026-08-18 21:00:00,2026-08-18-21,SYNTH-006,5GHz,44,802.11ac,-47.7,-90,3,349.07,202.89,0.1,SLA,3600,NE0007,2026-08-18 21:00:00,SYNTH-006,349.07,44,SYNTH-006,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009021,CPE0010,2026-08-18 21:00:00,2026-08-18-21,SYNTH-009,5GHz,40,802.11ac,-48.66,-90,4,331.78,143.59,0.03,SLA,3600,NE0010,2026-08-18 21:00:00,SYNTH-009,331.78,40,SYNTH-009,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012021,CPE0013,2026-08-18 21:00:00,2026-08-18-21,SYNTH-012,5GHz,36,802.11ac,-51.22,-90,7,374.32,165.03,0.06,CMU,3600,NE0013,2026-08-18 21:00:00,SYNTH-012,374.32,36,SYNTH-012,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015021,CPE0016,2026-08-18 21:00:00,2026-08-18-21,SYNTH-015,5GHz,48,802.11ac,-60.22,-90,9,377.0,369.92,0.07,NBH,3600,NE0016,2026-08-18 21:00:00,SYNTH-015,377.0,48,SYNTH-015,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018021,CPE0019,2026-08-18 21:00:00,2026-08-18-21,SYNTH-018,5GHz,44,802.11ac,-52.75,-90,7,136.76,295.22,0.11,NBH,3600,NE0019,2026-08-18 21:00:00,SYNTH-018,136.76,44,SYNTH-018,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021021,CPE0022,2026-08-18 21:00:00,2026-08-18-21,SYNTH-021,5GHz,40,802.11ac,-49.48,-90,5,175.25,349.32,0.04,HCM,3600,NE0022,2026-08-18 21:00:00,SYNTH-021,175.25,40,SYNTH-021,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
WIFI024021,CPE0025,2026-08-18 21:00:00,2026-08-18-21,SYNTH-024,5GHz,36,802.11ac,-46.93,-90,7,106.19,250.98,0.1,HCM,3600,NE0025,2026-08-18 21:00:00,SYNTH-024,106.19,36,SYNTH-024,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.24,connected,CPE,1.2.1,,ZTE
WIFI027021,CPE0028,2026-08-18 21:00:00,2026-08-18-21,SYNTH-027,5GHz,48,802.11ac,-50.84,-90,4,151.26,230.42,0.02,KHA,3600,NE0028,2026-08-18 21:00:00,SYNTH-027,151.26,48,SYNTH-027,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.27,connected,CPE,1.2.1,,ZTE
WIFI001022,CPE0002,2026-08-18 22:00:00,2026-08-18-22,SYNTH-001,5GHz,40,802.11ac,-56.67,-90,2,204.1,276.02,0.05,DBN,3600,NE0002,2026-08-18 22:00:00,SYNTH-001,204.1,40,SYNTH-001,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.1,connected,CPE,1.2.1,,ZTE
WIFI004022,CPE0005,2026-08-18 22:00:00,2026-08-18-22,SYNTH-004,5GHz,36,802.11ac,-49.52,-90,1,399.97,223.22,0.06,DBN,3600,NE0005,2026-08-18 22:00:00,SYNTH-004,399.97,36,SYNTH-004,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.4,connected,CPE,1.2.1,,ZTE
WIFI007022,CPE0008,2026-08-18 22:00:00,2026-08-18-22,SYNTH-007,5GHz,48,802.11ac,-45.73,-90,8,247.83,296.95,0.02,SLA,3600,NE0008,2026-08-18 22:00:00,SYNTH-007,247.83,48,SYNTH-007,802.11ac,VN,400000000,1200000000,400000,1200000,8,0,0,0,0,18,100.64.0.7,connected,CPE,1.2.1,,ZTE
WIFI010022,CPE0011,2026-08-18 22:00:00,2026-08-18-22,SYNTH-010,5GHz,44,802.11ac,-45.39,-90,2,362.92,116.42,0.08,CMU,3600,NE0011,2026-08-18 22:00:00,SYNTH-010,362.92,44,SYNTH-010,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.10,connected,CPE,1.2.1,,ZTE
WIFI013022,CPE0014,2026-08-18 22:00:00,2026-08-18-22,SYNTH-013,5GHz,40,802.11ac,-54.98,-90,2,339.79,174.65,0.05,CMU,3600,NE0014,2026-08-18 22:00:00,SYNTH-013,339.79,40,SYNTH-013,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.13,connected,CPE,1.2.1,,ZTE
WIFI016022,CPE0017,2026-08-18 22:00:00,2026-08-18-22,SYNTH-016,5GHz,36,802.11ac,-50.57,-90,9,81.52,261.99,0.12,NBH,3600,NE0017,2026-08-18 22:00:00,SYNTH-016,81.52,36,SYNTH-016,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.16,connected,CPE,1.2.1,,ZTE
WIFI019022,CPE0020,2026-08-18 22:00:00,2026-08-18-22,SYNTH-019,5GHz,48,802.11ac,-52.88,-90,5,207.47,205.81,0.1,NBH,3600,NE0020,2026-08-18 22:00:00,SYNTH-019,207.47,48,SYNTH-019,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.19,connected,CPE,1.2.1,,ZTE
WIFI022022,CPE0023,2026-08-18 22:00:00,2026-08-18-22,SYNTH-022,5GHz,44,802.11ac,-48.36,-90,2,227.02,273.08,0.1,HCM,3600,NE0023,2026-08-18 22:00:00,SYNTH-022,227.02,44,SYNTH-022,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.22,connected,CPE,1.2.1,,ZTE
WIFI025022,CPE0026,2026-08-18 22:00:00,2026-08-18-22,SYNTH-025,5GHz,40,802.11ac,-65.23,-90,1,102.51,98.76,0.03,KHA,3600,NE0026,2026-08-18 22:00:00,SYNTH-025,102.51,40,SYNTH-025,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.25,connected,CPE,1.2.1,,ZTE
WIFI028022,CPE0029,2026-08-18 22:00:00,2026-08-18-22,SYNTH-028,5GHz,36,802.11ac,-54.13,-90,5,237.41,211.71,0.03,KHA,3600,NE0029,2026-08-18 22:00:00,SYNTH-028,237.41,36,SYNTH-028,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.28,connected,CPE,1.2.1,,ZTE
WIFI002023,CPE0003,2026-08-18 23:00:00,2026-08-18-23,SYNTH-002,5GHz,44,802.11ac,-63.88,-90,1,123.67,259.29,0.02,DBN,3600,NE0003,2026-08-18 23:00:00,SYNTH-002,123.67,44,SYNTH-002,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.2,connected,CPE,1.2.1,,ZTE
WIFI005023,CPE0006,2026-08-18 23:00:00,2026-08-18-23,SYNTH-005,5GHz,40,802.11ac,-70.24,-90,7,346.39,90.07,0.12,SLA,3600,NE0006,2026-08-18 23:00:00,SYNTH-005,346.39,40,SYNTH-005,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.5,connected,CPE,1.2.1,,ZTE
WIFI008023,CPE0009,2026-08-18 23:00:00,2026-08-18-23,SYNTH-008,5GHz,36,802.11ac,-69.88,-90,6,125.03,320.44,0.04,SLA,3600,NE0009,2026-08-18 23:00:00,SYNTH-008,125.03,36,SYNTH-008,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.8,connected,CPE,1.2.1,,ZTE
WIFI011023,CPE0012,2026-08-18 23:00:00,2026-08-18-23,SYNTH-011,5GHz,48,802.11ac,-48.1,-90,1,203.47,244.78,0.09,CMU,3600,NE0012,2026-08-18 23:00:00,SYNTH-011,203.47,48,SYNTH-011,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.11,connected,CPE,1.2.1,,ZTE
WIFI014023,CPE0015,2026-08-18 23:00:00,2026-08-18-23,SYNTH-014,5GHz,44,802.11ac,-67.31,-90,6,237.24,222.27,0.02,CMU,3600,NE0015,2026-08-18 23:00:00,SYNTH-014,237.24,44,SYNTH-014,802.11ac,VN,300000000,900000000,300000,900000,6,0,0,0,0,18,100.64.0.14,connected,CPE,1.2.1,,ZTE
WIFI017023,CPE0018,2026-08-18 23:00:00,2026-08-18-23,SYNTH-017,5GHz,40,802.11ac,-47.26,-90,7,343.94,223.43,0.11,NBH,3600,NE0018,2026-08-18 23:00:00,SYNTH-017,343.94,40,SYNTH-017,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.17,connected,CPE,1.2.1,,ZTE
WIFI020023,CPE0021,2026-08-18 23:00:00,2026-08-18-23,SYNTH-020,5GHz,36,802.11ac,-62.91,-90,4,232.51,297.49,0.09,HCM,3600,NE0021,2026-08-18 23:00:00,SYNTH-020,232.51,36,SYNTH-020,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.20,connected,CPE,1.2.1,,ZTE
WIFI023023,CPE0024,2026-08-18 23:00:00,2026-08-18-23,SYNTH-023,5GHz,48,802.11ac,-51.77,-90,1,274.3,145.27,0.04,HCM,3600,NE0024,2026-08-18 23:00:00,SYNTH-023,274.3,48,SYNTH-023,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.23,connected,CPE,1.2.1,,ZTE
WIFI026023,CPE0027,2026-08-18 23:00:00,2026-08-18-23,SYNTH-026,5GHz,44,802.11ac,-56.73,-90,2,104.63,140.5,0.07,KHA,3600,NE0027,2026-08-18 23:00:00,SYNTH-026,104.63,44,SYNTH-026,802.11ac,VN,100000000,300000000,100000,300000,2,0,0,0,0,18,100.64.0.26,connected,CPE,1.2.1,,ZTE
WIFI029023,CPE0030,2026-08-18 23:00:00,2026-08-18-23,SYNTH-029,5GHz,40,802.11ac,-50.57,-90,9,242.57,251.75,0.04,KHA,3600,NE0030,2026-08-18 23:00:00,SYNTH-029,242.57,40,SYNTH-029,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.29,connected,CPE,1.2.1,,ZTE
WIFI000024,CPE0001,2026-08-19 00:00:00,2026-08-19-00,SYNTH-000,5GHz,36,802.11ac,-67.65,-90,3,218.81,377.5,0.09,DBN,3600,NE0001,2026-08-19 00:00:00,SYNTH-000,218.81,36,SYNTH-000,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.0,connected,CPE,1.2.1,,ZTE
WIFI003024,CPE0004,2026-08-19 00:00:00,2026-08-19-00,SYNTH-003,5GHz,48,802.11ac,-50.55,-90,7,279.35,210.78,0.05,DBN,3600,NE0004,2026-08-19 00:00:00,SYNTH-003,279.35,48,SYNTH-003,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.3,connected,CPE,1.2.1,,ZTE
WIFI006024,CPE0007,2026-08-19 00:00:00,2026-08-19-00,SYNTH-006,5GHz,44,802.11ac,-54.22,-90,1,141.23,259.62,0.1,SLA,3600,NE0007,2026-08-19 00:00:00,SYNTH-006,141.23,44,SYNTH-006,802.11ac,VN,50000000,150000000,50000,150000,1,0,0,0,0,18,100.64.0.6,connected,CPE,1.2.1,,ZTE
WIFI009024,CPE0010,2026-08-19 00:00:00,2026-08-19-00,SYNTH-009,5GHz,40,802.11ac,-46.74,-90,5,335.07,270.45,0.04,SLA,3600,NE0010,2026-08-19 00:00:00,SYNTH-009,335.07,40,SYNTH-009,802.11ac,VN,250000000,750000000,250000,750000,5,0,0,0,0,18,100.64.0.9,connected,CPE,1.2.1,,ZTE
WIFI012024,CPE0013,2026-08-19 00:00:00,2026-08-19-00,SYNTH-012,5GHz,36,802.11ac,-63.08,-90,3,210.17,218.43,0.04,CMU,3600,NE0013,2026-08-19 00:00:00,SYNTH-012,210.17,36,SYNTH-012,802.11ac,VN,150000000,450000000,150000,450000,3,0,0,0,0,18,100.64.0.12,connected,CPE,1.2.1,,ZTE
WIFI015024,CPE0016,2026-08-19 00:00:00,2026-08-19-00,SYNTH-015,5GHz,48,802.11ac,-48.72,-90,4,110.25,359.11,0.07,NBH,3600,NE0016,2026-08-19 00:00:00,SYNTH-015,110.25,48,SYNTH-015,802.11ac,VN,200000000,600000000,200000,600000,4,0,0,0,0,18,100.64.0.15,connected,CPE,1.2.1,,ZTE
WIFI018024,CPE0019,2026-08-19 00:00:00,2026-08-19-00,SYNTH-018,5GHz,44,802.11ac,-60.37,-90,7,162.81,367.98,0.04,NBH,3600,NE0019,2026-08-19 00:00:00,SYNTH-018,162.81,44,SYNTH-018,802.11ac,VN,350000000,1050000000,350000,1050000,7,0,0,0,0,18,100.64.0.18,connected,CPE,1.2.1,,ZTE
WIFI021024,CPE0022,2026-08-19 00:00:00,2026-08-19-00,SYNTH-021,5GHz,40,802.11ac,-65.03,-90,9,215.31,357.55,0.05,HCM,3600,NE0022,2026-08-19 00:00:00,SYNTH-021,215.31,40,SYNTH-021,802.11ac,VN,450000000,1350000000,450000,1350000,9,0,0,0,0,18,100.64.0.21,connected,CPE,1.2.1,,ZTE
