optical_tx_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-OPTICAL_TX_HOURLY-02-04,CPE0013,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,75.88,index,valid,synthetic_acs,48.25,100800,1,-69.01
ACS-OPTICAL_TX_HOURLY-02-05,CPE0013,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,68.8,index,valid,synthetic_acs,46.59,104400,0,-71.56
ACS-OPTICAL_TX_HOURLY-02-06,CPE0013,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,41.6,index,valid,synthetic_acs,53.78,108000,5,-57.25
ACS-OPTICAL_TX_HOURLY-02-07,CPE0013,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,84.02,index,valid,synthetic_acs,41.61,111600,3,-53.13
ACS-OPTICAL_TX_HOURLY-02-08,CPE0013,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,76.01,index,valid,synthetic_acs,44.1,115200,0,-56.65
ACS-OPTICAL_TX_HOURLY-02-09,CPE0013,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,31.34,index,valid,synthetic_acs,43.5,118800,4,-63.27
ACS-OPTICAL_TX_HOURLY-02-10,CPE0013,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,37.48,index,valid,synthetic_acs,43.01,122400,2,-72.11
ACS-OPTICAL_TX_HOURLY-02-11,CPE0013,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,30.39,index,valid,synthetic_acs,47.61,126000,2,-50.47
ACS-OPTICAL_TX_HOURLY-02-12,CPE0013,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,19.76,index,valid,synthetic_acs,43.81,129600,5,-54.55
ACS-OPTICAL_TX_HOURLY-02-13,CPE0013,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,49.54,index,valid,synthetic_acs,54.59,133200,5,-74.9
ACS-OPTICAL_TX_HOURLY-02-14,CPE0013,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,43.8,index,valid,synthetic_acs,53.0,136800,3,-65.63
ACS-OPTICAL_TX_HOURLY-02-15,CPE0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,48.48,index,valid,synthetic_acs,37.2,140400,4,-56.14
ACS-OPTICAL_TX_HOURLY-02-16,CPE0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,45.61,index,valid,synthetic_acs,44.03,144000,5,-46.57
ACS-OPTICAL_TX_HOURLY-02-17,CPE0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,41.95,index,valid,synthetic_acs,39.31,147600,4,-65.82
ACS-OPTICAL_TX_HOURLY-02-18,CPE0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,81.11,index,valid,synthetic_acs,40.28,151200,1,-46.91
ACS-OPTICAL_TX_HOURLY-02-19,CPE0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,28.56,index,valid,synthetic_acs,46.78,154800,5,-61.97
ACS-OPTICAL_TX_HOURLY-02-20,CPE0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,15.66,index,valid,synthetic_acs,54.29,158400,2,-48.53
ACS-OPTICAL_TX_HOURLY-02-21,CPE0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,81.92,index,valid,synthetic_acs,36.71,162000,2,-70.42
ACS-OPTICAL_TX_HOURLY-02-22,CPE0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,72.92,index,valid,synthetic_acs,38.8,165600,1,-63.06
ACS-OPTICAL_TX_HOURLY-02-23,CPE0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,68.58,index,valid,synthetic_acs,50.83,169200,2,-49.13
ACS-OPTICAL_TX_HOURLY-02-24,CPE0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,15.08,index,valid,synthetic_acs,37.19,172800,1,-56.84
ACS-OPTICAL_TX_HOURLY-02-25,CPE0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,24.09,index,valid,synthetic_acs,45.86,176400,4,-60.2
ACS-OPTICAL_TX_HOURLY-02-26,CPE0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,32.86,index,valid,synthetic_acs,53.82,180000,1,-59.15
ACS-OPTICAL_TX_HOURLY-02-27,CPE0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,37.47,index,valid,synthetic_acs,54.15,183600,4,-62.63
ACS-OPTICAL_TX_HOURLY-02-28,CPE0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,79.06,index,valid,synthetic_acs,54.88,187200,4,-74.51
ACS-OPTICAL_TX_HOURLY-02-29,CPE0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,61.03,index,valid,synthetic_acs,39.51,190800,1,-55.01
ACS-OPTICAL_TX_HOURLY-02-30,CPE0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,71.77,index,valid,synthetic_acs,40.51,194400,3,-62.71
ACS-OPTICAL_TX_HOURLY-02-31,CPE0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,19.54,index,valid,synthetic_acs,37.89,198000,1,-67.53
ACS-OPTICAL_TX_HOURLY-02-32,CPE0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,74.24,index,valid,synthetic_acs,52.88,201600,4,-51.32
ACS-OPTICAL_TX_HOURLY-02-33,CPE0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,84.92,index,valid,synthetic_acs,51.97,205200,3,-74.84
ACS-OPTICAL_TX_HOURLY-02-34,CPE0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,77.47,index,valid,synthetic_acs,37.22,208800,5,-45.72
ACS-OPTICAL_TX_HOURLY-02-35,CPE0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,66.76,index,valid,synthetic_acs,47.93,212400,2,-64.72
ACS-OPTICAL_TX_HOURLY-02-36,CPE0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,34.93,index,valid,synthetic_acs,54.05,216000,0,-51.98
ACS-OPTICAL_TX_HOURLY-02-37,CPE0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,49.76,index,valid,synthetic_acs,43.48,219600,5,-68.34
ACS-OPTICAL_TX_HOURLY-02-38,CPE0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,64.29,index,valid,synthetic_acs,37.8,223200,3,-57.4
ACS-OPTICAL_TX_HOURLY-02-39,CPE0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,69.41,index,valid,synthetic_acs,39.42,226800,5,-46.32
ACS-OPTICAL_TX_HOURLY-02-40,CPE0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,39.63,index,valid,synthetic_acs,45.32,230400,5,-65.95
ACS-OPTICAL_TX_HOURLY-02-41,CPE0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,27.41,index,valid,synthetic_acs,51.48,234000,0,-58.64
ACS-OPTICAL_TX_HOURLY-02-42,CPE0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,28.36,index,valid,synthetic_acs,37.78,237600,1,-49.45
ACS-OPTICAL_TX_HOURLY-02-43,CPE0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,76.53,index,valid,synthetic_acs,53.76,241200,5,-72.36
ACS-OPTICAL_TX_HOURLY-02-44,CPE0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.06,index,valid,synthetic_acs,46.57,244800,2,-55.03
ACS-OPTICAL_TX_HOURLY-02-45,CPE0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.91,index,valid,synthetic_acs,36.14,248400,4,-55.65
ACS-OPTICAL_TX_HOURLY-02-46,CPE0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,20.38,index,valid,synthetic_acs,45.39,252000,3,-73.3
ACS-OPTICAL_TX_HOURLY-02-47,CPE0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,47.7,index,valid,synthetic_acs,48.02,255600,4,-68.36
ACS-OPTICAL_TX_HOURLY-02-48,CPE0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,82.1,index,valid,synthetic_acs,50.4,259200,2,-51.7
ACS-OPTICAL_TX_HOURLY-02-49,CPE0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,54.19,index,valid,synthetic_acs,44.49,262800,4,-47.57
ACS-OPTICAL_TX_HOURLY-02-50,CPE0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,64.41,index,valid,synthetic_acs,52.79,266400,1,-52.78
ACS-OPTICAL_TX_HOURLY-02-51,CPE0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,37.65,index,valid,synthetic_acs,36.28,270000,0,-66.78
ACS-OPTICAL_TX_HOURLY-02-52,CPE0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,40.74,index,valid,synthetic_acs,49.25,273600,3,-72.47
ACS-OPTICAL_TX_HOURLY-02-53,CPE0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,15.45,index,valid,synthetic_acs,48.4,277200,0,-62.51
ACS-OPTICAL_TX_HOURLY-02-54,CPE0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,78.41,index,valid,synthetic_acs,49.21,280800,5,-74.68
ACS-OPTICAL_TX_HOURLY-02-55,CPE0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,17.93,index,valid,synthetic_acs,49.54,284400,3,-46.04
ACS-OPTICAL_TX_HOURLY-02-56,CPE0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,65.52,index,valid,synthetic_acs,45.75,288000,2,-70.96
ACS-OPTICAL_TX_HOURLY-02-57,CPE0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,75.09,index,valid,synthetic_acs,53.52,291600,0,-71.26
ACS-OPTICAL_TX_HOURLY-02-58,CPE0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,64.46,index,valid,synthetic_acs,48.25,295200,0,-70.8
ACS-OPTICAL_TX_HOURLY-02-59,CPE0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,57.74,index,valid,synthetic_acs,52.48,298800,3,-52.66
ACS-OPTICAL_TX_HOURLY-02-60,CPE0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,63.21,index,valid,synthetic_acs,52.0,302400,5,-64.1
ACS-OPTICAL_TX_HOURLY-02-61,CPE0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,61.01,index,valid,synthetic_acs,50.29,306000,2,-72.92
ACS-OPTICAL_TX_HOURLY-02-62,CPE0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,52.75,index,valid,synthetic_acs,49.67,309600,5,-69.55
ACS-OPTICAL_TX_HOURLY-02-63,CPE0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,61.76,index,valid,synthetic_acs,44.08,313200,1,-52.02
ACS-OPTICAL_TX_HOURLY-02-64,CPE0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,58.45,index,valid,synthetic_acs,35.54,316800,1,-61.32
ACS-OPTICAL_TX_HOURLY-02-65,CPE0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,29.3,index,valid,synthetic_acs,37.68,320400,5,-50.04
ACS-OPTICAL_TX_HOURLY-02-66,CPE0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,30.29,index,valid,synthetic_acs,44.16,324000,0,-65.94
ACS-OPTICAL_TX_HOURLY-02-67,CPE0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,18.74,index,valid,synthetic_acs,39.98,327600,4,-50.92
ACS-OPTICAL_TX_HOURLY-02-68,CPE0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,33.1,index,valid,synthetic_acs,52.48,331200,2,-54.45
ACS-OPTICAL_TX_HOURLY-02-69,CPE0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,56.23,index,valid,synthetic_acs,45.46,334800,1,-58.31
ACS-OPTICAL_TX_HOURLY-02-70,CPE0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,21.63,index,valid,synthetic_acs,37.26,338400,4,-72.47
ACS-OPTICAL_TX_HOURLY-02-71,CPE0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,65.71,index,valid,synthetic_acs,52.94,342000,0,-54.38
ACS-OPTICAL_TX_HOURLY-03-00,CPE0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,84.42,index,valid,synthetic_acs,40.95,86400,5,-52.91
ACS-OPTICAL_TX_HOURLY-03-01,CPE0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,76.32,index,valid,synthetic_acs,37.91,90000,1,-50.25
ACS-OPTICAL_TX_HOURLY-03-02,CPE0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,45.87,index,valid,synthetic_acs,40.35,93600,3,-73.32
ACS-OPTICAL_TX_HOURLY-03-03,CPE0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,16.22,index,valid,synthetic_acs,36.7,97200,4,-57.02
ACS-OPTICAL_TX_HOURLY-03-04,CPE0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,41.31,index,valid,synthetic_acs,53.49,100800,5,-68.41
ACS-OPTICAL_TX_HOURLY-03-05,CPE0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,47.33,index,valid,synthetic_acs,45.74,104400,1,-46.78
ACS-OPTICAL_TX_HOURLY-03-06,CPE0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,36.73,index,valid,synthetic_acs,37.51,108000,1,-73.22
ACS-OPTICAL_TX_HOURLY-03-07,CPE0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,41.54,index,valid,synthetic_acs,42.56,111600,1,-64.85
ACS-OPTICAL_TX_HOURLY-03-08,CPE0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,54.2,index,valid,synthetic_acs,35.5,115200,2,-54.69
ACS-OPTICAL_TX_HOURLY-03-09,CPE0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,34.18,index,valid,synthetic_acs,46.02,118800,0,-56.82
ACS-OPTICAL_TX_HOURLY-03-10,CPE0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,21.61,index,valid,synthetic_acs,54.32,122400,0,-65.27
ACS-OPTICAL_TX_HOURLY-03-11,CPE0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,32.36,index,valid,synthetic_acs,53.63,126000,2,-53.35
ACS-OPTICAL_TX_HOURLY-03-12,CPE0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,33.83,index,valid,synthetic_acs,36.62,129600,3,-61.25
ACS-OPTICAL_TX_HOURLY-03-13,CPE0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,48.16,index,valid,synthetic_acs,48.18,133200,3,-74.71
ACS-OPTICAL_TX_HOURLY-03-14,CPE0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,22.91,index,valid,synthetic_acs,42.04,136800,0,-68.66
ACS-OPTICAL_TX_HOURLY-03-15,CPE0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,32.24,index,valid,synthetic_acs,45.97,140400,2,-66.99
ACS-OPTICAL_TX_HOURLY-03-16,CPE0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,18.17,index,valid,synthetic_acs,44.14,144000,4,-67.38
ACS-OPTICAL_TX_HOURLY-03-17,CPE0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,82.8,index,valid,synthetic_acs,41.22,147600,0,-64.76
ACS-OPTICAL_TX_HOURLY-03-18,CPE0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,39.82,index,valid,synthetic_acs,42.47,151200,1,-65.9
ACS-OPTICAL_TX_HOURLY-03-19,CPE0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,45.06,index,valid,synthetic_acs,38.88,154800,5,-68.22
ACS-OPTICAL_TX_HOURLY-03-20,CPE0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,28.58,index,valid,synthetic_acs,51.73,158400,0,-72.24
ACS-OPTICAL_TX_HOURLY-03-21,CPE0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,34.52,index,valid,synthetic_acs,40.17,162000,0,-47.8
ACS-OPTICAL_TX_HOURLY-03-22,CPE0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,46.35,index,valid,synthetic_acs,54.52,165600,4,-70.77
ACS-OPTICAL_TX_HOURLY-03-23,CPE0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,57.1,index,valid,synthetic_acs,47.36,169200,2,-58.78
ACS-OPTICAL_TX_HOURLY-03-24,CPE0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,74.72,index,valid,synthetic_acs,54.22,172800,2,-71.59
ACS-OPTICAL_TX_HOURLY-03-25,CPE0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,15.88,index,valid,synthetic_acs,51.11,176400,4,-55.39
ACS-OPTICAL_TX_HOURLY-03-26,CPE0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,27.94,index,valid,synthetic_acs,37.71,180000,3,-54.52
ACS-OPTICAL_TX_HOURLY-03-27,CPE0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,39.83,index,valid,synthetic_acs,49.35,183600,0,-65.72
ACS-OPTICAL_TX_HOURLY-03-28,CPE0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,30.35,index,valid,synthetic_acs,37.87,187200,2,-72.91
ACS-OPTICAL_TX_HOURLY-03-29,CPE0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,25.0,index,valid,synthetic_acs,53.7,190800,2,-53.66
ACS-OPTICAL_TX_HOURLY-03-30,CPE0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,47.58,index,valid,synthetic_acs,47.71,194400,2,-71.12
ACS-OPTICAL_TX_HOURLY-03-31,CPE0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,81.34,index,valid,synthetic_acs,37.4,198000,4,-65.92
ACS-OPTICAL_TX_HOURLY-03-32,CPE0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,59.76,index,valid,synthetic_acs,52.87,201600,3,-57.19
ACS-OPTICAL_TX_HOURLY-03-33,CPE0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,19.93,index,valid,synthetic_acs,47.51,205200,2,-57.64
ACS-OPTICAL_TX_HOURLY-03-34,CPE0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,79.62,index,valid,synthetic_acs,50.27,208800,4,-61.33
ACS-OPTICAL_TX_HOURLY-03-35,CPE0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,61.85,index,valid,synthetic_acs,35.47,212400,1,-59.56
ACS-OPTICAL_TX_HOURLY-03-36,CPE0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,37.26,index,valid,synthetic_acs,51.13,216000,4,-50.64
ACS-OPTICAL_TX_HOURLY-03-37,CPE0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,57.56,index,valid,synthetic_acs,48.51,219600,0,-48.32
ACS-OPTICAL_TX_HOURLY-03-38,CPE0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,33.63,index,valid,synthetic_acs,52.08,223200,5,-51.83
ACS-OPTICAL_TX_HOURLY-03-39,CPE0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,77.38,index,valid,synthetic_acs,39.2,226800,3,-53.52
ACS-OPTICAL_TX_HOURLY-03-40,CPE0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,70.52,index,valid,synthetic_acs,41.22,230400,0,-47.68
ACS-OPTICAL_TX_HOURLY-03-41,CPE0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,76.03,index,valid,synthetic_acs,38.31,234000,4,-66.17
ACS-OPTICAL_TX_HOURLY-03-42,CPE0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,40.38,index,valid,synthetic_acs,52.33,237600,0,-52.26
ACS-OPTICAL_TX_HOURLY-03-43,CPE0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,18.88,index,valid,synthetic_acs,46.81,241200,3,-61.41
ACS-OPTICAL_TX_HOURLY-03-44,CPE0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,82.57,index,valid,synthetic_acs,54.62,244800,3,-74.15
ACS-OPTICAL_TX_HOURLY-03-45,CPE0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,25.71,index,valid,synthetic_acs,37.52,248400,4,-63.73
ACS-OPTICAL_TX_HOURLY-03-46,CPE0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,25.45,index,valid,synthetic_acs,43.42,252000,1,-74.83
ACS-OPTICAL_TX_HOURLY-03-47,CPE0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,45.54,index,valid,synthetic_acs,50.42,255600,1,-57.28
ACS-OPTICAL_TX_HOURLY-03-48,CPE0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,51.31,index,valid,synthetic_acs,47.0,259200,0,-50.5
ACS-OPTICAL_TX_HOURLY-03-49,CPE0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,28.19,index,valid,synthetic_acs,53.38,262800,1,-73.96
ACS-OPTICAL_TX_HOURLY-03-50,CPE0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,48.23,index,valid,synthetic_acs,43.65,266400,0,-73.46
ACS-OPTICAL_TX_HOURLY-03-51,CPE0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,72.57,index,valid,synthetic_acs,45.51,270000,4,-63.6
ACS-OPTICAL_TX_HOURLY-03-52,CPE0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,16.71,index,valid,synthetic_acs,45.7,273600,3,-52.68
ACS-OPTICAL_TX_HOURLY-03-53,CPE0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,58.38,index,valid,synthetic_acs,54.33,277200,2,-60.48
ACS-OPTICAL_TX_HOURLY-03-54,CPE0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,23.8,index,valid,synthetic_acs,37.28,280800,2,-46.38
ACS-OPTICAL_TX_HOURLY-03-55,CPE0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,53.75,index,valid,synthetic_acs,54.3,284400,1,-49.81
ACS-OPTICAL_TX_HOURLY-03-56,CPE0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,49.84,index,valid,synthetic_acs,52.95,288000,1,-56.11
ACS-OPTICAL_TX_HOURLY-03-57,CPE0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,61.52,index,valid,synthetic_acs,40.46,291600,0,-70.37
ACS-OPTICAL_TX_HOURLY-03-58,CPE0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,21.06,index,valid,synthetic_acs,43.56,295200,4,-60.31
ACS-OPTICAL_TX_HOURLY-03-59,CPE0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,47.31,index,valid,synthetic_acs,48.34,298800,5,-58.72
ACS-OPTICAL_TX_HOURLY-03-60,CPE0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,49.11,index,valid,synthetic_acs,38.11,302400,1,-54.73
ACS-OPTICAL_TX_HOURLY-03-61,CPE0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,61.89,index,valid,synthetic_acs,36.38,306000,4,-48.11
ACS-OPTICAL_TX_HOURLY-03-62,CPE0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,84.69,index,valid,synthetic_acs,36.04,309600,3,-71.6
ACS-OPTICAL_TX_HOURLY-03-63,CPE0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,64.76,index,valid,synthetic_acs,53.73,313200,2,-63.44
ACS-OPTICAL_TX_HOURLY-03-64,CPE0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,26.69,index,valid,synthetic_acs,42.5,316800,5,-49.7
ACS-OPTICAL_TX_HOURLY-03-65,CPE0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,24.88,index,valid,synthetic_acs,38.75,320400,1,-50.22
ACS-OPTICAL_TX_HOURLY-03-66,CPE0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,40.06,index,valid,synthetic_acs,47.82,324000,5,-72.49
ACS-OPTICAL_TX_HOURLY-03-67,CPE0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,81.72,index,valid,synthetic_acs,44.15,327600,3,-51.9
ACS-OPTICAL_TX_HOURLY-03-68,CPE0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,31.51,index,valid,synthetic_acs,44.03,331200,2,-47.84
ACS-OPTICAL_TX_HOURLY-03-69,CPE0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,35.93,index,valid,synthetic_acs,41.99,334800,1,-54.93
ACS-OPTICAL_TX_HOURLY-03-70,CPE0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,82.33,index,valid,synthetic_acs,44.95,338400,0,-67.95
ACS-OPTICAL_TX_HOURLY-03-71,CPE0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,44.65,index,valid,synthetic_acs,44.11,342000,3,-67.77
ACS-OPTICAL_TX_HOURLY-04-00,CPE0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,54.68,index,valid,synthetic_acs,42.58,86400,5,-47.59
ACS-OPTICAL_TX_HOURLY-04-01,CPE0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,78.85,index,valid,synthetic_acs,47.11,90000,1,-49.62
ACS-OPTICAL_TX_HOURLY-04-02,CPE0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,74.24,index,valid,synthetic_acs,38.16,93600,2,-70.43
ACS-OPTICAL_TX_HOURLY-04-03,CPE0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,62.17,index,valid,synthetic_acs,43.08,97200,4,-60.69
ACS-OPTICAL_TX_HOURLY-04-04,CPE0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,58.12,index,valid,synthetic_acs,41.28,100800,5,-58.87
ACS-OPTICAL_TX_HOURLY-04-05,CPE0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,27.24,index,valid,synthetic_acs,36.23,104400,5,-68.51
ACS-OPTICAL_TX_HOURLY-04-06,CPE0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,57.49,index,valid,synthetic_acs,51.02,108000,1,-68.98
ACS-OPTICAL_TX_HOURLY-04-07,CPE0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,31.52,index,valid,synthetic_acs,49.89,111600,3,-70.28
ACS-OPTICAL_TX_HOURLY-04-08,CPE0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,52.56,index,valid,synthetic_acs,47.23,115200,0,-53.33
