wan_hourly_id,device_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,temperature_c,uptime_s,retry_count,signal_dbm
ACS-WAN_HOURLY-02-15,CPE0013,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,82.89,index,valid,synthetic_acs,41.93,140400,5,-47.53
ACS-WAN_HOURLY-02-16,CPE0013,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,19.1,index,valid,synthetic_acs,44.87,144000,0,-56.02
ACS-WAN_HOURLY-02-17,CPE0013,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,30.26,index,valid,synthetic_acs,48.07,147600,1,-49.23
ACS-WAN_HOURLY-02-18,CPE0013,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,17.41,index,valid,synthetic_acs,49.42,151200,1,-53.81
ACS-WAN_HOURLY-02-19,CPE0013,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,22.08,index,valid,synthetic_acs,48.06,154800,5,-47.68
ACS-WAN_HOURLY-02-20,CPE0013,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,80.17,index,valid,synthetic_acs,54.58,158400,5,-73.15
ACS-WAN_HOURLY-02-21,CPE0013,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,81.79,index,valid,synthetic_acs,41.28,162000,1,-63.54
ACS-WAN_HOURLY-02-22,CPE0013,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,84.65,index,valid,synthetic_acs,51.51,165600,1,-66.19
ACS-WAN_HOURLY-02-23,CPE0013,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,37.88,index,valid,synthetic_acs,35.65,169200,5,-73.0
ACS-WAN_HOURLY-02-24,CPE0013,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,73.73,index,valid,synthetic_acs,42.69,172800,1,-67.18
ACS-WAN_HOURLY-02-25,CPE0013,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,51.87,index,valid,synthetic_acs,36.92,176400,2,-60.76
ACS-WAN_HOURLY-02-26,CPE0013,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,39.88,index,valid,synthetic_acs,52.99,180000,0,-71.23
ACS-WAN_HOURLY-02-27,CPE0013,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,43.63,index,valid,synthetic_acs,48.56,183600,3,-51.17
ACS-WAN_HOURLY-02-28,CPE0013,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,23.87,index,valid,synthetic_acs,51.22,187200,1,-67.42
ACS-WAN_HOURLY-02-29,CPE0013,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,62.4,index,valid,synthetic_acs,41.57,190800,0,-68.03
ACS-WAN_HOURLY-02-30,CPE0013,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,42.16,index,valid,synthetic_acs,41.9,194400,5,-45.57
ACS-WAN_HOURLY-02-31,CPE0013,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,30.87,index,valid,synthetic_acs,52.43,198000,5,-52.13
ACS-WAN_HOURLY-02-32,CPE0013,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,31.64,index,valid,synthetic_acs,52.91,201600,4,-62.67
ACS-WAN_HOURLY-02-33,CPE0013,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,25.42,index,valid,synthetic_acs,39.88,205200,2,-71.53
ACS-WAN_HOURLY-02-34,CPE0013,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,77.02,index,valid,synthetic_acs,45.57,208800,0,-52.35
ACS-WAN_HOURLY-02-35,CPE0013,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,47.21,index,valid,synthetic_acs,54.12,212400,5,-73.98
ACS-WAN_HOURLY-02-36,CPE0013,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,57.36,index,valid,synthetic_acs,53.35,216000,4,-65.41
ACS-WAN_HOURLY-02-37,CPE0013,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,71.67,index,valid,synthetic_acs,54.83,219600,4,-74.82
ACS-WAN_HOURLY-02-38,CPE0013,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,46.3,index,valid,synthetic_acs,51.7,223200,4,-45.41
ACS-WAN_HOURLY-02-39,CPE0013,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,46.76,index,valid,synthetic_acs,39.1,226800,4,-57.37
ACS-WAN_HOURLY-02-40,CPE0013,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,52.82,index,valid,synthetic_acs,35.79,230400,2,-59.48
ACS-WAN_HOURLY-02-41,CPE0013,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,20.7,index,valid,synthetic_acs,41.78,234000,2,-74.61
ACS-WAN_HOURLY-02-42,CPE0013,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,37.87,index,valid,synthetic_acs,42.14,237600,5,-60.22
ACS-WAN_HOURLY-02-43,CPE0013,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,25.22,index,valid,synthetic_acs,53.45,241200,5,-54.62
ACS-WAN_HOURLY-02-44,CPE0013,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,70.26,index,valid,synthetic_acs,37.01,244800,4,-62.82
ACS-WAN_HOURLY-02-45,CPE0013,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,21.93,index,valid,synthetic_acs,54.33,248400,5,-52.46
ACS-WAN_HOURLY-02-46,CPE0013,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,52.08,index,valid,synthetic_acs,39.85,252000,4,-69.71
ACS-WAN_HOURLY-02-47,CPE0013,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,61.72,index,valid,synthetic_acs,36.98,255600,5,-61.96
ACS-WAN_HOURLY-02-48,CPE0013,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,15.51,index,valid,synthetic_acs,37.82,259200,0,-56.85
ACS-WAN_HOURLY-02-49,CPE0013,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,71.14,index,valid,synthetic_acs,53.86,262800,0,-51.18
ACS-WAN_HOURLY-02-50,CPE0013,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,36.85,index,valid,synthetic_acs,36.16,266400,5,-58.79
ACS-WAN_HOURLY-02-51,CPE0013,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,27.79,index,valid,synthetic_acs,40.04,270000,4,-66.39
ACS-WAN_HOURLY-02-52,CPE0013,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,36.47,index,valid,synthetic_acs,51.48,273600,4,-58.41
ACS-WAN_HOURLY-02-53,CPE0013,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,75.36,index,valid,synthetic_acs,54.99,277200,5,-47.95
ACS-WAN_HOURLY-02-54,CPE0013,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,29.71,index,valid,synthetic_acs,51.54,280800,0,-66.98
ACS-WAN_HOURLY-02-55,CPE0013,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,82.42,index,valid,synthetic_acs,35.32,284400,3,-72.57
ACS-WAN_HOURLY-02-56,CPE0013,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,80.68,index,valid,synthetic_acs,52.5,288000,3,-48.63
ACS-WAN_HOURLY-02-57,CPE0013,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,57.77,index,valid,synthetic_acs,37.85,291600,4,-59.38
ACS-WAN_HOURLY-02-58,CPE0013,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,65.54,index,valid,synthetic_acs,37.45,295200,2,-74.92
ACS-WAN_HOURLY-02-59,CPE0013,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,50.06,index,valid,synthetic_acs,45.35,298800,4,-71.42
ACS-WAN_HOURLY-02-60,CPE0013,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,81.35,index,valid,synthetic_acs,50.52,302400,0,-69.45
ACS-WAN_HOURLY-02-61,CPE0013,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,26.14,index,valid,synthetic_acs,39.64,306000,2,-55.48
ACS-WAN_HOURLY-02-62,CPE0013,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,27.76,index,valid,synthetic_acs,46.58,309600,0,-61.48
ACS-WAN_HOURLY-02-63,CPE0013,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,84.58,index,valid,synthetic_acs,37.51,313200,0,-63.64
ACS-WAN_HOURLY-02-64,CPE0013,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,41.43,index,valid,synthetic_acs,54.87,316800,4,-57.85
ACS-WAN_HOURLY-02-65,CPE0013,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,41.93,index,valid,synthetic_acs,44.83,320400,2,-48.36
ACS-WAN_HOURLY-02-66,CPE0013,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,37.3,index,valid,synthetic_acs,36.25,324000,3,-68.72
ACS-WAN_HOURLY-02-67,CPE0013,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,30.08,index,valid,synthetic_acs,48.48,327600,1,-45.75
ACS-WAN_HOURLY-02-68,CPE0013,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,73.81,index,valid,synthetic_acs,39.85,331200,0,-70.91
ACS-WAN_HOURLY-02-69,CPE0013,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,53.22,index,valid,synthetic_acs,54.56,334800,1,-54.87
ACS-WAN_HOURLY-02-70,CPE0013,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,79.01,index,valid,synthetic_acs,40.26,338400,1,-51.14
ACS-WAN_HOURLY-02-71,CPE0013,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,23.08,index,valid,synthetic_acs,41.11,342000,5,-51.95
ACS-WAN_HOURLY-03-00,CPE0019,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,19.3,index,valid,synthetic_acs,36.79,86400,2,-55.66
ACS-WAN_HOURLY-03-01,CPE0019,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,75.13,index,valid,synthetic_acs,45.44,90000,0,-45.4
ACS-WAN_HOURLY-03-02,CPE0019,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,29.75,index,valid,synthetic_acs,52.35,93600,3,-70.06
ACS-WAN_HOURLY-03-03,CPE0019,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,81.88,index,valid,synthetic_acs,45.51,97200,4,-55.1
ACS-WAN_HOURLY-03-04,CPE0019,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,73.98,index,valid,synthetic_acs,49.21,100800,4,-64.06
ACS-WAN_HOURLY-03-05,CPE0019,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,46.25,index,valid,synthetic_acs,35.93,104400,2,-54.82
ACS-WAN_HOURLY-03-06,CPE0019,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,15.29,index,valid,synthetic_acs,43.77,108000,3,-55.15
ACS-WAN_HOURLY-03-07,CPE0019,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,25.99,index,valid,synthetic_acs,40.75,111600,4,-56.25
ACS-WAN_HOURLY-03-08,CPE0019,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,35.17,index,valid,synthetic_acs,40.98,115200,4,-58.22
ACS-WAN_HOURLY-03-09,CPE0019,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,54.26,index,valid,synthetic_acs,38.6,118800,3,-55.57
ACS-WAN_HOURLY-03-10,CPE0019,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,80.58,index,valid,synthetic_acs,40.18,122400,3,-46.84
ACS-WAN_HOURLY-03-11,CPE0019,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,83.42,index,valid,synthetic_acs,46.22,126000,3,-71.43
ACS-WAN_HOURLY-03-12,CPE0019,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,55.01,index,valid,synthetic_acs,36.53,129600,0,-74.08
ACS-WAN_HOURLY-03-13,CPE0019,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,51.49,index,valid,synthetic_acs,40.97,133200,3,-69.78
ACS-WAN_HOURLY-03-14,CPE0019,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,22.88,index,valid,synthetic_acs,40.1,136800,1,-69.97
ACS-WAN_HOURLY-03-15,CPE0019,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,63.36,index,valid,synthetic_acs,49.77,140400,1,-64.01
ACS-WAN_HOURLY-03-16,CPE0019,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,65.04,index,valid,synthetic_acs,52.53,144000,3,-51.97
ACS-WAN_HOURLY-03-17,CPE0019,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,54.25,index,valid,synthetic_acs,44.76,147600,5,-71.58
ACS-WAN_HOURLY-03-18,CPE0019,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,52.09,index,valid,synthetic_acs,52.13,151200,0,-72.1
ACS-WAN_HOURLY-03-19,CPE0019,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,53.74,index,valid,synthetic_acs,43.93,154800,0,-56.59
ACS-WAN_HOURLY-03-20,CPE0019,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,15.95,index,valid,synthetic_acs,44.58,158400,0,-63.02
ACS-WAN_HOURLY-03-21,CPE0019,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,18.84,index,valid,synthetic_acs,46.06,162000,4,-49.56
ACS-WAN_HOURLY-03-22,CPE0019,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,70.73,index,valid,synthetic_acs,51.24,165600,1,-71.56
ACS-WAN_HOURLY-03-23,CPE0019,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,60.89,index,valid,synthetic_acs,42.66,169200,5,-53.08
ACS-WAN_HOURLY-03-24,CPE0019,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,47.23,index,valid,synthetic_acs,54.34,172800,3,-58.79
ACS-WAN_HOURLY-03-25,CPE0019,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,32.99,index,valid,synthetic_acs,51.62,176400,1,-71.15
ACS-WAN_HOURLY-03-26,CPE0019,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,53.85,index,valid,synthetic_acs,35.38,180000,1,-52.94
ACS-WAN_HOURLY-03-27,CPE0019,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,58.47,index,valid,synthetic_acs,43.78,183600,4,-50.0
ACS-WAN_HOURLY-03-28,CPE0019,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,56.39,index,valid,synthetic_acs,37.97,187200,1,-47.73
ACS-WAN_HOURLY-03-29,CPE0019,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,15.67,index,valid,synthetic_acs,46.26,190800,1,-63.46
ACS-WAN_HOURLY-03-30,CPE0019,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,32.78,index,valid,synthetic_acs,50.5,194400,0,-48.34
ACS-WAN_HOURLY-03-31,CPE0019,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,18.81,index,valid,synthetic_acs,49.1,198000,4,-74.61
ACS-WAN_HOURLY-03-32,CPE0019,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,41.72,index,valid,synthetic_acs,42.13,201600,2,-74.95
ACS-WAN_HOURLY-03-33,CPE0019,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,58.58,index,valid,synthetic_acs,39.84,205200,0,-49.83
ACS-WAN_HOURLY-03-34,CPE0019,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,32.27,index,valid,synthetic_acs,52.63,208800,4,-57.77
ACS-WAN_HOURLY-03-35,CPE0019,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,33.67,index,valid,synthetic_acs,44.67,212400,3,-55.99
ACS-WAN_HOURLY-03-36,CPE0019,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,39.62,index,valid,synthetic_acs,49.32,216000,5,-60.97
ACS-WAN_HOURLY-03-37,CPE0019,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,66.04,index,valid,synthetic_acs,49.74,219600,3,-66.41
ACS-WAN_HOURLY-03-38,CPE0019,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,55.86,index,valid,synthetic_acs,50.42,223200,3,-55.79
ACS-WAN_HOURLY-03-39,CPE0019,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,29.85,index,valid,synthetic_acs,37.26,226800,0,-74.86
ACS-WAN_HOURLY-03-40,CPE0019,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,66.08,index,valid,synthetic_acs,45.67,230400,1,-69.96
ACS-WAN_HOURLY-03-41,CPE0019,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,44.87,index,valid,synthetic_acs,44.23,234000,3,-45.49
ACS-WAN_HOURLY-03-42,CPE0019,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,49.34,index,valid,synthetic_acs,47.4,237600,5,-54.92
ACS-WAN_HOURLY-03-43,CPE0019,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,19.84,index,valid,synthetic_acs,40.2,241200,4,-67.72
ACS-WAN_HOURLY-03-44,CPE0019,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,68.17,index,valid,synthetic_acs,40.1,244800,5,-64.33
ACS-WAN_HOURLY-03-45,CPE0019,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,77.18,index,valid,synthetic_acs,40.3,248400,2,-47.4
ACS-WAN_HOURLY-03-46,CPE0019,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,60.45,index,valid,synthetic_acs,44.57,252000,0,-48.61
ACS-WAN_HOURLY-03-47,CPE0019,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,55.01,index,valid,synthetic_acs,43.82,255600,3,-51.81
ACS-WAN_HOURLY-03-48,CPE0019,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,30.7,index,valid,synthetic_acs,53.55,259200,4,-58.9
ACS-WAN_HOURLY-03-49,CPE0019,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,36.53,index,valid,synthetic_acs,48.03,262800,3,-72.99
ACS-WAN_HOURLY-03-50,CPE0019,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,67.11,index,valid,synthetic_acs,38.42,266400,0,-62.8
ACS-WAN_HOURLY-03-51,CPE0019,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,22.63,index,valid,synthetic_acs,39.89,270000,2,-67.34
ACS-WAN_HOURLY-03-52,CPE0019,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,35.98,index,valid,synthetic_acs,44.65,273600,1,-70.88
ACS-WAN_HOURLY-03-53,CPE0019,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,80.05,index,valid,synthetic_acs,49.25,277200,3,-48.97
ACS-WAN_HOURLY-03-54,CPE0019,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,26.78,index,valid,synthetic_acs,45.67,280800,3,-64.8
ACS-WAN_HOURLY-03-55,CPE0019,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,40.12,index,valid,synthetic_acs,44.48,284400,3,-69.07
ACS-WAN_HOURLY-03-56,CPE0019,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,71.64,index,valid,synthetic_acs,53.12,288000,1,-72.42
ACS-WAN_HOURLY-03-57,CPE0019,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,36.6,index,valid,synthetic_acs,40.08,291600,4,-66.73
ACS-WAN_HOURLY-03-58,CPE0019,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,44.96,index,valid,synthetic_acs,50.78,295200,2,-49.31
ACS-WAN_HOURLY-03-59,CPE0019,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,25.99,index,valid,synthetic_acs,35.55,298800,4,-61.96
ACS-WAN_HOURLY-03-60,CPE0019,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,15.86,index,valid,synthetic_acs,39.01,302400,3,-63.2
ACS-WAN_HOURLY-03-61,CPE0019,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,31.61,index,valid,synthetic_acs,48.79,306000,4,-61.89
ACS-WAN_HOURLY-03-62,CPE0019,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,38.88,index,valid,synthetic_acs,35.72,309600,4,-55.96
ACS-WAN_HOURLY-03-63,CPE0019,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,70.32,index,valid,synthetic_acs,54.9,313200,5,-71.04
ACS-WAN_HOURLY-03-64,CPE0019,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,62.59,index,valid,synthetic_acs,36.69,316800,4,-56.17
ACS-WAN_HOURLY-03-65,CPE0019,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,75.28,index,valid,synthetic_acs,50.04,320400,0,-50.19
ACS-WAN_HOURLY-03-66,CPE0019,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,47.75,index,valid,synthetic_acs,35.66,324000,1,-49.97
ACS-WAN_HOURLY-03-67,CPE0019,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,49.18,index,valid,synthetic_acs,44.19,327600,5,-72.94
ACS-WAN_HOURLY-03-68,CPE0019,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,36.74,index,valid,synthetic_acs,38.06,331200,1,-68.22
ACS-WAN_HOURLY-03-69,CPE0019,NBH,KV1,active,2026-08-20-21,2026-08-20 21:00:00,53.77,index,valid,synthetic_acs,50.02,334800,0,-52.31
ACS-WAN_HOURLY-03-70,CPE0019,NBH,KV1,active,2026-08-20-22,2026-08-20 22:00:00,37.7,index,valid,synthetic_acs,38.37,338400,2,-65.46
ACS-WAN_HOURLY-03-71,CPE0019,NBH,KV1,active,2026-08-20-23,2026-08-20 23:00:00,75.19,index,valid,synthetic_acs,37.77,342000,0,-56.33
ACS-WAN_HOURLY-04-00,CPE0025,HCM,KV3,active,2026-08-18-00,2026-08-18 00:00:00,63.66,index,valid,synthetic_acs,46.21,86400,4,-53.05
ACS-WAN_HOURLY-04-01,CPE0025,HCM,KV3,active,2026-08-18-01,2026-08-18 01:00:00,77.48,index,valid,synthetic_acs,46.1,90000,2,-64.13
ACS-WAN_HOURLY-04-02,CPE0025,HCM,KV3,active,2026-08-18-02,2026-08-18 02:00:00,54.16,index,valid,synthetic_acs,41.02,93600,4,-50.02
ACS-WAN_HOURLY-04-03,CPE0025,HCM,KV3,active,2026-08-18-03,2026-08-18 03:00:00,47.28,index,valid,synthetic_acs,35.91,97200,1,-52.67
ACS-WAN_HOURLY-04-04,CPE0025,HCM,KV3,active,2026-08-18-04,2026-08-18 04:00:00,47.49,index,valid,synthetic_acs,38.91,100800,4,-67.61
ACS-WAN_HOURLY-04-05,CPE0025,HCM,KV3,active,2026-08-18-05,2026-08-18 05:00:00,61.05,index,valid,synthetic_acs,49.96,104400,3,-49.02
ACS-WAN_HOURLY-04-06,CPE0025,HCM,KV3,active,2026-08-18-06,2026-08-18 06:00:00,70.72,index,valid,synthetic_acs,47.76,108000,1,-73.34
ACS-WAN_HOURLY-04-07,CPE0025,HCM,KV3,active,2026-08-18-07,2026-08-18 07:00:00,81.8,index,valid,synthetic_acs,47.39,111600,5,-49.44
ACS-WAN_HOURLY-04-08,CPE0025,HCM,KV3,active,2026-08-18-08,2026-08-18 08:00:00,26.96,index,valid,synthetic_acs,41.44,115200,1,-48.18
ACS-WAN_HOURLY-04-09,CPE0025,HCM,KV3,active,2026-08-18-09,2026-08-18 09:00:00,63.38,index,valid,synthetic_acs,35.33,118800,2,-45.43
ACS-WAN_HOURLY-04-10,CPE0025,HCM,KV3,active,2026-08-18-10,2026-08-18 10:00:00,72.21,index,valid,synthetic_acs,46.35,122400,5,-45.52
ACS-WAN_HOURLY-04-11,CPE0025,HCM,KV3,active,2026-08-18-11,2026-08-18 11:00:00,65.16,index,valid,synthetic_acs,42.32,126000,5,-73.74
ACS-WAN_HOURLY-04-12,CPE0025,HCM,KV3,active,2026-08-18-12,2026-08-18 12:00:00,79.48,index,valid,synthetic_acs,38.45,129600,3,-68.37
ACS-WAN_HOURLY-04-13,CPE0025,HCM,KV3,active,2026-08-18-13,2026-08-18 13:00:00,33.79,index,valid,synthetic_acs,42.84,133200,3,-70.35
ACS-WAN_HOURLY-04-14,CPE0025,HCM,KV3,active,2026-08-18-14,2026-08-18 14:00:00,25.63,index,valid,synthetic_acs,54.0,136800,0,-45.15
ACS-WAN_HOURLY-04-15,CPE0025,HCM,KV3,active,2026-08-18-15,2026-08-18 15:00:00,31.08,index,valid,synthetic_acs,50.15,140400,1,-46.14
ACS-WAN_HOURLY-04-16,CPE0025,HCM,KV3,active,2026-08-18-16,2026-08-18 16:00:00,83.4,index,valid,synthetic_acs,44.92,144000,3,-65.7
ACS-WAN_HOURLY-04-17,CPE0025,HCM,KV3,active,2026-08-18-17,2026-08-18 17:00:00,60.97,index,valid,synthetic_acs,50.48,147600,1,-63.73
ACS-WAN_HOURLY-04-18,CPE0025,HCM,KV3,active,2026-08-18-18,2026-08-18 18:00:00,57.1,index,valid,synthetic_acs,42.51,151200,0,-46.28
ACS-WAN_HOURLY-04-19,CPE0025,HCM,KV3,active,2026-08-18-19,2026-08-18 19:00:00,51.51,index,valid,synthetic_acs,49.97,154800,0,-54.29
ACS-WAN_HOURLY-04-20,CPE0025,HCM,KV3,active,2026-08-18-20,2026-08-18 20:00:00,57.4,index,valid,synthetic_acs,41.15,158400,3,-74.66
ACS-WAN_HOURLY-04-21,CPE0025,HCM,KV3,active,2026-08-18-21,2026-08-18 21:00:00,76.6,index,valid,synthetic_acs,52.24,162000,2,-52.79
ACS-WAN_HOURLY-04-22,CPE0025,HCM,KV3,active,2026-08-18-22,2026-08-18 22:00:00,66.42,index,valid,synthetic_acs,40.96,165600,1,-68.42
ACS-WAN_HOURLY-04-23,CPE0025,HCM,KV3,active,2026-08-18-23,2026-08-18 23:00:00,18.12,index,valid,synthetic_acs,48.0,169200,0,-49.29
ACS-WAN_HOURLY-04-24,CPE0025,HCM,KV3,active,2026-08-19-00,2026-08-19 00:00:00,21.83,index,valid,synthetic_acs,53.76,172800,5,-58.0
ACS-WAN_HOURLY-04-25,CPE0025,HCM,KV3,active,2026-08-19-01,2026-08-19 01:00:00,15.49,index,valid,synthetic_acs,40.5,176400,4,-67.45
ACS-WAN_HOURLY-04-26,CPE0025,HCM,KV3,active,2026-08-19-02,2026-08-19 02:00:00,64.36,index,valid,synthetic_acs,44.34,180000,0,-62.71
ACS-WAN_HOURLY-04-27,CPE0025,HCM,KV3,active,2026-08-19-03,2026-08-19 03:00:00,19.44,index,valid,synthetic_acs,40.82,183600,0,-58.48
ACS-WAN_HOURLY-04-28,CPE0025,HCM,KV3,active,2026-08-19-04,2026-08-19 04:00:00,17.63,index,valid,synthetic_acs,45.66,187200,1,-61.35
ACS-WAN_HOURLY-04-29,CPE0025,HCM,KV3,active,2026-08-19-05,2026-08-19 05:00:00,82.3,index,valid,synthetic_acs,50.92,190800,4,-71.02
ACS-WAN_HOURLY-04-30,CPE0025,HCM,KV3,active,2026-08-19-06,2026-08-19 06:00:00,82.35,index,valid,synthetic_acs,48.8,194400,0,-57.08
