cell_latency_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_LATENCY_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,60.84,index,valid,synthetic_ran_kpi,105,101,7.31,99.9
RAN_KPI-CELL_LATENCY_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,76.95,index,valid,synthetic_ran_kpi,239,233,1.21,99.9
RAN_KPI-CELL_LATENCY_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,52.61,index,valid,synthetic_ran_kpi,207,200,5.41,99.9
RAN_KPI-CELL_LATENCY_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,38.58,index,valid,synthetic_ran_kpi,157,149,0.62,99.9
RAN_KPI-CELL_LATENCY_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,81.93,index,valid,synthetic_ran_kpi,118,110,1.71,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,76.4,index,valid,synthetic_ran_kpi,230,223,3.11,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,50.71,index,valid,synthetic_ran_kpi,286,281,3.47,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,44.48,index,valid,synthetic_ran_kpi,113,107,5.63,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,27.84,index,valid,synthetic_ran_kpi,187,183,3.84,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,61.06,index,valid,synthetic_ran_kpi,115,114,0.54,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,35.82,index,valid,synthetic_ran_kpi,219,216,7.9,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,15.94,index,valid,synthetic_ran_kpi,114,110,7.41,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,59.18,index,valid,synthetic_ran_kpi,280,277,7.35,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,80.06,index,valid,synthetic_ran_kpi,151,149,0.93,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,37.21,index,valid,synthetic_ran_kpi,210,207,4.21,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,67.2,index,valid,synthetic_ran_kpi,103,102,6.21,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,23.54,index,valid,synthetic_ran_kpi,134,126,1.88,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,48.04,index,valid,synthetic_ran_kpi,240,235,1.2,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,30.42,index,valid,synthetic_ran_kpi,257,252,3.71,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,63.01,index,valid,synthetic_ran_kpi,147,141,3.32,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,82.81,index,valid,synthetic_ran_kpi,254,248,2.3,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,49.95,index,valid,synthetic_ran_kpi,135,132,6.7,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,67.26,index,valid,synthetic_ran_kpi,230,223,2.99,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,67.55,index,valid,synthetic_ran_kpi,150,147,5.9,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,27.32,index,valid,synthetic_ran_kpi,199,196,5.99,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,44.73,index,valid,synthetic_ran_kpi,144,137,3.59,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,44.82,index,valid,synthetic_ran_kpi,147,145,6.11,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,33.65,index,valid,synthetic_ran_kpi,102,99,2.14,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,23.62,index,valid,synthetic_ran_kpi,127,122,2.86,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,35.3,index,valid,synthetic_ran_kpi,151,150,7.45,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,46.8,index,valid,synthetic_ran_kpi,206,201,1.78,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,83.76,index,valid,synthetic_ran_kpi,231,223,1.67,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,20.5,index,valid,synthetic_ran_kpi,270,262,4.89,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,75.45,index,valid,synthetic_ran_kpi,262,260,1.94,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,75.88,index,valid,synthetic_ran_kpi,101,94,0.84,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,16.9,index,valid,synthetic_ran_kpi,266,262,3.73,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,57.12,index,valid,synthetic_ran_kpi,82,78,5.9,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,76.32,index,valid,synthetic_ran_kpi,180,173,3.17,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,65.86,index,valid,synthetic_ran_kpi,230,222,1.46,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,30.56,index,valid,synthetic_ran_kpi,157,156,3.11,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,22.87,index,valid,synthetic_ran_kpi,153,149,3.76,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,70.81,index,valid,synthetic_ran_kpi,200,195,1.27,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,65.76,index,valid,synthetic_ran_kpi,108,107,5.12,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,57.67,index,valid,synthetic_ran_kpi,123,117,1.26,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,26.63,index,valid,synthetic_ran_kpi,273,269,4.83,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,71.95,index,valid,synthetic_ran_kpi,107,99,7.11,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,68.54,index,valid,synthetic_ran_kpi,240,233,3.99,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,75.1,index,valid,synthetic_ran_kpi,195,188,3.67,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,15.64,index,valid,synthetic_ran_kpi,233,228,5.3,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,41.73,index,valid,synthetic_ran_kpi,155,149,4.1,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,24.12,index,valid,synthetic_ran_kpi,151,146,3.81,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,38.93,index,valid,synthetic_ran_kpi,293,286,2.7,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,66.04,index,valid,synthetic_ran_kpi,282,274,6.34,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,71.56,index,valid,synthetic_ran_kpi,208,201,3.44,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,21.61,index,valid,synthetic_ran_kpi,82,80,3.4,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,51.58,index,valid,synthetic_ran_kpi,207,200,7.34,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,73.7,index,valid,synthetic_ran_kpi,252,245,1.68,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,45.64,index,valid,synthetic_ran_kpi,89,85,6.72,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,49.99,index,valid,synthetic_ran_kpi,112,104,1.4,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,74.64,index,valid,synthetic_ran_kpi,227,224,0.73,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,62.44,index,valid,synthetic_ran_kpi,216,208,0.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,68.67,index,valid,synthetic_ran_kpi,277,270,7.06,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,21.86,index,valid,synthetic_ran_kpi,175,174,6.74,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,77.58,index,valid,synthetic_ran_kpi,291,289,3.27,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,42.26,index,valid,synthetic_ran_kpi,198,196,5.23,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,26.57,index,valid,synthetic_ran_kpi,92,89,7.35,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,66.42,index,valid,synthetic_ran_kpi,161,153,3.69,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,59.5,index,valid,synthetic_ran_kpi,122,119,4.11,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,52.1,index,valid,synthetic_ran_kpi,287,282,0.82,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,73.51,index,valid,synthetic_ran_kpi,123,117,1.4,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,17.13,index,valid,synthetic_ran_kpi,188,183,7.8,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,28.96,index,valid,synthetic_ran_kpi,152,151,4.58,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,35.03,index,valid,synthetic_ran_kpi,282,279,6.66,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,80.65,index,valid,synthetic_ran_kpi,240,236,4.23,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,61.02,index,valid,synthetic_ran_kpi,181,177,5.51,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,29.6,index,valid,synthetic_ran_kpi,161,157,6.79,99.9
RAN_KPI-CELL_LATENCY_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,66.75,index,valid,synthetic_ran_kpi,278,271,7.92,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,18.98,index,valid,synthetic_ran_kpi,125,119,4.64,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,76.08,index,valid,synthetic_ran_kpi,97,90,4.97,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,41.76,index,valid,synthetic_ran_kpi,165,157,6.8,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,21.35,index,valid,synthetic_ran_kpi,167,166,6.19,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,42.04,index,valid,synthetic_ran_kpi,228,220,6.3,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,80.38,index,valid,synthetic_ran_kpi,193,191,6.55,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,60.94,index,valid,synthetic_ran_kpi,162,156,3.33,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,56.79,index,valid,synthetic_ran_kpi,175,168,5.48,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,20.39,index,valid,synthetic_ran_kpi,127,121,1.41,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,37.63,index,valid,synthetic_ran_kpi,110,109,6.26,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,52.11,index,valid,synthetic_ran_kpi,85,79,6.59,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,43.22,index,valid,synthetic_ran_kpi,189,185,3.54,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,15.17,index,valid,synthetic_ran_kpi,167,163,1.22,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,64.22,index,valid,synthetic_ran_kpi,185,177,7.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,17.4,index,valid,synthetic_ran_kpi,174,173,5.85,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,70.96,index,valid,synthetic_ran_kpi,244,241,4.69,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,75.52,index,valid,synthetic_ran_kpi,268,267,7.56,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,84.98,index,valid,synthetic_ran_kpi,298,291,6.61,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,76.82,index,valid,synthetic_ran_kpi,106,103,1.96,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,73.51,index,valid,synthetic_ran_kpi,238,230,6.07,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,70.85,index,valid,synthetic_ran_kpi,173,165,3.81,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,24.51,index,valid,synthetic_ran_kpi,269,265,5.55,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,38.24,index,valid,synthetic_ran_kpi,191,187,3.78,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,78.15,index,valid,synthetic_ran_kpi,231,230,4.35,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,18.53,index,valid,synthetic_ran_kpi,258,257,3.69,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,58.38,index,valid,synthetic_ran_kpi,237,236,1.65,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,77.32,index,valid,synthetic_ran_kpi,238,237,2.56,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,43.13,index,valid,synthetic_ran_kpi,242,235,7.24,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,27.44,index,valid,synthetic_ran_kpi,111,106,1.54,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,77.03,index,valid,synthetic_ran_kpi,259,256,1.08,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,79.53,index,valid,synthetic_ran_kpi,255,248,7.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,56.31,index,valid,synthetic_ran_kpi,180,172,0.74,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,19.34,index,valid,synthetic_ran_kpi,111,108,1.64,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,35.5,index,valid,synthetic_ran_kpi,85,82,5.18,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,61.01,index,valid,synthetic_ran_kpi,273,270,7.26,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,67.71,index,valid,synthetic_ran_kpi,115,107,1.47,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,37.8,index,valid,synthetic_ran_kpi,153,148,4.07,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,23.5,index,valid,synthetic_ran_kpi,188,184,0.88,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,48.47,index,valid,synthetic_ran_kpi,89,86,0.85,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,25.32,index,valid,synthetic_ran_kpi,255,248,5.78,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,20.99,index,valid,synthetic_ran_kpi,263,259,6.36,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,77.05,index,valid,synthetic_ran_kpi,192,189,5.63,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,37.92,index,valid,synthetic_ran_kpi,297,295,6.07,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,67.05,index,valid,synthetic_ran_kpi,152,148,7.56,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,61.52,index,valid,synthetic_ran_kpi,282,275,4.32,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,39.11,index,valid,synthetic_ran_kpi,291,287,1.66,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,40.96,index,valid,synthetic_ran_kpi,289,288,1.4,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,17.1,index,valid,synthetic_ran_kpi,112,105,5.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,73.66,index,valid,synthetic_ran_kpi,107,105,1.9,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,52.46,index,valid,synthetic_ran_kpi,92,88,4.61,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,44.8,index,valid,synthetic_ran_kpi,197,190,2.89,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,81.7,index,valid,synthetic_ran_kpi,130,122,2.15,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,45.14,index,valid,synthetic_ran_kpi,231,225,5.51,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,38.12,index,valid,synthetic_ran_kpi,98,97,7.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,15.11,index,valid,synthetic_ran_kpi,201,195,1.69,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,75.45,index,valid,synthetic_ran_kpi,111,105,6.19,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,60.51,index,valid,synthetic_ran_kpi,191,183,6.09,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,15.53,index,valid,synthetic_ran_kpi,232,225,7.01,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,31.65,index,valid,synthetic_ran_kpi,116,114,4.86,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,77.92,index,valid,synthetic_ran_kpi,132,124,4.55,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,17.99,index,valid,synthetic_ran_kpi,154,149,4.66,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,23.37,index,valid,synthetic_ran_kpi,193,190,3.11,99.9
RAN_KPI-CELL_LATENCY_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,66.33,index,valid,synthetic_ran_kpi,114,106,2.37,99.9
