cell_traffic_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_TRAFFIC_HOURLY-01-64,CELL020201,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,46.84,index,valid,synthetic_ran_kpi,213,206,7.4,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-01-65,CELL020201,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,61.04,index,valid,synthetic_ran_kpi,219,211,7.19,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-01-66,CELL020201,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,76.12,index,valid,synthetic_ran_kpi,195,193,5.1,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,25.0,index,valid,synthetic_ran_kpi,204,201,4.39,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,23.04,index,valid,synthetic_ran_kpi,280,275,2.15,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,35.33,index,valid,synthetic_ran_kpi,259,254,3.57,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,15.76,index,valid,synthetic_ran_kpi,229,224,1.56,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,75.19,index,valid,synthetic_ran_kpi,130,125,4.92,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,69.66,index,valid,synthetic_ran_kpi,283,276,6.89,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,71.45,index,valid,synthetic_ran_kpi,262,260,1.43,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,59.1,index,valid,synthetic_ran_kpi,264,259,2.99,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,21.03,index,valid,synthetic_ran_kpi,235,234,5.85,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,43.54,index,valid,synthetic_ran_kpi,211,205,4.34,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,52.47,index,valid,synthetic_ran_kpi,291,289,7.2,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,32.66,index,valid,synthetic_ran_kpi,173,168,2.77,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,69.84,index,valid,synthetic_ran_kpi,183,179,2.44,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,15.38,index,valid,synthetic_ran_kpi,287,279,5.39,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,25.18,index,valid,synthetic_ran_kpi,111,108,4.67,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,22.81,index,valid,synthetic_ran_kpi,244,236,1.73,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,40.56,index,valid,synthetic_ran_kpi,80,76,0.95,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,15.95,index,valid,synthetic_ran_kpi,290,283,3.03,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,64.7,index,valid,synthetic_ran_kpi,88,83,7.61,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,52.29,index,valid,synthetic_ran_kpi,90,87,4.96,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,82.64,index,valid,synthetic_ran_kpi,252,250,7.57,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,60.85,index,valid,synthetic_ran_kpi,205,203,2.15,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,19.87,index,valid,synthetic_ran_kpi,208,205,2.88,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,21.59,index,valid,synthetic_ran_kpi,260,252,4.22,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,46.8,index,valid,synthetic_ran_kpi,259,256,7.36,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,66.12,index,valid,synthetic_ran_kpi,240,238,6.53,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,19.58,index,valid,synthetic_ran_kpi,286,281,6.3,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,21.98,index,valid,synthetic_ran_kpi,281,275,1.39,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,79.47,index,valid,synthetic_ran_kpi,170,163,5.28,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,16.78,index,valid,synthetic_ran_kpi,300,294,5.45,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,75.45,index,valid,synthetic_ran_kpi,209,205,6.39,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,46.15,index,valid,synthetic_ran_kpi,80,73,4.24,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,18.81,index,valid,synthetic_ran_kpi,244,239,3.9,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,66.51,index,valid,synthetic_ran_kpi,160,157,3.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,62.02,index,valid,synthetic_ran_kpi,228,221,4.71,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,51.77,index,valid,synthetic_ran_kpi,98,96,1.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,20.65,index,valid,synthetic_ran_kpi,205,199,5.44,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,84.37,index,valid,synthetic_ran_kpi,140,138,1.42,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,51.36,index,valid,synthetic_ran_kpi,108,101,5.25,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,67.54,index,valid,synthetic_ran_kpi,190,189,2.38,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,34.63,index,valid,synthetic_ran_kpi,124,118,0.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,33.32,index,valid,synthetic_ran_kpi,134,131,5.37,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,79.79,index,valid,synthetic_ran_kpi,119,112,1.56,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,81.54,index,valid,synthetic_ran_kpi,225,220,5.74,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,39.61,index,valid,synthetic_ran_kpi,81,80,5.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,59.6,index,valid,synthetic_ran_kpi,167,159,2.36,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,55.46,index,valid,synthetic_ran_kpi,171,165,5.97,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,63.98,index,valid,synthetic_ran_kpi,232,224,7.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,17.24,index,valid,synthetic_ran_kpi,172,166,0.58,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,28.57,index,valid,synthetic_ran_kpi,149,148,3.66,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,22.3,index,valid,synthetic_ran_kpi,235,234,4.99,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,64.48,index,valid,synthetic_ran_kpi,292,284,6.37,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,50.57,index,valid,synthetic_ran_kpi,179,174,2.9,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,81.49,index,valid,synthetic_ran_kpi,295,293,6.9,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,61.7,index,valid,synthetic_ran_kpi,293,285,5.2,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,21.6,index,valid,synthetic_ran_kpi,270,262,6.81,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,42.22,index,valid,synthetic_ran_kpi,291,289,3.82,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,61.53,index,valid,synthetic_ran_kpi,239,234,3.73,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,44.3,index,valid,synthetic_ran_kpi,128,120,2.15,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,20.05,index,valid,synthetic_ran_kpi,128,127,7.67,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,31.55,index,valid,synthetic_ran_kpi,186,178,6.77,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,75.45,index,valid,synthetic_ran_kpi,298,295,3.18,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,30.16,index,valid,synthetic_ran_kpi,120,119,7.1,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,45.47,index,valid,synthetic_ran_kpi,246,242,2.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,69.66,index,valid,synthetic_ran_kpi,212,210,4.15,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,46.51,index,valid,synthetic_ran_kpi,272,270,7.53,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,79.6,index,valid,synthetic_ran_kpi,158,151,2.39,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,68.0,index,valid,synthetic_ran_kpi,281,279,1.2,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,66.98,index,valid,synthetic_ran_kpi,239,238,1.75,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,59.59,index,valid,synthetic_ran_kpi,149,143,7.48,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,63.36,index,valid,synthetic_ran_kpi,108,102,4.88,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,45.83,index,valid,synthetic_ran_kpi,116,113,0.9,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,57.66,index,valid,synthetic_ran_kpi,129,128,7.37,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,58.26,index,valid,synthetic_ran_kpi,195,193,5.0,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,77.2,index,valid,synthetic_ran_kpi,81,80,3.21,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,69.79,index,valid,synthetic_ran_kpi,260,254,0.92,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,75.95,index,valid,synthetic_ran_kpi,252,246,5.9,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,56.75,index,valid,synthetic_ran_kpi,230,224,0.6,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,22.65,index,valid,synthetic_ran_kpi,252,250,7.69,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,75.84,index,valid,synthetic_ran_kpi,209,201,0.74,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,59.07,index,valid,synthetic_ran_kpi,265,258,7.74,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,25.49,index,valid,synthetic_ran_kpi,163,158,0.82,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,78.1,index,valid,synthetic_ran_kpi,88,85,6.65,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,59.79,index,valid,synthetic_ran_kpi,148,140,2.63,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,24.27,index,valid,synthetic_ran_kpi,111,103,7.26,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,66.91,index,valid,synthetic_ran_kpi,229,221,5.27,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,42.65,index,valid,synthetic_ran_kpi,155,151,0.87,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,51.18,index,valid,synthetic_ran_kpi,192,185,4.96,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,79.44,index,valid,synthetic_ran_kpi,95,92,7.52,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,69.21,index,valid,synthetic_ran_kpi,188,182,4.73,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,70.89,index,valid,synthetic_ran_kpi,100,98,7.87,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,33.41,index,valid,synthetic_ran_kpi,273,265,5.05,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,53.38,index,valid,synthetic_ran_kpi,213,206,6.97,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,39.6,index,valid,synthetic_ran_kpi,188,183,5.35,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,40.55,index,valid,synthetic_ran_kpi,248,241,4.23,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,18.43,index,valid,synthetic_ran_kpi,146,139,6.74,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,33.54,index,valid,synthetic_ran_kpi,193,191,6.6,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,39.65,index,valid,synthetic_ran_kpi,218,212,4.45,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,18.66,index,valid,synthetic_ran_kpi,159,151,4.06,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,77.51,index,valid,synthetic_ran_kpi,143,137,6.72,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,59.58,index,valid,synthetic_ran_kpi,103,96,0.89,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,78.82,index,valid,synthetic_ran_kpi,82,79,3.1,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,26.36,index,valid,synthetic_ran_kpi,202,198,6.51,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,53.37,index,valid,synthetic_ran_kpi,84,80,1.21,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,53.62,index,valid,synthetic_ran_kpi,201,194,6.45,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,84.67,index,valid,synthetic_ran_kpi,231,223,2.0,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,77.69,index,valid,synthetic_ran_kpi,268,263,1.25,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,28.16,index,valid,synthetic_ran_kpi,203,202,6.41,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,78.19,index,valid,synthetic_ran_kpi,97,93,5.46,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,63.23,index,valid,synthetic_ran_kpi,152,149,5.22,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,34.73,index,valid,synthetic_ran_kpi,124,121,0.79,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,37.09,index,valid,synthetic_ran_kpi,262,259,7.07,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,57.3,index,valid,synthetic_ran_kpi,256,249,5.52,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,17.6,index,valid,synthetic_ran_kpi,212,205,3.73,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,46.76,index,valid,synthetic_ran_kpi,214,212,0.78,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,34.78,index,valid,synthetic_ran_kpi,209,207,1.38,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,77.11,index,valid,synthetic_ran_kpi,173,170,1.68,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,51.63,index,valid,synthetic_ran_kpi,238,232,2.98,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,28.84,index,valid,synthetic_ran_kpi,283,277,4.64,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,67.17,index,valid,synthetic_ran_kpi,284,276,4.54,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,49.93,index,valid,synthetic_ran_kpi,103,99,4.67,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,82.69,index,valid,synthetic_ran_kpi,217,212,7.03,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,32.07,index,valid,synthetic_ran_kpi,96,90,4.35,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,28.79,index,valid,synthetic_ran_kpi,262,254,3.47,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,72.85,index,valid,synthetic_ran_kpi,149,145,2.81,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,44.28,index,valid,synthetic_ran_kpi,155,149,3.19,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,78.02,index,valid,synthetic_ran_kpi,233,225,6.22,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,27.21,index,valid,synthetic_ran_kpi,252,249,1.04,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,67.78,index,valid,synthetic_ran_kpi,239,232,2.8,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,27.12,index,valid,synthetic_ran_kpi,271,263,3.16,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,63.25,index,valid,synthetic_ran_kpi,213,211,3.45,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,71.96,index,valid,synthetic_ran_kpi,232,224,4.0,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,38.59,index,valid,synthetic_ran_kpi,136,131,3.92,99.9
RAN_KPI-CELL_TRAFFIC_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,73.13,index,valid,synthetic_ran_kpi,250,242,4.32,99.9
