cell_packet_loss_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-62,CELL020201,SLA,KV1,active,2026-08-20-14,2026-08-20 14:00:00,28.94,index,valid,synthetic_ran_kpi,271,267,4.03,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-63,CELL020201,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,69.96,index,valid,synthetic_ran_kpi,145,137,1.43,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-64,CELL020201,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,35.25,index,valid,synthetic_ran_kpi,241,234,7.35,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-65,CELL020201,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,79.18,index,valid,synthetic_ran_kpi,149,141,3.97,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-66,CELL020201,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,43.53,index,valid,synthetic_ran_kpi,131,125,6.34,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,82.41,index,valid,synthetic_ran_kpi,172,169,0.77,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,48.63,index,valid,synthetic_ran_kpi,166,164,1.43,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,58.4,index,valid,synthetic_ran_kpi,267,262,2.64,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,19.67,index,valid,synthetic_ran_kpi,126,122,4.79,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,79.59,index,valid,synthetic_ran_kpi,166,161,2.84,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,54.24,index,valid,synthetic_ran_kpi,85,77,3.67,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,50.49,index,valid,synthetic_ran_kpi,95,89,2.59,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,68.52,index,valid,synthetic_ran_kpi,199,191,3.25,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,52.03,index,valid,synthetic_ran_kpi,192,185,1.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,23.62,index,valid,synthetic_ran_kpi,298,292,7.83,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,36.37,index,valid,synthetic_ran_kpi,199,197,1.68,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,69.07,index,valid,synthetic_ran_kpi,140,136,5.68,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,55.78,index,valid,synthetic_ran_kpi,180,176,1.55,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,41.85,index,valid,synthetic_ran_kpi,168,162,5.43,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,31.8,index,valid,synthetic_ran_kpi,110,106,5.06,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,77.4,index,valid,synthetic_ran_kpi,242,239,7.55,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,57.28,index,valid,synthetic_ran_kpi,229,223,0.64,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,28.24,index,valid,synthetic_ran_kpi,123,117,6.98,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,34.19,index,valid,synthetic_ran_kpi,129,126,6.26,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,20.02,index,valid,synthetic_ran_kpi,96,89,2.82,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,79.88,index,valid,synthetic_ran_kpi,298,293,5.38,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,68.39,index,valid,synthetic_ran_kpi,219,211,6.4,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,56.01,index,valid,synthetic_ran_kpi,263,260,1.32,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,16.4,index,valid,synthetic_ran_kpi,90,83,6.26,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,44.68,index,valid,synthetic_ran_kpi,216,214,5.79,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,35.42,index,valid,synthetic_ran_kpi,280,277,3.66,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,26.7,index,valid,synthetic_ran_kpi,174,169,4.96,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,43.86,index,valid,synthetic_ran_kpi,94,92,5.81,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,78.08,index,valid,synthetic_ran_kpi,178,177,4.54,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,49.45,index,valid,synthetic_ran_kpi,270,267,2.49,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,22.26,index,valid,synthetic_ran_kpi,143,137,7.46,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,37.29,index,valid,synthetic_ran_kpi,125,124,4.61,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,52.83,index,valid,synthetic_ran_kpi,91,83,5.47,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,66.47,index,valid,synthetic_ran_kpi,240,239,1.61,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,83.38,index,valid,synthetic_ran_kpi,295,292,1.31,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,40.92,index,valid,synthetic_ran_kpi,115,113,2.83,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,83.8,index,valid,synthetic_ran_kpi,235,228,3.44,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,50.28,index,valid,synthetic_ran_kpi,141,135,6.42,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.69,index,valid,synthetic_ran_kpi,290,285,2.62,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,30.05,index,valid,synthetic_ran_kpi,177,170,4.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,74.1,index,valid,synthetic_ran_kpi,132,126,4.9,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,37.9,index,valid,synthetic_ran_kpi,222,214,3.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,71.73,index,valid,synthetic_ran_kpi,253,249,7.61,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,70.78,index,valid,synthetic_ran_kpi,272,268,2.5,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,82.68,index,valid,synthetic_ran_kpi,208,202,7.44,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,39.87,index,valid,synthetic_ran_kpi,156,154,2.38,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,56.56,index,valid,synthetic_ran_kpi,248,241,1.19,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,18.23,index,valid,synthetic_ran_kpi,188,181,4.9,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,52.13,index,valid,synthetic_ran_kpi,196,193,7.76,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,60.2,index,valid,synthetic_ran_kpi,255,250,7.08,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,58.6,index,valid,synthetic_ran_kpi,92,84,2.93,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,71.57,index,valid,synthetic_ran_kpi,288,280,4.48,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,53.82,index,valid,synthetic_ran_kpi,176,174,4.09,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,33.31,index,valid,synthetic_ran_kpi,244,243,7.86,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,38.84,index,valid,synthetic_ran_kpi,218,212,6.05,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,65.91,index,valid,synthetic_ran_kpi,294,292,5.13,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,43.25,index,valid,synthetic_ran_kpi,95,91,2.41,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,61.84,index,valid,synthetic_ran_kpi,160,154,7.15,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,37.87,index,valid,synthetic_ran_kpi,185,183,0.86,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,24.47,index,valid,synthetic_ran_kpi,81,74,6.13,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,38.85,index,valid,synthetic_ran_kpi,266,261,5.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,51.96,index,valid,synthetic_ran_kpi,192,186,4.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,76.94,index,valid,synthetic_ran_kpi,278,272,4.99,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,35.4,index,valid,synthetic_ran_kpi,126,125,2.34,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,51.57,index,valid,synthetic_ran_kpi,201,200,1.16,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,28.94,index,valid,synthetic_ran_kpi,248,246,1.0,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,66.06,index,valid,synthetic_ran_kpi,85,83,4.45,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,72.41,index,valid,synthetic_ran_kpi,225,217,7.53,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,56.77,index,valid,synthetic_ran_kpi,133,130,2.22,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,24.65,index,valid,synthetic_ran_kpi,202,195,2.77,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,25.22,index,valid,synthetic_ran_kpi,296,291,1.5,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,36.06,index,valid,synthetic_ran_kpi,162,161,7.32,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,38.96,index,valid,synthetic_ran_kpi,269,264,6.06,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,61.21,index,valid,synthetic_ran_kpi,161,159,6.51,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,83.31,index,valid,synthetic_ran_kpi,213,210,3.81,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,81.82,index,valid,synthetic_ran_kpi,166,161,1.39,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,81.55,index,valid,synthetic_ran_kpi,274,266,2.83,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,49.49,index,valid,synthetic_ran_kpi,248,240,1.2,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,76.04,index,valid,synthetic_ran_kpi,194,191,3.01,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,59.3,index,valid,synthetic_ran_kpi,80,72,1.85,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,57.85,index,valid,synthetic_ran_kpi,144,137,1.48,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,77.25,index,valid,synthetic_ran_kpi,213,210,0.87,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,48.24,index,valid,synthetic_ran_kpi,85,77,2.76,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,78.29,index,valid,synthetic_ran_kpi,162,156,4.52,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,30.66,index,valid,synthetic_ran_kpi,97,95,5.97,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,34.21,index,valid,synthetic_ran_kpi,298,295,7.96,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,30.51,index,valid,synthetic_ran_kpi,85,82,5.45,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,49.84,index,valid,synthetic_ran_kpi,99,94,2.76,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,21.1,index,valid,synthetic_ran_kpi,81,77,5.98,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,75.32,index,valid,synthetic_ran_kpi,209,201,1.8,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,37.09,index,valid,synthetic_ran_kpi,298,291,4.78,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,82.61,index,valid,synthetic_ran_kpi,86,78,4.51,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,22.39,index,valid,synthetic_ran_kpi,121,116,4.39,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,43.72,index,valid,synthetic_ran_kpi,242,238,1.27,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,37.75,index,valid,synthetic_ran_kpi,118,117,1.46,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,22.74,index,valid,synthetic_ran_kpi,239,234,6.7,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,40.01,index,valid,synthetic_ran_kpi,250,245,5.83,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,65.87,index,valid,synthetic_ran_kpi,203,197,0.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,59.47,index,valid,synthetic_ran_kpi,175,174,6.49,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,73.91,index,valid,synthetic_ran_kpi,152,151,3.66,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,25.31,index,valid,synthetic_ran_kpi,92,89,0.94,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,47.64,index,valid,synthetic_ran_kpi,116,113,6.0,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,49.84,index,valid,synthetic_ran_kpi,132,130,3.75,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,31.45,index,valid,synthetic_ran_kpi,150,146,0.77,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,68.64,index,valid,synthetic_ran_kpi,150,146,4.85,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,67.8,index,valid,synthetic_ran_kpi,118,113,5.79,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,79.31,index,valid,synthetic_ran_kpi,176,175,2.01,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,19.5,index,valid,synthetic_ran_kpi,170,168,7.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,53.43,index,valid,synthetic_ran_kpi,216,214,5.66,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,44.01,index,valid,synthetic_ran_kpi,247,246,6.11,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,50.1,index,valid,synthetic_ran_kpi,211,210,0.84,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,15.68,index,valid,synthetic_ran_kpi,293,290,3.16,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,32.59,index,valid,synthetic_ran_kpi,262,254,1.04,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,20.55,index,valid,synthetic_ran_kpi,100,94,6.67,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,31.81,index,valid,synthetic_ran_kpi,182,174,5.23,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,35.48,index,valid,synthetic_ran_kpi,190,187,0.96,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,78.66,index,valid,synthetic_ran_kpi,204,203,5.22,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,56.6,index,valid,synthetic_ran_kpi,227,226,5.88,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,23.61,index,valid,synthetic_ran_kpi,266,258,4.19,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,63.59,index,valid,synthetic_ran_kpi,176,170,5.95,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,80.25,index,valid,synthetic_ran_kpi,209,207,6.14,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,33.76,index,valid,synthetic_ran_kpi,131,130,4.96,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,20.61,index,valid,synthetic_ran_kpi,161,157,4.46,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,60.54,index,valid,synthetic_ran_kpi,270,269,2.06,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,51.66,index,valid,synthetic_ran_kpi,287,286,1.2,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,41.3,index,valid,synthetic_ran_kpi,292,287,7.6,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,21.69,index,valid,synthetic_ran_kpi,104,98,2.3,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,46.11,index,valid,synthetic_ran_kpi,238,231,1.21,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,62.07,index,valid,synthetic_ran_kpi,87,86,7.96,99.9
RAN_KPI-CELL_PACKET_LOSS_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,72.25,index,valid,synthetic_ran_kpi,245,242,7.29,99.9
