cell_sinr_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_SINR_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,49.86,index,valid,synthetic_ran_kpi,111,105,0.8,99.9
RAN_KPI-CELL_SINR_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,83.59,index,valid,synthetic_ran_kpi,139,134,1.49,99.9
RAN_KPI-CELL_SINR_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,52.66,index,valid,synthetic_ran_kpi,112,109,3.61,99.9
RAN_KPI-CELL_SINR_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,31.6,index,valid,synthetic_ran_kpi,181,174,5.43,99.9
RAN_KPI-CELL_SINR_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,57.79,index,valid,synthetic_ran_kpi,258,252,2.84,99.9
RAN_KPI-CELL_SINR_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,53.39,index,valid,synthetic_ran_kpi,176,175,6.87,99.9
RAN_KPI-CELL_SINR_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,50.85,index,valid,synthetic_ran_kpi,105,99,4.07,99.9
RAN_KPI-CELL_SINR_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,19.69,index,valid,synthetic_ran_kpi,180,176,0.92,99.9
RAN_KPI-CELL_SINR_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,55.63,index,valid,synthetic_ran_kpi,298,291,2.94,99.9
RAN_KPI-CELL_SINR_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,34.58,index,valid,synthetic_ran_kpi,112,110,6.79,99.9
RAN_KPI-CELL_SINR_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,57.32,index,valid,synthetic_ran_kpi,280,279,1.25,99.9
RAN_KPI-CELL_SINR_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,53.21,index,valid,synthetic_ran_kpi,99,96,4.13,99.9
RAN_KPI-CELL_SINR_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,63.23,index,valid,synthetic_ran_kpi,296,291,5.03,99.9
RAN_KPI-CELL_SINR_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,55.5,index,valid,synthetic_ran_kpi,178,172,6.51,99.9
RAN_KPI-CELL_SINR_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,77.58,index,valid,synthetic_ran_kpi,132,131,7.02,99.9
RAN_KPI-CELL_SINR_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,48.81,index,valid,synthetic_ran_kpi,234,230,6.66,99.9
RAN_KPI-CELL_SINR_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,61.68,index,valid,synthetic_ran_kpi,146,138,3.17,99.9
RAN_KPI-CELL_SINR_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,59.94,index,valid,synthetic_ran_kpi,145,143,2.17,99.9
RAN_KPI-CELL_SINR_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,82.05,index,valid,synthetic_ran_kpi,237,233,7.37,99.9
RAN_KPI-CELL_SINR_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,68.5,index,valid,synthetic_ran_kpi,200,196,5.62,99.9
RAN_KPI-CELL_SINR_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,32.06,index,valid,synthetic_ran_kpi,232,225,4.65,99.9
RAN_KPI-CELL_SINR_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,44.8,index,valid,synthetic_ran_kpi,106,99,1.89,99.9
RAN_KPI-CELL_SINR_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,26.93,index,valid,synthetic_ran_kpi,153,149,6.36,99.9
RAN_KPI-CELL_SINR_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,61.55,index,valid,synthetic_ran_kpi,286,282,0.82,99.9
RAN_KPI-CELL_SINR_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,41.53,index,valid,synthetic_ran_kpi,240,232,3.19,99.9
RAN_KPI-CELL_SINR_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,45.95,index,valid,synthetic_ran_kpi,273,267,0.55,99.9
RAN_KPI-CELL_SINR_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,41.04,index,valid,synthetic_ran_kpi,265,258,6.54,99.9
RAN_KPI-CELL_SINR_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,52.04,index,valid,synthetic_ran_kpi,100,96,7.2,99.9
RAN_KPI-CELL_SINR_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,71.57,index,valid,synthetic_ran_kpi,239,231,7.65,99.9
RAN_KPI-CELL_SINR_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,35.9,index,valid,synthetic_ran_kpi,228,227,5.92,99.9
RAN_KPI-CELL_SINR_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,50.15,index,valid,synthetic_ran_kpi,225,219,4.08,99.9
RAN_KPI-CELL_SINR_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,60.31,index,valid,synthetic_ran_kpi,265,260,6.97,99.9
RAN_KPI-CELL_SINR_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,20.6,index,valid,synthetic_ran_kpi,231,225,1.17,99.9
RAN_KPI-CELL_SINR_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,35.28,index,valid,synthetic_ran_kpi,251,250,4.13,99.9
RAN_KPI-CELL_SINR_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,26.55,index,valid,synthetic_ran_kpi,197,192,1.05,99.9
RAN_KPI-CELL_SINR_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,23.6,index,valid,synthetic_ran_kpi,209,208,5.54,99.9
RAN_KPI-CELL_SINR_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,19.19,index,valid,synthetic_ran_kpi,287,286,7.75,99.9
RAN_KPI-CELL_SINR_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,21.1,index,valid,synthetic_ran_kpi,94,90,1.28,99.9
RAN_KPI-CELL_SINR_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,29.81,index,valid,synthetic_ran_kpi,218,216,3.94,99.9
RAN_KPI-CELL_SINR_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,34.87,index,valid,synthetic_ran_kpi,295,291,4.37,99.9
RAN_KPI-CELL_SINR_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,22.17,index,valid,synthetic_ran_kpi,104,101,4.15,99.9
RAN_KPI-CELL_SINR_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,25.02,index,valid,synthetic_ran_kpi,239,235,6.54,99.9
RAN_KPI-CELL_SINR_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,21.26,index,valid,synthetic_ran_kpi,266,258,7.87,99.9
RAN_KPI-CELL_SINR_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,23.13,index,valid,synthetic_ran_kpi,147,142,6.9,99.9
RAN_KPI-CELL_SINR_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,37.28,index,valid,synthetic_ran_kpi,275,270,6.34,99.9
RAN_KPI-CELL_SINR_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,24.94,index,valid,synthetic_ran_kpi,91,87,1.43,99.9
RAN_KPI-CELL_SINR_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,41.18,index,valid,synthetic_ran_kpi,125,121,2.75,99.9
RAN_KPI-CELL_SINR_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,47.55,index,valid,synthetic_ran_kpi,200,198,7.02,99.9
RAN_KPI-CELL_SINR_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,46.93,index,valid,synthetic_ran_kpi,228,223,3.45,99.9
RAN_KPI-CELL_SINR_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,74.17,index,valid,synthetic_ran_kpi,294,288,0.52,99.9
RAN_KPI-CELL_SINR_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,56.87,index,valid,synthetic_ran_kpi,100,92,2.39,99.9
RAN_KPI-CELL_SINR_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,46.27,index,valid,synthetic_ran_kpi,228,222,5.08,99.9
RAN_KPI-CELL_SINR_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,34.99,index,valid,synthetic_ran_kpi,120,113,6.41,99.9
RAN_KPI-CELL_SINR_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,58.69,index,valid,synthetic_ran_kpi,148,143,2.61,99.9
RAN_KPI-CELL_SINR_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,67.27,index,valid,synthetic_ran_kpi,82,78,7.19,99.9
RAN_KPI-CELL_SINR_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,81.67,index,valid,synthetic_ran_kpi,192,189,1.1,99.9
RAN_KPI-CELL_SINR_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,38.98,index,valid,synthetic_ran_kpi,83,75,7.04,99.9
RAN_KPI-CELL_SINR_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,63.84,index,valid,synthetic_ran_kpi,295,291,6.84,99.9
RAN_KPI-CELL_SINR_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,50.27,index,valid,synthetic_ran_kpi,267,259,1.73,99.9
RAN_KPI-CELL_SINR_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,79.5,index,valid,synthetic_ran_kpi,125,123,7.57,99.9
RAN_KPI-CELL_SINR_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,31.8,index,valid,synthetic_ran_kpi,246,241,4.86,99.9
RAN_KPI-CELL_SINR_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,56.94,index,valid,synthetic_ran_kpi,83,80,4.87,99.9
RAN_KPI-CELL_SINR_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,44.84,index,valid,synthetic_ran_kpi,175,170,2.33,99.9
RAN_KPI-CELL_SINR_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,44.11,index,valid,synthetic_ran_kpi,218,213,2.15,99.9
RAN_KPI-CELL_SINR_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,27.67,index,valid,synthetic_ran_kpi,204,200,0.51,99.9
RAN_KPI-CELL_SINR_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,45.8,index,valid,synthetic_ran_kpi,153,152,2.25,99.9
RAN_KPI-CELL_SINR_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,30.39,index,valid,synthetic_ran_kpi,270,267,5.17,99.9
RAN_KPI-CELL_SINR_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,66.56,index,valid,synthetic_ran_kpi,217,215,5.96,99.9
RAN_KPI-CELL_SINR_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,78.69,index,valid,synthetic_ran_kpi,205,204,7.45,99.9
RAN_KPI-CELL_SINR_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,81.31,index,valid,synthetic_ran_kpi,255,250,6.74,99.9
RAN_KPI-CELL_SINR_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,55.45,index,valid,synthetic_ran_kpi,279,274,1.79,99.9
RAN_KPI-CELL_SINR_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,65.93,index,valid,synthetic_ran_kpi,174,170,3.66,99.9
RAN_KPI-CELL_SINR_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,76.14,index,valid,synthetic_ran_kpi,267,260,5.9,99.9
RAN_KPI-CELL_SINR_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,54.34,index,valid,synthetic_ran_kpi,216,215,7.92,99.9
RAN_KPI-CELL_SINR_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,77.14,index,valid,synthetic_ran_kpi,88,87,4.39,99.9
RAN_KPI-CELL_SINR_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,62.68,index,valid,synthetic_ran_kpi,214,212,2.53,99.9
RAN_KPI-CELL_SINR_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,52.62,index,valid,synthetic_ran_kpi,88,82,4.33,99.9
RAN_KPI-CELL_SINR_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,80.81,index,valid,synthetic_ran_kpi,127,123,6.65,99.9
RAN_KPI-CELL_SINR_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,77.54,index,valid,synthetic_ran_kpi,136,128,5.97,99.9
RAN_KPI-CELL_SINR_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,78.37,index,valid,synthetic_ran_kpi,263,261,7.56,99.9
RAN_KPI-CELL_SINR_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,22.68,index,valid,synthetic_ran_kpi,229,227,5.74,99.9
RAN_KPI-CELL_SINR_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,53.88,index,valid,synthetic_ran_kpi,198,197,4.16,99.9
RAN_KPI-CELL_SINR_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,63.73,index,valid,synthetic_ran_kpi,164,161,4.67,99.9
RAN_KPI-CELL_SINR_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,42.88,index,valid,synthetic_ran_kpi,120,118,6.43,99.9
RAN_KPI-CELL_SINR_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,51.69,index,valid,synthetic_ran_kpi,240,232,3.65,99.9
RAN_KPI-CELL_SINR_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,53.35,index,valid,synthetic_ran_kpi,198,197,1.99,99.9
RAN_KPI-CELL_SINR_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,37.34,index,valid,synthetic_ran_kpi,249,248,4.97,99.9
RAN_KPI-CELL_SINR_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,15.25,index,valid,synthetic_ran_kpi,90,85,7.21,99.9
RAN_KPI-CELL_SINR_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,23.9,index,valid,synthetic_ran_kpi,233,231,4.2,99.9
RAN_KPI-CELL_SINR_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,82.9,index,valid,synthetic_ran_kpi,186,180,0.52,99.9
RAN_KPI-CELL_SINR_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,44.24,index,valid,synthetic_ran_kpi,126,122,4.81,99.9
RAN_KPI-CELL_SINR_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,26.49,index,valid,synthetic_ran_kpi,170,167,7.27,99.9
RAN_KPI-CELL_SINR_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,75.23,index,valid,synthetic_ran_kpi,176,175,0.87,99.9
RAN_KPI-CELL_SINR_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,84.89,index,valid,synthetic_ran_kpi,243,242,6.85,99.9
RAN_KPI-CELL_SINR_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,66.88,index,valid,synthetic_ran_kpi,227,225,1.09,99.9
RAN_KPI-CELL_SINR_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,60.92,index,valid,synthetic_ran_kpi,266,263,5.07,99.9
RAN_KPI-CELL_SINR_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,42.8,index,valid,synthetic_ran_kpi,229,223,1.43,99.9
RAN_KPI-CELL_SINR_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,61.38,index,valid,synthetic_ran_kpi,227,223,4.54,99.9
RAN_KPI-CELL_SINR_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,17.74,index,valid,synthetic_ran_kpi,125,124,3.13,99.9
RAN_KPI-CELL_SINR_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,25.69,index,valid,synthetic_ran_kpi,295,287,2.62,99.9
RAN_KPI-CELL_SINR_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,52.56,index,valid,synthetic_ran_kpi,216,215,3.85,99.9
RAN_KPI-CELL_SINR_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,41.25,index,valid,synthetic_ran_kpi,116,115,4.06,99.9
RAN_KPI-CELL_SINR_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,35.39,index,valid,synthetic_ran_kpi,102,101,2.19,99.9
RAN_KPI-CELL_SINR_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,18.73,index,valid,synthetic_ran_kpi,264,262,4.04,99.9
RAN_KPI-CELL_SINR_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,76.51,index,valid,synthetic_ran_kpi,296,292,0.77,99.9
RAN_KPI-CELL_SINR_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,76.77,index,valid,synthetic_ran_kpi,207,201,7.62,99.9
RAN_KPI-CELL_SINR_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,82.51,index,valid,synthetic_ran_kpi,132,126,5.46,99.9
RAN_KPI-CELL_SINR_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,29.74,index,valid,synthetic_ran_kpi,185,184,1.19,99.9
RAN_KPI-CELL_SINR_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,77.71,index,valid,synthetic_ran_kpi,90,86,0.52,99.9
RAN_KPI-CELL_SINR_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,25.27,index,valid,synthetic_ran_kpi,196,189,3.67,99.9
RAN_KPI-CELL_SINR_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,74.29,index,valid,synthetic_ran_kpi,289,282,6.77,99.9
RAN_KPI-CELL_SINR_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,49.12,index,valid,synthetic_ran_kpi,269,266,7.57,99.9
RAN_KPI-CELL_SINR_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,83.82,index,valid,synthetic_ran_kpi,175,170,0.57,99.9
RAN_KPI-CELL_SINR_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,22.72,index,valid,synthetic_ran_kpi,188,180,5.25,99.9
RAN_KPI-CELL_SINR_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,23.58,index,valid,synthetic_ran_kpi,207,201,3.29,99.9
RAN_KPI-CELL_SINR_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,70.25,index,valid,synthetic_ran_kpi,285,277,0.97,99.9
RAN_KPI-CELL_SINR_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,41.85,index,valid,synthetic_ran_kpi,214,208,4.28,99.9
RAN_KPI-CELL_SINR_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,18.15,index,valid,synthetic_ran_kpi,83,79,4.18,99.9
RAN_KPI-CELL_SINR_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,44.06,index,valid,synthetic_ran_kpi,133,125,3.96,99.9
RAN_KPI-CELL_SINR_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,36.12,index,valid,synthetic_ran_kpi,198,192,0.85,99.9
RAN_KPI-CELL_SINR_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,43.61,index,valid,synthetic_ran_kpi,248,244,1.7,99.9
RAN_KPI-CELL_SINR_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,39.56,index,valid,synthetic_ran_kpi,93,89,2.52,99.9
RAN_KPI-CELL_SINR_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,64.68,index,valid,synthetic_ran_kpi,233,230,7.35,99.9
RAN_KPI-CELL_SINR_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,77.06,index,valid,synthetic_ran_kpi,133,127,1.51,99.9
RAN_KPI-CELL_SINR_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,58.31,index,valid,synthetic_ran_kpi,297,291,1.27,99.9
RAN_KPI-CELL_SINR_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,40.3,index,valid,synthetic_ran_kpi,106,102,3.45,99.9
RAN_KPI-CELL_SINR_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,71.7,index,valid,synthetic_ran_kpi,236,233,1.23,99.9
RAN_KPI-CELL_SINR_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,55.43,index,valid,synthetic_ran_kpi,266,264,7.01,99.9
RAN_KPI-CELL_SINR_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,40.0,index,valid,synthetic_ran_kpi,264,261,4.69,99.9
RAN_KPI-CELL_SINR_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,15.12,index,valid,synthetic_ran_kpi,158,157,5.47,99.9
RAN_KPI-CELL_SINR_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,74.08,index,valid,synthetic_ran_kpi,225,218,5.87,99.9
RAN_KPI-CELL_SINR_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,70.19,index,valid,synthetic_ran_kpi,225,220,4.34,99.9
RAN_KPI-CELL_SINR_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,84.36,index,valid,synthetic_ran_kpi,242,235,3.01,99.9
RAN_KPI-CELL_SINR_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,59.61,index,valid,synthetic_ran_kpi,143,140,2.62,99.9
RAN_KPI-CELL_SINR_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,33.6,index,valid,synthetic_ran_kpi,97,94,7.95,99.9
RAN_KPI-CELL_SINR_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,52.44,index,valid,synthetic_ran_kpi,297,292,7.56,99.9
RAN_KPI-CELL_SINR_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,76.6,index,valid,synthetic_ran_kpi,155,149,5.8,99.9
RAN_KPI-CELL_SINR_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,41.78,index,valid,synthetic_ran_kpi,121,117,4.14,99.9
RAN_KPI-CELL_SINR_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,42.6,index,valid,synthetic_ran_kpi,170,164,0.54,99.9
RAN_KPI-CELL_SINR_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,47.12,index,valid,synthetic_ran_kpi,90,84,4.98,99.9
RAN_KPI-CELL_SINR_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,17.8,index,valid,synthetic_ran_kpi,180,175,4.7,99.9
RAN_KPI-CELL_SINR_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,45.08,index,valid,synthetic_ran_kpi,199,193,0.84,99.9
RAN_KPI-CELL_SINR_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,24.02,index,valid,synthetic_ran_kpi,229,225,6.79,99.9
