cell_mobility_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MOBILITY_HOURLY-01-66,CELL020201,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,75.83,index,valid,synthetic_ran_kpi,254,252,4.0,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,21.43,index,valid,synthetic_ran_kpi,133,127,2.43,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,60.92,index,valid,synthetic_ran_kpi,295,289,4.15,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,57.64,index,valid,synthetic_ran_kpi,193,185,5.16,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,68.74,index,valid,synthetic_ran_kpi,227,226,7.27,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,72.14,index,valid,synthetic_ran_kpi,142,134,1.23,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,82.46,index,valid,synthetic_ran_kpi,151,144,6.28,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,50.51,index,valid,synthetic_ran_kpi,169,168,0.97,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,29.32,index,valid,synthetic_ran_kpi,80,73,1.74,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,29.3,index,valid,synthetic_ran_kpi,270,269,1.24,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,30.81,index,valid,synthetic_ran_kpi,196,194,1.69,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,81.38,index,valid,synthetic_ran_kpi,191,184,7.83,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,70.94,index,valid,synthetic_ran_kpi,221,218,5.46,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,64.75,index,valid,synthetic_ran_kpi,172,169,6.18,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,81.57,index,valid,synthetic_ran_kpi,128,126,7.11,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,60.7,index,valid,synthetic_ran_kpi,165,160,3.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,84.47,index,valid,synthetic_ran_kpi,107,100,6.2,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,76.06,index,valid,synthetic_ran_kpi,131,129,5.5,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,76.63,index,valid,synthetic_ran_kpi,143,137,6.92,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,39.24,index,valid,synthetic_ran_kpi,87,79,2.17,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,16.86,index,valid,synthetic_ran_kpi,144,143,6.87,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,25.93,index,valid,synthetic_ran_kpi,265,263,5.26,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,56.13,index,valid,synthetic_ran_kpi,292,290,2.89,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,47.53,index,valid,synthetic_ran_kpi,261,260,6.26,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,58.66,index,valid,synthetic_ran_kpi,222,214,3.03,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,32.4,index,valid,synthetic_ran_kpi,109,107,5.84,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,26.87,index,valid,synthetic_ran_kpi,155,147,2.02,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,69.07,index,valid,synthetic_ran_kpi,262,257,5.88,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,52.76,index,valid,synthetic_ran_kpi,169,165,7.11,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,52.44,index,valid,synthetic_ran_kpi,80,73,5.85,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,32.93,index,valid,synthetic_ran_kpi,225,219,1.97,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,83.2,index,valid,synthetic_ran_kpi,130,124,2.6,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,63.68,index,valid,synthetic_ran_kpi,200,199,2.8,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,66.12,index,valid,synthetic_ran_kpi,143,136,2.03,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,70.39,index,valid,synthetic_ran_kpi,248,247,2.57,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,48.82,index,valid,synthetic_ran_kpi,288,280,7.94,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,66.63,index,valid,synthetic_ran_kpi,226,221,5.96,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,29.09,index,valid,synthetic_ran_kpi,287,283,4.16,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,50.05,index,valid,synthetic_ran_kpi,286,281,6.13,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,28.02,index,valid,synthetic_ran_kpi,218,217,7.37,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,66.54,index,valid,synthetic_ran_kpi,227,221,1.3,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,33.87,index,valid,synthetic_ran_kpi,160,154,4.61,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,52.6,index,valid,synthetic_ran_kpi,231,224,7.06,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,40.06,index,valid,synthetic_ran_kpi,281,276,2.83,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,18.12,index,valid,synthetic_ran_kpi,143,135,6.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,33.88,index,valid,synthetic_ran_kpi,82,78,3.19,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,50.5,index,valid,synthetic_ran_kpi,217,214,5.97,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,56.44,index,valid,synthetic_ran_kpi,221,219,1.33,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,26.56,index,valid,synthetic_ran_kpi,150,142,7.43,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,21.21,index,valid,synthetic_ran_kpi,170,163,3.12,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,21.26,index,valid,synthetic_ran_kpi,248,244,5.09,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,50.85,index,valid,synthetic_ran_kpi,281,276,4.78,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,26.86,index,valid,synthetic_ran_kpi,243,240,5.09,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,35.29,index,valid,synthetic_ran_kpi,146,145,1.94,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,57.11,index,valid,synthetic_ran_kpi,145,139,2.81,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,68.17,index,valid,synthetic_ran_kpi,177,173,5.71,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,43.75,index,valid,synthetic_ran_kpi,292,285,4.55,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,18.66,index,valid,synthetic_ran_kpi,259,252,4.32,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,19.96,index,valid,synthetic_ran_kpi,84,76,7.46,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,84.15,index,valid,synthetic_ran_kpi,269,261,7.99,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,16.38,index,valid,synthetic_ran_kpi,281,280,1.75,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,73.31,index,valid,synthetic_ran_kpi,80,76,3.43,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,18.01,index,valid,synthetic_ran_kpi,105,98,2.42,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,38.53,index,valid,synthetic_ran_kpi,175,169,6.89,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,46.51,index,valid,synthetic_ran_kpi,264,259,3.21,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,21.66,index,valid,synthetic_ran_kpi,185,180,1.37,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,73.56,index,valid,synthetic_ran_kpi,160,152,7.3,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,58.75,index,valid,synthetic_ran_kpi,237,230,4.2,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,17.52,index,valid,synthetic_ran_kpi,299,293,6.48,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,57.24,index,valid,synthetic_ran_kpi,167,161,1.45,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,75.34,index,valid,synthetic_ran_kpi,188,186,1.96,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,62.55,index,valid,synthetic_ran_kpi,224,216,1.36,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,25.1,index,valid,synthetic_ran_kpi,86,78,1.53,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,70.58,index,valid,synthetic_ran_kpi,299,295,5.29,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,37.57,index,valid,synthetic_ran_kpi,110,103,1.16,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,47.51,index,valid,synthetic_ran_kpi,270,262,2.61,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,59.28,index,valid,synthetic_ran_kpi,277,275,7.92,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,73.49,index,valid,synthetic_ran_kpi,97,95,0.79,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,74.83,index,valid,synthetic_ran_kpi,295,291,1.46,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,19.52,index,valid,synthetic_ran_kpi,226,223,5.28,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,20.96,index,valid,synthetic_ran_kpi,185,177,3.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,81.43,index,valid,synthetic_ran_kpi,268,261,0.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,15.25,index,valid,synthetic_ran_kpi,142,138,0.91,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,48.0,index,valid,synthetic_ran_kpi,102,101,5.88,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,49.46,index,valid,synthetic_ran_kpi,142,137,6.7,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,59.55,index,valid,synthetic_ran_kpi,252,248,2.01,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,22.14,index,valid,synthetic_ran_kpi,215,208,7.46,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,46.05,index,valid,synthetic_ran_kpi,212,204,3.92,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,16.09,index,valid,synthetic_ran_kpi,156,150,0.77,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,39.71,index,valid,synthetic_ran_kpi,177,175,3.33,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,77.38,index,valid,synthetic_ran_kpi,299,295,1.49,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,45.51,index,valid,synthetic_ran_kpi,113,109,3.84,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,75.77,index,valid,synthetic_ran_kpi,230,229,7.61,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,18.82,index,valid,synthetic_ran_kpi,192,188,3.08,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,42.53,index,valid,synthetic_ran_kpi,257,252,7.94,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,55.94,index,valid,synthetic_ran_kpi,205,198,0.7,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,67.85,index,valid,synthetic_ran_kpi,162,158,2.25,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,66.83,index,valid,synthetic_ran_kpi,201,200,4.04,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,40.31,index,valid,synthetic_ran_kpi,207,205,6.17,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,57.6,index,valid,synthetic_ran_kpi,108,106,1.48,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,40.6,index,valid,synthetic_ran_kpi,189,187,7.0,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,76.31,index,valid,synthetic_ran_kpi,147,143,5.76,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,60.2,index,valid,synthetic_ran_kpi,87,86,6.37,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,84.53,index,valid,synthetic_ran_kpi,187,185,2.36,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,64.91,index,valid,synthetic_ran_kpi,168,160,7.49,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,55.59,index,valid,synthetic_ran_kpi,120,115,4.91,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,51.78,index,valid,synthetic_ran_kpi,111,108,3.73,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,36.15,index,valid,synthetic_ran_kpi,83,81,1.0,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,40.94,index,valid,synthetic_ran_kpi,252,247,0.54,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,35.62,index,valid,synthetic_ran_kpi,179,173,3.7,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,24.17,index,valid,synthetic_ran_kpi,256,255,1.08,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,24.19,index,valid,synthetic_ran_kpi,164,158,6.27,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,58.64,index,valid,synthetic_ran_kpi,259,253,1.73,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,71.48,index,valid,synthetic_ran_kpi,128,122,0.94,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,40.98,index,valid,synthetic_ran_kpi,271,267,0.84,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,77.96,index,valid,synthetic_ran_kpi,151,146,0.78,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,83.29,index,valid,synthetic_ran_kpi,132,131,2.38,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,66.7,index,valid,synthetic_ran_kpi,214,208,5.7,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,46.2,index,valid,synthetic_ran_kpi,241,233,2.1,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,39.12,index,valid,synthetic_ran_kpi,153,149,3.03,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,84.1,index,valid,synthetic_ran_kpi,85,81,6.18,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,76.83,index,valid,synthetic_ran_kpi,287,279,6.74,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,66.79,index,valid,synthetic_ran_kpi,154,149,5.08,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,28.26,index,valid,synthetic_ran_kpi,237,232,7.36,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,61.76,index,valid,synthetic_ran_kpi,153,148,2.09,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,18.66,index,valid,synthetic_ran_kpi,96,93,2.39,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,46.11,index,valid,synthetic_ran_kpi,283,281,6.16,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,43.16,index,valid,synthetic_ran_kpi,159,157,6.75,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,21.82,index,valid,synthetic_ran_kpi,160,159,1.64,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,49.82,index,valid,synthetic_ran_kpi,154,149,7.63,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,54.11,index,valid,synthetic_ran_kpi,164,157,2.69,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,43.67,index,valid,synthetic_ran_kpi,222,220,3.86,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,68.12,index,valid,synthetic_ran_kpi,225,218,1.43,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,76.27,index,valid,synthetic_ran_kpi,153,150,7.64,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,19.06,index,valid,synthetic_ran_kpi,196,191,6.23,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,77.43,index,valid,synthetic_ran_kpi,93,87,6.78,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,80.42,index,valid,synthetic_ran_kpi,156,151,3.07,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,40.19,index,valid,synthetic_ran_kpi,248,242,2.23,99.9
RAN_KPI-CELL_MOBILITY_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,40.1,index,valid,synthetic_ran_kpi,87,81,4.01,99.9
