cell_cqi_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_CQI_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,24.37,index,valid,synthetic_ran_kpi,227,221,7.99,99.9
RAN_KPI-CELL_CQI_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,75.62,index,valid,synthetic_ran_kpi,201,194,3.6,99.9
RAN_KPI-CELL_CQI_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,25.24,index,valid,synthetic_ran_kpi,192,190,1.22,99.9
RAN_KPI-CELL_CQI_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,47.98,index,valid,synthetic_ran_kpi,81,75,7.12,99.9
RAN_KPI-CELL_CQI_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,61.26,index,valid,synthetic_ran_kpi,146,138,5.04,99.9
RAN_KPI-CELL_CQI_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,57.8,index,valid,synthetic_ran_kpi,154,147,1.54,99.9
RAN_KPI-CELL_CQI_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,82.84,index,valid,synthetic_ran_kpi,299,293,2.38,99.9
RAN_KPI-CELL_CQI_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,23.23,index,valid,synthetic_ran_kpi,158,154,4.89,99.9
RAN_KPI-CELL_CQI_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,39.22,index,valid,synthetic_ran_kpi,166,165,6.9,99.9
RAN_KPI-CELL_CQI_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,20.21,index,valid,synthetic_ran_kpi,233,229,5.94,99.9
RAN_KPI-CELL_CQI_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,17.57,index,valid,synthetic_ran_kpi,242,240,3.46,99.9
RAN_KPI-CELL_CQI_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,63.39,index,valid,synthetic_ran_kpi,290,288,4.12,99.9
RAN_KPI-CELL_CQI_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,27.97,index,valid,synthetic_ran_kpi,235,233,2.07,99.9
RAN_KPI-CELL_CQI_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,53.13,index,valid,synthetic_ran_kpi,260,253,6.87,99.9
RAN_KPI-CELL_CQI_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,47.71,index,valid,synthetic_ran_kpi,90,87,5.98,99.9
RAN_KPI-CELL_CQI_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,55.26,index,valid,synthetic_ran_kpi,256,249,7.41,99.9
RAN_KPI-CELL_CQI_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,67.2,index,valid,synthetic_ran_kpi,282,280,1.06,99.9
RAN_KPI-CELL_CQI_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,34.13,index,valid,synthetic_ran_kpi,125,123,5.38,99.9
RAN_KPI-CELL_CQI_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,77.23,index,valid,synthetic_ran_kpi,276,275,6.76,99.9
RAN_KPI-CELL_CQI_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,63.73,index,valid,synthetic_ran_kpi,186,182,1.81,99.9
RAN_KPI-CELL_CQI_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,64.7,index,valid,synthetic_ran_kpi,80,76,1.54,99.9
RAN_KPI-CELL_CQI_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,26.03,index,valid,synthetic_ran_kpi,84,81,1.13,99.9
RAN_KPI-CELL_CQI_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,15.91,index,valid,synthetic_ran_kpi,260,254,4.48,99.9
RAN_KPI-CELL_CQI_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,46.12,index,valid,synthetic_ran_kpi,163,162,1.5,99.9
RAN_KPI-CELL_CQI_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,25.82,index,valid,synthetic_ran_kpi,102,100,1.63,99.9
RAN_KPI-CELL_CQI_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,70.43,index,valid,synthetic_ran_kpi,297,291,6.22,99.9
RAN_KPI-CELL_CQI_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,24.58,index,valid,synthetic_ran_kpi,297,292,7.14,99.9
RAN_KPI-CELL_CQI_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,26.72,index,valid,synthetic_ran_kpi,294,286,0.67,99.9
RAN_KPI-CELL_CQI_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,41.72,index,valid,synthetic_ran_kpi,124,118,3.44,99.9
RAN_KPI-CELL_CQI_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,67.41,index,valid,synthetic_ran_kpi,282,280,6.38,99.9
RAN_KPI-CELL_CQI_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,37.95,index,valid,synthetic_ran_kpi,123,119,7.16,99.9
RAN_KPI-CELL_CQI_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,71.69,index,valid,synthetic_ran_kpi,116,112,3.88,99.9
RAN_KPI-CELL_CQI_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,33.76,index,valid,synthetic_ran_kpi,224,223,4.14,99.9
RAN_KPI-CELL_CQI_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,21.18,index,valid,synthetic_ran_kpi,141,140,3.52,99.9
RAN_KPI-CELL_CQI_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,63.47,index,valid,synthetic_ran_kpi,139,135,5.0,99.9
RAN_KPI-CELL_CQI_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.08,index,valid,synthetic_ran_kpi,129,126,0.64,99.9
RAN_KPI-CELL_CQI_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,54.83,index,valid,synthetic_ran_kpi,181,179,6.41,99.9
RAN_KPI-CELL_CQI_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,20.09,index,valid,synthetic_ran_kpi,247,240,7.58,99.9
RAN_KPI-CELL_CQI_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,83.53,index,valid,synthetic_ran_kpi,192,191,0.78,99.9
RAN_KPI-CELL_CQI_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,24.01,index,valid,synthetic_ran_kpi,194,189,6.19,99.9
RAN_KPI-CELL_CQI_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,35.31,index,valid,synthetic_ran_kpi,158,151,5.73,99.9
RAN_KPI-CELL_CQI_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,40.27,index,valid,synthetic_ran_kpi,173,172,5.15,99.9
RAN_KPI-CELL_CQI_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,49.03,index,valid,synthetic_ran_kpi,288,280,5.72,99.9
RAN_KPI-CELL_CQI_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,81.15,index,valid,synthetic_ran_kpi,220,217,3.13,99.9
RAN_KPI-CELL_CQI_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,52.69,index,valid,synthetic_ran_kpi,89,82,6.28,99.9
RAN_KPI-CELL_CQI_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,30.94,index,valid,synthetic_ran_kpi,201,200,5.12,99.9
RAN_KPI-CELL_CQI_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,83.21,index,valid,synthetic_ran_kpi,259,257,6.26,99.9
RAN_KPI-CELL_CQI_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,33.95,index,valid,synthetic_ran_kpi,249,247,2.65,99.9
RAN_KPI-CELL_CQI_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,61.07,index,valid,synthetic_ran_kpi,294,293,3.13,99.9
RAN_KPI-CELL_CQI_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,64.14,index,valid,synthetic_ran_kpi,165,164,4.44,99.9
RAN_KPI-CELL_CQI_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,48.14,index,valid,synthetic_ran_kpi,271,269,6.6,99.9
RAN_KPI-CELL_CQI_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,30.05,index,valid,synthetic_ran_kpi,173,165,0.54,99.9
RAN_KPI-CELL_CQI_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,22.43,index,valid,synthetic_ran_kpi,162,158,2.32,99.9
RAN_KPI-CELL_CQI_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,27.77,index,valid,synthetic_ran_kpi,115,108,6.21,99.9
RAN_KPI-CELL_CQI_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,15.42,index,valid,synthetic_ran_kpi,80,72,2.55,99.9
RAN_KPI-CELL_CQI_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,38.63,index,valid,synthetic_ran_kpi,262,254,0.98,99.9
RAN_KPI-CELL_CQI_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,74.64,index,valid,synthetic_ran_kpi,264,256,7.69,99.9
RAN_KPI-CELL_CQI_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,57.84,index,valid,synthetic_ran_kpi,209,204,6.93,99.9
RAN_KPI-CELL_CQI_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,47.52,index,valid,synthetic_ran_kpi,134,133,6.49,99.9
RAN_KPI-CELL_CQI_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,49.72,index,valid,synthetic_ran_kpi,188,185,3.56,99.9
RAN_KPI-CELL_CQI_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,17.78,index,valid,synthetic_ran_kpi,232,227,0.81,99.9
RAN_KPI-CELL_CQI_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,45.16,index,valid,synthetic_ran_kpi,181,180,7.09,99.9
RAN_KPI-CELL_CQI_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,34.01,index,valid,synthetic_ran_kpi,127,124,5.54,99.9
RAN_KPI-CELL_CQI_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,74.7,index,valid,synthetic_ran_kpi,116,112,5.26,99.9
RAN_KPI-CELL_CQI_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,46.28,index,valid,synthetic_ran_kpi,272,271,6.87,99.9
RAN_KPI-CELL_CQI_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,84.77,index,valid,synthetic_ran_kpi,90,83,7.14,99.9
RAN_KPI-CELL_CQI_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,74.15,index,valid,synthetic_ran_kpi,145,143,7.95,99.9
RAN_KPI-CELL_CQI_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,74.27,index,valid,synthetic_ran_kpi,148,143,7.87,99.9
RAN_KPI-CELL_CQI_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,44.3,index,valid,synthetic_ran_kpi,219,216,0.62,99.9
RAN_KPI-CELL_CQI_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,74.98,index,valid,synthetic_ran_kpi,263,261,2.81,99.9
RAN_KPI-CELL_CQI_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,15.39,index,valid,synthetic_ran_kpi,175,169,1.63,99.9
RAN_KPI-CELL_CQI_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,15.3,index,valid,synthetic_ran_kpi,103,99,4.55,99.9
RAN_KPI-CELL_CQI_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,51.94,index,valid,synthetic_ran_kpi,86,78,1.97,99.9
RAN_KPI-CELL_CQI_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,83.21,index,valid,synthetic_ran_kpi,245,243,3.58,99.9
RAN_KPI-CELL_CQI_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,29.5,index,valid,synthetic_ran_kpi,251,245,1.96,99.9
RAN_KPI-CELL_CQI_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,33.91,index,valid,synthetic_ran_kpi,182,176,2.03,99.9
RAN_KPI-CELL_CQI_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,58.79,index,valid,synthetic_ran_kpi,193,186,2.15,99.9
RAN_KPI-CELL_CQI_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,42.35,index,valid,synthetic_ran_kpi,221,213,3.19,99.9
RAN_KPI-CELL_CQI_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,51.58,index,valid,synthetic_ran_kpi,298,297,2.68,99.9
RAN_KPI-CELL_CQI_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,65.87,index,valid,synthetic_ran_kpi,250,248,5.13,99.9
RAN_KPI-CELL_CQI_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,28.9,index,valid,synthetic_ran_kpi,285,279,4.79,99.9
RAN_KPI-CELL_CQI_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,31.1,index,valid,synthetic_ran_kpi,128,127,5.05,99.9
RAN_KPI-CELL_CQI_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,67.58,index,valid,synthetic_ran_kpi,181,180,7.22,99.9
RAN_KPI-CELL_CQI_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,37.35,index,valid,synthetic_ran_kpi,182,174,7.43,99.9
RAN_KPI-CELL_CQI_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,29.32,index,valid,synthetic_ran_kpi,271,270,3.61,99.9
RAN_KPI-CELL_CQI_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,83.98,index,valid,synthetic_ran_kpi,88,87,2.36,99.9
RAN_KPI-CELL_CQI_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,74.12,index,valid,synthetic_ran_kpi,247,243,4.2,99.9
RAN_KPI-CELL_CQI_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,44.4,index,valid,synthetic_ran_kpi,147,142,5.59,99.9
RAN_KPI-CELL_CQI_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,72.73,index,valid,synthetic_ran_kpi,279,272,4.99,99.9
RAN_KPI-CELL_CQI_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,15.21,index,valid,synthetic_ran_kpi,239,233,3.03,99.9
RAN_KPI-CELL_CQI_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,78.16,index,valid,synthetic_ran_kpi,141,138,0.65,99.9
RAN_KPI-CELL_CQI_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,58.18,index,valid,synthetic_ran_kpi,173,172,1.99,99.9
RAN_KPI-CELL_CQI_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,41.9,index,valid,synthetic_ran_kpi,294,293,6.39,99.9
RAN_KPI-CELL_CQI_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,47.32,index,valid,synthetic_ran_kpi,168,161,5.09,99.9
RAN_KPI-CELL_CQI_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,65.99,index,valid,synthetic_ran_kpi,89,85,2.14,99.9
RAN_KPI-CELL_CQI_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,45.68,index,valid,synthetic_ran_kpi,236,230,7.32,99.9
RAN_KPI-CELL_CQI_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,30.41,index,valid,synthetic_ran_kpi,221,218,4.25,99.9
RAN_KPI-CELL_CQI_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,28.93,index,valid,synthetic_ran_kpi,269,267,2.91,99.9
RAN_KPI-CELL_CQI_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,77.93,index,valid,synthetic_ran_kpi,141,140,7.09,99.9
RAN_KPI-CELL_CQI_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,74.51,index,valid,synthetic_ran_kpi,150,146,5.93,99.9
RAN_KPI-CELL_CQI_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,63.02,index,valid,synthetic_ran_kpi,130,124,4.18,99.9
RAN_KPI-CELL_CQI_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,29.71,index,valid,synthetic_ran_kpi,183,180,7.22,99.9
RAN_KPI-CELL_CQI_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,39.9,index,valid,synthetic_ran_kpi,149,143,0.56,99.9
RAN_KPI-CELL_CQI_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,53.68,index,valid,synthetic_ran_kpi,285,280,6.77,99.9
RAN_KPI-CELL_CQI_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,48.5,index,valid,synthetic_ran_kpi,184,176,6.47,99.9
RAN_KPI-CELL_CQI_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,23.17,index,valid,synthetic_ran_kpi,138,131,6.77,99.9
RAN_KPI-CELL_CQI_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,27.33,index,valid,synthetic_ran_kpi,86,82,6.26,99.9
RAN_KPI-CELL_CQI_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,67.28,index,valid,synthetic_ran_kpi,146,144,4.5,99.9
RAN_KPI-CELL_CQI_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,43.57,index,valid,synthetic_ran_kpi,124,119,5.67,99.9
RAN_KPI-CELL_CQI_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,17.15,index,valid,synthetic_ran_kpi,284,279,7.86,99.9
RAN_KPI-CELL_CQI_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,27.48,index,valid,synthetic_ran_kpi,101,94,6.63,99.9
RAN_KPI-CELL_CQI_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,83.99,index,valid,synthetic_ran_kpi,139,136,5.28,99.9
RAN_KPI-CELL_CQI_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,48.84,index,valid,synthetic_ran_kpi,114,106,7.25,99.9
RAN_KPI-CELL_CQI_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,36.03,index,valid,synthetic_ran_kpi,95,88,0.93,99.9
RAN_KPI-CELL_CQI_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,21.4,index,valid,synthetic_ran_kpi,229,222,7.81,99.9
RAN_KPI-CELL_CQI_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,82.98,index,valid,synthetic_ran_kpi,193,190,3.83,99.9
RAN_KPI-CELL_CQI_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,42.0,index,valid,synthetic_ran_kpi,238,230,0.97,99.9
RAN_KPI-CELL_CQI_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,18.64,index,valid,synthetic_ran_kpi,173,165,0.82,99.9
RAN_KPI-CELL_CQI_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,75.71,index,valid,synthetic_ran_kpi,138,132,2.39,99.9
RAN_KPI-CELL_CQI_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,31.45,index,valid,synthetic_ran_kpi,124,116,1.49,99.9
RAN_KPI-CELL_CQI_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,39.68,index,valid,synthetic_ran_kpi,112,111,4.19,99.9
RAN_KPI-CELL_CQI_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,54.28,index,valid,synthetic_ran_kpi,265,263,3.78,99.9
RAN_KPI-CELL_CQI_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,68.39,index,valid,synthetic_ran_kpi,233,228,4.18,99.9
RAN_KPI-CELL_CQI_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,43.1,index,valid,synthetic_ran_kpi,186,179,3.84,99.9
RAN_KPI-CELL_CQI_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,25.45,index,valid,synthetic_ran_kpi,264,261,7.96,99.9
RAN_KPI-CELL_CQI_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,78.07,index,valid,synthetic_ran_kpi,242,236,5.8,99.9
RAN_KPI-CELL_CQI_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,75.75,index,valid,synthetic_ran_kpi,282,279,1.72,99.9
RAN_KPI-CELL_CQI_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,45.63,index,valid,synthetic_ran_kpi,191,188,1.62,99.9
RAN_KPI-CELL_CQI_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,54.87,index,valid,synthetic_ran_kpi,286,280,0.71,99.9
RAN_KPI-CELL_CQI_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,42.0,index,valid,synthetic_ran_kpi,251,248,1.3,99.9
RAN_KPI-CELL_CQI_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,33.23,index,valid,synthetic_ran_kpi,193,190,3.67,99.9
RAN_KPI-CELL_CQI_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,52.06,index,valid,synthetic_ran_kpi,201,193,6.92,99.9
RAN_KPI-CELL_CQI_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,24.71,index,valid,synthetic_ran_kpi,291,286,1.38,99.9
RAN_KPI-CELL_CQI_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,47.25,index,valid,synthetic_ran_kpi,260,253,2.25,99.9
RAN_KPI-CELL_CQI_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,42.97,index,valid,synthetic_ran_kpi,200,194,4.17,99.9
RAN_KPI-CELL_CQI_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,75.67,index,valid,synthetic_ran_kpi,156,150,4.15,99.9
RAN_KPI-CELL_CQI_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,17.72,index,valid,synthetic_ran_kpi,159,158,7.4,99.9
RAN_KPI-CELL_CQI_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,44.25,index,valid,synthetic_ran_kpi,112,110,1.21,99.9
RAN_KPI-CELL_CQI_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,61.79,index,valid,synthetic_ran_kpi,247,242,1.9,99.9
RAN_KPI-CELL_CQI_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,22.02,index,valid,synthetic_ran_kpi,153,151,1.93,99.9
RAN_KPI-CELL_CQI_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,81.14,index,valid,synthetic_ran_kpi,132,128,3.01,99.9
RAN_KPI-CELL_CQI_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,49.04,index,valid,synthetic_ran_kpi,85,83,3.35,99.9
RAN_KPI-CELL_CQI_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,53.33,index,valid,synthetic_ran_kpi,119,118,1.05,99.9
