cell_access_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_ACCESS_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,52.1,index,valid,synthetic_ran_kpi,131,124,3.58,99.9
RAN_KPI-CELL_ACCESS_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,26.88,index,valid,synthetic_ran_kpi,81,80,4.0,99.9
RAN_KPI-CELL_ACCESS_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,25.34,index,valid,synthetic_ran_kpi,157,149,3.98,99.9
RAN_KPI-CELL_ACCESS_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,70.9,index,valid,synthetic_ran_kpi,134,130,4.34,99.9
RAN_KPI-CELL_ACCESS_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,47.04,index,valid,synthetic_ran_kpi,109,106,7.06,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,75.85,index,valid,synthetic_ran_kpi,170,168,7.83,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,78.8,index,valid,synthetic_ran_kpi,227,226,6.38,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,62.63,index,valid,synthetic_ran_kpi,280,275,3.56,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,29.68,index,valid,synthetic_ran_kpi,112,109,5.02,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,81.39,index,valid,synthetic_ran_kpi,103,102,4.48,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,54.87,index,valid,synthetic_ran_kpi,121,117,1.71,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,42.51,index,valid,synthetic_ran_kpi,177,176,7.16,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,61.15,index,valid,synthetic_ran_kpi,229,224,3.11,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,68.69,index,valid,synthetic_ran_kpi,286,280,3.99,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,31.22,index,valid,synthetic_ran_kpi,123,115,2.85,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,20.38,index,valid,synthetic_ran_kpi,139,133,6.68,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,37.64,index,valid,synthetic_ran_kpi,254,250,5.23,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,68.36,index,valid,synthetic_ran_kpi,196,194,6.87,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,37.32,index,valid,synthetic_ran_kpi,174,172,3.02,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,41.34,index,valid,synthetic_ran_kpi,272,265,2.45,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,54.81,index,valid,synthetic_ran_kpi,177,171,0.82,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,17.16,index,valid,synthetic_ran_kpi,288,284,4.8,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,46.74,index,valid,synthetic_ran_kpi,166,158,7.32,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,42.58,index,valid,synthetic_ran_kpi,275,269,3.66,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,69.14,index,valid,synthetic_ran_kpi,173,170,4.61,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,39.04,index,valid,synthetic_ran_kpi,87,86,1.77,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,64.31,index,valid,synthetic_ran_kpi,196,195,1.72,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,34.55,index,valid,synthetic_ran_kpi,245,240,2.13,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,75.3,index,valid,synthetic_ran_kpi,300,294,6.91,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,28.89,index,valid,synthetic_ran_kpi,117,114,1.65,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,63.26,index,valid,synthetic_ran_kpi,124,116,5.88,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,41.17,index,valid,synthetic_ran_kpi,121,113,1.88,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,24.2,index,valid,synthetic_ran_kpi,179,172,2.57,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,50.79,index,valid,synthetic_ran_kpi,93,90,0.91,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,54.58,index,valid,synthetic_ran_kpi,296,292,7.87,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,32.11,index,valid,synthetic_ran_kpi,127,125,5.95,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,55.63,index,valid,synthetic_ran_kpi,292,287,6.24,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,83.75,index,valid,synthetic_ran_kpi,219,217,4.75,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,63.32,index,valid,synthetic_ran_kpi,100,97,6.77,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,64.41,index,valid,synthetic_ran_kpi,230,228,2.48,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,19.22,index,valid,synthetic_ran_kpi,213,209,0.54,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,29.67,index,valid,synthetic_ran_kpi,277,272,1.12,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,39.72,index,valid,synthetic_ran_kpi,153,151,1.98,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,31.18,index,valid,synthetic_ran_kpi,256,252,2.75,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,76.46,index,valid,synthetic_ran_kpi,236,232,5.99,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,47.02,index,valid,synthetic_ran_kpi,189,181,6.22,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,29.41,index,valid,synthetic_ran_kpi,215,213,2.7,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,64.98,index,valid,synthetic_ran_kpi,213,209,3.71,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,55.84,index,valid,synthetic_ran_kpi,260,256,5.83,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,43.91,index,valid,synthetic_ran_kpi,252,250,3.34,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,37.9,index,valid,synthetic_ran_kpi,170,165,2.92,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,52.08,index,valid,synthetic_ran_kpi,270,264,5.3,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,39.04,index,valid,synthetic_ran_kpi,94,91,1.98,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,52.14,index,valid,synthetic_ran_kpi,256,252,3.88,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,65.68,index,valid,synthetic_ran_kpi,171,169,3.46,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,47.63,index,valid,synthetic_ran_kpi,164,157,1.57,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,39.75,index,valid,synthetic_ran_kpi,156,148,4.16,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,42.07,index,valid,synthetic_ran_kpi,90,88,5.09,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,24.46,index,valid,synthetic_ran_kpi,189,184,5.0,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,49.27,index,valid,synthetic_ran_kpi,106,99,7.09,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,16.38,index,valid,synthetic_ran_kpi,155,148,3.63,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,48.96,index,valid,synthetic_ran_kpi,91,85,3.32,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,36.77,index,valid,synthetic_ran_kpi,232,230,3.14,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,70.68,index,valid,synthetic_ran_kpi,151,148,3.35,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,62.97,index,valid,synthetic_ran_kpi,291,286,4.04,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,50.12,index,valid,synthetic_ran_kpi,211,209,3.74,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,55.47,index,valid,synthetic_ran_kpi,147,141,6.94,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,58.07,index,valid,synthetic_ran_kpi,109,105,3.58,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,63.49,index,valid,synthetic_ran_kpi,195,192,3.24,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,25.13,index,valid,synthetic_ran_kpi,83,80,0.57,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,34.39,index,valid,synthetic_ran_kpi,212,204,5.3,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,59.33,index,valid,synthetic_ran_kpi,168,160,1.55,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,40.65,index,valid,synthetic_ran_kpi,181,178,3.11,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,76.92,index,valid,synthetic_ran_kpi,157,156,2.5,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,81.72,index,valid,synthetic_ran_kpi,154,150,1.33,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,80.56,index,valid,synthetic_ran_kpi,263,258,2.93,99.9
RAN_KPI-CELL_ACCESS_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,42.16,index,valid,synthetic_ran_kpi,204,202,5.52,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,65.83,index,valid,synthetic_ran_kpi,236,228,6.65,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,45.16,index,valid,synthetic_ran_kpi,249,248,6.67,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,55.97,index,valid,synthetic_ran_kpi,152,151,4.07,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,71.72,index,valid,synthetic_ran_kpi,289,282,1.52,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,19.92,index,valid,synthetic_ran_kpi,113,105,6.5,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,51.09,index,valid,synthetic_ran_kpi,300,296,7.56,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,80.9,index,valid,synthetic_ran_kpi,261,258,4.64,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,68.94,index,valid,synthetic_ran_kpi,224,218,7.18,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,72.52,index,valid,synthetic_ran_kpi,113,111,4.39,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,39.86,index,valid,synthetic_ran_kpi,287,286,2.27,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,66.49,index,valid,synthetic_ran_kpi,258,250,0.9,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,73.41,index,valid,synthetic_ran_kpi,126,123,3.76,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,42.93,index,valid,synthetic_ran_kpi,277,273,3.95,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,78.32,index,valid,synthetic_ran_kpi,95,94,6.18,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,68.13,index,valid,synthetic_ran_kpi,290,287,4.47,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,35.25,index,valid,synthetic_ran_kpi,276,269,7.09,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,69.72,index,valid,synthetic_ran_kpi,115,111,7.18,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,24.75,index,valid,synthetic_ran_kpi,159,151,2.17,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,16.37,index,valid,synthetic_ran_kpi,285,278,6.09,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,73.58,index,valid,synthetic_ran_kpi,253,249,1.9,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,74.62,index,valid,synthetic_ran_kpi,101,100,7.57,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,65.42,index,valid,synthetic_ran_kpi,245,239,3.65,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,80.9,index,valid,synthetic_ran_kpi,155,151,1.18,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,20.23,index,valid,synthetic_ran_kpi,113,106,2.29,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,41.75,index,valid,synthetic_ran_kpi,222,216,5.46,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,83.6,index,valid,synthetic_ran_kpi,94,90,6.81,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,41.99,index,valid,synthetic_ran_kpi,194,188,7.45,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,48.12,index,valid,synthetic_ran_kpi,253,251,3.6,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,45.1,index,valid,synthetic_ran_kpi,225,218,1.43,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,70.48,index,valid,synthetic_ran_kpi,211,203,4.02,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,17.6,index,valid,synthetic_ran_kpi,226,225,4.9,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,64.09,index,valid,synthetic_ran_kpi,119,114,2.76,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,42.4,index,valid,synthetic_ran_kpi,115,107,2.04,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,51.52,index,valid,synthetic_ran_kpi,102,94,6.46,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,34.78,index,valid,synthetic_ran_kpi,157,153,1.22,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,27.5,index,valid,synthetic_ran_kpi,134,126,1.67,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,18.27,index,valid,synthetic_ran_kpi,251,245,7.55,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,84.53,index,valid,synthetic_ran_kpi,268,260,1.26,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,28.93,index,valid,synthetic_ran_kpi,183,178,2.33,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,83.31,index,valid,synthetic_ran_kpi,285,282,6.44,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,80.65,index,valid,synthetic_ran_kpi,144,138,2.68,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,38.21,index,valid,synthetic_ran_kpi,187,180,6.8,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,84.72,index,valid,synthetic_ran_kpi,92,84,1.23,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,40.43,index,valid,synthetic_ran_kpi,234,232,5.55,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,32.05,index,valid,synthetic_ran_kpi,231,224,1.66,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,39.97,index,valid,synthetic_ran_kpi,286,284,7.25,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,21.69,index,valid,synthetic_ran_kpi,199,197,7.03,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,32.37,index,valid,synthetic_ran_kpi,92,85,7.21,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,71.63,index,valid,synthetic_ran_kpi,257,255,5.6,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,44.55,index,valid,synthetic_ran_kpi,196,192,5.48,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,70.31,index,valid,synthetic_ran_kpi,150,149,1.29,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,79.97,index,valid,synthetic_ran_kpi,243,242,3.66,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,37.66,index,valid,synthetic_ran_kpi,272,270,2.77,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,64.74,index,valid,synthetic_ran_kpi,176,173,2.79,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,42.03,index,valid,synthetic_ran_kpi,231,230,5.28,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,28.91,index,valid,synthetic_ran_kpi,205,203,7.46,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,32.16,index,valid,synthetic_ran_kpi,252,246,1.12,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,50.09,index,valid,synthetic_ran_kpi,106,104,7.26,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,80.97,index,valid,synthetic_ran_kpi,251,247,6.72,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,60.63,index,valid,synthetic_ran_kpi,286,283,1.55,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,76.25,index,valid,synthetic_ran_kpi,112,110,3.28,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,59.87,index,valid,synthetic_ran_kpi,230,226,6.35,99.9
RAN_KPI-CELL_ACCESS_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,75.46,index,valid,synthetic_ran_kpi,160,153,3.4,99.9
