cell_id,station_id,province_code,area_code,date_hour,utc_time_ms,availability_pct,dl_traffic_gb,ul_traffic_gb,dl_throughput_mbps,ul_throughput_mbps,rrc_attempt,rrc_success,ho_attempt,ho_success,prb_dl_util_pct,latency_ms,packet_loss_pct,active_users,kpi_quality_flag
CELL020102,ST0201,SLA,KV1,2026-08-18-07,1787011200000,99.77,2.81,0.83,50.58,9.96,109,103,49,45,37.62,28.22,0.04,129,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-08,1787014800000,99.37,3.27,0.92,58.86,11.04,108,106,39,39,30.99,27.44,0.14,125,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-09,1787018400000,99.34,4.8,1.61,86.4,19.32,147,141,88,84,32.45,16.84,0.11,160,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-10,1787022000000,99.92,5.14,1.28,92.52,15.36,173,170,89,89,40.55,24.69,0.13,41,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-11,1787025600000,99.69,4.96,1.3,89.28,15.6,201,199,42,41,37.58,20.04,0.11,123,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-12,1787029200000,99.91,3.94,1.0,70.92,12.0,111,109,84,84,36.94,24.17,0.07,49,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-13,1787032800000,99.45,3.13,1.06,56.34,12.72,172,167,40,37,36.33,28.67,0.04,61,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-14,1787036400000,99.65,4.62,1.06,83.16,12.72,145,141,53,50,31.12,18.01,0.19,154,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-15,1787040000000,99.89,5.44,1.56,97.92,18.72,86,84,58,56,32.64,27.05,0.01,59,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-16,1787043600000,99.63,3.27,0.84,58.86,10.08,147,146,69,69,42.75,23.9,0.08,120,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-17,1787047200000,99.54,5.26,1.81,94.68,21.72,189,188,20,17,41.1,17.85,0.15,66,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-18,1787050800000,99.42,6.48,2.14,116.64,25.68,150,148,53,53,54.65,15.69,0.16,64,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-19,1787054400000,99.96,5.07,1.39,91.26,16.68,177,172,30,26,58.46,26.98,0.2,57,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-20,1787058000000,99.64,8.11,2.03,145.98,24.36,167,162,80,80,52.18,26.37,0.16,52,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-21,1787061600000,99.41,5.09,1.68,91.62,20.16,112,106,36,36,61.28,12.41,0.16,68,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-22,1787065200000,99.44,6.24,1.89,112.32,22.68,161,156,72,71,55.88,21.04,0.07,62,normal
CELL020102,ST0201,SLA,KV1,2026-08-18-23,1787068800000,99.49,4.95,1.23,89.1,14.76,71,65,60,58,27.14,27.46,0.04,47,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-00,1787072400000,99.93,2.36,0.73,42.48,8.76,219,214,27,23,16.85,24.11,0.19,160,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-01,1787076000000,99.61,1.71,0.54,30.78,6.48,210,209,49,47,25.16,20.73,0.05,74,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-02,1787079600000,99.68,2.72,0.67,48.96,8.04,103,98,48,44,16.05,19.96,0.15,59,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-03,1787083200000,99.68,2.32,0.73,41.76,8.76,182,178,54,52,16.93,25.32,0.14,40,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-04,1787086800000,99.4,2.76,0.83,49.68,9.96,104,98,73,70,22.64,23.62,0.2,83,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-05,1787090400000,99.99,2.48,0.79,44.64,9.48,75,74,63,62,26.33,26.94,0.12,47,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-06,1787094000000,99.31,1.96,0.71,35.28,8.52,163,159,35,31,13.9,17.48,0.03,79,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-07,1787097600000,99.6,3.56,1.01,64.08,12.12,116,110,47,44,38.3,25.53,0.13,94,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-08,1787101200000,99.25,4.93,1.59,88.74,19.08,70,68,55,51,33.59,14.32,0.13,110,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-09,1787104800000,99.46,4.09,0.99,73.62,11.88,140,135,54,54,37.81,21.54,0.15,54,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-10,1787108400000,99.47,3.96,1.41,71.28,16.92,141,138,38,35,27.6,28.71,0.13,157,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-11,1787112000000,99.63,5.53,1.31,99.54,15.72,143,137,68,68,42.21,15.32,0.1,142,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-12,1787115600000,99.79,3.28,1.0,59.04,12.0,199,198,36,32,42.42,13.24,0.03,157,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-13,1787119200000,99.47,2.87,1.07,51.66,12.84,157,156,70,69,40.93,13.58,0.15,87,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-14,1787122800000,99.26,3.66,1.1,65.88,13.2,75,72,50,46,37.32,24.45,0.17,118,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-15,1787126400000,99.92,3.13,0.72,56.34,8.64,154,149,35,31,35.68,13.44,0.18,155,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-16,1787130000000,99.39,4.26,1.26,76.68,15.12,210,209,73,71,41.24,29.4,0.08,31,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-17,1787133600000,99.83,4.51,1.12,81.18,13.44,218,215,23,20,42.32,13.77,0.13,126,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-18,1787137200000,99.44,6.11,1.4,109.98,16.8,98,92,47,46,47.83,20.55,0.04,58,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-19,1787140800000,99.39,6.44,1.87,115.92,22.44,122,118,42,38,55.9,26.7,0.02,90,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-20,1787144400000,99.5,5.7,1.44,102.6,17.28,114,108,71,67,53.9,17.75,0.07,57,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-21,1787148000000,99.26,6.46,2.28,116.28,27.36,167,163,70,69,61.7,25.39,0.1,145,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-22,1787151600000,99.41,8.29,1.91,149.22,22.92,183,177,69,65,54.14,16.01,0.18,156,normal
CELL020102,ST0201,SLA,KV1,2026-08-19-23,1787155200000,99.71,3.64,0.92,65.52,11.04,135,130,80,80,36.28,20.57,0.12,109,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-00,1787158800000,99.33,1.78,0.55,32.04,6.6,114,113,65,62,25.11,18.23,0.11,59,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-01,1787162400000,99.36,2.8,0.89,50.4,10.68,93,87,55,53,13.65,12.05,0.02,145,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-02,1787166000000,99.96,2.48,0.77,44.64,9.24,201,195,47,46,14.06,19.04,0.18,153,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-03,1787169600000,99.54,1.71,0.5,30.78,6.0,184,182,50,47,26.56,17.38,0.04,111,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-04,1787173200000,99.93,1.74,0.56,31.32,6.72,203,199,48,45,18.84,23.85,0.17,122,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-05,1787176800000,99.21,1.68,0.38,30.24,4.56,156,152,76,72,13.98,22.67,0.13,145,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-06,1787180400000,99.94,2.57,0.91,46.26,10.92,158,152,32,28,16.92,12.72,0.06,40,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-07,1787184000000,99.4,5.23,1.3,94.14,15.6,201,197,28,28,40.88,16.29,0.04,108,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-08,1787187600000,99.6,4.79,1.4,86.22,16.8,149,145,80,78,30.08,26.93,0.02,143,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-09,1787191200000,99.68,4.52,1.61,81.36,19.32,164,159,59,56,33.28,12.02,0.06,153,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-10,1787194800000,99.27,4.64,1.2,83.52,14.4,131,126,44,43,42.82,22.52,0.05,120,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-11,1787198400000,99.82,5.17,1.79,93.06,21.48,148,147,48,45,37.9,27.08,0.1,118,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-12,1787202000000,99.49,5.53,1.78,99.54,21.36,219,218,68,65,42.54,14.78,0.07,57,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-13,1787205600000,99.74,4.6,1.58,82.8,18.96,73,69,68,67,28.91,18.52,0.09,84,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-14,1787209200000,99.9,4.07,1.32,73.26,15.84,186,183,35,35,41.47,26.52,0.06,92,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-15,1787212800000,99.7,4.88,1.6,87.84,19.2,192,190,71,67,29.06,14.15,0.02,95,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-16,1787216400000,99.77,3.33,1.21,59.94,14.52,99,98,90,90,27.86,21.37,0.01,160,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-17,1787220000000,99.61,5.31,1.84,95.58,22.08,111,110,49,47,34.19,15.61,0.17,101,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-18,1787223600000,99.77,7.57,2.63,136.26,31.56,87,81,47,44,50.58,27.18,0.02,117,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-19,1787227200000,99.9,5.58,2.09,100.44,25.08,104,103,79,77,54.08,19.1,0.08,45,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-20,1787230800000,99.49,7.1,2.41,127.8,28.92,169,164,41,40,56.04,21.4,0.19,82,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-21,1787234400000,99.57,5.86,1.6,105.48,19.2,89,87,72,69,51.67,22.74,0.01,52,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-22,1787238000000,99.92,6.05,1.5,108.9,18.0,190,188,85,83,49.19,14.86,0.17,66,normal
CELL020102,ST0201,SLA,KV1,2026-08-20-23,1787241600000,99.35,3.73,0.85,67.14,10.2,199,194,50,47,31.54,20.78,0.06,91,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-00,1786986000000,99.95,1.89,0.59,34.02,7.08,110,108,28,25,23.96,21.94,0.03,132,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-01,1786989600000,99.59,1.29,0.3,23.22,3.6,120,119,73,73,21.44,25.97,0.13,119,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-02,1786993200000,99.57,1.45,0.51,26.1,6.12,137,136,46,44,17.57,16.41,0.17,156,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-03,1786996800000,99.64,1.3,0.49,23.4,5.88,198,193,86,82,24.25,23.37,0.18,90,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-04,1787000400000,99.68,1.88,0.48,33.84,5.76,219,218,44,43,13.68,19.46,0.03,151,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-05,1787004000000,99.26,1.29,0.29,23.22,3.48,110,106,26,25,21.95,12.76,0.02,130,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-06,1787007600000,99.22,1.32,0.38,23.76,4.56,84,81,73,70,19.44,20.31,0.06,102,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-07,1787011200000,99.51,3.39,1.0,61.02,12.0,176,174,69,69,37.74,19.91,0.12,51,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-08,1787014800000,99.49,3.05,0.95,54.9,11.4,157,151,51,51,42.25,29.83,0.01,138,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-09,1787018400000,99.97,4.3,1.24,77.4,14.88,107,102,51,49,38.97,27.57,0.07,136,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-10,1787022000000,99.51,2.83,0.63,50.94,7.56,124,123,61,60,31.53,20.56,0.11,90,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-11,1787025600000,99.74,4.11,1.33,73.98,15.96,210,208,39,38,36.18,15.67,0.13,103,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-12,1787029200000,99.38,4.08,1.01,73.44,12.12,115,109,29,29,39.16,13.98,0.17,110,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-13,1787032800000,99.76,3.08,1.13,55.44,13.56,187,186,83,81,37.89,24.99,0.12,42,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-14,1787036400000,99.22,2.23,0.77,40.14,9.24,218,216,78,78,33.21,22.88,0.11,113,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-15,1787040000000,99.53,2.79,1.0,50.22,12.0,113,111,76,75,30.27,29.43,0.06,53,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-16,1787043600000,99.32,3.8,1.01,68.4,12.12,136,135,43,42,27.84,24.43,0.15,82,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-17,1787047200000,99.27,4.23,1.11,76.14,13.32,149,147,41,37,30.52,14.88,0.13,123,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-18,1787050800000,99.95,4.13,0.93,74.34,11.16,200,196,24,21,47.51,26.37,0.03,157,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-19,1787054400000,99.83,5.86,1.77,105.48,21.24,143,138,75,73,59.22,14.74,0.16,61,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-20,1787058000000,99.21,3.61,1.27,64.98,15.24,103,98,62,61,60.08,26.39,0.06,129,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-21,1787061600000,99.81,6.55,1.63,117.9,19.56,161,156,86,82,49.91,14.38,0.13,93,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-22,1787065200000,99.63,5.77,2.14,103.86,25.68,109,106,23,19,51.2,23.31,0.18,125,normal
CELL020201,ST0202,SLA,KV1,2026-08-18-23,1787068800000,99.8,3.33,0.81,59.94,9.72,100,96,54,52,42.28,27.36,0.08,53,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-00,1787072400000,99.49,1.33,0.44,23.94,5.28,111,106,25,25,21.76,13.29,0.12,60,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-01,1787076000000,99.42,1.2,0.41,21.6,4.92,144,140,25,23,23.19,13.8,0.06,41,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-02,1787079600000,99.86,2.24,0.81,40.32,9.72,182,176,48,48,21.39,21.47,0.07,146,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-03,1787083200000,99.54,1.5,0.41,27.0,4.92,220,219,40,37,11.89,20.95,0.03,126,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-04,1787086800000,99.23,1.43,0.35,25.74,4.2,110,106,30,29,22.23,14.82,0.03,133,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-05,1787090400000,99.3,2.12,0.54,38.16,6.48,121,117,58,58,12.83,16.33,0.14,101,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-06,1787094000000,99.75,1.65,0.41,29.7,4.92,147,145,37,33,24.36,20.81,0.1,54,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-07,1787097600000,99.38,3.81,1.23,68.58,14.76,113,112,21,19,31.32,23.18,0.11,155,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-08,1787101200000,99.46,2.64,0.58,47.52,6.96,132,130,90,88,39.63,14.02,0.08,139,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-09,1787104800000,99.44,2.45,0.91,44.1,10.92,170,169,43,42,38.22,27.35,0.18,78,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-10,1787108400000,99.39,3.27,1.16,58.86,13.92,103,98,61,57,33.28,15.8,0.14,103,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-11,1787112000000,99.67,3.19,1.17,57.42,14.04,192,188,51,49,38.78,23.72,0.2,60,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-12,1787115600000,99.51,2.79,0.68,50.22,8.16,95,91,49,49,29.85,15.95,0.18,154,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-13,1787119200000,99.39,2.58,0.89,46.44,10.68,133,127,45,42,42.17,21.42,0.13,134,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-14,1787122800000,99.93,4.12,1.27,74.16,15.24,99,93,37,37,37.38,26.69,0.02,107,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-15,1787126400000,99.8,2.91,1.06,52.38,12.72,148,143,64,60,36.2,19.2,0.19,48,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-16,1787130000000,99.46,3.29,1.21,59.22,14.52,106,102,84,82,37.02,19.12,0.02,95,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-17,1787133600000,99.36,4.04,1.42,72.72,17.04,108,103,35,33,28.09,12.53,0.09,156,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-18,1787137200000,99.95,6.08,1.56,109.44,18.72,102,101,64,62,52.34,17.35,0.04,147,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-19,1787140800000,99.42,5.97,1.64,107.46,19.68,168,165,47,47,61.4,26.61,0.16,153,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-20,1787144400000,99.99,4.47,1.23,80.46,14.76,180,175,73,69,52.07,23.64,0.06,118,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-21,1787148000000,99.6,4.92,1.56,88.56,18.72,140,138,71,68,53.29,21.23,0.17,35,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-22,1787151600000,99.52,6.22,1.8,111.96,21.6,97,93,81,77,49.18,26.14,0.18,145,normal
CELL020201,ST0202,SLA,KV1,2026-08-19-23,1787155200000,99.5,3.18,1.16,57.24,13.92,103,98,71,67,31.26,18.2,0.01,109,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-00,1787158800000,99.93,1.44,0.5,25.92,6.0,167,164,37,35,20.06,27.0,0.01,93,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-01,1787162400000,99.22,1.69,0.57,30.42,6.84,95,94,59,55,20.7,23.74,0.19,107,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-02,1787166000000,99.88,1.97,0.45,35.46,5.4,78,75,59,56,18.1,22.15,0.05,110,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-03,1787169600000,99.6,1.75,0.58,31.5,6.96,107,105,47,47,19.92,12.42,0.15,43,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-04,1787173200000,99.69,2.38,0.65,42.84,7.8,165,164,73,69,25.9,17.71,0.02,118,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-05,1787176800000,99.54,2.05,0.57,36.9,6.84,99,97,68,67,13.93,12.27,0.2,148,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-06,1787180400000,99.73,1.42,0.4,25.56,4.8,147,141,55,51,23.13,12.21,0.05,57,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-07,1787184000000,99.55,3.48,1.21,62.64,14.52,205,200,83,82,38.77,27.53,0.01,139,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-08,1787187600000,99.38,3.85,1.38,69.3,16.56,155,153,63,59,30.34,28.14,0.02,117,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-09,1787191200000,99.22,3.99,1.45,71.82,17.4,206,200,22,20,35.2,14.78,0.03,114,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-10,1787194800000,99.36,3.66,1.18,65.88,14.16,218,216,43,43,39.03,24.0,0.09,37,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-11,1787198400000,99.38,2.29,0.64,41.22,7.68,166,165,56,55,38.57,21.64,0.12,58,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-12,1787202000000,99.99,2.68,0.93,48.24,11.16,98,95,74,70,37.29,22.24,0.02,153,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-13,1787205600000,99.47,3.15,0.8,56.7,9.6,196,193,33,29,31.35,20.23,0.17,36,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-14,1787209200000,99.55,2.59,0.73,46.62,8.76,92,87,57,55,33.24,29.96,0.09,57,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-15,1787212800000,99.6,3.29,1.13,59.22,13.56,118,115,80,77,33.11,25.46,0.11,90,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-16,1787216400000,99.65,2.34,0.66,42.12,7.92,88,87,57,56,28.61,26.12,0.03,131,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-17,1787220000000,99.24,3.66,1.38,65.88,16.56,151,146,75,71,41.87,27.85,0.17,60,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-18,1787223600000,99.21,4.79,1.61,86.22,19.32,135,132,33,33,53.92,28.72,0.1,121,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-19,1787227200000,99.73,4.76,1.81,85.68,21.72,169,166,56,54,47.89,15.99,0.1,151,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-20,1787230800000,99.48,5.94,1.58,106.92,18.96,148,143,26,26,59.96,17.96,0.15,35,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-21,1787234400000,99.33,5.91,1.47,106.38,17.64,89,88,35,31,55.4,25.46,0.11,133,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-22,1787238000000,99.49,3.56,1.28,64.08,15.36,140,139,20,16,58.4,17.58,0.02,43,normal
CELL020201,ST0202,SLA,KV1,2026-08-20-23,1787241600000,99.28,4.14,0.92,74.52,11.04,81,79,21,21,38.21,16.96,0.12,136,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-00,1786986000000,99.87,1.63,0.42,29.34,5.04,154,150,72,70,19.24,18.69,0.13,58,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-01,1786989600000,99.94,1.93,0.6,34.74,7.2,121,116,65,64,21.88,15.02,0.2,107,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-02,1786993200000,99.46,2.21,0.76,39.78,9.12,121,115,24,24,25.83,27.11,0.17,147,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-03,1786996800000,99.55,2.22,0.75,39.96,9.0,85,82,63,59,18.5,20.18,0.2,140,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-04,1787000400000,99.34,1.71,0.48,30.78,5.76,189,185,66,65,16.53,19.44,0.09,66,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-05,1787004000000,99.88,1.39,0.37,25.02,4.44,170,165,82,80,27.17,12.37,0.11,85,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-06,1787007600000,99.92,1.37,0.39,24.66,4.68,164,159,68,65,18.26,17.54,0.11,50,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-07,1787011200000,99.49,3.83,1.3,68.94,15.6,107,103,50,47,35.93,24.41,0.11,144,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-08,1787014800000,99.39,4.5,1.53,81.0,18.36,161,155,48,44,29.05,12.76,0.05,144,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-09,1787018400000,99.53,4.0,1.44,72.0,17.28,166,163,84,84,27.06,17.81,0.17,72,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-10,1787022000000,99.47,3.9,1.21,70.2,14.52,188,184,72,70,37.07,28.0,0.04,158,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-11,1787025600000,99.48,4.03,1.04,72.54,12.48,73,67,27,27,27.17,26.75,0.1,54,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-12,1787029200000,99.87,3.92,1.46,70.56,17.52,112,108,73,71,29.84,29.82,0.02,52,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-13,1787032800000,99.36,3.28,0.98,59.04,11.76,80,77,83,80,41.92,12.08,0.02,53,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-14,1787036400000,99.95,2.51,0.7,45.18,8.4,93,90,54,50,35.22,28.4,0.07,74,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-15,1787040000000,99.76,2.99,1.04,53.82,12.48,116,113,30,26,40.39,23.85,0.02,69,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-16,1787043600000,99.7,3.99,0.91,71.82,10.92,98,94,43,40,39.16,19.7,0.18,135,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-17,1787047200000,99.98,3.2,0.98,57.6,11.76,197,195,56,52,40.37,22.17,0.1,159,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-18,1787050800000,99.28,4.5,1.59,81.0,19.08,192,190,80,80,52.63,26.38,0.17,108,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-19,1787054400000,99.23,5.86,1.81,105.48,21.72,165,159,71,69,50.33,13.61,0.15,47,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-20,1787058000000,99.66,4.57,1.49,82.26,17.88,205,199,23,19,58.6,14.88,0.13,129,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-21,1787061600000,99.4,6.7,2.52,120.6,30.24,194,189,49,46,50.07,20.94,0.05,37,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-22,1787065200000,99.98,4.92,1.33,88.56,15.96,97,94,89,86,53.92,20.49,0.18,140,normal
CELL020202,ST0202,SLA,KV1,2026-08-18-23,1787068800000,99.7,3.92,1.25,70.56,15.0,115,110,63,61,32.0,26.88,0.18,117,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-00,1787072400000,99.51,1.83,0.66,32.94,7.92,128,127,89,88,25.44,25.03,0.1,153,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-01,1787076000000,99.65,2.11,0.66,37.98,7.92,167,162,43,42,19.32,12.41,0.07,100,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-02,1787079600000,99.24,1.64,0.44,29.52,5.28,116,115,72,68,26.05,27.82,0.06,66,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-03,1787083200000,99.54,2.01,0.66,36.18,7.92,70,65,52,51,14.48,20.0,0.07,65,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-04,1787086800000,99.35,2.27,0.71,40.86,8.52,188,182,26,23,19.26,19.97,0.05,74,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-05,1787090400000,99.34,2.21,0.67,39.78,8.04,211,207,22,21,26.46,22.61,0.12,121,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-06,1787094000000,99.21,1.76,0.44,31.68,5.28,208,206,73,73,11.67,24.07,0.17,141,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-07,1787097600000,99.87,3.66,1.34,65.88,16.08,184,179,20,18,31.4,28.27,0.15,119,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-08,1787101200000,99.26,3.16,1.0,56.88,12.0,212,206,55,55,41.25,26.08,0.17,35,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-09,1787104800000,99.84,2.63,0.6,47.34,7.2,217,211,29,28,40.87,27.32,0.08,117,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-10,1787108400000,99.39,4.7,1.56,84.6,18.72,178,172,66,65,37.37,18.63,0.15,139,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-11,1787112000000,99.77,2.89,0.9,52.02,10.8,127,124,36,36,31.5,21.75,0.11,55,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-12,1787115600000,99.91,2.69,0.98,48.42,11.76,107,106,29,25,42.42,23.8,0.09,117,normal
CELL020202,ST0202,SLA,KV1,2026-08-19-13,1787119200000,99.49,3.9,0.95,70.2,11.4,220,214,34,31,41.79,25.97,0.09,57,normal
