cell_throughput_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-63,CELL020201,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,60.75,index,valid,synthetic_ran_kpi,133,132,2.42,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-64,CELL020201,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,30.15,index,valid,synthetic_ran_kpi,93,89,7.38,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-65,CELL020201,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,22.42,index,valid,synthetic_ran_kpi,162,161,1.8,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-66,CELL020201,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,34.48,index,valid,synthetic_ran_kpi,169,166,6.57,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,43.2,index,valid,synthetic_ran_kpi,124,120,3.66,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,15.51,index,valid,synthetic_ran_kpi,111,103,6.64,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,77.17,index,valid,synthetic_ran_kpi,82,81,6.57,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,15.85,index,valid,synthetic_ran_kpi,127,121,5.82,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,27.5,index,valid,synthetic_ran_kpi,201,200,2.15,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,65.9,index,valid,synthetic_ran_kpi,125,117,5.95,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,70.56,index,valid,synthetic_ran_kpi,259,258,3.52,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,15.18,index,valid,synthetic_ran_kpi,211,204,5.84,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,68.41,index,valid,synthetic_ran_kpi,261,255,5.06,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,39.42,index,valid,synthetic_ran_kpi,221,214,3.32,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,58.33,index,valid,synthetic_ran_kpi,187,181,7.95,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,40.69,index,valid,synthetic_ran_kpi,157,149,1.52,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,72.93,index,valid,synthetic_ran_kpi,226,219,6.93,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,75.48,index,valid,synthetic_ran_kpi,161,159,2.99,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,18.08,index,valid,synthetic_ran_kpi,239,232,2.64,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,69.78,index,valid,synthetic_ran_kpi,132,126,0.7,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,65.13,index,valid,synthetic_ran_kpi,166,164,0.93,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,64.58,index,valid,synthetic_ran_kpi,96,92,2.98,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,62.92,index,valid,synthetic_ran_kpi,197,195,4.22,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,21.44,index,valid,synthetic_ran_kpi,261,253,0.89,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,21.13,index,valid,synthetic_ran_kpi,287,283,5.84,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,19.37,index,valid,synthetic_ran_kpi,266,263,4.96,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,30.81,index,valid,synthetic_ran_kpi,188,180,3.8,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,37.65,index,valid,synthetic_ran_kpi,216,210,6.95,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,20.16,index,valid,synthetic_ran_kpi,176,168,3.36,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,15.61,index,valid,synthetic_ran_kpi,268,264,7.12,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,67.67,index,valid,synthetic_ran_kpi,138,131,4.02,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,36.36,index,valid,synthetic_ran_kpi,204,198,1.23,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,75.82,index,valid,synthetic_ran_kpi,100,97,3.69,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,48.44,index,valid,synthetic_ran_kpi,221,219,4.63,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,54.84,index,valid,synthetic_ran_kpi,173,167,7.72,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,44.12,index,valid,synthetic_ran_kpi,127,120,3.91,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,71.03,index,valid,synthetic_ran_kpi,135,128,3.53,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,28.43,index,valid,synthetic_ran_kpi,194,193,1.66,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,42.64,index,valid,synthetic_ran_kpi,225,217,3.44,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,42.36,index,valid,synthetic_ran_kpi,111,106,7.06,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,76.45,index,valid,synthetic_ran_kpi,137,133,5.58,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,63.5,index,valid,synthetic_ran_kpi,109,108,4.12,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,40.03,index,valid,synthetic_ran_kpi,208,203,5.32,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,26.3,index,valid,synthetic_ran_kpi,212,207,5.86,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,38.39,index,valid,synthetic_ran_kpi,219,213,4.91,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,76.59,index,valid,synthetic_ran_kpi,172,168,5.61,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,62.37,index,valid,synthetic_ran_kpi,141,134,7.08,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,28.65,index,valid,synthetic_ran_kpi,131,128,2.62,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,48.91,index,valid,synthetic_ran_kpi,173,172,7.61,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,17.74,index,valid,synthetic_ran_kpi,208,202,7.4,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,30.8,index,valid,synthetic_ran_kpi,267,262,1.91,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,48.81,index,valid,synthetic_ran_kpi,190,185,5.65,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,16.43,index,valid,synthetic_ran_kpi,253,249,7.3,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,36.06,index,valid,synthetic_ran_kpi,177,169,2.47,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,66.43,index,valid,synthetic_ran_kpi,240,232,3.99,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,38.7,index,valid,synthetic_ran_kpi,288,280,1.62,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,79.3,index,valid,synthetic_ran_kpi,90,84,6.15,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,20.47,index,valid,synthetic_ran_kpi,199,195,1.18,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,44.93,index,valid,synthetic_ran_kpi,201,200,5.69,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,76.63,index,valid,synthetic_ran_kpi,177,173,2.91,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,48.91,index,valid,synthetic_ran_kpi,184,180,3.86,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,53.02,index,valid,synthetic_ran_kpi,176,173,2.51,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,15.8,index,valid,synthetic_ran_kpi,290,283,5.69,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,45.14,index,valid,synthetic_ran_kpi,266,263,4.89,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,77.95,index,valid,synthetic_ran_kpi,254,253,6.75,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,52.55,index,valid,synthetic_ran_kpi,238,232,1.4,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,15.81,index,valid,synthetic_ran_kpi,215,209,3.87,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,68.48,index,valid,synthetic_ran_kpi,118,114,6.9,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,44.74,index,valid,synthetic_ran_kpi,147,143,7.87,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,76.16,index,valid,synthetic_ran_kpi,266,258,1.48,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,73.97,index,valid,synthetic_ran_kpi,140,137,2.04,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,84.46,index,valid,synthetic_ran_kpi,86,82,4.06,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,68.59,index,valid,synthetic_ran_kpi,176,175,1.49,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,48.82,index,valid,synthetic_ran_kpi,284,279,4.63,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,16.34,index,valid,synthetic_ran_kpi,82,76,3.15,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,28.92,index,valid,synthetic_ran_kpi,195,194,3.09,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,45.62,index,valid,synthetic_ran_kpi,167,159,7.41,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,57.16,index,valid,synthetic_ran_kpi,149,142,5.7,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,79.37,index,valid,synthetic_ran_kpi,87,86,1.77,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,53.68,index,valid,synthetic_ran_kpi,254,249,4.36,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,29.82,index,valid,synthetic_ran_kpi,187,180,7.28,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,29.54,index,valid,synthetic_ran_kpi,221,218,1.5,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,82.91,index,valid,synthetic_ran_kpi,208,204,3.45,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,26.17,index,valid,synthetic_ran_kpi,174,170,7.33,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,65.45,index,valid,synthetic_ran_kpi,102,101,4.77,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,81.35,index,valid,synthetic_ran_kpi,100,95,5.5,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,75.88,index,valid,synthetic_ran_kpi,229,226,5.1,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,59.96,index,valid,synthetic_ran_kpi,82,81,3.21,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,56.22,index,valid,synthetic_ran_kpi,300,299,3.26,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,70.03,index,valid,synthetic_ran_kpi,203,195,1.73,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,72.22,index,valid,synthetic_ran_kpi,282,280,4.64,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,54.97,index,valid,synthetic_ran_kpi,82,76,7.4,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,49.65,index,valid,synthetic_ran_kpi,269,261,7.84,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,39.39,index,valid,synthetic_ran_kpi,222,214,3.48,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,76.2,index,valid,synthetic_ran_kpi,174,171,2.8,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,73.41,index,valid,synthetic_ran_kpi,196,194,7.9,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,51.16,index,valid,synthetic_ran_kpi,182,174,3.27,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,51.14,index,valid,synthetic_ran_kpi,103,99,6.1,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,68.37,index,valid,synthetic_ran_kpi,117,114,0.77,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,78.94,index,valid,synthetic_ran_kpi,269,265,5.86,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,36.44,index,valid,synthetic_ran_kpi,293,285,6.56,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,56.47,index,valid,synthetic_ran_kpi,271,265,4.43,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,35.24,index,valid,synthetic_ran_kpi,90,85,3.79,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,24.0,index,valid,synthetic_ran_kpi,245,243,1.59,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,24.67,index,valid,synthetic_ran_kpi,241,238,6.69,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,24.16,index,valid,synthetic_ran_kpi,152,146,5.38,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,30.56,index,valid,synthetic_ran_kpi,220,215,5.85,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,32.14,index,valid,synthetic_ran_kpi,221,214,2.41,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,48.78,index,valid,synthetic_ran_kpi,296,290,5.65,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,73.15,index,valid,synthetic_ran_kpi,154,152,1.53,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,29.66,index,valid,synthetic_ran_kpi,157,149,5.0,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,72.42,index,valid,synthetic_ran_kpi,205,200,0.52,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,69.56,index,valid,synthetic_ran_kpi,112,105,6.82,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,68.92,index,valid,synthetic_ran_kpi,280,276,2.46,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,73.42,index,valid,synthetic_ran_kpi,280,277,1.67,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,46.16,index,valid,synthetic_ran_kpi,226,225,3.04,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,68.17,index,valid,synthetic_ran_kpi,183,177,7.1,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,84.37,index,valid,synthetic_ran_kpi,146,143,5.99,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,28.87,index,valid,synthetic_ran_kpi,154,146,6.76,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,55.29,index,valid,synthetic_ran_kpi,247,246,7.4,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,39.03,index,valid,synthetic_ran_kpi,288,287,4.84,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,55.11,index,valid,synthetic_ran_kpi,196,195,7.49,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,37.85,index,valid,synthetic_ran_kpi,90,83,5.96,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,50.47,index,valid,synthetic_ran_kpi,166,161,0.67,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,30.35,index,valid,synthetic_ran_kpi,255,249,2.33,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,76.41,index,valid,synthetic_ran_kpi,252,247,1.2,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,36.84,index,valid,synthetic_ran_kpi,276,272,3.38,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,33.04,index,valid,synthetic_ran_kpi,258,257,3.26,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,57.25,index,valid,synthetic_ran_kpi,99,94,6.9,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,36.72,index,valid,synthetic_ran_kpi,270,263,7.38,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,33.18,index,valid,synthetic_ran_kpi,121,116,6.43,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,30.46,index,valid,synthetic_ran_kpi,159,158,6.8,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,36.63,index,valid,synthetic_ran_kpi,247,244,1.39,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,65.29,index,valid,synthetic_ran_kpi,179,173,4.42,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,46.27,index,valid,synthetic_ran_kpi,286,284,5.54,99.9
RAN_KPI-CELL_THROUGHPUT_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,37.43,index,valid,synthetic_ran_kpi,254,252,2.53,99.9
