cell_congestion_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_CONGESTION_HOURLY-01-66,CELL020201,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,61.66,index,valid,synthetic_ran_kpi,215,213,2.17,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,78.52,index,valid,synthetic_ran_kpi,142,134,7.36,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,66.22,index,valid,synthetic_ran_kpi,148,145,6.08,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,71.11,index,valid,synthetic_ran_kpi,274,266,3.57,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,22.84,index,valid,synthetic_ran_kpi,172,166,7.38,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,72.08,index,valid,synthetic_ran_kpi,124,119,6.67,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,58.13,index,valid,synthetic_ran_kpi,216,210,5.98,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,41.97,index,valid,synthetic_ran_kpi,297,291,7.21,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,42.34,index,valid,synthetic_ran_kpi,116,112,5.34,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,37.78,index,valid,synthetic_ran_kpi,169,166,5.01,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,83.06,index,valid,synthetic_ran_kpi,251,243,1.68,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,74.02,index,valid,synthetic_ran_kpi,141,140,3.81,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,81.23,index,valid,synthetic_ran_kpi,110,106,7.12,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,66.83,index,valid,synthetic_ran_kpi,123,117,4.41,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,41.32,index,valid,synthetic_ran_kpi,133,130,2.13,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,66.9,index,valid,synthetic_ran_kpi,158,156,4.74,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,15.31,index,valid,synthetic_ran_kpi,201,198,4.48,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,36.36,index,valid,synthetic_ran_kpi,291,286,5.71,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,79.62,index,valid,synthetic_ran_kpi,148,145,2.95,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,79.39,index,valid,synthetic_ran_kpi,274,270,6.97,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,65.1,index,valid,synthetic_ran_kpi,180,174,4.3,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,56.74,index,valid,synthetic_ran_kpi,89,86,3.62,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,33.01,index,valid,synthetic_ran_kpi,202,200,4.1,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,18.19,index,valid,synthetic_ran_kpi,267,264,0.91,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,36.52,index,valid,synthetic_ran_kpi,90,83,5.65,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,80.26,index,valid,synthetic_ran_kpi,118,116,3.1,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,48.99,index,valid,synthetic_ran_kpi,165,160,6.88,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,49.19,index,valid,synthetic_ran_kpi,219,218,2.4,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,74.99,index,valid,synthetic_ran_kpi,191,188,6.17,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,29.14,index,valid,synthetic_ran_kpi,293,289,5.83,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,83.84,index,valid,synthetic_ran_kpi,103,100,6.48,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,15.86,index,valid,synthetic_ran_kpi,259,253,5.99,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,16.53,index,valid,synthetic_ran_kpi,111,108,7.25,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,29.5,index,valid,synthetic_ran_kpi,296,289,2.71,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,43.75,index,valid,synthetic_ran_kpi,154,151,3.09,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,43.48,index,valid,synthetic_ran_kpi,126,123,5.72,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,26.17,index,valid,synthetic_ran_kpi,100,93,2.23,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,63.37,index,valid,synthetic_ran_kpi,170,165,1.15,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,67.6,index,valid,synthetic_ran_kpi,296,290,0.65,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,82.09,index,valid,synthetic_ran_kpi,157,151,1.86,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,18.47,index,valid,synthetic_ran_kpi,236,234,3.09,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,39.52,index,valid,synthetic_ran_kpi,109,108,4.99,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,23.2,index,valid,synthetic_ran_kpi,109,102,2.01,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,31.65,index,valid,synthetic_ran_kpi,241,233,1.15,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,74.84,index,valid,synthetic_ran_kpi,243,237,1.85,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,63.01,index,valid,synthetic_ran_kpi,291,284,6.79,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,59.32,index,valid,synthetic_ran_kpi,127,125,5.83,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,52.01,index,valid,synthetic_ran_kpi,80,77,7.23,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,73.71,index,valid,synthetic_ran_kpi,122,118,6.15,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,28.5,index,valid,synthetic_ran_kpi,114,107,6.41,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,52.19,index,valid,synthetic_ran_kpi,293,286,7.18,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,78.85,index,valid,synthetic_ran_kpi,300,296,0.82,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,77.97,index,valid,synthetic_ran_kpi,145,144,6.96,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,77.3,index,valid,synthetic_ran_kpi,300,293,4.55,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,57.02,index,valid,synthetic_ran_kpi,226,218,5.66,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,75.89,index,valid,synthetic_ran_kpi,149,142,3.99,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,32.36,index,valid,synthetic_ran_kpi,192,184,3.71,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,67.91,index,valid,synthetic_ran_kpi,152,147,2.6,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,43.65,index,valid,synthetic_ran_kpi,222,221,5.19,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,49.46,index,valid,synthetic_ran_kpi,153,149,5.51,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,42.63,index,valid,synthetic_ran_kpi,86,85,5.25,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,36.67,index,valid,synthetic_ran_kpi,208,202,6.82,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,55.62,index,valid,synthetic_ran_kpi,211,206,7.43,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,21.38,index,valid,synthetic_ran_kpi,107,105,6.48,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,54.39,index,valid,synthetic_ran_kpi,196,188,5.31,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,40.13,index,valid,synthetic_ran_kpi,159,152,1.38,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,43.1,index,valid,synthetic_ran_kpi,95,94,0.92,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,35.7,index,valid,synthetic_ran_kpi,89,85,2.59,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,43.2,index,valid,synthetic_ran_kpi,194,193,3.2,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,16.41,index,valid,synthetic_ran_kpi,266,259,5.05,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,26.84,index,valid,synthetic_ran_kpi,216,212,5.22,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,24.85,index,valid,synthetic_ran_kpi,226,219,4.46,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,28.31,index,valid,synthetic_ran_kpi,259,254,4.31,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,72.28,index,valid,synthetic_ran_kpi,106,101,7.91,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,44.31,index,valid,synthetic_ran_kpi,185,177,6.18,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,66.61,index,valid,synthetic_ran_kpi,112,104,5.93,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,19.52,index,valid,synthetic_ran_kpi,291,286,2.04,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,58.58,index,valid,synthetic_ran_kpi,174,170,2.14,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,49.56,index,valid,synthetic_ran_kpi,101,99,2.01,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,37.57,index,valid,synthetic_ran_kpi,122,121,7.75,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,28.62,index,valid,synthetic_ran_kpi,246,238,6.77,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,15.85,index,valid,synthetic_ran_kpi,148,142,3.05,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,40.26,index,valid,synthetic_ran_kpi,92,85,7.2,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,45.7,index,valid,synthetic_ran_kpi,206,201,2.06,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,49.83,index,valid,synthetic_ran_kpi,250,244,6.48,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,54.91,index,valid,synthetic_ran_kpi,141,135,6.16,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,65.98,index,valid,synthetic_ran_kpi,278,277,3.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,53.05,index,valid,synthetic_ran_kpi,205,198,4.55,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,71.74,index,valid,synthetic_ran_kpi,244,242,7.38,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,15.13,index,valid,synthetic_ran_kpi,286,284,7.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,52.45,index,valid,synthetic_ran_kpi,144,139,5.83,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,47.84,index,valid,synthetic_ran_kpi,84,79,5.03,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,84.1,index,valid,synthetic_ran_kpi,263,261,0.89,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,68.53,index,valid,synthetic_ran_kpi,81,73,2.04,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,60.94,index,valid,synthetic_ran_kpi,98,91,1.51,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,26.21,index,valid,synthetic_ran_kpi,165,164,7.3,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,54.73,index,valid,synthetic_ran_kpi,267,263,7.76,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,17.21,index,valid,synthetic_ran_kpi,237,234,5.23,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,23.16,index,valid,synthetic_ran_kpi,120,119,2.5,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,67.63,index,valid,synthetic_ran_kpi,256,249,2.36,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,46.31,index,valid,synthetic_ran_kpi,163,156,4.73,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,32.33,index,valid,synthetic_ran_kpi,189,183,0.58,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,46.82,index,valid,synthetic_ran_kpi,100,97,1.49,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,53.8,index,valid,synthetic_ran_kpi,161,157,3.67,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,29.88,index,valid,synthetic_ran_kpi,134,131,3.79,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,47.86,index,valid,synthetic_ran_kpi,141,138,6.17,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,19.4,index,valid,synthetic_ran_kpi,156,150,7.93,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,16.57,index,valid,synthetic_ran_kpi,180,179,0.54,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,59.96,index,valid,synthetic_ran_kpi,267,263,2.57,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,69.18,index,valid,synthetic_ran_kpi,209,208,5.15,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,29.75,index,valid,synthetic_ran_kpi,106,103,7.46,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,40.13,index,valid,synthetic_ran_kpi,210,207,3.32,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,54.07,index,valid,synthetic_ran_kpi,190,183,1.7,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,67.89,index,valid,synthetic_ran_kpi,182,175,2.64,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,48.97,index,valid,synthetic_ran_kpi,276,273,7.79,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,28.76,index,valid,synthetic_ran_kpi,109,106,1.77,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,68.45,index,valid,synthetic_ran_kpi,299,295,3.95,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,58.87,index,valid,synthetic_ran_kpi,102,100,3.71,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,51.47,index,valid,synthetic_ran_kpi,123,115,0.6,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,81.32,index,valid,synthetic_ran_kpi,237,233,3.7,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,40.0,index,valid,synthetic_ran_kpi,273,268,5.91,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,53.26,index,valid,synthetic_ran_kpi,81,78,6.29,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,42.77,index,valid,synthetic_ran_kpi,244,239,4.27,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,21.01,index,valid,synthetic_ran_kpi,253,246,4.31,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,61.93,index,valid,synthetic_ran_kpi,92,88,2.29,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,75.43,index,valid,synthetic_ran_kpi,93,88,2.74,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,17.28,index,valid,synthetic_ran_kpi,202,201,0.78,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,76.32,index,valid,synthetic_ran_kpi,292,287,0.76,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,35.05,index,valid,synthetic_ran_kpi,249,244,5.6,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,68.66,index,valid,synthetic_ran_kpi,182,181,3.61,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,68.39,index,valid,synthetic_ran_kpi,129,124,2.37,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,76.98,index,valid,synthetic_ran_kpi,100,95,4.95,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,74.45,index,valid,synthetic_ran_kpi,83,81,7.94,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,71.17,index,valid,synthetic_ran_kpi,97,95,3.82,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,64.68,index,valid,synthetic_ran_kpi,295,288,6.09,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,49.01,index,valid,synthetic_ran_kpi,232,228,5.67,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,66.82,index,valid,synthetic_ran_kpi,212,210,3.83,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,35.92,index,valid,synthetic_ran_kpi,286,279,2.28,99.9
RAN_KPI-CELL_CONGESTION_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,30.62,index,valid,synthetic_ran_kpi,260,253,6.68,99.9
