cell_handover_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_HANDOVER_HOURLY-01-66,CELL020201,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,79.8,index,valid,synthetic_ran_kpi,263,259,4.58,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,28.35,index,valid,synthetic_ran_kpi,106,99,5.79,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,17.77,index,valid,synthetic_ran_kpi,248,241,3.95,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,64.59,index,valid,synthetic_ran_kpi,165,160,6.88,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,50.05,index,valid,synthetic_ran_kpi,148,147,3.99,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,29.47,index,valid,synthetic_ran_kpi,208,203,7.65,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,37.29,index,valid,synthetic_ran_kpi,85,82,3.19,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,49.14,index,valid,synthetic_ran_kpi,258,257,0.61,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,55.82,index,valid,synthetic_ran_kpi,115,111,1.81,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,77.34,index,valid,synthetic_ran_kpi,214,210,7.85,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,72.2,index,valid,synthetic_ran_kpi,298,297,5.88,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,61.98,index,valid,synthetic_ran_kpi,239,234,4.79,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,51.23,index,valid,synthetic_ran_kpi,131,126,4.59,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,80.93,index,valid,synthetic_ran_kpi,195,187,2.49,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,36.75,index,valid,synthetic_ran_kpi,249,244,4.37,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,52.15,index,valid,synthetic_ran_kpi,210,204,7.59,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,43.13,index,valid,synthetic_ran_kpi,157,151,5.99,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,18.18,index,valid,synthetic_ran_kpi,283,277,2.8,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,47.63,index,valid,synthetic_ran_kpi,160,154,1.5,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,54.66,index,valid,synthetic_ran_kpi,225,217,6.41,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,51.08,index,valid,synthetic_ran_kpi,224,216,6.11,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,32.82,index,valid,synthetic_ran_kpi,126,119,7.22,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,46.17,index,valid,synthetic_ran_kpi,291,288,1.7,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,42.18,index,valid,synthetic_ran_kpi,212,209,3.33,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,41.59,index,valid,synthetic_ran_kpi,278,277,1.7,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,76.11,index,valid,synthetic_ran_kpi,293,287,5.65,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,36.17,index,valid,synthetic_ran_kpi,298,296,6.13,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,78.88,index,valid,synthetic_ran_kpi,111,105,7.61,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,41.54,index,valid,synthetic_ran_kpi,162,157,4.05,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,84.22,index,valid,synthetic_ran_kpi,214,207,0.96,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,36.95,index,valid,synthetic_ran_kpi,138,136,7.05,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,46.97,index,valid,synthetic_ran_kpi,268,265,2.35,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,43.4,index,valid,synthetic_ran_kpi,260,254,5.88,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,82.33,index,valid,synthetic_ran_kpi,249,248,7.2,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,73.68,index,valid,synthetic_ran_kpi,282,279,3.21,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,71.89,index,valid,synthetic_ran_kpi,207,205,6.46,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,28.38,index,valid,synthetic_ran_kpi,247,241,1.11,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,82.34,index,valid,synthetic_ran_kpi,128,120,6.56,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,73.29,index,valid,synthetic_ran_kpi,272,271,2.12,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,65.3,index,valid,synthetic_ran_kpi,207,199,7.21,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,66.44,index,valid,synthetic_ran_kpi,223,219,5.3,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,51.48,index,valid,synthetic_ran_kpi,195,191,6.27,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,63.0,index,valid,synthetic_ran_kpi,231,228,4.88,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,30.57,index,valid,synthetic_ran_kpi,252,244,4.98,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,21.53,index,valid,synthetic_ran_kpi,298,292,1.1,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,76.72,index,valid,synthetic_ran_kpi,128,127,5.07,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,80.07,index,valid,synthetic_ran_kpi,285,283,4.87,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,63.77,index,valid,synthetic_ran_kpi,136,133,5.12,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,48.5,index,valid,synthetic_ran_kpi,112,105,7.03,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,44.1,index,valid,synthetic_ran_kpi,273,270,6.07,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,84.98,index,valid,synthetic_ran_kpi,176,170,1.91,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,25.56,index,valid,synthetic_ran_kpi,144,141,4.84,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,18.97,index,valid,synthetic_ran_kpi,169,163,3.96,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,50.05,index,valid,synthetic_ran_kpi,93,89,6.86,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,77.66,index,valid,synthetic_ran_kpi,139,131,1.75,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,62.49,index,valid,synthetic_ran_kpi,132,131,5.72,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,79.04,index,valid,synthetic_ran_kpi,117,113,4.22,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,63.7,index,valid,synthetic_ran_kpi,135,134,6.44,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,46.07,index,valid,synthetic_ran_kpi,175,171,7.9,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,43.02,index,valid,synthetic_ran_kpi,235,232,1.78,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,72.49,index,valid,synthetic_ran_kpi,144,137,6.58,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,33.22,index,valid,synthetic_ran_kpi,154,150,2.21,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,38.45,index,valid,synthetic_ran_kpi,144,139,3.64,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,84.22,index,valid,synthetic_ran_kpi,149,144,1.39,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,54.9,index,valid,synthetic_ran_kpi,235,231,5.45,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,26.12,index,valid,synthetic_ran_kpi,199,198,7.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,35.73,index,valid,synthetic_ran_kpi,161,157,7.05,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,16.52,index,valid,synthetic_ran_kpi,243,241,1.35,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,43.14,index,valid,synthetic_ran_kpi,148,144,2.7,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,80.46,index,valid,synthetic_ran_kpi,144,137,2.52,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,46.65,index,valid,synthetic_ran_kpi,277,270,7.29,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,63.8,index,valid,synthetic_ran_kpi,252,250,6.62,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,77.94,index,valid,synthetic_ran_kpi,249,245,0.69,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,56.21,index,valid,synthetic_ran_kpi,168,167,5.07,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,19.01,index,valid,synthetic_ran_kpi,135,132,0.63,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,43.71,index,valid,synthetic_ran_kpi,138,132,0.77,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,29.68,index,valid,synthetic_ran_kpi,190,184,0.95,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,26.57,index,valid,synthetic_ran_kpi,136,129,7.42,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,34.07,index,valid,synthetic_ran_kpi,99,93,1.02,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,48.28,index,valid,synthetic_ran_kpi,279,272,4.88,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,70.14,index,valid,synthetic_ran_kpi,296,295,7.95,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,73.12,index,valid,synthetic_ran_kpi,231,229,3.38,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,82.18,index,valid,synthetic_ran_kpi,139,133,5.0,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,66.65,index,valid,synthetic_ran_kpi,255,247,0.94,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,72.14,index,valid,synthetic_ran_kpi,267,262,2.89,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,41.8,index,valid,synthetic_ran_kpi,256,253,1.79,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,54.17,index,valid,synthetic_ran_kpi,276,273,2.68,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,49.77,index,valid,synthetic_ran_kpi,201,194,5.67,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,45.55,index,valid,synthetic_ran_kpi,229,224,2.67,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,39.23,index,valid,synthetic_ran_kpi,209,206,2.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,63.24,index,valid,synthetic_ran_kpi,153,150,6.02,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,70.58,index,valid,synthetic_ran_kpi,122,115,1.19,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,38.75,index,valid,synthetic_ran_kpi,119,114,4.02,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,64.93,index,valid,synthetic_ran_kpi,214,211,3.93,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,46.25,index,valid,synthetic_ran_kpi,97,92,0.83,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,74.66,index,valid,synthetic_ran_kpi,245,239,5.18,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,27.64,index,valid,synthetic_ran_kpi,177,175,7.49,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,54.42,index,valid,synthetic_ran_kpi,280,277,3.1,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,61.22,index,valid,synthetic_ran_kpi,204,198,2.97,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,61.42,index,valid,synthetic_ran_kpi,298,297,5.34,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,75.86,index,valid,synthetic_ran_kpi,242,240,4.97,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,28.24,index,valid,synthetic_ran_kpi,285,283,1.3,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,50.8,index,valid,synthetic_ran_kpi,228,224,2.27,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,40.18,index,valid,synthetic_ran_kpi,299,296,4.43,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,42.99,index,valid,synthetic_ran_kpi,117,115,4.34,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,34.64,index,valid,synthetic_ran_kpi,187,186,0.54,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,31.86,index,valid,synthetic_ran_kpi,171,168,2.62,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,39.61,index,valid,synthetic_ran_kpi,116,115,0.64,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,19.43,index,valid,synthetic_ran_kpi,264,256,5.35,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,63.23,index,valid,synthetic_ran_kpi,202,194,3.2,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,65.9,index,valid,synthetic_ran_kpi,133,129,5.54,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,19.18,index,valid,synthetic_ran_kpi,186,179,6.54,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,43.59,index,valid,synthetic_ran_kpi,81,74,4.77,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,61.16,index,valid,synthetic_ran_kpi,134,130,7.48,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,55.67,index,valid,synthetic_ran_kpi,118,112,7.03,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,21.71,index,valid,synthetic_ran_kpi,235,228,6.44,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,22.99,index,valid,synthetic_ran_kpi,229,227,1.49,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,65.07,index,valid,synthetic_ran_kpi,226,223,1.28,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,47.34,index,valid,synthetic_ran_kpi,167,160,0.52,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,28.33,index,valid,synthetic_ran_kpi,248,246,4.27,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,31.45,index,valid,synthetic_ran_kpi,180,172,5.48,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,29.38,index,valid,synthetic_ran_kpi,261,255,1.37,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,45.02,index,valid,synthetic_ran_kpi,222,215,3.8,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,60.74,index,valid,synthetic_ran_kpi,115,112,7.29,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,24.76,index,valid,synthetic_ran_kpi,130,124,5.56,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,24.92,index,valid,synthetic_ran_kpi,231,228,1.67,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,15.48,index,valid,synthetic_ran_kpi,144,141,2.25,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,31.36,index,valid,synthetic_ran_kpi,180,178,3.42,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,38.2,index,valid,synthetic_ran_kpi,183,176,4.47,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,42.52,index,valid,synthetic_ran_kpi,213,210,4.69,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,52.22,index,valid,synthetic_ran_kpi,196,194,6.39,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,41.57,index,valid,synthetic_ran_kpi,104,103,5.39,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,57.1,index,valid,synthetic_ran_kpi,122,118,7.84,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,40.82,index,valid,synthetic_ran_kpi,120,112,1.85,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,69.79,index,valid,synthetic_ran_kpi,239,231,1.47,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,80.17,index,valid,synthetic_ran_kpi,130,123,1.41,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,27.66,index,valid,synthetic_ran_kpi,136,135,5.47,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,68.67,index,valid,synthetic_ran_kpi,119,112,4.62,99.9
RAN_KPI-CELL_HANDOVER_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,60.66,index,valid,synthetic_ran_kpi,111,105,0.73,99.9
