cell_users_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_USERS_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,58.59,index,valid,synthetic_ran_kpi,162,157,2.21,99.9
RAN_KPI-CELL_USERS_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,76.09,index,valid,synthetic_ran_kpi,232,226,6.74,99.9
RAN_KPI-CELL_USERS_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,20.55,index,valid,synthetic_ran_kpi,295,287,2.33,99.9
RAN_KPI-CELL_USERS_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,73.63,index,valid,synthetic_ran_kpi,248,241,6.35,99.9
RAN_KPI-CELL_USERS_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,32.1,index,valid,synthetic_ran_kpi,236,231,4.33,99.9
RAN_KPI-CELL_USERS_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,67.77,index,valid,synthetic_ran_kpi,215,211,3.23,99.9
RAN_KPI-CELL_USERS_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,19.09,index,valid,synthetic_ran_kpi,108,101,5.09,99.9
RAN_KPI-CELL_USERS_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,25.44,index,valid,synthetic_ran_kpi,132,131,0.68,99.9
RAN_KPI-CELL_USERS_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,52.22,index,valid,synthetic_ran_kpi,248,243,1.35,99.9
RAN_KPI-CELL_USERS_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,70.74,index,valid,synthetic_ran_kpi,108,107,4.47,99.9
RAN_KPI-CELL_USERS_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,46.04,index,valid,synthetic_ran_kpi,92,87,7.36,99.9
RAN_KPI-CELL_USERS_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,51.14,index,valid,synthetic_ran_kpi,138,130,3.46,99.9
RAN_KPI-CELL_USERS_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,21.71,index,valid,synthetic_ran_kpi,254,248,4.14,99.9
RAN_KPI-CELL_USERS_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,32.24,index,valid,synthetic_ran_kpi,243,238,4.63,99.9
RAN_KPI-CELL_USERS_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,38.57,index,valid,synthetic_ran_kpi,248,245,7.61,99.9
RAN_KPI-CELL_USERS_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,82.21,index,valid,synthetic_ran_kpi,220,213,3.06,99.9
RAN_KPI-CELL_USERS_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,52.64,index,valid,synthetic_ran_kpi,278,271,1.69,99.9
RAN_KPI-CELL_USERS_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,60.95,index,valid,synthetic_ran_kpi,261,255,8.0,99.9
RAN_KPI-CELL_USERS_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,69.9,index,valid,synthetic_ran_kpi,240,234,2.77,99.9
RAN_KPI-CELL_USERS_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,75.9,index,valid,synthetic_ran_kpi,282,274,6.7,99.9
RAN_KPI-CELL_USERS_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,83.09,index,valid,synthetic_ran_kpi,140,136,4.15,99.9
RAN_KPI-CELL_USERS_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,28.16,index,valid,synthetic_ran_kpi,172,169,2.53,99.9
RAN_KPI-CELL_USERS_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,20.09,index,valid,synthetic_ran_kpi,100,93,6.66,99.9
RAN_KPI-CELL_USERS_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,65.51,index,valid,synthetic_ran_kpi,197,191,1.74,99.9
RAN_KPI-CELL_USERS_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,41.63,index,valid,synthetic_ran_kpi,235,231,2.61,99.9
RAN_KPI-CELL_USERS_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,53.92,index,valid,synthetic_ran_kpi,101,98,2.66,99.9
RAN_KPI-CELL_USERS_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,54.37,index,valid,synthetic_ran_kpi,206,202,1.1,99.9
RAN_KPI-CELL_USERS_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,39.51,index,valid,synthetic_ran_kpi,89,87,7.84,99.9
RAN_KPI-CELL_USERS_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,78.13,index,valid,synthetic_ran_kpi,188,180,1.06,99.9
RAN_KPI-CELL_USERS_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,15.44,index,valid,synthetic_ran_kpi,104,96,5.34,99.9
RAN_KPI-CELL_USERS_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,26.07,index,valid,synthetic_ran_kpi,284,278,0.84,99.9
RAN_KPI-CELL_USERS_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,18.99,index,valid,synthetic_ran_kpi,257,252,3.34,99.9
RAN_KPI-CELL_USERS_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,84.95,index,valid,synthetic_ran_kpi,152,145,2.27,99.9
RAN_KPI-CELL_USERS_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,70.85,index,valid,synthetic_ran_kpi,194,193,6.56,99.9
RAN_KPI-CELL_USERS_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,33.08,index,valid,synthetic_ran_kpi,147,142,4.15,99.9
RAN_KPI-CELL_USERS_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,63.1,index,valid,synthetic_ran_kpi,251,245,4.02,99.9
RAN_KPI-CELL_USERS_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,31.11,index,valid,synthetic_ran_kpi,262,254,5.23,99.9
RAN_KPI-CELL_USERS_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,32.78,index,valid,synthetic_ran_kpi,152,146,3.76,99.9
RAN_KPI-CELL_USERS_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,48.02,index,valid,synthetic_ran_kpi,104,103,7.58,99.9
RAN_KPI-CELL_USERS_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,53.31,index,valid,synthetic_ran_kpi,114,112,2.75,99.9
RAN_KPI-CELL_USERS_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,45.19,index,valid,synthetic_ran_kpi,178,171,3.33,99.9
RAN_KPI-CELL_USERS_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,64.15,index,valid,synthetic_ran_kpi,233,230,6.32,99.9
RAN_KPI-CELL_USERS_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,33.39,index,valid,synthetic_ran_kpi,120,115,6.48,99.9
RAN_KPI-CELL_USERS_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,67.7,index,valid,synthetic_ran_kpi,168,165,5.36,99.9
RAN_KPI-CELL_USERS_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,30.98,index,valid,synthetic_ran_kpi,102,95,1.14,99.9
RAN_KPI-CELL_USERS_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,25.56,index,valid,synthetic_ran_kpi,115,108,5.09,99.9
RAN_KPI-CELL_USERS_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,78.76,index,valid,synthetic_ran_kpi,259,257,6.6,99.9
RAN_KPI-CELL_USERS_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,23.4,index,valid,synthetic_ran_kpi,187,181,3.71,99.9
RAN_KPI-CELL_USERS_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,78.34,index,valid,synthetic_ran_kpi,114,112,1.74,99.9
RAN_KPI-CELL_USERS_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,23.23,index,valid,synthetic_ran_kpi,163,162,4.32,99.9
RAN_KPI-CELL_USERS_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,47.58,index,valid,synthetic_ran_kpi,288,280,0.9,99.9
RAN_KPI-CELL_USERS_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,17.36,index,valid,synthetic_ran_kpi,270,269,3.96,99.9
RAN_KPI-CELL_USERS_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,50.78,index,valid,synthetic_ran_kpi,80,77,3.04,99.9
RAN_KPI-CELL_USERS_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,16.27,index,valid,synthetic_ran_kpi,179,175,7.6,99.9
RAN_KPI-CELL_USERS_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,34.78,index,valid,synthetic_ran_kpi,118,114,1.97,99.9
RAN_KPI-CELL_USERS_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,70.03,index,valid,synthetic_ran_kpi,285,277,5.12,99.9
RAN_KPI-CELL_USERS_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,82.2,index,valid,synthetic_ran_kpi,230,223,2.7,99.9
RAN_KPI-CELL_USERS_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,72.95,index,valid,synthetic_ran_kpi,80,76,6.32,99.9
RAN_KPI-CELL_USERS_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,73.04,index,valid,synthetic_ran_kpi,215,210,7.2,99.9
RAN_KPI-CELL_USERS_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,58.54,index,valid,synthetic_ran_kpi,141,139,7.87,99.9
RAN_KPI-CELL_USERS_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,45.01,index,valid,synthetic_ran_kpi,271,265,2.87,99.9
RAN_KPI-CELL_USERS_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,64.18,index,valid,synthetic_ran_kpi,93,87,7.16,99.9
RAN_KPI-CELL_USERS_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,37.05,index,valid,synthetic_ran_kpi,83,82,2.83,99.9
RAN_KPI-CELL_USERS_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,55.28,index,valid,synthetic_ran_kpi,95,89,2.65,99.9
RAN_KPI-CELL_USERS_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,22.13,index,valid,synthetic_ran_kpi,193,191,4.55,99.9
RAN_KPI-CELL_USERS_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,57.45,index,valid,synthetic_ran_kpi,216,208,7.88,99.9
RAN_KPI-CELL_USERS_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,44.04,index,valid,synthetic_ran_kpi,252,244,7.86,99.9
RAN_KPI-CELL_USERS_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,56.43,index,valid,synthetic_ran_kpi,144,141,7.89,99.9
RAN_KPI-CELL_USERS_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,79.59,index,valid,synthetic_ran_kpi,260,256,7.47,99.9
RAN_KPI-CELL_USERS_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,69.5,index,valid,synthetic_ran_kpi,204,198,2.71,99.9
RAN_KPI-CELL_USERS_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,44.62,index,valid,synthetic_ran_kpi,167,166,4.36,99.9
RAN_KPI-CELL_USERS_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,46.69,index,valid,synthetic_ran_kpi,102,94,5.04,99.9
RAN_KPI-CELL_USERS_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,39.76,index,valid,synthetic_ran_kpi,241,239,2.37,99.9
RAN_KPI-CELL_USERS_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,72.07,index,valid,synthetic_ran_kpi,295,291,2.85,99.9
RAN_KPI-CELL_USERS_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,55.81,index,valid,synthetic_ran_kpi,141,136,0.58,99.9
RAN_KPI-CELL_USERS_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,63.82,index,valid,synthetic_ran_kpi,94,87,3.28,99.9
RAN_KPI-CELL_USERS_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,80.33,index,valid,synthetic_ran_kpi,153,148,7.27,99.9
RAN_KPI-CELL_USERS_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,47.95,index,valid,synthetic_ran_kpi,160,153,2.09,99.9
RAN_KPI-CELL_USERS_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,57.61,index,valid,synthetic_ran_kpi,110,102,4.69,99.9
RAN_KPI-CELL_USERS_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,84.31,index,valid,synthetic_ran_kpi,85,81,0.68,99.9
RAN_KPI-CELL_USERS_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,44.49,index,valid,synthetic_ran_kpi,179,178,6.18,99.9
RAN_KPI-CELL_USERS_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,43.05,index,valid,synthetic_ran_kpi,201,199,1.15,99.9
RAN_KPI-CELL_USERS_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,84.83,index,valid,synthetic_ran_kpi,147,144,3.02,99.9
RAN_KPI-CELL_USERS_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,67.27,index,valid,synthetic_ran_kpi,133,131,3.04,99.9
RAN_KPI-CELL_USERS_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,21.35,index,valid,synthetic_ran_kpi,156,151,0.93,99.9
RAN_KPI-CELL_USERS_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,46.06,index,valid,synthetic_ran_kpi,163,161,7.63,99.9
RAN_KPI-CELL_USERS_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,70.41,index,valid,synthetic_ran_kpi,208,201,6.95,99.9
RAN_KPI-CELL_USERS_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,69.8,index,valid,synthetic_ran_kpi,263,259,7.13,99.9
RAN_KPI-CELL_USERS_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,56.07,index,valid,synthetic_ran_kpi,143,135,5.07,99.9
RAN_KPI-CELL_USERS_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,49.6,index,valid,synthetic_ran_kpi,296,289,1.04,99.9
RAN_KPI-CELL_USERS_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,79.46,index,valid,synthetic_ran_kpi,164,160,7.16,99.9
RAN_KPI-CELL_USERS_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,84.14,index,valid,synthetic_ran_kpi,276,275,2.44,99.9
RAN_KPI-CELL_USERS_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,84.28,index,valid,synthetic_ran_kpi,152,147,3.58,99.9
RAN_KPI-CELL_USERS_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,28.76,index,valid,synthetic_ran_kpi,217,214,4.53,99.9
RAN_KPI-CELL_USERS_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,71.94,index,valid,synthetic_ran_kpi,160,158,0.71,99.9
RAN_KPI-CELL_USERS_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,70.81,index,valid,synthetic_ran_kpi,128,121,1.16,99.9
RAN_KPI-CELL_USERS_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,19.57,index,valid,synthetic_ran_kpi,150,146,2.29,99.9
RAN_KPI-CELL_USERS_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,67.92,index,valid,synthetic_ran_kpi,146,142,6.61,99.9
RAN_KPI-CELL_USERS_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,81.24,index,valid,synthetic_ran_kpi,293,289,4.27,99.9
RAN_KPI-CELL_USERS_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,65.25,index,valid,synthetic_ran_kpi,212,205,4.94,99.9
RAN_KPI-CELL_USERS_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,78.78,index,valid,synthetic_ran_kpi,154,150,2.02,99.9
RAN_KPI-CELL_USERS_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,64.9,index,valid,synthetic_ran_kpi,120,114,7.74,99.9
RAN_KPI-CELL_USERS_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,43.66,index,valid,synthetic_ran_kpi,194,186,6.51,99.9
RAN_KPI-CELL_USERS_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,75.72,index,valid,synthetic_ran_kpi,198,193,1.49,99.9
RAN_KPI-CELL_USERS_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,63.85,index,valid,synthetic_ran_kpi,291,288,1.24,99.9
RAN_KPI-CELL_USERS_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,31.04,index,valid,synthetic_ran_kpi,294,292,1.76,99.9
RAN_KPI-CELL_USERS_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,38.76,index,valid,synthetic_ran_kpi,281,273,7.82,99.9
RAN_KPI-CELL_USERS_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,37.35,index,valid,synthetic_ran_kpi,278,273,7.15,99.9
RAN_KPI-CELL_USERS_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,18.76,index,valid,synthetic_ran_kpi,115,112,6.79,99.9
RAN_KPI-CELL_USERS_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,78.58,index,valid,synthetic_ran_kpi,98,93,3.6,99.9
RAN_KPI-CELL_USERS_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,49.86,index,valid,synthetic_ran_kpi,83,81,6.69,99.9
RAN_KPI-CELL_USERS_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,38.7,index,valid,synthetic_ran_kpi,128,123,7.28,99.9
RAN_KPI-CELL_USERS_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,71.26,index,valid,synthetic_ran_kpi,255,253,4.96,99.9
RAN_KPI-CELL_USERS_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,23.31,index,valid,synthetic_ran_kpi,178,170,6.15,99.9
RAN_KPI-CELL_USERS_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,77.91,index,valid,synthetic_ran_kpi,105,101,6.83,99.9
RAN_KPI-CELL_USERS_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,45.94,index,valid,synthetic_ran_kpi,113,106,6.87,99.9
RAN_KPI-CELL_USERS_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,63.26,index,valid,synthetic_ran_kpi,96,92,5.58,99.9
RAN_KPI-CELL_USERS_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,81.6,index,valid,synthetic_ran_kpi,239,236,4.79,99.9
RAN_KPI-CELL_USERS_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,18.14,index,valid,synthetic_ran_kpi,82,74,6.87,99.9
RAN_KPI-CELL_USERS_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,25.33,index,valid,synthetic_ran_kpi,283,276,7.69,99.9
RAN_KPI-CELL_USERS_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,30.29,index,valid,synthetic_ran_kpi,290,285,4.91,99.9
RAN_KPI-CELL_USERS_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,62.73,index,valid,synthetic_ran_kpi,217,216,5.38,99.9
RAN_KPI-CELL_USERS_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,36.46,index,valid,synthetic_ran_kpi,119,117,7.47,99.9
RAN_KPI-CELL_USERS_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,34.48,index,valid,synthetic_ran_kpi,88,80,4.23,99.9
RAN_KPI-CELL_USERS_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,77.18,index,valid,synthetic_ran_kpi,267,261,7.32,99.9
RAN_KPI-CELL_USERS_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,46.8,index,valid,synthetic_ran_kpi,234,230,1.87,99.9
RAN_KPI-CELL_USERS_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,77.98,index,valid,synthetic_ran_kpi,272,266,7.84,99.9
RAN_KPI-CELL_USERS_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,70.3,index,valid,synthetic_ran_kpi,281,278,1.64,99.9
RAN_KPI-CELL_USERS_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,72.32,index,valid,synthetic_ran_kpi,208,201,2.18,99.9
RAN_KPI-CELL_USERS_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,61.3,index,valid,synthetic_ran_kpi,179,177,2.06,99.9
RAN_KPI-CELL_USERS_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,75.71,index,valid,synthetic_ran_kpi,82,75,2.42,99.9
RAN_KPI-CELL_USERS_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,48.93,index,valid,synthetic_ran_kpi,148,140,2.0,99.9
RAN_KPI-CELL_USERS_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,44.0,index,valid,synthetic_ran_kpi,228,224,3.38,99.9
RAN_KPI-CELL_USERS_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,37.03,index,valid,synthetic_ran_kpi,163,160,4.55,99.9
RAN_KPI-CELL_USERS_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,63.36,index,valid,synthetic_ran_kpi,89,87,6.15,99.9
RAN_KPI-CELL_USERS_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,68.73,index,valid,synthetic_ran_kpi,174,167,6.87,99.9
RAN_KPI-CELL_USERS_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,26.7,index,valid,synthetic_ran_kpi,141,138,1.39,99.9
RAN_KPI-CELL_USERS_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,57.58,index,valid,synthetic_ran_kpi,113,111,4.54,99.9
RAN_KPI-CELL_USERS_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,45.99,index,valid,synthetic_ran_kpi,231,225,5.01,99.9
RAN_KPI-CELL_USERS_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,74.88,index,valid,synthetic_ran_kpi,119,114,6.05,99.9
RAN_KPI-CELL_USERS_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,37.54,index,valid,synthetic_ran_kpi,200,199,3.06,99.9
RAN_KPI-CELL_USERS_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,43.01,index,valid,synthetic_ran_kpi,152,150,2.12,99.9
RAN_KPI-CELL_USERS_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,30.21,index,valid,synthetic_ran_kpi,225,223,6.21,99.9
