cell_modulation_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_MODULATION_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,50.38,index,valid,synthetic_ran_kpi,201,193,3.58,99.9
RAN_KPI-CELL_MODULATION_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,41.77,index,valid,synthetic_ran_kpi,280,278,7.48,99.9
RAN_KPI-CELL_MODULATION_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,55.44,index,valid,synthetic_ran_kpi,98,94,7.21,99.9
RAN_KPI-CELL_MODULATION_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,57.48,index,valid,synthetic_ran_kpi,235,230,4.05,99.9
RAN_KPI-CELL_MODULATION_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,47.1,index,valid,synthetic_ran_kpi,215,209,3.12,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,63.94,index,valid,synthetic_ran_kpi,160,159,5.27,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,36.35,index,valid,synthetic_ran_kpi,87,81,2.2,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,51.91,index,valid,synthetic_ran_kpi,236,235,2.8,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,79.64,index,valid,synthetic_ran_kpi,264,260,1.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,50.01,index,valid,synthetic_ran_kpi,254,251,6.18,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,73.03,index,valid,synthetic_ran_kpi,82,77,4.12,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,48.75,index,valid,synthetic_ran_kpi,105,102,5.6,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,44.86,index,valid,synthetic_ran_kpi,122,118,3.83,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,75.32,index,valid,synthetic_ran_kpi,99,97,3.42,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,71.22,index,valid,synthetic_ran_kpi,222,214,1.43,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,69.18,index,valid,synthetic_ran_kpi,299,297,2.05,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,28.23,index,valid,synthetic_ran_kpi,86,79,6.36,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,25.47,index,valid,synthetic_ran_kpi,89,81,7.44,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,58.36,index,valid,synthetic_ran_kpi,123,121,0.83,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,57.5,index,valid,synthetic_ran_kpi,188,186,6.2,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,79.04,index,valid,synthetic_ran_kpi,260,253,5.58,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,50.3,index,valid,synthetic_ran_kpi,215,212,2.62,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,62.08,index,valid,synthetic_ran_kpi,187,183,4.67,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,61.84,index,valid,synthetic_ran_kpi,172,168,4.31,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,78.75,index,valid,synthetic_ran_kpi,292,290,2.65,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,25.35,index,valid,synthetic_ran_kpi,173,167,5.24,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,79.32,index,valid,synthetic_ran_kpi,98,90,4.33,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,26.16,index,valid,synthetic_ran_kpi,232,227,2.49,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,71.62,index,valid,synthetic_ran_kpi,177,170,6.49,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,15.78,index,valid,synthetic_ran_kpi,217,216,0.74,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,32.4,index,valid,synthetic_ran_kpi,167,164,6.32,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,74.72,index,valid,synthetic_ran_kpi,283,276,4.12,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,34.43,index,valid,synthetic_ran_kpi,201,199,5.77,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,30.95,index,valid,synthetic_ran_kpi,217,213,0.8,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,27.3,index,valid,synthetic_ran_kpi,85,79,3.83,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,83.38,index,valid,synthetic_ran_kpi,178,171,1.15,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,71.72,index,valid,synthetic_ran_kpi,90,84,7.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,51.03,index,valid,synthetic_ran_kpi,113,107,5.42,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,38.9,index,valid,synthetic_ran_kpi,134,131,4.77,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,60.97,index,valid,synthetic_ran_kpi,282,279,7.89,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,79.29,index,valid,synthetic_ran_kpi,179,177,0.81,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,47.93,index,valid,synthetic_ran_kpi,199,197,0.57,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,65.98,index,valid,synthetic_ran_kpi,166,162,4.7,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,67.24,index,valid,synthetic_ran_kpi,131,127,3.67,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,76.43,index,valid,synthetic_ran_kpi,237,234,4.33,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,36.09,index,valid,synthetic_ran_kpi,136,129,5.24,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,64.67,index,valid,synthetic_ran_kpi,112,111,6.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,82.82,index,valid,synthetic_ran_kpi,130,128,4.92,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,66.42,index,valid,synthetic_ran_kpi,219,217,6.94,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,32.22,index,valid,synthetic_ran_kpi,202,197,4.2,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,61.64,index,valid,synthetic_ran_kpi,80,76,2.78,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,22.76,index,valid,synthetic_ran_kpi,272,264,1.93,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,72.75,index,valid,synthetic_ran_kpi,299,291,5.35,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,61.8,index,valid,synthetic_ran_kpi,119,112,3.32,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,67.38,index,valid,synthetic_ran_kpi,244,242,7.99,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,78.58,index,valid,synthetic_ran_kpi,173,168,7.92,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,33.33,index,valid,synthetic_ran_kpi,293,292,7.0,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,26.27,index,valid,synthetic_ran_kpi,241,238,5.94,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,16.93,index,valid,synthetic_ran_kpi,274,271,6.27,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,64.4,index,valid,synthetic_ran_kpi,279,275,6.9,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,39.14,index,valid,synthetic_ran_kpi,223,215,5.91,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,51.99,index,valid,synthetic_ran_kpi,230,225,2.41,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,63.26,index,valid,synthetic_ran_kpi,174,169,5.37,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,20.48,index,valid,synthetic_ran_kpi,275,271,7.05,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,47.79,index,valid,synthetic_ran_kpi,189,181,6.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,15.26,index,valid,synthetic_ran_kpi,290,287,7.89,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,15.77,index,valid,synthetic_ran_kpi,275,268,7.97,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,40.28,index,valid,synthetic_ran_kpi,266,258,1.44,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,55.19,index,valid,synthetic_ran_kpi,203,195,5.67,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,32.38,index,valid,synthetic_ran_kpi,153,151,5.23,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,19.0,index,valid,synthetic_ran_kpi,283,279,7.85,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,70.33,index,valid,synthetic_ran_kpi,98,96,5.08,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,57.87,index,valid,synthetic_ran_kpi,209,205,2.48,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,21.22,index,valid,synthetic_ran_kpi,95,93,6.2,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,37.28,index,valid,synthetic_ran_kpi,134,132,1.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,21.08,index,valid,synthetic_ran_kpi,213,210,2.1,99.9
RAN_KPI-CELL_MODULATION_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,76.78,index,valid,synthetic_ran_kpi,253,250,5.62,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,81.27,index,valid,synthetic_ran_kpi,128,125,1.45,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,50.66,index,valid,synthetic_ran_kpi,117,109,5.93,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,56.15,index,valid,synthetic_ran_kpi,266,262,4.71,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,78.52,index,valid,synthetic_ran_kpi,101,95,4.87,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,49.57,index,valid,synthetic_ran_kpi,220,216,3.83,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,20.76,index,valid,synthetic_ran_kpi,276,274,6.83,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,71.58,index,valid,synthetic_ran_kpi,226,222,3.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,29.3,index,valid,synthetic_ran_kpi,197,193,6.66,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,82.7,index,valid,synthetic_ran_kpi,187,184,4.23,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,78.98,index,valid,synthetic_ran_kpi,155,148,2.61,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,57.99,index,valid,synthetic_ran_kpi,81,73,3.45,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,64.58,index,valid,synthetic_ran_kpi,100,94,6.68,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,84.04,index,valid,synthetic_ran_kpi,108,103,3.72,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,50.64,index,valid,synthetic_ran_kpi,183,180,7.24,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,29.26,index,valid,synthetic_ran_kpi,247,245,3.18,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,58.48,index,valid,synthetic_ran_kpi,285,280,0.82,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,57.68,index,valid,synthetic_ran_kpi,148,145,5.66,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,71.8,index,valid,synthetic_ran_kpi,244,243,7.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,25.45,index,valid,synthetic_ran_kpi,114,107,6.24,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,62.85,index,valid,synthetic_ran_kpi,199,193,4.61,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,44.37,index,valid,synthetic_ran_kpi,234,231,2.88,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,71.42,index,valid,synthetic_ran_kpi,235,227,7.14,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,17.41,index,valid,synthetic_ran_kpi,270,266,5.47,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,51.15,index,valid,synthetic_ran_kpi,188,185,5.08,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,45.01,index,valid,synthetic_ran_kpi,170,162,3.93,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,59.82,index,valid,synthetic_ran_kpi,86,81,0.81,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,31.22,index,valid,synthetic_ran_kpi,121,113,4.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,61.02,index,valid,synthetic_ran_kpi,297,295,2.25,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,38.07,index,valid,synthetic_ran_kpi,235,229,1.19,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,34.48,index,valid,synthetic_ran_kpi,120,112,7.71,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,34.77,index,valid,synthetic_ran_kpi,238,237,2.64,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,79.95,index,valid,synthetic_ran_kpi,131,126,5.52,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,54.19,index,valid,synthetic_ran_kpi,196,192,3.61,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,36.57,index,valid,synthetic_ran_kpi,139,133,5.14,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,53.61,index,valid,synthetic_ran_kpi,263,259,7.58,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,21.56,index,valid,synthetic_ran_kpi,196,194,1.54,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,33.78,index,valid,synthetic_ran_kpi,285,282,0.68,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,26.25,index,valid,synthetic_ran_kpi,128,127,3.6,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,33.31,index,valid,synthetic_ran_kpi,271,267,7.75,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,76.48,index,valid,synthetic_ran_kpi,299,291,1.85,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,68.19,index,valid,synthetic_ran_kpi,283,275,3.44,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,55.06,index,valid,synthetic_ran_kpi,108,104,4.47,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,81.23,index,valid,synthetic_ran_kpi,110,108,6.53,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,70.38,index,valid,synthetic_ran_kpi,258,252,2.06,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,70.09,index,valid,synthetic_ran_kpi,272,267,7.03,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,63.42,index,valid,synthetic_ran_kpi,250,244,7.52,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,50.24,index,valid,synthetic_ran_kpi,280,279,0.58,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,34.93,index,valid,synthetic_ran_kpi,86,80,6.23,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,56.65,index,valid,synthetic_ran_kpi,248,245,1.52,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,19.31,index,valid,synthetic_ran_kpi,185,180,3.81,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,38.33,index,valid,synthetic_ran_kpi,136,135,1.24,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,42.92,index,valid,synthetic_ran_kpi,102,100,7.49,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,69.08,index,valid,synthetic_ran_kpi,297,290,1.72,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,48.19,index,valid,synthetic_ran_kpi,286,283,3.24,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,74.0,index,valid,synthetic_ran_kpi,215,211,2.88,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,63.67,index,valid,synthetic_ran_kpi,252,249,4.09,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,84.0,index,valid,synthetic_ran_kpi,118,117,2.27,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,41.86,index,valid,synthetic_ran_kpi,208,202,6.07,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,77.07,index,valid,synthetic_ran_kpi,267,260,2.33,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,51.01,index,valid,synthetic_ran_kpi,169,166,5.11,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,26.76,index,valid,synthetic_ran_kpi,174,173,1.58,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,27.19,index,valid,synthetic_ran_kpi,252,247,3.38,99.9
RAN_KPI-CELL_MODULATION_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,73.2,index,valid,synthetic_ran_kpi,127,124,4.98,99.9
