cell_prb_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_PRB_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,19.11,index,valid,synthetic_ran_kpi,140,136,1.51,99.9
RAN_KPI-CELL_PRB_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,35.82,index,valid,synthetic_ran_kpi,129,122,6.82,99.9
RAN_KPI-CELL_PRB_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,42.93,index,valid,synthetic_ran_kpi,276,275,7.61,99.9
RAN_KPI-CELL_PRB_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,64.07,index,valid,synthetic_ran_kpi,241,237,5.89,99.9
RAN_KPI-CELL_PRB_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,55.83,index,valid,synthetic_ran_kpi,125,123,7.6,99.9
RAN_KPI-CELL_PRB_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,63.86,index,valid,synthetic_ran_kpi,141,134,1.96,99.9
RAN_KPI-CELL_PRB_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,81.94,index,valid,synthetic_ran_kpi,272,268,6.11,99.9
RAN_KPI-CELL_PRB_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,15.4,index,valid,synthetic_ran_kpi,138,130,5.18,99.9
RAN_KPI-CELL_PRB_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,73.06,index,valid,synthetic_ran_kpi,285,282,5.66,99.9
RAN_KPI-CELL_PRB_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,75.11,index,valid,synthetic_ran_kpi,166,158,2.37,99.9
RAN_KPI-CELL_PRB_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,70.88,index,valid,synthetic_ran_kpi,94,86,1.6,99.9
RAN_KPI-CELL_PRB_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,52.14,index,valid,synthetic_ran_kpi,154,151,4.19,99.9
RAN_KPI-CELL_PRB_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,43.44,index,valid,synthetic_ran_kpi,244,240,1.77,99.9
RAN_KPI-CELL_PRB_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,52.72,index,valid,synthetic_ran_kpi,142,138,2.75,99.9
RAN_KPI-CELL_PRB_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,59.45,index,valid,synthetic_ran_kpi,104,98,4.93,99.9
RAN_KPI-CELL_PRB_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,69.13,index,valid,synthetic_ran_kpi,188,186,5.25,99.9
RAN_KPI-CELL_PRB_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,55.98,index,valid,synthetic_ran_kpi,151,143,1.83,99.9
RAN_KPI-CELL_PRB_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,26.51,index,valid,synthetic_ran_kpi,195,188,1.52,99.9
RAN_KPI-CELL_PRB_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,71.39,index,valid,synthetic_ran_kpi,163,157,1.39,99.9
RAN_KPI-CELL_PRB_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,32.24,index,valid,synthetic_ran_kpi,220,217,0.62,99.9
RAN_KPI-CELL_PRB_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,39.55,index,valid,synthetic_ran_kpi,257,249,1.66,99.9
RAN_KPI-CELL_PRB_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,82.92,index,valid,synthetic_ran_kpi,182,177,7.77,99.9
RAN_KPI-CELL_PRB_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,71.57,index,valid,synthetic_ran_kpi,196,191,7.65,99.9
RAN_KPI-CELL_PRB_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,53.25,index,valid,synthetic_ran_kpi,114,110,3.7,99.9
RAN_KPI-CELL_PRB_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,42.02,index,valid,synthetic_ran_kpi,186,184,3.58,99.9
RAN_KPI-CELL_PRB_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,28.75,index,valid,synthetic_ran_kpi,135,128,2.83,99.9
RAN_KPI-CELL_PRB_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,50.33,index,valid,synthetic_ran_kpi,249,244,1.02,99.9
RAN_KPI-CELL_PRB_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,40.79,index,valid,synthetic_ran_kpi,270,263,0.73,99.9
RAN_KPI-CELL_PRB_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,57.82,index,valid,synthetic_ran_kpi,156,148,4.93,99.9
RAN_KPI-CELL_PRB_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,37.8,index,valid,synthetic_ran_kpi,207,200,7.41,99.9
RAN_KPI-CELL_PRB_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,55.32,index,valid,synthetic_ran_kpi,293,291,0.54,99.9
RAN_KPI-CELL_PRB_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,63.06,index,valid,synthetic_ran_kpi,107,101,7.93,99.9
RAN_KPI-CELL_PRB_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,17.77,index,valid,synthetic_ran_kpi,197,190,5.61,99.9
RAN_KPI-CELL_PRB_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,75.13,index,valid,synthetic_ran_kpi,266,261,5.26,99.9
RAN_KPI-CELL_PRB_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,60.28,index,valid,synthetic_ran_kpi,169,162,4.71,99.9
RAN_KPI-CELL_PRB_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,47.84,index,valid,synthetic_ran_kpi,134,127,2.11,99.9
RAN_KPI-CELL_PRB_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,82.93,index,valid,synthetic_ran_kpi,165,157,1.12,99.9
RAN_KPI-CELL_PRB_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,76.58,index,valid,synthetic_ran_kpi,90,82,6.17,99.9
RAN_KPI-CELL_PRB_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,80.99,index,valid,synthetic_ran_kpi,244,238,3.16,99.9
RAN_KPI-CELL_PRB_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,46.04,index,valid,synthetic_ran_kpi,216,211,4.31,99.9
RAN_KPI-CELL_PRB_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,65.78,index,valid,synthetic_ran_kpi,149,145,3.63,99.9
RAN_KPI-CELL_PRB_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,63.93,index,valid,synthetic_ran_kpi,80,78,3.44,99.9
RAN_KPI-CELL_PRB_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,49.58,index,valid,synthetic_ran_kpi,180,179,3.41,99.9
RAN_KPI-CELL_PRB_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,65.81,index,valid,synthetic_ran_kpi,292,287,2.61,99.9
RAN_KPI-CELL_PRB_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,71.83,index,valid,synthetic_ran_kpi,235,232,6.09,99.9
RAN_KPI-CELL_PRB_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,40.65,index,valid,synthetic_ran_kpi,173,166,7.63,99.9
RAN_KPI-CELL_PRB_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,84.99,index,valid,synthetic_ran_kpi,275,271,7.67,99.9
RAN_KPI-CELL_PRB_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,47.11,index,valid,synthetic_ran_kpi,213,207,7.22,99.9
RAN_KPI-CELL_PRB_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,18.84,index,valid,synthetic_ran_kpi,196,189,0.54,99.9
RAN_KPI-CELL_PRB_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,55.32,index,valid,synthetic_ran_kpi,151,147,1.17,99.9
RAN_KPI-CELL_PRB_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,34.11,index,valid,synthetic_ran_kpi,186,182,4.64,99.9
RAN_KPI-CELL_PRB_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,49.34,index,valid,synthetic_ran_kpi,123,122,5.84,99.9
RAN_KPI-CELL_PRB_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,60.87,index,valid,synthetic_ran_kpi,151,146,0.7,99.9
RAN_KPI-CELL_PRB_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,79.19,index,valid,synthetic_ran_kpi,262,257,2.82,99.9
RAN_KPI-CELL_PRB_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,71.05,index,valid,synthetic_ran_kpi,290,282,2.37,99.9
RAN_KPI-CELL_PRB_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,83.22,index,valid,synthetic_ran_kpi,99,93,1.86,99.9
RAN_KPI-CELL_PRB_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,74.01,index,valid,synthetic_ran_kpi,230,225,0.67,99.9
RAN_KPI-CELL_PRB_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,64.45,index,valid,synthetic_ran_kpi,195,187,7.04,99.9
RAN_KPI-CELL_PRB_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,81.61,index,valid,synthetic_ran_kpi,94,93,3.07,99.9
RAN_KPI-CELL_PRB_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,55.19,index,valid,synthetic_ran_kpi,160,155,3.18,99.9
RAN_KPI-CELL_PRB_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,73.98,index,valid,synthetic_ran_kpi,270,266,4.32,99.9
RAN_KPI-CELL_PRB_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,21.64,index,valid,synthetic_ran_kpi,291,287,1.5,99.9
RAN_KPI-CELL_PRB_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,84.27,index,valid,synthetic_ran_kpi,100,92,5.38,99.9
RAN_KPI-CELL_PRB_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,59.24,index,valid,synthetic_ran_kpi,186,178,0.72,99.9
RAN_KPI-CELL_PRB_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,53.01,index,valid,synthetic_ran_kpi,173,172,0.78,99.9
RAN_KPI-CELL_PRB_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,21.78,index,valid,synthetic_ran_kpi,260,252,3.17,99.9
RAN_KPI-CELL_PRB_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,74.46,index,valid,synthetic_ran_kpi,96,94,5.16,99.9
RAN_KPI-CELL_PRB_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,44.47,index,valid,synthetic_ran_kpi,174,172,6.12,99.9
RAN_KPI-CELL_PRB_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,28.56,index,valid,synthetic_ran_kpi,274,271,7.81,99.9
RAN_KPI-CELL_PRB_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,21.27,index,valid,synthetic_ran_kpi,293,291,1.27,99.9
RAN_KPI-CELL_PRB_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,22.47,index,valid,synthetic_ran_kpi,251,247,2.87,99.9
RAN_KPI-CELL_PRB_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,58.26,index,valid,synthetic_ran_kpi,210,206,3.07,99.9
RAN_KPI-CELL_PRB_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,82.91,index,valid,synthetic_ran_kpi,288,282,5.92,99.9
RAN_KPI-CELL_PRB_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,47.57,index,valid,synthetic_ran_kpi,240,239,0.74,99.9
RAN_KPI-CELL_PRB_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,27.37,index,valid,synthetic_ran_kpi,122,121,3.44,99.9
RAN_KPI-CELL_PRB_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,70.54,index,valid,synthetic_ran_kpi,195,194,3.54,99.9
RAN_KPI-CELL_PRB_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,41.62,index,valid,synthetic_ran_kpi,154,150,1.31,99.9
RAN_KPI-CELL_PRB_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,22.29,index,valid,synthetic_ran_kpi,90,83,1.4,99.9
RAN_KPI-CELL_PRB_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,46.92,index,valid,synthetic_ran_kpi,264,256,7.93,99.9
RAN_KPI-CELL_PRB_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,64.46,index,valid,synthetic_ran_kpi,179,175,6.14,99.9
RAN_KPI-CELL_PRB_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,83.85,index,valid,synthetic_ran_kpi,104,96,0.74,99.9
RAN_KPI-CELL_PRB_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,53.76,index,valid,synthetic_ran_kpi,119,118,5.96,99.9
RAN_KPI-CELL_PRB_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,33.57,index,valid,synthetic_ran_kpi,199,191,4.72,99.9
RAN_KPI-CELL_PRB_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,15.36,index,valid,synthetic_ran_kpi,184,180,5.08,99.9
RAN_KPI-CELL_PRB_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,49.22,index,valid,synthetic_ran_kpi,171,169,2.62,99.9
RAN_KPI-CELL_PRB_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,74.21,index,valid,synthetic_ran_kpi,279,278,5.76,99.9
RAN_KPI-CELL_PRB_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,43.23,index,valid,synthetic_ran_kpi,95,91,2.11,99.9
RAN_KPI-CELL_PRB_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,50.79,index,valid,synthetic_ran_kpi,288,282,1.53,99.9
RAN_KPI-CELL_PRB_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,21.93,index,valid,synthetic_ran_kpi,185,182,2.24,99.9
RAN_KPI-CELL_PRB_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,45.91,index,valid,synthetic_ran_kpi,248,245,4.91,99.9
RAN_KPI-CELL_PRB_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,84.68,index,valid,synthetic_ran_kpi,87,84,2.5,99.9
RAN_KPI-CELL_PRB_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,47.72,index,valid,synthetic_ran_kpi,98,93,7.94,99.9
RAN_KPI-CELL_PRB_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,19.44,index,valid,synthetic_ran_kpi,297,290,6.38,99.9
RAN_KPI-CELL_PRB_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,17.13,index,valid,synthetic_ran_kpi,147,139,3.07,99.9
RAN_KPI-CELL_PRB_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,54.92,index,valid,synthetic_ran_kpi,168,163,3.58,99.9
RAN_KPI-CELL_PRB_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,66.92,index,valid,synthetic_ran_kpi,94,89,7.02,99.9
RAN_KPI-CELL_PRB_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,24.44,index,valid,synthetic_ran_kpi,237,236,3.55,99.9
RAN_KPI-CELL_PRB_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,58.5,index,valid,synthetic_ran_kpi,162,157,7.73,99.9
RAN_KPI-CELL_PRB_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,80.59,index,valid,synthetic_ran_kpi,103,96,2.01,99.9
RAN_KPI-CELL_PRB_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,31.1,index,valid,synthetic_ran_kpi,122,120,2.28,99.9
RAN_KPI-CELL_PRB_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,39.25,index,valid,synthetic_ran_kpi,174,169,6.06,99.9
RAN_KPI-CELL_PRB_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,59.09,index,valid,synthetic_ran_kpi,276,271,3.69,99.9
RAN_KPI-CELL_PRB_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,27.46,index,valid,synthetic_ran_kpi,160,154,2.51,99.9
RAN_KPI-CELL_PRB_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,43.88,index,valid,synthetic_ran_kpi,257,255,5.93,99.9
RAN_KPI-CELL_PRB_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,78.82,index,valid,synthetic_ran_kpi,196,194,6.13,99.9
RAN_KPI-CELL_PRB_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,35.59,index,valid,synthetic_ran_kpi,100,92,1.12,99.9
RAN_KPI-CELL_PRB_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,20.55,index,valid,synthetic_ran_kpi,212,210,6.26,99.9
RAN_KPI-CELL_PRB_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,80.2,index,valid,synthetic_ran_kpi,248,241,0.62,99.9
RAN_KPI-CELL_PRB_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,24.15,index,valid,synthetic_ran_kpi,283,277,1.32,99.9
RAN_KPI-CELL_PRB_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,48.74,index,valid,synthetic_ran_kpi,97,95,6.27,99.9
RAN_KPI-CELL_PRB_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,83.65,index,valid,synthetic_ran_kpi,129,125,0.88,99.9
RAN_KPI-CELL_PRB_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,35.03,index,valid,synthetic_ran_kpi,116,113,3.35,99.9
RAN_KPI-CELL_PRB_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,22.69,index,valid,synthetic_ran_kpi,243,237,6.63,99.9
RAN_KPI-CELL_PRB_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,36.78,index,valid,synthetic_ran_kpi,94,91,6.55,99.9
RAN_KPI-CELL_PRB_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,45.35,index,valid,synthetic_ran_kpi,90,87,5.37,99.9
RAN_KPI-CELL_PRB_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,18.9,index,valid,synthetic_ran_kpi,253,251,1.69,99.9
RAN_KPI-CELL_PRB_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,79.27,index,valid,synthetic_ran_kpi,268,260,5.12,99.9
RAN_KPI-CELL_PRB_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,40.83,index,valid,synthetic_ran_kpi,297,294,6.84,99.9
RAN_KPI-CELL_PRB_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,44.2,index,valid,synthetic_ran_kpi,228,223,3.85,99.9
RAN_KPI-CELL_PRB_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,36.16,index,valid,synthetic_ran_kpi,181,180,4.71,99.9
RAN_KPI-CELL_PRB_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,64.72,index,valid,synthetic_ran_kpi,140,138,5.66,99.9
RAN_KPI-CELL_PRB_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,62.35,index,valid,synthetic_ran_kpi,227,219,7.17,99.9
RAN_KPI-CELL_PRB_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,66.5,index,valid,synthetic_ran_kpi,230,223,4.96,99.9
RAN_KPI-CELL_PRB_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,52.4,index,valid,synthetic_ran_kpi,87,84,0.58,99.9
RAN_KPI-CELL_PRB_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,80.79,index,valid,synthetic_ran_kpi,262,261,2.72,99.9
RAN_KPI-CELL_PRB_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,43.86,index,valid,synthetic_ran_kpi,194,186,1.32,99.9
RAN_KPI-CELL_PRB_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,31.38,index,valid,synthetic_ran_kpi,100,95,5.0,99.9
RAN_KPI-CELL_PRB_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,24.01,index,valid,synthetic_ran_kpi,94,91,3.28,99.9
RAN_KPI-CELL_PRB_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,28.15,index,valid,synthetic_ran_kpi,113,111,7.3,99.9
RAN_KPI-CELL_PRB_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,44.45,index,valid,synthetic_ran_kpi,138,131,4.15,99.9
RAN_KPI-CELL_PRB_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,69.97,index,valid,synthetic_ran_kpi,135,131,5.17,99.9
RAN_KPI-CELL_PRB_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,73.8,index,valid,synthetic_ran_kpi,285,281,4.02,99.9
RAN_KPI-CELL_PRB_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,23.81,index,valid,synthetic_ran_kpi,266,258,6.33,99.9
RAN_KPI-CELL_PRB_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,66.41,index,valid,synthetic_ran_kpi,128,124,1.14,99.9
RAN_KPI-CELL_PRB_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,23.79,index,valid,synthetic_ran_kpi,225,221,1.68,99.9
RAN_KPI-CELL_PRB_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,39.86,index,valid,synthetic_ran_kpi,144,139,3.29,99.9
RAN_KPI-CELL_PRB_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,39.88,index,valid,synthetic_ran_kpi,103,95,5.98,99.9
RAN_KPI-CELL_PRB_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,65.82,index,valid,synthetic_ran_kpi,136,130,4.36,99.9
RAN_KPI-CELL_PRB_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,60.01,index,valid,synthetic_ran_kpi,133,131,7.34,99.9
RAN_KPI-CELL_PRB_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,77.96,index,valid,synthetic_ran_kpi,205,204,7.15,99.9
RAN_KPI-CELL_PRB_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,50.27,index,valid,synthetic_ran_kpi,135,132,4.25,99.9
RAN_KPI-CELL_PRB_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,15.78,index,valid,synthetic_ran_kpi,135,132,4.84,99.9
RAN_KPI-CELL_PRB_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,79.37,index,valid,synthetic_ran_kpi,153,149,4.32,99.9
