cell_availability_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-63,CELL020201,SLA,KV1,active,2026-08-20-15,2026-08-20 15:00:00,22.0,index,valid,synthetic_ran_kpi,278,276,4.66,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-64,CELL020201,SLA,KV1,active,2026-08-20-16,2026-08-20 16:00:00,20.69,index,valid,synthetic_ran_kpi,126,118,5.25,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-65,CELL020201,SLA,KV1,active,2026-08-20-17,2026-08-20 17:00:00,76.0,index,valid,synthetic_ran_kpi,112,107,7.49,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-66,CELL020201,SLA,KV1,active,2026-08-20-18,2026-08-20 18:00:00,47.87,index,valid,synthetic_ran_kpi,216,209,7.4,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,33.23,index,valid,synthetic_ran_kpi,179,172,3.99,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,70.82,index,valid,synthetic_ran_kpi,241,238,2.33,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,29.33,index,valid,synthetic_ran_kpi,133,126,5.74,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,67.06,index,valid,synthetic_ran_kpi,132,125,5.42,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,74.4,index,valid,synthetic_ran_kpi,179,178,1.15,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,77.95,index,valid,synthetic_ran_kpi,121,118,1.81,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,36.89,index,valid,synthetic_ran_kpi,266,258,1.74,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,49.8,index,valid,synthetic_ran_kpi,182,175,2.84,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,34.89,index,valid,synthetic_ran_kpi,187,186,5.58,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,77.69,index,valid,synthetic_ran_kpi,164,156,6.53,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,51.72,index,valid,synthetic_ran_kpi,282,276,4.85,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,23.19,index,valid,synthetic_ran_kpi,211,203,4.75,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,67.56,index,valid,synthetic_ran_kpi,179,173,1.64,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,73.03,index,valid,synthetic_ran_kpi,203,196,6.27,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,21.55,index,valid,synthetic_ran_kpi,139,132,0.62,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,34.26,index,valid,synthetic_ran_kpi,260,255,4.98,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,61.2,index,valid,synthetic_ran_kpi,125,118,6.89,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,83.49,index,valid,synthetic_ran_kpi,201,194,1.61,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,81.49,index,valid,synthetic_ran_kpi,248,241,4.72,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,18.59,index,valid,synthetic_ran_kpi,138,135,2.02,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,67.83,index,valid,synthetic_ran_kpi,239,234,6.73,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,71.91,index,valid,synthetic_ran_kpi,279,274,1.29,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,62.13,index,valid,synthetic_ran_kpi,208,203,4.88,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,60.19,index,valid,synthetic_ran_kpi,174,170,2.32,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,84.77,index,valid,synthetic_ran_kpi,209,205,0.79,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,69.18,index,valid,synthetic_ran_kpi,191,188,6.15,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,20.49,index,valid,synthetic_ran_kpi,154,148,7.2,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,72.78,index,valid,synthetic_ran_kpi,185,184,4.4,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,77.37,index,valid,synthetic_ran_kpi,160,154,3.27,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,53.5,index,valid,synthetic_ran_kpi,209,203,4.93,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,51.01,index,valid,synthetic_ran_kpi,92,88,1.22,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,25.53,index,valid,synthetic_ran_kpi,257,249,2.63,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,63.42,index,valid,synthetic_ran_kpi,148,144,2.09,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,34.45,index,valid,synthetic_ran_kpi,198,193,3.27,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,32.48,index,valid,synthetic_ran_kpi,86,79,2.15,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,30.16,index,valid,synthetic_ran_kpi,114,109,7.32,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,71.33,index,valid,synthetic_ran_kpi,239,233,6.12,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,42.56,index,valid,synthetic_ran_kpi,155,149,5.93,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,57.27,index,valid,synthetic_ran_kpi,196,188,2.0,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,56.66,index,valid,synthetic_ran_kpi,166,163,4.82,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,44.21,index,valid,synthetic_ran_kpi,98,96,2.87,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,18.33,index,valid,synthetic_ran_kpi,89,81,0.97,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,69.37,index,valid,synthetic_ran_kpi,210,205,0.52,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,69.82,index,valid,synthetic_ran_kpi,80,76,4.15,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,19.45,index,valid,synthetic_ran_kpi,101,93,3.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,70.04,index,valid,synthetic_ran_kpi,216,215,0.52,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,70.95,index,valid,synthetic_ran_kpi,198,197,3.47,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,21.57,index,valid,synthetic_ran_kpi,89,86,2.13,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,62.66,index,valid,synthetic_ran_kpi,265,262,2.59,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,64.48,index,valid,synthetic_ran_kpi,109,102,0.54,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,65.22,index,valid,synthetic_ran_kpi,161,153,1.03,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,77.67,index,valid,synthetic_ran_kpi,187,183,5.09,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,60.46,index,valid,synthetic_ran_kpi,92,89,2.21,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,40.47,index,valid,synthetic_ran_kpi,277,273,2.11,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,44.07,index,valid,synthetic_ran_kpi,117,114,4.35,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,60.24,index,valid,synthetic_ran_kpi,273,268,1.37,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,15.81,index,valid,synthetic_ran_kpi,102,101,3.46,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,30.12,index,valid,synthetic_ran_kpi,201,196,3.95,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,33.48,index,valid,synthetic_ran_kpi,216,215,0.53,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,18.33,index,valid,synthetic_ran_kpi,263,258,1.65,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,49.2,index,valid,synthetic_ran_kpi,124,119,1.65,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,64.33,index,valid,synthetic_ran_kpi,144,137,7.48,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,30.08,index,valid,synthetic_ran_kpi,245,243,2.05,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,20.78,index,valid,synthetic_ran_kpi,224,223,4.3,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,30.52,index,valid,synthetic_ran_kpi,276,274,1.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,24.37,index,valid,synthetic_ran_kpi,160,153,1.99,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,19.05,index,valid,synthetic_ran_kpi,289,281,3.77,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,43.54,index,valid,synthetic_ran_kpi,85,77,1.15,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,35.53,index,valid,synthetic_ran_kpi,236,235,4.86,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,75.87,index,valid,synthetic_ran_kpi,274,267,3.21,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,72.16,index,valid,synthetic_ran_kpi,277,272,1.14,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,62.37,index,valid,synthetic_ran_kpi,165,164,4.37,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,67.97,index,valid,synthetic_ran_kpi,201,198,2.71,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,50.81,index,valid,synthetic_ran_kpi,292,286,4.02,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,21.79,index,valid,synthetic_ran_kpi,262,255,2.98,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,40.47,index,valid,synthetic_ran_kpi,180,176,1.58,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,84.06,index,valid,synthetic_ran_kpi,178,172,3.78,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,78.17,index,valid,synthetic_ran_kpi,159,151,2.09,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,40.09,index,valid,synthetic_ran_kpi,122,116,7.99,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,74.02,index,valid,synthetic_ran_kpi,227,226,3.45,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,56.23,index,valid,synthetic_ran_kpi,248,246,1.78,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,84.6,index,valid,synthetic_ran_kpi,100,96,2.12,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,23.7,index,valid,synthetic_ran_kpi,156,153,2.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,75.44,index,valid,synthetic_ran_kpi,144,143,1.37,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,26.93,index,valid,synthetic_ran_kpi,111,103,7.34,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,23.56,index,valid,synthetic_ran_kpi,201,196,3.44,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,58.78,index,valid,synthetic_ran_kpi,142,140,2.71,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,57.48,index,valid,synthetic_ran_kpi,105,102,7.03,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,67.21,index,valid,synthetic_ran_kpi,110,104,5.82,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,78.09,index,valid,synthetic_ran_kpi,81,77,2.22,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,52.88,index,valid,synthetic_ran_kpi,116,109,2.38,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,73.58,index,valid,synthetic_ran_kpi,268,267,5.72,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,24.05,index,valid,synthetic_ran_kpi,288,286,5.73,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,48.1,index,valid,synthetic_ran_kpi,98,95,3.81,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,17.99,index,valid,synthetic_ran_kpi,264,257,1.92,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,46.36,index,valid,synthetic_ran_kpi,205,198,4.81,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,48.12,index,valid,synthetic_ran_kpi,247,242,7.69,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,37.94,index,valid,synthetic_ran_kpi,157,154,1.54,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,15.93,index,valid,synthetic_ran_kpi,236,230,1.22,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,24.33,index,valid,synthetic_ran_kpi,81,77,4.32,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,84.6,index,valid,synthetic_ran_kpi,242,241,4.56,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,22.57,index,valid,synthetic_ran_kpi,163,157,6.17,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,42.47,index,valid,synthetic_ran_kpi,225,218,6.53,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,80.66,index,valid,synthetic_ran_kpi,280,274,2.1,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,57.47,index,valid,synthetic_ran_kpi,132,128,7.01,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,37.67,index,valid,synthetic_ran_kpi,176,169,4.77,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,17.08,index,valid,synthetic_ran_kpi,121,120,2.66,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,50.58,index,valid,synthetic_ran_kpi,140,137,7.35,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,34.0,index,valid,synthetic_ran_kpi,108,105,2.11,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,77.9,index,valid,synthetic_ran_kpi,130,125,1.03,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,18.64,index,valid,synthetic_ran_kpi,226,223,3.44,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,57.71,index,valid,synthetic_ran_kpi,276,275,5.47,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,47.63,index,valid,synthetic_ran_kpi,216,209,5.15,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,81.45,index,valid,synthetic_ran_kpi,158,150,2.8,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,49.95,index,valid,synthetic_ran_kpi,177,174,0.96,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,25.81,index,valid,synthetic_ran_kpi,213,209,6.35,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,80.1,index,valid,synthetic_ran_kpi,260,254,3.34,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,24.16,index,valid,synthetic_ran_kpi,288,286,6.65,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,47.85,index,valid,synthetic_ran_kpi,227,223,5.88,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,77.1,index,valid,synthetic_ran_kpi,111,104,6.0,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,37.19,index,valid,synthetic_ran_kpi,125,117,5.2,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,51.44,index,valid,synthetic_ran_kpi,283,278,2.71,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,79.41,index,valid,synthetic_ran_kpi,211,204,2.67,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,62.97,index,valid,synthetic_ran_kpi,173,167,5.83,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,83.13,index,valid,synthetic_ran_kpi,169,162,1.36,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,47.69,index,valid,synthetic_ran_kpi,266,264,3.66,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,70.28,index,valid,synthetic_ran_kpi,163,155,5.23,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,48.08,index,valid,synthetic_ran_kpi,86,78,2.27,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,18.73,index,valid,synthetic_ran_kpi,120,118,2.31,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,29.93,index,valid,synthetic_ran_kpi,266,259,0.74,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,63.96,index,valid,synthetic_ran_kpi,101,94,4.24,99.9
RAN_KPI-CELL_AVAILABILITY_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,67.92,index,valid,synthetic_ran_kpi,122,115,4.84,99.9
