cell_retention_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_RETENTION_HOURLY-01-67,CELL020201,SLA,KV1,active,2026-08-20-19,2026-08-20 19:00:00,35.8,index,valid,synthetic_ran_kpi,150,147,4.76,99.9
RAN_KPI-CELL_RETENTION_HOURLY-01-68,CELL020201,SLA,KV1,active,2026-08-20-20,2026-08-20 20:00:00,37.26,index,valid,synthetic_ran_kpi,242,240,7.47,99.9
RAN_KPI-CELL_RETENTION_HOURLY-01-69,CELL020201,SLA,KV1,active,2026-08-20-21,2026-08-20 21:00:00,63.72,index,valid,synthetic_ran_kpi,195,187,4.04,99.9
RAN_KPI-CELL_RETENTION_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,79.8,index,valid,synthetic_ran_kpi,292,286,6.85,99.9
RAN_KPI-CELL_RETENTION_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,52.8,index,valid,synthetic_ran_kpi,222,215,2.71,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,72.19,index,valid,synthetic_ran_kpi,167,166,6.37,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,71.49,index,valid,synthetic_ran_kpi,274,266,3.08,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,70.44,index,valid,synthetic_ran_kpi,239,231,5.84,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,24.08,index,valid,synthetic_ran_kpi,286,284,1.36,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,33.54,index,valid,synthetic_ran_kpi,201,199,3.52,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,44.96,index,valid,synthetic_ran_kpi,105,99,1.18,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,26.3,index,valid,synthetic_ran_kpi,256,250,6.17,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,37.81,index,valid,synthetic_ran_kpi,188,186,6.77,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,36.83,index,valid,synthetic_ran_kpi,262,260,5.5,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,66.32,index,valid,synthetic_ran_kpi,275,267,6.44,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,34.82,index,valid,synthetic_ran_kpi,163,162,5.84,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,52.04,index,valid,synthetic_ran_kpi,187,182,5.15,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,76.29,index,valid,synthetic_ran_kpi,252,245,1.02,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,36.81,index,valid,synthetic_ran_kpi,137,132,3.58,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,18.76,index,valid,synthetic_ran_kpi,257,250,4.65,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,37.81,index,valid,synthetic_ran_kpi,185,179,3.85,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,63.6,index,valid,synthetic_ran_kpi,277,274,6.19,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,18.23,index,valid,synthetic_ran_kpi,270,264,7.24,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,74.84,index,valid,synthetic_ran_kpi,152,144,7.39,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,63.47,index,valid,synthetic_ran_kpi,95,93,5.62,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,45.12,index,valid,synthetic_ran_kpi,200,198,1.79,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,16.01,index,valid,synthetic_ran_kpi,121,115,1.57,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,56.34,index,valid,synthetic_ran_kpi,93,92,3.56,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,81.37,index,valid,synthetic_ran_kpi,195,194,0.61,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,79.21,index,valid,synthetic_ran_kpi,182,176,3.46,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,51.7,index,valid,synthetic_ran_kpi,181,176,3.44,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,69.38,index,valid,synthetic_ran_kpi,93,92,0.64,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,77.31,index,valid,synthetic_ran_kpi,198,196,6.43,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,46.25,index,valid,synthetic_ran_kpi,235,227,6.23,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,26.43,index,valid,synthetic_ran_kpi,200,192,2.86,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,48.54,index,valid,synthetic_ran_kpi,99,98,1.98,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,55.96,index,valid,synthetic_ran_kpi,162,154,1.92,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,75.5,index,valid,synthetic_ran_kpi,221,219,3.74,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,48.63,index,valid,synthetic_ran_kpi,137,135,7.43,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,24.39,index,valid,synthetic_ran_kpi,217,215,1.54,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,44.19,index,valid,synthetic_ran_kpi,94,87,0.77,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,82.02,index,valid,synthetic_ran_kpi,274,271,7.42,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,75.39,index,valid,synthetic_ran_kpi,205,203,3.7,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,65.29,index,valid,synthetic_ran_kpi,280,273,6.1,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,75.89,index,valid,synthetic_ran_kpi,236,235,1.34,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,81.29,index,valid,synthetic_ran_kpi,155,153,6.91,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,36.54,index,valid,synthetic_ran_kpi,80,77,6.15,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,37.75,index,valid,synthetic_ran_kpi,279,271,3.23,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,61.87,index,valid,synthetic_ran_kpi,234,229,0.57,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,76.3,index,valid,synthetic_ran_kpi,102,94,5.82,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,61.71,index,valid,synthetic_ran_kpi,260,255,2.23,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,67.04,index,valid,synthetic_ran_kpi,189,182,7.35,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,54.86,index,valid,synthetic_ran_kpi,226,218,5.39,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,55.34,index,valid,synthetic_ran_kpi,224,218,3.33,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,49.7,index,valid,synthetic_ran_kpi,120,115,2.64,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,45.41,index,valid,synthetic_ran_kpi,172,167,2.99,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,44.54,index,valid,synthetic_ran_kpi,248,247,2.35,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,80.5,index,valid,synthetic_ran_kpi,90,83,6.26,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,84.58,index,valid,synthetic_ran_kpi,151,149,1.42,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,61.22,index,valid,synthetic_ran_kpi,266,262,2.77,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,42.71,index,valid,synthetic_ran_kpi,105,101,1.98,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,33.08,index,valid,synthetic_ran_kpi,112,109,4.54,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,31.96,index,valid,synthetic_ran_kpi,181,180,6.91,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,67.36,index,valid,synthetic_ran_kpi,111,105,4.1,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,54.37,index,valid,synthetic_ran_kpi,99,94,0.92,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,62.52,index,valid,synthetic_ran_kpi,86,81,2.81,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,44.32,index,valid,synthetic_ran_kpi,119,111,3.21,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,47.49,index,valid,synthetic_ran_kpi,92,90,5.61,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,40.85,index,valid,synthetic_ran_kpi,167,162,3.93,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,61.5,index,valid,synthetic_ran_kpi,189,184,5.41,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,56.82,index,valid,synthetic_ran_kpi,297,289,3.67,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,35.56,index,valid,synthetic_ran_kpi,146,141,2.02,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,62.02,index,valid,synthetic_ran_kpi,143,138,6.49,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,70.2,index,valid,synthetic_ran_kpi,270,267,3.93,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,61.96,index,valid,synthetic_ran_kpi,144,136,5.69,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,66.35,index,valid,synthetic_ran_kpi,200,198,0.96,99.9
RAN_KPI-CELL_RETENTION_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,25.14,index,valid,synthetic_ran_kpi,197,196,0.89,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,33.33,index,valid,synthetic_ran_kpi,107,100,1.54,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,51.4,index,valid,synthetic_ran_kpi,132,127,2.83,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,54.99,index,valid,synthetic_ran_kpi,247,239,1.09,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,84.4,index,valid,synthetic_ran_kpi,103,100,3.01,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,40.62,index,valid,synthetic_ran_kpi,145,144,4.4,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,62.71,index,valid,synthetic_ran_kpi,218,211,3.14,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,72.48,index,valid,synthetic_ran_kpi,239,237,4.63,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,21.19,index,valid,synthetic_ran_kpi,283,275,3.05,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,71.94,index,valid,synthetic_ran_kpi,104,101,3.48,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,62.32,index,valid,synthetic_ran_kpi,270,266,5.85,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,41.24,index,valid,synthetic_ran_kpi,144,138,3.45,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,69.35,index,valid,synthetic_ran_kpi,299,295,2.42,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,47.9,index,valid,synthetic_ran_kpi,125,124,4.64,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,73.08,index,valid,synthetic_ran_kpi,132,127,3.5,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,17.45,index,valid,synthetic_ran_kpi,184,178,1.03,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,20.07,index,valid,synthetic_ran_kpi,274,267,7.65,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,49.04,index,valid,synthetic_ran_kpi,250,244,3.22,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,78.68,index,valid,synthetic_ran_kpi,263,256,1.13,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,76.09,index,valid,synthetic_ran_kpi,230,229,0.55,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,37.29,index,valid,synthetic_ran_kpi,196,193,4.08,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,58.12,index,valid,synthetic_ran_kpi,186,185,2.42,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,74.46,index,valid,synthetic_ran_kpi,209,206,5.46,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,65.45,index,valid,synthetic_ran_kpi,262,256,2.92,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,52.17,index,valid,synthetic_ran_kpi,96,91,5.96,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,44.03,index,valid,synthetic_ran_kpi,250,248,7.39,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,67.52,index,valid,synthetic_ran_kpi,294,292,2.02,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,60.21,index,valid,synthetic_ran_kpi,154,150,3.43,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,62.9,index,valid,synthetic_ran_kpi,192,184,1.89,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,54.61,index,valid,synthetic_ran_kpi,224,220,3.03,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,15.61,index,valid,synthetic_ran_kpi,122,116,7.0,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,31.42,index,valid,synthetic_ran_kpi,158,156,0.74,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,26.55,index,valid,synthetic_ran_kpi,145,142,1.8,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,52.99,index,valid,synthetic_ran_kpi,178,170,4.08,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,17.18,index,valid,synthetic_ran_kpi,261,259,2.92,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,55.35,index,valid,synthetic_ran_kpi,141,136,5.62,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,59.17,index,valid,synthetic_ran_kpi,121,118,2.31,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,64.55,index,valid,synthetic_ran_kpi,245,241,1.91,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,59.14,index,valid,synthetic_ran_kpi,247,244,3.85,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,31.76,index,valid,synthetic_ran_kpi,294,286,4.1,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,58.68,index,valid,synthetic_ran_kpi,113,111,5.66,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,62.04,index,valid,synthetic_ran_kpi,102,97,6.75,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,30.94,index,valid,synthetic_ran_kpi,103,98,7.8,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,56.56,index,valid,synthetic_ran_kpi,187,181,4.83,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,18.15,index,valid,synthetic_ran_kpi,146,139,4.14,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,15.41,index,valid,synthetic_ran_kpi,262,261,5.24,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,73.19,index,valid,synthetic_ran_kpi,167,164,6.77,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,71.01,index,valid,synthetic_ran_kpi,105,102,7.3,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,78.6,index,valid,synthetic_ran_kpi,137,132,0.84,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,48.81,index,valid,synthetic_ran_kpi,165,158,4.44,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,69.92,index,valid,synthetic_ran_kpi,101,94,7.91,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,79.98,index,valid,synthetic_ran_kpi,185,183,2.69,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,63.85,index,valid,synthetic_ran_kpi,110,102,7.37,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,22.48,index,valid,synthetic_ran_kpi,115,113,6.56,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,21.6,index,valid,synthetic_ran_kpi,164,157,6.24,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,28.53,index,valid,synthetic_ran_kpi,122,118,2.01,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,58.62,index,valid,synthetic_ran_kpi,107,101,5.92,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,44.64,index,valid,synthetic_ran_kpi,251,245,2.93,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,83.11,index,valid,synthetic_ran_kpi,245,241,1.85,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,81.7,index,valid,synthetic_ran_kpi,122,115,3.29,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,35.85,index,valid,synthetic_ran_kpi,175,172,1.8,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,80.95,index,valid,synthetic_ran_kpi,186,178,0.58,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,20.18,index,valid,synthetic_ran_kpi,168,160,5.57,99.9
RAN_KPI-CELL_RETENTION_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,66.86,index,valid,synthetic_ran_kpi,131,128,5.42,99.9
