cell_rrc_hourly_id,cell_id,province_code,area_code,status,date_hour,observed_at,metric_value,metric_unit,quality_flag,source_system,attempt_count,success_count,traffic_gb,availability_pct
RAN_KPI-CELL_RRC_HOURLY-01-70,CELL020201,SLA,KV1,active,2026-08-20-22,2026-08-20 22:00:00,28.17,index,valid,synthetic_ran_kpi,159,157,5.34,99.9
RAN_KPI-CELL_RRC_HOURLY-01-71,CELL020201,SLA,KV1,active,2026-08-20-23,2026-08-20 23:00:00,57.66,index,valid,synthetic_ran_kpi,154,151,0.77,99.9
RAN_KPI-CELL_RRC_HOURLY-02-00,CELL030101,CMU,KV3,active,2026-08-18-00,2026-08-18 00:00:00,75.81,index,valid,synthetic_ran_kpi,163,158,1.52,99.9
RAN_KPI-CELL_RRC_HOURLY-02-01,CELL030101,CMU,KV3,active,2026-08-18-01,2026-08-18 01:00:00,72.85,index,valid,synthetic_ran_kpi,244,237,2.49,99.9
RAN_KPI-CELL_RRC_HOURLY-02-02,CELL030101,CMU,KV3,active,2026-08-18-02,2026-08-18 02:00:00,23.81,index,valid,synthetic_ran_kpi,273,267,6.53,99.9
RAN_KPI-CELL_RRC_HOURLY-02-03,CELL030101,CMU,KV3,active,2026-08-18-03,2026-08-18 03:00:00,28.17,index,valid,synthetic_ran_kpi,204,200,5.14,99.9
RAN_KPI-CELL_RRC_HOURLY-02-04,CELL030101,CMU,KV3,active,2026-08-18-04,2026-08-18 04:00:00,78.13,index,valid,synthetic_ran_kpi,128,120,3.83,99.9
RAN_KPI-CELL_RRC_HOURLY-02-05,CELL030101,CMU,KV3,active,2026-08-18-05,2026-08-18 05:00:00,69.06,index,valid,synthetic_ran_kpi,220,215,7.17,99.9
RAN_KPI-CELL_RRC_HOURLY-02-06,CELL030101,CMU,KV3,active,2026-08-18-06,2026-08-18 06:00:00,36.83,index,valid,synthetic_ran_kpi,102,99,4.06,99.9
RAN_KPI-CELL_RRC_HOURLY-02-07,CELL030101,CMU,KV3,active,2026-08-18-07,2026-08-18 07:00:00,78.51,index,valid,synthetic_ran_kpi,117,112,4.59,99.9
RAN_KPI-CELL_RRC_HOURLY-02-08,CELL030101,CMU,KV3,active,2026-08-18-08,2026-08-18 08:00:00,32.18,index,valid,synthetic_ran_kpi,165,159,6.82,99.9
RAN_KPI-CELL_RRC_HOURLY-02-09,CELL030101,CMU,KV3,active,2026-08-18-09,2026-08-18 09:00:00,84.66,index,valid,synthetic_ran_kpi,192,185,3.63,99.9
RAN_KPI-CELL_RRC_HOURLY-02-10,CELL030101,CMU,KV3,active,2026-08-18-10,2026-08-18 10:00:00,27.22,index,valid,synthetic_ran_kpi,210,206,0.56,99.9
RAN_KPI-CELL_RRC_HOURLY-02-11,CELL030101,CMU,KV3,active,2026-08-18-11,2026-08-18 11:00:00,16.56,index,valid,synthetic_ran_kpi,182,174,3.3,99.9
RAN_KPI-CELL_RRC_HOURLY-02-12,CELL030101,CMU,KV3,active,2026-08-18-12,2026-08-18 12:00:00,83.12,index,valid,synthetic_ran_kpi,110,103,5.85,99.9
RAN_KPI-CELL_RRC_HOURLY-02-13,CELL030101,CMU,KV3,active,2026-08-18-13,2026-08-18 13:00:00,48.56,index,valid,synthetic_ran_kpi,153,149,2.92,99.9
RAN_KPI-CELL_RRC_HOURLY-02-14,CELL030101,CMU,KV3,active,2026-08-18-14,2026-08-18 14:00:00,36.49,index,valid,synthetic_ran_kpi,147,143,7.17,99.9
RAN_KPI-CELL_RRC_HOURLY-02-15,CELL030101,CMU,KV3,active,2026-08-18-15,2026-08-18 15:00:00,51.57,index,valid,synthetic_ran_kpi,203,195,5.48,99.9
RAN_KPI-CELL_RRC_HOURLY-02-16,CELL030101,CMU,KV3,active,2026-08-18-16,2026-08-18 16:00:00,26.34,index,valid,synthetic_ran_kpi,178,173,3.29,99.9
RAN_KPI-CELL_RRC_HOURLY-02-17,CELL030101,CMU,KV3,active,2026-08-18-17,2026-08-18 17:00:00,28.57,index,valid,synthetic_ran_kpi,144,140,7.72,99.9
RAN_KPI-CELL_RRC_HOURLY-02-18,CELL030101,CMU,KV3,active,2026-08-18-18,2026-08-18 18:00:00,22.05,index,valid,synthetic_ran_kpi,164,157,1.31,99.9
RAN_KPI-CELL_RRC_HOURLY-02-19,CELL030101,CMU,KV3,active,2026-08-18-19,2026-08-18 19:00:00,17.58,index,valid,synthetic_ran_kpi,133,132,0.58,99.9
RAN_KPI-CELL_RRC_HOURLY-02-20,CELL030101,CMU,KV3,active,2026-08-18-20,2026-08-18 20:00:00,50.79,index,valid,synthetic_ran_kpi,168,161,4.11,99.9
RAN_KPI-CELL_RRC_HOURLY-02-21,CELL030101,CMU,KV3,active,2026-08-18-21,2026-08-18 21:00:00,59.07,index,valid,synthetic_ran_kpi,197,192,7.9,99.9
RAN_KPI-CELL_RRC_HOURLY-02-22,CELL030101,CMU,KV3,active,2026-08-18-22,2026-08-18 22:00:00,37.05,index,valid,synthetic_ran_kpi,170,166,7.76,99.9
RAN_KPI-CELL_RRC_HOURLY-02-23,CELL030101,CMU,KV3,active,2026-08-18-23,2026-08-18 23:00:00,16.93,index,valid,synthetic_ran_kpi,254,250,1.28,99.9
RAN_KPI-CELL_RRC_HOURLY-02-24,CELL030101,CMU,KV3,active,2026-08-19-00,2026-08-19 00:00:00,74.31,index,valid,synthetic_ran_kpi,175,167,0.51,99.9
RAN_KPI-CELL_RRC_HOURLY-02-25,CELL030101,CMU,KV3,active,2026-08-19-01,2026-08-19 01:00:00,64.66,index,valid,synthetic_ran_kpi,149,142,6.49,99.9
RAN_KPI-CELL_RRC_HOURLY-02-26,CELL030101,CMU,KV3,active,2026-08-19-02,2026-08-19 02:00:00,58.47,index,valid,synthetic_ran_kpi,93,86,1.25,99.9
RAN_KPI-CELL_RRC_HOURLY-02-27,CELL030101,CMU,KV3,active,2026-08-19-03,2026-08-19 03:00:00,56.51,index,valid,synthetic_ran_kpi,138,131,2.13,99.9
RAN_KPI-CELL_RRC_HOURLY-02-28,CELL030101,CMU,KV3,active,2026-08-19-04,2026-08-19 04:00:00,78.18,index,valid,synthetic_ran_kpi,90,87,4.26,99.9
RAN_KPI-CELL_RRC_HOURLY-02-29,CELL030101,CMU,KV3,active,2026-08-19-05,2026-08-19 05:00:00,31.5,index,valid,synthetic_ran_kpi,177,172,2.84,99.9
RAN_KPI-CELL_RRC_HOURLY-02-30,CELL030101,CMU,KV3,active,2026-08-19-06,2026-08-19 06:00:00,21.97,index,valid,synthetic_ran_kpi,115,112,6.37,99.9
RAN_KPI-CELL_RRC_HOURLY-02-31,CELL030101,CMU,KV3,active,2026-08-19-07,2026-08-19 07:00:00,58.64,index,valid,synthetic_ran_kpi,266,260,1.98,99.9
RAN_KPI-CELL_RRC_HOURLY-02-32,CELL030101,CMU,KV3,active,2026-08-19-08,2026-08-19 08:00:00,40.68,index,valid,synthetic_ran_kpi,123,121,7.88,99.9
RAN_KPI-CELL_RRC_HOURLY-02-33,CELL030101,CMU,KV3,active,2026-08-19-09,2026-08-19 09:00:00,77.71,index,valid,synthetic_ran_kpi,282,276,3.35,99.9
RAN_KPI-CELL_RRC_HOURLY-02-34,CELL030101,CMU,KV3,active,2026-08-19-10,2026-08-19 10:00:00,70.87,index,valid,synthetic_ran_kpi,148,144,1.13,99.9
RAN_KPI-CELL_RRC_HOURLY-02-35,CELL030101,CMU,KV3,active,2026-08-19-11,2026-08-19 11:00:00,72.28,index,valid,synthetic_ran_kpi,246,241,5.1,99.9
RAN_KPI-CELL_RRC_HOURLY-02-36,CELL030101,CMU,KV3,active,2026-08-19-12,2026-08-19 12:00:00,70.76,index,valid,synthetic_ran_kpi,204,197,4.63,99.9
RAN_KPI-CELL_RRC_HOURLY-02-37,CELL030101,CMU,KV3,active,2026-08-19-13,2026-08-19 13:00:00,54.44,index,valid,synthetic_ran_kpi,252,248,4.05,99.9
RAN_KPI-CELL_RRC_HOURLY-02-38,CELL030101,CMU,KV3,active,2026-08-19-14,2026-08-19 14:00:00,59.57,index,valid,synthetic_ran_kpi,254,253,2.41,99.9
RAN_KPI-CELL_RRC_HOURLY-02-39,CELL030101,CMU,KV3,active,2026-08-19-15,2026-08-19 15:00:00,32.89,index,valid,synthetic_ran_kpi,217,215,7.05,99.9
RAN_KPI-CELL_RRC_HOURLY-02-40,CELL030101,CMU,KV3,active,2026-08-19-16,2026-08-19 16:00:00,84.99,index,valid,synthetic_ran_kpi,244,238,6.12,99.9
RAN_KPI-CELL_RRC_HOURLY-02-41,CELL030101,CMU,KV3,active,2026-08-19-17,2026-08-19 17:00:00,63.87,index,valid,synthetic_ran_kpi,239,233,3.92,99.9
RAN_KPI-CELL_RRC_HOURLY-02-42,CELL030101,CMU,KV3,active,2026-08-19-18,2026-08-19 18:00:00,44.71,index,valid,synthetic_ran_kpi,134,131,6.33,99.9
RAN_KPI-CELL_RRC_HOURLY-02-43,CELL030101,CMU,KV3,active,2026-08-19-19,2026-08-19 19:00:00,83.15,index,valid,synthetic_ran_kpi,178,173,2.28,99.9
RAN_KPI-CELL_RRC_HOURLY-02-44,CELL030101,CMU,KV3,active,2026-08-19-20,2026-08-19 20:00:00,16.78,index,valid,synthetic_ran_kpi,121,119,2.27,99.9
RAN_KPI-CELL_RRC_HOURLY-02-45,CELL030101,CMU,KV3,active,2026-08-19-21,2026-08-19 21:00:00,84.45,index,valid,synthetic_ran_kpi,261,258,4.18,99.9
RAN_KPI-CELL_RRC_HOURLY-02-46,CELL030101,CMU,KV3,active,2026-08-19-22,2026-08-19 22:00:00,59.4,index,valid,synthetic_ran_kpi,152,149,1.29,99.9
RAN_KPI-CELL_RRC_HOURLY-02-47,CELL030101,CMU,KV3,active,2026-08-19-23,2026-08-19 23:00:00,41.06,index,valid,synthetic_ran_kpi,193,185,4.48,99.9
RAN_KPI-CELL_RRC_HOURLY-02-48,CELL030101,CMU,KV3,active,2026-08-20-00,2026-08-20 00:00:00,80.54,index,valid,synthetic_ran_kpi,242,241,3.34,99.9
RAN_KPI-CELL_RRC_HOURLY-02-49,CELL030101,CMU,KV3,active,2026-08-20-01,2026-08-20 01:00:00,42.69,index,valid,synthetic_ran_kpi,164,163,5.97,99.9
RAN_KPI-CELL_RRC_HOURLY-02-50,CELL030101,CMU,KV3,active,2026-08-20-02,2026-08-20 02:00:00,57.75,index,valid,synthetic_ran_kpi,97,95,1.01,99.9
RAN_KPI-CELL_RRC_HOURLY-02-51,CELL030101,CMU,KV3,active,2026-08-20-03,2026-08-20 03:00:00,68.65,index,valid,synthetic_ran_kpi,261,258,7.37,99.9
RAN_KPI-CELL_RRC_HOURLY-02-52,CELL030101,CMU,KV3,active,2026-08-20-04,2026-08-20 04:00:00,84.0,index,valid,synthetic_ran_kpi,205,203,0.75,99.9
RAN_KPI-CELL_RRC_HOURLY-02-53,CELL030101,CMU,KV3,active,2026-08-20-05,2026-08-20 05:00:00,18.12,index,valid,synthetic_ran_kpi,162,160,2.89,99.9
RAN_KPI-CELL_RRC_HOURLY-02-54,CELL030101,CMU,KV3,active,2026-08-20-06,2026-08-20 06:00:00,58.65,index,valid,synthetic_ran_kpi,130,125,7.23,99.9
RAN_KPI-CELL_RRC_HOURLY-02-55,CELL030101,CMU,KV3,active,2026-08-20-07,2026-08-20 07:00:00,67.84,index,valid,synthetic_ran_kpi,165,164,4.37,99.9
RAN_KPI-CELL_RRC_HOURLY-02-56,CELL030101,CMU,KV3,active,2026-08-20-08,2026-08-20 08:00:00,47.01,index,valid,synthetic_ran_kpi,99,93,6.81,99.9
RAN_KPI-CELL_RRC_HOURLY-02-57,CELL030101,CMU,KV3,active,2026-08-20-09,2026-08-20 09:00:00,74.25,index,valid,synthetic_ran_kpi,147,139,6.73,99.9
RAN_KPI-CELL_RRC_HOURLY-02-58,CELL030101,CMU,KV3,active,2026-08-20-10,2026-08-20 10:00:00,33.7,index,valid,synthetic_ran_kpi,289,282,7.08,99.9
RAN_KPI-CELL_RRC_HOURLY-02-59,CELL030101,CMU,KV3,active,2026-08-20-11,2026-08-20 11:00:00,84.02,index,valid,synthetic_ran_kpi,228,225,3.82,99.9
RAN_KPI-CELL_RRC_HOURLY-02-60,CELL030101,CMU,KV3,active,2026-08-20-12,2026-08-20 12:00:00,50.69,index,valid,synthetic_ran_kpi,106,99,5.61,99.9
RAN_KPI-CELL_RRC_HOURLY-02-61,CELL030101,CMU,KV3,active,2026-08-20-13,2026-08-20 13:00:00,83.26,index,valid,synthetic_ran_kpi,115,107,7.09,99.9
RAN_KPI-CELL_RRC_HOURLY-02-62,CELL030101,CMU,KV3,active,2026-08-20-14,2026-08-20 14:00:00,84.49,index,valid,synthetic_ran_kpi,126,122,4.8,99.9
RAN_KPI-CELL_RRC_HOURLY-02-63,CELL030101,CMU,KV3,active,2026-08-20-15,2026-08-20 15:00:00,19.83,index,valid,synthetic_ran_kpi,231,230,4.59,99.9
RAN_KPI-CELL_RRC_HOURLY-02-64,CELL030101,CMU,KV3,active,2026-08-20-16,2026-08-20 16:00:00,27.69,index,valid,synthetic_ran_kpi,198,191,1.29,99.9
RAN_KPI-CELL_RRC_HOURLY-02-65,CELL030101,CMU,KV3,active,2026-08-20-17,2026-08-20 17:00:00,52.65,index,valid,synthetic_ran_kpi,81,76,7.36,99.9
RAN_KPI-CELL_RRC_HOURLY-02-66,CELL030101,CMU,KV3,active,2026-08-20-18,2026-08-20 18:00:00,46.42,index,valid,synthetic_ran_kpi,191,188,7.63,99.9
RAN_KPI-CELL_RRC_HOURLY-02-67,CELL030101,CMU,KV3,active,2026-08-20-19,2026-08-20 19:00:00,56.84,index,valid,synthetic_ran_kpi,198,197,7.22,99.9
RAN_KPI-CELL_RRC_HOURLY-02-68,CELL030101,CMU,KV3,active,2026-08-20-20,2026-08-20 20:00:00,47.29,index,valid,synthetic_ran_kpi,274,269,1.64,99.9
RAN_KPI-CELL_RRC_HOURLY-02-69,CELL030101,CMU,KV3,active,2026-08-20-21,2026-08-20 21:00:00,33.25,index,valid,synthetic_ran_kpi,220,219,5.7,99.9
RAN_KPI-CELL_RRC_HOURLY-02-70,CELL030101,CMU,KV3,active,2026-08-20-22,2026-08-20 22:00:00,46.89,index,valid,synthetic_ran_kpi,128,125,3.15,99.9
RAN_KPI-CELL_RRC_HOURLY-02-71,CELL030101,CMU,KV3,active,2026-08-20-23,2026-08-20 23:00:00,76.4,index,valid,synthetic_ran_kpi,232,227,5.93,99.9
RAN_KPI-CELL_RRC_HOURLY-03-00,CELL040201,NBH,KV1,active,2026-08-18-00,2026-08-18 00:00:00,69.76,index,valid,synthetic_ran_kpi,259,254,1.53,99.9
RAN_KPI-CELL_RRC_HOURLY-03-01,CELL040201,NBH,KV1,active,2026-08-18-01,2026-08-18 01:00:00,38.66,index,valid,synthetic_ran_kpi,99,93,5.92,99.9
RAN_KPI-CELL_RRC_HOURLY-03-02,CELL040201,NBH,KV1,active,2026-08-18-02,2026-08-18 02:00:00,69.45,index,valid,synthetic_ran_kpi,164,162,7.04,99.9
RAN_KPI-CELL_RRC_HOURLY-03-03,CELL040201,NBH,KV1,active,2026-08-18-03,2026-08-18 03:00:00,64.38,index,valid,synthetic_ran_kpi,95,90,2.78,99.9
RAN_KPI-CELL_RRC_HOURLY-03-04,CELL040201,NBH,KV1,active,2026-08-18-04,2026-08-18 04:00:00,41.51,index,valid,synthetic_ran_kpi,155,147,0.88,99.9
RAN_KPI-CELL_RRC_HOURLY-03-05,CELL040201,NBH,KV1,active,2026-08-18-05,2026-08-18 05:00:00,17.23,index,valid,synthetic_ran_kpi,190,183,1.4,99.9
RAN_KPI-CELL_RRC_HOURLY-03-06,CELL040201,NBH,KV1,active,2026-08-18-06,2026-08-18 06:00:00,32.52,index,valid,synthetic_ran_kpi,245,243,7.36,99.9
RAN_KPI-CELL_RRC_HOURLY-03-07,CELL040201,NBH,KV1,active,2026-08-18-07,2026-08-18 07:00:00,70.77,index,valid,synthetic_ran_kpi,199,196,2.45,99.9
RAN_KPI-CELL_RRC_HOURLY-03-08,CELL040201,NBH,KV1,active,2026-08-18-08,2026-08-18 08:00:00,29.42,index,valid,synthetic_ran_kpi,273,271,6.17,99.9
RAN_KPI-CELL_RRC_HOURLY-03-09,CELL040201,NBH,KV1,active,2026-08-18-09,2026-08-18 09:00:00,64.97,index,valid,synthetic_ran_kpi,247,243,0.72,99.9
RAN_KPI-CELL_RRC_HOURLY-03-10,CELL040201,NBH,KV1,active,2026-08-18-10,2026-08-18 10:00:00,32.64,index,valid,synthetic_ran_kpi,81,80,7.89,99.9
RAN_KPI-CELL_RRC_HOURLY-03-11,CELL040201,NBH,KV1,active,2026-08-18-11,2026-08-18 11:00:00,77.06,index,valid,synthetic_ran_kpi,294,289,5.38,99.9
RAN_KPI-CELL_RRC_HOURLY-03-12,CELL040201,NBH,KV1,active,2026-08-18-12,2026-08-18 12:00:00,81.84,index,valid,synthetic_ran_kpi,106,103,5.98,99.9
RAN_KPI-CELL_RRC_HOURLY-03-13,CELL040201,NBH,KV1,active,2026-08-18-13,2026-08-18 13:00:00,50.28,index,valid,synthetic_ran_kpi,102,95,6.11,99.9
RAN_KPI-CELL_RRC_HOURLY-03-14,CELL040201,NBH,KV1,active,2026-08-18-14,2026-08-18 14:00:00,16.35,index,valid,synthetic_ran_kpi,274,266,5.93,99.9
RAN_KPI-CELL_RRC_HOURLY-03-15,CELL040201,NBH,KV1,active,2026-08-18-15,2026-08-18 15:00:00,81.25,index,valid,synthetic_ran_kpi,95,91,1.16,99.9
RAN_KPI-CELL_RRC_HOURLY-03-16,CELL040201,NBH,KV1,active,2026-08-18-16,2026-08-18 16:00:00,84.13,index,valid,synthetic_ran_kpi,109,103,6.64,99.9
RAN_KPI-CELL_RRC_HOURLY-03-17,CELL040201,NBH,KV1,active,2026-08-18-17,2026-08-18 17:00:00,55.96,index,valid,synthetic_ran_kpi,203,198,4.01,99.9
RAN_KPI-CELL_RRC_HOURLY-03-18,CELL040201,NBH,KV1,active,2026-08-18-18,2026-08-18 18:00:00,78.55,index,valid,synthetic_ran_kpi,162,154,6.16,99.9
RAN_KPI-CELL_RRC_HOURLY-03-19,CELL040201,NBH,KV1,active,2026-08-18-19,2026-08-18 19:00:00,54.51,index,valid,synthetic_ran_kpi,176,172,7.04,99.9
RAN_KPI-CELL_RRC_HOURLY-03-20,CELL040201,NBH,KV1,active,2026-08-18-20,2026-08-18 20:00:00,78.78,index,valid,synthetic_ran_kpi,148,146,5.49,99.9
RAN_KPI-CELL_RRC_HOURLY-03-21,CELL040201,NBH,KV1,active,2026-08-18-21,2026-08-18 21:00:00,60.29,index,valid,synthetic_ran_kpi,221,218,5.46,99.9
RAN_KPI-CELL_RRC_HOURLY-03-22,CELL040201,NBH,KV1,active,2026-08-18-22,2026-08-18 22:00:00,39.1,index,valid,synthetic_ran_kpi,165,164,7.12,99.9
RAN_KPI-CELL_RRC_HOURLY-03-23,CELL040201,NBH,KV1,active,2026-08-18-23,2026-08-18 23:00:00,21.67,index,valid,synthetic_ran_kpi,263,255,1.93,99.9
RAN_KPI-CELL_RRC_HOURLY-03-24,CELL040201,NBH,KV1,active,2026-08-19-00,2026-08-19 00:00:00,81.65,index,valid,synthetic_ran_kpi,84,80,3.22,99.9
RAN_KPI-CELL_RRC_HOURLY-03-25,CELL040201,NBH,KV1,active,2026-08-19-01,2026-08-19 01:00:00,71.22,index,valid,synthetic_ran_kpi,234,229,1.41,99.9
RAN_KPI-CELL_RRC_HOURLY-03-26,CELL040201,NBH,KV1,active,2026-08-19-02,2026-08-19 02:00:00,60.96,index,valid,synthetic_ran_kpi,223,215,2.06,99.9
RAN_KPI-CELL_RRC_HOURLY-03-27,CELL040201,NBH,KV1,active,2026-08-19-03,2026-08-19 03:00:00,55.25,index,valid,synthetic_ran_kpi,279,272,0.73,99.9
RAN_KPI-CELL_RRC_HOURLY-03-28,CELL040201,NBH,KV1,active,2026-08-19-04,2026-08-19 04:00:00,63.99,index,valid,synthetic_ran_kpi,258,251,1.8,99.9
RAN_KPI-CELL_RRC_HOURLY-03-29,CELL040201,NBH,KV1,active,2026-08-19-05,2026-08-19 05:00:00,57.86,index,valid,synthetic_ran_kpi,248,245,6.55,99.9
RAN_KPI-CELL_RRC_HOURLY-03-30,CELL040201,NBH,KV1,active,2026-08-19-06,2026-08-19 06:00:00,78.56,index,valid,synthetic_ran_kpi,283,281,2.26,99.9
RAN_KPI-CELL_RRC_HOURLY-03-31,CELL040201,NBH,KV1,active,2026-08-19-07,2026-08-19 07:00:00,84.94,index,valid,synthetic_ran_kpi,299,294,4.35,99.9
RAN_KPI-CELL_RRC_HOURLY-03-32,CELL040201,NBH,KV1,active,2026-08-19-08,2026-08-19 08:00:00,24.71,index,valid,synthetic_ran_kpi,247,239,4.03,99.9
RAN_KPI-CELL_RRC_HOURLY-03-33,CELL040201,NBH,KV1,active,2026-08-19-09,2026-08-19 09:00:00,37.53,index,valid,synthetic_ran_kpi,292,284,2.64,99.9
RAN_KPI-CELL_RRC_HOURLY-03-34,CELL040201,NBH,KV1,active,2026-08-19-10,2026-08-19 10:00:00,37.9,index,valid,synthetic_ran_kpi,101,100,6.81,99.9
RAN_KPI-CELL_RRC_HOURLY-03-35,CELL040201,NBH,KV1,active,2026-08-19-11,2026-08-19 11:00:00,56.29,index,valid,synthetic_ran_kpi,211,207,4.67,99.9
RAN_KPI-CELL_RRC_HOURLY-03-36,CELL040201,NBH,KV1,active,2026-08-19-12,2026-08-19 12:00:00,61.26,index,valid,synthetic_ran_kpi,278,274,7.88,99.9
RAN_KPI-CELL_RRC_HOURLY-03-37,CELL040201,NBH,KV1,active,2026-08-19-13,2026-08-19 13:00:00,21.38,index,valid,synthetic_ran_kpi,245,243,2.56,99.9
RAN_KPI-CELL_RRC_HOURLY-03-38,CELL040201,NBH,KV1,active,2026-08-19-14,2026-08-19 14:00:00,78.66,index,valid,synthetic_ran_kpi,232,225,6.35,99.9
RAN_KPI-CELL_RRC_HOURLY-03-39,CELL040201,NBH,KV1,active,2026-08-19-15,2026-08-19 15:00:00,35.9,index,valid,synthetic_ran_kpi,184,177,1.65,99.9
RAN_KPI-CELL_RRC_HOURLY-03-40,CELL040201,NBH,KV1,active,2026-08-19-16,2026-08-19 16:00:00,36.35,index,valid,synthetic_ran_kpi,287,285,2.11,99.9
RAN_KPI-CELL_RRC_HOURLY-03-41,CELL040201,NBH,KV1,active,2026-08-19-17,2026-08-19 17:00:00,63.4,index,valid,synthetic_ran_kpi,249,244,2.21,99.9
RAN_KPI-CELL_RRC_HOURLY-03-42,CELL040201,NBH,KV1,active,2026-08-19-18,2026-08-19 18:00:00,24.75,index,valid,synthetic_ran_kpi,150,143,1.46,99.9
RAN_KPI-CELL_RRC_HOURLY-03-43,CELL040201,NBH,KV1,active,2026-08-19-19,2026-08-19 19:00:00,70.63,index,valid,synthetic_ran_kpi,99,95,7.94,99.9
RAN_KPI-CELL_RRC_HOURLY-03-44,CELL040201,NBH,KV1,active,2026-08-19-20,2026-08-19 20:00:00,16.03,index,valid,synthetic_ran_kpi,173,167,7.85,99.9
RAN_KPI-CELL_RRC_HOURLY-03-45,CELL040201,NBH,KV1,active,2026-08-19-21,2026-08-19 21:00:00,24.36,index,valid,synthetic_ran_kpi,181,173,2.52,99.9
RAN_KPI-CELL_RRC_HOURLY-03-46,CELL040201,NBH,KV1,active,2026-08-19-22,2026-08-19 22:00:00,73.16,index,valid,synthetic_ran_kpi,142,134,5.89,99.9
RAN_KPI-CELL_RRC_HOURLY-03-47,CELL040201,NBH,KV1,active,2026-08-19-23,2026-08-19 23:00:00,32.76,index,valid,synthetic_ran_kpi,235,234,4.52,99.9
RAN_KPI-CELL_RRC_HOURLY-03-48,CELL040201,NBH,KV1,active,2026-08-20-00,2026-08-20 00:00:00,54.22,index,valid,synthetic_ran_kpi,148,142,5.61,99.9
RAN_KPI-CELL_RRC_HOURLY-03-49,CELL040201,NBH,KV1,active,2026-08-20-01,2026-08-20 01:00:00,26.11,index,valid,synthetic_ran_kpi,175,172,4.9,99.9
RAN_KPI-CELL_RRC_HOURLY-03-50,CELL040201,NBH,KV1,active,2026-08-20-02,2026-08-20 02:00:00,31.15,index,valid,synthetic_ran_kpi,252,247,6.24,99.9
RAN_KPI-CELL_RRC_HOURLY-03-51,CELL040201,NBH,KV1,active,2026-08-20-03,2026-08-20 03:00:00,16.59,index,valid,synthetic_ran_kpi,130,127,2.84,99.9
RAN_KPI-CELL_RRC_HOURLY-03-52,CELL040201,NBH,KV1,active,2026-08-20-04,2026-08-20 04:00:00,43.44,index,valid,synthetic_ran_kpi,126,125,5.45,99.9
RAN_KPI-CELL_RRC_HOURLY-03-53,CELL040201,NBH,KV1,active,2026-08-20-05,2026-08-20 05:00:00,70.73,index,valid,synthetic_ran_kpi,107,101,3.71,99.9
RAN_KPI-CELL_RRC_HOURLY-03-54,CELL040201,NBH,KV1,active,2026-08-20-06,2026-08-20 06:00:00,81.32,index,valid,synthetic_ran_kpi,193,191,4.86,99.9
RAN_KPI-CELL_RRC_HOURLY-03-55,CELL040201,NBH,KV1,active,2026-08-20-07,2026-08-20 07:00:00,27.5,index,valid,synthetic_ran_kpi,179,177,4.68,99.9
RAN_KPI-CELL_RRC_HOURLY-03-56,CELL040201,NBH,KV1,active,2026-08-20-08,2026-08-20 08:00:00,48.09,index,valid,synthetic_ran_kpi,251,247,6.7,99.9
RAN_KPI-CELL_RRC_HOURLY-03-57,CELL040201,NBH,KV1,active,2026-08-20-09,2026-08-20 09:00:00,64.21,index,valid,synthetic_ran_kpi,254,247,3.67,99.9
RAN_KPI-CELL_RRC_HOURLY-03-58,CELL040201,NBH,KV1,active,2026-08-20-10,2026-08-20 10:00:00,41.37,index,valid,synthetic_ran_kpi,125,122,7.08,99.9
RAN_KPI-CELL_RRC_HOURLY-03-59,CELL040201,NBH,KV1,active,2026-08-20-11,2026-08-20 11:00:00,18.82,index,valid,synthetic_ran_kpi,99,97,7.58,99.9
RAN_KPI-CELL_RRC_HOURLY-03-60,CELL040201,NBH,KV1,active,2026-08-20-12,2026-08-20 12:00:00,78.43,index,valid,synthetic_ran_kpi,258,252,0.76,99.9
RAN_KPI-CELL_RRC_HOURLY-03-61,CELL040201,NBH,KV1,active,2026-08-20-13,2026-08-20 13:00:00,43.38,index,valid,synthetic_ran_kpi,114,108,7.17,99.9
RAN_KPI-CELL_RRC_HOURLY-03-62,CELL040201,NBH,KV1,active,2026-08-20-14,2026-08-20 14:00:00,18.51,index,valid,synthetic_ran_kpi,167,164,2.93,99.9
RAN_KPI-CELL_RRC_HOURLY-03-63,CELL040201,NBH,KV1,active,2026-08-20-15,2026-08-20 15:00:00,45.49,index,valid,synthetic_ran_kpi,270,265,3.0,99.9
RAN_KPI-CELL_RRC_HOURLY-03-64,CELL040201,NBH,KV1,active,2026-08-20-16,2026-08-20 16:00:00,70.73,index,valid,synthetic_ran_kpi,292,291,6.54,99.9
RAN_KPI-CELL_RRC_HOURLY-03-65,CELL040201,NBH,KV1,active,2026-08-20-17,2026-08-20 17:00:00,59.26,index,valid,synthetic_ran_kpi,295,290,6.62,99.9
RAN_KPI-CELL_RRC_HOURLY-03-66,CELL040201,NBH,KV1,active,2026-08-20-18,2026-08-20 18:00:00,81.49,index,valid,synthetic_ran_kpi,166,160,6.79,99.9
RAN_KPI-CELL_RRC_HOURLY-03-67,CELL040201,NBH,KV1,active,2026-08-20-19,2026-08-20 19:00:00,72.26,index,valid,synthetic_ran_kpi,148,142,6.88,99.9
RAN_KPI-CELL_RRC_HOURLY-03-68,CELL040201,NBH,KV1,active,2026-08-20-20,2026-08-20 20:00:00,55.08,index,valid,synthetic_ran_kpi,105,99,4.96,99.9
